ID,Populatie,Geslacht,Persoonskenmerken,Marges,Perioden,Verkeersdeelname_1,GebruikVanHetOpenbaarVervoer_2
946,A048710,3000   ,2030530,MOG0095,2022JJ00,78.6,25.9
947,A048710,3000   ,2030530,MOG0095,2023JJ00,78.5,27.3
948,A048710,3000   ,2030530,MBG0095,2018JJ00,90.2,42.0
949,A048710,3000   ,2030530,MBG0095,2019JJ00,87.3,40.0
950,A048710,3000   ,2030530,MBG0095,2020JJ00,75.5,18.4
951,A048710,3000   ,2030530,MBG0095,2021JJ00,78.5,22.9
952,A048710,3000   ,2030530,MBG0095,2022JJ00,83.8,31.1
953,A048710,3000   ,2030530,MBG0095,2023JJ00,83.5,32.8
954,A048710,3000   ,2030540,MW00000,2018JJ00,90.1,
955,A048710,3000   ,2030540,MW00000,2019JJ00,89.0,
956,A048710,3000   ,2030540,MW00000,2020JJ00,78.9,
957,A048710,3000   ,2030540,MW00000,2021JJ00,81.0,
958,A048710,3000   ,2030540,MW00000,2022JJ00,82.3,
959,A048710,3000   ,2030540,MW00000,2023JJ00,84.6,
960,A048710,3000   ,2030540,MOG0095,2018JJ00,78.3,
961,A048710,3000   ,2030540,MOG0095,2019JJ00,81.0,
962,A048710,3000   ,2030540,MOG0095,2020JJ00,70.4,
963,A048710,3000   ,2030540,MOG0095,2021JJ00,72.8,
964,A048710,3000   ,2030540,MOG0095,2022JJ00,71.3,
965,A048710,3000   ,2030540,MOG0095,2023JJ00,71.5,
966,A048710,3000   ,2030540,MBG0095,2018JJ00,95.9,
967,A048710,3000   ,2030540,MBG0095,2019JJ00,93.9,
968,A048710,3000   ,2030540,MBG0095,2020JJ00,85.4,
969,A048710,3000   ,2030540,MBG0095,2021JJ00,87.1,
970,A048710,3000   ,2030540,MBG0095,2022JJ00,89.7,
971,A048710,3000   ,2030540,MBG0095,2023JJ00,92.3,
972,A048710,3000   ,2030550,MW00000,2018JJ00,82.8,6.6
973,A048710,3000   ,2030550,MW00000,2019JJ00,82.5,6.7
974,A048710,3000   ,2030550,MW00000,2020JJ00,74.4,3.0
975,A048710,3000   ,2030550,MW00000,2021JJ00,78.0,3.0
976,A048710,3000   ,2030550,MW00000,2022JJ00,79.8,4.5
977,A048710,3000   ,2030550,MW00000,2023JJ00,80.5,5.6
978,A048710,3000   ,2030550,MOG0095,2018JJ00,82.2,6.3
979,A048710,3000   ,2030550,MOG0095,2019JJ00,81.9,6.3
980,A048710,3000   ,2030550,MOG0095,2020JJ00,73.8,2.8
981,A048710,3000   ,2030550,MOG0095,2021JJ00,77.4,2.8
982,A048710,3000   ,2030550,MOG0095,2022JJ00,79.1,4.2
983,A048710,3000   ,2030550,MOG0095,2023JJ00,79.9,5.3
984,A048710,3000   ,2030550,MBG0095,2018JJ00,83.3,7.0
985,A048710,3000   ,2030550,MBG0095,2019JJ00,83.1,7.0
986,A048710,3000   ,2030550,MBG0095,2020JJ00,75.0,3.3
987,A048710,3000   ,2030550,MBG0095,2021JJ00,78.5,3.3
988,A048710,3000   ,2030550,MBG0095,2022JJ00,80.3,4.8
989,A048710,3000   ,2030550,MBG0095,2023JJ00,81.1,5.9
990,A048710,3000   ,2018700,MW00000,2018JJ00,75.8,5.7
991,A048710,3000   ,2018700,MW00000,2019JJ00,74.6,4.9
992,A048710,3000   ,2018700,MW00000,2020JJ00,67.8,2.7
993,A048710,3000   ,2018700,MW00000,2021JJ00,73.4,3.1
994,A048710,3000   ,2018700,MW00000,2022JJ00,76.1,4.3
995,A048710,3000   ,2018700,MW00000,2023JJ00,74.7,4.6
996,A048710,3000   ,2018700,MOG0095,2018JJ00,74.4,5.0
997,A048710,3000   ,2018700,MOG0095,2019JJ00,73.1,4.3
998,A048710,3000   ,2018700,MOG0095,2020JJ00,66.4,2.2
999,A048710,3000   ,2018700,MOG0095,2021JJ00,72.1,2.6
1000,A048710,3000   ,2018700,MOG0095,2022JJ00,74.7,3.8
1001,A048710,3000   ,2018700,MOG0095,2023JJ00,73.4,4.0
1002,A048710,3000   ,2018700,MBG0095,2018JJ00,77.0,6.4
1003,A048710,3000   ,2018700,MBG0095,2019JJ00,76.0,5.7
1004,A048710,3000   ,2018700,MBG0095,2020JJ00,69.1,3.2
1005,A048710,3000   ,2018700,MBG0095,2021JJ00,74.6,3.6
1006,A048710,3000   ,2018700,MBG0095,2022JJ00,77.4,5.0
1007,A048710,3000   ,2018700,MBG0095,2023JJ00,76.0,5.3
1008,A048710,3000   ,2018740,MW00000,2018JJ00,85.2,8.5
1009,A048710,3000   ,2018740,MW00000,2019JJ00,85.3,8.6
1010,A048710,3000   ,2018740,MW00000,2020JJ00,77.6,3.8
1011,A048710,3000   ,2018740,MW00000,2021JJ00,79.6,4.5
1012,A048710,3000   ,2018740,MW00000,2022JJ00,82.1,6.0
1013,A048710,3000   ,2018740,MW00000,2023JJ00,82.4,6.6
1014,A048710,3000   ,2018740,MOG0095,2018JJ00,84.2,7.8
1015,A048710,3000   ,2018740,MOG0095,2019JJ00,84.2,7.9
1016,A048710,3000   ,2018740,MOG0095,2020JJ00,76.6,3.3
1017,A048710,3000   ,2018740,MOG0095,2021JJ00,78.6,4.0
1018,A048710,3000   ,2018740,MOG0095,2022JJ00,81.0,5.5
1019,A048710,3000   ,2018740,MOG0095,2023JJ00,81.4,6.0
1020,A048710,3000   ,2018740,MBG0095,2018JJ00,86.2,9.2
1021,A048710,3000   ,2018740,MBG0095,2019JJ00,86.3,9.4
1022,A048710,3000   ,2018740,MBG0095,2020JJ00,78.6,4.2
1023,A048710,3000   ,2018740,MBG0095,2021JJ00,80.5,5.0
1024,A048710,3000   ,2018740,MBG0095,2022JJ00,83.1,6.6
1025,A048710,3000   ,2018740,MBG0095,2023JJ00,83.3,7.2
1026,A048710,3000   ,2018790,MW00000,2018JJ00,85.5,10.4
1027,A048710,3000   ,2018790,MW00000,2019JJ00,85.6,10.6
1028,A048710,3000   ,2018790,MW00000,2020JJ00,77.3,4.2
1029,A048710,3000   ,2018790,MW00000,2021JJ00,79.4,4.3
1030,A048710,3000   ,2018790,MW00000,2022JJ00,80.5,6.5
1031,A048710,3000   ,2018790,MW00000,2023JJ00,82.2,8.2
1032,A048710,3000   ,2018790,MOG0095,2018JJ00,84.5,9.7
1033,A048710,3000   ,2018790,MOG0095,2019JJ00,84.6,9.9
1034,A048710,3000   ,2018790,MOG0095,2020JJ00,76.4,3.8
1035,A048710,3000   ,2018790,MOG0095,2021JJ00,78.5,4.0
1036,A048710,3000   ,2018790,MOG0095,2022JJ00,79.5,6.0
1037,A048710,3000   ,2018790,MOG0095,2023JJ00,81.3,7.7
1038,A048710,3000   ,2018790,MBG0095,2018JJ00,86.5,11.2
1039,A048710,3000   ,2018790,MBG0095,2019JJ00,86.6,11.4
1040,A048710,3000   ,2018790,MBG0095,2020JJ00,78.2,4.6
1041,A048710,3000   ,2018790,MBG0095,2021JJ00,80.3,4.8
1042,A048710,3000   ,2018790,MBG0095,2022JJ00,81.5,7.0
1043,A048710,3000   ,2018790,MBG0095,2023JJ00,83.1,8.8
1044,A048710,3000   ,2017560,MW00000,2018JJ00,83.0,10.2
1045,A048710,3000   ,2017560,MW00000,2019JJ00,83.0,12.9
1046,A048710,3000   ,2017560,MW00000,2020JJ00,77.2,5.4
1047,A048710,3000   ,2017560,MW00000,2021JJ00,82.2,7.4
1048,A048710,3000   ,2017560,MW00000,2022JJ00,83.8,9.5
1049,A048710,3000   ,2017560,MW00000,2023JJ00,82.1,9.9
1050,A048710,3000   ,2017560,MOG0095,2018JJ00,80.2,8.5
1051,A048710,3000   ,2017560,MOG0095,2019JJ00,79.9,10.9
1052,A048710,3000   ,2017560,MOG0095,2020JJ00,74.7,4.3
1053,A048710,3000   ,2017560,MOG0095,2021JJ00,80.0,6.2
1054,A048710,3000   ,2017560,MOG0095,2022JJ00,81.3,8.0
1055,A048710,3000   ,2017560,MOG0095,2023JJ00,79.7,8.4
1056,A048710,3000   ,2017560,MBG0095,2018JJ00,85.4,12.2
1057,A048710,3000   ,2017560,MBG0095,2019JJ00,85.7,15.2
1058,A048710,3000   ,2017560,MBG0095,2020JJ00,79.5,6.8
1059,A048710,3000   ,2017560,MBG0095,2021JJ00,84.3,8.9
1060,A048710,3000   ,2017560,MBG0095,2022JJ00,86.0,11.3
1061,A048710,3000   ,2017560,MBG0095,2023JJ00,84.4,11.5
1062,A048710,3000   ,2017565,MW00000,2018JJ00,88.6,8.1
1063,A048710,3000   ,2017565,MW00000,2019JJ00,88.4,8.3
1064,A048710,3000   ,2017565,MW00000,2020JJ00,80.1,3.5
1065,A048710,3000   ,2017565,MW00000,2021JJ00,82.0,3.4
1066,A048710,3000   ,2017565,MW00000,2022JJ00,83.3,5.2
1067,A048710,3000   ,2017565,MW00000,2023JJ00,84.5,6.7
1068,A048710,3000   ,2017565,MOG0095,2018JJ00,87.8,7.5
1069,A048710,3000   ,2017565,MOG0095,2019JJ00,87.5,7.7
1070,A048710,3000   ,2017565,MOG0095,2020JJ00,79.3,3.2
1071,A048710,3000   ,2017565,MOG0095,2021JJ00,81.2,3.1
1072,A048710,3000   ,2017565,MOG0095,2022JJ00,82.4,4.8
1073,A048710,3000   ,2017565,MOG0095,2023JJ00,83.7,6.3
1074,A048710,3000   ,2017565,MBG0095,2018JJ00,89.3,8.6
1075,A048710,3000   ,2017565,MBG0095,2019JJ00,89.1,8.8
1076,A048710,3000   ,2017565,MBG0095,2020JJ00,80.8,3.9
1077,A048710,3000   ,2017565,MBG0095,2021JJ00,82.7,3.8
1078,A048710,3000   ,2017565,MBG0095,2022JJ00,84.1,5.6
1079,A048710,3000   ,2017565,MBG0095,2023JJ00,85.2,7.1
1080,A048710,3000   ,2012751,MW00000,2018JJ00,86.8,12.6
1081,A048710,3000   ,2012751,MW00000,2019JJ00,86.3,11.2
1082,A048710,3000   ,2012751,MW00000,2020JJ00,74.5,6.1
1083,A048710,3000   ,2012751,MW00000,2021JJ00,78.6,6.5
1084,A048710,3000   ,2012751,MW00000,2022JJ00,81.4,9.3
1085,A048710,3000   ,2012751,MW00000,2023JJ00,82.6,9.8
1086,A048710,3000   ,2012751,MOG0095,2018JJ00,85.6,11.7
1087,A048710,3000   ,2012751,MOG0095,2019JJ00,85.1,10.3
1088,A048710,3000   ,2012751,MOG0095,2020JJ00,73.2,5.4
1089,A048710,3000   ,2012751,MOG0095,2021JJ00,77.3,5.9
1090,A048710,3000   ,2012751,MOG0095,2022JJ00,79.9,8.5
1091,A048710,3000   ,2012751,MOG0095,2023JJ00,81.2,9.0
1092,A048710,3000   ,2012751,MBG0095,2018JJ00,87.8,13.6
1093,A048710,3000   ,2012751,MBG0095,2019JJ00,87.5,12.2
1094,A048710,3000   ,2012751,MBG0095,2020JJ00,75.8,6.8
1095,A048710,3000   ,2012751,MBG0095,2021JJ00,79.7,7.2
1096,A048710,3000   ,2012751,MBG0095,2022JJ00,82.7,10.2
1097,A048710,3000   ,2012751,MBG0095,2023JJ00,83.8,10.7
1098,A048710,3000   ,2017572,MW00000,2018JJ00,72.3,
1099,A048710,3000   ,2017572,MW00000,2019JJ00,65.1,
1100,A048710,3000   ,2017572,MW00000,2020JJ00,64.1,
1101,A048710,3000   ,2017572,MW00000,2021JJ00,68.4,
1102,A048710,3000   ,2017572,MW00000,2022JJ00,70.4,
1103,A048710,3000   ,2017572,MW00000,2023JJ00,64.7,
1104,A048710,3000   ,2017572,MOG0095,2018JJ00,67.6,
1105,A048710,3000   ,2017572,MOG0095,2019JJ00,59.3,
1106,A048710,3000   ,2017572,MOG0095,2020JJ00,59.7,
1107,A048710,3000   ,2017572,MOG0095,2021JJ00,64.1,
1108,A048710,3000   ,2017572,MOG0095,2022JJ00,65.0,
1109,A048710,3000   ,2017572,MOG0095,2023JJ00,59.2,
1110,A048710,3000   ,2017572,MBG0095,2018JJ00,76.6,
1111,A048710,3000   ,2017572,MBG0095,2019JJ00,70.5,
1112,A048710,3000   ,2017572,MBG0095,2020JJ00,68.2,
1113,A048710,3000   ,2017572,MBG0095,2021JJ00,72.5,
1114,A048710,3000   ,2017572,MBG0095,2022JJ00,75.3,
1115,A048710,3000   ,2017572,MBG0095,2023JJ00,69.9,
1116,A048710,3000   ,2820713,MW00000,2018JJ00,67.8,
1117,A048710,3000   ,2820713,MW00000,2019JJ00,66.1,
1118,A048710,3000   ,2820713,MW00000,2020JJ00,58.8,
1119,A048710,3000   ,2820713,MW00000,2021JJ00,65.3,
1120,A048710,3000   ,2820713,MW00000,2022JJ00,68.2,
1121,A048710,3000   ,2820713,MW00000,2023JJ00,70.3,
1122,A048710,3000   ,2820713,MOG0095,2018JJ00,63.8,
1123,A048710,3000   ,2820713,MOG0095,2019JJ00,61.6,
1124,A048710,3000   ,2820713,MOG0095,2020JJ00,54.8,
1125,A048710,3000   ,2820713,MOG0095,2021JJ00,61.7,
1126,A048710,3000   ,2820713,MOG0095,2022JJ00,64.4,
1127,A048710,3000   ,2820713,MOG0095,2023JJ00,66.7,
1128,A048710,3000   ,2820713,MBG0095,2018JJ00,71.5,
1129,A048710,3000   ,2820713,MBG0095,2019JJ00,70.4,
1130,A048710,3000   ,2820713,MBG0095,2020JJ00,62.7,
1131,A048710,3000   ,2820713,MBG0095,2021JJ00,68.8,
1132,A048710,3000   ,2820713,MBG0095,2022JJ00,71.7,
1133,A048710,3000   ,2820713,MBG0095,2023JJ00,73.8,
1134,A048710,3000   ,2017576,MW00000,2018JJ00,70.4,3.4
1135,A048710,3000   ,2017576,MW00000,2019JJ00,70.4,3.0
1136,A048710,3000   ,2017576,MW00000,2020JJ00,64.9,1.0
1137,A048710,3000   ,2017576,MW00000,2021JJ00,71.1,1.2
1138,A048710,3000   ,2017576,MW00000,2022JJ00,73.3,1.6
1139,A048710,3000   ,2017576,MW00000,2023JJ00,72.6,2.4
1140,A048710,3000   ,2017576,MOG0095,2018JJ00,68.9,2.8
1141,A048710,3000   ,2017576,MOG0095,2019JJ00,68.8,2.5
1142,A048710,3000   ,2017576,MOG0095,2020JJ00,63.6,0.8
1143,A048710,3000   ,2017576,MOG0095,2021JJ00,69.9,0.9
1144,A048710,3000   ,2017576,MOG0095,2022JJ00,72.0,1.3
1145,A048710,3000   ,2017576,MOG0095,2023JJ00,71.4,2.0
1146,A048710,3000   ,2017576,MBG0095,2018JJ00,71.9,4.1
1147,A048710,3000   ,2017576,MBG0095,2019JJ00,71.9,3.6
1148,A048710,3000   ,2017576,MBG0095,2020JJ00,66.2,1.3
1149,A048710,3000   ,2017576,MBG0095,2021JJ00,72.3,1.5
1150,A048710,3000   ,2017576,MBG0095,2022JJ00,74.5,2.0
1151,A048710,3000   ,2017576,MBG0095,2023JJ00,73.8,2.8
1152,A048710,3000   ,2017500,MW00000,2018JJ00,73.4,6.3
1153,A048710,3000   ,2017500,MW00000,2019JJ00,72.2,6.4
1154,A048710,3000   ,2017500,MW00000,2020JJ00,64.4,
1155,A048710,3000   ,2017500,MW00000,2021JJ00,67.7,
1156,A048710,3000   ,2017500,MW00000,2022JJ00,70.0,5.4
1157,A048710,3000   ,2017500,MW00000,2023JJ00,71.9,5.0
1158,A048710,3000   ,2017500,MOG0095,2018JJ00,70.2,4.8
1159,A048710,3000   ,2017500,MOG0095,2019JJ00,68.9,4.8
1160,A048710,3000   ,2017500,MOG0095,2020JJ00,61.3,
1161,A048710,3000   ,2017500,MOG0095,2021JJ00,64.6,
1162,A048710,3000   ,2017500,MOG0095,2022JJ00,66.7,4.0
1163,A048710,3000   ,2017500,MOG0095,2023JJ00,68.8,3.7
1164,A048710,3000   ,2017500,MBG0095,2018JJ00,76.4,8.1
1165,A048710,3000   ,2017500,MBG0095,2019JJ00,75.2,8.3
1166,A048710,3000   ,2017500,MBG0095,2020JJ00,67.3,
1167,A048710,3000   ,2017500,MBG0095,2021JJ00,70.6,
1168,A048710,3000   ,2017500,MBG0095,2022JJ00,73.1,7.1
1169,A048710,3000   ,2017500,MBG0095,2023JJ00,74.9,6.6
1170,A048710,3000   ,A048766,MW00000,2018JJ00,83.1,3.6
1171,A048710,3000   ,A048766,MW00000,2019JJ00,83.6,3.8
1172,A048710,3000   ,A048766,MW00000,2020JJ00,77.2,1.5
1173,A048710,3000   ,A048766,MW00000,2021JJ00,79.6,1.3
1174,A048710,3000   ,A048766,MW00000,2022JJ00,81.1,2.2
1175,A048710,3000   ,A048766,MW00000,2023JJ00,81.7,2.7
1176,A048710,3000   ,A048766,MOG0095,2018JJ00,82.2,3.2
1177,A048710,3000   ,A048766,MOG0095,2019JJ00,82.7,3.5
1178,A048710,3000   ,A048766,MOG0095,2020JJ00,76.5,1.3
1179,A048710,3000   ,A048766,MOG0095,2021JJ00,78.9,1.2
1180,A048710,3000   ,A048766,MOG0095,2022JJ00,80.3,2.0
1181,A048710,3000   ,A048766,MOG0095,2023JJ00,81.0,2.4
1182,A048710,3000   ,A048766,MBG0095,2018JJ00,83.8,3.9
1183,A048710,3000   ,A048766,MBG0095,2019JJ00,84.3,4.2
1184,A048710,3000   ,A048766,MBG0095,2020JJ00,78.0,1.7
1185,A048710,3000   ,A048766,MBG0095,2021JJ00,80.3,1.6
1186,A048710,3000   ,A048766,MBG0095,2022JJ00,81.8,2.5
1187,A048710,3000   ,A048766,MBG0095,2023JJ00,82.5,3.0
1188,A048710,3000   ,A048767,MW00000,2018JJ00,84.7,8.9
1189,A048710,3000   ,A048767,MW00000,2019JJ00,84.8,8.6
1190,A048710,3000   ,A048767,MW00000,2020JJ00,77.3,3.3
1191,A048710,3000   ,A048767,MW00000,2021JJ00,79.9,3.6
1192,A048710,3000   ,A048767,MW00000,2022JJ00,82.7,5.9
1193,A048710,3000   ,A048767,MW00000,2023JJ00,82.6,7.3
1194,A048710,3000   ,A048767,MOG0095,2018JJ00,83.2,8.0
1195,A048710,3000   ,A048767,MOG0095,2019JJ00,83.2,7.8
1196,A048710,3000   ,A048767,MOG0095,2020JJ00,76.0,2.8
1197,A048710,3000   ,A048767,MOG0095,2021JJ00,78.6,3.1
1198,A048710,3000   ,A048767,MOG0095,2022JJ00,81.3,5.2
1199,A048710,3000   ,A048767,MOG0095,2023JJ00,81.2,6.5
1200,A048710,3000   ,A048767,MBG0095,2018JJ00,86.1,9.8
1201,A048710,3000   ,A048767,MBG0095,2019JJ00,86.2,9.6
1202,A048710,3000   ,A048767,MBG0095,2020JJ00,78.6,3.9
1203,A048710,3000   ,A048767,MBG0095,2021JJ00,81.1,4.2
1204,A048710,3000   ,A048767,MBG0095,2022JJ00,84.0,6.7
1205,A048710,3000   ,A048767,MBG0095,2023JJ00,83.9,8.1
1206,A048710,3000   ,A048768,MW00000,2018JJ00,83.0,19.5
1207,A048710,3000   ,A048768,MW00000,2019JJ00,82.1,18.8
1208,A048710,3000   ,A048768,MW00000,2020JJ00,70.9,8.9
1209,A048710,3000   ,A048768,MW00000,2021JJ00,78.6,10.6
1210,A048710,3000   ,A048768,MW00000,2022JJ00,76.9,12.7
1211,A048710,3000   ,A048768,MW00000,2023JJ00,78.8,17.0
1212,A048710,3000   ,A048768,MOG0095,2018JJ00,80.8,17.6
1213,A048710,3000   ,A048768,MOG0095,2019JJ00,79.7,17.0
1214,A048710,3000   ,A048768,MOG0095,2020JJ00,68.7,7.7
1215,A048710,3000   ,A048768,MOG0095,2021JJ00,76.7,9.3
1216,A048710,3000   ,A048768,MOG0095,2022JJ00,74.6,11.3
1217,A048710,3000   ,A048768,MOG0095,2023JJ00,76.6,15.3
1218,A048710,3000   ,A048768,MBG0095,2018JJ00,85.1,21.6
1219,A048710,3000   ,A048768,MBG0095,2019JJ00,84.2,20.9
1220,A048710,3000   ,A048768,MBG0095,2020JJ00,72.9,10.2
1221,A048710,3000   ,A048768,MBG0095,2021JJ00,80.4,12.0
1222,A048710,3000   ,A048768,MBG0095,2022JJ00,79.1,14.3
1223,A048710,3000   ,A048768,MBG0095,2023JJ00,80.8,18.8
1224,A048710,3000   ,A048769,MW00000,2018JJ00,75.8,19.3
1225,A048710,3000   ,A048769,MW00000,2019JJ00,71.8,18.8
1226,A048710,3000   ,A048769,MW00000,2020JJ00,61.9,9.0
1227,A048710,3000   ,A048769,MW00000,2021JJ00,66.4,10.3
1228,A048710,3000   ,A048769,MW00000,2022JJ00,70.6,14.5
1229,A048710,3000   ,A048769,MW00000,2023JJ00,71.8,15.1
1230,A048710,3000   ,A048769,MOG0095,2018JJ00,74.0,17.8
1231,A048710,3000   ,A048769,MOG0095,2019JJ00,69.8,17.3
1232,A048710,3000   ,A048769,MOG0095,2020JJ00,60.1,8.0
1233,A048710,3000   ,A048769,MOG0095,2021JJ00,64.8,9.3
1234,A048710,3000   ,A048769,MOG0095,2022JJ00,68.8,13.3
1235,A048710,3000   ,A048769,MOG0095,2023JJ00,70.1,13.9
1236,A048710,3000   ,A048769,MBG0095,2018JJ00,77.5,20.9
1237,A048710,3000   ,A048769,MBG0095,2019JJ00,73.8,20.5
1238,A048710,3000   ,A048769,MBG0095,2020JJ00,63.6,10.0
1239,A048710,3000   ,A048769,MBG0095,2021JJ00,68.1,11.4
1240,A048710,3000   ,A048769,MBG0095,2022JJ00,72.3,15.7
1241,A048710,3000   ,A048769,MBG0095,2023JJ00,73.4,16.4
1242,A048710,3000   ,A048770,MW00000,2018JJ00,88.5,5.2
1243,A048710,3000   ,A048770,MW00000,2019JJ00,88.3,4.4
1244,A048710,3000   ,A048770,MW00000,2020JJ00,75.7,3.0
1245,A048710,3000   ,A048770,MW00000,2021JJ00,81.4,2.6
1246,A048710,3000   ,A048770,MW00000,2022JJ00,83.6,4.1
1247,A048710,3000   ,A048770,MW00000,2023JJ00,84.7,4.8
1248,A048710,3000   ,A048770,MOG0095,2018JJ00,87.2,4.5
1249,A048710,3000   ,A048770,MOG0095,2019JJ00,86.8,3.7
1250,A048710,3000   ,A048770,MOG0095,2020JJ00,74.1,2.4
1251,A048710,3000   ,A048770,MOG0095,2021JJ00,80.0,2.1
1252,A048710,3000   ,A048770,MOG0095,2022JJ00,81.8,3.5
1253,A048710,3000   ,A048770,MOG0095,2023JJ00,83.1,4.0
1254,A048710,3000   ,A048770,MBG0095,2018JJ00,89.6,6.0
1255,A048710,3000   ,A048770,MBG0095,2019JJ00,89.5,5.3
1256,A048710,3000   ,A048770,MBG0095,2020JJ00,77.2,3.7
1257,A048710,3000   ,A048770,MBG0095,2021JJ00,82.8,3.2
1258,A048710,3000   ,A048770,MBG0095,2022JJ00,85.3,4.9
1259,A048710,3000   ,A048770,MBG0095,2023JJ00,86.2,5.7
1260,A048710,4000   ,T009002,MW00000,2018JJ00,82.9,9.2
1261,A048710,4000   ,T009002,MW00000,2019JJ00,81.3,9.2
1262,A048710,4000   ,T009002,MW00000,2020JJ00,73.2,4.2
1263,A048710,4000   ,T009002,MW00000,2021JJ00,78.4,4.7
1264,A048710,4000   ,T009002,MW00000,2022JJ00,79.7,6.5
1265,A048710,4000   ,T009002,MW00000,2023JJ00,80.3,7.4
1266,A048710,4000   ,T009002,MOG0095,2018JJ00,82.3,8.8
1267,A048710,4000   ,T009002,MOG0095,2019JJ00,80.7,8.8
1268,A048710,4000   ,T009002,MOG0095,2020JJ00,72.7,4.0
1269,A048710,4000   ,T009002,MOG0095,2021JJ00,77.8,4.4
1270,A048710,4000   ,T009002,MOG0095,2022JJ00,79.1,6.2
1271,A048710,4000   ,T009002,MOG0095,2023JJ00,79.7,7.1
1272,A048710,4000   ,T009002,MBG0095,2018JJ00,83.4,9.6
1273,A048710,4000   ,T009002,MBG0095,2019JJ00,81.9,9.6
1274,A048710,4000   ,T009002,MBG0095,2020JJ00,73.8,4.5
1275,A048710,4000   ,T009002,MBG0095,2021JJ00,78.9,4.9
1276,A048710,4000   ,T009002,MBG0095,2022JJ00,80.2,6.9
1277,A048710,4000   ,T009002,MBG0095,2023JJ00,80.8,7.7
1278,A048710,4000   ,51511  ,MW00000,2018JJ00,90.1,
1279,A048710,4000   ,51511  ,MW00000,2019JJ00,88.3,
1280,A048710,4000   ,51511  ,MW00000,2020JJ00,80.2,
1281,A048710,4000   ,51511  ,MW00000,2021JJ00,86.6,
1282,A048710,4000   ,51511  ,MW00000,2022JJ00,85.4,
1283,A048710,4000   ,51511  ,MW00000,2023JJ00,86.0,
1284,A048710,4000   ,51511  ,MOG0095,2018JJ00,88.4,
1285,A048710,4000   ,51511  ,MOG0095,2019JJ00,85.9,
1286,A048710,4000   ,51511  ,MOG0095,2020JJ00,78.0,
1287,A048710,4000   ,51511  ,MOG0095,2021JJ00,84.6,
1288,A048710,4000   ,51511  ,MOG0095,2022JJ00,82.9,
1289,A048710,4000   ,51511  ,MOG0095,2023JJ00,83.6,
1290,A048710,4000   ,51511  ,MBG0095,2018JJ00,91.7,
1291,A048710,4000   ,51511  ,MBG0095,2019JJ00,90.3,
1292,A048710,4000   ,51511  ,MBG0095,2020JJ00,82.2,
1293,A048710,4000   ,51511  ,MBG0095,2021JJ00,88.3,
1294,A048710,4000   ,51511  ,MBG0095,2022JJ00,87.5,
1295,A048710,4000   ,51511  ,MBG0095,2023JJ00,88.0,
1296,A048710,4000   ,52020  ,MW00000,2018JJ00,86.9,13.3
1297,A048710,4000   ,52020  ,MW00000,2019JJ00,86.4,12.2
1298,A048710,4000   ,52020  ,MW00000,2020JJ00,75.0,6.4
1299,A048710,4000   ,52020  ,MW00000,2021JJ00,80.3,7.1
1300,A048710,4000   ,52020  ,MW00000,2022JJ00,83.3,11.0
1301,A048710,4000   ,52020  ,MW00000,2023JJ00,83.8,10.3
1302,A048710,4000   ,52020  ,MOG0095,2018JJ00,85.1,11.8
1303,A048710,4000   ,52020  ,MOG0095,2019JJ00,84.2,10.7
1304,A048710,4000   ,52020  ,MOG0095,2020JJ00,72.9,5.4
1305,A048710,4000   ,52020  ,MOG0095,2021JJ00,78.4,6.1
1306,A048710,4000   ,52020  ,MOG0095,2022JJ00,81.0,9.6
1307,A048710,4000   ,52020  ,MOG0095,2023JJ00,81.7,9.0
1308,A048710,4000   ,52020  ,MBG0095,2018JJ00,88.6,14.8
1309,A048710,4000   ,52020  ,MBG0095,2019JJ00,88.4,13.9
1310,A048710,4000   ,52020  ,MBG0095,2020JJ00,76.9,7.5
1311,A048710,4000   ,52020  ,MBG0095,2021JJ00,82.1,8.4
1312,A048710,4000   ,52020  ,MBG0095,2022JJ00,85.3,12.6
1313,A048710,4000   ,52020  ,MBG0095,2023JJ00,85.8,11.8
1314,A048710,4000   ,53105  ,MW00000,2018JJ00,87.9,26.6
1315,A048710,4000   ,53105  ,MW00000,2019JJ00,85.8,27.4
1316,A048710,4000   ,53105  ,MW00000,2020JJ00,75.9,14.5
1317,A048710,4000   ,53105  ,MW00000,2021JJ00,81.0,17.2
1318,A048710,4000   ,53105  ,MW00000,2022JJ00,82.9,20.4
1319,A048710,4000   ,53105  ,MW00000,2023JJ00,83.5,24.1
1320,A048710,4000   ,53105  ,MOG0095,2018JJ00,86.0,24.6
1321,A048710,4000   ,53105  ,MOG0095,2019JJ00,83.7,25.3
1322,A048710,4000   ,53105  ,MOG0095,2020JJ00,74.0,13.1
1323,A048710,4000   ,53105  ,MOG0095,2021JJ00,79.5,15.9
1324,A048710,4000   ,53105  ,MOG0095,2022JJ00,80.9,18.9
1325,A048710,4000   ,53105  ,MOG0095,2023JJ00,81.6,22.4
1326,A048710,4000   ,53105  ,MBG0095,2018JJ00,89.7,28.6
1327,A048710,4000   ,53105  ,MBG0095,2019JJ00,87.7,29.5
1328,A048710,4000   ,53105  ,MBG0095,2020JJ00,77.6,16.0
1329,A048710,4000   ,53105  ,MBG0095,2021JJ00,82.5,18.7
1330,A048710,4000   ,53105  ,MBG0095,2022JJ00,84.7,22.1
1331,A048710,4000   ,53105  ,MBG0095,2023JJ00,85.2,25.9
