ID,IndicatieWelNietJeugdwet,RegioS,Perioden,JongerenMetAWBZIndicatieInJaar_1
1575,1000,GM0275,2014JJ00,200.0
1576,1000,GM0340,2011JJ00,95.0
1577,1000,GM0340,2012JJ00,90.0
1578,1000,GM0340,2013JJ00,85.0
1579,1000,GM0340,2014JJ00,80.0
1580,1000,GM0597,2011JJ00,135.0
1581,1000,GM0597,2012JJ00,130.0
1582,1000,GM0597,2013JJ00,115.0
1583,1000,GM0597,2014JJ00,110.0
1584,1000,GM0196,2011JJ00,85.0
1585,1000,GM0196,2012JJ00,70.0
1586,1000,GM0196,2013JJ00,75.0
1587,1000,GM0196,2014JJ00,65.0
1588,1000,GM1672,2011JJ00,90.0
1589,1000,GM1672,2012JJ00,75.0
1590,1000,GM1672,2013JJ00,70.0
1591,1000,GM1672,2014JJ00,
1592,1000,GM1742,2011JJ00,240.0
1593,1000,GM1742,2012JJ00,220.0
1594,1000,GM1742,2013JJ00,200.0
1595,1000,GM1742,2014JJ00,190.0
1596,1000,GM0603,2011JJ00,155.0
1597,1000,GM0603,2012JJ00,135.0
1598,1000,GM0603,2013JJ00,120.0
1599,1000,GM0603,2014JJ00,120.0
1600,1000,GM1669,2011JJ00,115.0
1601,1000,GM1669,2012JJ00,115.0
1602,1000,GM1669,2013JJ00,120.0
1603,1000,GM1669,2014JJ00,105.0
1604,1000,GM0957,2011JJ00,395.0
1605,1000,GM0957,2012JJ00,350.0
1606,1000,GM0957,2013JJ00,345.0
1607,1000,GM0957,2014JJ00,335.0
1608,1000,GM0736,2011JJ00,160.0
1609,1000,GM0736,2012JJ00,140.0
1610,1000,GM0736,2013JJ00,125.0
1611,1000,GM0736,2014JJ00,125.0
1612,1000,GM1674,2011JJ00,550.0
1613,1000,GM1674,2012JJ00,500.0
1614,1000,GM1674,2013JJ00,490.0
1615,1000,GM1674,2014JJ00,470.0
1616,1000,GM0599,2011JJ00,2525.0
1617,1000,GM0599,2012JJ00,2170.0
1618,1000,GM0599,2013JJ00,1945.0
1619,1000,GM0599,2014JJ00,1875.0
1620,1000,GM0277,2011JJ00,5.0
1621,1000,GM0277,2012JJ00,5.0
1622,1000,GM0277,2013JJ00,5.0
1623,1000,GM0277,2014JJ00,5.0
1624,1000,GM0840,2011JJ00,125.0
1625,1000,GM0840,2012JJ00,110.0
1626,1000,GM0840,2013JJ00,105.0
1627,1000,GM0840,2014JJ00,90.0
1628,1000,GM0441,2011JJ00,70.0
1629,1000,GM0441,2012JJ00,65.0
1630,1000,GM0441,2013JJ00,165.0
1631,1000,GM0441,2014JJ00,165.0
1632,1000,GM0458,2011JJ00,20.0
1633,1000,GM0458,2012JJ00,20.0
1634,1000,GM0458,2013JJ00,20.0
1635,1000,GM0458,2014JJ00,20.0
1636,1000,GM0279,2011JJ00,60.0
1637,1000,GM0279,2012JJ00,55.0
1638,1000,GM0279,2013JJ00,55.0
1639,1000,GM0279,2014JJ00,55.0
1640,1000,GM0606,2011JJ00,280.0
1641,1000,GM0606,2012JJ00,225.0
1642,1000,GM0606,2013JJ00,190.0
1643,1000,GM0606,2014JJ00,200.0
1644,1000,GM0088,2011JJ00,0.0
1645,1000,GM0088,2012JJ00,0.0
1646,1000,GM0088,2013JJ00,0.0
1647,1000,GM0088,2014JJ00,5.0
1648,1000,GM0844,2011JJ00,180.0
1649,1000,GM0844,2012JJ00,155.0
1650,1000,GM0844,2013JJ00,140.0
1651,1000,GM0844,2014JJ00,120.0
1652,1000,GM0962,2011JJ00,85.0
1653,1000,GM0962,2012JJ00,75.0
1654,1000,GM0962,2013JJ00,75.0
1655,1000,GM0962,2014JJ00,70.0
1656,1000,GM0608,2011JJ00,55.0
1657,1000,GM0608,2012JJ00,50.0
1658,1000,GM0608,2013JJ00,45.0
1659,1000,GM0608,2014JJ00,45.0
1660,1000,GM1676,2011JJ00,175.0
1661,1000,GM1676,2012JJ00,155.0
1662,1000,GM1676,2013JJ00,130.0
1663,1000,GM1676,2014JJ00,130.0
1664,1000,GM0965,2011JJ00,65.0
1665,1000,GM0965,2012JJ00,60.0
1666,1000,GM0965,2013JJ00,60.0
1667,1000,GM0965,2014JJ00,60.0
1668,1000,GM1702,2011JJ00,80.0
1669,1000,GM1702,2012JJ00,65.0
1670,1000,GM1702,2013JJ00,65.0
1671,1000,GM1702,2014JJ00,50.0
1672,1000,GM0845,2011JJ00,170.0
1673,1000,GM0845,2012JJ00,155.0
1674,1000,GM0845,2013JJ00,140.0
1675,1000,GM0845,2014JJ00,120.0
1676,1000,GM0846,2011JJ00,135.0
1677,1000,GM0846,2012JJ00,130.0
1678,1000,GM0846,2013JJ00,120.0
1679,1000,GM0846,2014JJ00,115.0
1680,1000,GM1883,2011JJ00,750.0
1681,1000,GM1883,2012JJ00,685.0
1682,1000,GM1883,2013JJ00,620.0
1683,1000,GM1883,2014JJ00,610.0
1684,1000,GM0051,2011JJ00,155.0
1685,1000,GM0051,2012JJ00,140.0
1686,1000,GM0051,2013JJ00,125.0
1687,1000,GM0051,2014JJ00,
1688,1000,GM0610,2011JJ00,170.0
1689,1000,GM0610,2012JJ00,170.0
1690,1000,GM0610,2013JJ00,155.0
1691,1000,GM0610,2014JJ00,135.0
1692,1000,GM0040,2011JJ00,105.0
1693,1000,GM0040,2012JJ00,95.0
1694,1000,GM0040,2013JJ00,90.0
1695,1000,GM0040,2014JJ00,80.0
1696,1000,GM1714,2011JJ00,100.0
1697,1000,GM1714,2012JJ00,100.0
1698,1000,GM1714,2013JJ00,100.0
1699,1000,GM1714,2014JJ00,95.0
1700,1000,GM0090,2011JJ00,575.0
1701,1000,GM0090,2012JJ00,535.0
1702,1000,GM0090,2013JJ00,540.0
1703,1000,GM0090,2014JJ00,510.0
1704,1000,GM0342,2011JJ00,240.0
1705,1000,GM0342,2012JJ00,235.0
1706,1000,GM0342,2013JJ00,220.0
1707,1000,GM0342,2014JJ00,185.0
1708,1000,GM0847,2011JJ00,130.0
1709,1000,GM0847,2012JJ00,115.0
1710,1000,GM0847,2013JJ00,105.0
1711,1000,GM0847,2014JJ00,105.0
1712,1000,GM0848,2011JJ00,115.0
1713,1000,GM0848,2012JJ00,100.0
1714,1000,GM0848,2013JJ00,85.0
1715,1000,GM0848,2014JJ00,80.0
1716,1000,GM0612,2011JJ00,335.0
1717,1000,GM0612,2012JJ00,290.0
1718,1000,GM0612,2013JJ00,255.0
1719,1000,GM0612,2014JJ00,230.0
1720,1000,GM0037,2011JJ00,360.0
1721,1000,GM0037,2012JJ00,350.0
1722,1000,GM0037,2013JJ00,320.0
1723,1000,GM0037,2014JJ00,315.0
1724,1000,GM0180,2011JJ00,105.0
1725,1000,GM0180,2012JJ00,95.0
1726,1000,GM0180,2013JJ00,85.0
1727,1000,GM0180,2014JJ00,90.0
1728,1000,GM0532,2011JJ00,135.0
1729,1000,GM0532,2012JJ00,125.0
1730,1000,GM0532,2013JJ00,120.0
1731,1000,GM0532,2014JJ00,115.0
1732,1000,GM0851,2011JJ00,185.0
1733,1000,GM0851,2012JJ00,165.0
1734,1000,GM0851,2013JJ00,145.0
1735,1000,GM0851,2014JJ00,135.0
1736,1000,GM1708,2011JJ00,310.0
1737,1000,GM1708,2012JJ00,295.0
1738,1000,GM1708,2013JJ00,275.0
1739,1000,GM1708,2014JJ00,280.0
1740,1000,GM0971,2011JJ00,190.0
1741,1000,GM0971,2012JJ00,170.0
1742,1000,GM0971,2013JJ00,170.0
1743,1000,GM0971,2014JJ00,155.0
1744,1000,GM1904,2011JJ00,245.0
1745,1000,GM1904,2012JJ00,205.0
1746,1000,GM1904,2013JJ00,185.0
1747,1000,GM1904,2014JJ00,170.0
1748,1000,GM0617,2011JJ00,45.0
1749,1000,GM0617,2012JJ00,35.0
1750,1000,GM0617,2013JJ00,30.0
1751,1000,GM0617,2014JJ00,25.0
1752,1000,GM1900,2011JJ00,550.0
1753,1000,GM1900,2012JJ00,475.0
1754,1000,GM1900,2013JJ00,470.0
1755,1000,GM1900,2014JJ00,440.0
1756,1000,GM0715,2011JJ00,360.0
1757,1000,GM0715,2012JJ00,330.0
1758,1000,GM0715,2013JJ00,295.0
1759,1000,GM0715,2014JJ00,280.0
1760,1000,GM0093,2011JJ00,25.0
1761,1000,GM0093,2012JJ00,25.0
1762,1000,GM0093,2013JJ00,20.0
1763,1000,GM0093,2014JJ00,20.0
1764,1000,GM0448,2011JJ00,50.0
1765,1000,GM0448,2012JJ00,40.0
1766,1000,GM0448,2013JJ00,40.0
1767,1000,GM0448,2014JJ00,35.0
1768,1000,GM1525,2011JJ00,180.0
1769,1000,GM1525,2012JJ00,160.0
1770,1000,GM1525,2013JJ00,140.0
1771,1000,GM1525,2014JJ00,125.0
1772,1000,GM0716,2011JJ00,230.0
1773,1000,GM0716,2012JJ00,205.0
1774,1000,GM0716,2013JJ00,185.0
1775,1000,GM0716,2014JJ00,175.0
1776,1000,GM0281,2011JJ00,285.0
1777,1000,GM0281,2012JJ00,270.0
1778,1000,GM0281,2013JJ00,235.0
1779,1000,GM0281,2014JJ00,220.0
1780,1000,GM0855,2011JJ00,1400.0
1781,1000,GM0855,2012JJ00,1340.0
1782,1000,GM0855,2013JJ00,1285.0
1783,1000,GM0855,2014JJ00,1260.0
1784,1000,GM0183,2011JJ00,95.0
1785,1000,GM0183,2012JJ00,85.0
1786,1000,GM0183,2013JJ00,80.0
1787,1000,GM0183,2014JJ00,75.0
1788,1000,GM1700,2011JJ00,250.0
1789,1000,GM1700,2012JJ00,225.0
1790,1000,GM1700,2013JJ00,220.0
1791,1000,GM1700,2014JJ00,235.0
1792,1000,GM1730,2011JJ00,205.0
1793,1000,GM1730,2012JJ00,190.0
1794,1000,GM1730,2013JJ00,170.0
1795,1000,GM1730,2014JJ00,160.0
1796,1000,GM0737,2011JJ00,230.0
1797,1000,GM0737,2012JJ00,220.0
1798,1000,GM0737,2013JJ00,215.0
1799,1000,GM0737,2014JJ00,200.0
1800,1000,GM0282,2011JJ00,35.0
1801,1000,GM0282,2012JJ00,40.0
1802,1000,GM0282,2013JJ00,30.0
1803,1000,GM0282,2014JJ00,30.0
1804,1000,GM0856,2011JJ00,370.0
1805,1000,GM0856,2012JJ00,330.0
1806,1000,GM0856,2013JJ00,315.0
1807,1000,GM0856,2014JJ00,285.0
1808,1000,GM0450,2011JJ00,65.0
1809,1000,GM0450,2012JJ00,55.0
1810,1000,GM0450,2013JJ00,55.0
1811,1000,GM0450,2014JJ00,50.0
1812,1000,GM0451,2011JJ00,140.0
1813,1000,GM0451,2012JJ00,140.0
1814,1000,GM0451,2013JJ00,125.0
1815,1000,GM0451,2014JJ00,130.0
1816,1000,GM0184,2011JJ00,200.0
1817,1000,GM0184,2012JJ00,200.0
1818,1000,GM0184,2013JJ00,200.0
1819,1000,GM0184,2014JJ00,175.0
1820,1000,GM0344,2011JJ00,1255.0
1821,1000,GM0344,2012JJ00,1110.0
1822,1000,GM0344,2013JJ00,1050.0
1823,1000,GM0344,2014JJ00,985.0
1824,1000,GM1581,2011JJ00,220.0
1825,1000,GM1581,2012JJ00,200.0
1826,1000,GM1581,2013JJ00,185.0
1827,1000,GM1581,2014JJ00,165.0
1828,1000,GM0981,2011JJ00,50.0
1829,1000,GM0981,2012JJ00,40.0
1830,1000,GM0981,2013JJ00,40.0
1831,1000,GM0981,2014JJ00,40.0
1832,1000,GM0994,2011JJ00,100.0
1833,1000,GM0994,2012JJ00,85.0
1834,1000,GM0994,2013JJ00,75.0
1835,1000,GM0994,2014JJ00,75.0
1836,1000,GM0858,2011JJ00,155.0
1837,1000,GM0858,2012JJ00,135.0
1838,1000,GM0858,2013JJ00,115.0
1839,1000,GM0858,2014JJ00,95.0
1840,1000,GM0047,2011JJ00,285.0
1841,1000,GM0047,2012JJ00,280.0
1842,1000,GM0047,2013JJ00,260.0
1843,1000,GM0047,2014JJ00,250.0
1844,1000,GM0345,2011JJ00,475.0
1845,1000,GM0345,2012JJ00,440.0
1846,1000,GM0345,2013JJ00,415.0
1847,1000,GM0345,2014JJ00,375.0
1848,1000,GM0717,2011JJ00,115.0
1849,1000,GM0717,2012JJ00,110.0
1850,1000,GM0717,2013JJ00,90.0
1851,1000,GM0717,2014JJ00,85.0
1852,1000,GM0860,2011JJ00,320.0
1853,1000,GM0860,2012JJ00,295.0
1854,1000,GM0860,2013JJ00,260.0
1855,1000,GM0860,2014JJ00,255.0
1856,1000,GM0861,2011JJ00,295.0
1857,1000,GM0861,2012JJ00,245.0
1858,1000,GM0861,2013JJ00,220.0
1859,1000,GM0861,2014JJ00,210.0
1860,1000,GM0453,2011JJ00,280.0
1861,1000,GM0453,2012JJ00,240.0
1862,1000,GM0453,2013JJ00,230.0
1863,1000,GM0453,2014JJ00,225.0
1864,1000,GM0983,2011JJ00,615.0
1865,1000,GM0983,2012JJ00,530.0
1866,1000,GM0983,2013JJ00,525.0
1867,1000,GM0983,2014JJ00,510.0
1868,1000,GM0984,2011JJ00,265.0
1869,1000,GM0984,2012JJ00,240.0
1870,1000,GM0984,2013JJ00,230.0
1871,1000,GM0984,2014JJ00,215.0
1872,1000,GM0620,2011JJ00,100.0
1873,1000,GM0620,2012JJ00,80.0
1874,1000,GM0620,2013JJ00,75.0
1875,1000,GM0620,2014JJ00,70.0
1876,1000,GM0622,2011JJ00,255.0
1877,1000,GM0622,2012JJ00,220.0
1878,1000,GM0622,2013JJ00,195.0
1879,1000,GM0622,2014JJ00,185.0
1880,1000,GM0048,2011JJ00,120.0
1881,1000,GM0048,2012JJ00,105.0
1882,1000,GM0048,2013JJ00,100.0
1883,1000,GM0048,2014JJ00,80.0
1884,1000,GM0096,2011JJ00,5.0
1885,1000,GM0096,2012JJ00,5.0
1886,1000,GM0096,2013JJ00,5.0
1887,1000,GM0096,2014JJ00,5.0
1888,1000,GM0718,2011JJ00,245.0
1889,1000,GM0718,2012JJ00,205.0
1890,1000,GM0718,2013JJ00,185.0
1891,1000,GM0718,2014JJ00,190.0
1892,1000,GM0623,2011JJ00,60.0
1893,1000,GM0623,2012JJ00,50.0
1894,1000,GM0623,2013JJ00,50.0
1895,1000,GM0623,2014JJ00,50.0
1896,1000,GM0986,2011JJ00,60.0
1897,1000,GM0986,2012JJ00,65.0
1898,1000,GM0986,2013JJ00,65.0
1899,1000,GM0986,2014JJ00,65.0
1900,1000,GM0626,2011JJ00,95.0
1901,1000,GM0626,2012JJ00,75.0
1902,1000,GM0626,2013JJ00,60.0
1903,1000,GM0626,2014JJ00,65.0
1904,1000,GM0285,2011JJ00,110.0
1905,1000,GM0285,2012JJ00,105.0
1906,1000,GM0285,2013JJ00,105.0
1907,1000,GM0285,2014JJ00,115.0
1908,1000,GM0865,2011JJ00,160.0
1909,1000,GM0865,2012JJ00,125.0
1910,1000,GM0865,2013JJ00,115.0
1911,1000,GM0865,2014JJ00,105.0
1912,1000,GM0866,2011JJ00,95.0
1913,1000,GM0866,2012JJ00,75.0
1914,1000,GM0866,2013JJ00,65.0
1915,1000,GM0866,2014JJ00,60.0
1916,1000,GM0867,2011JJ00,255.0
1917,1000,GM0867,2012JJ00,235.0
1918,1000,GM0867,2013JJ00,230.0
1919,1000,GM0867,2014JJ00,250.0
1920,1000,GM0627,2011JJ00,155.0
1921,1000,GM0627,2012JJ00,150.0
1922,1000,GM0627,2013JJ00,135.0
1923,1000,GM0627,2014JJ00,140.0
1924,1000,GM0289,2011JJ00,155.0
1925,1000,GM0289,2012JJ00,140.0
1926,1000,GM0289,2013JJ00,125.0
1927,1000,GM0289,2014JJ00,115.0
1928,1000,GM0629,2011JJ00,65.0
1929,1000,GM0629,2012JJ00,50.0
1930,1000,GM0629,2013JJ00,50.0
1931,1000,GM0629,2014JJ00,45.0
1932,1000,GM0852,2011JJ00,70.0
1933,1000,GM0852,2012JJ00,60.0
1934,1000,GM0852,2013JJ00,50.0
1935,1000,GM0852,2014JJ00,40.0
1936,1000,GM0988,2011JJ00,345.0
1937,1000,GM0988,2012JJ00,325.0
1938,1000,GM0988,2013JJ00,310.0
1939,1000,GM0988,2014JJ00,305.0
1940,1000,GM0457,2011JJ00,65.0
1941,1000,GM0457,2012JJ00,65.0
1942,1000,GM0457,2013JJ00,60.0
1943,1000,GM0457,2014JJ00,55.0
1944,1000,GM0870,2011JJ00,140.0
1945,1000,GM0870,2012JJ00,120.0
1946,1000,GM0870,2013JJ00,115.0
1947,1000,GM0870,2014JJ00,110.0
1948,1000,GM0668,2011JJ00,100.0
1949,1000,GM0668,2012JJ00,80.0
1950,1000,GM0668,2013JJ00,65.0
1951,1000,GM0668,2014JJ00,65.0
1952,1000,GM1701,2011JJ00,90.0
1953,1000,GM1701,2012JJ00,75.0
1954,1000,GM1701,2013JJ00,75.0
1955,1000,GM1701,2014JJ00,75.0
1956,1000,GM0293,2011JJ00,85.0
1957,1000,GM0293,2012JJ00,80.0
1958,1000,GM0293,2013JJ00,70.0
1959,1000,GM0293,2014JJ00,60.0
1960,1000,GM1783,2011JJ00,450.0
1961,1000,GM1783,2012JJ00,405.0
1962,1000,GM1783,2013JJ00,350.0
1963,1000,GM1783,2014JJ00,335.0
1964,1000,GM0098,2011JJ00,210.0
1965,1000,GM0098,2012JJ00,200.0
1966,1000,GM0098,2013JJ00,195.0
1967,1000,GM0098,2014JJ00,185.0
1968,1000,GM0614,2011JJ00,40.0
1969,1000,GM0614,2012JJ00,40.0
1970,1000,GM0614,2013JJ00,35.0
1971,1000,GM0614,2014JJ00,30.0
1972,1000,GM0189,2011JJ00,100.0
1973,1000,GM0189,2012JJ00,90.0
1974,1000,GM0189,2013JJ00,90.0
1975,1000,GM0189,2014JJ00,90.0
1976,1000,GM0462,2011JJ00,30.0
1977,1000,GM0462,2012JJ00,
1978,1000,GM0462,2013JJ00,
1979,1000,GM0462,2014JJ00,
1980,1000,GM0463,2011JJ00,55.0
1981,1000,GM0463,2012JJ00,
1982,1000,GM0463,2013JJ00,
1983,1000,GM0463,2014JJ00,
1984,1000,GM0296,2011JJ00,250.0
1985,1000,GM0296,2012JJ00,235.0
1986,1000,GM0296,2013JJ00,225.0
1987,1000,GM0296,2014JJ00,210.0
1988,1000,GM1696,2011JJ00,90.0
1989,1000,GM1696,2012JJ00,80.0
1990,1000,GM1696,2013JJ00,75.0
1991,1000,GM1696,2014JJ00,65.0
1992,1000,GM0352,2011JJ00,120.0
1993,1000,GM0352,2012JJ00,115.0
1994,1000,GM0352,2013JJ00,105.0
1995,1000,GM0352,2014JJ00,95.0
1996,1000,GM0053,2011JJ00,150.0
1997,1000,GM0053,2012JJ00,130.0
1998,1000,GM0053,2013JJ00,120.0
1999,1000,GM0053,2014JJ00,110.0
2000,1000,GM0294,2011JJ00,235.0
2001,1000,GM0294,2012JJ00,220.0
2002,1000,GM0294,2013JJ00,200.0
2003,1000,GM0294,2014JJ00,195.0
2004,1000,GM0873,2011JJ00,140.0
2005,1000,GM0873,2012JJ00,140.0
2006,1000,GM0873,2013JJ00,115.0
2007,1000,GM0873,2014JJ00,135.0
2008,1000,GM0632,2011JJ00,230.0
2009,1000,GM0632,2012JJ00,210.0
2010,1000,GM0632,2013JJ00,200.0
2011,1000,GM0632,2014JJ00,180.0
2012,1000,GM1690,2011JJ00,95.0
2013,1000,GM1690,2012JJ00,90.0
2014,1000,GM1690,2013JJ00,85.0
2015,1000,GM1690,2014JJ00,80.0
2016,1000,GM0880,2011JJ00,80.0
2017,1000,GM0880,2012JJ00,80.0
2018,1000,GM0880,2013JJ00,75.0
2019,1000,GM0880,2014JJ00,70.0
2020,1000,GM0351,2011JJ00,70.0
2021,1000,GM0351,2012JJ00,70.0
2022,1000,GM0351,2013JJ00,65.0
2023,1000,GM0351,2014JJ00,60.0
2024,1000,GM0874,2011JJ00,75.0
2025,1000,GM0874,2012JJ00,70.0
2026,1000,GM0874,2013JJ00,60.0
2027,1000,GM0874,2014JJ00,50.0
2028,1000,GM0479,2011JJ00,800.0
2029,1000,GM0479,2012JJ00,725.0
2030,1000,GM0479,2013JJ00,660.0
2031,1000,GM0479,2014JJ00,625.0
2032,1000,GM0297,2011JJ00,175.0
2033,1000,GM0297,2012JJ00,160.0
2034,1000,GM0297,2013JJ00,150.0
2035,1000,GM0297,2014JJ00,145.0
2036,1000,GM0473,2011JJ00,40.0
2037,1000,GM0473,2012JJ00,35.0
2038,1000,GM0473,2013JJ00,35.0
2039,1000,GM0473,2014JJ00,35.0
2040,1000,GM0707,2011JJ00,60.0
2041,1000,GM0707,2012JJ00,55.0
2042,1000,GM0707,2013JJ00,55.0
2043,1000,GM0707,2014JJ00,45.0
2044,1000,GM0478,2011JJ00,15.0
2045,1000,GM0478,2012JJ00,20.0
2046,1000,GM0478,2013JJ00,15.0
2047,1000,GM0478,2014JJ00,25.0
2048,1000,GM0050,2011JJ00,280.0
2049,1000,GM0050,2012JJ00,260.0
2050,1000,GM0050,2013JJ00,230.0
2051,1000,GM0050,2014JJ00,210.0
2052,1000,GM0355,2011JJ00,365.0
2053,1000,GM0355,2012JJ00,325.0
2054,1000,GM0355,2013JJ00,275.0
2055,1000,GM0355,2014JJ00,250.0
2056,1000,GM0299,2011JJ00,195.0
2057,1000,GM0299,2012JJ00,175.0
2058,1000,GM0299,2013JJ00,170.0
2059,1000,GM0299,2014JJ00,170.0
2060,1000,GM0476,2011JJ00,50.0
2061,1000,GM0476,2012JJ00,40.0
2062,1000,GM0476,2013JJ00,
2063,1000,GM0476,2014JJ00,
2064,1000,GM0637,2011JJ00,595.0
2065,1000,GM0637,2012JJ00,515.0
2066,1000,GM0637,2013JJ00,460.0
2067,1000,GM0637,2014JJ00,470.0
2068,1000,GM0638,2011JJ00,40.0
2069,1000,GM0638,2012JJ00,35.0
2070,1000,GM0638,2013JJ00,30.0
2071,1000,GM0638,2014JJ00,30.0
2072,1000,GM0056,2011JJ00,195.0
2073,1000,GM0056,2012JJ00,175.0
2074,1000,GM0056,2013JJ00,150.0
2075,1000,GM0056,2014JJ00,145.0
2076,1000,GM1892,2011JJ00,250.0
2077,1000,GM1892,2012JJ00,205.0
2078,1000,GM1892,2013JJ00,195.0
2079,1000,GM1892,2014JJ00,175.0
2080,1000,GM0879,2011JJ00,110.0
2081,1000,GM0879,2012JJ00,95.0
2082,1000,GM0879,2013JJ00,85.0
2083,1000,GM0879,2014JJ00,75.0
2084,1000,GM0301,2011JJ00,410.0
2085,1000,GM0301,2012JJ00,385.0
2086,1000,GM0301,2013JJ00,350.0
2087,1000,GM0301,2014JJ00,315.0
2088,1000,GM1896,2011JJ00,180.0
2089,1000,GM1896,2012JJ00,160.0
2090,1000,GM1896,2013JJ00,155.0
2091,1000,GM1896,2014JJ00,165.0
2092,1000,GM0642,2011JJ00,215.0
2093,1000,GM0642,2012JJ00,190.0
2094,1000,GM0642,2013JJ00,185.0
2095,1000,GM0642,2014JJ00,175.0
2096,1000,GM0193,2011JJ00,1060.0
2097,1000,GM0193,2012JJ00,940.0
2098,1000,GM0193,2013JJ00,860.0
2099,1000,GM0193,2014JJ00,840.0
2100,1000,ZK01  ,2011JJ00,1225.0
2101,1000,ZK01  ,2012JJ00,1155.0
2102,1000,ZK01  ,2013JJ00,1090.0
2103,1000,ZK01  ,2014JJ00,1080.0
2104,1000,ZK02  ,2011JJ00,3220.0
2105,1000,ZK02  ,2012JJ00,2905.0
2106,1000,ZK02  ,2013JJ00,2730.0
2107,1000,ZK02  ,2014JJ00,2620.0
2108,1000,ZK03  ,2011JJ00,1905.0
2109,1000,ZK03  ,2012JJ00,1770.0
2110,1000,ZK03  ,2013JJ00,1645.0
2111,1000,ZK03  ,2014JJ00,1530.0
2112,1000,ZK04  ,2011JJ00,5900.0
2113,1000,ZK04  ,2012JJ00,5430.0
2114,1000,ZK04  ,2013JJ00,5205.0
2115,1000,ZK04  ,2014JJ00,5035.0
2116,1000,ZK05  ,2011JJ00,1285.0
2117,1000,ZK05  ,2012JJ00,1130.0
2118,1000,ZK05  ,2013JJ00,1015.0
2119,1000,ZK05  ,2014JJ00,950.0
2120,1000,ZK06  ,2011JJ00,3585.0
2121,1000,ZK06  ,2012JJ00,3330.0
2122,1000,ZK06  ,2013JJ00,3110.0
2123,1000,ZK06  ,2014JJ00,3000.0
2124,1000,ZK07  ,2011JJ00,2295.0
2125,1000,ZK07  ,2012JJ00,2250.0
2126,1000,ZK07  ,2013JJ00,2170.0
2127,1000,ZK07  ,2014JJ00,1980.0
2128,1000,ZK08  ,2011JJ00,4715.0
2129,1000,ZK08  ,2012JJ00,4395.0
2130,1000,ZK08  ,2013JJ00,4225.0
2131,1000,ZK08  ,2014JJ00,4040.0
2132,1000,ZK09  ,2011JJ00,4960.0
2133,1000,ZK09  ,2012JJ00,4655.0
2134,1000,ZK09  ,2013JJ00,4275.0
2135,1000,ZK09  ,2014JJ00,4085.0
2136,1000,ZK10  ,2011JJ00,2765.0
2137,1000,ZK10  ,2012JJ00,2420.0
2138,1000,ZK10  ,2013JJ00,2200.0
2139,1000,ZK10  ,2014JJ00,2195.0
2140,1000,ZK11  ,2011JJ00,1665.0
2141,1000,ZK11  ,2012JJ00,1460.0
2142,1000,ZK11  ,2013JJ00,1360.0
2143,1000,ZK11  ,2014JJ00,1295.0
2144,1000,ZK12  ,2011JJ00,2875.0
2145,1000,ZK12  ,2012JJ00,2710.0
2146,1000,ZK12  ,2013JJ00,2580.0
2147,1000,ZK12  ,2014JJ00,2535.0
2148,1000,ZK13  ,2011JJ00,1495.0
2149,1000,ZK13  ,2012JJ00,1375.0
2150,1000,ZK13  ,2013JJ00,1270.0
2151,1000,ZK13  ,2014JJ00,1175.0
2152,1000,ZK14  ,2011JJ00,1075.0
2153,1000,ZK14  ,2012JJ00,1035.0
2154,1000,ZK14  ,2013JJ00,975.0
2155,1000,ZK14  ,2014JJ00,950.0
2156,1000,ZK15  ,2011JJ00,660.0
2157,1000,ZK15  ,2012JJ00,555.0
2158,1000,ZK15  ,2013JJ00,475.0
2159,1000,ZK15  ,2014JJ00,485.0
2160,1000,ZK16  ,2011JJ00,2950.0
2161,1000,ZK16  ,2012JJ00,2695.0
2162,1000,ZK16  ,2013JJ00,2520.0
2163,1000,ZK16  ,2014JJ00,2450.0
2164,1000,ZK17  ,2011JJ00,3180.0
2165,1000,ZK17  ,2012JJ00,2915.0
2166,1000,ZK17  ,2013JJ00,2785.0
2167,1000,ZK17  ,2014JJ00,2680.0
2168,1000,ZK18  ,2011JJ00,3080.0
2169,1000,ZK18  ,2012JJ00,2810.0
2170,1000,ZK18  ,2013JJ00,2640.0
2171,1000,ZK18  ,2014JJ00,2555.0
2172,1000,ZK19  ,2011JJ00,4710.0
2173,1000,ZK19  ,2012JJ00,4210.0
2174,1000,ZK19  ,2013JJ00,3835.0
2175,1000,ZK19  ,2014JJ00,3505.0
2176,1000,ZK20  ,2011JJ00,2985.0
2177,1000,ZK20  ,2012JJ00,2570.0
2178,1000,ZK20  ,2013JJ00,2295.0
2179,1000,ZK20  ,2014JJ00,2195.0
2180,1000,ZK21  ,2011JJ00,2915.0
2181,1000,ZK21  ,2012JJ00,2695.0
2182,1000,ZK21  ,2013JJ00,2520.0
2183,1000,ZK21  ,2014JJ00,2330.0
2184,1000,ZK22  ,2011JJ00,3680.0
2185,1000,ZK22  ,2012JJ00,3370.0
2186,1000,ZK22  ,2013JJ00,3180.0
2187,1000,ZK22  ,2014JJ00,3005.0
2188,1000,ZK23  ,2011JJ00,6245.0
2189,1000,ZK23  ,2012JJ00,5640.0
2190,1000,ZK23  ,2013JJ00,5230.0
2191,1000,ZK23  ,2014JJ00,4825.0
2192,1000,ZK24  ,2011JJ00,2295.0
2193,1000,ZK24  ,2012JJ00,2120.0
2194,1000,ZK24  ,2013JJ00,1950.0
2195,1000,ZK24  ,2014JJ00,1825.0
