ID,IndicatieWelNietJeugdwet,RegioS,Perioden,JongerenMetAWBZIndicatieInJaar_1
3461,1100,GM0733,2012JJ00,35.0
3462,1100,GM0733,2013JJ00,25.0
3463,1100,GM0733,2014JJ00,20.0
3464,1100,GM1705,2011JJ00,170.0
3465,1100,GM1705,2012JJ00,170.0
3466,1100,GM1705,2013JJ00,170.0
3467,1100,GM1705,2014JJ00,160.0
3468,1100,GM0553,2011JJ00,70.0
3469,1100,GM0553,2012JJ00,70.0
3470,1100,GM0553,2013JJ00,65.0
3471,1100,GM0553,2014JJ00,60.0
3472,1100,GM0140,2011JJ00,65.0
3473,1100,GM0140,2012JJ00,65.0
3474,1100,GM0140,2013JJ00,60.0
3475,1100,GM0140,2014JJ00,55.0
3476,1100,GM0262,2011JJ00,145.0
3477,1100,GM0262,2012JJ00,140.0
3478,1100,GM0262,2013JJ00,135.0
3479,1100,GM0262,2014JJ00,120.0
3480,1100,GM0809,2011JJ00,130.0
3481,1100,GM0809,2012JJ00,145.0
3482,1100,GM0809,2013JJ00,140.0
3483,1100,GM0809,2014JJ00,125.0
3484,1100,GM0331,2011JJ00,75.0
3485,1100,GM0331,2012JJ00,75.0
3486,1100,GM0331,2013JJ00,65.0
3487,1100,GM0331,2014JJ00,55.0
3488,1100,GM0024,2011JJ00,65.0
3489,1100,GM0024,2012JJ00,60.0
3490,1100,GM0024,2013JJ00,65.0
3491,1100,GM0024,2014JJ00,65.0
3492,1100,GM0168,2011JJ00,115.0
3493,1100,GM0168,2012JJ00,115.0
3494,1100,GM0168,2013JJ00,120.0
3495,1100,GM0168,2014JJ00,105.0
3496,1100,GM1671,2011JJ00,70.0
3497,1100,GM1671,2012JJ00,65.0
3498,1100,GM1671,2013JJ00,60.0
3499,1100,GM1671,2014JJ00,55.0
3500,1100,GM0263,2011JJ00,145.0
3501,1100,GM0263,2012JJ00,140.0
3502,1100,GM0263,2013JJ00,120.0
3503,1100,GM0263,2014JJ00,100.0
3504,1100,GM1641,2011JJ00,125.0
3505,1100,GM1641,2012JJ00,120.0
3506,1100,GM1641,2013JJ00,135.0
3507,1100,GM1641,2014JJ00,145.0
3508,1100,GM0556,2011JJ00,110.0
3509,1100,GM0556,2012JJ00,100.0
3510,1100,GM0556,2013JJ00,90.0
3511,1100,GM0556,2014JJ00,90.0
3512,1100,GM0935,2011JJ00,830.0
3513,1100,GM0935,2012JJ00,760.0
3514,1100,GM0935,2013JJ00,715.0
3515,1100,GM0935,2014JJ00,640.0
3516,1100,GM1663,2011JJ00,100.0
3517,1100,GM1663,2012JJ00,90.0
3518,1100,GM1663,2013JJ00,75.0
3519,1100,GM1663,2014JJ00,60.0
3520,1100,GM0025,2011JJ00,95.0
3521,1100,GM0025,2012JJ00,80.0
3522,1100,GM0025,2013JJ00,65.0
3523,1100,GM0025,2014JJ00,75.0
3524,1100,GM0420,2011JJ00,175.0
3525,1100,GM0420,2012JJ00,165.0
3526,1100,GM0420,2013JJ00,170.0
3527,1100,GM0420,2014JJ00,175.0
3528,1100,GM0938,2011JJ00,135.0
3529,1100,GM0938,2012JJ00,125.0
3530,1100,GM0938,2013JJ00,115.0
3531,1100,GM0938,2014JJ00,110.0
3532,1100,GM1908,2011JJ00,100.0
3533,1100,GM1908,2012JJ00,95.0
3534,1100,GM1908,2013JJ00,85.0
3535,1100,GM1908,2014JJ00,85.0
3536,1100,GM1987,2011JJ00,120.0
3537,1100,GM1987,2012JJ00,110.0
3538,1100,GM1987,2013JJ00,100.0
3539,1100,GM1987,2014JJ00,90.0
3540,1100,GM0119,2011JJ00,225.0
3541,1100,GM0119,2012JJ00,210.0
3542,1100,GM0119,2013JJ00,225.0
3543,1100,GM0119,2014JJ00,220.0
3544,1100,GM0687,2011JJ00,265.0
3545,1100,GM0687,2012JJ00,260.0
3546,1100,GM0687,2013JJ00,230.0
3547,1100,GM0687,2014JJ00,215.0
3548,1100,GM0559,2011JJ00,65.0
3549,1100,GM0559,2012JJ00,60.0
3550,1100,GM0559,2013JJ00,
3551,1100,GM0559,2014JJ00,
3552,1100,GM1842,2011JJ00,45.0
3553,1100,GM1842,2012JJ00,45.0
3554,1100,GM1842,2013JJ00,40.0
3555,1100,GM1842,2014JJ00,35.0
3556,1100,GM1731,2011JJ00,185.0
3557,1100,GM1731,2012JJ00,175.0
3558,1100,GM1731,2013JJ00,160.0
3559,1100,GM1731,2014JJ00,140.0
3560,1100,GM0815,2011JJ00,70.0
3561,1100,GM0815,2012JJ00,65.0
3562,1100,GM0815,2013JJ00,60.0
3563,1100,GM0815,2014JJ00,40.0
3564,1100,GM0265,2011JJ00,15.0
3565,1100,GM0265,2012JJ00,20.0
3566,1100,GM0265,2013JJ00,20.0
3567,1100,GM0265,2014JJ00,15.0
3568,1100,GM1709,2011JJ00,180.0
3569,1100,GM1709,2012JJ00,160.0
3570,1100,GM1709,2013JJ00,145.0
3571,1100,GM1709,2014JJ00,150.0
3572,1100,GM1927,2011JJ00,
3573,1100,GM1927,2012JJ00,
3574,1100,GM1927,2013JJ00,175.0
3575,1100,GM1927,2014JJ00,165.0
3576,1100,GM1955,2011JJ00,245.0
3577,1100,GM1955,2012JJ00,220.0
3578,1100,GM1955,2013JJ00,225.0
3579,1100,GM1955,2014JJ00,255.0
3580,1100,GM0335,2011JJ00,60.0
3581,1100,GM0335,2012JJ00,65.0
3582,1100,GM0335,2013JJ00,60.0
3583,1100,GM0335,2014JJ00,55.0
3584,1100,GM0944,2011JJ00,30.0
3585,1100,GM0944,2012JJ00,25.0
3586,1100,GM0944,2013JJ00,25.0
3587,1100,GM0944,2014JJ00,20.0
3588,1100,GM0424,2011JJ00,15.0
3589,1100,GM0424,2012JJ00,15.0
3590,1100,GM0424,2013JJ00,20.0
3591,1100,GM0424,2014JJ00,20.0
3592,1100,GM0425,2011JJ00,55.0
3593,1100,GM0425,2012JJ00,60.0
3594,1100,GM0425,2013JJ00,55.0
3595,1100,GM0425,2014JJ00,55.0
3596,1100,GM1740,2011JJ00,140.0
3597,1100,GM1740,2012JJ00,130.0
3598,1100,GM1740,2013JJ00,140.0
3599,1100,GM1740,2014JJ00,145.0
3600,1100,GM0643,2011JJ00,75.0
3601,1100,GM0643,2012JJ00,75.0
3602,1100,GM0643,2013JJ00,60.0
3603,1100,GM0643,2014JJ00,60.0
3604,1100,GM0946,2011JJ00,120.0
3605,1100,GM0946,2012JJ00,115.0
3606,1100,GM0946,2013JJ00,100.0
3607,1100,GM0946,2014JJ00,100.0
3608,1100,GM0304,2011JJ00,60.0
3609,1100,GM0304,2012JJ00,65.0
3610,1100,GM0304,2013JJ00,55.0
3611,1100,GM0304,2014JJ00,55.0
3612,1100,GM0412,2011JJ00,45.0
3613,1100,GM0412,2012JJ00,
3614,1100,GM0412,2013JJ00,
3615,1100,GM0412,2014JJ00,
3616,1100,GM0356,2011JJ00,270.0
3617,1100,GM0356,2012JJ00,265.0
3618,1100,GM0356,2013JJ00,245.0
3619,1100,GM0356,2014JJ00,230.0
3620,1100,GM0569,2011JJ00,105.0
3621,1100,GM0569,2012JJ00,95.0
3622,1100,GM0569,2013JJ00,85.0
3623,1100,GM0569,2014JJ00,75.0
3624,1100,GM0571,2011JJ00,85.0
3625,1100,GM0571,2012JJ00,85.0
3626,1100,GM0571,2013JJ00,
3627,1100,GM0571,2014JJ00,
3628,1100,GM0267,2011JJ00,240.0
3629,1100,GM0267,2012JJ00,220.0
3630,1100,GM0267,2013JJ00,205.0
3631,1100,GM0267,2014JJ00,200.0
3632,1100,GM0268,2011JJ00,790.0
3633,1100,GM0268,2012JJ00,800.0
3634,1100,GM0268,2013JJ00,785.0
3635,1100,GM0268,2014JJ00,780.0
3636,1100,GM1695,2011JJ00,40.0
3637,1100,GM1695,2012JJ00,35.0
3638,1100,GM1695,2013JJ00,30.0
3639,1100,GM1695,2014JJ00,25.0
3640,1100,GM1699,2011JJ00,180.0
3641,1100,GM1699,2012JJ00,160.0
3642,1100,GM1699,2013JJ00,140.0
3643,1100,GM1699,2014JJ00,145.0
3644,1100,GM0171,2011JJ00,460.0
3645,1100,GM0171,2012JJ00,465.0
3646,1100,GM0171,2013JJ00,455.0
3647,1100,GM0171,2014JJ00,440.0
3648,1100,GM0575,2011JJ00,95.0
3649,1100,GM0575,2012JJ00,85.0
3650,1100,GM0575,2013JJ00,80.0
3651,1100,GM0575,2014JJ00,85.0
3652,1100,GM0576,2011JJ00,50.0
3653,1100,GM0576,2012JJ00,50.0
3654,1100,GM0576,2013JJ00,50.0
3655,1100,GM0576,2014JJ00,45.0
3656,1100,GM0820,2011JJ00,115.0
3657,1100,GM0820,2012JJ00,100.0
3658,1100,GM0820,2013JJ00,85.0
3659,1100,GM0820,2014JJ00,80.0
3660,1100,GM0302,2011JJ00,160.0
3661,1100,GM0302,2012JJ00,170.0
3662,1100,GM0302,2013JJ00,165.0
3663,1100,GM0302,2014JJ00,160.0
3664,1100,GM0951,2011JJ00,80.0
3665,1100,GM0951,2012JJ00,80.0
3666,1100,GM0951,2013JJ00,80.0
3667,1100,GM0951,2014JJ00,80.0
3668,1100,GM0579,2011JJ00,85.0
3669,1100,GM0579,2012JJ00,80.0
3670,1100,GM0579,2013JJ00,70.0
3671,1100,GM0579,2014JJ00,60.0
3672,1100,GM0823,2011JJ00,85.0
3673,1100,GM0823,2012JJ00,80.0
3674,1100,GM0823,2013JJ00,70.0
3675,1100,GM0823,2014JJ00,55.0
3676,1100,GM0824,2011JJ00,170.0
3677,1100,GM0824,2012JJ00,170.0
3678,1100,GM0824,2013JJ00,180.0
3679,1100,GM0824,2014JJ00,170.0
3680,1100,GM1895,2011JJ00,365.0
3681,1100,GM1895,2012JJ00,330.0
3682,1100,GM1895,2013JJ00,295.0
3683,1100,GM1895,2014JJ00,295.0
3684,1100,GM0269,2011JJ00,140.0
3685,1100,GM0269,2012JJ00,150.0
3686,1100,GM0269,2013JJ00,140.0
3687,1100,GM0269,2014JJ00,130.0
3688,1100,GM0173,2011JJ00,145.0
3689,1100,GM0173,2012JJ00,125.0
3690,1100,GM0173,2013JJ00,115.0
3691,1100,GM0173,2014JJ00,110.0
3692,1100,GM1773,2011JJ00,90.0
3693,1100,GM1773,2012JJ00,95.0
3694,1100,GM1773,2013JJ00,95.0
3695,1100,GM1773,2014JJ00,75.0
3696,1100,GM0175,2011JJ00,80.0
3697,1100,GM0175,2012JJ00,75.0
3698,1100,GM0175,2013JJ00,70.0
3699,1100,GM0175,2014JJ00,70.0
3700,1100,GM0881,2011JJ00,45.0
3701,1100,GM0881,2012JJ00,40.0
3702,1100,GM0881,2013JJ00,40.0
3703,1100,GM0881,2014JJ00,40.0
3704,1100,GM1586,2011JJ00,215.0
3705,1100,GM1586,2012JJ00,200.0
3706,1100,GM1586,2013JJ00,210.0
3707,1100,GM1586,2014JJ00,190.0
3708,1100,GM0826,2011JJ00,225.0
3709,1100,GM0826,2012JJ00,205.0
3710,1100,GM0826,2013JJ00,210.0
3711,1100,GM0826,2014JJ00,200.0
3712,1100,GM0580,2011JJ00,35.0
3713,1100,GM0580,2012JJ00,30.0
3714,1100,GM0580,2013JJ00,
3715,1100,GM0580,2014JJ00,
3716,1100,GM0085,2011JJ00,145.0
3717,1100,GM0085,2012JJ00,140.0
3718,1100,GM0085,2013JJ00,145.0
3719,1100,GM0085,2014JJ00,155.0
3720,1100,GM0431,2011JJ00,35.0
3721,1100,GM0431,2012JJ00,30.0
3722,1100,GM0431,2013JJ00,30.0
3723,1100,GM0431,2014JJ00,30.0
3724,1100,GM0432,2011JJ00,45.0
3725,1100,GM0432,2012JJ00,45.0
3726,1100,GM0432,2013JJ00,45.0
3727,1100,GM0432,2014JJ00,35.0
3728,1100,GM0086,2011JJ00,210.0
3729,1100,GM0086,2012JJ00,195.0
3730,1100,GM0086,2013JJ00,170.0
3731,1100,GM0086,2014JJ00,155.0
3732,1100,GM0828,2011JJ00,575.0
3733,1100,GM0828,2012JJ00,565.0
3734,1100,GM0828,2013JJ00,555.0
3735,1100,GM0828,2014JJ00,500.0
3736,1100,GM0584,2011JJ00,95.0
3737,1100,GM0584,2012JJ00,95.0
3738,1100,GM0584,2013JJ00,90.0
3739,1100,GM0584,2014JJ00,85.0
3740,1100,GM1509,2011JJ00,310.0
3741,1100,GM1509,2012JJ00,290.0
3742,1100,GM1509,2013JJ00,275.0
3743,1100,GM1509,2014JJ00,230.0
3744,1100,GM0437,2011JJ00,40.0
3745,1100,GM0437,2012JJ00,40.0
3746,1100,GM0437,2013JJ00,45.0
3747,1100,GM0437,2014JJ00,45.0
3748,1100,GM0644,2011JJ00,45.0
3749,1100,GM0644,2012JJ00,50.0
3750,1100,GM0644,2013JJ00,40.0
3751,1100,GM0644,2014JJ00,40.0
3752,1100,GM0589,2011JJ00,30.0
3753,1100,GM0589,2012JJ00,25.0
3754,1100,GM0589,2013JJ00,25.0
3755,1100,GM0589,2014JJ00,20.0
3756,1100,GM1734,2011JJ00,200.0
3757,1100,GM1734,2012JJ00,195.0
3758,1100,GM1734,2013JJ00,195.0
3759,1100,GM1734,2014JJ00,220.0
3760,1100,GM0590,2011JJ00,160.0
3761,1100,GM0590,2012JJ00,135.0
3762,1100,GM0590,2013JJ00,130.0
3763,1100,GM0590,2014JJ00,115.0
3764,1100,GM1894,2011JJ00,210.0
3765,1100,GM1894,2012JJ00,220.0
3766,1100,GM1894,2013JJ00,200.0
3767,1100,GM1894,2014JJ00,180.0
3768,1100,GM0765,2011JJ00,160.0
3769,1100,GM0765,2012JJ00,155.0
3770,1100,GM0765,2013JJ00,140.0
3771,1100,GM0765,2014JJ00,125.0
3772,1100,GM1926,2011JJ00,205.0
3773,1100,GM1926,2012JJ00,190.0
3774,1100,GM1926,2013JJ00,185.0
3775,1100,GM1926,2014JJ00,175.0
3776,1100,GM0439,2011JJ00,295.0
3777,1100,GM0439,2012JJ00,285.0
3778,1100,GM0439,2013JJ00,275.0
3779,1100,GM0439,2014JJ00,260.0
3780,1100,GM0273,2011JJ00,135.0
3781,1100,GM0273,2012JJ00,140.0
3782,1100,GM0273,2013JJ00,115.0
3783,1100,GM0273,2014JJ00,120.0
3784,1100,GM0177,2011JJ00,225.0
3785,1100,GM0177,2012JJ00,220.0
3786,1100,GM0177,2013JJ00,210.0
3787,1100,GM0177,2014JJ00,210.0
3788,1100,GM0703,2011JJ00,135.0
3789,1100,GM0703,2012JJ00,135.0
3790,1100,GM0703,2013JJ00,115.0
3791,1100,GM0703,2014JJ00,100.0
3792,1100,GM0274,2011JJ00,150.0
3793,1100,GM0274,2012JJ00,140.0
3794,1100,GM0274,2013JJ00,130.0
3795,1100,GM0274,2014JJ00,125.0
3796,1100,GM0339,2011JJ00,25.0
3797,1100,GM0339,2012JJ00,25.0
3798,1100,GM0339,2013JJ00,25.0
3799,1100,GM0339,2014JJ00,25.0
3800,1100,GM1667,2011JJ00,65.0
3801,1100,GM1667,2012JJ00,60.0
3802,1100,GM1667,2013JJ00,50.0
3803,1100,GM1667,2014JJ00,50.0
3804,1100,GM0275,2011JJ00,200.0
3805,1100,GM0275,2012JJ00,195.0
3806,1100,GM0275,2013JJ00,185.0
3807,1100,GM0275,2014JJ00,185.0
3808,1100,GM0340,2011JJ00,85.0
3809,1100,GM0340,2012JJ00,85.0
3810,1100,GM0340,2013JJ00,80.0
3811,1100,GM0340,2014JJ00,75.0
3812,1100,GM0597,2011JJ00,115.0
3813,1100,GM0597,2012JJ00,115.0
3814,1100,GM0597,2013JJ00,105.0
3815,1100,GM0597,2014JJ00,95.0
3816,1100,GM0196,2011JJ00,85.0
3817,1100,GM0196,2012JJ00,70.0
3818,1100,GM0196,2013JJ00,70.0
3819,1100,GM0196,2014JJ00,60.0
3820,1100,GM1672,2011JJ00,75.0
3821,1100,GM1672,2012JJ00,70.0
3822,1100,GM1672,2013JJ00,65.0
3823,1100,GM1672,2014JJ00,
3824,1100,GM1742,2011JJ00,210.0
3825,1100,GM1742,2012JJ00,205.0
3826,1100,GM1742,2013JJ00,185.0
3827,1100,GM1742,2014JJ00,180.0
3828,1100,GM0603,2011JJ00,130.0
3829,1100,GM0603,2012JJ00,115.0
3830,1100,GM0603,2013JJ00,110.0
3831,1100,GM0603,2014JJ00,110.0
3832,1100,GM1669,2011JJ00,110.0
3833,1100,GM1669,2012JJ00,110.0
3834,1100,GM1669,2013JJ00,115.0
3835,1100,GM1669,2014JJ00,100.0
3836,1100,GM0957,2011JJ00,355.0
3837,1100,GM0957,2012JJ00,330.0
3838,1100,GM0957,2013JJ00,330.0
3839,1100,GM0957,2014JJ00,310.0
3840,1100,GM0736,2011JJ00,140.0
3841,1100,GM0736,2012JJ00,130.0
3842,1100,GM0736,2013JJ00,115.0
3843,1100,GM0736,2014JJ00,110.0
3844,1100,GM1674,2011JJ00,485.0
3845,1100,GM1674,2012JJ00,460.0
3846,1100,GM1674,2013JJ00,455.0
3847,1100,GM1674,2014JJ00,440.0
3848,1100,GM0599,2011JJ00,2105.0
3849,1100,GM0599,2012JJ00,1895.0
3850,1100,GM0599,2013JJ00,1690.0
3851,1100,GM0599,2014JJ00,1645.0
3852,1100,GM0277,2011JJ00,5.0
3853,1100,GM0277,2012JJ00,5.0
3854,1100,GM0277,2013JJ00,5.0
3855,1100,GM0277,2014JJ00,5.0
3856,1100,GM0840,2011JJ00,115.0
3857,1100,GM0840,2012JJ00,105.0
3858,1100,GM0840,2013JJ00,100.0
3859,1100,GM0840,2014JJ00,85.0
3860,1100,GM0441,2011JJ00,60.0
3861,1100,GM0441,2012JJ00,60.0
3862,1100,GM0441,2013JJ00,145.0
3863,1100,GM0441,2014JJ00,140.0
3864,1100,GM0458,2011JJ00,20.0
3865,1100,GM0458,2012JJ00,20.0
3866,1100,GM0458,2013JJ00,15.0
3867,1100,GM0458,2014JJ00,20.0
3868,1100,GM0279,2011JJ00,55.0
3869,1100,GM0279,2012JJ00,55.0
3870,1100,GM0279,2013JJ00,50.0
3871,1100,GM0279,2014JJ00,50.0
3872,1100,GM0606,2011JJ00,230.0
3873,1100,GM0606,2012JJ00,195.0
3874,1100,GM0606,2013JJ00,170.0
3875,1100,GM0606,2014JJ00,180.0
3876,1100,GM0088,2011JJ00,0.0
3877,1100,GM0088,2012JJ00,0.0
3878,1100,GM0088,2013JJ00,0.0
3879,1100,GM0088,2014JJ00,5.0
3880,1100,GM0844,2011JJ00,160.0
3881,1100,GM0844,2012JJ00,145.0
3882,1100,GM0844,2013JJ00,135.0
3883,1100,GM0844,2014JJ00,110.0
3884,1100,GM0962,2011JJ00,80.0
3885,1100,GM0962,2012JJ00,75.0
3886,1100,GM0962,2013JJ00,70.0
3887,1100,GM0962,2014JJ00,65.0
3888,1100,GM0608,2011JJ00,50.0
3889,1100,GM0608,2012JJ00,45.0
3890,1100,GM0608,2013JJ00,40.0
3891,1100,GM0608,2014JJ00,40.0
3892,1100,GM1676,2011JJ00,160.0
3893,1100,GM1676,2012JJ00,145.0
3894,1100,GM1676,2013JJ00,125.0
3895,1100,GM1676,2014JJ00,120.0
3896,1100,GM0965,2011JJ00,55.0
3897,1100,GM0965,2012JJ00,55.0
3898,1100,GM0965,2013JJ00,55.0
3899,1100,GM0965,2014JJ00,55.0
3900,1100,GM1702,2011JJ00,60.0
3901,1100,GM1702,2012JJ00,60.0
3902,1100,GM1702,2013JJ00,60.0
3903,1100,GM1702,2014JJ00,45.0
3904,1100,GM0845,2011JJ00,155.0
3905,1100,GM0845,2012JJ00,145.0
3906,1100,GM0845,2013JJ00,125.0
3907,1100,GM0845,2014JJ00,110.0
3908,1100,GM0846,2011JJ00,120.0
3909,1100,GM0846,2012JJ00,120.0
3910,1100,GM0846,2013JJ00,115.0
3911,1100,GM0846,2014JJ00,105.0
3912,1100,GM1883,2011JJ00,685.0
3913,1100,GM1883,2012JJ00,655.0
3914,1100,GM1883,2013JJ00,600.0
3915,1100,GM1883,2014JJ00,565.0
3916,1100,GM0051,2011JJ00,130.0
3917,1100,GM0051,2012JJ00,130.0
3918,1100,GM0051,2013JJ00,120.0
3919,1100,GM0051,2014JJ00,
3920,1100,GM0610,2011JJ00,135.0
3921,1100,GM0610,2012JJ00,145.0
3922,1100,GM0610,2013JJ00,130.0
3923,1100,GM0610,2014JJ00,115.0
3924,1100,GM0040,2011JJ00,100.0
3925,1100,GM0040,2012JJ00,95.0
3926,1100,GM0040,2013JJ00,85.0
3927,1100,GM0040,2014JJ00,75.0
3928,1100,GM1714,2011JJ00,90.0
3929,1100,GM1714,2012JJ00,95.0
3930,1100,GM1714,2013JJ00,95.0
3931,1100,GM1714,2014JJ00,90.0
3932,1100,GM0090,2011JJ00,515.0
3933,1100,GM0090,2012JJ00,480.0
3934,1100,GM0090,2013JJ00,495.0
3935,1100,GM0090,2014JJ00,470.0
3936,1100,GM0342,2011JJ00,205.0
3937,1100,GM0342,2012JJ00,215.0
3938,1100,GM0342,2013JJ00,205.0
3939,1100,GM0342,2014JJ00,165.0
3940,1100,GM0847,2011JJ00,120.0
3941,1100,GM0847,2012JJ00,105.0
3942,1100,GM0847,2013JJ00,100.0
3943,1100,GM0847,2014JJ00,100.0
3944,1100,GM0848,2011JJ00,95.0
3945,1100,GM0848,2012JJ00,85.0
3946,1100,GM0848,2013JJ00,80.0
3947,1100,GM0848,2014JJ00,75.0
3948,1100,GM0612,2011JJ00,295.0
3949,1100,GM0612,2012JJ00,265.0
3950,1100,GM0612,2013JJ00,235.0
3951,1100,GM0612,2014JJ00,210.0
3952,1100,GM0037,2011JJ00,330.0
3953,1100,GM0037,2012JJ00,325.0
3954,1100,GM0037,2013JJ00,300.0
3955,1100,GM0037,2014JJ00,295.0
3956,1100,GM0180,2011JJ00,95.0
3957,1100,GM0180,2012JJ00,90.0
3958,1100,GM0180,2013JJ00,80.0
3959,1100,GM0180,2014JJ00,85.0
3960,1100,GM0532,2011JJ00,105.0
3961,1100,GM0532,2012JJ00,105.0
3962,1100,GM0532,2013JJ00,105.0
3963,1100,GM0532,2014JJ00,100.0
3964,1100,GM0851,2011JJ00,165.0
3965,1100,GM0851,2012JJ00,160.0
3966,1100,GM0851,2013JJ00,135.0
3967,1100,GM0851,2014JJ00,130.0
3968,1100,GM1708,2011JJ00,285.0
3969,1100,GM1708,2012JJ00,270.0
3970,1100,GM1708,2013JJ00,255.0
3971,1100,GM1708,2014JJ00,260.0
3972,1100,GM0971,2011JJ00,180.0
3973,1100,GM0971,2012JJ00,165.0
3974,1100,GM0971,2013JJ00,165.0
3975,1100,GM0971,2014JJ00,145.0
3976,1100,GM1904,2011JJ00,205.0
3977,1100,GM1904,2012JJ00,190.0
3978,1100,GM1904,2013JJ00,175.0
3979,1100,GM1904,2014JJ00,160.0
3980,1100,GM0617,2011JJ00,40.0
3981,1100,GM0617,2012JJ00,35.0
3982,1100,GM0617,2013JJ00,30.0
3983,1100,GM0617,2014JJ00,25.0
3984,1100,GM1900,2011JJ00,475.0
3985,1100,GM1900,2012JJ00,435.0
3986,1100,GM1900,2013JJ00,435.0
3987,1100,GM1900,2014JJ00,400.0
3988,1100,GM0715,2011JJ00,320.0
3989,1100,GM0715,2012JJ00,305.0
3990,1100,GM0715,2013JJ00,270.0
3991,1100,GM0715,2014JJ00,250.0
3992,1100,GM0093,2011JJ00,20.0
3993,1100,GM0093,2012JJ00,25.0
3994,1100,GM0093,2013JJ00,20.0
3995,1100,GM0093,2014JJ00,20.0
3996,1100,GM0448,2011JJ00,45.0
3997,1100,GM0448,2012JJ00,40.0
3998,1100,GM0448,2013JJ00,40.0
3999,1100,GM0448,2014JJ00,35.0
4000,1100,GM1525,2011JJ00,160.0
4001,1100,GM1525,2012JJ00,150.0
4002,1100,GM1525,2013JJ00,130.0
4003,1100,GM1525,2014JJ00,115.0
4004,1100,GM0716,2011JJ00,205.0
4005,1100,GM0716,2012JJ00,190.0
4006,1100,GM0716,2013JJ00,180.0
4007,1100,GM0716,2014JJ00,170.0
4008,1100,GM0281,2011JJ00,240.0
4009,1100,GM0281,2012JJ00,240.0
4010,1100,GM0281,2013JJ00,215.0
4011,1100,GM0281,2014JJ00,195.0
4012,1100,GM0855,2011JJ00,1240.0
4013,1100,GM0855,2012JJ00,1240.0
4014,1100,GM0855,2013JJ00,1205.0
4015,1100,GM0855,2014JJ00,1180.0
4016,1100,GM0183,2011JJ00,80.0
4017,1100,GM0183,2012JJ00,75.0
4018,1100,GM0183,2013JJ00,75.0
4019,1100,GM0183,2014JJ00,65.0
4020,1100,GM1700,2011JJ00,220.0
4021,1100,GM1700,2012JJ00,210.0
4022,1100,GM1700,2013JJ00,205.0
4023,1100,GM1700,2014JJ00,215.0
4024,1100,GM1730,2011JJ00,185.0
4025,1100,GM1730,2012JJ00,175.0
4026,1100,GM1730,2013JJ00,150.0
4027,1100,GM1730,2014JJ00,140.0
4028,1100,GM0737,2011JJ00,205.0
4029,1100,GM0737,2012JJ00,195.0
4030,1100,GM0737,2013JJ00,195.0
4031,1100,GM0737,2014JJ00,185.0
4032,1100,GM0282,2011JJ00,30.0
4033,1100,GM0282,2012JJ00,35.0
4034,1100,GM0282,2013JJ00,25.0
4035,1100,GM0282,2014JJ00,25.0
4036,1100,GM0856,2011JJ00,325.0
4037,1100,GM0856,2012JJ00,310.0
4038,1100,GM0856,2013JJ00,300.0
4039,1100,GM0856,2014JJ00,270.0
4040,1100,GM0450,2011JJ00,45.0
4041,1100,GM0450,2012JJ00,45.0
4042,1100,GM0450,2013JJ00,45.0
4043,1100,GM0450,2014JJ00,40.0
4044,1100,GM0451,2011JJ00,125.0
4045,1100,GM0451,2012JJ00,125.0
4046,1100,GM0451,2013JJ00,110.0
4047,1100,GM0451,2014JJ00,115.0
4048,1100,GM0184,2011JJ00,170.0
4049,1100,GM0184,2012JJ00,185.0
4050,1100,GM0184,2013JJ00,185.0
4051,1100,GM0184,2014JJ00,165.0
4052,1100,GM0344,2011JJ00,1035.0
4053,1100,GM0344,2012JJ00,1000.0
4054,1100,GM0344,2013JJ00,975.0
4055,1100,GM0344,2014JJ00,910.0
4056,1100,GM1581,2011JJ00,190.0
4057,1100,GM1581,2012JJ00,185.0
4058,1100,GM1581,2013JJ00,175.0
4059,1100,GM1581,2014JJ00,150.0
4060,1100,GM0981,2011JJ00,50.0
4061,1100,GM0981,2012JJ00,35.0
4062,1100,GM0981,2013JJ00,40.0
4063,1100,GM0981,2014JJ00,30.0
4064,1100,GM0994,2011JJ00,95.0
4065,1100,GM0994,2012JJ00,80.0
4066,1100,GM0994,2013JJ00,70.0
4067,1100,GM0994,2014JJ00,65.0
4068,1100,GM0858,2011JJ00,145.0
4069,1100,GM0858,2012JJ00,130.0
4070,1100,GM0858,2013JJ00,110.0
4071,1100,GM0858,2014JJ00,95.0
4072,1100,GM0047,2011JJ00,265.0
4073,1100,GM0047,2012JJ00,255.0
4074,1100,GM0047,2013JJ00,240.0
4075,1100,GM0047,2014JJ00,235.0
4076,1100,GM0345,2011JJ00,425.0
4077,1100,GM0345,2012JJ00,415.0
4078,1100,GM0345,2013JJ00,390.0
4079,1100,GM0345,2014JJ00,355.0
4080,1100,GM0717,2011JJ00,100.0
4081,1100,GM0717,2012JJ00,100.0
4082,1100,GM0717,2013JJ00,85.0
4083,1100,GM0717,2014JJ00,75.0
4084,1100,GM0860,2011JJ00,295.0
4085,1100,GM0860,2012JJ00,275.0
4086,1100,GM0860,2013JJ00,250.0
4087,1100,GM0860,2014JJ00,240.0
4088,1100,GM0861,2011JJ00,260.0
4089,1100,GM0861,2012JJ00,230.0
4090,1100,GM0861,2013JJ00,205.0
4091,1100,GM0861,2014JJ00,195.0
4092,1100,GM0453,2011JJ00,215.0
4093,1100,GM0453,2012JJ00,200.0
4094,1100,GM0453,2013JJ00,205.0
4095,1100,GM0453,2014JJ00,195.0
