ID,COFOGOverheidsfuncties,Sectoren,Perioden,Overheidsconsumptie_1
0,T001023,10,1995JJ00,72790.0
1,T001023,10,1996JJ00,72847.0
2,T001023,10,1997JJ00,76260.0
3,T001023,10,1998JJ00,80618.0
4,T001023,10,1999JJ00,84872.0
5,T001023,10,2000JJ00,91572.0
6,T001023,10,2001JJ00,99532.0
7,T001023,10,2002JJ00,109104.0
8,T001023,10,2003JJ00,115911.0
9,T001023,10,2004JJ00,117650.0
10,T001023,10,2005JJ00,121722.0
11,T001023,10,2006JJ00,135492.0
12,T001023,10,2007JJ00,142750.0
13,T001023,10,2008JJ00,152650.0
14,T001023,10,2009JJ00,163355.0
15,T001023,10,2010JJ00,167232.0
16,T001023,10,2011JJ00,167158.0
17,T001023,10,2012JJ00,169875.0
18,T001023,10,2013JJ00,170258.0
19,T001023,10,2014JJ00,171986.0
20,T001023,10,2015JJ00,171677.0
21,T001023,10,2016JJ00,173682.0
22,T001023,20,1995JJ00,19474.0
23,T001023,20,1996JJ00,19551.0
24,T001023,20,1997JJ00,20343.0
25,T001023,20,1998JJ00,21626.0
26,T001023,20,1999JJ00,22530.0
27,T001023,20,2000JJ00,23698.0
28,T001023,20,2001JJ00,25676.0
29,T001023,20,2002JJ00,27278.0
30,T001023,20,2003JJ00,27603.0
31,T001023,20,2004JJ00,27057.0
32,T001023,20,2005JJ00,28948.0
33,T001023,20,2006JJ00,30374.0
34,T001023,20,2007JJ00,33172.0
35,T001023,20,2008JJ00,35457.0
36,T001023,20,2009JJ00,37154.0
37,T001023,20,2010JJ00,36933.0
38,T001023,20,2011JJ00,35651.0
39,T001023,20,2012JJ00,35526.0
40,T001023,20,2013JJ00,40468.0
41,T001023,20,2014JJ00,40879.0
42,T001023,20,2015JJ00,41117.0
43,T001023,20,2016JJ00,42593.0
44,T001023,30,1995JJ00,33036.0
45,T001023,30,1996JJ00,33536.0
46,T001023,30,1997JJ00,33369.0
47,T001023,30,1998JJ00,35035.0
48,T001023,30,1999JJ00,37128.0
49,T001023,30,2000JJ00,40325.0
50,T001023,30,2001JJ00,43454.0
51,T001023,30,2002JJ00,47383.0
52,T001023,30,2003JJ00,51291.0
53,T001023,30,2004JJ00,52219.0
54,T001023,30,2005JJ00,53297.0
55,T001023,30,2006JJ00,55170.0
56,T001023,30,2007JJ00,59590.0
57,T001023,30,2008JJ00,63976.0
58,T001023,30,2009JJ00,68033.0
59,T001023,30,2010JJ00,70123.0
60,T001023,30,2011JJ00,69681.0
61,T001023,30,2012JJ00,68745.0
62,T001023,30,2013JJ00,64736.0
63,T001023,30,2014JJ00,65038.0
64,T001023,30,2015JJ00,70474.0
65,T001023,30,2016JJ00,71886.0
66,T001023,40,1995JJ00,20280.0
67,T001023,40,1996JJ00,19760.0
68,T001023,40,1997JJ00,22548.0
69,T001023,40,1998JJ00,23957.0
70,T001023,40,1999JJ00,25214.0
71,T001023,40,2000JJ00,27549.0
72,T001023,40,2001JJ00,30402.0
73,T001023,40,2002JJ00,34443.0
74,T001023,40,2003JJ00,37017.0
75,T001023,40,2004JJ00,38374.0
76,T001023,40,2005JJ00,39477.0
77,T001023,40,2006JJ00,49948.0
78,T001023,40,2007JJ00,49988.0
79,T001023,40,2008JJ00,53217.0
80,T001023,40,2009JJ00,58168.0
81,T001023,40,2010JJ00,60176.0
82,T001023,40,2011JJ00,61826.0
83,T001023,40,2012JJ00,65604.0
84,T001023,40,2013JJ00,65054.0
85,T001023,40,2014JJ00,66069.0
86,T001023,40,2015JJ00,60086.0
87,T001023,40,2016JJ00,59203.0
88,A000662,10,1995JJ00,5916.0
89,A000662,10,1996JJ00,5848.0
90,A000662,10,1997JJ00,5810.0
91,A000662,10,1998JJ00,5998.0
92,A000662,10,1999JJ00,6058.0
93,A000662,10,2000JJ00,6977.0
94,A000662,10,2001JJ00,6990.0
95,A000662,10,2002JJ00,7925.0
96,A000662,10,2003JJ00,8332.0
97,A000662,10,2004JJ00,8116.0
98,A000662,10,2005JJ00,8393.0
99,A000662,10,2006JJ00,8266.0
100,A000662,10,2007JJ00,8515.0
101,A000662,10,2008JJ00,9175.0
102,A000662,10,2009JJ00,9888.0
103,A000662,10,2010JJ00,10387.0
104,A000662,10,2011JJ00,9940.0
105,A000662,10,2012JJ00,10318.0
106,A000662,10,2013JJ00,10883.0
107,A000662,10,2014JJ00,11274.0
108,A000662,10,2015JJ00,11160.0
109,A000662,10,2016JJ00,11444.0
110,A000662,20,1995JJ00,3093.0
111,A000662,20,1996JJ00,3082.0
112,A000662,20,1997JJ00,3277.0
113,A000662,20,1998JJ00,3575.0
114,A000662,20,1999JJ00,3450.0
115,A000662,20,2000JJ00,4006.0
116,A000662,20,2001JJ00,3924.0
117,A000662,20,2002JJ00,4316.0
118,A000662,20,2003JJ00,4257.0
119,A000662,20,2004JJ00,4187.0
120,A000662,20,2005JJ00,4527.0
121,A000662,20,2006JJ00,4515.0
122,A000662,20,2007JJ00,4787.0
123,A000662,20,2008JJ00,5097.0
124,A000662,20,2009JJ00,5358.0
125,A000662,20,2010JJ00,5487.0
126,A000662,20,2011JJ00,5286.0
127,A000662,20,2012JJ00,5455.0
128,A000662,20,2013JJ00,5810.0
129,A000662,20,2014JJ00,6027.0
130,A000662,20,2015JJ00,5870.0
131,A000662,20,2016JJ00,6108.0
132,A000662,30,1995JJ00,2785.0
133,A000662,30,1996JJ00,2755.0
134,A000662,30,1997JJ00,2511.0
135,A000662,30,1998JJ00,2403.0
136,A000662,30,1999JJ00,2597.0
137,A000662,30,2000JJ00,2951.0
138,A000662,30,2001JJ00,3037.0
139,A000662,30,2002JJ00,3585.0
140,A000662,30,2003JJ00,4059.0
141,A000662,30,2004JJ00,3910.0
142,A000662,30,2005JJ00,3855.0
143,A000662,30,2006JJ00,3744.0
144,A000662,30,2007JJ00,3728.0
145,A000662,30,2008JJ00,4078.0
146,A000662,30,2009JJ00,4530.0
147,A000662,30,2010JJ00,4900.0
148,A000662,30,2011JJ00,4654.0
149,A000662,30,2012JJ00,4863.0
150,A000662,30,2013JJ00,5073.0
151,A000662,30,2014JJ00,5247.0
152,A000662,30,2015JJ00,5291.0
153,A000662,30,2016JJ00,5337.0
154,A000662,40,1995JJ00,38.0
155,A000662,40,1996JJ00,11.0
156,A000662,40,1997JJ00,22.0
157,A000662,40,1998JJ00,20.0
158,A000662,40,1999JJ00,11.0
159,A000662,40,2000JJ00,20.0
160,A000662,40,2001JJ00,29.0
161,A000662,40,2002JJ00,24.0
162,A000662,40,2003JJ00,16.0
163,A000662,40,2004JJ00,19.0
164,A000662,40,2005JJ00,11.0
165,A000662,40,2006JJ00,7.0
166,A000662,40,2007JJ00,0.0
167,A000662,40,2008JJ00,0.0
168,A000662,40,2009JJ00,0.0
169,A000662,40,2010JJ00,0.0
170,A000662,40,2011JJ00,0.0
171,A000662,40,2012JJ00,0.0
172,A000662,40,2013JJ00,0.0
173,A000662,40,2014JJ00,0.0
174,A000662,40,2015JJ00,-1.0
175,A000662,40,2016JJ00,-1.0
176,A000663,10,1995JJ00,3265.0
177,A000663,10,1996JJ00,3245.0
178,A000663,10,1997JJ00,3509.0
179,A000663,10,1998JJ00,3636.0
180,A000663,10,1999JJ00,3878.0
181,A000663,10,2000JJ00,4858.0
182,A000663,10,2001JJ00,5092.0
183,A000663,10,2002JJ00,5782.0
184,A000663,10,2003JJ00,5988.0
185,A000663,10,2004JJ00,5832.0
186,A000663,10,2005JJ00,6018.0
187,A000663,10,2006JJ00,6132.0
188,A000663,10,2007JJ00,6315.0
189,A000663,10,2008JJ00,6736.0
190,A000663,10,2009JJ00,7038.0
191,A000663,10,2010JJ00,7158.0
192,A000663,10,2011JJ00,6613.0
193,A000663,10,2012JJ00,6470.0
194,A000663,10,2013JJ00,6843.0
195,A000663,10,2014JJ00,7085.0
196,A000663,10,2015JJ00,6760.0
197,A000663,10,2016JJ00,6910.0
198,A000663,20,1995JJ00,1621.0
199,A000663,20,1996JJ00,1615.0
200,A000663,20,1997JJ00,1960.0
201,A000663,20,1998JJ00,2074.0
202,A000663,20,1999JJ00,2175.0
203,A000663,20,2000JJ00,2802.0
204,A000663,20,2001JJ00,2642.0
205,A000663,20,2002JJ00,2940.0
206,A000663,20,2003JJ00,2842.0
207,A000663,20,2004JJ00,2757.0
208,A000663,20,2005JJ00,2997.0
209,A000663,20,2006JJ00,3029.0
210,A000663,20,2007JJ00,3080.0
211,A000663,20,2008JJ00,3209.0
212,A000663,20,2009JJ00,3285.0
213,A000663,20,2010JJ00,3239.0
214,A000663,20,2011JJ00,2978.0
215,A000663,20,2012JJ00,2869.0
216,A000663,20,2013JJ00,3050.0
217,A000663,20,2014JJ00,3215.0
218,A000663,20,2015JJ00,2990.0
219,A000663,20,2016JJ00,3125.0
220,A000663,30,1995JJ00,1644.0
221,A000663,30,1996JJ00,1630.0
222,A000663,30,1997JJ00,1549.0
223,A000663,30,1998JJ00,1562.0
224,A000663,30,1999JJ00,1703.0
225,A000663,30,2000JJ00,2056.0
226,A000663,30,2001JJ00,2450.0
227,A000663,30,2002JJ00,2842.0
228,A000663,30,2003JJ00,3146.0
229,A000663,30,2004JJ00,3075.0
230,A000663,30,2005JJ00,3021.0
231,A000663,30,2006JJ00,3103.0
232,A000663,30,2007JJ00,3235.0
233,A000663,30,2008JJ00,3527.0
234,A000663,30,2009JJ00,3753.0
235,A000663,30,2010JJ00,3919.0
236,A000663,30,2011JJ00,3635.0
237,A000663,30,2012JJ00,3601.0
238,A000663,30,2013JJ00,3793.0
239,A000663,30,2014JJ00,3870.0
240,A000663,30,2015JJ00,3770.0
241,A000663,30,2016JJ00,3785.0
242,A000663,40,1995JJ00,0.0
243,A000663,40,1996JJ00,0.0
244,A000663,40,1997JJ00,0.0
245,A000663,40,1998JJ00,0.0
246,A000663,40,1999JJ00,0.0
247,A000663,40,2000JJ00,0.0
248,A000663,40,2001JJ00,0.0
249,A000663,40,2002JJ00,0.0
250,A000663,40,2003JJ00,0.0
251,A000663,40,2004JJ00,0.0
252,A000663,40,2005JJ00,0.0
253,A000663,40,2006JJ00,0.0
254,A000663,40,2007JJ00,0.0
255,A000663,40,2008JJ00,0.0
256,A000663,40,2009JJ00,0.0
257,A000663,40,2010JJ00,0.0
258,A000663,40,2011JJ00,0.0
259,A000663,40,2012JJ00,0.0
260,A000663,40,2013JJ00,0.0
261,A000663,40,2014JJ00,0.0
262,A000663,40,2015JJ00,0.0
263,A000663,40,2016JJ00,0.0
264,A000671,10,1995JJ00,175.0
265,A000671,10,1996JJ00,190.0
266,A000671,10,1997JJ00,64.0
267,A000671,10,1998JJ00,288.0
268,A000671,10,1999JJ00,70.0
269,A000671,10,2000JJ00,75.0
270,A000671,10,2001JJ00,70.0
271,A000671,10,2002JJ00,77.0
272,A000671,10,2003JJ00,73.0
273,A000671,10,2004JJ00,65.0
274,A000671,10,2005JJ00,80.0
275,A000671,10,2006JJ00,98.0
276,A000671,10,2007JJ00,108.0
277,A000671,10,2008JJ00,114.0
278,A000671,10,2009JJ00,117.0
279,A000671,10,2010JJ00,134.0
280,A000671,10,2011JJ00,168.0
281,A000671,10,2012JJ00,179.0
282,A000671,10,2013JJ00,186.0
283,A000671,10,2014JJ00,152.0
284,A000671,10,2015JJ00,162.0
285,A000671,10,2016JJ00,200.0
286,A000671,20,1995JJ00,175.0
287,A000671,20,1996JJ00,190.0
288,A000671,20,1997JJ00,64.0
289,A000671,20,1998JJ00,288.0
290,A000671,20,1999JJ00,70.0
291,A000671,20,2000JJ00,75.0
292,A000671,20,2001JJ00,70.0
293,A000671,20,2002JJ00,77.0
294,A000671,20,2003JJ00,73.0
295,A000671,20,2004JJ00,65.0
296,A000671,20,2005JJ00,80.0
297,A000671,20,2006JJ00,98.0
298,A000671,20,2007JJ00,108.0
299,A000671,20,2008JJ00,114.0
300,A000671,20,2009JJ00,117.0
301,A000671,20,2010JJ00,134.0
302,A000671,20,2011JJ00,168.0
303,A000671,20,2012JJ00,179.0
304,A000671,20,2013JJ00,186.0
305,A000671,20,2014JJ00,152.0
306,A000671,20,2015JJ00,162.0
307,A000671,20,2016JJ00,200.0
308,A000671,30,1995JJ00,0.0
309,A000671,30,1996JJ00,0.0
310,A000671,30,1997JJ00,0.0
311,A000671,30,1998JJ00,0.0
312,A000671,30,1999JJ00,0.0
313,A000671,30,2000JJ00,0.0
314,A000671,30,2001JJ00,0.0
315,A000671,30,2002JJ00,0.0
316,A000671,30,2003JJ00,0.0
317,A000671,30,2004JJ00,0.0
318,A000671,30,2005JJ00,0.0
319,A000671,30,2006JJ00,0.0
320,A000671,30,2007JJ00,0.0
321,A000671,30,2008JJ00,0.0
322,A000671,30,2009JJ00,0.0
323,A000671,30,2010JJ00,0.0
324,A000671,30,2011JJ00,0.0
325,A000671,30,2012JJ00,0.0
326,A000671,30,2013JJ00,0.0
327,A000671,30,2014JJ00,0.0
328,A000671,30,2015JJ00,0.0
329,A000671,30,2016JJ00,0.0
330,A000671,40,1995JJ00,0.0
331,A000671,40,1996JJ00,0.0
332,A000671,40,1997JJ00,0.0
333,A000671,40,1998JJ00,0.0
334,A000671,40,1999JJ00,0.0
335,A000671,40,2000JJ00,0.0
336,A000671,40,2001JJ00,0.0
337,A000671,40,2002JJ00,0.0
338,A000671,40,2003JJ00,0.0
339,A000671,40,2004JJ00,0.0
340,A000671,40,2005JJ00,0.0
341,A000671,40,2006JJ00,0.0
342,A000671,40,2007JJ00,0.0
343,A000671,40,2008JJ00,0.0
344,A000671,40,2009JJ00,0.0
345,A000671,40,2010JJ00,0.0
346,A000671,40,2011JJ00,0.0
347,A000671,40,2012JJ00,0.0
348,A000671,40,2013JJ00,0.0
349,A000671,40,2014JJ00,0.0
350,A000671,40,2015JJ00,0.0
351,A000671,40,2016JJ00,0.0
352,A000675,10,1995JJ00,324.0
353,A000675,10,1996JJ00,303.0
354,A000675,10,1997JJ00,270.0
355,A000675,10,1998JJ00,301.0
356,A000675,10,1999JJ00,275.0
357,A000675,10,2000JJ00,214.0
358,A000675,10,2001JJ00,343.0
359,A000675,10,2002JJ00,368.0
360,A000675,10,2003JJ00,456.0
361,A000675,10,2004JJ00,482.0
362,A000675,10,2005JJ00,513.0
363,A000675,10,2006JJ00,506.0
364,A000675,10,2007JJ00,665.0
365,A000675,10,2008JJ00,772.0
366,A000675,10,2009JJ00,869.0
367,A000675,10,2010JJ00,979.0
368,A000675,10,2011JJ00,998.0
369,A000675,10,2012JJ00,1026.0
370,A000675,10,2013JJ00,1104.0
371,A000675,10,2014JJ00,1236.0
372,A000675,10,2015JJ00,1353.0
373,A000675,10,2016JJ00,1440.0
374,A000675,20,1995JJ00,297.0
375,A000675,20,1996JJ00,284.0
376,A000675,20,1997JJ00,255.0
377,A000675,20,1998JJ00,258.0
378,A000675,20,1999JJ00,232.0
379,A000675,20,2000JJ00,182.0
380,A000675,20,2001JJ00,325.0
381,A000675,20,2002JJ00,334.0
382,A000675,20,2003JJ00,410.0
383,A000675,20,2004JJ00,444.0
384,A000675,20,2005JJ00,485.0
385,A000675,20,2006JJ00,479.0
386,A000675,20,2007JJ00,622.0
387,A000675,20,2008JJ00,707.0
388,A000675,20,2009JJ00,808.0
389,A000675,20,2010JJ00,939.0
390,A000675,20,2011JJ00,957.0
391,A000675,20,2012JJ00,971.0
392,A000675,20,2013JJ00,1054.0
393,A000675,20,2014JJ00,1172.0
394,A000675,20,2015JJ00,1224.0
395,A000675,20,2016JJ00,1306.0
396,A000675,30,1995JJ00,27.0
397,A000675,30,1996JJ00,19.0
398,A000675,30,1997JJ00,15.0
399,A000675,30,1998JJ00,43.0
400,A000675,30,1999JJ00,43.0
401,A000675,30,2000JJ00,32.0
402,A000675,30,2001JJ00,18.0
403,A000675,30,2002JJ00,34.0
404,A000675,30,2003JJ00,46.0
405,A000675,30,2004JJ00,38.0
406,A000675,30,2005JJ00,28.0
407,A000675,30,2006JJ00,27.0
408,A000675,30,2007JJ00,43.0
409,A000675,30,2008JJ00,65.0
410,A000675,30,2009JJ00,61.0
411,A000675,30,2010JJ00,40.0
412,A000675,30,2011JJ00,41.0
413,A000675,30,2012JJ00,55.0
414,A000675,30,2013JJ00,50.0
415,A000675,30,2014JJ00,64.0
416,A000675,30,2015JJ00,129.0
417,A000675,30,2016JJ00,134.0
418,A000675,40,1995JJ00,0.0
419,A000675,40,1996JJ00,0.0
420,A000675,40,1997JJ00,0.0
421,A000675,40,1998JJ00,0.0
422,A000675,40,1999JJ00,0.0
423,A000675,40,2000JJ00,0.0
424,A000675,40,2001JJ00,0.0
425,A000675,40,2002JJ00,0.0
426,A000675,40,2003JJ00,0.0
427,A000675,40,2004JJ00,0.0
428,A000675,40,2005JJ00,0.0
429,A000675,40,2006JJ00,0.0
430,A000675,40,2007JJ00,0.0
431,A000675,40,2008JJ00,0.0
432,A000675,40,2009JJ00,0.0
433,A000675,40,2010JJ00,0.0
434,A000675,40,2011JJ00,0.0
435,A000675,40,2012JJ00,0.0
436,A000675,40,2013JJ00,0.0
437,A000675,40,2014JJ00,0.0
438,A000675,40,2015JJ00,0.0
439,A000675,40,2016JJ00,0.0
440,A000676,10,1995JJ00,658.0
441,A000676,10,1996JJ00,669.0
442,A000676,10,1997JJ00,695.0
443,A000676,10,1998JJ00,703.0
444,A000676,10,1999JJ00,716.0
445,A000676,10,2000JJ00,704.0
446,A000676,10,2001JJ00,755.0
447,A000676,10,2002JJ00,791.0
448,A000676,10,2003JJ00,817.0
449,A000676,10,2004JJ00,841.0
450,A000676,10,2005JJ00,852.0
451,A000676,10,2006JJ00,889.0
452,A000676,10,2007JJ00,901.0
453,A000676,10,2008JJ00,951.0
454,A000676,10,2009JJ00,991.0
455,A000676,10,2010JJ00,1007.0
456,A000676,10,2011JJ00,1029.0
457,A000676,10,2012JJ00,1047.0
458,A000676,10,2013JJ00,1069.0
459,A000676,10,2014JJ00,1085.0
460,A000676,10,2015JJ00,1111.0
461,A000676,10,2016JJ00,1142.0
462,A000676,20,1995JJ00,658.0
463,A000676,20,1996JJ00,669.0
464,A000676,20,1997JJ00,695.0
465,A000676,20,1998JJ00,703.0
466,A000676,20,1999JJ00,716.0
467,A000676,20,2000JJ00,704.0
468,A000676,20,2001JJ00,755.0
469,A000676,20,2002JJ00,791.0
470,A000676,20,2003JJ00,817.0
471,A000676,20,2004JJ00,841.0
472,A000676,20,2005JJ00,852.0
473,A000676,20,2006JJ00,889.0
474,A000676,20,2007JJ00,901.0
475,A000676,20,2008JJ00,951.0
476,A000676,20,2009JJ00,991.0
477,A000676,20,2010JJ00,1007.0
478,A000676,20,2011JJ00,1029.0
479,A000676,20,2012JJ00,1047.0
480,A000676,20,2013JJ00,1069.0
481,A000676,20,2014JJ00,1085.0
482,A000676,20,2015JJ00,1111.0
483,A000676,20,2016JJ00,1142.0
484,A000676,30,1995JJ00,0.0
485,A000676,30,1996JJ00,0.0
486,A000676,30,1997JJ00,0.0
487,A000676,30,1998JJ00,0.0
488,A000676,30,1999JJ00,0.0
489,A000676,30,2000JJ00,0.0
490,A000676,30,2001JJ00,0.0
491,A000676,30,2002JJ00,0.0
492,A000676,30,2003JJ00,0.0
493,A000676,30,2004JJ00,0.0
494,A000676,30,2005JJ00,0.0
495,A000676,30,2006JJ00,0.0
496,A000676,30,2007JJ00,0.0
497,A000676,30,2008JJ00,0.0
498,A000676,30,2009JJ00,0.0
499,A000676,30,2010JJ00,0.0
500,A000676,30,2011JJ00,0.0
501,A000676,30,2012JJ00,0.0
502,A000676,30,2013JJ00,0.0
503,A000676,30,2014JJ00,0.0
504,A000676,30,2015JJ00,0.0
505,A000676,30,2016JJ00,0.0
506,A000676,40,1995JJ00,0.0
507,A000676,40,1996JJ00,0.0
508,A000676,40,1997JJ00,0.0
509,A000676,40,1998JJ00,0.0
510,A000676,40,1999JJ00,0.0
511,A000676,40,2000JJ00,0.0
512,A000676,40,2001JJ00,0.0
513,A000676,40,2002JJ00,0.0
514,A000676,40,2003JJ00,0.0
515,A000676,40,2004JJ00,0.0
516,A000676,40,2005JJ00,0.0
517,A000676,40,2006JJ00,0.0
518,A000676,40,2007JJ00,0.0
519,A000676,40,2008JJ00,0.0
520,A000676,40,2009JJ00,0.0
521,A000676,40,2010JJ00,0.0
522,A000676,40,2011JJ00,0.0
523,A000676,40,2012JJ00,0.0
524,A000676,40,2013JJ00,0.0
525,A000676,40,2014JJ00,0.0
526,A000676,40,2015JJ00,0.0
527,A000676,40,2016JJ00,0.0
528,A000677,10,1995JJ00,11.0
529,A000677,10,1996JJ00,16.0
530,A000677,10,1997JJ00,18.0
531,A000677,10,1998JJ00,21.0
532,A000677,10,1999JJ00,30.0
533,A000677,10,2000JJ00,25.0
534,A000677,10,2001JJ00,23.0
535,A000677,10,2002JJ00,28.0
536,A000677,10,2003JJ00,17.0
537,A000677,10,2004JJ00,20.0
538,A000677,10,2005JJ00,25.0
539,A000677,10,2006JJ00,19.0
540,A000677,10,2007JJ00,18.0
541,A000677,10,2008JJ00,22.0
542,A000677,10,2009JJ00,21.0
543,A000677,10,2010JJ00,21.0
544,A000677,10,2011JJ00,19.0
545,A000677,10,2012JJ00,19.0
546,A000677,10,2013JJ00,21.0
547,A000677,10,2014JJ00,17.0
548,A000677,10,2015JJ00,18.0
549,A000677,10,2016JJ00,19.0
550,A000677,20,1995JJ00,11.0
551,A000677,20,1996JJ00,16.0
552,A000677,20,1997JJ00,18.0
553,A000677,20,1998JJ00,21.0
554,A000677,20,1999JJ00,30.0
555,A000677,20,2000JJ00,25.0
556,A000677,20,2001JJ00,23.0
557,A000677,20,2002JJ00,28.0
558,A000677,20,2003JJ00,17.0
559,A000677,20,2004JJ00,20.0
560,A000677,20,2005JJ00,25.0
561,A000677,20,2006JJ00,19.0
562,A000677,20,2007JJ00,18.0
563,A000677,20,2008JJ00,22.0
564,A000677,20,2009JJ00,21.0
565,A000677,20,2010JJ00,21.0
566,A000677,20,2011JJ00,19.0
567,A000677,20,2012JJ00,19.0
568,A000677,20,2013JJ00,21.0
569,A000677,20,2014JJ00,17.0
570,A000677,20,2015JJ00,18.0
571,A000677,20,2016JJ00,19.0
572,A000677,30,1995JJ00,0.0
573,A000677,30,1996JJ00,0.0
574,A000677,30,1997JJ00,0.0
575,A000677,30,1998JJ00,0.0
576,A000677,30,1999JJ00,0.0
577,A000677,30,2000JJ00,0.0
578,A000677,30,2001JJ00,0.0
579,A000677,30,2002JJ00,0.0
580,A000677,30,2003JJ00,0.0
581,A000677,30,2004JJ00,0.0
582,A000677,30,2005JJ00,0.0
583,A000677,30,2006JJ00,0.0
584,A000677,30,2007JJ00,0.0
585,A000677,30,2008JJ00,0.0
586,A000677,30,2009JJ00,0.0
587,A000677,30,2010JJ00,0.0
588,A000677,30,2011JJ00,0.0
589,A000677,30,2012JJ00,0.0
590,A000677,30,2013JJ00,0.0
591,A000677,30,2014JJ00,0.0
592,A000677,30,2015JJ00,0.0
593,A000677,30,2016JJ00,0.0
594,A000677,40,1995JJ00,0.0
595,A000677,40,1996JJ00,0.0
596,A000677,40,1997JJ00,0.0
597,A000677,40,1998JJ00,0.0
598,A000677,40,1999JJ00,0.0
599,A000677,40,2000JJ00,0.0
600,A000677,40,2001JJ00,0.0
601,A000677,40,2002JJ00,0.0
602,A000677,40,2003JJ00,0.0
603,A000677,40,2004JJ00,0.0
604,A000677,40,2005JJ00,0.0
605,A000677,40,2006JJ00,0.0
606,A000677,40,2007JJ00,0.0
607,A000677,40,2008JJ00,0.0
608,A000677,40,2009JJ00,0.0
609,A000677,40,2010JJ00,0.0
610,A000677,40,2011JJ00,0.0
611,A000677,40,2012JJ00,0.0
612,A000677,40,2013JJ00,0.0
613,A000677,40,2014JJ00,0.0
614,A000677,40,2015JJ00,0.0
615,A000677,40,2016JJ00,0.0
616,A000678,10,1995JJ00,48.0
617,A000678,10,1996JJ00,46.0
618,A000678,10,1997JJ00,46.0
619,A000678,10,1998JJ00,46.0
620,A000678,10,1999JJ00,44.0
621,A000678,10,2000JJ00,46.0
622,A000678,10,2001JJ00,50.0
623,A000678,10,2002JJ00,61.0
624,A000678,10,2003JJ00,13.0
625,A000678,10,2004JJ00,11.0
626,A000678,10,2005JJ00,52.0
627,A000678,10,2006JJ00,-33.0
628,A000678,10,2007JJ00,9.0
629,A000678,10,2008JJ00,19.0
630,A000678,10,2009JJ00,88.0
631,A000678,10,2010JJ00,49.0
632,A000678,10,2011JJ00,9.0
633,A000678,10,2012JJ00,7.0
634,A000678,10,2013JJ00,11.0
635,A000678,10,2014JJ00,12.0
636,A000678,10,2015JJ00,12.0
637,A000678,10,2016JJ00,13.0
638,A000678,20,1995JJ00,44.0
639,A000678,20,1996JJ00,42.0
640,A000678,20,1997JJ00,42.0
641,A000678,20,1998JJ00,41.0
642,A000678,20,1999JJ00,39.0
643,A000678,20,2000JJ00,41.0
644,A000678,20,2001JJ00,44.0
645,A000678,20,2002JJ00,55.0
646,A000678,20,2003JJ00,6.0
647,A000678,20,2004JJ00,4.0
648,A000678,20,2005JJ00,45.0
649,A000678,20,2006JJ00,-39.0
650,A000678,20,2007JJ00,2.0
651,A000678,20,2008JJ00,12.0
652,A000678,20,2009JJ00,85.0
653,A000678,20,2010JJ00,43.0
654,A000678,20,2011JJ00,3.0
655,A000678,20,2012JJ00,1.0
656,A000678,20,2013JJ00,3.0
657,A000678,20,2014JJ00,3.0
658,A000678,20,2015JJ00,3.0
659,A000678,20,2016JJ00,3.0
660,A000678,30,1995JJ00,4.0
661,A000678,30,1996JJ00,4.0
662,A000678,30,1997JJ00,4.0
663,A000678,30,1998JJ00,5.0
664,A000678,30,1999JJ00,5.0
665,A000678,30,2000JJ00,5.0
666,A000678,30,2001JJ00,6.0
667,A000678,30,2002JJ00,6.0
668,A000678,30,2003JJ00,7.0
669,A000678,30,2004JJ00,7.0
670,A000678,30,2005JJ00,7.0
671,A000678,30,2006JJ00,6.0
672,A000678,30,2007JJ00,7.0
673,A000678,30,2008JJ00,7.0
674,A000678,30,2009JJ00,3.0
675,A000678,30,2010JJ00,6.0
676,A000678,30,2011JJ00,6.0
677,A000678,30,2012JJ00,6.0
678,A000678,30,2013JJ00,8.0
679,A000678,30,2014JJ00,9.0
680,A000678,30,2015JJ00,9.0
681,A000678,30,2016JJ00,10.0
682,A000678,40,1995JJ00,0.0
683,A000678,40,1996JJ00,0.0
684,A000678,40,1997JJ00,0.0
685,A000678,40,1998JJ00,0.0
686,A000678,40,1999JJ00,0.0
687,A000678,40,2000JJ00,0.0
688,A000678,40,2001JJ00,0.0
689,A000678,40,2002JJ00,0.0
690,A000678,40,2003JJ00,0.0
691,A000678,40,2004JJ00,0.0
692,A000678,40,2005JJ00,0.0
693,A000678,40,2006JJ00,0.0
694,A000678,40,2007JJ00,0.0
695,A000678,40,2008JJ00,0.0
696,A000678,40,2009JJ00,0.0
697,A000678,40,2010JJ00,0.0
698,A000678,40,2011JJ00,0.0
699,A000678,40,2012JJ00,0.0
700,A000678,40,2013JJ00,0.0
701,A000678,40,2014JJ00,0.0
702,A000678,40,2015JJ00,0.0
703,A000678,40,2016JJ00,0.0
704,A000679,10,1995JJ00,1435.0
705,A000679,10,1996JJ00,1379.0
706,A000679,10,1997JJ00,1208.0
707,A000679,10,1998JJ00,1003.0
708,A000679,10,1999JJ00,1045.0
709,A000679,10,2000JJ00,1055.0
710,A000679,10,2001JJ00,657.0
711,A000679,10,2002JJ00,818.0
712,A000679,10,2003JJ00,968.0
713,A000679,10,2004JJ00,865.0
714,A000679,10,2005JJ00,853.0
715,A000679,10,2006JJ00,655.0
716,A000679,10,2007JJ00,499.0
717,A000679,10,2008JJ00,561.0
718,A000679,10,2009JJ00,764.0
719,A000679,10,2010JJ00,1039.0
720,A000679,10,2011JJ00,1104.0
