ID,COFOGOverheidsfuncties,Sectoren,Perioden,Overheidsconsumptie_1
3446,A000715,10,2009JJ00,67.0
3447,A000715,10,2010JJ00,31.0
3448,A000715,10,2011JJ00,128.0
3449,A000715,10,2012JJ00,145.0
3450,A000715,10,2013JJ00,103.0
3451,A000715,10,2014JJ00,91.0
3452,A000715,10,2015JJ00,114.0
3453,A000715,10,2016JJ00,136.0
3454,A000715,20,1995JJ00,114.0
3455,A000715,20,1996JJ00,114.0
3456,A000715,20,1997JJ00,117.0
3457,A000715,20,1998JJ00,119.0
3458,A000715,20,1999JJ00,123.0
3459,A000715,20,2000JJ00,128.0
3460,A000715,20,2001JJ00,141.0
3461,A000715,20,2002JJ00,163.0
3462,A000715,20,2003JJ00,160.0
3463,A000715,20,2004JJ00,120.0
3464,A000715,20,2005JJ00,118.0
3465,A000715,20,2006JJ00,118.0
3466,A000715,20,2007JJ00,121.0
3467,A000715,20,2008JJ00,120.0
3468,A000715,20,2009JJ00,67.0
3469,A000715,20,2010JJ00,31.0
3470,A000715,20,2011JJ00,128.0
3471,A000715,20,2012JJ00,145.0
3472,A000715,20,2013JJ00,103.0
3473,A000715,20,2014JJ00,91.0
3474,A000715,20,2015JJ00,114.0
3475,A000715,20,2016JJ00,136.0
3476,A000715,30,1995JJ00,0.0
3477,A000715,30,1996JJ00,0.0
3478,A000715,30,1997JJ00,0.0
3479,A000715,30,1998JJ00,0.0
3480,A000715,30,1999JJ00,0.0
3481,A000715,30,2000JJ00,0.0
3482,A000715,30,2001JJ00,0.0
3483,A000715,30,2002JJ00,0.0
3484,A000715,30,2003JJ00,0.0
3485,A000715,30,2004JJ00,0.0
3486,A000715,30,2005JJ00,0.0
3487,A000715,30,2006JJ00,0.0
3488,A000715,30,2007JJ00,0.0
3489,A000715,30,2008JJ00,0.0
3490,A000715,30,2009JJ00,0.0
3491,A000715,30,2010JJ00,0.0
3492,A000715,30,2011JJ00,0.0
3493,A000715,30,2012JJ00,0.0
3494,A000715,30,2013JJ00,0.0
3495,A000715,30,2014JJ00,0.0
3496,A000715,30,2015JJ00,0.0
3497,A000715,30,2016JJ00,0.0
3498,A000715,40,1995JJ00,0.0
3499,A000715,40,1996JJ00,0.0
3500,A000715,40,1997JJ00,0.0
3501,A000715,40,1998JJ00,0.0
3502,A000715,40,1999JJ00,0.0
3503,A000715,40,2000JJ00,0.0
3504,A000715,40,2001JJ00,0.0
3505,A000715,40,2002JJ00,0.0
3506,A000715,40,2003JJ00,0.0
3507,A000715,40,2004JJ00,0.0
3508,A000715,40,2005JJ00,0.0
3509,A000715,40,2006JJ00,0.0
3510,A000715,40,2007JJ00,0.0
3511,A000715,40,2008JJ00,0.0
3512,A000715,40,2009JJ00,0.0
3513,A000715,40,2010JJ00,0.0
3514,A000715,40,2011JJ00,0.0
3515,A000715,40,2012JJ00,0.0
3516,A000715,40,2013JJ00,0.0
3517,A000715,40,2014JJ00,0.0
3518,A000715,40,2015JJ00,0.0
3519,A000715,40,2016JJ00,0.0
3520,A000716,10,1995JJ00,1452.0
3521,A000716,10,1996JJ00,1458.0
3522,A000716,10,1997JJ00,1490.0
3523,A000716,10,1998JJ00,1561.0
3524,A000716,10,1999JJ00,1642.0
3525,A000716,10,2000JJ00,1801.0
3526,A000716,10,2001JJ00,2039.0
3527,A000716,10,2002JJ00,2144.0
3528,A000716,10,2003JJ00,2446.0
3529,A000716,10,2004JJ00,2256.0
3530,A000716,10,2005JJ00,2221.0
3531,A000716,10,2006JJ00,2186.0
3532,A000716,10,2007JJ00,2255.0
3533,A000716,10,2008JJ00,2584.0
3534,A000716,10,2009JJ00,2823.0
3535,A000716,10,2010JJ00,2937.0
3536,A000716,10,2011JJ00,2898.0
3537,A000716,10,2012JJ00,2886.0
3538,A000716,10,2013JJ00,2772.0
3539,A000716,10,2014JJ00,2486.0
3540,A000716,10,2015JJ00,2550.0
3541,A000716,10,2016JJ00,2474.0
3542,A000716,20,1995JJ00,253.0
3543,A000716,20,1996JJ00,256.0
3544,A000716,20,1997JJ00,268.0
3545,A000716,20,1998JJ00,319.0
3546,A000716,20,1999JJ00,323.0
3547,A000716,20,2000JJ00,365.0
3548,A000716,20,2001JJ00,425.0
3549,A000716,20,2002JJ00,417.0
3550,A000716,20,2003JJ00,541.0
3551,A000716,20,2004JJ00,370.0
3552,A000716,20,2005JJ00,393.0
3553,A000716,20,2006JJ00,377.0
3554,A000716,20,2007JJ00,377.0
3555,A000716,20,2008JJ00,338.0
3556,A000716,20,2009JJ00,382.0
3557,A000716,20,2010JJ00,353.0
3558,A000716,20,2011JJ00,244.0
3559,A000716,20,2012JJ00,329.0
3560,A000716,20,2013JJ00,294.0
3561,A000716,20,2014JJ00,254.0
3562,A000716,20,2015JJ00,273.0
3563,A000716,20,2016JJ00,232.0
3564,A000716,30,1995JJ00,1199.0
3565,A000716,30,1996JJ00,1202.0
3566,A000716,30,1997JJ00,1222.0
3567,A000716,30,1998JJ00,1242.0
3568,A000716,30,1999JJ00,1319.0
3569,A000716,30,2000JJ00,1436.0
3570,A000716,30,2001JJ00,1614.0
3571,A000716,30,2002JJ00,1727.0
3572,A000716,30,2003JJ00,1905.0
3573,A000716,30,2004JJ00,1886.0
3574,A000716,30,2005JJ00,1828.0
3575,A000716,30,2006JJ00,1809.0
3576,A000716,30,2007JJ00,1878.0
3577,A000716,30,2008JJ00,2246.0
3578,A000716,30,2009JJ00,2441.0
3579,A000716,30,2010JJ00,2584.0
3580,A000716,30,2011JJ00,2654.0
3581,A000716,30,2012JJ00,2557.0
3582,A000716,30,2013JJ00,2478.0
3583,A000716,30,2014JJ00,2232.0
3584,A000716,30,2015JJ00,2277.0
3585,A000716,30,2016JJ00,2242.0
3586,A000716,40,1995JJ00,0.0
3587,A000716,40,1996JJ00,0.0
3588,A000716,40,1997JJ00,0.0
3589,A000716,40,1998JJ00,0.0
3590,A000716,40,1999JJ00,0.0
3591,A000716,40,2000JJ00,0.0
3592,A000716,40,2001JJ00,0.0
3593,A000716,40,2002JJ00,0.0
3594,A000716,40,2003JJ00,0.0
3595,A000716,40,2004JJ00,0.0
3596,A000716,40,2005JJ00,0.0
3597,A000716,40,2006JJ00,0.0
3598,A000716,40,2007JJ00,0.0
3599,A000716,40,2008JJ00,0.0
3600,A000716,40,2009JJ00,0.0
3601,A000716,40,2010JJ00,0.0
3602,A000716,40,2011JJ00,0.0
3603,A000716,40,2012JJ00,0.0
3604,A000716,40,2013JJ00,0.0
3605,A000716,40,2014JJ00,0.0
3606,A000716,40,2015JJ00,0.0
3607,A000716,40,2016JJ00,0.0
3608,A000717,10,1995JJ00,736.0
3609,A000717,10,1996JJ00,744.0
3610,A000717,10,1997JJ00,754.0
3611,A000717,10,1998JJ00,766.0
3612,A000717,10,1999JJ00,829.0
3613,A000717,10,2000JJ00,920.0
3614,A000717,10,2001JJ00,1045.0
3615,A000717,10,2002JJ00,1153.0
3616,A000717,10,2003JJ00,1385.0
3617,A000717,10,2004JJ00,1204.0
3618,A000717,10,2005JJ00,1175.0
3619,A000717,10,2006JJ00,1121.0
3620,A000717,10,2007JJ00,1128.0
3621,A000717,10,2008JJ00,1251.0
3622,A000717,10,2009JJ00,1407.0
3623,A000717,10,2010JJ00,1503.0
3624,A000717,10,2011JJ00,1596.0
3625,A000717,10,2012JJ00,1591.0
3626,A000717,10,2013JJ00,1553.0
3627,A000717,10,2014JJ00,1303.0
3628,A000717,10,2015JJ00,1308.0
3629,A000717,10,2016JJ00,1238.0
3630,A000717,20,1995JJ00,83.0
3631,A000717,20,1996JJ00,78.0
3632,A000717,20,1997JJ00,82.0
3633,A000717,20,1998JJ00,87.0
3634,A000717,20,1999JJ00,106.0
3635,A000717,20,2000JJ00,119.0
3636,A000717,20,2001JJ00,141.0
3637,A000717,20,2002JJ00,153.0
3638,A000717,20,2003JJ00,284.0
3639,A000717,20,2004JJ00,122.0
3640,A000717,20,2005JJ00,132.0
3641,A000717,20,2006JJ00,84.0
3642,A000717,20,2007JJ00,66.0
3643,A000717,20,2008JJ00,4.0
3644,A000717,20,2009JJ00,14.0
3645,A000717,20,2010JJ00,38.0
3646,A000717,20,2011JJ00,-18.0
3647,A000717,20,2012JJ00,83.0
3648,A000717,20,2013JJ00,43.0
3649,A000717,20,2014JJ00,37.0
3650,A000717,20,2015JJ00,49.0
3651,A000717,20,2016JJ00,26.0
3652,A000717,30,1995JJ00,653.0
3653,A000717,30,1996JJ00,666.0
3654,A000717,30,1997JJ00,672.0
3655,A000717,30,1998JJ00,679.0
3656,A000717,30,1999JJ00,723.0
3657,A000717,30,2000JJ00,801.0
3658,A000717,30,2001JJ00,904.0
3659,A000717,30,2002JJ00,1000.0
3660,A000717,30,2003JJ00,1101.0
3661,A000717,30,2004JJ00,1082.0
3662,A000717,30,2005JJ00,1043.0
3663,A000717,30,2006JJ00,1037.0
3664,A000717,30,2007JJ00,1062.0
3665,A000717,30,2008JJ00,1247.0
3666,A000717,30,2009JJ00,1393.0
3667,A000717,30,2010JJ00,1465.0
3668,A000717,30,2011JJ00,1614.0
3669,A000717,30,2012JJ00,1508.0
3670,A000717,30,2013JJ00,1510.0
3671,A000717,30,2014JJ00,1266.0
3672,A000717,30,2015JJ00,1259.0
3673,A000717,30,2016JJ00,1212.0
3674,A000717,40,1995JJ00,0.0
3675,A000717,40,1996JJ00,0.0
3676,A000717,40,1997JJ00,0.0
3677,A000717,40,1998JJ00,0.0
3678,A000717,40,1999JJ00,0.0
3679,A000717,40,2000JJ00,0.0
3680,A000717,40,2001JJ00,0.0
3681,A000717,40,2002JJ00,0.0
3682,A000717,40,2003JJ00,0.0
3683,A000717,40,2004JJ00,0.0
3684,A000717,40,2005JJ00,0.0
3685,A000717,40,2006JJ00,0.0
3686,A000717,40,2007JJ00,0.0
3687,A000717,40,2008JJ00,0.0
3688,A000717,40,2009JJ00,0.0
3689,A000717,40,2010JJ00,0.0
3690,A000717,40,2011JJ00,0.0
3691,A000717,40,2012JJ00,0.0
3692,A000717,40,2013JJ00,0.0
3693,A000717,40,2014JJ00,0.0
3694,A000717,40,2015JJ00,0.0
3695,A000717,40,2016JJ00,0.0
3696,A000718,10,1995JJ00,498.0
3697,A000718,10,1996JJ00,486.0
3698,A000718,10,1997JJ00,502.0
3699,A000718,10,1998JJ00,510.0
3700,A000718,10,1999JJ00,538.0
3701,A000718,10,2000JJ00,576.0
3702,A000718,10,2001JJ00,649.0
3703,A000718,10,2002JJ00,664.0
3704,A000718,10,2003JJ00,730.0
3705,A000718,10,2004JJ00,722.0
3706,A000718,10,2005JJ00,707.0
3707,A000718,10,2006JJ00,687.0
3708,A000718,10,2007JJ00,724.0
3709,A000718,10,2008JJ00,912.0
3710,A000718,10,2009JJ00,951.0
3711,A000718,10,2010JJ00,1019.0
3712,A000718,10,2011JJ00,933.0
3713,A000718,10,2012JJ00,931.0
3714,A000718,10,2013JJ00,891.0
3715,A000718,10,2014JJ00,887.0
3716,A000718,10,2015JJ00,933.0
3717,A000718,10,2016JJ00,903.0
3718,A000718,20,1995JJ00,7.0
3719,A000718,20,1996JJ00,5.0
3720,A000718,20,1997JJ00,9.0
3721,A000718,20,1998JJ00,8.0
3722,A000718,20,1999JJ00,8.0
3723,A000718,20,2000JJ00,13.0
3724,A000718,20,2001JJ00,16.0
3725,A000718,20,2002JJ00,13.0
3726,A000718,20,2003JJ00,8.0
3727,A000718,20,2004JJ00,1.0
3728,A000718,20,2005JJ00,2.0
3729,A000718,20,2006JJ00,5.0
3730,A000718,20,2007JJ00,8.0
3731,A000718,20,2008JJ00,16.0
3732,A000718,20,2009JJ00,23.0
3733,A000718,20,2010JJ00,26.0
3734,A000718,20,2011JJ00,19.0
3735,A000718,20,2012JJ00,-1.0
3736,A000718,20,2013JJ00,35.0
3737,A000718,20,2014JJ00,40.0
3738,A000718,20,2015JJ00,40.0
3739,A000718,20,2016JJ00,10.0
3740,A000718,30,1995JJ00,491.0
3741,A000718,30,1996JJ00,481.0
3742,A000718,30,1997JJ00,493.0
3743,A000718,30,1998JJ00,502.0
3744,A000718,30,1999JJ00,530.0
3745,A000718,30,2000JJ00,563.0
3746,A000718,30,2001JJ00,633.0
3747,A000718,30,2002JJ00,651.0
3748,A000718,30,2003JJ00,722.0
3749,A000718,30,2004JJ00,721.0
3750,A000718,30,2005JJ00,705.0
3751,A000718,30,2006JJ00,682.0
3752,A000718,30,2007JJ00,716.0
3753,A000718,30,2008JJ00,896.0
3754,A000718,30,2009JJ00,928.0
3755,A000718,30,2010JJ00,993.0
3756,A000718,30,2011JJ00,914.0
3757,A000718,30,2012JJ00,932.0
3758,A000718,30,2013JJ00,856.0
3759,A000718,30,2014JJ00,847.0
3760,A000718,30,2015JJ00,893.0
3761,A000718,30,2016JJ00,893.0
3762,A000718,40,1995JJ00,0.0
3763,A000718,40,1996JJ00,0.0
3764,A000718,40,1997JJ00,0.0
3765,A000718,40,1998JJ00,0.0
3766,A000718,40,1999JJ00,0.0
3767,A000718,40,2000JJ00,0.0
3768,A000718,40,2001JJ00,0.0
3769,A000718,40,2002JJ00,0.0
3770,A000718,40,2003JJ00,0.0
3771,A000718,40,2004JJ00,0.0
3772,A000718,40,2005JJ00,0.0
3773,A000718,40,2006JJ00,0.0
3774,A000718,40,2007JJ00,0.0
3775,A000718,40,2008JJ00,0.0
3776,A000718,40,2009JJ00,0.0
3777,A000718,40,2010JJ00,0.0
3778,A000718,40,2011JJ00,0.0
3779,A000718,40,2012JJ00,0.0
3780,A000718,40,2013JJ00,0.0
3781,A000718,40,2014JJ00,0.0
3782,A000718,40,2015JJ00,0.0
3783,A000718,40,2016JJ00,0.0
3784,A000719,10,1995JJ00,-2.0
3785,A000719,10,1996JJ00,-2.0
3786,A000719,10,1997JJ00,-2.0
3787,A000719,10,1998JJ00,-1.0
3788,A000719,10,1999JJ00,-2.0
3789,A000719,10,2000JJ00,-2.0
3790,A000719,10,2001JJ00,-2.0
3791,A000719,10,2002JJ00,-1.0
3792,A000719,10,2003JJ00,-2.0
3793,A000719,10,2004JJ00,-2.0
3794,A000719,10,2005JJ00,-2.0
3795,A000719,10,2006JJ00,-2.0
3796,A000719,10,2007JJ00,1.0
3797,A000719,10,2008JJ00,1.0
3798,A000719,10,2009JJ00,1.0
3799,A000719,10,2010JJ00,0.0
3800,A000719,10,2011JJ00,1.0
3801,A000719,10,2012JJ00,0.0
3802,A000719,10,2013JJ00,0.0
3803,A000719,10,2014JJ00,1.0
3804,A000719,10,2015JJ00,0.0
3805,A000719,10,2016JJ00,0.0
3806,A000719,20,1995JJ00,0.0
3807,A000719,20,1996JJ00,0.0
3808,A000719,20,1997JJ00,0.0
3809,A000719,20,1998JJ00,0.0
3810,A000719,20,1999JJ00,0.0
3811,A000719,20,2000JJ00,0.0
3812,A000719,20,2001JJ00,0.0
3813,A000719,20,2002JJ00,0.0
3814,A000719,20,2003JJ00,0.0
3815,A000719,20,2004JJ00,0.0
3816,A000719,20,2005JJ00,0.0
3817,A000719,20,2006JJ00,0.0
3818,A000719,20,2007JJ00,0.0
3819,A000719,20,2008JJ00,0.0
3820,A000719,20,2009JJ00,0.0
3821,A000719,20,2010JJ00,0.0
3822,A000719,20,2011JJ00,0.0
3823,A000719,20,2012JJ00,0.0
3824,A000719,20,2013JJ00,0.0
3825,A000719,20,2014JJ00,0.0
3826,A000719,20,2015JJ00,0.0
3827,A000719,20,2016JJ00,0.0
3828,A000719,30,1995JJ00,-2.0
3829,A000719,30,1996JJ00,-2.0
3830,A000719,30,1997JJ00,-2.0
3831,A000719,30,1998JJ00,-1.0
3832,A000719,30,1999JJ00,-2.0
3833,A000719,30,2000JJ00,-2.0
3834,A000719,30,2001JJ00,-2.0
3835,A000719,30,2002JJ00,-1.0
3836,A000719,30,2003JJ00,-2.0
3837,A000719,30,2004JJ00,-2.0
3838,A000719,30,2005JJ00,-2.0
3839,A000719,30,2006JJ00,-2.0
3840,A000719,30,2007JJ00,1.0
3841,A000719,30,2008JJ00,1.0
3842,A000719,30,2009JJ00,1.0
3843,A000719,30,2010JJ00,0.0
3844,A000719,30,2011JJ00,1.0
3845,A000719,30,2012JJ00,0.0
3846,A000719,30,2013JJ00,0.0
3847,A000719,30,2014JJ00,1.0
3848,A000719,30,2015JJ00,0.0
3849,A000719,30,2016JJ00,0.0
3850,A000719,40,1995JJ00,0.0
3851,A000719,40,1996JJ00,0.0
3852,A000719,40,1997JJ00,0.0
3853,A000719,40,1998JJ00,0.0
3854,A000719,40,1999JJ00,0.0
3855,A000719,40,2000JJ00,0.0
3856,A000719,40,2001JJ00,0.0
3857,A000719,40,2002JJ00,0.0
3858,A000719,40,2003JJ00,0.0
3859,A000719,40,2004JJ00,0.0
3860,A000719,40,2005JJ00,0.0
3861,A000719,40,2006JJ00,0.0
3862,A000719,40,2007JJ00,0.0
3863,A000719,40,2008JJ00,0.0
3864,A000719,40,2009JJ00,0.0
3865,A000719,40,2010JJ00,0.0
3866,A000719,40,2011JJ00,0.0
3867,A000719,40,2012JJ00,0.0
3868,A000719,40,2013JJ00,0.0
3869,A000719,40,2014JJ00,0.0
3870,A000719,40,2015JJ00,0.0
3871,A000719,40,2016JJ00,0.0
3872,A000720,10,1995JJ00,50.0
3873,A000720,10,1996JJ00,49.0
3874,A000720,10,1997JJ00,50.0
3875,A000720,10,1998JJ00,53.0
3876,A000720,10,1999JJ00,56.0
3877,A000720,10,2000JJ00,59.0
3878,A000720,10,2001JJ00,64.0
3879,A000720,10,2002JJ00,65.0
3880,A000720,10,2003JJ00,71.0
3881,A000720,10,2004JJ00,71.0
3882,A000720,10,2005JJ00,68.0
3883,A000720,10,2006JJ00,77.0
3884,A000720,10,2007JJ00,81.0
3885,A000720,10,2008JJ00,90.0
3886,A000720,10,2009JJ00,93.0
3887,A000720,10,2010JJ00,102.0
3888,A000720,10,2011JJ00,96.0
3889,A000720,10,2012JJ00,91.0
3890,A000720,10,2013JJ00,94.0
3891,A000720,10,2014JJ00,102.0
3892,A000720,10,2015JJ00,107.0
3893,A000720,10,2016JJ00,108.0
3894,A000720,20,1995JJ00,0.0
3895,A000720,20,1996JJ00,0.0
3896,A000720,20,1997JJ00,0.0
3897,A000720,20,1998JJ00,0.0
3898,A000720,20,1999JJ00,0.0
3899,A000720,20,2000JJ00,0.0
3900,A000720,20,2001JJ00,0.0
3901,A000720,20,2002JJ00,0.0
3902,A000720,20,2003JJ00,0.0
3903,A000720,20,2004JJ00,0.0
3904,A000720,20,2005JJ00,0.0
3905,A000720,20,2006JJ00,0.0
3906,A000720,20,2007JJ00,0.0
3907,A000720,20,2008JJ00,0.0
3908,A000720,20,2009JJ00,0.0
3909,A000720,20,2010JJ00,0.0
3910,A000720,20,2011JJ00,0.0
3911,A000720,20,2012JJ00,0.0
3912,A000720,20,2013JJ00,0.0
3913,A000720,20,2014JJ00,0.0
3914,A000720,20,2015JJ00,0.0
3915,A000720,20,2016JJ00,0.0
3916,A000720,30,1995JJ00,50.0
3917,A000720,30,1996JJ00,49.0
3918,A000720,30,1997JJ00,50.0
3919,A000720,30,1998JJ00,53.0
3920,A000720,30,1999JJ00,56.0
3921,A000720,30,2000JJ00,59.0
3922,A000720,30,2001JJ00,64.0
3923,A000720,30,2002JJ00,65.0
3924,A000720,30,2003JJ00,71.0
3925,A000720,30,2004JJ00,71.0
3926,A000720,30,2005JJ00,68.0
3927,A000720,30,2006JJ00,77.0
3928,A000720,30,2007JJ00,81.0
3929,A000720,30,2008JJ00,90.0
3930,A000720,30,2009JJ00,93.0
3931,A000720,30,2010JJ00,102.0
3932,A000720,30,2011JJ00,96.0
3933,A000720,30,2012JJ00,91.0
3934,A000720,30,2013JJ00,94.0
3935,A000720,30,2014JJ00,102.0
3936,A000720,30,2015JJ00,107.0
3937,A000720,30,2016JJ00,108.0
3938,A000720,40,1995JJ00,0.0
3939,A000720,40,1996JJ00,0.0
3940,A000720,40,1997JJ00,0.0
3941,A000720,40,1998JJ00,0.0
3942,A000720,40,1999JJ00,0.0
3943,A000720,40,2000JJ00,0.0
3944,A000720,40,2001JJ00,0.0
3945,A000720,40,2002JJ00,0.0
3946,A000720,40,2003JJ00,0.0
3947,A000720,40,2004JJ00,0.0
3948,A000720,40,2005JJ00,0.0
3949,A000720,40,2006JJ00,0.0
3950,A000720,40,2007JJ00,0.0
3951,A000720,40,2008JJ00,0.0
3952,A000720,40,2009JJ00,0.0
3953,A000720,40,2010JJ00,0.0
3954,A000720,40,2011JJ00,0.0
3955,A000720,40,2012JJ00,0.0
3956,A000720,40,2013JJ00,0.0
3957,A000720,40,2014JJ00,0.0
3958,A000720,40,2015JJ00,0.0
3959,A000720,40,2016JJ00,0.0
3960,A000721,10,1995JJ00,48.0
3961,A000721,10,1996JJ00,57.0
3962,A000721,10,1997JJ00,65.0
3963,A000721,10,1998JJ00,87.0
3964,A000721,10,1999JJ00,95.0
3965,A000721,10,2000JJ00,89.0
3966,A000721,10,2001JJ00,95.0
3967,A000721,10,2002JJ00,100.0
3968,A000721,10,2003JJ00,104.0
3969,A000721,10,2004JJ00,116.0
3970,A000721,10,2005JJ00,122.0
3971,A000721,10,2006JJ00,125.0
3972,A000721,10,2007JJ00,124.0
3973,A000721,10,2008JJ00,122.0
3974,A000721,10,2009JJ00,123.0
3975,A000721,10,2010JJ00,104.0
3976,A000721,10,2011JJ00,112.0
3977,A000721,10,2012JJ00,104.0
3978,A000721,10,2013JJ00,109.0
3979,A000721,10,2014JJ00,104.0
3980,A000721,10,2015JJ00,107.0
3981,A000721,10,2016JJ00,110.0
3982,A000721,20,1995JJ00,47.0
3983,A000721,20,1996JJ00,56.0
3984,A000721,20,1997JJ00,63.0
3985,A000721,20,1998JJ00,85.0
3986,A000721,20,1999JJ00,93.0
3987,A000721,20,2000JJ00,88.0
3988,A000721,20,2001JJ00,92.0
3989,A000721,20,2002JJ00,97.0
3990,A000721,20,2003JJ00,101.0
3991,A000721,20,2004JJ00,113.0
3992,A000721,20,2005JJ00,119.0
3993,A000721,20,2006JJ00,121.0
3994,A000721,20,2007JJ00,121.0
3995,A000721,20,2008JJ00,122.0
3996,A000721,20,2009JJ00,120.0
3997,A000721,20,2010JJ00,104.0
3998,A000721,20,2011JJ00,109.0
3999,A000721,20,2012JJ00,102.0
4000,A000721,20,2013JJ00,106.0
4001,A000721,20,2014JJ00,100.0
4002,A000721,20,2015JJ00,101.0
4003,A000721,20,2016JJ00,104.0
4004,A000721,30,1995JJ00,1.0
4005,A000721,30,1996JJ00,1.0
4006,A000721,30,1997JJ00,2.0
4007,A000721,30,1998JJ00,2.0
4008,A000721,30,1999JJ00,2.0
4009,A000721,30,2000JJ00,1.0
4010,A000721,30,2001JJ00,3.0
4011,A000721,30,2002JJ00,3.0
4012,A000721,30,2003JJ00,3.0
4013,A000721,30,2004JJ00,3.0
4014,A000721,30,2005JJ00,3.0
4015,A000721,30,2006JJ00,4.0
4016,A000721,30,2007JJ00,3.0
4017,A000721,30,2008JJ00,0.0
4018,A000721,30,2009JJ00,3.0
4019,A000721,30,2010JJ00,0.0
4020,A000721,30,2011JJ00,3.0
4021,A000721,30,2012JJ00,2.0
4022,A000721,30,2013JJ00,3.0
4023,A000721,30,2014JJ00,4.0
4024,A000721,30,2015JJ00,6.0
4025,A000721,30,2016JJ00,6.0
4026,A000721,40,1995JJ00,0.0
4027,A000721,40,1996JJ00,0.0
4028,A000721,40,1997JJ00,0.0
4029,A000721,40,1998JJ00,0.0
4030,A000721,40,1999JJ00,0.0
4031,A000721,40,2000JJ00,0.0
4032,A000721,40,2001JJ00,0.0
4033,A000721,40,2002JJ00,0.0
4034,A000721,40,2003JJ00,0.0
4035,A000721,40,2004JJ00,0.0
4036,A000721,40,2005JJ00,0.0
4037,A000721,40,2006JJ00,0.0
4038,A000721,40,2007JJ00,0.0
4039,A000721,40,2008JJ00,0.0
4040,A000721,40,2009JJ00,0.0
4041,A000721,40,2010JJ00,0.0
4042,A000721,40,2011JJ00,0.0
4043,A000721,40,2012JJ00,0.0
4044,A000721,40,2013JJ00,0.0
4045,A000721,40,2014JJ00,0.0
4046,A000721,40,2015JJ00,0.0
4047,A000721,40,2016JJ00,0.0
4048,A000722,10,1995JJ00,122.0
4049,A000722,10,1996JJ00,124.0
4050,A000722,10,1997JJ00,121.0
4051,A000722,10,1998JJ00,146.0
4052,A000722,10,1999JJ00,126.0
4053,A000722,10,2000JJ00,159.0
4054,A000722,10,2001JJ00,188.0
4055,A000722,10,2002JJ00,163.0
4056,A000722,10,2003JJ00,158.0
4057,A000722,10,2004JJ00,145.0
4058,A000722,10,2005JJ00,151.0
4059,A000722,10,2006JJ00,178.0
4060,A000722,10,2007JJ00,197.0
4061,A000722,10,2008JJ00,208.0
4062,A000722,10,2009JJ00,248.0
4063,A000722,10,2010JJ00,209.0
4064,A000722,10,2011JJ00,160.0
4065,A000722,10,2012JJ00,169.0
4066,A000722,10,2013JJ00,125.0
4067,A000722,10,2014JJ00,89.0
4068,A000722,10,2015JJ00,95.0
4069,A000722,10,2016JJ00,115.0
4070,A000722,20,1995JJ00,116.0
4071,A000722,20,1996JJ00,117.0
4072,A000722,20,1997JJ00,114.0
4073,A000722,20,1998JJ00,139.0
4074,A000722,20,1999JJ00,116.0
4075,A000722,20,2000JJ00,145.0
4076,A000722,20,2001JJ00,176.0
4077,A000722,20,2002JJ00,154.0
4078,A000722,20,2003JJ00,148.0
4079,A000722,20,2004JJ00,134.0
4080,A000722,20,2005JJ00,140.0
4081,A000722,20,2006JJ00,167.0
4082,A000722,20,2007JJ00,182.0
4083,A000722,20,2008JJ00,196.0
4084,A000722,20,2009JJ00,225.0
4085,A000722,20,2010JJ00,185.0
4086,A000722,20,2011JJ00,134.0
4087,A000722,20,2012JJ00,145.0
4088,A000722,20,2013JJ00,110.0
4089,A000722,20,2014JJ00,77.0
4090,A000722,20,2015JJ00,83.0
4091,A000722,20,2016JJ00,92.0
4092,A000722,30,1995JJ00,6.0
4093,A000722,30,1996JJ00,7.0
4094,A000722,30,1997JJ00,7.0
4095,A000722,30,1998JJ00,7.0
4096,A000722,30,1999JJ00,10.0
4097,A000722,30,2000JJ00,14.0
4098,A000722,30,2001JJ00,12.0
4099,A000722,30,2002JJ00,9.0
4100,A000722,30,2003JJ00,10.0
4101,A000722,30,2004JJ00,11.0
4102,A000722,30,2005JJ00,11.0
4103,A000722,30,2006JJ00,11.0
4104,A000722,30,2007JJ00,15.0
4105,A000722,30,2008JJ00,12.0
4106,A000722,30,2009JJ00,23.0
4107,A000722,30,2010JJ00,24.0
4108,A000722,30,2011JJ00,26.0
4109,A000722,30,2012JJ00,24.0
4110,A000722,30,2013JJ00,15.0
4111,A000722,30,2014JJ00,12.0
4112,A000722,30,2015JJ00,12.0
4113,A000722,30,2016JJ00,23.0
4114,A000722,40,1995JJ00,0.0
4115,A000722,40,1996JJ00,0.0
4116,A000722,40,1997JJ00,0.0
4117,A000722,40,1998JJ00,0.0
4118,A000722,40,1999JJ00,0.0
4119,A000722,40,2000JJ00,0.0
4120,A000722,40,2001JJ00,0.0
4121,A000722,40,2002JJ00,0.0
4122,A000722,40,2003JJ00,0.0
4123,A000722,40,2004JJ00,0.0
4124,A000722,40,2005JJ00,0.0
4125,A000722,40,2006JJ00,0.0
4126,A000722,40,2007JJ00,0.0
4127,A000722,40,2008JJ00,0.0
4128,A000722,40,2009JJ00,0.0
4129,A000722,40,2010JJ00,0.0
4130,A000722,40,2011JJ00,0.0
4131,A000722,40,2012JJ00,0.0
4132,A000722,40,2013JJ00,0.0
4133,A000722,40,2014JJ00,0.0
4134,A000722,40,2015JJ00,0.0
4135,A000722,40,2016JJ00,0.0
4136,A000723,10,1995JJ00,14600.0
4137,A000723,10,1996JJ00,14401.0
