ID,Energie,Perioden,Invoerwaarde_1,Uitvoerwaarde_2
0,11,1996MM01,903503.0,1099602.0
1,11,1996MM02,811467.0,1061133.0
2,11,1996MM03,867150.0,1165039.0
3,11,1996MM04,964179.0,980238.0
4,11,1996MM05,921469.0,933000.0
5,11,1996MM06,818394.0,871592.0
6,11,1996MM07,946131.0,917466.0
7,11,1996MM08,956910.0,829509.0
8,11,1996MM09,961854.0,993086.0
9,11,1996MM10,1183195.0,1043720.0
10,11,1996MM11,1243199.0,1163253.0
11,11,1996MM12,1244352.0,1443279.0
12,11,1996JJ00,11821803.0,12500917.0
13,11,1997MM01,1263841.0,1483249.0
14,11,1997MM02,1126234.0,1125071.0
15,11,1997MM03,1040008.0,1118335.0
16,11,1997MM04,1110823.0,1093773.0
17,11,1997MM05,1066906.0,1049745.0
18,11,1997MM06,1027142.0,977179.0
19,11,1997MM07,1162268.0,999311.0
20,11,1997MM08,1229567.0,1029595.0
21,11,1997MM09,1030812.0,997239.0
22,11,1997MM10,1137364.0,1106575.0
23,11,1997MM11,1035745.0,1165709.0
24,11,1997MM12,950523.0,1201012.0
25,11,1997JJ00,13181233.0,13346793.0
26,11,1998MM01,1008859.0,1176331.0
27,11,1998MM02,923307.0,987442.0
28,11,1998MM03,934229.0,1101516.0
29,11,1998MM04,919552.0,959305.0
30,11,1998MM05,860100.0,834851.0
31,11,1998MM06,811871.0,801711.0
32,11,1998MM07,831350.0,845805.0
33,11,1998MM08,845890.0,793236.0
34,11,1998MM09,836797.0,787705.0
35,11,1998MM10,795463.0,846103.0
36,11,1998MM11,659308.0,920790.0
37,11,1998MM12,683001.0,945665.0
38,11,1998JJ00,10109727.0,11000460.0
39,11,1999MM01,782082.0,868630.0
40,11,1999MM02,662335.0,829362.0
41,11,1999MM03,863192.0,940820.0
42,11,1999MM04,904446.0,864601.0
43,11,1999MM05,941917.0,784177.0
44,11,1999MM06,946044.0,801347.0
45,11,1999MM07,1166749.0,867311.0
46,11,1999MM08,1067870.0,969127.0
47,11,1999MM09,1245918.0,1022887.0
48,11,1999MM10,1210834.0,1153668.0
49,11,1999MM11,1368458.0,1363257.0
50,11,1999MM12,1498540.0,1572161.0
51,11,1999JJ00,12658385.0,12037348.0
52,11,2000MM01,1676335.0,1635747.0
53,11,2000MM02,1779022.0,1695071.0
54,11,2000MM03,1633954.0,1736994.0
55,11,2000MM04,1624734.0,1554095.0
56,11,2000MM05,1726188.0,1651107.0
57,11,2000MM06,2030601.0,1661442.0
58,11,2000MM07,2011803.0,1751460.0
59,11,2000MM08,1837650.0,1718696.0
60,11,2000MM09,2294625.0,1834642.0
61,11,2000MM10,2122927.0,1991927.0
62,11,2000MM11,2163550.0,2184815.0
63,11,2000MM12,2023990.0,2026988.0
64,11,2000JJ00,22925379.0,21442984.0
65,11,2001MM01,2061056.0,2316325.0
66,11,2001MM02,1791399.0,2057360.0
67,11,2001MM03,2028620.0,2131895.0
68,11,2001MM04,1928278.0,2216432.0
69,11,2001MM05,2234956.0,2216017.0
70,11,2001MM06,2043682.0,1864355.0
71,11,2001MM07,2067987.0,1806194.0
72,11,2001MM08,1975651.0,1767091.0
73,11,2001MM09,1794104.0,1888455.0
74,11,2001MM10,1578711.0,1778113.0
75,11,2001MM11,1676300.0,1772509.0
76,11,2001MM12,1597022.0,1831337.0
77,11,2001JJ00,22777766.0,23646083.0
78,11,2002MM01,1588485.0,1802156.0
79,11,2002MM02,1688543.0,1630870.0
80,11,2002MM03,1964577.0,1847180.0
81,11,2002MM04,1815000.0,1765670.0
82,11,2002MM05,1942141.0,1684053.0
83,11,2002MM06,1846152.0,1691290.0
84,11,2002MM07,1544338.0,1542671.0
85,11,2002MM08,1785750.0,1513088.0
86,11,2002MM09,1828098.0,1764082.0
87,11,2002MM10,1946125.0,1854750.0
88,11,2002MM11,1741686.0,1635558.0
89,11,2002MM12,2039320.0,2173731.0
90,11,2002JJ00,21730215.0,20905099.0
91,11,2003MM01,1939184.0,2185080.0
92,11,2003MM02,1940689.0,2136917.0
93,11,2003MM03,2175570.0,2121789.0
94,11,2003MM04,1941544.0,1588809.0
95,11,2003MM05,1761422.0,1524219.0
96,11,2003MM06,1790178.0,1532435.0
97,11,2003MM07,1788330.0,1527532.0
98,11,2003MM08,2029570.0,1486054.0
99,11,2003MM09,1731192.0,1483832.0
100,11,2003MM10,1801022.0,1950319.0
101,11,2003MM11,1709818.0,1813506.0
102,11,2003MM12,1876421.0,1964054.0
103,11,2003JJ00,22484940.0,21314546.0
104,11,2004MM01,1921389.0,2010577.0
105,11,2004MM02,1868096.0,1874054.0
106,11,2004MM03,2130672.0,2078311.0
107,11,2004MM04,2052718.0,1824085.0
108,11,2004MM05,2283554.0,1928987.0
109,11,2004MM06,2377168.0,1782864.0
110,11,2004MM07,2452264.0,2013819.0
111,11,2004MM08,2768416.0,2056934.0
112,11,2004MM09,2609345.0,2135515.0
113,11,2004MM10,2694922.0,2379893.0
114,11,2004MM11,2531748.0,2391715.0
115,11,2004MM12,2427331.0,2435514.0
116,11,2004JJ00,28117623.0,24912268.0
117,11,2005MM01,2548585.0,2613809.0
118,11,2005MM02,2478658.0,2441823.0
119,11,2005MM03,3067190.0,2520903.0
120,11,2005MM04,2884094.0,2628895.0
121,11,2005MM05,2919182.0,2535766.0
122,11,2005MM06,3012669.0,2380371.0
123,11,2005MM07,3370679.0,2515873.0
124,11,2005MM08,3426580.0,2721101.0
125,11,2005MM09,3541570.0,2998720.0
126,11,2005MM10,3639614.0,3101015.0
127,11,2005MM11,3668338.0,3505450.0
128,11,2005MM12,3701985.0,3623138.0
129,11,2005JJ00,38259144.0,33586864.0
130,11,2006MM01,4024177.0,3932760.0
131,11,2006MM02,3523597.0,3785515.0
132,11,2006MM03,4122623.0,4434634.0
133,11,2006MM04,3883684.0,3756251.0
134,11,2006MM05,4407970.0,3563252.0
135,11,2006MM06,4338637.0,3585101.0
136,11,2006MM07,4478830.0,3426354.0
137,11,2006MM08,4698177.0,3813223.0
138,11,2006MM09,4165039.0,3196458.0
139,11,2006MM10,4227432.0,3670283.0
140,11,2006MM11,3770741.0,3730721.0
141,11,2006MM12,3678331.0,3974107.0
142,11,2006JJ00,49319238.0,44868659.0
143,11,2007MM01,3651605.0,3521142.0
144,11,2007MM02,3603218.0,3326239.0
145,11,2007MM03,3978032.0,3513457.0
146,11,2007MM04,4063375.0,3582759.0
147,11,2007MM05,4645687.0,3498197.0
148,11,2007MM06,4183116.0,3559222.0
149,11,2007MM07,4333949.0,3707030.0
150,11,2007MM08,4406154.0,3639606.0
151,11,2007MM09,4390434.0,3793288.0
152,11,2007MM10,4217665.0,4313129.0
153,11,2007MM11,5091177.0,4844425.0
154,11,2007MM12,4857710.0,5034958.0
155,11,2007JJ00,51422122.0,46333452.0
156,11,2008MM01,5119676.0,4903668.0
157,11,2008MM02,4737614.0,5027883.0
158,11,2008MM03,5425255.0,5145502.0
159,11,2008MM04,5195396.0,5370230.0
160,11,2008MM05,5779583.0,4767547.0
161,11,2008MM06,6298652.0,5455023.0
162,11,2008MM07,6175944.0,5237924.0
163,11,2008MM08,6217653.0,5357557.0
164,11,2008MM09,6086619.0,5403917.0
165,11,2008MM10,5060250.0,5437243.0
166,11,2008MM11,3950207.0,4408174.0
167,11,2008MM12,3096398.0,3867326.0
168,11,2008JJ00,63143247.0,60381994.0
169,11,2009MM01,3287215.0,4120723.0
170,11,2009MM02,2970037.0,3651816.0
171,11,2009MM03,3436547.0,3345040.0
172,11,2009MM04,3339099.0,3002763.0
173,11,2009MM05,3661160.0,3090877.0
174,11,2009MM06,3675026.0,2821673.0
175,11,2009MM07,3917675.0,3212056.0
176,11,2009MM08,3942501.0,3352410.0
177,11,2009MM09,3848079.0,3206144.0
178,11,2009MM10,3993974.0,3464947.0
179,11,2009MM11,3977059.0,3820635.0
180,11,2009MM12,4406890.0,3959591.0
181,11,2009JJ00,44455262.0,41048675.0
182,11,2010MM01,4827736.0,4183320.0
183,11,2010MM02,4507189.0,4285128.0
184,11,2010MM03,5249062.0,4874043.0
185,11,2010MM04,5009908.0,4317950.0
186,11,2010MM05,5195771.0,4374064.0
187,11,2010MM06,5079423.0,4178154.0
188,11,2010MM07,5531062.0,4417888.0
189,11,2010MM08,5109363.0,4458840.0
190,11,2010MM09,4773753.0,4419393.0
191,11,2010MM10,5347125.0,4625557.0
192,11,2010MM11,5379543.0,5126943.0
193,11,2010MM12,6114549.0,5842767.0
194,11,2010JJ00,62124484.0,55104047.0
195,11,2011MM01,6346091.0,6002001.0
196,11,2011MM02,5900935.0,6050704.0
197,11,2011MM03,7265533.0,6562786.0
198,11,2011MM04,6115096.0,6374603.0
199,11,2011MM05,7062343.0,5710285.0
200,11,2011MM06,7027841.0,5449212.0
201,11,2011MM07,6644644.0,5671972.0
202,11,2011MM08,7359822.0,5678734.0
203,11,2011MM09,7192534.0,5673383.0
204,11,2011MM10,7065705.0,5988141.0
205,11,2011MM11,7788175.0,6916246.0
206,11,2011MM12,6934803.0,6997338.0
207,11,2011JJ00,82703522.0,73075405.0
208,11,2012MM01,7492202.0,7420119.0
209,11,2012MM02,8478866.0,7757720.0
210,11,2012MM03,8748316.0,7426572.0
211,11,2012MM04,8382956.0,7621181.0
212,11,2012MM05,8414863.0,7201402.0
213,11,2012MM06,7501787.0,6378168.0
214,11,2012MM07,8031203.0,6741755.0
215,11,2012MM08,9198243.0,6600515.0
216,11,2012MM09,8500998.0,7133484.0
217,11,2012MM10,9260617.0,8128271.0
218,11,2012MM11,9494903.0,7937433.0
219,11,2012MM12,8791918.0,7760865.0
220,11,2012JJ00,102296872.0,88107485.0
221,11,2013MM01,8568871.0,8074259.0
222,11,2013MM02,8570002.0,7662975.0
223,11,2013MM03,8066695.0,8285029.0
224,11,2013MM04,7800532.0,7152252.0
225,11,2013MM05,8136832.0,7593728.0
226,11,2013MM06,7713839.0,6720641.0
227,11,2013MM07,7986953.0,7060205.0
228,11,2013MM08,7479868.0,6776618.0
229,11,2013MM09,7917564.0,6361591.0
230,11,2013MM10,8055845.0,7466449.0
231,11,2013MM11,7490221.0,7460457.0
232,11,2013MM12,7648109.0,7121340.0
233,11,2013JJ00,95435332.0,87735544.0
234,11,2014MM01,7736798.0,7651490.0
235,11,2014MM02,6895711.0,6837525.0
236,11,2014MM03,7500660.0,6512369.0
237,11,2014MM04,7265999.0,6726057.0
238,11,2014MM05,7831918.0,5986591.0
239,11,2014MM06,6964026.0,6007523.0
240,11,2014MM07,7660324.0,6155017.0
241,11,2014MM08,7037419.0,5478583.0
242,11,2014MM09,6750410.0,5945955.0
243,11,2014MM10,6423874.0,6313637.0
244,11,2014MM11,5632715.0,6040223.0
245,11,2014MM12,5455917.0,5834771.0
246,11,2014JJ00,83155771.0,75489740.0
247,11,2015MM01,4806528.0,5239362.0
248,11,2015MM02,4855472.0,5337947.0
249,11,2015MM03,5990350.0,5854191.0
250,11,2015MM04,6000597.0,5354040.0
251,11,2015MM05,6532479.0,4942080.0
252,11,2015MM06,6104264.0,5323956.0
253,11,2015MM07,5951165.0,4867608.0
254,11,2015MM08,5389324.0,4384429.0
255,11,2015MM09,5161036.0,4220160.0
256,11,2015MM10,5109198.0,4383726.0
257,11,2015MM11,4295487.0,4034767.0
258,11,2015MM12,4406008.0,4456398.0
259,11,2015JJ00,64601909.0,58398663.0
260,11,2016MM01,3792690.0,3924378.0
261,11,2016MM02,3725896.0,3746788.0
262,11,2016MM03,3967283.0,4012188.0
263,11,2016MM04,4351035.0,4052452.0
264,11,2016MM05,4770483.0,4213972.0
265,11,2016MM06,4634293.0,4197597.0
266,11,2016MM07,4768976.0,4175021.0
267,11,2016MM08,4439980.0,4136808.0
268,11,2016MM09,4665125.0,4208019.0
269,11,2016MM10,5281942.0,4906891.0
270,11,2016MM11,5089095.0,5209583.0
271,11,2016MM12,5541510.0,5494503.0
272,11,2016JJ00,55028308.0,52278201.0
273,11,2017MM01,6149255.0,5832585.0
274,11,2017MM02,5715797.0,5888592.0
275,11,2017MM03,6031453.0,5661682.0
276,11,2017MM04,5589153.0,4815659.0
277,11,2017MM05,5418389.0,5163336.0
278,11,2017MM06,5175274.0,4865816.0
279,11,2017MM07,4856460.0,4646994.0
280,11,2017MM08,5149131.0,4333729.0
281,11,2017MM09,4973549.0,4875544.0
282,11,2017MM10,5146399.0,4924944.0
283,11,2017MM11,6159098.0,5451230.0
284,11,2017MM12,6256430.0,5790470.0
285,11,2017JJ00,66620388.0,62250581.0
286,11,2018MM01,6807265.0,5862183.0
287,11,2018MM02,6377224.0,5828935.0
288,11,2018MM03,6360635.0,5721427.0
289,11,2018MM04,6027614.0,5156774.0
290,11,2018MM05,6410691.0,6212165.0
291,11,2018MM06,6429141.0,5445514.0
292,11,2018JJ00,38412571.0,34226998.0
293,12,1996MM01,552143.0,5142.0
294,12,1996MM02,513186.0,7066.0
295,12,1996MM03,529819.0,4849.0
296,12,1996MM04,640608.0,5473.0
297,12,1996MM05,610611.0,5685.0
298,12,1996MM06,526208.0,4862.0
299,12,1996MM07,578553.0,5389.0
300,12,1996MM08,581045.0,8753.0
301,12,1996MM09,563419.0,4543.0
302,12,1996MM10,643629.0,7121.0
303,12,1996MM11,731641.0,6477.0
304,12,1996MM12,772198.0,6748.0
305,12,1996JJ00,7243060.0,72108.0
306,12,1997MM01,735237.0,4742.0
307,12,1997MM02,580562.0,4517.0
308,12,1997MM03,584808.0,5100.0
309,12,1997MM04,662950.0,180.0
310,12,1997MM05,621987.0,555.0
311,12,1997MM06,563623.0,968.0
312,12,1997MM07,669160.0,5080.0
313,12,1997MM08,707437.0,56.0
314,12,1997MM09,572309.0,4981.0
315,12,1997MM10,695850.0,0.0
316,12,1997MM11,593579.0,223.0
317,12,1997MM12,550440.0,0.0
318,12,1997JJ00,7537942.0,26402.0
319,12,1998MM01,560215.0,0.0
320,12,1998MM02,511776.0,158.0
321,12,1998MM03,451991.0,10.0
322,12,1998MM04,466540.0,0.0
323,12,1998MM05,470502.0,256.0
324,12,1998MM06,366302.0,115.0
325,12,1998MM07,370883.0,0.0
326,12,1998MM08,479512.0,0.0
327,12,1998MM09,440266.0,0.0
328,12,1998MM10,425284.0,0.0
329,12,1998MM11,321494.0,0.0
330,12,1998MM12,319301.0,580.0
331,12,1998JJ00,5184066.0,1119.0
332,12,1999MM01,425406.0,0.0
333,12,1999MM02,301069.0,0.0
334,12,1999MM03,448102.0,0.0
335,12,1999MM04,520742.0,0.0
336,12,1999MM05,518889.0,0.0
337,12,1999MM06,526643.0,0.0
338,12,1999MM07,705778.0,0.0
339,12,1999MM08,590189.0,0.0
340,12,1999MM09,747215.0,114.0
341,12,1999MM10,714071.0,460.0
342,12,1999MM11,836056.0,0.0
343,12,1999MM12,862874.0,265.0
344,12,1999JJ00,7197034.0,839.0
345,12,2000MM01,964007.0,168.0
346,12,2000MM02,1163058.0,1077.0
347,12,2000MM03,910302.0,614.0
348,12,2000MM04,845237.0,0.0
349,12,2000MM05,1008385.0,250.0
350,12,2000MM06,1095359.0,261.0
351,12,2000MM07,1148748.0,0.0
352,12,2000MM08,1034448.0,264.0
353,12,2000MM09,1402517.0,409.0
354,12,2000MM10,1309557.0,293.0
355,12,2000MM11,1309460.0,293.0
356,12,2000MM12,1089085.0,293.0
357,12,2000JJ00,13280163.0,3922.0
358,12,2001MM01,1167254.0,325.0
359,12,2001MM02,901085.0,456.0
360,12,2001MM03,1220010.0,531.0
361,12,2001MM04,1023281.0,3071.0
362,12,2001MM05,1141514.0,1675.0
363,12,2001MM06,1081436.0,963.0
364,12,2001MM07,1130494.0,4772.0
365,12,2001MM08,1042529.0,212.0
366,12,2001MM09,1019969.0,161.0
367,12,2001MM10,815743.0,513.0
368,12,2001MM11,861012.0,109.0
369,12,2001MM12,840961.0,3601.0
370,12,2001JJ00,12245288.0,16389.0
371,12,2002MM01,799137.0,0.0
372,12,2002MM02,836997.0,0.0
373,12,2002MM03,1071036.0,0.0
374,12,2002MM04,792876.0,0.0
375,12,2002MM05,945100.0,0.0
376,12,2002MM06,831603.0,0.0
377,12,2002MM07,797044.0,0.0
378,12,2002MM08,960794.0,0.0
379,12,2002MM09,880862.0,0.0
380,12,2002MM10,954146.0,0.0
381,12,2002MM11,834345.0,0.0
382,12,2002MM12,994670.0,0.0
383,12,2002JJ00,10698610.0,0.0
384,12,2003MM01,944066.0,0.0
385,12,2003MM02,983591.0,0.0
386,12,2003MM03,1029313.0,0.0
387,12,2003MM04,906444.0,0.0
388,12,2003MM05,762864.0,0.0
389,12,2003MM06,840710.0,0.0
390,12,2003MM07,912166.0,0.0
391,12,2003MM08,1098421.0,231.0
392,12,2003MM09,846778.0,60.0
393,12,2003MM10,845032.0,10916.0
394,12,2003MM11,747224.0,5.0
395,12,2003MM12,896285.0,0.0
396,12,2003JJ00,10812894.0,11212.0
397,12,2004MM01,1013316.0,876.0
398,12,2004MM02,922152.0,1172.0
399,12,2004MM03,1029732.0,1659.0
400,12,2004MM04,997128.0,876.0
401,12,2004MM05,1223614.0,2865.0
402,12,2004MM06,1161635.0,0.0
403,12,2004MM07,1184165.0,0.0
404,12,2004MM08,1337453.0,5965.0
405,12,2004MM09,1191651.0,0.0
406,12,2004MM10,1210393.0,0.0
407,12,2004MM11,1057050.0,2215.0
408,12,2004MM12,1020822.0,12716.0
409,12,2004JJ00,13349111.0,28344.0
410,12,2005MM01,1222268.0,1.0
411,12,2005MM02,1081823.0,0.0
412,12,2005MM03,1525773.0,378.0
413,12,2005MM04,1285268.0,0.0
414,12,2005MM05,1510848.0,6376.0
415,12,2005MM06,1621934.0,0.0
416,12,2005MM07,1729787.0,18588.0
417,12,2005MM08,1802574.0,14681.0
418,12,2005MM09,1696016.0,7.0
419,12,2005MM10,1782926.0,0.0
420,12,2005MM11,1793194.0,0.0
421,12,2005MM12,1918102.0,0.0
422,12,2005JJ00,18970513.0,40031.0
423,12,2006MM01,1963336.0,6168.0
424,12,2006MM02,1738106.0,0.0
425,12,2006MM03,2045214.0,13347.0
426,12,2006MM04,1671477.0,7176.0
427,12,2006MM05,2010444.0,7336.0
428,12,2006MM06,2036196.0,7882.0
429,12,2006MM07,2031826.0,7123.0
430,12,2006MM08,2147345.0,7433.0
431,12,2006MM09,1871202.0,13804.0
432,12,2006MM10,1948980.0,22205.0
433,12,2006MM11,1794243.0,14937.0
434,12,2006MM12,1634768.0,14487.0
435,12,2006JJ00,22893137.0,121898.0
436,12,2007MM01,1562935.0,5794.0
437,12,2007MM02,1464423.0,12383.0
438,12,2007MM03,1544647.0,0.0
439,12,2007MM04,1805640.0,13694.0
440,12,2007MM05,1868387.0,6335.0
441,12,2007MM06,1723244.0,6937.0
442,12,2007MM07,1904166.0,7872.0
443,12,2007MM08,1996000.0,6579.0
444,12,2007MM09,2073410.0,7037.0
445,12,2007MM10,1853147.0,6764.0
446,12,2007MM11,2447806.0,9001.0
447,12,2007MM12,2354978.0,17766.0
448,12,2007JJ00,22598783.0,100162.0
449,12,2008MM01,2494930.0,8701.0
450,12,2008MM02,2156376.0,9817.0
451,12,2008MM03,2626359.0,18114.0
452,12,2008MM04,2436371.0,28955.0
453,12,2008MM05,2919739.0,21728.0
454,12,2008MM06,3035657.0,20326.0
455,12,2008MM07,2930246.0,11356.0
456,12,2008MM08,2951533.0,32407.0
457,12,2008MM09,2767775.0,18749.0
458,12,2008MM10,1934644.0,22734.0
459,12,2008MM11,1453618.0,0.0
460,12,2008MM12,1058425.0,5864.0
461,12,2008JJ00,28765673.0,198751.0
462,12,2009MM01,1207277.0,0.0
463,12,2009MM02,1060735.0,14228.0
464,12,2009MM03,1348717.0,0.0
465,12,2009MM04,1310484.0,0.0
466,12,2009MM05,1514490.0,11098.0
467,12,2009MM06,1486852.0,0.0
468,12,2009MM07,1646330.0,0.0
469,12,2009MM08,1848318.0,0.0
470,12,2009MM09,1656410.0,21949.0
471,12,2009MM10,1807367.0,13840.0
472,12,2009MM11,1773811.0,15808.0
473,12,2009MM12,1903837.0,16711.0
474,12,2009JJ00,18564628.0,93634.0
475,12,2010MM01,2194127.0,23678.0
476,12,2010MM02,2017311.0,30068.0
477,12,2010MM03,2273708.0,11624.0
478,12,2010MM04,2291037.0,8242.0
479,12,2010MM05,2252888.0,11883.0
480,12,2010MM06,2327906.0,21397.0
481,12,2010MM07,2494698.0,1046.0
482,12,2010MM08,2193724.0,195.0
483,12,2010MM09,1844417.0,3413.0
484,12,2010MM10,2252357.0,8286.0
485,12,2010MM11,2320124.0,8378.0
486,12,2010MM12,2641271.0,8440.0
487,12,2010JJ00,27103568.0,136650.0
488,12,2011MM01,2747104.0,1429.0
489,12,2011MM02,2283925.0,154.0
490,12,2011MM03,2744510.0,39142.0
491,12,2011MM04,2235753.0,352.0
492,12,2011MM05,2827773.0,161.0
493,12,2011MM06,2899653.0,490.0
494,12,2011MM07,2837636.0,150.0
495,12,2011MM08,2978663.0,2734.0
496,12,2011MM09,2812954.0,118.0
497,12,2011MM10,2547179.0,116.0
498,12,2011MM11,2877436.0,157.0
499,12,2011MM12,3168286.0,123.0
500,12,2011JJ00,32960872.0,45126.0
501,12,2012MM01,3033766.0,
502,12,2012MM02,3779545.0,
503,12,2012MM03,3518215.0,
504,12,2012MM04,3310407.0,
505,12,2012MM05,3880195.0,
506,12,2012MM06,2708971.0,
507,12,2012MM07,3498483.0,
508,12,2012MM08,4107686.0,
509,12,2012MM09,3755405.0,
510,12,2012MM10,3358982.0,
511,12,2012MM11,3340534.0,
512,12,2012MM12,3651980.0,
513,12,2012JJ00,41944169.0,
514,12,2013MM01,3672155.0,
515,12,2013MM02,3577829.0,
516,12,2013MM03,3203396.0,
517,12,2013MM04,3297229.0,
518,12,2013MM05,3205702.0,
519,12,2013MM06,3301539.0,
520,12,2013MM07,3272908.0,
521,12,2013MM08,2886571.0,
522,12,2013MM09,3268632.0,
523,12,2013MM10,3147820.0,
524,12,2013MM11,3107669.0,
525,12,2013MM12,3331354.0,
526,12,2013JJ00,39272805.0,
527,12,2014MM01,3160345.0,
528,12,2014MM02,2961825.0,
529,12,2014MM03,3409405.0,
530,12,2014MM04,3114343.0,
531,12,2014MM05,3610478.0,
532,12,2014MM06,3024323.0,
533,12,2014MM07,3370572.0,
534,12,2014MM08,3088438.0,
535,12,2014MM09,2671552.0,
536,12,2014MM10,2926790.0,
537,12,2014MM11,2325198.0,
538,12,2014MM12,2385518.0,
539,12,2014JJ00,36048785.0,
540,12,2015MM01,1722852.0,
541,12,2015MM02,1979806.0,
542,12,2015MM03,2065137.0,
543,12,2015MM04,2247990.0,
544,12,2015MM05,2516949.0,
545,12,2015MM06,2495527.0,
546,12,2015MM07,2225261.0,
547,12,2015MM08,2034605.0,
548,12,2015MM09,1785876.0,
549,12,2015MM10,1865801.0,
550,12,2015MM11,1570896.0,
551,12,2015MM12,1646130.0,
552,12,2015JJ00,24156829.0,
553,12,2016MM01,1322955.0,
554,12,2016MM02,1196420.0,
555,12,2016MM03,1301396.0,
556,12,2016MM04,1574832.0,
557,12,2016MM05,1703947.0,
558,12,2016MM06,1745427.0,
559,12,2016MM07,1753836.0,
560,12,2016MM08,1944319.0,
561,12,2016MM09,1975593.0,
562,12,2016MM10,1882686.0,
563,12,2016MM11,1871516.0,
564,12,2016MM12,1964690.0,
565,12,2016JJ00,20237617.0,
566,12,2017MM01,2267917.0,
567,12,2017MM02,2248087.0,
568,12,2017MM03,2108314.0,
569,12,2017MM04,2342461.0,
570,12,2017MM05,2179011.0,
571,12,2017MM06,2086292.0,
572,12,2017MM07,1876201.0,
573,12,2017MM08,1782407.0,
574,12,2017MM09,1827309.0,
575,12,2017MM10,1952789.0,
576,12,2017MM11,2149185.0,
577,12,2017MM12,2261630.0,
578,12,2017JJ00,25081602.0,
579,12,2018MM01,2434040.0,
580,12,2018MM02,2659067.0,
581,12,2018MM03,2327456.0,
582,12,2018MM04,2452106.0,
583,12,2018MM05,2600869.0,
584,12,2018MM06,2638147.0,
585,12,2018JJ00,15111685.0,
586,13,1996MM01,229031.0,671529.0
587,13,1996MM02,206283.0,637840.0
588,13,1996MM03,242186.0,739347.0
589,13,1996MM04,218439.0,683818.0
590,13,1996MM05,203776.0,674753.0
591,13,1996MM06,193114.0,656841.0
592,13,1996MM07,251104.0,706645.0
593,13,1996MM08,251620.0,635008.0
594,13,1996MM09,291060.0,766136.0
595,13,1996MM10,400129.0,725066.0
596,13,1996MM11,392186.0,774237.0
597,13,1996MM12,354087.0,936335.0
598,13,1996JJ00,3233015.0,8607555.0
599,13,1997MM01,413741.0,924009.0
600,13,1997MM02,412697.0,708188.0
601,13,1997MM03,319929.0,756884.0
602,13,1997MM04,282478.0,728223.0
603,13,1997MM05,285691.0,791532.0
604,13,1997MM06,318158.0,736939.0
605,13,1997MM07,321794.0,773211.0
606,13,1997MM08,377904.0,830411.0
607,13,1997MM09,317236.0,763445.0
608,13,1997MM10,286668.0,801882.0
609,13,1997MM11,291504.0,753171.0
610,13,1997MM12,257231.0,743811.0
611,13,1997JJ00,3885031.0,9311706.0
612,13,1998MM01,292724.0,720981.0
613,13,1998MM02,260942.0,627767.0
614,13,1998MM03,331308.0,752315.0
615,13,1998MM04,293571.0,702064.0
616,13,1998MM05,243524.0,620368.0
617,13,1998MM06,292782.0,613051.0
618,13,1998MM07,296775.0,656425.0
619,13,1998MM08,238493.0,609100.0
620,13,1998MM09,264338.0,589659.0
621,13,1998MM10,246031.0,575334.0
622,13,1998MM11,218526.0,558498.0
623,13,1998MM12,220660.0,577099.0
624,13,1998JJ00,3199674.0,7602661.0
625,13,1999MM01,213672.0,527809.0
626,13,1999MM02,224540.0,510127.0
627,13,1999MM03,273575.0,631212.0
628,13,1999MM04,234541.0,638710.0
629,13,1999MM05,264351.0,595459.0
630,13,1999MM06,271491.0,623966.0
631,13,1999MM07,316808.0,695002.0
632,13,1999MM08,345857.0,801275.0
633,13,1999MM09,375548.0,856354.0
634,13,1999MM10,356841.0,921698.0
635,13,1999MM11,393536.0,1021036.0
636,13,1999MM12,493003.0,1122243.0
637,13,1999JJ00,3763763.0,8944891.0
638,13,2000MM01,504369.0,1109676.0
639,13,2000MM02,402840.0,1181022.0
640,13,2000MM03,497892.0,1229235.0
641,13,2000MM04,579421.0,1156696.0
642,13,2000MM05,510343.0,1301303.0
643,13,2000MM06,682599.0,1330510.0
644,13,2000MM07,654681.0,1406902.0
645,13,2000MM08,574091.0,1435606.0
646,13,2000MM09,646399.0,1527636.0
647,13,2000MM10,548956.0,1554594.0
648,13,2000MM11,617751.0,1598386.0
649,13,2000MM12,631992.0,1312203.0
650,13,2000JJ00,6851334.0,16143769.0
651,13,2001MM01,543734.0,1321116.0
652,13,2001MM02,558926.0,1311485.0
653,13,2001MM03,445758.0,1310798.0
654,13,2001MM04,550635.0,1485821.0
655,13,2001MM05,607174.0,1602481.0
656,13,2001MM06,655618.0,1422110.0
657,13,2001MM07,539116.0,1342663.0
658,13,2001MM08,568499.0,1350213.0
659,13,2001MM09,515023.0,1461499.0
660,13,2001MM10,452929.0,1257593.0
661,13,2001MM11,464794.0,1034634.0
662,13,2001MM12,399009.0,1025868.0
663,13,2001JJ00,6301215.0,15926281.0
664,13,2002MM01,480889.0,1006409.0
665,13,2002MM02,452952.0,998778.0
666,13,2002MM03,547006.0,1261786.0
667,13,2002MM04,678050.0,1235017.0
668,13,2002MM05,668738.0,1234159.0
669,13,2002MM06,702623.0,1301785.0
670,13,2002MM07,509303.0,1143945.0
671,13,2002MM08,598303.0,1183733.0
672,13,2002MM09,670299.0,1330352.0
673,13,2002MM10,684636.0,1220428.0
674,13,2002MM11,557925.0,987758.0
675,13,2002MM12,726049.0,1385896.0
676,13,2002JJ00,7276773.0,14290046.0
677,13,2003MM01,673417.0,1304430.0
