ID,Energie,Perioden,Invoerwaarde_1,Uitvoerwaarde_2
1541,16,2001MM12,53851.0,24233.0
1542,16,2001JJ00,413614.0,149183.0
1543,16,2002MM01,30117.0,11714.0
1544,16,2002MM02,53699.0,4655.0
1545,16,2002MM03,42061.0,5720.0
1546,16,2002MM04,43160.0,36928.0
1547,16,2002MM05,31539.0,8094.0
1548,16,2002MM06,25452.0,17483.0
1549,16,2002MM07,29745.0,19550.0
1550,16,2002MM08,29903.0,14904.0
1551,16,2002MM09,41036.0,16537.0
1552,16,2002MM10,27232.0,30242.0
1553,16,2002MM11,44178.0,29783.0
1554,16,2002MM12,38576.0,27604.0
1555,16,2002JJ00,436698.0,223214.0
1556,16,2003MM01,42888.0,58229.0
1557,16,2003MM02,41186.0,47898.0
1558,16,2003MM03,36501.0,49474.0
1559,16,2003MM04,38322.0,37276.0
1560,16,2003MM05,35321.0,41159.0
1561,16,2003MM06,53484.0,52168.0
1562,16,2003MM07,38062.0,49775.0
1563,16,2003MM08,88484.0,56292.0
1564,16,2003MM09,62385.0,60605.0
1565,16,2003MM10,62584.0,70726.0
1566,16,2003MM11,67819.0,67402.0
1567,16,2003MM12,58303.0,55102.0
1568,16,2003JJ00,625339.0,646106.0
1569,16,2004MM01,47250.0,8728.0
1570,16,2004MM02,41097.0,10072.0
1571,16,2004MM03,39848.0,11236.0
1572,16,2004MM04,45480.0,10107.0
1573,16,2004MM05,38982.0,11025.0
1574,16,2004MM06,40335.0,8321.0
1575,16,2004MM07,38888.0,8407.0
1576,16,2004MM08,44398.0,9748.0
1577,16,2004MM09,38372.0,12827.0
1578,16,2004MM10,46868.0,9739.0
1579,16,2004MM11,44316.0,12432.0
1580,16,2004MM12,54340.0,15406.0
1581,16,2004JJ00,520174.0,128048.0
1582,16,2005MM01,74281.0,21949.0
1583,16,2005MM02,79970.0,29296.0
1584,16,2005MM03,86685.0,29694.0
1585,16,2005MM04,80557.0,20139.0
1586,16,2005MM05,56816.0,9012.0
1587,16,2005MM06,63288.0,5939.0
1588,16,2005MM07,68265.0,7216.0
1589,16,2005MM08,68265.0,6387.0
1590,16,2005MM09,63099.0,9724.0
1591,16,2005MM10,79431.0,13120.0
1592,16,2005MM11,91197.0,22560.0
1593,16,2005MM12,108171.0,44208.0
1594,16,2005JJ00,920025.0,219244.0
1595,16,2006MM01,132818.0,59940.0
1596,16,2006MM02,122950.0,74404.0
1597,16,2006MM03,150485.0,80773.0
1598,16,2006MM04,119015.0,21952.0
1599,16,2006MM05,106671.0,17403.0
1600,16,2006MM06,104027.0,10358.0
1601,16,2006MM07,103651.0,9546.0
1602,16,2006MM08,85678.0,11414.0
1603,16,2006MM09,92472.0,5453.0
1604,16,2006MM10,98652.0,7854.0
1605,16,2006MM11,122216.0,18272.0
1606,16,2006MM12,134424.0,37075.0
1607,16,2006JJ00,1373059.0,354444.0
1608,16,2007MM01,107255.0,37497.0
1609,16,2007MM02,74389.0,14880.0
1610,16,2007MM03,101471.0,23315.0
1611,16,2007MM04,106756.0,13510.0
1612,16,2007MM05,103237.0,3280.0
1613,16,2007MM06,103323.0,3073.0
1614,16,2007MM07,105033.0,12505.0
1615,16,2007MM08,103387.0,6687.0
1616,16,2007MM09,96068.0,16885.0
1617,16,2007MM10,74936.0,32425.0
1618,16,2007MM11,101984.0,67085.0
1619,16,2007MM12,116153.0,58112.0
1620,16,2007JJ00,1193992.0,289254.0
1621,16,2008MM01,132903.0,67886.0
1622,16,2008MM02,110208.0,53498.0
1623,16,2008MM03,140276.0,90670.0
1624,16,2008MM04,118512.0,71315.0
1625,16,2008MM05,133984.0,33553.0
1626,16,2008MM06,132974.0,19419.0
1627,16,2008MM07,132634.0,20546.0
1628,16,2008MM08,140464.0,20078.0
1629,16,2008MM09,117267.0,38519.0
1630,16,2008MM10,106075.0,78409.0
1631,16,2008MM11,118875.0,51434.0
1632,16,2008MM12,136594.0,35610.0
1633,16,2008JJ00,1520766.0,580937.0
1634,16,2009MM01,110347.0,52446.0
1635,16,2009MM02,93552.0,34420.0
1636,16,2009MM03,80879.0,34657.0
1637,16,2009MM04,85736.0,29419.0
1638,16,2009MM05,78361.0,21817.0
1639,16,2009MM06,94767.0,36519.0
1640,16,2009MM07,63200.0,54867.0
1641,16,2009MM08,75792.0,55652.0
1642,16,2009MM09,54653.0,56657.0
1643,16,2009MM10,54277.0,70035.0
1644,16,2009MM11,62457.0,62205.0
1645,16,2009MM12,61899.0,69191.0
1646,16,2009JJ00,915920.0,577885.0
1647,16,2010MM01,46774.0,68192.0
1648,16,2010MM02,34352.0,44013.0
1649,16,2010MM03,34455.0,55193.0
1650,16,2010MM04,56430.0,27725.0
1651,16,2010MM05,77294.0,47320.0
1652,16,2010MM06,90573.0,33646.0
1653,16,2010MM07,102706.0,27083.0
1654,16,2010MM08,96297.0,32779.0
1655,16,2010MM09,68032.0,45052.0
1656,16,2010MM10,41255.0,91221.0
1657,16,2010MM11,61562.0,66395.0
1658,16,2010MM12,91430.0,83190.0
1659,16,2010JJ00,801160.0,621809.0
1660,16,2011MM01,101464.0,52711.0
1661,16,2011MM02,66367.0,44836.0
1662,16,2011MM03,74915.0,51217.0
1663,16,2011MM04,74847.0,32508.0
1664,16,2011MM05,61156.0,34757.0
1665,16,2011MM06,95424.0,17504.0
1666,16,2011MM07,93497.0,24156.0
1667,16,2011MM08,87020.0,31325.0
1668,16,2011MM09,74632.0,33811.0
1669,16,2011MM10,55897.0,53796.0
1670,16,2011MM11,43604.0,58103.0
1671,16,2011MM12,66214.0,47128.0
1672,16,2011JJ00,895037.0,481852.0
1673,16,2012MM01,112560.0,58692.0
1674,16,2012MM02,88615.0,95608.0
1675,16,2012MM03,161347.0,83264.0
1676,16,2012MM04,135347.0,66766.0
1677,16,2012MM05,168287.0,31902.0
1678,16,2012MM06,164498.0,44802.0
1679,16,2012MM07,163696.0,45858.0
1680,16,2012MM08,150280.0,50248.0
1681,16,2012MM09,143904.0,55080.0
1682,16,2012MM10,150693.0,87210.0
1683,16,2012MM11,150028.0,83835.0
1684,16,2012MM12,161819.0,71296.0
1685,16,2012JJ00,1751074.0,774561.0
1686,16,2013MM01,152736.0,92892.0
1687,16,2013MM02,128211.0,90897.0
1688,16,2013MM03,154094.0,106959.0
1689,16,2013MM04,131731.0,76116.0
1690,16,2013MM05,143364.0,52365.0
1691,16,2013MM06,160413.0,35720.0
1692,16,2013MM07,166665.0,42945.0
1693,16,2013MM08,151731.0,41234.0
1694,16,2013MM09,133564.0,45716.0
1695,16,2013MM10,137820.0,55869.0
1696,16,2013MM11,122067.0,59617.0
1697,16,2013MM12,108290.0,64887.0
1698,16,2013JJ00,1690685.0,765218.0
1699,16,2014MM01,140108.0,63560.0
1700,16,2014MM02,125898.0,56442.0
1701,16,2014MM03,124428.0,62961.0
1702,16,2014MM04,115017.0,82789.0
1703,16,2014MM05,123083.0,52764.0
1704,16,2014MM06,110088.0,56778.0
1705,16,2014MM07,124944.0,47571.0
1706,16,2014MM08,101444.0,45288.0
1707,16,2014MM09,100976.0,65042.0
1708,16,2014MM10,111905.0,96750.0
1709,16,2014MM11,116305.0,85782.0
1710,16,2014MM12,107927.0,94147.0
1711,16,2014JJ00,1402123.0,809873.0
1712,16,2015MM01,100884.0,86655.0
1713,16,2015MM02,92045.0,102164.0
1714,16,2015MM03,102779.0,96167.0
1715,16,2015MM04,91613.0,82383.0
1716,16,2015MM05,106053.0,46323.0
1717,16,2015MM06,123811.0,56399.0
1718,16,2015MM07,100398.0,61043.0
1719,16,2015MM08,108103.0,63485.0
1720,16,2015MM09,94740.0,107629.0
1721,16,2015MM10,96529.0,118693.0
1722,16,2015MM11,79831.0,82840.0
1723,16,2015MM12,80192.0,75548.0
1724,16,2015JJ00,1176978.0,979330.0
1725,16,2016MM01,77388.0,51620.0
1726,16,2016MM02,71629.0,42573.0
1727,16,2016MM03,67432.0,48889.0
1728,16,2016MM04,73651.0,48440.0
1729,16,2016MM05,80844.0,45713.0
1730,16,2016MM06,90016.0,37680.0
1731,16,2016MM07,84209.0,36075.0
1732,16,2016MM08,70279.0,44825.0
1733,16,2016MM09,60879.0,76189.0
1734,16,2016MM10,64240.0,85829.0
1735,16,2016MM11,66498.0,92530.0
1736,16,2016MM12,66164.0,97365.0
1737,16,2016JJ00,873227.0,707730.0
1738,16,2017MM01,61471.0,131012.0
1739,16,2017MM02,52027.0,94482.0
1740,16,2017MM03,64469.0,85113.0
1741,16,2017MM04,58089.0,81948.0
1742,16,2017MM05,72308.0,58434.0
1743,16,2017MM06,63353.0,51197.0
1744,16,2017MM07,52029.0,51309.0
1745,16,2017MM08,72025.0,40151.0
1746,16,2017MM09,71399.0,41845.0
1747,16,2017MM10,62636.0,85381.0
1748,16,2017MM11,46576.0,97412.0
1749,16,2017MM12,65195.0,86950.0
1750,16,2017JJ00,741577.0,905236.0
1751,16,2018MM01,77024.0,75874.0
1752,16,2018MM02,65501.0,90544.0
1753,16,2018MM03,73505.0,72479.0
1754,16,2018MM04,78111.0,55650.0
1755,16,2018MM05,98693.0,41261.0
1756,16,2018MM06,94181.0,48364.0
1757,16,2018JJ00,487015.0,384172.0
1758,17,1996MM01,6622.0,5965.0
1759,17,1996MM02,5818.0,7080.0
1760,17,1996MM03,8149.0,7927.0
1761,17,1996MM04,9834.0,8769.0
1762,17,1996MM05,9681.0,8630.0
1763,17,1996MM06,9521.0,6625.0
1764,17,1996MM07,7691.0,6684.0
1765,17,1996MM08,7551.0,6470.0
1766,17,1996MM09,10574.0,5257.0
1767,17,1996MM10,7209.0,5032.0
1768,17,1996MM11,8450.0,6083.0
1769,17,1996MM12,5456.0,5440.0
1770,17,1996JJ00,96556.0,79962.0
1771,17,1997MM01,4357.0,5660.0
1772,17,1997MM02,11455.0,8316.0
1773,17,1997MM03,11031.0,8847.0
1774,17,1997MM04,12958.0,9150.0
1775,17,1997MM05,9506.0,8410.0
1776,17,1997MM06,11337.0,7992.0
1777,17,1997MM07,9618.0,7357.0
1778,17,1997MM08,10402.0,6115.0
1779,17,1997MM09,11133.0,6933.0
1780,17,1997MM10,11423.0,6496.0
1781,17,1997MM11,10682.0,6168.0
1782,17,1997MM12,8368.0,5939.0
1783,17,1997JJ00,122270.0,87383.0
1784,17,1998MM01,6832.0,7593.0
1785,17,1998MM02,10406.0,7273.0
1786,17,1998MM03,8641.0,10073.0
1787,17,1998MM04,11004.0,9380.0
1788,17,1998MM05,10154.0,8639.0
1789,17,1998MM06,10934.0,8677.0
1790,17,1998MM07,10343.0,8303.0
1791,17,1998MM08,7189.0,6044.0
1792,17,1998MM09,7801.0,7257.0
1793,17,1998MM10,9115.0,7116.0
1794,17,1998MM11,8633.0,7280.0
1795,17,1998MM12,10267.0,8301.0
1796,17,1998JJ00,111319.0,95936.0
1797,17,1999MM01,,6845.0
1798,17,1999MM02,,8232.0
1799,17,1999MM03,,12396.0
1800,17,1999MM04,,10924.0
1801,17,1999MM05,,9801.0
1802,17,1999MM06,,10634.0
1803,17,1999MM07,,8654.0
1804,17,1999MM08,,7260.0
1805,17,1999MM09,,8241.0
1806,17,1999MM10,,7614.0
1807,17,1999MM11,,8607.0
1808,17,1999MM12,,9129.0
1809,17,1999JJ00,,108337.0
1810,17,2000MM01,,9582.0
1811,17,2000MM02,,11173.0
1812,17,2000MM03,,14033.0
1813,17,2000MM04,,11559.0
1814,17,2000MM05,,12928.0
1815,17,2000MM06,,10874.0
1816,17,2000MM07,,9262.0
1817,17,2000MM08,,8328.0
1818,17,2000MM09,,8522.0
1819,17,2000MM10,,8452.0
1820,17,2000MM11,,9947.0
1821,17,2000MM12,,8193.0
1822,17,2000JJ00,,122853.0
1823,17,2001MM01,,
1824,17,2001MM02,,
1825,17,2001MM03,,
1826,17,2001MM04,,
1827,17,2001MM05,,
1828,17,2001MM06,,
1829,17,2001MM07,,
1830,17,2001MM08,,
1831,17,2001MM09,,
1832,17,2001MM10,,
1833,17,2001MM11,,
1834,17,2001MM12,,
1835,17,2001JJ00,,
1836,17,2002MM01,,
1837,17,2002MM02,,
1838,17,2002MM03,,
1839,17,2002MM04,,
1840,17,2002MM05,,
1841,17,2002MM06,,
1842,17,2002MM07,,
1843,17,2002MM08,,
1844,17,2002MM09,,
1845,17,2002MM10,,
1846,17,2002MM11,,
1847,17,2002MM12,,
1848,17,2002JJ00,,
1849,17,2003MM01,,
1850,17,2003MM02,,
1851,17,2003MM03,,
1852,17,2003MM04,,
1853,17,2003MM05,,
1854,17,2003MM06,,
1855,17,2003MM07,,
1856,17,2003MM08,,
1857,17,2003MM09,,
1858,17,2003MM10,,
1859,17,2003MM11,,
1860,17,2003MM12,,
1861,17,2003JJ00,,
1862,17,2004MM01,,
1863,17,2004MM02,,
1864,17,2004MM03,,
1865,17,2004MM04,,
1866,17,2004MM05,,
1867,17,2004MM06,,
1868,17,2004MM07,,
1869,17,2004MM08,,
1870,17,2004MM09,,
1871,17,2004MM10,,
1872,17,2004MM11,,
1873,17,2004MM12,,
1874,17,2004JJ00,,
1875,17,2005MM01,,
1876,17,2005MM02,,
1877,17,2005MM03,,
1878,17,2005MM04,,
1879,17,2005MM05,,
1880,17,2005MM06,,
1881,17,2005MM07,,
1882,17,2005MM08,,
1883,17,2005MM09,,
1884,17,2005MM10,,
1885,17,2005MM11,,
1886,17,2005MM12,,
1887,17,2005JJ00,,
1888,17,2006MM01,,
1889,17,2006MM02,,
1890,17,2006MM03,,
1891,17,2006MM04,,
1892,17,2006MM05,,
1893,17,2006MM06,,
1894,17,2006MM07,,
1895,17,2006MM08,,
1896,17,2006MM09,,
1897,17,2006MM10,,
1898,17,2006MM11,,
1899,17,2006MM12,,
1900,17,2006JJ00,,
1901,17,2007MM01,,
1902,17,2007MM02,,
1903,17,2007MM03,,
1904,17,2007MM04,,
1905,17,2007MM05,,
1906,17,2007MM06,,
1907,17,2007MM07,,
1908,17,2007MM08,,
1909,17,2007MM09,,
1910,17,2007MM10,,
1911,17,2007MM11,,
1912,17,2007MM12,,
1913,17,2007JJ00,,
1914,17,2008MM01,,
1915,17,2008MM02,,
1916,17,2008MM03,,
1917,17,2008MM04,,
1918,17,2008MM05,,
1919,17,2008MM06,,
1920,17,2008MM07,,
1921,17,2008MM08,,
1922,17,2008MM09,,
1923,17,2008MM10,,
1924,17,2008MM11,,
1925,17,2008MM12,,
1926,17,2008JJ00,,
1927,17,2009MM01,,
1928,17,2009MM02,,
1929,17,2009MM03,,
1930,17,2009MM04,,
1931,17,2009MM05,,
1932,17,2009MM06,,
1933,17,2009MM07,,
1934,17,2009MM08,,
1935,17,2009MM09,,
1936,17,2009MM10,,
1937,17,2009MM11,,
1938,17,2009MM12,,
1939,17,2009JJ00,,
1940,17,2010MM01,,
1941,17,2010MM02,,
1942,17,2010MM03,,
1943,17,2010MM04,,
1944,17,2010MM05,,
1945,17,2010MM06,,
1946,17,2010MM07,,
1947,17,2010MM08,,
1948,17,2010MM09,,
1949,17,2010MM10,,
1950,17,2010MM11,,
1951,17,2010MM12,,
1952,17,2010JJ00,,
1953,17,2011MM01,,
1954,17,2011MM02,,
1955,17,2011MM03,,
1956,17,2011MM04,,
1957,17,2011MM05,,
1958,17,2011MM06,,
1959,17,2011MM07,,
1960,17,2011MM08,,
1961,17,2011MM09,,
1962,17,2011MM10,,
1963,17,2011MM11,,
1964,17,2011MM12,,
1965,17,2011JJ00,,
1966,17,2012MM01,,
1967,17,2012MM02,,
1968,17,2012MM03,,
1969,17,2012MM04,,
1970,17,2012MM05,,
1971,17,2012MM06,,
1972,17,2012MM07,,
1973,17,2012MM08,,
1974,17,2012MM09,,
1975,17,2012MM10,,
1976,17,2012MM11,,
1977,17,2012MM12,,
1978,17,2012JJ00,,
1979,17,2013MM01,,
1980,17,2013MM02,,
1981,17,2013MM03,,
1982,17,2013MM04,,
1983,17,2013MM05,,
1984,17,2013MM06,,
1985,17,2013MM07,,
1986,17,2013MM08,,
1987,17,2013MM09,,
1988,17,2013MM10,,
1989,17,2013MM11,,
1990,17,2013MM12,,
1991,17,2013JJ00,,
1992,17,2014MM01,,
1993,17,2014MM02,,
1994,17,2014MM03,,
1995,17,2014MM04,,
1996,17,2014MM05,,
1997,17,2014MM06,,
1998,17,2014MM07,,
1999,17,2014MM08,,
2000,17,2014MM09,,
2001,17,2014MM10,,
2002,17,2014MM11,,
2003,17,2014MM12,,
2004,17,2014JJ00,,
2005,17,2015MM01,,
2006,17,2015MM02,,
2007,17,2015MM03,,
2008,17,2015MM04,,
2009,17,2015MM05,,
2010,17,2015MM06,,
2011,17,2015MM07,,
2012,17,2015MM08,,
2013,17,2015MM09,,
2014,17,2015MM10,,
2015,17,2015MM11,,
2016,17,2015MM12,,
2017,17,2015JJ00,,
2018,17,2016MM01,,
2019,17,2016MM02,,
2020,17,2016MM03,,
2021,17,2016MM04,,
2022,17,2016MM05,,
2023,17,2016MM06,,
2024,17,2016MM07,,
2025,17,2016MM08,,
2026,17,2016MM09,,
2027,17,2016MM10,,
2028,17,2016MM11,,
2029,17,2016MM12,,
2030,17,2016JJ00,,
2031,17,2017MM01,,
2032,17,2017MM02,,
2033,17,2017MM03,,
2034,17,2017MM04,,
2035,17,2017MM05,,
2036,17,2017MM06,,
2037,17,2017MM07,,
2038,17,2017MM08,,
2039,17,2017MM09,,
2040,17,2017MM10,,
2041,17,2017MM11,,
2042,17,2017MM12,,
2043,17,2017JJ00,,
2044,17,2018MM01,,
2045,17,2018MM02,,
2046,17,2018MM03,,
2047,17,2018MM04,,
2048,17,2018MM05,,
2049,17,2018MM06,,
2050,17,2018JJ00,,
