ID,BedrijfstakkenBranchesSBI2008,Perioden,InvesteringenInMaterieleVasteActiva_1,GrondEnTerreinen_2,Bedrijfsgebouwen_3,GrondWaterEnWegenbouwkundigeWerken_4,Vervoermiddelen_5,ComputersEnRandapparatuur_6,MachinesEnInstallaties_7,OverigeMaterieleVasteActiva_8,NieuweMaterieleVasteActiva_9,BestaandeMaterieleVasteActiva_10,VerkoopVanMaterieleVasteActiva_11
847,317105,2024JJ00,333.68,,,,,,,,,,
848,317200,2009JJ00,,,,,,,,,,,
849,317200,2010JJ00,,,,,,,,,,,
850,317200,2011JJ00,,,,,,,,,,,
851,317200,2012JJ00,,,,,,,,,,,
852,317200,2013JJ00,,,,,,,,,,,
853,317200,2014JJ00,,,,,,,,,,,
854,317200,2015JJ00,,,,,,,,,,,
855,317200,2016JJ00,,,,,,,,,,,
856,317200,2017JJ00,,,,,,,,,,,
857,317200,2018JJ00,,,,,,,,,,,
858,317200,2019JJ00,,,,,,,,,,,
859,317200,2020JJ00,,,,,,,,,,,
860,317200,2021JJ00,,,,,,,,,,,
861,317200,2022JJ00,,,,,,,,,,,
862,317200,2023JJ00,,,,,,,,,,,
863,317200,2024JJ00,,,,,,,,,,,
864,317800,2009JJ00,,,,,,,,,,,
865,317800,2010JJ00,,,,,,,,,,,
866,317800,2011JJ00,,,,,,,,,,,
867,317800,2012JJ00,,,,,,,,,,,
868,317800,2013JJ00,,,,,,,,,,,
869,317800,2014JJ00,,,,,,,,,,,
870,317800,2015JJ00,,,,,,,,,,,
871,317800,2016JJ00,,,,,,,,,,,
872,317800,2017JJ00,,,,,,,,,,,
873,317800,2018JJ00,,,,,,,,,,,
874,317800,2019JJ00,,,,,,,,,,,
875,317800,2020JJ00,,,,,,,,,,,
876,317800,2021JJ00,,,,,,,,,,,
877,317800,2022JJ00,,,,,,,,,,,
878,317800,2023JJ00,,,,,,,,,,,
879,317800,2024JJ00,,,,,,,,,,,
880,318600,2009JJ00,200.73,3.03,18.74,0.11,12.79,9.68,145.71,10.66,175.9,24.83,15.16
881,318600,2010JJ00,174.52,0.66,15.25,0.59,10.3,7.88,132.63,7.21,148.2,26.32,14.07
882,318600,2011JJ00,167.13,0.03,20.26,0.16,9.23,8.92,121.23,7.31,152.67,14.46,18.37
883,318600,2012JJ00,111.04,0.2,7.28,0.04,13.1,11.06,73.65,5.71,104.98,6.06,15.59
884,318600,2013JJ00,133.06,1.28,9.69,0.01,10.37,8.23,97.83,5.66,113.86,19.2,23.2
885,318600,2014JJ00,135.55,0.74,20.43,1.03,8.66,13.56,78.63,12.5,126.98,8.56,10.43
886,318600,2015JJ00,102.01,0.01,12.04,0.0,13.83,11.36,62.0,2.76,90.91,11.1,7.84
887,318600,2016JJ00,120.46,3.32,15.72,0.09,6.69,8.1,83.02,3.53,109.06,11.41,11.65
888,318600,2017JJ00,124.29,1.16,13.08,0.0,6.78,6.25,92.54,4.49,107.72,16.57,7.91
889,318600,2018JJ00,126.17,1.64,19.25,0.15,8.07,8.23,84.65,4.17,112.59,13.58,9.94
890,318600,2019JJ00,110.08,0.0,20.95,0.86,11.38,6.83,64.82,5.25,88.1,21.98,10.42
891,318600,2020JJ00,91.92,0.0,27.32,0.0,5.88,6.59,49.34,2.79,78.61,13.31,16.41
892,318600,2021JJ00,118.37,0.29,16.63,0.49,6.34,5.84,86.14,2.63,110.77,7.6,22.42
893,318600,2022JJ00,112.71,0.04,13.73,0.02,4.38,9.15,80.0,5.38,96.57,16.14,18.19
894,318600,2023JJ00,143.42,1.0,17.82,0.0,7.82,8.7,101.61,6.47,128.82,14.6,15.33
895,318600,2024JJ00,106.99,,,,,,,,,,
896,318700,2009JJ00,,,,,,,,,,,
897,318700,2010JJ00,,,,,,,,,,,
898,318700,2011JJ00,,,,,,,,,,,
899,318700,2012JJ00,,,,,,,,,,,
900,318700,2013JJ00,,,,,,,,,,,
901,318700,2014JJ00,,,,,,,,,,,
902,318700,2015JJ00,,,,,,,,,,,
903,318700,2016JJ00,,,,,,,,,,,
904,318700,2017JJ00,,,,,,,,,,,
905,318700,2018JJ00,,,,,,,,,,,
906,318700,2019JJ00,,,,,,,,,,,
907,318700,2020JJ00,,,,,,,,,,,
908,318700,2021JJ00,,,,,,,,,,,
909,318700,2022JJ00,,,,,,,,,,,
910,318700,2023JJ00,,,,,,,,,,,
911,318700,2024JJ00,,,,,,,,,,,
912,319800,2009JJ00,,,,,,,,,,,
913,319800,2010JJ00,,,,,,,,,,,
914,319800,2011JJ00,,,,,,,,,,,
915,319800,2012JJ00,,,,,,,,,,,
916,319800,2013JJ00,,,,,,,,,,,
917,319800,2014JJ00,,,,,,,,,,,
918,319800,2015JJ00,,,,,,,,,,,
919,319800,2016JJ00,,,,,,,,,,,
920,319800,2017JJ00,,,,,,,,,,,
921,319800,2018JJ00,,,,,,,,,,,
922,319800,2019JJ00,,,,,,,,,,,
923,319800,2020JJ00,,,,,,,,,,,
924,319800,2021JJ00,,,,,,,,,,,
925,319800,2022JJ00,,,,,,,,,,,
926,319800,2023JJ00,,,,,,,,,,,
927,319800,2024JJ00,,,,,,,,,,,
928,320005,2009JJ00,2276.1,11.64,207.4,35.69,17.36,44.38,1796.25,163.38,2200.4,75.69,47.75
929,320005,2010JJ00,1825.06,8.0,152.37,29.82,12.41,27.46,1463.33,131.69,1798.91,26.15,94.2
930,320005,2011JJ00,2486.73,9.21,216.94,35.02,23.86,39.89,1956.89,204.93,2427.39,59.34,59.58
931,320005,2012JJ00,2760.41,10.66,203.34,62.02,23.88,37.23,2173.3,249.98,2643.39,117.03,78.41
932,320005,2013JJ00,2081.32,2.99,191.18,37.1,16.57,32.77,1675.19,125.52,2058.76,22.55,32.61
933,320005,2014JJ00,2214.82,12.33,169.32,45.5,17.32,38.56,1669.67,262.12,2186.81,28.01,89.64
934,320005,2015JJ00,2712.86,11.85,162.33,29.15,19.14,29.66,2193.66,267.09,2680.73,32.13,65.13
935,320005,2016JJ00,2309.65,9.9,205.37,84.26,19.23,49.56,1819.64,121.69,2278.06,31.59,73.97
936,320005,2017JJ00,2768.66,32.75,230.39,43.93,20.2,93.0,2202.73,145.67,2697.75,70.91,28.01
937,320005,2018JJ00,3862.53,30.53,430.65,54.12,23.66,51.15,3016.02,256.39,3746.58,115.95,29.88
938,320005,2019JJ00,4217.16,19.59,449.77,36.25,31.0,87.75,3208.43,384.37,4123.96,93.2,120.75
939,320005,2020JJ00,3402.83,25.51,322.66,58.56,21.97,69.62,2592.52,312.0,3327.24,75.59,213.01
940,320005,2021JJ00,2653.27,39.98,314.61,35.37,23.2,70.25,1969.98,199.88,2552.77,100.5,112.53
941,320005,2022JJ00,3194.72,34.92,359.86,68.46,23.37,80.61,2296.61,330.88,3124.92,69.8,128.74
942,320005,2023JJ00,3561.92,23.35,918.11,33.66,30.43,71.99,2218.32,266.05,3005.12,556.8,106.43
943,320005,2024JJ00,3685.86,,,,,,,,,,
944,320000,2009JJ00,452.55,0.0,10.69,19.81,0.93,13.21,336.69,71.22,452.47,0.08,2.48
945,320000,2010JJ00,460.49,0.0,18.38,23.41,0.56,7.2,328.75,82.18,460.47,0.02,7.54
946,320000,2011JJ00,534.61,0.0,31.84,24.27,0.67,13.37,356.86,107.6,534.39,0.22,0.27
947,320000,2012JJ00,,,,,,,,,,,
948,320000,2013JJ00,420.51,0.0,8.42,17.12,0.47,1.28,360.66,32.57,420.48,0.03,0.06
949,320000,2014JJ00,,,,,,,,,,,
950,320000,2015JJ00,,,,,,,,,,,
951,320000,2016JJ00,401.73,0.0,16.3,67.32,0.59,4.44,283.76,29.32,401.73,0.0,58.55
952,320000,2017JJ00,369.63,0.31,7.88,6.75,0.63,33.35,310.04,10.68,369.31,0.32,0.0
953,320000,2018JJ00,,,,,,,,,,,
954,320000,2019JJ00,1339.46,0.0,89.21,6.56,6.44,17.86,1133.53,85.87,1297.54,41.92,66.3
955,320000,2020JJ00,669.03,1.27,10.14,7.25,1.06,17.09,502.3,129.93,667.12,1.91,0.08
956,320000,2021JJ00,174.52,0.0,13.27,0.66,0.72,9.81,122.9,27.17,174.51,0.01,53.5
957,320000,2022JJ00,452.85,1.9,5.09,2.47,0.08,8.15,385.38,49.78,450.86,1.99,60.49
958,320000,2023JJ00,370.76,0.17,9.76,12.84,0.3,10.86,235.12,101.7,370.58,0.17,12.7
959,320000,2024JJ00,526.28,,,,,,,,,,
960,320100,2009JJ00,,,,,,,,,,,
961,320100,2010JJ00,,,,,,,,,,,
962,320100,2011JJ00,,,,,,,,,,,
963,320100,2012JJ00,,,,,,,,,,,
964,320100,2013JJ00,,,,,,,,,,,
965,320100,2014JJ00,,,,,,,,,,,
966,320100,2015JJ00,,,,,,,,,,,
967,320100,2016JJ00,,,,,,,,,,,
968,320100,2017JJ00,,,,,,,,,,,
969,320100,2018JJ00,,,,,,,,,,,
970,320100,2019JJ00,,,,,,,,,,,
971,320100,2020JJ00,,,,,,,,,,,
972,320100,2021JJ00,,,,,,,,,,,
973,320100,2022JJ00,,,,,,,,,,,
974,320100,2023JJ00,,,,,,,,,,,
975,320100,2024JJ00,,,,,,,,,,,
976,320300,2009JJ00,,,,,,,,,,,
977,320300,2010JJ00,,,,,,,,,,,
978,320300,2011JJ00,,,,,,,,,,,
979,320300,2012JJ00,,,,,,,,,,,
980,320300,2013JJ00,,,,,,,,,,,
981,320300,2014JJ00,,,,,,,,,,,
982,320300,2015JJ00,,,,,,,,,,,
983,320300,2016JJ00,,,,,,,,,,,
984,320300,2017JJ00,,,,,,,,,,,
985,320300,2018JJ00,,,,,,,,,,,
986,320300,2019JJ00,,,,,,,,,,,
987,320300,2020JJ00,,,,,,,,,,,
988,320300,2021JJ00,,,,,,,,,,,
989,320300,2022JJ00,,,,,,,,,,,
990,320300,2023JJ00,,,,,,,,,,,
991,320300,2024JJ00,,,,,,,,,,,
992,320700,2009JJ00,1337.81,3.07,81.19,12.5,7.56,17.95,1167.2,48.35,1288.07,49.75,31.45
993,320700,2010JJ00,1008.71,6.27,63.69,4.68,3.77,9.15,898.53,22.63,992.72,15.99,76.62
994,320700,2011JJ00,1532.43,4.86,130.52,9.75,13.38,16.25,1288.97,68.7,1511.22,21.22,27.99
995,320700,2012JJ00,1689.5,5.25,117.76,14.25,11.49,12.32,1448.2,80.24,1594.33,95.18,23.92
996,320700,2013JJ00,1200.05,2.47,104.63,17.68,7.07,12.78,1005.53,49.89,1189.05,11.0,17.0
997,320700,2014JJ00,1080.57,9.38,81.5,17.69,5.32,12.71,836.74,117.24,1067.34,13.23,19.41
998,320700,2015JJ00,1749.85,9.19,95.29,11.38,7.35,13.22,1497.57,115.84,1731.45,18.39,55.73
999,320700,2016JJ00,1409.58,5.58,109.32,15.96,5.68,15.59,1193.94,63.52,1395.04,14.55,2.98
1000,320700,2017JJ00,1839.27,12.88,108.86,36.09,6.86,33.03,1541.71,99.85,1816.65,22.61,16.59
1001,320700,2018JJ00,1849.46,16.54,198.52,16.53,6.46,23.49,1488.27,99.66,1785.3,64.17,18.25
1002,320700,2019JJ00,2155.92,10.53,180.14,25.33,9.55,39.65,1644.34,246.38,2126.59,29.32,33.2
1003,320700,2020JJ00,1853.48,16.48,113.55,17.02,7.36,33.61,1525.86,139.6,1815.99,37.49,35.48
1004,320700,2021JJ00,1657.65,7.1,77.34,30.06,10.62,35.83,1381.74,114.95,1619.05,38.6,18.14
1005,320700,2022JJ00,1769.46,13.77,84.63,8.09,9.79,21.76,1404.24,227.18,1749.25,20.21,27.46
1006,320700,2023JJ00,2260.47,5.29,621.49,15.26,12.34,22.54,1465.06,118.5,1738.68,521.79,37.61
1007,320700,2024JJ00,2100.23,,,,,,,,,,
1008,320800,2009JJ00,,,,,,,,,,,
1009,320800,2010JJ00,,,,,,,,,,,
1010,320800,2011JJ00,,,,,,,,,,,
1011,320800,2012JJ00,,,,,,,,,,,
1012,320800,2013JJ00,,,,,,,,,,,
1013,320800,2014JJ00,,,,,,,,,,,
1014,320800,2015JJ00,,,,,,,,,,,
1015,320800,2016JJ00,,,,,,,,,,,
1016,320800,2017JJ00,,,,,,,,,,,
1017,320800,2018JJ00,,,,,,,,,,,
1018,320800,2019JJ00,,,,,,,,,,,
1019,320800,2020JJ00,,,,,,,,,,,
1020,320800,2021JJ00,,,,,,,,,,,
1021,320800,2022JJ00,,,,,,,,,,,
1022,320800,2023JJ00,,,,,,,,,,,
1023,320800,2024JJ00,,,,,,,,,,,
1024,321800,2009JJ00,,,,,,,,,,,
1025,321800,2010JJ00,,,,,,,,,,,
1026,321800,2011JJ00,,,,,,,,,,,
1027,321800,2012JJ00,,,,,,,,,,,
1028,321800,2013JJ00,,,,,,,,,,,
1029,321800,2014JJ00,,,,,,,,,,,
1030,321800,2015JJ00,,,,,,,,,,,
1031,321800,2016JJ00,,,,,,,,,,,
1032,321800,2017JJ00,,,,,,,,,,,
1033,321800,2018JJ00,,,,,,,,,,,
1034,321800,2019JJ00,,,,,,,,,,,
1035,321800,2020JJ00,,,,,,,,,,,
1036,321800,2021JJ00,,,,,,,,,,,
1037,321800,2022JJ00,,,,,,,,,,,
1038,321800,2023JJ00,,,,,,,,,,,
1039,321800,2024JJ00,,,,,,,,,,,
1040,322000,2009JJ00,,,,,,,,,,,
1041,322000,2010JJ00,,,,,,,,,,,
1042,322000,2011JJ00,,,,,,,,,,,
1043,322000,2012JJ00,,,,,,,,,,,
1044,322000,2013JJ00,,,,,,,,,,,
1045,322000,2014JJ00,,,,,,,,,,,
1046,322000,2015JJ00,,,,,,,,,,,
1047,322000,2016JJ00,,,,,,,,,,,
1048,322000,2017JJ00,,,,,,,,,,,
1049,322000,2018JJ00,,,,,,,,,,,
1050,322000,2019JJ00,,,,,,,,,,,
1051,322000,2020JJ00,,,,,,,,,,,
1052,322000,2021JJ00,,,,,,,,,,,
1053,322000,2022JJ00,,,,,,,,,,,
1054,322000,2023JJ00,,,,,,,,,,,
1055,322000,2024JJ00,,,,,,,,,,,
1056,322200,2009JJ00,,,,,,,,,,,
1057,322200,2010JJ00,,,,,,,,,,,
1058,322200,2011JJ00,,,,,,,,,,,
1059,322200,2012JJ00,,,,,,,,,,,
1060,322200,2013JJ00,,,,,,,,,,,
1061,322200,2014JJ00,,,,,,,,,,,
1062,322200,2015JJ00,,,,,,,,,,,
1063,322200,2016JJ00,,,,,,,,,,,
1064,322200,2017JJ00,,,,,,,,,,,
1065,322200,2018JJ00,,,,,,,,,,,
1066,322200,2019JJ00,,,,,,,,,,,
1067,322200,2020JJ00,,,,,,,,,,,
1068,322200,2021JJ00,,,,,,,,,,,
1069,322200,2022JJ00,,,,,,,,,,,
1070,322200,2023JJ00,,,,,,,,,,,
1071,322200,2024JJ00,,,,,,,,,,,
1072,322500,2009JJ00,,,,,,,,,,,
1073,322500,2010JJ00,,,,,,,,,,,
1074,322500,2011JJ00,,,,,,,,,,,
1075,322500,2012JJ00,,,,,,,,,,,
1076,322500,2013JJ00,,,,,,,,,,,
1077,322500,2014JJ00,,,,,,,,,,,
1078,322500,2015JJ00,,,,,,,,,,,
1079,322500,2016JJ00,,,,,,,,,,,
1080,322500,2017JJ00,,,,,,,,,,,
1081,322500,2018JJ00,,,,,,,,,,,
1082,322500,2019JJ00,,,,,,,,,,,
1083,322500,2020JJ00,,,,,,,,,,,
1084,322500,2021JJ00,,,,,,,,,,,
1085,322500,2022JJ00,,,,,,,,,,,
1086,322500,2023JJ00,,,,,,,,,,,
1087,322500,2024JJ00,,,,,,,,,,,
1088,323000,2009JJ00,,,,,,,,,,,
1089,323000,2010JJ00,,,,,,,,,,,
1090,323000,2011JJ00,,,,,,,,,,,
1091,323000,2012JJ00,,,,,,,,,,,
1092,323000,2013JJ00,,,,,,,,,,,
1093,323000,2014JJ00,,,,,,,,,,,
1094,323000,2015JJ00,,,,,,,,,,,
1095,323000,2016JJ00,,,,,,,,,,,
1096,323000,2017JJ00,,,,,,,,,,,
1097,323000,2018JJ00,,,,,,,,,,,
1098,323000,2019JJ00,,,,,,,,,,,
1099,323000,2020JJ00,,,,,,,,,,,
1100,323000,2021JJ00,,,,,,,,,,,
1101,323000,2022JJ00,,,,,,,,,,,
1102,323000,2023JJ00,,,,,,,,,,,
1103,323000,2024JJ00,,,,,,,,,,,
1104,323200,2009JJ00,,,,,,,,,,,
1105,323200,2010JJ00,169.13,1.17,51.83,0.27,0.92,4.45,102.67,7.83,166.66,2.48,1.34
1106,323200,2011JJ00,109.43,1.91,26.34,0.08,1.51,3.7,68.45,7.44,91.48,17.95,1.94
1107,323200,2012JJ00,,,,,,,,,,,
1108,323200,2013JJ00,182.05,0.0,48.6,0.82,0.71,9.97,99.15,22.8,181.44,0.61,0.78
1109,323200,2014JJ00,,,,,,,,,,,
1110,323200,2015JJ00,,,,,,,,,,,
1111,323200,2016JJ00,168.86,0.0,28.68,0.35,1.08,20.71,112.18,5.87,168.54,0.33,0.34
1112,323200,2017JJ00,183.73,3.33,27.74,0.21,3.43,18.07,117.9,13.04,180.35,3.37,1.32
1113,323200,2018JJ00,,,,,,,,,,,
1114,323200,2019JJ00,329.29,0.85,107.47,2.63,0.9,21.58,179.61,16.25,325.21,4.08,9.28
1115,323200,2020JJ00,398.23,1.86,88.51,33.84,1.42,10.13,250.96,11.51,391.16,7.07,150.92
1116,323200,2021JJ00,311.12,5.07,122.93,2.84,0.67,15.13,144.48,20.0,298.75,12.37,4.08
1117,323200,2022JJ00,548.89,7.23,212.69,57.22,1.52,39.78,215.92,14.53,535.17,13.71,15.79
1118,323200,2023JJ00,454.8,16.71,166.27,5.03,0.94,29.02,224.75,12.08,436.03,18.77,19.61
1119,323200,2024JJ00,561.62,,,,,,,,,,
1120,323300,2009JJ00,,,,,,,,,,,
1121,323300,2010JJ00,,,,,,,,,,,
1122,323300,2011JJ00,,,,,,,,,,,
1123,323300,2012JJ00,,,,,,,,,,,
1124,323300,2013JJ00,,,,,,,,,,,
1125,323300,2014JJ00,,,,,,,,,,,
1126,323300,2015JJ00,,,,,,,,,,,
1127,323300,2016JJ00,,,,,,,,,,,
1128,323300,2017JJ00,,,,,,,,,,,
1129,323300,2018JJ00,,,,,,,,,,,
1130,323300,2019JJ00,,,,,,,,,,,
1131,323300,2020JJ00,,,,,,,,,,,
1132,323300,2021JJ00,,,,,,,,,,,
1133,323300,2022JJ00,,,,,,,,,,,
1134,323300,2023JJ00,,,,,,,,,,,
1135,323300,2024JJ00,,,,,,,,,,,
1136,323500,2009JJ00,,,,,,,,,,,
1137,323500,2010JJ00,,,,,,,,,,,
1138,323500,2011JJ00,,,,,,,,,,,
1139,323500,2012JJ00,,,,,,,,,,,
1140,323500,2013JJ00,,,,,,,,,,,
1141,323500,2014JJ00,,,,,,,,,,,
1142,323500,2015JJ00,,,,,,,,,,,
1143,323500,2016JJ00,,,,,,,,,,,
1144,323500,2017JJ00,,,,,,,,,,,
1145,323500,2018JJ00,,,,,,,,,,,
1146,323500,2019JJ00,,,,,,,,,,,
1147,323500,2020JJ00,,,,,,,,,,,
1148,323500,2021JJ00,,,,,,,,,,,
1149,323500,2022JJ00,,,,,,,,,,,
1150,323500,2023JJ00,,,,,,,,,,,
1151,323500,2024JJ00,,,,,,,,,,,
1152,323700,2009JJ00,,,,,,,,,,,
1153,323700,2010JJ00,186.73,0.56,18.47,1.45,7.17,6.66,133.37,19.05,179.07,7.66,8.7
1154,323700,2011JJ00,310.27,2.45,28.24,0.91,8.3,6.57,242.61,21.19,290.31,19.95,29.38
1155,323700,2012JJ00,258.77,5.42,45.2,0.66,10.3,9.37,167.64,20.2,239.25,19.53,17.85
1156,323700,2013JJ00,278.7,0.52,29.54,1.48,8.32,8.74,209.85,20.25,267.79,10.91,14.77
1157,323700,2014JJ00,255.01,2.13,34.5,1.65,10.55,6.46,181.15,18.57,245.93,9.07,6.04
1158,323700,2015JJ00,284.61,0.46,29.03,1.06,9.5,6.43,217.13,20.99,273.12,11.49,7.4
1159,323700,2016JJ00,329.47,4.31,51.07,0.63,11.88,8.81,229.76,22.99,312.75,16.72,12.1
1160,323700,2017JJ00,376.03,16.23,85.91,0.88,9.27,8.55,233.08,22.11,331.43,44.61,10.09
1161,323700,2018JJ00,405.63,13.32,66.05,1.87,15.14,11.01,269.68,28.56,367.23,38.41,10.83
1162,323700,2019JJ00,392.49,8.22,72.96,1.73,14.11,8.66,250.95,35.87,374.62,17.87,11.97
1163,323700,2020JJ00,482.08,5.9,110.47,0.45,12.12,8.79,313.4,30.96,452.96,29.12,26.53
1164,323700,2021JJ00,509.97,27.81,101.07,1.81,11.18,9.48,320.86,37.76,460.45,49.52,36.82
1165,323700,2022JJ00,423.52,12.02,57.46,0.69,11.98,10.92,291.07,39.38,389.64,33.89,25.01
1166,323700,2023JJ00,475.9,1.19,120.59,0.53,16.85,9.57,293.4,33.78,459.83,16.07,36.51
1167,323700,2024JJ00,497.73,,,,,,,,,,
1168,323800,2009JJ00,,,,,,,,,,,
1169,323800,2010JJ00,,,,,,,,,,,
1170,323800,2011JJ00,,,,,,,,,,,
1171,323800,2012JJ00,,,,,,,,,,,
1172,323800,2013JJ00,,,,,,,,,,,
1173,323800,2014JJ00,,,,,,,,,,,
1174,323800,2015JJ00,,,,,,,,,,,
1175,323800,2016JJ00,,,,,,,,,,,
1176,323800,2017JJ00,,,,,,,,,,,
1177,323800,2018JJ00,,,,,,,,,,,
1178,323800,2019JJ00,,,,,,,,,,,
1179,323800,2020JJ00,,,,,,,,,,,
1180,323800,2021JJ00,,,,,,,,,,,
1181,323800,2022JJ00,,,,,,,,,,,
1182,323800,2023JJ00,,,,,,,,,,,
1183,323800,2024JJ00,,,,,,,,,,,
1184,324100,2009JJ00,,,,,,,,,,,
1185,324100,2010JJ00,,,,,,,,,,,
1186,324100,2011JJ00,,,,,,,,,,,
1187,324100,2012JJ00,,,,,,,,,,,
1188,324100,2013JJ00,,,,,,,,,,,
1189,324100,2014JJ00,,,,,,,,,,,
1190,324100,2015JJ00,,,,,,,,,,,
1191,324100,2016JJ00,,,,,,,,,,,
1192,324100,2017JJ00,,,,,,,,,,,
1193,324100,2018JJ00,,,,,,,,,,,
1194,324100,2019JJ00,,,,,,,,,,,
1195,324100,2020JJ00,,,,,,,,,,,
1196,324100,2021JJ00,,,,,,,,,,,
1197,324100,2022JJ00,,,,,,,,,,,
1198,324100,2023JJ00,,,,,,,,,,,
1199,324100,2024JJ00,,,,,,,,,,,
1200,324600,2009JJ00,235.55,3.47,38.87,3.43,12.68,6.95,153.24,16.92,224.07,11.48,8.41
1201,324600,2010JJ00,204.47,7.72,18.67,2.62,9.98,4.21,143.97,17.3,193.27,11.2,40.24
1202,324600,2011JJ00,208.3,3.49,36.37,2.46,16.87,3.68,123.51,21.92,194.6,13.7,13.31
1203,324600,2012JJ00,154.95,8.42,14.52,1.14,13.05,4.92,106.64,6.25,138.5,16.44,14.99
1204,324600,2013JJ00,184.35,1.75,17.46,2.22,11.86,4.56,137.64,8.86,177.9,6.45,44.21
1205,324600,2014JJ00,188.31,11.79,17.68,2.3,12.29,2.08,130.8,11.37,172.75,15.56,26.91
1206,324600,2015JJ00,189.5,9.65,13.73,1.37,11.37,5.23,139.69,8.46,171.21,18.29,2.79
1207,324600,2016JJ00,172.35,0.7,20.18,1.81,17.09,3.52,119.04,10.02,166.67,5.68,6.82
1208,324600,2017JJ00,248.46,18.73,25.18,2.98,17.47,4.71,170.71,8.68,220.21,28.25,7.34
1209,324600,2018JJ00,252.23,2.31,26.32,4.63,17.57,7.8,181.35,12.23,243.07,9.16,6.41
1210,324600,2019JJ00,336.54,6.77,44.72,7.41,34.17,8.25,221.9,13.33,323.91,12.63,8.82
1211,324600,2020JJ00,331.32,20.04,38.73,2.16,24.47,5.32,219.21,21.39,300.03,31.3,28.56
1212,324600,2021JJ00,310.06,14.08,34.13,2.5,17.41,5.64,211.16,25.14,276.13,33.92,31.35
1213,324600,2022JJ00,302.42,11.2,32.6,4.92,21.86,7.3,210.53,14.02,272.15,30.27,29.8
1214,324600,2023JJ00,363.55,5.37,63.46,1.26,25.95,8.12,238.87,20.51,324.7,38.85,26.97
1215,324600,2024JJ00,327.64,,,,,,,,,,
1216,324700,2009JJ00,,,,,,,,,,,
1217,324700,2010JJ00,,,,,,,,,,,
1218,324700,2011JJ00,,,,,,,,,,,
1219,324700,2012JJ00,,,,,,,,,,,
1220,324700,2013JJ00,,,,,,,,,,,
1221,324700,2014JJ00,,,,,,,,,,,
1222,324700,2015JJ00,,,,,,,,,,,
1223,324700,2016JJ00,,,,,,,,,,,
1224,324700,2017JJ00,,,,,,,,,,,
1225,324700,2018JJ00,,,,,,,,,,,
1226,324700,2019JJ00,,,,,,,,,,,
1227,324700,2020JJ00,,,,,,,,,,,
1228,324700,2021JJ00,,,,,,,,,,,
1229,324700,2022JJ00,,,,,,,,,,,
1230,324700,2023JJ00,,,,,,,,,,,
1231,324700,2024JJ00,,,,,,,,,,,
1232,325300,2009JJ00,,,,,,,,,,,
1233,325300,2010JJ00,,,,,,,,,,,
1234,325300,2011JJ00,,,,,,,,,,,
1235,325300,2012JJ00,,,,,,,,,,,
1236,325300,2013JJ00,,,,,,,,,,,
1237,325300,2014JJ00,,,,,,,,,,,
1238,325300,2015JJ00,,,,,,,,,,,
1239,325300,2016JJ00,,,,,,,,,,,
1240,325300,2017JJ00,,,,,,,,,,,
1241,325300,2018JJ00,,,,,,,,,,,
1242,325300,2019JJ00,,,,,,,,,,,
1243,325300,2020JJ00,,,,,,,,,,,
1244,325300,2021JJ00,,,,,,,,,,,
1245,325300,2022JJ00,,,,,,,,,,,
1246,325300,2023JJ00,,,,,,,,,,,
1247,325300,2024JJ00,,,,,,,,,,,
1248,325500,2009JJ00,,,,,,,,,,,
1249,325500,2010JJ00,,,,,,,,,,,
1250,325500,2011JJ00,,,,,,,,,,,
1251,325500,2012JJ00,,,,,,,,,,,
1252,325500,2013JJ00,,,,,,,,,,,
1253,325500,2014JJ00,,,,,,,,,,,
1254,325500,2015JJ00,,,,,,,,,,,
1255,325500,2016JJ00,,,,,,,,,,,
1256,325500,2017JJ00,,,,,,,,,,,
1257,325500,2018JJ00,,,,,,,,,,,
1258,325500,2019JJ00,,,,,,,,,,,
1259,325500,2020JJ00,,,,,,,,,,,
1260,325500,2021JJ00,,,,,,,,,,,
1261,325500,2022JJ00,,,,,,,,,,,
1262,325500,2023JJ00,,,,,,,,,,,
1263,325500,2024JJ00,,,,,,,,,,,
1264,325800,2009JJ00,,,,,,,,,,,
1265,325800,2010JJ00,,,,,,,,,,,
1266,325800,2011JJ00,,,,,,,,,,,
1267,325800,2012JJ00,,,,,,,,,,,
1268,325800,2013JJ00,,,,,,,,,,,
1269,325800,2014JJ00,,,,,,,,,,,
1270,325800,2015JJ00,,,,,,,,,,,
1271,325800,2016JJ00,,,,,,,,,,,
1272,325800,2017JJ00,,,,,,,,,,,
1273,325800,2018JJ00,,,,,,,,,,,
1274,325800,2019JJ00,,,,,,,,,,,
1275,325800,2020JJ00,,,,,,,,,,,
1276,325800,2021JJ00,,,,,,,,,,,
1277,325800,2022JJ00,,,,,,,,,,,
1278,325800,2023JJ00,,,,,,,,,,,
1279,325800,2024JJ00,,,,,,,,,,,
1280,326400,2009JJ00,,,,,,,,,,,
1281,326400,2010JJ00,,,,,,,,,,,
1282,326400,2011JJ00,,,,,,,,,,,
1283,326400,2012JJ00,,,,,,,,,,,
1284,326400,2013JJ00,,,,,,,,,,,
1285,326400,2014JJ00,,,,,,,,,,,
1286,326400,2015JJ00,,,,,,,,,,,
1287,326400,2016JJ00,,,,,,,,,,,
1288,326400,2017JJ00,,,,,,,,,,,
1289,326400,2018JJ00,,,,,,,,,,,
1290,326400,2019JJ00,,,,,,,,,,,
1291,326400,2020JJ00,,,,,,,,,,,
