ID,Geslacht,Leeftijd,IndicatieZZVEnOfZMV,IndicatieWelNietJeugdwet,Perioden,JongerenMetAWBZIndicatieInJaar_1
536,3000,40000,1400,1200,2011JJ00,
537,3000,40000,1400,1200,2012JJ00,
538,3000,40000,1400,1200,2013JJ00,
539,3000,40000,1400,1200,2014JJ00,
540,3000,40000,1500,1000,2011JJ00,1535.0
541,3000,40000,1500,1000,2012JJ00,1000.0
542,3000,40000,1500,1000,2013JJ00,730.0
543,3000,40000,1500,1000,2014JJ00,580.0
544,3000,40000,1500,1100,2011JJ00,
545,3000,40000,1500,1100,2012JJ00,
546,3000,40000,1500,1100,2013JJ00,
547,3000,40000,1500,1100,2014JJ00,
548,3000,40000,1500,1200,2011JJ00,1535.0
549,3000,40000,1500,1200,2012JJ00,1000.0
550,3000,40000,1500,1200,2013JJ00,730.0
551,3000,40000,1500,1200,2014JJ00,580.0
552,3000,40000,1600,1000,2011JJ00,2790.0
553,3000,40000,1600,1000,2012JJ00,1910.0
554,3000,40000,1600,1000,2013JJ00,1785.0
555,3000,40000,1600,1000,2014JJ00,1820.0
556,3000,40000,1600,1100,2011JJ00,1480.0
557,3000,40000,1600,1100,2012JJ00,1560.0
558,3000,40000,1600,1100,2013JJ00,1570.0
559,3000,40000,1600,1100,2014JJ00,1640.0
560,3000,40000,1600,1200,2011JJ00,1305.0
561,3000,40000,1600,1200,2012JJ00,350.0
562,3000,40000,1600,1200,2013JJ00,215.0
563,3000,40000,1600,1200,2014JJ00,185.0
564,3000,40000,1700,1000,2011JJ00,145.0
565,3000,40000,1700,1000,2012JJ00,100.0
566,3000,40000,1700,1000,2013JJ00,75.0
567,3000,40000,1700,1000,2014JJ00,75.0
568,3000,40000,1700,1100,2011JJ00,145.0
569,3000,40000,1700,1100,2012JJ00,100.0
570,3000,40000,1700,1100,2013JJ00,75.0
571,3000,40000,1700,1100,2014JJ00,75.0
572,3000,40000,1700,1200,2011JJ00,
573,3000,40000,1700,1200,2012JJ00,
574,3000,40000,1700,1200,2013JJ00,
575,3000,40000,1700,1200,2014JJ00,
576,3000,51510,1000,1000,2011JJ00,26605.0
577,3000,51510,1000,1000,2012JJ00,22575.0
578,3000,51510,1000,1000,2013JJ00,19720.0
579,3000,51510,1000,1000,2014JJ00,18275.0
580,3000,51510,1000,1100,2011JJ00,23780.0
581,3000,51510,1000,1100,2012JJ00,21030.0
582,3000,51510,1000,1100,2013JJ00,18550.0
583,3000,51510,1000,1100,2014JJ00,17165.0
584,3000,51510,1000,1200,2011JJ00,3950.0
585,3000,51510,1000,1200,2012JJ00,2585.0
586,3000,51510,1000,1200,2013JJ00,2200.0
587,3000,51510,1000,1200,2014JJ00,2010.0
588,3000,51510,1100,1000,2011JJ00,25010.0
589,3000,51510,1100,1000,2012JJ00,21165.0
590,3000,51510,1100,1000,2013JJ00,18480.0
591,3000,51510,1100,1000,2014JJ00,17045.0
592,3000,51510,1100,1100,2011JJ00,23140.0
593,3000,51510,1100,1100,2012JJ00,20385.0
594,3000,51510,1100,1100,2013JJ00,17970.0
595,3000,51510,1100,1100,2014JJ00,16620.0
596,3000,51510,1100,1200,2011JJ00,3075.0
597,3000,51510,1100,1200,2012JJ00,1660.0
598,3000,51510,1100,1200,2013JJ00,1315.0
599,3000,51510,1100,1200,2014JJ00,1180.0
600,3000,51510,1200,1000,2011JJ00,1780.0
601,3000,51510,1200,1000,2012JJ00,1790.0
602,3000,51510,1200,1000,2013JJ00,1640.0
603,3000,51510,1200,1000,2014JJ00,1520.0
604,3000,51510,1200,1100,2011JJ00,945.0
605,3000,51510,1200,1100,2012JJ00,905.0
606,3000,51510,1200,1100,2013JJ00,790.0
607,3000,51510,1200,1100,2014JJ00,725.0
608,3000,51510,1200,1200,2011JJ00,900.0
609,3000,51510,1200,1200,2012JJ00,955.0
610,3000,51510,1200,1200,2013JJ00,900.0
611,3000,51510,1200,1200,2014JJ00,845.0
612,3000,51510,1300,1000,2011JJ00,21685.0
613,3000,51510,1300,1000,2012JJ00,18525.0
614,3000,51510,1300,1000,2013JJ00,15815.0
615,3000,51510,1300,1000,2014JJ00,14305.0
616,3000,51510,1300,1100,2011JJ00,21685.0
617,3000,51510,1300,1100,2012JJ00,18525.0
618,3000,51510,1300,1100,2013JJ00,15815.0
619,3000,51510,1300,1100,2014JJ00,14305.0
620,3000,51510,1300,1200,2011JJ00,
621,3000,51510,1300,1200,2012JJ00,
622,3000,51510,1300,1200,2013JJ00,
623,3000,51510,1300,1200,2014JJ00,
624,3000,51510,1400,1000,2011JJ00,4600.0
625,3000,51510,1400,1000,2012JJ00,4150.0
626,3000,51510,1400,1000,2013JJ00,3810.0
627,3000,51510,1400,1000,2014JJ00,3665.0
628,3000,51510,1400,1100,2011JJ00,4600.0
629,3000,51510,1400,1100,2012JJ00,4150.0
630,3000,51510,1400,1100,2013JJ00,3810.0
631,3000,51510,1400,1100,2014JJ00,3665.0
632,3000,51510,1400,1200,2011JJ00,
633,3000,51510,1400,1200,2012JJ00,
634,3000,51510,1400,1200,2013JJ00,
635,3000,51510,1400,1200,2014JJ00,
636,3000,51510,1500,1000,2011JJ00,1390.0
637,3000,51510,1500,1000,2012JJ00,1200.0
638,3000,51510,1500,1000,2013JJ00,1125.0
639,3000,51510,1500,1000,2014JJ00,1070.0
640,3000,51510,1500,1100,2011JJ00,
641,3000,51510,1500,1100,2012JJ00,
642,3000,51510,1500,1100,2013JJ00,
643,3000,51510,1500,1100,2014JJ00,
644,3000,51510,1500,1200,2011JJ00,1390.0
645,3000,51510,1500,1200,2012JJ00,1200.0
646,3000,51510,1500,1200,2013JJ00,1125.0
647,3000,51510,1500,1200,2014JJ00,1070.0
648,3000,51510,1600,1000,2011JJ00,5505.0
649,3000,51510,1600,1000,2012JJ00,4425.0
650,3000,51510,1600,1000,2013JJ00,4155.0
651,3000,51510,1600,1000,2014JJ00,4110.0
652,3000,51510,1600,1100,2011JJ00,3750.0
653,3000,51510,1600,1100,2012JJ00,3905.0
654,3000,51510,1600,1100,2013JJ00,3910.0
655,3000,51510,1600,1100,2014JJ00,3955.0
656,3000,51510,1600,1200,2011JJ00,1755.0
657,3000,51510,1600,1200,2012JJ00,520.0
658,3000,51510,1600,1200,2013JJ00,245.0
659,3000,51510,1600,1200,2014JJ00,155.0
660,3000,51510,1700,1000,2011JJ00,9310.0
661,3000,51510,1700,1000,2012JJ00,5735.0
662,3000,51510,1700,1000,2013JJ00,4185.0
663,3000,51510,1700,1000,2014JJ00,3390.0
664,3000,51510,1700,1100,2011JJ00,9310.0
665,3000,51510,1700,1100,2012JJ00,5735.0
666,3000,51510,1700,1100,2013JJ00,4185.0
667,3000,51510,1700,1100,2014JJ00,3390.0
668,3000,51510,1700,1200,2011JJ00,
669,3000,51510,1700,1200,2012JJ00,
670,3000,51510,1700,1200,2013JJ00,
671,3000,51510,1700,1200,2014JJ00,
672,3000,52020,1000,1000,2011JJ00,35535.0
673,3000,52020,1000,1000,2012JJ00,34875.0
674,3000,52020,1000,1000,2013JJ00,33525.0
675,3000,52020,1000,1000,2014JJ00,32075.0
676,3000,52020,1000,1100,2011JJ00,32600.0
677,3000,52020,1000,1100,2012JJ00,32470.0
678,3000,52020,1000,1100,2013JJ00,31445.0
679,3000,52020,1000,1100,2014JJ00,29735.0
680,3000,52020,1000,1200,2011JJ00,3705.0
681,3000,52020,1000,1200,2012JJ00,3375.0
682,3000,52020,1000,1200,2013JJ00,3155.0
683,3000,52020,1000,1200,2014JJ00,3195.0
684,3000,52020,1100,1000,2011JJ00,30375.0
685,3000,52020,1100,1000,2012JJ00,29880.0
686,3000,52020,1100,1000,2013JJ00,28840.0
687,3000,52020,1100,1000,2014JJ00,27040.0
688,3000,52020,1100,1100,2011JJ00,29665.0
689,3000,52020,1100,1100,2012JJ00,29490.0
690,3000,52020,1100,1100,2013JJ00,28535.0
691,3000,52020,1100,1100,2014JJ00,26750.0
692,3000,52020,1100,1200,2011JJ00,1535.0
693,3000,52020,1100,1200,2012JJ00,1075.0
694,3000,52020,1100,1200,2013JJ00,925.0
695,3000,52020,1100,1200,2014JJ00,870.0
696,3000,52020,1200,1000,2011JJ00,5820.0
697,3000,52020,1200,1000,2012JJ00,5895.0
698,3000,52020,1200,1000,2013JJ00,5745.0
699,3000,52020,1200,1000,2014JJ00,5825.0
700,3000,52020,1200,1100,2011JJ00,3820.0
701,3000,52020,1200,1100,2012JJ00,3815.0
702,3000,52020,1200,1100,2013JJ00,3655.0
703,3000,52020,1200,1100,2014JJ00,3680.0
704,3000,52020,1200,1200,2011JJ00,2195.0
705,3000,52020,1200,1200,2012JJ00,2335.0
706,3000,52020,1200,1200,2013JJ00,2250.0
707,3000,52020,1200,1200,2014JJ00,2340.0
708,3000,52020,1300,1000,2011JJ00,28295.0
709,3000,52020,1300,1000,2012JJ00,27750.0
710,3000,52020,1300,1000,2013JJ00,26670.0
711,3000,52020,1300,1000,2014JJ00,24880.0
712,3000,52020,1300,1100,2011JJ00,28295.0
713,3000,52020,1300,1100,2012JJ00,27750.0
714,3000,52020,1300,1100,2013JJ00,26670.0
715,3000,52020,1300,1100,2014JJ00,24880.0
716,3000,52020,1300,1200,2011JJ00,
717,3000,52020,1300,1200,2012JJ00,
718,3000,52020,1300,1200,2013JJ00,
719,3000,52020,1300,1200,2014JJ00,
720,3000,52020,1400,1000,2011JJ00,4540.0
721,3000,52020,1400,1000,2012JJ00,4590.0
722,3000,52020,1400,1000,2013JJ00,4550.0
723,3000,52020,1400,1000,2014JJ00,4475.0
724,3000,52020,1400,1100,2011JJ00,4540.0
725,3000,52020,1400,1100,2012JJ00,4590.0
726,3000,52020,1400,1100,2013JJ00,4550.0
727,3000,52020,1400,1100,2014JJ00,4475.0
728,3000,52020,1400,1200,2011JJ00,
729,3000,52020,1400,1200,2012JJ00,
730,3000,52020,1400,1200,2013JJ00,
731,3000,52020,1400,1200,2014JJ00,
732,3000,52020,1500,1000,2011JJ00,1030.0
733,3000,52020,1500,1000,2012JJ00,895.0
734,3000,52020,1500,1000,2013JJ00,830.0
735,3000,52020,1500,1000,2014JJ00,805.0
736,3000,52020,1500,1100,2011JJ00,
737,3000,52020,1500,1100,2012JJ00,
738,3000,52020,1500,1100,2013JJ00,
739,3000,52020,1500,1100,2014JJ00,
740,3000,52020,1500,1200,2011JJ00,1030.0
741,3000,52020,1500,1200,2012JJ00,895.0
742,3000,52020,1500,1200,2013JJ00,830.0
743,3000,52020,1500,1200,2014JJ00,805.0
744,3000,52020,1600,1000,2011JJ00,3635.0
745,3000,52020,1600,1000,2012JJ00,3550.0
746,3000,52020,1600,1000,2013JJ00,3545.0
747,3000,52020,1600,1000,2014JJ00,3410.0
748,3000,52020,1600,1100,2011JJ00,3105.0
749,3000,52020,1600,1100,2012JJ00,3355.0
750,3000,52020,1600,1100,2013JJ00,3435.0
751,3000,52020,1600,1100,2014JJ00,3335.0
752,3000,52020,1600,1200,2011JJ00,525.0
753,3000,52020,1600,1200,2012JJ00,200.0
754,3000,52020,1600,1200,2013JJ00,110.0
755,3000,52020,1600,1200,2014JJ00,75.0
756,3000,52020,1700,1000,2011JJ00,14405.0
757,3000,52020,1700,1000,2012JJ00,9845.0
758,3000,52020,1700,1000,2013JJ00,7455.0
759,3000,52020,1700,1000,2014JJ00,6050.0
760,3000,52020,1700,1100,2011JJ00,14405.0
761,3000,52020,1700,1100,2012JJ00,9845.0
762,3000,52020,1700,1100,2013JJ00,7455.0
763,3000,52020,1700,1100,2014JJ00,6050.0
764,3000,52020,1700,1200,2011JJ00,
765,3000,52020,1700,1200,2012JJ00,
766,3000,52020,1700,1200,2013JJ00,
767,3000,52020,1700,1200,2014JJ00,
768,4000,41300,1000,1000,2011JJ00,30360.0
769,4000,41300,1000,1000,2012JJ00,27550.0
770,4000,41300,1000,1000,2013JJ00,25875.0
771,4000,41300,1000,1000,2014JJ00,25065.0
772,4000,41300,1000,1100,2011JJ00,25815.0
773,4000,41300,1000,1100,2012JJ00,24670.0
774,4000,41300,1000,1100,2013JJ00,23505.0
775,4000,41300,1000,1100,2014JJ00,22760.0
776,4000,41300,1000,1200,2011JJ00,6940.0
777,4000,41300,1000,1200,2012JJ00,4920.0
778,4000,41300,1000,1200,2013JJ00,4280.0
779,4000,41300,1000,1200,2014JJ00,4050.0
780,4000,41300,1100,1000,2011JJ00,26465.0
781,4000,41300,1100,1000,2012JJ00,23775.0
782,4000,41300,1100,1000,2013JJ00,22300.0
783,4000,41300,1100,1000,2014JJ00,21425.0
784,4000,41300,1100,1100,2011JJ00,23420.0
785,4000,41300,1100,1100,2012JJ00,22285.0
786,4000,41300,1100,1100,2013JJ00,21255.0
787,4000,41300,1100,1100,2014JJ00,20530.0
788,4000,41300,1100,1200,2011JJ00,5255.0
789,4000,41300,1100,1200,2012JJ00,3175.0
790,4000,41300,1100,1200,2013JJ00,2565.0
791,4000,41300,1100,1200,2014JJ00,2310.0
792,4000,41300,1200,1000,2011JJ00,4575.0
793,4000,41300,1200,1000,2012JJ00,4595.0
794,4000,41300,1200,1000,2013JJ00,4385.0
795,4000,41300,1200,1000,2014JJ00,4355.0
796,4000,41300,1200,1100,2011JJ00,3040.0
797,4000,41300,1200,1100,2012JJ00,2970.0
798,4000,41300,1200,1100,2013JJ00,2765.0
799,4000,41300,1200,1100,2014JJ00,2745.0
800,4000,41300,1200,1200,2011JJ00,1735.0
801,4000,41300,1200,1200,2012JJ00,1800.0
802,4000,41300,1200,1200,2013JJ00,1755.0
803,4000,41300,1200,1200,2014JJ00,1760.0
804,4000,41300,1300,1000,2011JJ00,20465.0
805,4000,41300,1300,1000,2012JJ00,18785.0
806,4000,41300,1300,1000,2013JJ00,17445.0
807,4000,41300,1300,1000,2014JJ00,16585.0
808,4000,41300,1300,1100,2011JJ00,20465.0
809,4000,41300,1300,1100,2012JJ00,18785.0
810,4000,41300,1300,1100,2013JJ00,17445.0
811,4000,41300,1300,1100,2014JJ00,16585.0
812,4000,41300,1300,1200,2011JJ00,
813,4000,41300,1300,1200,2012JJ00,
814,4000,41300,1300,1200,2013JJ00,
815,4000,41300,1300,1200,2014JJ00,
816,4000,41300,1400,1000,2011JJ00,6905.0
817,4000,41300,1400,1000,2012JJ00,6575.0
818,4000,41300,1400,1000,2013JJ00,6310.0
819,4000,41300,1400,1000,2014JJ00,6305.0
820,4000,41300,1400,1100,2011JJ00,6905.0
821,4000,41300,1400,1100,2012JJ00,6575.0
822,4000,41300,1400,1100,2013JJ00,6310.0
823,4000,41300,1400,1100,2014JJ00,6305.0
824,4000,41300,1400,1200,2011JJ00,
825,4000,41300,1400,1200,2012JJ00,
826,4000,41300,1400,1200,2013JJ00,
827,4000,41300,1400,1200,2014JJ00,
828,4000,41300,1500,1000,2011JJ00,3395.0
829,4000,41300,1500,1000,2012JJ00,2635.0
830,4000,41300,1500,1000,2013JJ00,2250.0
831,4000,41300,1500,1000,2014JJ00,2080.0
832,4000,41300,1500,1100,2011JJ00,
833,4000,41300,1500,1100,2012JJ00,
834,4000,41300,1500,1100,2013JJ00,
835,4000,41300,1500,1100,2014JJ00,
836,4000,41300,1500,1200,2011JJ00,3395.0
837,4000,41300,1500,1200,2012JJ00,2635.0
838,4000,41300,1500,1200,2013JJ00,2250.0
839,4000,41300,1500,1200,2014JJ00,2080.0
840,4000,41300,1600,1000,2011JJ00,6765.0
841,4000,41300,1600,1000,2012JJ00,5640.0
842,4000,41300,1600,1000,2013JJ00,5450.0
843,4000,41300,1600,1000,2014JJ00,5365.0
844,4000,41300,1600,1100,2011JJ00,4720.0
845,4000,41300,1600,1100,2012JJ00,4950.0
846,4000,41300,1600,1100,2013JJ00,5030.0
847,4000,41300,1600,1100,2014JJ00,5045.0
848,4000,41300,1600,1200,2011JJ00,2045.0
849,4000,41300,1600,1200,2012JJ00,695.0
850,4000,41300,1600,1200,2013JJ00,420.0
851,4000,41300,1600,1200,2014JJ00,325.0
852,4000,41300,1700,1000,2011JJ00,8940.0
853,4000,41300,1700,1000,2012JJ00,6045.0
854,4000,41300,1700,1000,2013JJ00,4690.0
855,4000,41300,1700,1000,2014JJ00,3875.0
856,4000,41300,1700,1100,2011JJ00,8940.0
857,4000,41300,1700,1100,2012JJ00,6045.0
858,4000,41300,1700,1100,2013JJ00,4690.0
859,4000,41300,1700,1100,2014JJ00,3875.0
860,4000,41300,1700,1200,2011JJ00,
861,4000,41300,1700,1200,2012JJ00,
862,4000,41300,1700,1200,2013JJ00,
863,4000,41300,1700,1200,2014JJ00,
864,4000,40000,1000,1000,2011JJ00,3095.0
865,4000,40000,1000,1000,2012JJ00,2160.0
866,4000,40000,1000,1000,2013JJ00,1935.0
867,4000,40000,1000,1000,2014JJ00,1880.0
868,4000,40000,1000,1100,2011JJ00,1745.0
869,4000,40000,1000,1100,2012JJ00,1565.0
870,4000,40000,1000,1100,2013JJ00,1535.0
871,4000,40000,1000,1100,2014JJ00,1580.0
872,4000,40000,1000,1200,2011JJ00,2050.0
873,4000,40000,1000,1200,2012JJ00,1080.0
874,4000,40000,1000,1200,2013JJ00,825.0
875,4000,40000,1000,1200,2014JJ00,660.0
876,4000,40000,1100,1000,2011JJ00,3065.0
877,4000,40000,1100,1000,2012JJ00,2135.0
878,4000,40000,1100,1000,2013JJ00,1905.0
879,4000,40000,1100,1000,2014JJ00,1865.0
880,4000,40000,1100,1100,2011JJ00,1730.0
881,4000,40000,1100,1100,2012JJ00,1555.0
882,4000,40000,1100,1100,2013JJ00,1520.0
883,4000,40000,1100,1100,2014JJ00,1575.0
884,4000,40000,1100,1200,2011JJ00,2025.0
885,4000,40000,1100,1200,2012JJ00,1060.0
886,4000,40000,1100,1200,2013JJ00,805.0
887,4000,40000,1100,1200,2014JJ00,645.0
888,4000,40000,1200,1000,2011JJ00,45.0
889,4000,40000,1200,1000,2012JJ00,40.0
890,4000,40000,1200,1000,2013JJ00,40.0
891,4000,40000,1200,1000,2014JJ00,25.0
892,4000,40000,1200,1100,2011JJ00,15.0
893,4000,40000,1200,1100,2012JJ00,20.0
894,4000,40000,1200,1100,2013JJ00,10.0
895,4000,40000,1200,1100,2014JJ00,5.0
896,4000,40000,1200,1200,2011JJ00,35.0
897,4000,40000,1200,1200,2012JJ00,25.0
898,4000,40000,1200,1200,2013JJ00,30.0
899,4000,40000,1200,1200,2014JJ00,20.0
900,4000,40000,1300,1000,2011JJ00,755.0
901,4000,40000,1300,1000,2012JJ00,485.0
902,4000,40000,1300,1000,2013JJ00,405.0
903,4000,40000,1300,1000,2014JJ00,405.0
904,4000,40000,1300,1100,2011JJ00,755.0
905,4000,40000,1300,1100,2012JJ00,485.0
906,4000,40000,1300,1100,2013JJ00,405.0
907,4000,40000,1300,1100,2014JJ00,405.0
908,4000,40000,1300,1200,2011JJ00,
909,4000,40000,1300,1200,2012JJ00,
910,4000,40000,1300,1200,2013JJ00,
911,4000,40000,1300,1200,2014JJ00,
912,4000,40000,1400,1000,2011JJ00,880.0
913,4000,40000,1400,1000,2012JJ00,780.0
914,4000,40000,1400,1000,2013JJ00,735.0
915,4000,40000,1400,1000,2014JJ00,745.0
916,4000,40000,1400,1100,2011JJ00,880.0
917,4000,40000,1400,1100,2012JJ00,780.0
918,4000,40000,1400,1100,2013JJ00,735.0
919,4000,40000,1400,1100,2014JJ00,745.0
920,4000,40000,1400,1200,2011JJ00,
921,4000,40000,1400,1200,2012JJ00,
922,4000,40000,1400,1200,2013JJ00,
923,4000,40000,1400,1200,2014JJ00,
924,4000,40000,1500,1000,2011JJ00,1390.0
925,4000,40000,1500,1000,2012JJ00,885.0
926,4000,40000,1500,1000,2013JJ00,670.0
927,4000,40000,1500,1000,2014JJ00,530.0
928,4000,40000,1500,1100,2011JJ00,
929,4000,40000,1500,1100,2012JJ00,
930,4000,40000,1500,1100,2013JJ00,
931,4000,40000,1500,1100,2014JJ00,
932,4000,40000,1500,1200,2011JJ00,1390.0
933,4000,40000,1500,1200,2012JJ00,885.0
934,4000,40000,1500,1200,2013JJ00,670.0
935,4000,40000,1500,1200,2014JJ00,530.0
936,4000,40000,1600,1000,2011JJ00,1540.0
937,4000,40000,1600,1000,2012JJ00,1030.0
938,4000,40000,1600,1000,2013JJ00,985.0
939,4000,40000,1600,1000,2014JJ00,1010.0
940,4000,40000,1600,1100,2011JJ00,800.0
941,4000,40000,1600,1100,2012JJ00,765.0
942,4000,40000,1600,1100,2013JJ00,800.0
943,4000,40000,1600,1100,2014JJ00,855.0
944,4000,40000,1600,1200,2011JJ00,740.0
945,4000,40000,1600,1200,2012JJ00,260.0
946,4000,40000,1600,1200,2013JJ00,185.0
947,4000,40000,1600,1200,2014JJ00,155.0
948,4000,40000,1700,1000,2011JJ00,105.0
949,4000,40000,1700,1000,2012JJ00,55.0
950,4000,40000,1700,1000,2013JJ00,50.0
951,4000,40000,1700,1000,2014JJ00,50.0
952,4000,40000,1700,1100,2011JJ00,105.0
953,4000,40000,1700,1100,2012JJ00,55.0
954,4000,40000,1700,1100,2013JJ00,50.0
955,4000,40000,1700,1100,2014JJ00,50.0
956,4000,40000,1700,1200,2011JJ00,
957,4000,40000,1700,1200,2012JJ00,
958,4000,40000,1700,1200,2013JJ00,
959,4000,40000,1700,1200,2014JJ00,
960,4000,51510,1000,1000,2011JJ00,11445.0
961,4000,51510,1000,1000,2012JJ00,9790.0
962,4000,51510,1000,1000,2013JJ00,8700.0
963,4000,51510,1000,1000,2014JJ00,8070.0
964,4000,51510,1000,1100,2011JJ00,9855.0
965,4000,51510,1000,1100,2012JJ00,8820.0
966,4000,51510,1000,1100,2013JJ00,7970.0
967,4000,51510,1000,1100,2014JJ00,7400.0
968,4000,51510,1000,1200,2011JJ00,2500.0
969,4000,51510,1000,1200,2012JJ00,1770.0
970,4000,51510,1000,1200,2013JJ00,1465.0
971,4000,51510,1000,1200,2014JJ00,1370.0
972,4000,51510,1100,1000,2011JJ00,10680.0
973,4000,51510,1100,1000,2012JJ00,9115.0
974,4000,51510,1100,1000,2013JJ00,8115.0
975,4000,51510,1100,1000,2014JJ00,7495.0
976,4000,51510,1100,1100,2011JJ00,9515.0
977,4000,51510,1100,1100,2012JJ00,8525.0
978,4000,51510,1100,1100,2013JJ00,7710.0
979,4000,51510,1100,1100,2014JJ00,7155.0
980,4000,51510,1100,1200,2011JJ00,2030.0
981,4000,51510,1100,1200,2012JJ00,1270.0
982,4000,51510,1100,1200,2013JJ00,1030.0
983,4000,51510,1100,1200,2014JJ00,960.0
984,4000,51510,1200,1000,2011JJ00,890.0
985,4000,51510,1200,1000,2012JJ00,870.0
986,4000,51510,1200,1000,2013JJ00,760.0
987,4000,51510,1200,1000,2014JJ00,705.0
988,4000,51510,1200,1100,2011JJ00,445.0
989,4000,51510,1200,1100,2012JJ00,380.0
990,4000,51510,1200,1100,2013JJ00,335.0
991,4000,51510,1200,1100,2014JJ00,320.0
992,4000,51510,1200,1200,2011JJ00,485.0
993,4000,51510,1200,1200,2012JJ00,525.0
994,4000,51510,1200,1200,2013JJ00,450.0
995,4000,51510,1200,1200,2014JJ00,420.0
996,4000,51510,1300,1000,2011JJ00,8605.0
997,4000,51510,1300,1000,2012JJ00,7385.0
998,4000,51510,1300,1000,2013JJ00,6410.0
999,4000,51510,1300,1000,2014JJ00,5800.0
1000,4000,51510,1300,1100,2011JJ00,8605.0
1001,4000,51510,1300,1100,2012JJ00,7385.0
1002,4000,51510,1300,1100,2013JJ00,6410.0
1003,4000,51510,1300,1100,2014JJ00,5800.0
1004,4000,51510,1300,1200,2011JJ00,
1005,4000,51510,1300,1200,2012JJ00,
1006,4000,51510,1300,1200,2013JJ00,
1007,4000,51510,1300,1200,2014JJ00,
1008,4000,51510,1400,1000,2011JJ00,3045.0
1009,4000,51510,1400,1000,2012JJ00,2785.0
1010,4000,51510,1400,1000,2013JJ00,2605.0
1011,4000,51510,1400,1000,2014JJ00,2545.0
1012,4000,51510,1400,1100,2011JJ00,3045.0
1013,4000,51510,1400,1100,2012JJ00,2785.0
1014,4000,51510,1400,1100,2013JJ00,2605.0
1015,4000,51510,1400,1100,2014JJ00,2545.0
1016,4000,51510,1400,1200,2011JJ00,
1017,4000,51510,1400,1200,2012JJ00,
1018,4000,51510,1400,1200,2013JJ00,
1019,4000,51510,1400,1200,2014JJ00,
1020,4000,51510,1500,1000,2011JJ00,1140.0
1021,4000,51510,1500,1000,2012JJ00,1010.0
1022,4000,51510,1500,1000,2013JJ00,910.0
1023,4000,51510,1500,1000,2014JJ00,885.0
1024,4000,51510,1500,1100,2011JJ00,
1025,4000,51510,1500,1100,2012JJ00,
1026,4000,51510,1500,1100,2013JJ00,
1027,4000,51510,1500,1100,2014JJ00,
1028,4000,51510,1500,1200,2011JJ00,1140.0
1029,4000,51510,1500,1200,2012JJ00,1010.0
1030,4000,51510,1500,1200,2013JJ00,910.0
1031,4000,51510,1500,1200,2014JJ00,885.0
1032,4000,51510,1600,1000,2011JJ00,2790.0
1033,4000,51510,1600,1000,2012JJ00,2240.0
1034,4000,51510,1600,1000,2013JJ00,2095.0
1035,4000,51510,1600,1000,2014JJ00,2020.0
1036,4000,51510,1600,1100,2011JJ00,1840.0
1037,4000,51510,1600,1100,2012JJ00,1925.0
1038,4000,51510,1600,1100,2013JJ00,1940.0
1039,4000,51510,1600,1100,2014JJ00,1905.0
1040,4000,51510,1600,1200,2011JJ00,950.0
1041,4000,51510,1600,1200,2012JJ00,315.0
1042,4000,51510,1600,1200,2013JJ00,155.0
1043,4000,51510,1600,1200,2014JJ00,115.0
1044,4000,51510,1700,1000,2011JJ00,3445.0
1045,4000,51510,1700,1000,2012JJ00,2190.0
1046,4000,51510,1700,1000,2013JJ00,1645.0
1047,4000,51510,1700,1000,2014JJ00,1295.0
1048,4000,51510,1700,1100,2011JJ00,3445.0
1049,4000,51510,1700,1100,2012JJ00,2190.0
1050,4000,51510,1700,1100,2013JJ00,1645.0
1051,4000,51510,1700,1100,2014JJ00,1295.0
1052,4000,51510,1700,1200,2011JJ00,
1053,4000,51510,1700,1200,2012JJ00,
1054,4000,51510,1700,1200,2013JJ00,
1055,4000,51510,1700,1200,2014JJ00,
1056,4000,52020,1000,1000,2011JJ00,15820.0
1057,4000,52020,1000,1000,2012JJ00,15595.0
1058,4000,52020,1000,1000,2013JJ00,15245.0
1059,4000,52020,1000,1000,2014JJ00,15110.0
1060,4000,52020,1000,1100,2011JJ00,14220.0
1061,4000,52020,1000,1100,2012JJ00,14280.0
1062,4000,52020,1000,1100,2013JJ00,14005.0
1063,4000,52020,1000,1100,2014JJ00,13775.0
1064,4000,52020,1000,1200,2011JJ00,2395.0
1065,4000,52020,1000,1200,2012JJ00,2070.0
1066,4000,52020,1000,1200,2013JJ00,1990.0
1067,4000,52020,1000,1200,2014JJ00,2020.0
1068,4000,52020,1100,1000,2011JJ00,12715.0
1069,4000,52020,1100,1000,2012JJ00,12525.0
1070,4000,52020,1100,1000,2013JJ00,12280.0
1071,4000,52020,1100,1000,2014JJ00,12065.0
1072,4000,52020,1100,1100,2011JJ00,12175.0
1073,4000,52020,1100,1100,2012JJ00,12205.0
1074,4000,52020,1100,1100,2013JJ00,12020.0
1075,4000,52020,1100,1100,2014JJ00,11795.0
1076,4000,52020,1100,1200,2011JJ00,1200.0
1077,4000,52020,1100,1200,2012JJ00,840.0
1078,4000,52020,1100,1200,2013JJ00,730.0
1079,4000,52020,1100,1200,2014JJ00,705.0
1080,4000,52020,1200,1000,2011JJ00,3640.0
1081,4000,52020,1200,1000,2012JJ00,3685.0
1082,4000,52020,1200,1000,2013JJ00,3585.0
1083,4000,52020,1200,1000,2014JJ00,3625.0
1084,4000,52020,1200,1100,2011JJ00,2580.0
1085,4000,52020,1200,1100,2012JJ00,2570.0
1086,4000,52020,1200,1100,2013JJ00,2415.0
