ID,RegioS,VerblijfsrecreatieveLogiesvormen,Perioden,AlleLanden_1,Nederland_2,Buitenland_3,AlleLanden_4,Nederland_5,Buitenland_6
848,PV29  ,100,2006JJ00,1004.6,618.1,386.5,6824.4,4202.0,2622.4
849,PV29  ,100,2007JJ00,1150.4,703.0,447.4,7632.4,4727.8,2904.5
850,PV29  ,100,2008JJ00,938.7,574.8,363.9,6158.4,3803.1,2355.3
851,PV29  ,100,2009JJ00,1084.6,673.0,411.6,6327.5,3881.1,2446.4
852,PV29  ,100,2010JJ00,1097.3,672.4,425.0,6603.9,4077.6,2526.3
853,PV29  ,100,2011JJ00,1107.1,651.4,455.6,6518.1,3838.5,2679.7
854,PV29  ,100,2012JJ00,1036.9,599.9,437.0,5793.7,3382.5,2411.2
855,PV29  ,110,1998JJ00,467.2,279.4,187.7,3709.2,2410.6,1298.5
856,PV29  ,110,1999JJ00,486.6,277.2,209.4,3625.0,2306.8,1318.3
857,PV29  ,110,2000JJ00,471.9,263.8,208.1,3671.5,2221.8,1449.6
858,PV29  ,110,2001JJ00,448.8,257.9,190.8,3441.1,2185.0,1256.1
859,PV29  ,110,2002JJ00,451.8,253.0,198.8,3464.0,2162.2,1301.7
860,PV29  ,110,2003JJ00,512.0,287.4,224.6,3974.5,2484.6,1489.8
861,PV29  ,110,2004JJ00,503.3,302.2,201.0,4041.8,2738.9,1302.9
862,PV29  ,110,2005JJ00,457.2,283.3,173.9,3668.0,2491.4,1176.6
863,PV29  ,110,2006JJ00,477.9,,,3805.7,,
864,PV29  ,110,2007JJ00,617.9,378.4,239.5,4566.0,3075.7,1490.3
865,PV29  ,110,2008JJ00,503.7,309.1,194.7,3583.9,2419.6,1164.3
866,PV29  ,110,2009JJ00,498.0,301.5,196.5,3335.9,2156.2,1179.7
867,PV29  ,110,2010JJ00,532.1,329.2,202.9,3703.5,2488.2,1215.3
868,PV29  ,110,2011JJ00,526.5,318.5,208.0,3533.0,2313.5,1219.4
869,PV29  ,110,2012JJ00,464.8,270.4,194.4,2961.8,1894.9,1066.9
870,PV29  ,120,1998JJ00,297.4,190.7,106.7,1914.2,1122.9,791.3
871,PV29  ,120,1999JJ00,343.2,202.4,140.8,2266.7,1213.1,1053.6
872,PV29  ,120,2000JJ00,417.8,249.0,168.7,2650.0,1430.7,1219.4
873,PV29  ,120,2001JJ00,428.7,256.2,172.5,2667.1,1443.2,1223.9
874,PV29  ,120,2002JJ00,443.7,273.9,169.9,2786.3,1590.1,1196.2
875,PV29  ,120,2003JJ00,464.1,292.9,171.2,3000.1,1734.1,1266.0
876,PV29  ,120,2004JJ00,460.2,278.0,182.2,2930.2,1634.8,1295.5
877,PV29  ,120,2005JJ00,382.1,248.1,134.0,2431.6,1473.0,958.6
878,PV29  ,120,2006JJ00,481.9,300.3,181.6,2852.3,1618.8,1233.5
879,PV29  ,120,2007JJ00,479.3,278.9,200.4,2898.9,1525.7,1373.2
880,PV29  ,120,2008JJ00,394.5,230.4,164.1,2455.4,1286.1,1169.3
881,PV29  ,120,2009JJ00,546.8,340.2,206.6,2883.4,1646.1,1237.3
882,PV29  ,120,2010JJ00,514.8,303.6,211.2,2742.0,1488.5,1253.5
883,PV29  ,120,2011JJ00,541.5,302.5,239.0,2858.8,1443.9,1414.8
884,PV29  ,120,2012JJ00,527.2,291.2,236.0,2703.8,1385.8,1318.0
885,PV29  ,130,1998JJ00,43.4,31.3,12.1,145.8,71.0,74.8
886,PV29  ,130,1999JJ00,45.2,38.5,6.6,143.2,105.2,38.1
887,PV29  ,130,2000JJ00,37.8,23.7,14.1,129.1,65.3,63.8
888,PV29  ,130,2001JJ00,32.9,27.8,5.1,97.1,69.9,27.3
889,PV29  ,130,2002JJ00,51.2,41.4,9.8,179.7,122.2,57.4
890,PV29  ,130,2003JJ00,36.5,32.9,3.6,116.0,89.1,26.8
891,PV29  ,130,2004JJ00,35.6,30.0,5.7,119.5,92.7,26.9
892,PV29  ,130,2005JJ00,54.8,43.8,11.0,189.9,133.8,56.1
893,PV29  ,130,2006JJ00,44.8,,,166.4,,
894,PV29  ,130,2007JJ00,53.2,45.7,7.5,167.5,126.5,41.0
895,PV29  ,130,2008JJ00,40.4,35.3,5.1,119.2,97.4,21.8
896,PV29  ,130,2009JJ00,39.7,31.3,8.5,108.1,78.8,29.4
897,PV29  ,130,2010JJ00,50.4,39.5,10.9,158.4,100.9,57.5
898,PV29  ,130,2011JJ00,39.2,30.4,8.7,126.4,81.0,45.4
899,PV29  ,130,2012JJ00,44.9,38.3,6.6,128.1,101.8,26.3
900,PV30  ,100,1998JJ00,1107.1,969.2,137.9,5474.9,4852.8,622.0
901,PV30  ,100,1999JJ00,1287.9,1139.4,148.5,6107.5,5479.5,627.9
902,PV30  ,100,2000JJ00,1255.2,1095.0,160.2,6375.2,5626.3,748.8
903,PV30  ,100,2001JJ00,1380.5,1237.8,142.6,6707.8,5996.4,711.4
904,PV30  ,100,2002JJ00,1259.0,1107.5,151.5,6356.0,5611.1,744.9
905,PV30  ,100,2003JJ00,1280.0,1120.6,159.3,6139.3,5463.8,675.5
906,PV30  ,100,2004JJ00,1350.0,1221.8,128.2,6878.5,6298.2,580.3
907,PV30  ,100,2005JJ00,1261.0,1111.1,149.9,6068.4,5383.0,685.4
908,PV30  ,100,2006JJ00,1242.4,1081.4,161.0,5959.4,5221.8,737.6
909,PV30  ,100,2007JJ00,1453.0,1261.5,191.6,6480.1,5608.0,872.0
910,PV30  ,100,2008JJ00,1407.5,1220.9,186.7,6505.0,5670.3,834.7
911,PV30  ,100,2009JJ00,1406.6,1238.8,167.8,6134.9,5416.8,718.1
912,PV30  ,100,2010JJ00,1452.3,1259.3,193.0,6248.6,5418.9,829.7
913,PV30  ,100,2011JJ00,1529.6,1327.6,202.0,6532.6,5676.1,856.4
914,PV30  ,100,2012JJ00,1564.0,1329.2,234.9,6417.9,5429.5,988.5
915,PV30  ,110,1998JJ00,281.9,259.3,22.6,2007.5,1923.4,84.2
916,PV30  ,110,1999JJ00,349.9,318.2,31.7,2427.1,2296.2,131.0
917,PV30  ,110,2000JJ00,315.5,292.6,22.8,2263.3,2155.0,108.3
918,PV30  ,110,2001JJ00,347.7,325.3,22.4,2263.0,2151.3,111.8
919,PV30  ,110,2002JJ00,324.6,305.3,19.3,2064.2,1996.7,67.5
920,PV30  ,110,2003JJ00,363.6,327.8,35.8,2306.6,2192.3,114.3
921,PV30  ,110,2004JJ00,377.1,352.8,24.3,2873.6,2764.8,108.8
922,PV30  ,110,2005JJ00,330.8,310.3,20.4,2301.7,2220.3,81.4
923,PV30  ,110,2006JJ00,318.0,287.8,30.2,2205.4,2099.5,106.0
924,PV30  ,110,2007JJ00,372.7,333.5,39.2,2174.9,2036.6,138.3
925,PV30  ,110,2008JJ00,322.0,288.8,33.2,2210.6,2077.5,133.1
926,PV30  ,110,2009JJ00,352.3,331.6,20.7,2103.9,2040.8,63.1
927,PV30  ,110,2010JJ00,424.8,395.6,29.2,2276.8,2169.6,107.2
928,PV30  ,110,2011JJ00,409.9,381.8,28.1,2221.6,2124.0,97.6
929,PV30  ,110,2012JJ00,447.6,415.6,32.1,2122.1,2012.7,109.5
930,PV30  ,120,1998JJ00,556.2,456.1,100.2,2629.4,2149.4,480.0
931,PV30  ,120,1999JJ00,590.0,482.8,107.2,2794.5,2322.1,472.4
932,PV30  ,120,2000JJ00,642.2,517.2,125.0,3217.6,2645.5,572.1
933,PV30  ,120,2001JJ00,695.9,579.9,116.0,3519.6,2939.6,580.0
934,PV30  ,120,2002JJ00,664.5,542.8,121.7,3514.5,2911.1,603.4
935,PV30  ,120,2003JJ00,609.4,494.9,114.5,2949.1,2439.7,509.3
936,PV30  ,120,2004JJ00,624.7,528.1,96.7,3090.0,2650.9,439.1
937,PV30  ,120,2005JJ00,605.7,487.7,118.0,2889.1,2347.5,541.5
938,PV30  ,120,2006JJ00,609.3,490.9,118.4,2887.1,2323.4,563.7
939,PV30  ,120,2007JJ00,717.7,572.2,145.5,3419.7,2713.5,706.1
940,PV30  ,120,2008JJ00,757.3,616.3,141.0,3485.8,2835.0,650.8
941,PV30  ,120,2009JJ00,742.5,604.9,137.6,3221.4,2605.6,615.8
942,PV30  ,120,2010JJ00,730.2,573.7,156.5,3215.3,2517.2,698.1
943,PV30  ,120,2011JJ00,819.8,653.2,166.5,3531.1,2802.6,728.5
944,PV30  ,120,2012JJ00,823.6,630.7,192.9,3540.4,2703.7,836.7
945,PV30  ,130,1998JJ00,269.0,253.8,15.2,837.9,780.1,57.8
946,PV30  ,130,1999JJ00,348.0,338.4,9.6,885.8,861.3,24.6
947,PV30  ,130,2000JJ00,297.5,285.2,12.3,894.3,825.9,68.4
948,PV30  ,130,2001JJ00,336.9,332.6,4.2,925.1,905.5,19.6
949,PV30  ,130,2002JJ00,269.9,259.3,10.6,777.3,703.3,74.0
950,PV30  ,130,2003JJ00,306.9,297.9,9.1,883.7,831.8,51.9
951,PV30  ,130,2004JJ00,348.2,341.0,7.2,914.8,882.5,32.3
952,PV30  ,130,2005JJ00,324.5,313.0,11.5,877.6,815.1,62.5
953,PV30  ,130,2006JJ00,315.1,302.7,12.4,866.9,798.9,67.9
954,PV30  ,130,2007JJ00,362.7,355.7,6.9,885.5,857.9,27.6
955,PV30  ,130,2008JJ00,328.3,315.9,12.4,808.6,757.9,50.7
956,PV30  ,130,2009JJ00,311.9,302.4,9.5,809.6,770.4,39.2
957,PV30  ,130,2010JJ00,297.3,290.1,7.3,756.5,732.0,24.5
958,PV30  ,130,2011JJ00,299.9,292.5,7.4,779.8,749.5,30.4
959,PV30  ,130,2012JJ00,292.8,282.8,9.9,755.4,713.1,42.3
960,PV31  ,100,1998JJ00,1536.2,1220.3,315.8,7463.9,6054.3,1409.6
961,PV31  ,100,1999JJ00,1710.6,1334.1,376.4,8143.8,6521.3,1622.5
962,PV31  ,100,2000JJ00,1697.8,1314.7,383.1,7943.0,6291.4,1651.6
963,PV31  ,100,2001JJ00,1679.3,1331.8,347.5,7973.0,6459.1,1513.9
964,PV31  ,100,2002JJ00,1603.3,1275.9,327.4,7682.1,6243.9,1438.2
965,PV31  ,100,2003JJ00,1550.3,1230.5,319.7,7430.2,6091.6,1338.6
966,PV31  ,100,2004JJ00,1511.3,1222.4,288.9,7247.3,6008.4,1238.8
967,PV31  ,100,2005JJ00,1524.0,1232.2,291.8,7291.6,5997.2,1294.3
968,PV31  ,100,2006JJ00,1644.2,1321.2,322.9,7425.3,6077.3,1348.0
969,PV31  ,100,2007JJ00,1693.0,1345.8,347.2,7424.1,5936.9,1487.2
970,PV31  ,100,2008JJ00,1639.0,1313.3,325.6,7195.5,5819.2,1376.3
971,PV31  ,100,2009JJ00,1648.1,1321.6,326.5,7020.3,5678.0,1342.2
972,PV31  ,100,2010JJ00,1572.0,1242.8,329.3,6796.2,5433.9,1362.3
973,PV31  ,100,2011JJ00,1661.3,1314.3,347.1,7031.6,5622.6,1409.0
974,PV31  ,100,2012JJ00,1715.4,1341.7,373.6,7127.6,5611.1,1516.5
975,PV31  ,110,1998JJ00,332.7,299.0,33.6,2227.7,2106.9,120.8
976,PV31  ,110,1999JJ00,420.7,375.1,45.6,2542.8,2383.7,159.2
977,PV31  ,110,2000JJ00,321.5,282.5,39.0,1906.2,1777.3,128.9
978,PV31  ,110,2001JJ00,329.5,288.2,41.3,2031.8,1854.0,177.8
979,PV31  ,110,2002JJ00,329.4,279.8,49.5,1962.1,1785.3,176.7
980,PV31  ,110,2003JJ00,375.4,308.6,66.8,2226.7,1977.1,249.7
981,PV31  ,110,2004JJ00,305.7,268.2,37.5,1960.0,1794.8,165.2
982,PV31  ,110,2005JJ00,310.7,274.9,35.8,2028.0,1857.0,171.0
983,PV31  ,110,2006JJ00,308.4,270.0,38.4,1723.2,1583.2,139.9
984,PV31  ,110,2007JJ00,287.7,255.6,32.1,1407.5,1296.7,110.8
985,PV31  ,110,2008JJ00,246.1,216.2,29.9,1262.2,1143.5,118.7
986,PV31  ,110,2009JJ00,255.3,224.7,30.6,1260.1,1137.8,122.3
987,PV31  ,110,2010JJ00,270.7,236.6,34.2,1383.2,1263.3,120.0
988,PV31  ,110,2011JJ00,291.6,256.2,35.3,1392.4,1267.4,125.0
989,PV31  ,110,2012JJ00,349.9,295.5,54.4,1507.7,1290.2,217.5
990,PV31  ,120,1998JJ00,1096.3,820.5,275.8,4964.8,3691.8,1272.9
991,PV31  ,120,1999JJ00,1202.5,876.2,326.3,5379.4,3925.8,1453.6
992,PV31  ,120,2000JJ00,1279.2,939.6,339.6,5802.8,4298.4,1504.4
993,PV31  ,120,2001JJ00,1242.2,944.3,297.9,5684.2,4370.9,1313.3
994,PV31  ,120,2002JJ00,1147.9,873.5,274.4,5370.7,4130.3,1240.5
995,PV31  ,120,2003JJ00,1016.0,770.1,245.9,4782.0,3721.4,1060.6
996,PV31  ,120,2004JJ00,1085.2,844.8,240.4,4947.8,3913.8,1034.0
997,PV31  ,120,2005JJ00,1074.8,826.0,248.9,4924.2,3826.8,1097.3
998,PV31  ,120,2006JJ00,1212.5,932.2,280.4,5373.0,4182.1,1190.8
999,PV31  ,120,2007JJ00,1262.8,956.8,306.0,5651.6,4314.8,1336.8
1000,PV31  ,120,2008JJ00,1254.6,973.5,281.1,5544.3,4330.1,1214.1
1001,PV31  ,120,2009JJ00,1238.4,953.0,285.4,5392.2,4206.3,1186.0
1002,PV31  ,120,2010JJ00,1188.2,900.0,288.3,5135.0,3914.9,1220.1
1003,PV31  ,120,2011JJ00,1270.2,963.7,306.5,5388.8,4122.5,1266.3
1004,PV31  ,120,2012JJ00,1285.6,977.3,308.3,5427.2,4156.3,1271.0
1005,PV31  ,130,1998JJ00,107.2,100.8,6.4,271.5,255.6,15.9
1006,PV31  ,130,1999JJ00,87.3,82.8,4.5,221.6,211.8,9.7
1007,PV31  ,130,2000JJ00,97.2,92.6,4.5,233.9,215.6,18.3
1008,PV31  ,130,2001JJ00,107.6,99.3,8.3,257.0,234.2,22.8
1009,PV31  ,130,2002JJ00,126.0,122.5,3.5,349.3,328.4,21.0
1010,PV31  ,130,2003JJ00,158.8,151.8,7.0,421.5,393.2,28.3
1011,PV31  ,130,2004JJ00,120.3,109.4,10.9,339.5,299.8,39.6
1012,PV31  ,130,2005JJ00,138.4,131.3,7.1,339.4,313.4,26.0
1013,PV31  ,130,2006JJ00,123.2,119.0,4.2,329.2,311.9,17.2
1014,PV31  ,130,2007JJ00,142.4,133.4,9.0,365.0,325.3,39.6
1015,PV31  ,130,2008JJ00,138.3,123.6,14.7,389.0,345.6,43.4
1016,PV31  ,130,2009JJ00,154.4,143.9,10.5,368.0,334.0,34.0
1017,PV31  ,130,2010JJ00,113.1,106.3,6.8,278.0,255.8,22.2
1018,PV31  ,130,2011JJ00,99.6,94.4,5.2,250.4,232.6,17.8
1019,PV31  ,130,2012JJ00,79.8,68.9,10.9,192.7,164.7,28.0
