ID,RegioS,VerblijfsrecreatieveLogiesvormen,Perioden,AlleLanden_1,Nederland_2,Buitenland_3,AlleLanden_4,Nederland_5,Buitenland_6
512,PV23  ,120,2000JJ00,477.8,439.2,38.6,1978.4,1776.6,201.8
513,PV23  ,120,2001JJ00,456.7,421.2,35.5,1834.7,1659.0,175.6
514,PV23  ,120,2002JJ00,453.0,422.0,31.1,1749.9,1607.4,142.5
515,PV23  ,120,2003JJ00,431.8,401.9,29.9,1787.0,1632.9,154.1
516,PV23  ,120,2004JJ00,412.8,374.8,38.0,1640.1,1500.6,139.5
517,PV23  ,120,2005JJ00,428.3,389.6,38.7,1625.3,1476.5,148.9
518,PV23  ,120,2006JJ00,378.4,317.3,61.1,1407.5,1265.0,142.5
519,PV23  ,120,2007JJ00,425.6,363.1,62.5,1683.4,1518.1,165.3
520,PV23  ,120,2008JJ00,459.2,387.9,71.3,1897.6,1651.0,246.5
521,PV23  ,120,2009JJ00,449.0,415.7,33.4,2047.5,1892.7,154.8
522,PV23  ,120,2010JJ00,409.5,360.8,48.7,1836.8,1609.8,227.0
523,PV23  ,120,2011JJ00,455.8,390.5,65.3,2021.6,1717.8,303.9
524,PV23  ,120,2012JJ00,387.6,327.3,60.3,1690.5,1477.8,212.8
525,PV23  ,130,1998JJ00,104.7,93.3,11.4,331.2,269.5,61.7
526,PV23  ,130,1999JJ00,101.8,88.4,13.4,317.0,245.5,71.4
527,PV23  ,130,2000JJ00,103.2,99.0,4.2,301.1,275.7,25.3
528,PV23  ,130,2001JJ00,95.4,86.9,8.5,309.4,269.7,39.6
529,PV23  ,130,2002JJ00,140.3,128.0,12.4,394.8,338.5,56.3
530,PV23  ,130,2003JJ00,130.0,127.4,2.6,348.5,332.2,16.3
531,PV23  ,130,2004JJ00,176.3,162.9,13.4,462.5,391.0,71.5
532,PV23  ,130,2005JJ00,130.3,117.7,12.6,379.7,336.0,43.8
533,PV23  ,130,2006JJ00,154.9,135.2,19.8,416.5,349.4,67.1
534,PV23  ,130,2007JJ00,151.1,,,428.4,,
535,PV23  ,130,2008JJ00,145.5,133.1,12.4,437.2,370.3,66.9
536,PV23  ,130,2009JJ00,140.4,130.5,9.9,411.6,351.9,59.7
537,PV23  ,130,2010JJ00,148.6,137.2,11.5,422.5,350.1,72.3
538,PV23  ,130,2011JJ00,143.3,134.0,9.2,376.9,333.4,43.5
539,PV23  ,130,2012JJ00,150.0,133.7,16.3,416.0,340.3,75.7
540,PV24  ,100,1998JJ00,301.4,214.7,86.7,1480.1,1036.6,443.5
541,PV24  ,100,1999JJ00,355.0,239.9,115.0,1667.2,1135.6,531.6
542,PV24  ,100,2000JJ00,304.7,229.6,75.1,1490.0,1134.7,355.3
543,PV24  ,100,2001JJ00,96.1,75.4,20.7,559.8,456.1,103.7
544,PV24  ,100,2002JJ00,255.0,187.8,67.2,1325.9,993.1,332.8
545,PV24  ,100,2003JJ00,356.9,265.8,91.2,1573.2,1154.4,418.9
546,PV24  ,100,2004JJ00,328.2,255.3,72.9,1376.0,1039.4,336.6
547,PV24  ,100,2005JJ00,329.3,258.4,70.9,1485.2,1141.4,343.8
548,PV24  ,100,2006JJ00,365.0,289.5,75.5,1571.2,1209.7,361.4
549,PV24  ,100,2007JJ00,359.2,271.5,87.7,1524.1,1106.0,418.1
550,PV24  ,100,2008JJ00,339.5,261.6,77.9,1490.3,1133.0,357.3
551,PV24  ,100,2009JJ00,342.5,272.0,70.5,1539.6,1194.6,345.0
552,PV24  ,100,2010JJ00,333.0,258.3,74.7,1429.3,1073.6,355.7
553,PV24  ,100,2011JJ00,271.4,210.0,61.4,1177.4,889.6,287.8
554,PV24  ,100,2012JJ00,388.1,286.5,101.7,1625.4,1168.5,456.9
555,PV24  ,110,1998JJ00,76.2,51.4,24.8,407.1,280.5,126.6
556,PV24  ,110,1999JJ00,59.6,41.1,18.5,288.9,214.5,74.4
557,PV24  ,110,2000JJ00,81.9,62.8,19.2,445.7,364.0,81.7
558,PV24  ,110,2001JJ00,59.1,47.1,12.0,292.2,244.6,47.6
559,PV24  ,110,2002JJ00,68.5,49.5,19.0,413.2,322.2,91.0
560,PV24  ,110,2003JJ00,79.5,48.6,30.9,424.4,278.0,146.4
561,PV24  ,110,2004JJ00,63.5,45.4,18.1,312.9,229.0,83.9
562,PV24  ,110,2005JJ00,77.3,59.8,17.5,441.5,359.3,82.2
563,PV24  ,110,2006JJ00,87.6,79.8,7.8,453.8,416.5,37.3
564,PV24  ,110,2007JJ00,66.6,,,331.6,,
565,PV24  ,110,2008JJ00,81.4,61.1,20.3,434.3,355.8,78.5
566,PV24  ,110,2009JJ00,80.1,67.3,12.8,457.3,393.1,64.2
567,PV24  ,110,2010JJ00,93.3,78.0,15.3,443.9,376.0,68.0
568,PV24  ,110,2011JJ00,58.7,50.7,,286.8,249.5,
569,PV24  ,110,2012JJ00,75.8,61.8,14.0,347.1,295.0,52.1
570,PV24  ,120,1998JJ00,213.1,151.6,61.5,1043.1,728.5,314.6
571,PV24  ,120,1999JJ00,282.8,188.8,94.0,1347.0,896.0,451.1
572,PV24  ,120,2000JJ00,210.6,155.4,55.2,1009.5,739.5,270.0
573,PV24  ,120,2001JJ00,31.0,22.3,8.8,255.3,198.6,56.8
574,PV24  ,120,2002JJ00,185.9,137.8,48.1,911.3,669.6,241.7
575,PV24  ,120,2003JJ00,271.4,211.3,60.1,1140.7,868.7,272.1
576,PV24  ,120,2004JJ00,243.8,189.7,54.1,1015.1,765.9,249.2
577,PV24  ,120,2005JJ00,232.4,179.8,52.6,987.3,733.0,254.2
578,PV24  ,120,2006JJ00,255.6,189.9,65.7,1062.5,746.6,315.9
579,PV24  ,120,2007JJ00,267.1,192.9,74.3,1118.2,754.1,364.1
580,PV24  ,120,2008JJ00,235.2,179.0,56.2,991.9,719.7,272.2
581,PV24  ,120,2009JJ00,239.9,183.1,56.8,1019.8,744.6,275.2
582,PV24  ,120,2010JJ00,213.9,155.4,58.6,909.8,627.7,282.1
583,PV24  ,120,2011JJ00,192.7,140.3,52.4,841.4,595.7,245.8
584,PV24  ,120,2012JJ00,294.0,207.3,86.6,1226.5,826.9,399.6
585,PV24  ,130,1998JJ00,12.1,11.7,,29.9,27.6,
586,PV24  ,130,1999JJ00,12.6,10.1,2.5,31.3,25.1,6.2
587,PV24  ,130,2000JJ00,12.2,11.5,,34.7,31.1,
588,PV24  ,130,2001JJ00,5.9,5.9,,12.3,12.3,
589,PV24  ,130,2002JJ00,,,,,,
590,PV24  ,130,2003JJ00,6.0,5.8,,8.0,7.7,
591,PV24  ,130,2004JJ00,20.9,20.2,,48.0,44.5,
592,PV24  ,130,2005JJ00,19.6,18.8,,56.5,49.1,
593,PV24  ,130,2006JJ00,21.8,19.7,2.0,54.9,46.7,8.2
594,PV24  ,130,2007JJ00,25.4,,,74.3,,
595,PV24  ,130,2008JJ00,22.9,21.6,1.4,64.2,57.5,6.6
596,PV24  ,130,2009JJ00,22.5,21.6,0.9,62.6,57.0,5.7
597,PV24  ,130,2010JJ00,25.7,,,75.6,,
598,PV24  ,130,2011JJ00,20.0,19.1,,49.2,44.4,
599,PV24  ,130,2012JJ00,18.3,17.3,1.0,51.8,46.6,5.2
600,PV25  ,100,1998JJ00,1414.2,1333.1,81.2,7505.6,7132.3,373.3
601,PV25  ,100,1999JJ00,1536.1,1425.4,110.8,7903.0,7367.3,535.7
602,PV25  ,100,2000JJ00,1492.1,1406.9,85.2,7568.7,7197.9,370.8
603,PV25  ,100,2001JJ00,1425.6,1337.1,88.5,7367.7,6967.9,399.8
604,PV25  ,100,2002JJ00,1425.3,1319.9,105.4,7422.7,6920.8,501.9
605,PV25  ,100,2003JJ00,1639.7,1508.5,131.3,7923.0,7378.8,544.2
606,PV25  ,100,2004JJ00,1369.7,1278.3,91.4,6772.6,6359.9,412.8
607,PV25  ,100,2005JJ00,1395.9,1282.2,113.7,7342.9,6787.1,555.8
608,PV25  ,100,2006JJ00,1417.1,1304.7,112.4,7003.9,6478.1,525.8
609,PV25  ,100,2007JJ00,1551.6,1421.1,130.4,7447.7,6870.5,577.3
610,PV25  ,100,2008JJ00,1416.4,1305.6,110.8,7032.2,6535.6,496.6
611,PV25  ,100,2009JJ00,1409.2,1318.5,90.6,7063.3,6665.8,397.5
612,PV25  ,100,2010JJ00,1445.2,1344.9,100.4,6903.6,6423.2,480.4
613,PV25  ,100,2011JJ00,1399.4,1280.4,119.0,6648.0,6120.3,527.7
614,PV25  ,100,2012JJ00,1377.4,1267.1,110.3,6251.2,5770.0,481.2
615,PV25  ,110,1998JJ00,524.6,479.8,44.8,3235.4,3072.7,162.7
616,PV25  ,110,1999JJ00,574.7,516.8,57.9,3263.5,3051.3,212.3
617,PV25  ,110,2000JJ00,514.8,469.5,45.3,3016.7,2865.3,151.4
618,PV25  ,110,2001JJ00,468.2,429.5,38.7,2855.7,2729.7,125.9
619,PV25  ,110,2002JJ00,534.8,474.7,60.1,3101.6,2889.0,212.5
620,PV25  ,110,2003JJ00,727.4,640.2,87.2,3867.1,3556.4,310.7
621,PV25  ,110,2004JJ00,534.4,494.0,40.4,3058.9,2907.9,150.9
622,PV25  ,110,2005JJ00,493.5,435.3,58.2,3278.0,3017.4,260.6
623,PV25  ,110,2006JJ00,469.9,420.4,49.5,2786.3,2574.1,212.2
624,PV25  ,110,2007JJ00,537.6,483.4,54.2,2936.9,2733.6,203.3
625,PV25  ,110,2008JJ00,413.6,374.1,39.5,2552.1,2394.9,157.2
626,PV25  ,110,2009JJ00,477.0,439.2,37.9,2965.9,2829.0,136.9
627,PV25  ,110,2010JJ00,498.0,454.1,43.9,2828.7,2629.8,198.9
628,PV25  ,110,2011JJ00,468.1,417.9,50.2,2699.3,2507.4,191.9
629,PV25  ,110,2012JJ00,488.7,440.8,47.9,2576.6,2392.2,184.4
630,PV25  ,120,1998JJ00,680.2,650.0,30.2,3646.7,3469.7,177.0
631,PV25  ,120,1999JJ00,754.9,710.1,44.8,4049.9,3788.7,261.2
632,PV25  ,120,2000JJ00,775.9,740.7,35.2,4018.7,3824.3,194.4
633,PV25  ,120,2001JJ00,764.3,719.4,44.9,3967.1,3725.3,241.7
634,PV25  ,120,2002JJ00,678.4,640.2,38.1,3695.2,3436.1,259.1
635,PV25  ,120,2003JJ00,667.2,629.8,37.4,3342.1,3139.8,202.3
636,PV25  ,120,2004JJ00,638.4,592.5,45.9,3162.4,2915.6,246.8
637,PV25  ,120,2005JJ00,694.1,642.4,51.7,3465.3,3193.7,271.5
638,PV25  ,120,2006JJ00,732.7,681.0,51.7,3632.7,3356.5,276.2
639,PV25  ,120,2007JJ00,814.4,742.9,71.5,3984.3,3628.2,356.1
640,PV25  ,120,2008JJ00,768.2,703.5,64.7,3854.9,3531.4,323.6
641,PV25  ,120,2009JJ00,734.0,682.3,51.7,3580.9,3322.4,258.6
642,PV25  ,120,2010JJ00,729.5,676.5,53.0,3482.4,3217.8,264.5
643,PV25  ,120,2011JJ00,727.1,663.1,64.0,3433.6,3112.3,321.3
644,PV25  ,120,2012JJ00,667.7,608.2,59.5,3106.8,2824.4,282.4
645,PV25  ,130,1998JJ00,209.5,203.4,6.1,623.6,589.9,33.7
646,PV25  ,130,1999JJ00,206.5,198.5,8.0,589.6,527.4,62.2
647,PV25  ,130,2000JJ00,201.4,196.7,4.7,533.3,508.3,25.0
648,PV25  ,130,2001JJ00,193.1,188.2,5.0,544.9,512.9,32.1
649,PV25  ,130,2002JJ00,212.1,204.9,7.2,626.0,595.7,30.3
650,PV25  ,130,2003JJ00,245.1,238.4,6.7,713.8,682.6,31.2
651,PV25  ,130,2004JJ00,196.9,191.8,5.1,551.4,536.3,15.0
652,PV25  ,130,2005JJ00,208.2,204.5,3.8,599.7,576.0,23.6
653,PV25  ,130,2006JJ00,214.5,203.3,11.2,584.9,547.4,37.5
654,PV25  ,130,2007JJ00,199.5,194.8,4.7,526.5,508.6,17.9
655,PV25  ,130,2008JJ00,234.7,228.0,6.6,625.2,609.4,15.9
656,PV25  ,130,2009JJ00,198.2,197.1,1.1,516.4,514.5,2.0
657,PV25  ,130,2010JJ00,217.8,214.3,3.5,592.6,575.6,17.0
658,PV25  ,130,2011JJ00,204.2,199.4,4.9,515.0,500.5,14.5
659,PV25  ,130,2012JJ00,221.0,218.1,2.9,567.9,553.5,14.4
660,PV26  ,100,1998JJ00,179.9,160.7,19.3,950.5,873.2,77.2
661,PV26  ,100,1999JJ00,200.1,179.7,20.4,1041.7,881.7,159.9
662,PV26  ,100,2000JJ00,157.2,139.0,18.2,815.4,696.9,118.5
663,PV26  ,100,2001JJ00,155.2,137.3,17.9,867.0,757.4,109.7
664,PV26  ,100,2002JJ00,187.8,168.6,19.2,1041.9,941.0,100.9
665,PV26  ,100,2003JJ00,152.5,146.0,6.5,760.3,696.9,63.4
666,PV26  ,100,2004JJ00,171.5,160.2,11.3,820.5,767.2,53.3
667,PV26  ,100,2005JJ00,198.7,188.8,9.9,1091.9,1025.2,66.6
668,PV26  ,100,2006JJ00,208.2,189.9,18.4,1034.6,958.4,76.1
669,PV26  ,100,2007JJ00,192.1,183.3,8.7,1014.2,960.4,53.9
670,PV26  ,100,2008JJ00,235.0,223.3,11.8,1025.6,954.7,71.0
671,PV26  ,100,2009JJ00,224.3,209.7,14.6,1062.6,985.1,77.4
672,PV26  ,100,2010JJ00,224.2,211.8,12.4,833.6,771.4,62.3
673,PV26  ,100,2011JJ00,187.6,170.4,17.1,852.3,766.6,85.7
674,PV26  ,100,2012JJ00,182.4,169.1,13.3,769.9,700.9,69.1
675,PV26  ,110,1998JJ00,68.9,53.3,15.6,379.2,338.8,40.4
676,PV26  ,110,1999JJ00,93.1,82.9,10.2,455.2,424.1,31.0
677,PV26  ,110,2000JJ00,64.5,55.5,9.0,345.0,317.2,27.9
678,PV26  ,110,2001JJ00,77.5,67.3,10.1,426.3,390.4,35.9
679,PV26  ,110,2002JJ00,92.3,78.3,14.0,475.7,429.3,46.3
680,PV26  ,110,2003JJ00,61.7,60.1,1.6,309.2,300.1,9.1
681,PV26  ,110,2004JJ00,66.4,63.3,3.1,386.8,378.7,8.1
682,PV26  ,110,2005JJ00,79.5,74.2,5.3,624.5,601.4,23.1
683,PV26  ,110,2006JJ00,92.1,,,592.3,,
684,PV26  ,110,2007JJ00,76.9,,,425.2,,
685,PV26  ,110,2008JJ00,111.1,107.7,3.5,502.2,487.1,15.2
686,PV26  ,110,2009JJ00,107.9,99.8,8.1,517.4,483.4,34.0
687,PV26  ,110,2010JJ00,87.5,81.4,6.1,362.0,340.3,21.7
688,PV26  ,110,2011JJ00,83.7,75.8,7.9,399.8,371.8,28.0
689,PV26  ,110,2012JJ00,79.6,75.9,3.8,335.4,318.0,17.4
690,PV26  ,120,1998JJ00,42.1,39.0,3.1,331.8,298.7,33.1
691,PV26  ,120,1999JJ00,43.2,32.6,10.6,437.1,305.9,131.3
692,PV26  ,120,2000JJ00,34.0,25.3,8.6,323.3,237.4,85.9
693,PV26  ,120,2001JJ00,33.9,27.3,6.6,314.8,248.2,66.6
694,PV26  ,120,2002JJ00,38.6,33.6,5.0,349.1,294.2,54.9
695,PV26  ,120,2003JJ00,30.3,26.7,3.6,306.0,257.8,48.2
696,PV26  ,120,2004JJ00,53.1,45.9,7.2,294.3,254.5,39.8
697,PV26  ,120,2005JJ00,39.3,35.1,4.2,295.1,254.6,40.5
698,PV26  ,120,2006JJ00,54.1,42.1,12.0,293.3,242.2,51.1
699,PV26  ,120,2007JJ00,52.4,45.7,6.7,367.2,322.8,44.4
700,PV26  ,120,2008JJ00,58.5,,,386.6,,
701,PV26  ,120,2009JJ00,54.3,,,344.3,,
702,PV26  ,120,2010JJ00,47.4,40.3,7.1,330.8,285.6,45.3
703,PV26  ,120,2011JJ00,49.2,41.2,8.1,311.8,260.2,51.7
704,PV26  ,120,2012JJ00,49.0,40.8,8.2,303.6,259.5,44.1
705,PV26  ,130,1998JJ00,68.9,68.3,,239.5,235.8,
706,PV26  ,130,1999JJ00,63.8,63.8,,149.4,149.4,
707,PV26  ,130,2000JJ00,58.7,58.2,,147.0,142.3,
708,PV26  ,130,2001JJ00,43.8,42.6,1.2,125.9,118.8,7.2
709,PV26  ,130,2002JJ00,56.9,56.9,,217.1,217.1,
710,PV26  ,130,2003JJ00,60.4,59.2,1.3,145.1,139.0,6.1
711,PV26  ,130,2004JJ00,52.0,51.0,,139.4,134.0,
712,PV26  ,130,2005JJ00,79.9,79.4,,172.3,169.2,
713,PV26  ,130,2006JJ00,62.1,,,149.0,,
714,PV26  ,130,2007JJ00,62.8,,,221.7,,
715,PV26  ,130,2008JJ00,65.4,,,136.8,,
716,PV26  ,130,2009JJ00,62.1,,,201.0,,
717,PV26  ,130,2010JJ00,89.3,,,140.8,,
718,PV26  ,130,2011JJ00,54.6,53.5,1.2,140.7,134.7,6.0
719,PV26  ,130,2012JJ00,53.7,52.4,1.3,130.9,123.4,7.6
720,PV27  ,100,1998JJ00,939.2,578.5,360.7,5354.5,3227.5,2127.0
721,PV27  ,100,1999JJ00,1296.6,736.3,560.3,6921.4,3864.2,3057.1
722,PV27  ,100,2000JJ00,1191.4,662.5,528.9,5830.1,3419.1,2411.0
723,PV27  ,100,2001JJ00,1129.7,647.3,482.3,5755.1,3465.5,2289.6
724,PV27  ,100,2002JJ00,1161.0,670.8,490.2,5968.0,3521.7,2446.4
725,PV27  ,100,2003JJ00,1188.8,643.8,545.0,6117.1,3452.2,2664.9
726,PV27  ,100,2004JJ00,1096.6,637.6,459.1,6005.9,3521.8,2484.1
727,PV27  ,100,2005JJ00,1024.7,628.9,395.8,5809.2,3639.6,2169.6
728,PV27  ,100,2006JJ00,1185.3,753.2,432.1,6354.9,4056.6,2298.3
729,PV27  ,100,2007JJ00,1242.9,737.9,505.0,6336.7,3886.1,2450.6
730,PV27  ,100,2008JJ00,1166.5,805.0,361.4,5918.1,4051.7,1866.4
731,PV27  ,100,2009JJ00,1259.0,880.8,378.1,6152.3,4261.5,1890.8
732,PV27  ,100,2010JJ00,1208.8,786.5,422.3,5848.7,3776.9,2071.7
733,PV27  ,100,2011JJ00,1182.7,757.0,425.6,5789.4,3701.6,2087.8
734,PV27  ,100,2012JJ00,1157.4,739.5,417.9,5451.5,3479.8,1971.7
735,PV27  ,110,1998JJ00,402.1,229.6,172.4,2449.8,1651.6,798.1
736,PV27  ,110,1999JJ00,699.0,335.6,363.4,3628.1,1980.1,1648.0
737,PV27  ,110,2000JJ00,601.1,249.8,351.2,2666.5,1484.6,1181.9
738,PV27  ,110,2001JJ00,556.0,237.0,319.0,2695.4,1522.5,1172.9
739,PV27  ,110,2002JJ00,525.2,224.3,300.8,2629.6,1480.7,1149.0
740,PV27  ,110,2003JJ00,612.2,246.0,366.2,3046.0,1522.2,1523.8
741,PV27  ,110,2004JJ00,531.9,232.6,299.2,2813.3,1531.2,1282.2
742,PV27  ,110,2005JJ00,525.3,281.3,244.0,3052.0,1952.4,1099.6
743,PV27  ,110,2006JJ00,564.6,298.5,266.1,3111.4,1928.7,1182.7
744,PV27  ,110,2007JJ00,612.7,282.1,330.5,3131.8,1830.8,1300.9
745,PV27  ,110,2008JJ00,460.0,277.1,182.9,2474.5,1697.1,777.4
746,PV27  ,110,2009JJ00,569.6,372.5,197.2,2873.6,2078.4,795.3
747,PV27  ,110,2010JJ00,513.3,282.4,230.9,2398.3,1512.1,886.2
748,PV27  ,110,2011JJ00,513.3,285.0,228.3,2504.5,1574.9,929.6
749,PV27  ,110,2012JJ00,514.9,289.2,225.6,2388.8,1521.6,867.2
750,PV27  ,120,1998JJ00,460.5,285.0,175.5,2686.5,1414.9,1271.6
751,PV27  ,120,1999JJ00,508.1,324.6,183.5,2970.3,1634.1,1336.2
752,PV27  ,120,2000JJ00,519.1,346.9,172.2,2903.1,1713.1,1190.0
753,PV27  ,120,2001JJ00,504.3,345.9,158.4,2851.8,1762.1,1089.7
754,PV27  ,120,2002JJ00,519.5,346.8,172.7,3013.4,1788.8,1224.5
755,PV27  ,120,2003JJ00,508.5,336.0,172.4,2849.0,1744.8,1104.3
756,PV27  ,120,2004JJ00,481.4,325.8,155.6,2948.4,1783.9,1164.4
757,PV27  ,120,2005JJ00,442.1,293.6,148.5,2570.9,1522.6,1048.4
758,PV27  ,120,2006JJ00,531.6,369.8,161.8,2976.6,1889.8,1086.8
759,PV27  ,120,2007JJ00,561.7,390.0,171.7,3023.5,1886.4,1137.0
760,PV27  ,120,2008JJ00,627.3,,,3246.9,,
761,PV27  ,120,2009JJ00,602.2,,,3063.6,,
762,PV27  ,120,2010JJ00,619.2,435.3,183.9,3212.9,2077.3,1135.7
763,PV27  ,120,2011JJ00,611.2,420.3,190.9,3111.0,1983.4,1127.6
764,PV27  ,120,2012JJ00,593.6,403.2,190.4,2942.4,1843.7,1098.7
765,PV27  ,130,1998JJ00,76.6,63.8,12.8,218.2,160.9,57.3
766,PV27  ,130,1999JJ00,89.5,76.1,13.4,323.0,250.1,72.9
767,PV27  ,130,2000JJ00,71.2,65.8,5.4,260.5,221.4,39.2
768,PV27  ,130,2001JJ00,69.4,64.5,4.9,207.9,180.9,27.1
769,PV27  ,130,2002JJ00,116.3,99.7,16.6,325.1,252.2,72.9
770,PV27  ,130,2003JJ00,68.1,61.7,6.3,222.0,185.2,36.8
771,PV27  ,130,2004JJ00,83.3,79.2,4.2,244.2,206.7,37.5
772,PV27  ,130,2005JJ00,57.3,54.1,3.2,186.2,164.6,21.6
773,PV27  ,130,2006JJ00,89.1,84.9,4.3,266.9,238.1,28.8
774,PV27  ,130,2007JJ00,68.5,65.7,2.8,181.5,168.9,12.6
775,PV27  ,130,2008JJ00,79.1,,,196.7,,
776,PV27  ,130,2009JJ00,87.1,,,215.0,,
777,PV27  ,130,2010JJ00,76.3,68.9,7.5,237.5,187.6,49.9
778,PV27  ,130,2011JJ00,58.2,51.8,6.4,173.9,143.3,30.6
779,PV27  ,130,2012JJ00,48.9,47.1,1.8,120.4,114.6,5.9
780,PV28  ,100,1998JJ00,606.2,339.3,266.9,2877.2,1560.7,1316.5
781,PV28  ,100,1999JJ00,713.5,389.0,324.5,3310.2,1755.0,1555.2
782,PV28  ,100,2000JJ00,687.8,410.3,277.6,3295.9,1879.7,1416.2
783,PV28  ,100,2001JJ00,727.6,496.8,230.8,3452.6,2306.9,1145.7
784,PV28  ,100,2002JJ00,766.0,487.1,278.8,4141.3,2683.4,1457.9
785,PV28  ,100,2003JJ00,716.4,440.4,276.0,3544.9,2107.3,1437.6
786,PV28  ,100,2004JJ00,729.2,452.6,276.6,3481.3,2142.3,1339.1
787,PV28  ,100,2005JJ00,673.1,398.7,274.4,3079.8,1792.9,1287.0
788,PV28  ,100,2006JJ00,717.3,428.5,288.8,3354.2,2000.0,1354.2
789,PV28  ,100,2007JJ00,730.3,453.6,276.7,3673.0,2235.6,1437.4
790,PV28  ,100,2008JJ00,756.6,453.2,303.5,3709.6,2250.2,1459.4
791,PV28  ,100,2009JJ00,776.3,458.2,318.1,3634.0,2149.3,1484.6
792,PV28  ,100,2010JJ00,714.7,416.9,297.7,3517.2,2086.1,1431.1
793,PV28  ,100,2011JJ00,724.8,417.3,307.5,3526.9,1997.9,1529.0
794,PV28  ,100,2012JJ00,709.8,416.8,293.0,3205.0,1804.0,1401.1
795,PV28  ,110,1998JJ00,241.1,109.9,131.2,1051.8,540.7,511.1
796,PV28  ,110,1999JJ00,320.3,141.8,178.4,1372.7,679.1,693.5
797,PV28  ,110,2000JJ00,289.0,164.8,124.3,1400.7,876.2,524.5
798,PV28  ,110,2001JJ00,262.5,173.4,89.1,1274.2,901.8,372.4
799,PV28  ,110,2002JJ00,331.9,199.1,132.7,1877.1,1286.5,590.7
800,PV28  ,110,2003JJ00,262.9,147.8,115.1,1255.0,735.5,519.5
801,PV28  ,110,2004JJ00,285.1,174.1,111.0,1485.2,983.0,502.3
802,PV28  ,110,2005JJ00,265.5,146.1,119.4,1176.9,679.2,497.7
803,PV28  ,110,2006JJ00,273.8,160.9,113.0,1283.1,814.9,468.1
804,PV28  ,110,2007JJ00,228.1,,,1074.5,,
805,PV28  ,110,2008JJ00,232.2,126.6,105.6,1037.8,633.2,404.6
806,PV28  ,110,2009JJ00,264.2,146.1,118.1,1186.9,705.3,481.6
807,PV28  ,110,2010JJ00,260.8,151.6,109.2,1193.3,778.6,414.7
808,PV28  ,110,2011JJ00,252.5,149.1,103.3,1038.6,629.5,409.1
809,PV28  ,110,2012JJ00,225.8,139.2,86.6,939.8,602.4,337.4
810,PV28  ,120,1998JJ00,317.4,186.3,131.1,1697.3,906.7,790.6
811,PV28  ,120,1999JJ00,361.0,217.8,143.1,1864.0,1008.7,855.2
812,PV28  ,120,2000JJ00,355.2,210.3,144.9,1769.2,920.3,848.9
813,PV28  ,120,2001JJ00,416.2,281.1,135.2,2060.5,1304.6,756.0
814,PV28  ,120,2002JJ00,401.5,268.5,133.0,2174.9,1347.1,827.7
815,PV28  ,120,2003JJ00,427.7,270.4,157.4,2220.4,1321.9,898.5
816,PV28  ,120,2004JJ00,377.2,224.6,152.6,1836.5,1041.3,795.2
817,PV28  ,120,2005JJ00,353.4,207.7,145.7,1758.5,997.7,760.8
818,PV28  ,120,2006JJ00,392.5,224.7,167.8,1957.0,1090.7,866.3
819,PV28  ,120,2007JJ00,456.5,275.5,181.0,2493.1,1477.5,1015.6
820,PV28  ,120,2008JJ00,484.7,290.5,194.2,2562.7,1520.2,1042.5
821,PV28  ,120,2009JJ00,447.2,268.3,178.9,2307.4,1358.4,949.1
822,PV28  ,120,2010JJ00,417.9,240.6,177.3,2211.3,1230.6,980.7
823,PV28  ,120,2011JJ00,449.1,247.5,201.6,2418.0,1305.7,1112.2
824,PV28  ,120,2012JJ00,437.5,237.2,200.3,2146.6,1108.8,1037.8
825,PV28  ,130,1998JJ00,47.7,43.0,4.7,128.1,113.3,14.8
826,PV28  ,130,1999JJ00,32.3,29.4,2.9,73.5,67.1,6.4
827,PV28  ,130,2000JJ00,43.6,35.2,8.4,126.0,83.2,42.8
828,PV28  ,130,2001JJ00,48.9,42.3,6.6,117.9,100.5,17.4
829,PV28  ,130,2002JJ00,32.6,19.5,13.1,89.3,49.8,39.5
830,PV28  ,130,2003JJ00,25.8,22.2,3.5,69.6,49.9,19.6
831,PV28  ,130,2004JJ00,66.9,53.9,12.9,159.6,118.0,41.6
832,PV28  ,130,2005JJ00,54.1,44.8,9.3,144.3,115.9,28.5
833,PV28  ,130,2006JJ00,51.0,42.9,8.1,114.1,94.4,19.7
834,PV28  ,130,2007JJ00,45.6,,,105.4,,
835,PV28  ,130,2008JJ00,39.7,36.0,3.6,109.1,96.8,12.3
836,PV28  ,130,2009JJ00,65.0,43.9,21.1,139.7,85.6,54.0
837,PV28  ,130,2010JJ00,35.9,24.7,11.2,112.6,76.9,35.7
838,PV28  ,130,2011JJ00,23.3,20.7,,70.3,62.7,
839,PV28  ,130,2012JJ00,46.5,40.5,6.1,118.6,92.7,25.9
840,PV29  ,100,1998JJ00,808.0,501.4,306.6,5769.1,3604.5,2164.6
841,PV29  ,100,1999JJ00,875.0,518.1,356.9,6034.9,3625.0,2409.9
842,PV29  ,100,2000JJ00,927.5,536.6,390.9,6450.6,3717.7,2732.8
843,PV29  ,100,2001JJ00,910.4,541.9,368.5,6205.3,3698.0,2507.3
844,PV29  ,100,2002JJ00,946.7,568.2,378.5,6429.9,3874.6,2555.4
845,PV29  ,100,2003JJ00,1012.6,613.2,399.4,7090.6,4307.9,2782.7
846,PV29  ,100,2004JJ00,999.2,610.3,388.9,7091.6,4466.3,2625.2
847,PV29  ,100,2005JJ00,894.1,575.2,318.9,6289.5,4098.3,2191.3
