ID,Zorgfuncties,Zorgaanbieders,Perioden,UitgavenAanGezondheidszorgIngezetenen_1
1428,A019182,A052818,2021JJ00,0
1429,A019182,A052818,2022JJ00,0
1430,A019182,A052818,2023JJ00,0
1431,A019182,A052818,2024JJ00,0
1432,A019182,A052819,2021JJ00,0
1433,A019182,A052819,2022JJ00,0
1434,A019182,A052819,2023JJ00,0
1435,A019182,A052819,2024JJ00,0
1436,A019182,A052820,2021JJ00,0
1437,A019182,A052820,2022JJ00,0
1438,A019182,A052820,2023JJ00,0
1439,A019182,A052820,2024JJ00,0
1440,A019183,A052785,2021JJ00,0
1441,A019183,A052785,2022JJ00,0
1442,A019183,A052785,2023JJ00,0
1443,A019183,A052785,2024JJ00,0
1444,A019183,A052786,2021JJ00,0
1445,A019183,A052786,2022JJ00,0
1446,A019183,A052786,2023JJ00,0
1447,A019183,A052786,2024JJ00,0
1448,A019183,A052787,2021JJ00,0
1449,A019183,A052787,2022JJ00,0
1450,A019183,A052787,2023JJ00,0
1451,A019183,A052787,2024JJ00,0
1452,A019183,A052788,2021JJ00,0
1453,A019183,A052788,2022JJ00,0
1454,A019183,A052788,2023JJ00,0
1455,A019183,A052788,2024JJ00,0
1456,A019183,A052789,2021JJ00,0
1457,A019183,A052789,2022JJ00,0
1458,A019183,A052789,2023JJ00,0
1459,A019183,A052789,2024JJ00,0
1460,A019183,A052790,2021JJ00,0
1461,A019183,A052790,2022JJ00,0
1462,A019183,A052790,2023JJ00,0
1463,A019183,A052790,2024JJ00,0
1464,A019183,A052791,2021JJ00,0
1465,A019183,A052791,2022JJ00,0
1466,A019183,A052791,2023JJ00,0
1467,A019183,A052791,2024JJ00,0
1468,A019183,A052792,2021JJ00,0
1469,A019183,A052792,2022JJ00,0
1470,A019183,A052792,2023JJ00,0
1471,A019183,A052792,2024JJ00,0
1472,A019183,A052795,2021JJ00,0
1473,A019183,A052795,2022JJ00,0
1474,A019183,A052795,2023JJ00,0
1475,A019183,A052795,2024JJ00,0
1476,A019183,A052796,2021JJ00,0
1477,A019183,A052796,2022JJ00,0
1478,A019183,A052796,2023JJ00,0
1479,A019183,A052796,2024JJ00,0
1480,A019183,A052797,2021JJ00,0
1481,A019183,A052797,2022JJ00,0
1482,A019183,A052797,2023JJ00,0
1483,A019183,A052797,2024JJ00,0
1484,A019183,A052799,2021JJ00,0
1485,A019183,A052799,2022JJ00,0
1486,A019183,A052799,2023JJ00,0
1487,A019183,A052799,2024JJ00,0
1488,A019183,A052798,2021JJ00,0
1489,A019183,A052798,2022JJ00,0
1490,A019183,A052798,2023JJ00,0
1491,A019183,A052798,2024JJ00,0
1492,A019183,A052800,2021JJ00,0
1493,A019183,A052800,2022JJ00,0
1494,A019183,A052800,2023JJ00,0
1495,A019183,A052800,2024JJ00,0
1496,A019183,A052801,2021JJ00,0
1497,A019183,A052801,2022JJ00,0
1498,A019183,A052801,2023JJ00,0
1499,A019183,A052801,2024JJ00,0
1500,A019183,A052802,2021JJ00,0
1501,A019183,A052802,2022JJ00,0
1502,A019183,A052802,2023JJ00,0
1503,A019183,A052802,2024JJ00,0
1504,A019183,A052803,2021JJ00,0
1505,A019183,A052803,2022JJ00,0
1506,A019183,A052803,2023JJ00,0
1507,A019183,A052803,2024JJ00,0
1508,A019183,A052806,2021JJ00,0
1509,A019183,A052806,2022JJ00,0
1510,A019183,A052806,2023JJ00,0
1511,A019183,A052806,2024JJ00,0
1512,A019183,A052807,2021JJ00,0
1513,A019183,A052807,2022JJ00,0
1514,A019183,A052807,2023JJ00,0
1515,A019183,A052807,2024JJ00,0
1516,A019183,A052808,2021JJ00,0
1517,A019183,A052808,2022JJ00,0
1518,A019183,A052808,2023JJ00,0
1519,A019183,A052808,2024JJ00,0
1520,A019183,A052811,2021JJ00,0
1521,A019183,A052811,2022JJ00,0
1522,A019183,A052811,2023JJ00,0
1523,A019183,A052811,2024JJ00,0
1524,A019183,A052812,2021JJ00,0
1525,A019183,A052812,2022JJ00,0
1526,A019183,A052812,2023JJ00,0
1527,A019183,A052812,2024JJ00,0
1528,A019183,A052813,2021JJ00,0
1529,A019183,A052813,2022JJ00,0
1530,A019183,A052813,2023JJ00,0
1531,A019183,A052813,2024JJ00,0
1532,A019183,A052814,2021JJ00,0
1533,A019183,A052814,2022JJ00,0
1534,A019183,A052814,2023JJ00,0
1535,A019183,A052814,2024JJ00,0
1536,A019183,A052815,2021JJ00,0
1537,A019183,A052815,2022JJ00,0
1538,A019183,A052815,2023JJ00,0
1539,A019183,A052815,2024JJ00,0
1540,A019183,A052816,2021JJ00,0
1541,A019183,A052816,2022JJ00,0
1542,A019183,A052816,2023JJ00,0
1543,A019183,A052816,2024JJ00,0
1544,A019183,A052817,2021JJ00,0
1545,A019183,A052817,2022JJ00,0
1546,A019183,A052817,2023JJ00,0
1547,A019183,A052817,2024JJ00,0
1548,A019183,A052818,2021JJ00,0
1549,A019183,A052818,2022JJ00,0
1550,A019183,A052818,2023JJ00,0
1551,A019183,A052818,2024JJ00,0
1552,A019183,A052819,2021JJ00,0
1553,A019183,A052819,2022JJ00,0
1554,A019183,A052819,2023JJ00,0
1555,A019183,A052819,2024JJ00,0
1556,A019183,A052820,2021JJ00,0
1557,A019183,A052820,2022JJ00,0
1558,A019183,A052820,2023JJ00,0
1559,A019183,A052820,2024JJ00,0
1560,A019184,A052785,2021JJ00,2908
1561,A019184,A052785,2022JJ00,2961
1562,A019184,A052785,2023JJ00,3159
1563,A019184,A052785,2024JJ00,3344
1564,A019184,A052786,2021JJ00,437
1565,A019184,A052786,2022JJ00,448
1566,A019184,A052786,2023JJ00,493
1567,A019184,A052786,2024JJ00,533
1568,A019184,A052787,2021JJ00,118
1569,A019184,A052787,2022JJ00,123
1570,A019184,A052787,2023JJ00,136
1571,A019184,A052787,2024JJ00,147
1572,A019184,A052788,2021JJ00,0
1573,A019184,A052788,2022JJ00,0
1574,A019184,A052788,2023JJ00,0
1575,A019184,A052788,2024JJ00,0
1576,A019184,A052789,2021JJ00,320
1577,A019184,A052789,2022JJ00,325
1578,A019184,A052789,2023JJ00,357
1579,A019184,A052789,2024JJ00,386
1580,A019184,A052790,2021JJ00,43
1581,A019184,A052790,2022JJ00,46
1582,A019184,A052790,2023JJ00,47
1583,A019184,A052790,2024JJ00,50
1584,A019184,A052791,2021JJ00,41
1585,A019184,A052791,2022JJ00,44
1586,A019184,A052791,2023JJ00,45
1587,A019184,A052791,2024JJ00,48
1588,A019184,A052792,2021JJ00,2
1589,A019184,A052792,2022JJ00,1
1590,A019184,A052792,2023JJ00,2
1591,A019184,A052792,2024JJ00,2
1592,A019184,A052795,2021JJ00,2366
1593,A019184,A052795,2022JJ00,2415
1594,A019184,A052795,2023JJ00,2568
1595,A019184,A052795,2024JJ00,2707
1596,A019184,A052796,2021JJ00,15
1597,A019184,A052796,2022JJ00,14
1598,A019184,A052796,2023JJ00,14
1599,A019184,A052796,2024JJ00,16
1600,A019184,A052797,2021JJ00,0
1601,A019184,A052797,2022JJ00,0
1602,A019184,A052797,2023JJ00,0
1603,A019184,A052797,2024JJ00,0
1604,A019184,A052799,2021JJ00,2307
1605,A019184,A052799,2022JJ00,2358
1606,A019184,A052799,2023JJ00,2496
1607,A019184,A052799,2024JJ00,2630
1608,A019184,A052798,2021JJ00,43
1609,A019184,A052798,2022JJ00,42
1610,A019184,A052798,2023JJ00,58
1611,A019184,A052798,2024JJ00,62
1612,A019184,A052800,2021JJ00,0
1613,A019184,A052800,2022JJ00,0
1614,A019184,A052800,2023JJ00,0
1615,A019184,A052800,2024JJ00,0
1616,A019184,A052801,2021JJ00,0
1617,A019184,A052801,2022JJ00,0
1618,A019184,A052801,2023JJ00,0
1619,A019184,A052801,2024JJ00,0
1620,A019184,A052802,2021JJ00,0
1621,A019184,A052802,2022JJ00,0
1622,A019184,A052802,2023JJ00,0
1623,A019184,A052802,2024JJ00,0
1624,A019184,A052803,2021JJ00,0
1625,A019184,A052803,2022JJ00,0
1626,A019184,A052803,2023JJ00,0
1627,A019184,A052803,2024JJ00,0
1628,A019184,A052806,2021JJ00,8
1629,A019184,A052806,2022JJ00,8
1630,A019184,A052806,2023JJ00,8
1631,A019184,A052806,2024JJ00,8
1632,A019184,A052807,2021JJ00,0
1633,A019184,A052807,2022JJ00,0
1634,A019184,A052807,2023JJ00,0
1635,A019184,A052807,2024JJ00,0
1636,A019184,A052808,2021JJ00,8
1637,A019184,A052808,2022JJ00,8
1638,A019184,A052808,2023JJ00,8
1639,A019184,A052808,2024JJ00,8
1640,A019184,A052811,2021JJ00,1
1641,A019184,A052811,2022JJ00,0
1642,A019184,A052811,2023JJ00,1
1643,A019184,A052811,2024JJ00,1
1644,A019184,A052812,2021JJ00,0
1645,A019184,A052812,2022JJ00,0
1646,A019184,A052812,2023JJ00,0
1647,A019184,A052812,2024JJ00,0
1648,A019184,A052813,2021JJ00,0
1649,A019184,A052813,2022JJ00,0
1650,A019184,A052813,2023JJ00,0
1651,A019184,A052813,2024JJ00,0
1652,A019184,A052814,2021JJ00,0
1653,A019184,A052814,2022JJ00,0
1654,A019184,A052814,2023JJ00,0
1655,A019184,A052814,2024JJ00,0
1656,A019184,A052815,2021JJ00,0
1657,A019184,A052815,2022JJ00,0
1658,A019184,A052815,2023JJ00,0
1659,A019184,A052815,2024JJ00,0
1660,A019184,A052816,2021JJ00,0
1661,A019184,A052816,2022JJ00,0
1662,A019184,A052816,2023JJ00,0
1663,A019184,A052816,2024JJ00,0
1664,A019184,A052817,2021JJ00,52
1665,A019184,A052817,2022JJ00,44
1666,A019184,A052817,2023JJ00,42
1667,A019184,A052817,2024JJ00,45
1668,A019184,A052818,2021JJ00,0
1669,A019184,A052818,2022JJ00,0
1670,A019184,A052818,2023JJ00,0
1671,A019184,A052818,2024JJ00,0
1672,A019184,A052819,2021JJ00,52
1673,A019184,A052819,2022JJ00,44
1674,A019184,A052819,2023JJ00,42
1675,A019184,A052819,2024JJ00,45
1676,A019184,A052820,2021JJ00,0
1677,A019184,A052820,2022JJ00,0
1678,A019184,A052820,2023JJ00,0
1679,A019184,A052820,2024JJ00,0
1680,A019185,A052785,2021JJ00,27659
1681,A019185,A052785,2022JJ00,28276
1682,A019185,A052785,2023JJ00,30488
1683,A019185,A052785,2024JJ00,33386
1684,A019185,A052786,2021JJ00,1291
1685,A019185,A052786,2022JJ00,1269
1686,A019185,A052786,2023JJ00,1337
1687,A019185,A052786,2024JJ00,1476
1688,A019185,A052787,2021JJ00,792
1689,A019185,A052787,2022JJ00,795
1690,A019185,A052787,2023JJ00,867
1691,A019185,A052787,2024JJ00,946
1692,A019185,A052788,2021JJ00,498
1693,A019185,A052788,2022JJ00,472
1694,A019185,A052788,2023JJ00,469
1695,A019185,A052788,2024JJ00,528
1696,A019185,A052789,2021JJ00,2
1697,A019185,A052789,2022JJ00,2
1698,A019185,A052789,2023JJ00,2
1699,A019185,A052789,2024JJ00,2
1700,A019185,A052790,2021JJ00,24897
1701,A019185,A052790,2022JJ00,25415
1702,A019185,A052790,2023JJ00,27316
1703,A019185,A052790,2024JJ00,29928
1704,A019185,A052791,2021JJ00,17611
1705,A019185,A052791,2022JJ00,17912
1706,A019185,A052791,2023JJ00,19285
1707,A019185,A052791,2024JJ00,21163
1708,A019185,A052792,2021JJ00,7285
1709,A019185,A052792,2022JJ00,7503
1710,A019185,A052792,2023JJ00,8032
1711,A019185,A052792,2024JJ00,8765
1712,A019185,A052795,2021JJ00,907
1713,A019185,A052795,2022JJ00,1012
1714,A019185,A052795,2023JJ00,1219
1715,A019185,A052795,2024JJ00,1325
1716,A019185,A052796,2021JJ00,3
1717,A019185,A052796,2022JJ00,3
1718,A019185,A052796,2023JJ00,4
1719,A019185,A052796,2024JJ00,4
1720,A019185,A052797,2021JJ00,0
1721,A019185,A052797,2022JJ00,0
1722,A019185,A052797,2023JJ00,0
1723,A019185,A052797,2024JJ00,0
1724,A019185,A052799,2021JJ00,55
1725,A019185,A052799,2022JJ00,71
1726,A019185,A052799,2023JJ00,86
1727,A019185,A052799,2024JJ00,93
1728,A019185,A052798,2021JJ00,132
1729,A019185,A052798,2022JJ00,153
1730,A019185,A052798,2023JJ00,178
1731,A019185,A052798,2024JJ00,200
1732,A019185,A052800,2021JJ00,717
1733,A019185,A052800,2022JJ00,784
1734,A019185,A052800,2023JJ00,951
1735,A019185,A052800,2024JJ00,1027
1736,A019185,A052801,2021JJ00,0
1737,A019185,A052801,2022JJ00,0
1738,A019185,A052801,2023JJ00,0
1739,A019185,A052801,2024JJ00,0
1740,A019185,A052802,2021JJ00,0
1741,A019185,A052802,2022JJ00,0
1742,A019185,A052802,2023JJ00,0
1743,A019185,A052802,2024JJ00,0
1744,A019185,A052803,2021JJ00,0
1745,A019185,A052803,2022JJ00,0
1746,A019185,A052803,2023JJ00,0
1747,A019185,A052803,2024JJ00,0
1748,A019185,A052806,2021JJ00,0
1749,A019185,A052806,2022JJ00,0
1750,A019185,A052806,2023JJ00,0
1751,A019185,A052806,2024JJ00,0
1752,A019185,A052807,2021JJ00,0
1753,A019185,A052807,2022JJ00,0
1754,A019185,A052807,2023JJ00,0
1755,A019185,A052807,2024JJ00,0
1756,A019185,A052808,2021JJ00,0
1757,A019185,A052808,2022JJ00,0
1758,A019185,A052808,2023JJ00,0
1759,A019185,A052808,2024JJ00,0
1760,A019185,A052811,2021JJ00,5
1761,A019185,A052811,2022JJ00,6
1762,A019185,A052811,2023JJ00,7
1763,A019185,A052811,2024JJ00,7
1764,A019185,A052812,2021JJ00,0
1765,A019185,A052812,2022JJ00,0
1766,A019185,A052812,2023JJ00,0
1767,A019185,A052812,2024JJ00,0
1768,A019185,A052813,2021JJ00,0
1769,A019185,A052813,2022JJ00,0
1770,A019185,A052813,2023JJ00,0
1771,A019185,A052813,2024JJ00,0
1772,A019185,A052814,2021JJ00,0
1773,A019185,A052814,2022JJ00,0
1774,A019185,A052814,2023JJ00,0
1775,A019185,A052814,2024JJ00,0
1776,A019185,A052815,2021JJ00,0
1777,A019185,A052815,2022JJ00,0
1778,A019185,A052815,2023JJ00,0
1779,A019185,A052815,2024JJ00,0
1780,A019185,A052816,2021JJ00,0
1781,A019185,A052816,2022JJ00,0
1782,A019185,A052816,2023JJ00,0
1783,A019185,A052816,2024JJ00,0
1784,A019185,A052817,2021JJ00,556
1785,A019185,A052817,2022JJ00,570
1786,A019185,A052817,2023JJ00,606
1787,A019185,A052817,2024JJ00,648
1788,A019185,A052818,2021JJ00,157
1789,A019185,A052818,2022JJ00,139
1790,A019185,A052818,2023JJ00,129
1791,A019185,A052818,2024JJ00,132
1792,A019185,A052819,2021JJ00,398
1793,A019185,A052819,2022JJ00,431
1794,A019185,A052819,2023JJ00,477
1795,A019185,A052819,2024JJ00,515
1796,A019185,A052820,2021JJ00,3
1797,A019185,A052820,2022JJ00,3
1798,A019185,A052820,2023JJ00,2
1799,A019185,A052820,2024JJ00,3
1800,A019187,A052785,2021JJ00,21022
1801,A019187,A052785,2022JJ00,21409
1802,A019187,A052785,2023JJ00,22943
1803,A019187,A052785,2024JJ00,25057
1804,A019187,A052786,2021JJ00,1087
1805,A019187,A052786,2022JJ00,1074
1806,A019187,A052786,2023JJ00,1129
1807,A019187,A052786,2024JJ00,1241
1808,A019187,A052787,2021JJ00,647
1809,A019187,A052787,2022JJ00,652
1810,A019187,A052787,2023JJ00,714
1811,A019187,A052787,2024JJ00,779
1812,A019187,A052788,2021JJ00,441
1813,A019187,A052788,2022JJ00,422
1814,A019187,A052788,2023JJ00,415
1815,A019187,A052788,2024JJ00,462
1816,A019187,A052789,2021JJ00,0
1817,A019187,A052789,2022JJ00,0
1818,A019187,A052789,2023JJ00,0
1819,A019187,A052789,2024JJ00,0
1820,A019187,A052790,2021JJ00,19785
1821,A019187,A052790,2022JJ00,20194
1822,A019187,A052790,2023JJ00,21626
1823,A019187,A052790,2024JJ00,23610
1824,A019187,A052791,2021JJ00,13250
1825,A019187,A052791,2022JJ00,13498
1826,A019187,A052791,2023JJ00,14496
1827,A019187,A052791,2024JJ00,15835
1828,A019187,A052792,2021JJ00,6534
1829,A019187,A052792,2022JJ00,6696
1830,A019187,A052792,2023JJ00,7130
1831,A019187,A052792,2024JJ00,7775
1832,A019187,A052795,2021JJ00,62
1833,A019187,A052795,2022JJ00,48
1834,A019187,A052795,2023JJ00,79
1835,A019187,A052795,2024JJ00,87
1836,A019187,A052796,2021JJ00,0
1837,A019187,A052796,2022JJ00,0
1838,A019187,A052796,2023JJ00,0
1839,A019187,A052796,2024JJ00,0
1840,A019187,A052797,2021JJ00,0
1841,A019187,A052797,2022JJ00,0
1842,A019187,A052797,2023JJ00,0
1843,A019187,A052797,2024JJ00,0
1844,A019187,A052799,2021JJ00,0
1845,A019187,A052799,2022JJ00,0
1846,A019187,A052799,2023JJ00,0
1847,A019187,A052799,2024JJ00,0
1848,A019187,A052798,2021JJ00,14
1849,A019187,A052798,2022JJ00,11
1850,A019187,A052798,2023JJ00,8
1851,A019187,A052798,2024JJ00,9
1852,A019187,A052800,2021JJ00,48
1853,A019187,A052800,2022JJ00,37
1854,A019187,A052800,2023JJ00,71
1855,A019187,A052800,2024JJ00,77
1856,A019187,A052801,2021JJ00,0
1857,A019187,A052801,2022JJ00,0
1858,A019187,A052801,2023JJ00,0
1859,A019187,A052801,2024JJ00,0
1860,A019187,A052802,2021JJ00,0
1861,A019187,A052802,2022JJ00,0
1862,A019187,A052802,2023JJ00,0
1863,A019187,A052802,2024JJ00,0
1864,A019187,A052803,2021JJ00,0
1865,A019187,A052803,2022JJ00,0
1866,A019187,A052803,2023JJ00,0
1867,A019187,A052803,2024JJ00,0
1868,A019187,A052806,2021JJ00,0
1869,A019187,A052806,2022JJ00,0
1870,A019187,A052806,2023JJ00,0
1871,A019187,A052806,2024JJ00,0
1872,A019187,A052807,2021JJ00,0
1873,A019187,A052807,2022JJ00,0
1874,A019187,A052807,2023JJ00,0
1875,A019187,A052807,2024JJ00,0
1876,A019187,A052808,2021JJ00,0
1877,A019187,A052808,2022JJ00,0
1878,A019187,A052808,2023JJ00,0
1879,A019187,A052808,2024JJ00,0
1880,A019187,A052811,2021JJ00,0
1881,A019187,A052811,2022JJ00,0
1882,A019187,A052811,2023JJ00,0
1883,A019187,A052811,2024JJ00,0
1884,A019187,A052812,2021JJ00,0
1885,A019187,A052812,2022JJ00,0
1886,A019187,A052812,2023JJ00,0
1887,A019187,A052812,2024JJ00,0
1888,A019187,A052813,2021JJ00,0
1889,A019187,A052813,2022JJ00,0
1890,A019187,A052813,2023JJ00,0
1891,A019187,A052813,2024JJ00,0
1892,A019187,A052814,2021JJ00,0
1893,A019187,A052814,2022JJ00,0
1894,A019187,A052814,2023JJ00,0
1895,A019187,A052814,2024JJ00,0
1896,A019187,A052815,2021JJ00,0
1897,A019187,A052815,2022JJ00,0
1898,A019187,A052815,2023JJ00,0
1899,A019187,A052815,2024JJ00,0
1900,A019187,A052816,2021JJ00,0
1901,A019187,A052816,2022JJ00,0
1902,A019187,A052816,2023JJ00,0
1903,A019187,A052816,2024JJ00,0
1904,A019187,A052817,2021JJ00,88
1905,A019187,A052817,2022JJ00,93
1906,A019187,A052817,2023JJ00,110
1907,A019187,A052817,2024JJ00,119
1908,A019187,A052818,2021JJ00,0
1909,A019187,A052818,2022JJ00,0
1910,A019187,A052818,2023JJ00,0
1911,A019187,A052818,2024JJ00,0
1912,A019187,A052819,2021JJ00,88
1913,A019187,A052819,2022JJ00,93
1914,A019187,A052819,2023JJ00,110
1915,A019187,A052819,2024JJ00,119
1916,A019187,A052820,2021JJ00,0
1917,A019187,A052820,2022JJ00,0
1918,A019187,A052820,2023JJ00,0
1919,A019187,A052820,2024JJ00,0
1920,A019188,A052785,2021JJ00,215
1921,A019188,A052785,2022JJ00,230
1922,A019188,A052785,2023JJ00,260
1923,A019188,A052785,2024JJ00,288
1924,A019188,A052786,2021JJ00,2
1925,A019188,A052786,2022JJ00,3
1926,A019188,A052786,2023JJ00,2
1927,A019188,A052786,2024JJ00,2
1928,A019188,A052787,2021JJ00,1
1929,A019188,A052787,2022JJ00,1
1930,A019188,A052787,2023JJ00,0
1931,A019188,A052787,2024JJ00,1
1932,A019188,A052788,2021JJ00,0
1933,A019188,A052788,2022JJ00,2
1934,A019188,A052788,2023JJ00,1
1935,A019188,A052788,2024JJ00,1
1936,A019188,A052789,2021JJ00,1
1937,A019188,A052789,2022JJ00,1
1938,A019188,A052789,2023JJ00,1
1939,A019188,A052789,2024JJ00,1
1940,A019188,A052790,2021JJ00,202
1941,A019188,A052790,2022JJ00,216
1942,A019188,A052790,2023JJ00,244
1943,A019188,A052790,2024JJ00,270
1944,A019188,A052791,2021JJ00,39
1945,A019188,A052791,2022JJ00,42
1946,A019188,A052791,2023JJ00,49
1947,A019188,A052791,2024JJ00,55
1948,A019188,A052792,2021JJ00,163
1949,A019188,A052792,2022JJ00,173
1950,A019188,A052792,2023JJ00,195
1951,A019188,A052792,2024JJ00,214
1952,A019188,A052795,2021JJ00,9
1953,A019188,A052795,2022JJ00,8
1954,A019188,A052795,2023JJ00,13
1955,A019188,A052795,2024JJ00,14
1956,A019188,A052796,2021JJ00,0
1957,A019188,A052796,2022JJ00,0
1958,A019188,A052796,2023JJ00,0
1959,A019188,A052796,2024JJ00,0
1960,A019188,A052797,2021JJ00,0
1961,A019188,A052797,2022JJ00,0
1962,A019188,A052797,2023JJ00,0
1963,A019188,A052797,2024JJ00,0
1964,A019188,A052799,2021JJ00,3
1965,A019188,A052799,2022JJ00,3
1966,A019188,A052799,2023JJ00,4
1967,A019188,A052799,2024JJ00,4
1968,A019188,A052798,2021JJ00,6
1969,A019188,A052798,2022JJ00,5
1970,A019188,A052798,2023JJ00,8
1971,A019188,A052798,2024JJ00,9
1972,A019188,A052800,2021JJ00,0
1973,A019188,A052800,2022JJ00,0
1974,A019188,A052800,2023JJ00,0
1975,A019188,A052800,2024JJ00,0
1976,A019188,A052801,2021JJ00,0
1977,A019188,A052801,2022JJ00,0
1978,A019188,A052801,2023JJ00,0
1979,A019188,A052801,2024JJ00,0
1980,A019188,A052802,2021JJ00,0
1981,A019188,A052802,2022JJ00,0
1982,A019188,A052802,2023JJ00,0
1983,A019188,A052802,2024JJ00,0
1984,A019188,A052803,2021JJ00,0
1985,A019188,A052803,2022JJ00,0
1986,A019188,A052803,2023JJ00,0
1987,A019188,A052803,2024JJ00,0
1988,A019188,A052806,2021JJ00,0
1989,A019188,A052806,2022JJ00,0
1990,A019188,A052806,2023JJ00,0
1991,A019188,A052806,2024JJ00,0
1992,A019188,A052807,2021JJ00,0
1993,A019188,A052807,2022JJ00,0
1994,A019188,A052807,2023JJ00,0
1995,A019188,A052807,2024JJ00,0
1996,A019188,A052808,2021JJ00,0
1997,A019188,A052808,2022JJ00,0
1998,A019188,A052808,2023JJ00,0
1999,A019188,A052808,2024JJ00,0
2000,A019188,A052811,2021JJ00,0
2001,A019188,A052811,2022JJ00,0
2002,A019188,A052811,2023JJ00,0
2003,A019188,A052811,2024JJ00,0
2004,A019188,A052812,2021JJ00,0
2005,A019188,A052812,2022JJ00,0
2006,A019188,A052812,2023JJ00,0
2007,A019188,A052812,2024JJ00,0
2008,A019188,A052813,2021JJ00,0
2009,A019188,A052813,2022JJ00,0
2010,A019188,A052813,2023JJ00,0
2011,A019188,A052813,2024JJ00,0
2012,A019188,A052814,2021JJ00,0
2013,A019188,A052814,2022JJ00,0
2014,A019188,A052814,2023JJ00,0
2015,A019188,A052814,2024JJ00,0
2016,A019188,A052815,2021JJ00,0
2017,A019188,A052815,2022JJ00,0
2018,A019188,A052815,2023JJ00,0
2019,A019188,A052815,2024JJ00,0
2020,A019188,A052816,2021JJ00,0
2021,A019188,A052816,2022JJ00,0
2022,A019188,A052816,2023JJ00,0
2023,A019188,A052816,2024JJ00,0
2024,A019188,A052817,2021JJ00,3
2025,A019188,A052817,2022JJ00,4
2026,A019188,A052817,2023JJ00,2
2027,A019188,A052817,2024JJ00,2
2028,A019188,A052818,2021JJ00,0
2029,A019188,A052818,2022JJ00,0
2030,A019188,A052818,2023JJ00,0
2031,A019188,A052818,2024JJ00,0
2032,A019188,A052819,2021JJ00,3
2033,A019188,A052819,2022JJ00,4
2034,A019188,A052819,2023JJ00,2
2035,A019188,A052819,2024JJ00,2
2036,A019188,A052820,2021JJ00,0
2037,A019188,A052820,2022JJ00,0
2038,A019188,A052820,2023JJ00,0
2039,A019188,A052820,2024JJ00,0
2040,A019189,A052785,2021JJ00,230
2041,A019189,A052785,2022JJ00,243
2042,A019189,A052785,2023JJ00,271
2043,A019189,A052785,2024JJ00,302
2044,A019189,A052786,2021JJ00,24
2045,A019189,A052786,2022JJ00,15
2046,A019189,A052786,2023JJ00,16
2047,A019189,A052786,2024JJ00,17
2048,A019189,A052787,2021JJ00,1
2049,A019189,A052787,2022JJ00,1
2050,A019189,A052787,2023JJ00,1
2051,A019189,A052787,2024JJ00,1
2052,A019189,A052788,2021JJ00,23
2053,A019189,A052788,2022JJ00,14
2054,A019189,A052788,2023JJ00,14
2055,A019189,A052788,2024JJ00,16
2056,A019189,A052789,2021JJ00,1
2057,A019189,A052789,2022JJ00,1
2058,A019189,A052789,2023JJ00,0
2059,A019189,A052789,2024JJ00,0
2060,A019189,A052790,2021JJ00,172
2061,A019189,A052790,2022JJ00,187
2062,A019189,A052790,2023JJ00,208
2063,A019189,A052790,2024JJ00,231
2064,A019189,A052791,2021JJ00,32
2065,A019189,A052791,2022JJ00,36
2066,A019189,A052791,2023JJ00,38
2067,A019189,A052791,2024JJ00,44
2068,A019189,A052792,2021JJ00,140
2069,A019189,A052792,2022JJ00,151
2070,A019189,A052792,2023JJ00,169
2071,A019189,A052792,2024JJ00,187
2072,A019189,A052795,2021JJ00,34
2073,A019189,A052795,2022JJ00,40
2074,A019189,A052795,2023JJ00,47
2075,A019189,A052795,2024JJ00,53
2076,A019189,A052796,2021JJ00,0
2077,A019189,A052796,2022JJ00,0
2078,A019189,A052796,2023JJ00,0
2079,A019189,A052796,2024JJ00,0
2080,A019189,A052797,2021JJ00,0
2081,A019189,A052797,2022JJ00,0
2082,A019189,A052797,2023JJ00,0
2083,A019189,A052797,2024JJ00,0
2084,A019189,A052799,2021JJ00,15
2085,A019189,A052799,2022JJ00,23
2086,A019189,A052799,2023JJ00,26
2087,A019189,A052799,2024JJ00,29
2088,A019189,A052798,2021JJ00,16
2089,A019189,A052798,2022JJ00,18
2090,A019189,A052798,2023JJ00,21
2091,A019189,A052798,2024JJ00,24
2092,A019189,A052800,2021JJ00,3
2093,A019189,A052800,2022JJ00,0
2094,A019189,A052800,2023JJ00,0
2095,A019189,A052800,2024JJ00,0
2096,A019189,A052801,2021JJ00,0
2097,A019189,A052801,2022JJ00,0
2098,A019189,A052801,2023JJ00,0
2099,A019189,A052801,2024JJ00,0
2100,A019189,A052802,2021JJ00,0
2101,A019189,A052802,2022JJ00,0
2102,A019189,A052802,2023JJ00,0
2103,A019189,A052802,2024JJ00,0
2104,A019189,A052803,2021JJ00,0
2105,A019189,A052803,2022JJ00,0
2106,A019189,A052803,2023JJ00,0
2107,A019189,A052803,2024JJ00,0
2108,A019189,A052806,2021JJ00,0
2109,A019189,A052806,2022JJ00,0
2110,A019189,A052806,2023JJ00,0
2111,A019189,A052806,2024JJ00,0
2112,A019189,A052807,2021JJ00,0
2113,A019189,A052807,2022JJ00,0
2114,A019189,A052807,2023JJ00,0
2115,A019189,A052807,2024JJ00,0
2116,A019189,A052808,2021JJ00,0
2117,A019189,A052808,2022JJ00,0
2118,A019189,A052808,2023JJ00,0
2119,A019189,A052808,2024JJ00,0
2120,A019189,A052811,2021JJ00,0
2121,A019189,A052811,2022JJ00,0
