ID,Prijscomponenten,Belastingen,Perioden,MinderDan20GJ_1,k_20Tot200GJ_2,k_1Tot10TJ_3,k_10Tot100TJ_4,k_100Tot1000TJ_5,k_1000TJEnMeer_6,MinderDan1MWh_7,k_1Tot25MWh_8,k_25Tot5MWh_9,k_5Tot15MWh_10,k_20Tot500MWh_11,k_500Tot2000MWh_12,k_2000Tot20000MWh_13,k_20000Tot70000MWh_14,k_70000Tot150000MWh_15,k_150000MWhEnMeer_16
286,A047657,A047659,2016KW02,28.915,20.607,18.604,9.876,7.383,5.262,-0.468,-0.026,0.083,0.139,0.11,0.075,0.071,0.052,0.051,0.048
287,A047657,A047659,2016KW03,44.794,21.576,18.747,9.398,7.544,5.391,-0.49,-0.033,0.079,0.137,0.096,0.075,0.072,0.051,0.053,0.049
288,A047657,A047659,2016KW04,21.826,18.782,17.444,9.15,7.755,6.21,-0.321,0.019,0.104,0.148,0.088,0.075,0.072,0.053,0.053,0.053
289,A047657,A047659,2016JJ00,23.777,19.47,18.08,11.216,7.985,5.764,-0.398,-0.003,0.094,0.144,0.113,0.079,0.072,0.056,0.054,0.05
290,A047657,A047659,2017KW01,21.072,18.648,17.597,13.252,8.775,7.049,-0.349,0.012,0.101,0.147,0.153,0.084,0.071,0.067,0.056,0.052
291,A047657,A047659,2017KW02,28.181,19.693,17.255,8.94,6.871,5.942,-0.462,-0.027,0.081,0.137,0.113,0.069,0.067,0.049,0.045,0.046
292,A047657,A047659,2017KW03,41.435,21.987,17.517,8.633,7.005,5.82,-0.486,-0.035,0.077,0.135,0.08,0.07,0.068,0.046,0.046,0.046
293,A047657,A047659,2017KW04,22.116,18.829,16.795,8.571,7.373,6.721,-0.341,0.013,0.101,0.147,0.086,0.071,0.068,0.048,0.047,0.05
294,A047657,A047659,2017JJ00,23.513,19.036,17.306,10.414,7.679,6.423,-0.403,-0.007,0.091,0.142,0.11,0.073,0.069,0.053,0.049,0.048
295,A047657,A047659,2018KW01,22.16,19.751,18.049,13.675,9.064,7.313,-0.32,0.027,0.115,0.161,0.162,0.086,0.074,0.071,0.058,0.052
296,A047657,A047659,2018KW02,34.074,21.352,17.896,9.551,7.448,7.181,-0.431,-0.016,0.089,0.147,0.129,0.079,0.071,0.054,0.048,0.047
297,A047657,A047659,2018KW03,47.718,23.375,18.196,9.568,7.709,8.011,-0.467,-0.021,0.09,0.149,0.107,0.075,0.073,0.053,0.052,0.055
298,A047657,A047659,2018KW04,23.677,19.898,17.179,9.482,8.139,8.463,-0.341,0.025,0.115,0.162,0.094,0.076,0.077,0.055,0.059,0.053
299,A047657,A047659,2018JJ00,24.892,20.131,17.773,11.157,8.222,7.72,-0.38,0.007,0.104,0.155,0.122,0.079,0.074,0.058,0.055,0.052
300,A047657,A047659,2019KW01,25.743,22.811,20.332,14.548,9.337,7.994,-0.188,0.076,0.143,0.182,0.162,0.096,0.087,0.081,0.069,0.061
301,A047657,A047659,2019KW02,32.082,24.401,20.233,9.188,7.124,6.031,-0.259,0.052,0.13,0.177,0.103,0.085,0.084,0.058,0.057,0.056
302,A047657,A047659,2019KW03,40.057,27.527,19.795,9.743,6.557,4.852,-0.256,0.049,0.128,0.175,0.097,0.086,0.085,0.057,0.056,0.056
303,A047657,A047659,2019KW04,26.483,22.516,18.033,8.836,6.722,5.233,-0.165,0.078,0.142,0.182,0.099,0.086,0.084,0.057,0.056,0.057
304,A047657,A047659,2019JJ00,28.591,23.16,19.424,11.149,7.603,6.3,-0.215,0.065,0.136,0.179,0.116,0.088,0.085,0.063,0.06,0.057
305,A047657,A047659,2020KW01,27.813,24.475,21.774,16.037,8.751,6.327,-0.475,-0.032,0.087,0.16,0.168,0.112,0.102,0.089,0.072,0.059
306,A047657,A047659,2020KW02,33.524,26.49,21.608,8.637,6.42,5.043,-0.62,-0.094,0.053,0.145,0.117,0.099,0.096,0.057,0.059,0.056
307,A047657,A047659,2020KW03,42.228,28.846,21.72,8.623,6.275,4.833,-0.726,-0.13,0.034,0.134,0.106,0.101,0.097,0.059,0.062,0.055
308,A047657,A047659,2020KW04,27.682,23.509,21.625,9.017,7.007,6.488,-0.468,-0.032,0.084,0.156,0.109,0.102,0.1,0.061,0.061,0.059
309,A047657,A047659,2020JJ00,30.278,24.647,21.681,11.254,7.332,5.789,-0.558,-0.066,0.068,0.15,0.121,0.103,0.099,0.068,0.064,0.057
310,A047657,A047659,2021KW01,26.499,23.627,21.998,16.019,9.379,7.769,-0.496,-0.05,0.074,0.15,0.174,0.115,0.105,0.097,0.071,0.061
311,A047657,A047659,2021KW02,32.36,24.888,22.232,10.034,8.454,8.714,-0.72,-0.141,0.024,0.128,0.118,0.105,0.105,0.063,0.056,0.061
312,A047657,A047659,2021KW03,45.187,30.755,23.343,12.875,11.987,13.849,-0.772,-0.147,0.025,0.133,0.116,0.113,0.117,0.073,0.066,0.082
313,A047657,A047659,2021KW04,28.55,25.773,23.808,15.971,15.651,20.439,-0.441,-0.02,0.1,0.171,0.137,0.133,0.146,0.1,0.082,0.128
314,A047657,A047659,2021JJ00,29.581,24.854,22.7,14.21,11.064,11.981,-0.584,-0.083,0.057,0.143,0.136,0.117,0.119,0.084,0.069,0.085
315,A047657,A047659,2022KW01,34.351,32.021,29.306,27.857,21.996,26.003,-0.872,-0.199,-0.003,0.117,0.219,0.188,0.191,0.188,0.169,0.165
316,A047657,A047659,2022KW02,44.047,36.953,29.503,20.689,19.763,28.026,-1.264,-0.343,-0.074,0.097,0.177,0.171,0.179,0.143,0.137,0.157
317,A047657,A047659,2022KW03,55.76,45.163,30.073,23.36,22.934,44.623,-1.045,-0.251,-0.016,0.134,0.209,0.18,0.22,0.186,0.177,0.215
318,A047657,A047659,2022KW04,59.479,54.644,28.148,19.544,21.181,25.523,-0.591,-0.011,0.175,0.289,0.186,0.161,0.189,0.14,0.129,0.152
319,A047657,A047659,2022JJ00,43.971,40.074,29.071,23.409,21.486,30.145,-0.907,-0.186,0.029,0.163,0.198,0.175,0.195,0.165,0.153,0.173
320,A047657,A047660,2007KW01,15.958,14.71,13.286,10.45,7.992,6.585,-0.136,0.056,0.102,0.124,0.109,0.085,0.076,0.072,0.066,0.053
321,A047657,A047660,2007KW02,16.786,14.77,13.655,9.593,7.45,6.344,-0.165,0.046,0.096,0.121,0.098,0.079,0.073,0.069,0.061,0.052
322,A047657,A047660,2007KW03,16.904,14.599,13.516,9.419,7.565,6.473,-0.169,0.044,0.095,0.119,0.095,0.079,0.072,0.066,0.061,0.051
323,A047657,A047660,2007KW04,15.538,14.223,12.436,9.112,7.661,6.93,-0.136,0.056,0.101,0.123,0.095,0.082,0.073,0.067,0.061,0.055
324,A047657,A047660,2007JJ00,16.151,14.549,13.052,9.655,7.687,6.618,-0.151,0.051,0.099,0.122,0.099,0.081,0.074,0.069,0.062,0.053
325,A047657,A047660,2008KW01,15.898,14.492,11.114,10.298,8.298,6.951,-0.149,0.055,0.103,0.122,0.107,0.089,0.079,0.073,0.073,0.062
326,A047657,A047660,2008KW02,19.081,15.061,12.324,9.696,8.165,7.37,-0.186,0.042,0.097,0.119,0.098,0.083,0.078,0.073,0.07,0.061
327,A047657,A047660,2008KW03,22.988,17.081,14.019,10.131,8.754,8.341,-0.198,0.039,0.095,0.121,0.097,0.084,0.079,0.072,0.069,0.064
328,A047657,A047660,2008KW04,16.88,15.74,13.083,9.926,9.073,9.01,-0.126,0.061,0.107,0.127,0.098,0.085,0.079,0.073,0.07,0.064
329,A047657,A047660,2008JJ00,17.407,15.308,12.257,10.039,8.564,7.917,-0.162,0.05,0.101,0.123,0.1,0.085,0.079,0.073,0.07,0.063
330,A047657,A047660,2009KW01,18.077,16.917,14.797,11.277,9.46,7.422,-0.257,0.05,0.124,0.162,0.153,0.097,0.086,0.085,0.084,0.061
331,A047657,A047660,2009KW02,22.823,17.94,14.993,9.395,7.693,5.392,-0.373,0.012,0.105,0.153,0.111,0.087,0.082,0.073,0.07,0.057
332,A047657,A047660,2009KW03,24.053,15.395,14.605,9.586,7.551,5.008,-0.385,0.005,0.1,0.148,0.1,0.087,0.083,0.071,0.07,0.052
333,A047657,A047660,2009KW04,14.281,12.821,12.49,8.978,7.383,5.738,-0.275,0.04,0.116,0.155,0.098,0.087,0.082,0.072,0.068,0.053
334,A047657,A047660,2009JJ00,17.559,15.451,14.135,9.941,8.066,5.866,-0.316,0.029,0.112,0.155,0.115,0.089,0.083,0.075,0.073,0.055
335,A047657,A047660,2010KW01,15.267,13.808,11.901,9.437,7.022,5.131,-0.283,0.033,0.108,0.147,0.14,0.087,0.075,0.069,0.067,0.056
336,A047657,A047660,2010KW02,18.396,14.697,12.526,8.101,6.593,5.318,-0.394,-0.004,0.09,0.138,0.102,0.078,0.073,0.059,0.06,0.054
337,A047657,A047660,2010KW03,23.925,15.819,13.467,8.536,6.844,5.89,-0.389,-0.002,0.09,0.137,0.086,0.078,0.074,0.059,0.062,0.056
338,A047657,A047660,2010KW04,15.391,14.054,12.334,7.983,6.898,5.846,-0.277,0.035,0.109,0.147,0.088,0.078,0.074,0.061,0.063,0.057
339,A047657,A047660,2010JJ00,16.268,14.139,12.341,8.623,6.857,5.532,-0.33,0.017,0.1,0.143,0.104,0.08,0.074,0.062,0.063,0.056
340,A047657,A047660,2011KW01,15.22,13.911,12.457,10.114,7.63,6.54,-0.283,0.032,0.107,0.145,0.13,0.084,0.073,0.067,0.065,0.054
341,A047657,A047660,2011KW02,22.187,15.801,13.181,8.652,7.15,6.779,-0.396,-0.005,0.088,0.135,0.096,0.074,0.07,0.058,0.058,0.057
342,A047657,A047660,2011KW03,27.84,18.025,14.006,8.797,7.124,6.527,-0.391,-0.004,0.089,0.136,0.085,0.077,0.073,0.059,0.067,0.059
343,A047657,A047660,2011KW04,17.239,15.298,13.282,8.425,7.26,7.237,-0.286,0.031,0.107,0.145,0.078,0.073,0.07,0.057,0.059,0.055
344,A047657,A047660,2011JJ00,17.5,14.866,13.04,9.14,7.32,6.761,-0.334,0.015,0.098,0.141,0.097,0.077,0.071,0.06,0.062,0.056
345,A047657,A047660,2012KW01,16.596,15.2,13.289,10.829,8.273,7.268,-0.295,0.031,0.108,0.147,0.128,0.078,0.066,0.062,0.059,0.051
346,A047657,A047660,2012KW02,20.093,16.029,13.697,8.953,7.546,7.348,-0.396,-0.003,0.091,0.138,0.099,0.073,0.07,0.058,0.056,0.051
347,A047657,A047660,2012KW03,28.483,18.499,13.825,8.918,7.41,7.285,-0.43,-0.013,0.086,0.136,0.08,0.073,0.07,0.057,0.057,0.054
348,A047657,A047660,2012KW04,18.061,16.317,13.334,9.318,8.54,7.979,-0.317,0.025,0.105,0.145,0.078,0.075,0.069,0.059,0.058,0.057
349,A047657,A047660,2012JJ00,18.381,15.896,13.469,9.681,7.987,7.41,-0.354,0.012,0.098,0.142,0.097,0.075,0.069,0.059,0.057,0.053
350,A047657,A047660,2013KW01,17.586,16.271,14.413,12.419,8.954,7.833,-0.297,0.029,0.106,0.145,0.141,0.075,0.071,0.065,0.06,0.056
351,A047657,A047660,2013KW02,20.832,16.692,14.829,9.379,7.988,7.824,-0.417,-0.008,0.089,0.138,0.101,0.071,0.068,0.057,0.056,0.056
352,A047657,A047660,2013KW03,30.604,18.611,14.86,9.672,8.067,7.593,-0.428,-0.012,0.087,0.136,0.085,0.072,0.069,0.059,0.058,0.055
353,A047657,A047660,2013KW04,18.312,16.057,14.974,9.177,8.131,7.839,-0.322,0.023,0.104,0.145,0.084,0.071,0.066,0.056,0.058,0.054
354,A047657,A047660,2013JJ00,19.038,16.404,14.732,10.491,8.379,7.808,-0.36,0.01,0.097,0.142,0.101,0.072,0.068,0.059,0.058,0.055
355,A047657,A047660,2014KW01,17.906,15.884,14.845,12.548,8.978,7.894,-0.337,0.019,0.103,0.145,0.134,0.078,0.068,0.064,0.058,0.05
356,A047657,A047660,2014KW02,24.681,17.049,15.13,8.762,7.249,6.341,-0.436,-0.014,0.086,0.136,0.095,0.068,0.065,0.051,0.05,0.045
357,A047657,A047660,2014KW03,33.391,18.433,14.96,8.583,6.82,5.591,-0.452,-0.02,0.083,0.135,0.078,0.067,0.064,0.05,0.048,0.044
358,A047657,A047660,2014KW04,18.337,15.837,15.083,9.259,7.489,6.829,-0.347,0.011,0.098,0.141,0.077,0.067,0.063,0.05,0.051,0.049
359,A047657,A047660,2014JJ00,19.834,16.163,14.989,10.177,7.716,6.729,-0.389,0.0,0.093,0.14,0.096,0.07,0.065,0.054,0.052,0.047
360,A047657,A047660,2015KW01,17.277,15.496,14.326,11.348,8.762,6.868,-0.229,0.044,0.114,0.15,0.129,0.076,0.066,0.062,0.055,0.05
361,A047657,A047660,2015KW02,21.857,16.16,14.254,9.291,7.392,6.58,-0.309,0.018,0.102,0.144,0.094,0.065,0.063,0.048,0.047,0.047
362,A047657,A047660,2015KW03,31.521,17.243,14.474,9.053,7.151,6.123,-0.391,-0.008,0.085,0.132,0.078,0.065,0.063,0.048,0.048,0.046
363,A047657,A047660,2015KW04,18.118,15.092,14.946,8.244,6.875,5.712,-0.266,0.035,0.108,0.146,0.075,0.065,0.063,0.048,0.048,0.046
364,A047657,A047660,2015JJ00,19.171,15.584,14.465,9.828,7.662,6.339,-0.292,0.024,0.104,0.144,0.095,0.068,0.064,0.052,0.049,0.047
365,A047657,A047660,2016KW01,18.008,16.107,15.035,11.647,7.344,5.161,-0.288,0.013,0.087,0.124,0.127,0.072,0.061,0.056,0.051,0.042
366,A047657,A047660,2016KW02,23.897,17.03,15.375,8.162,6.102,4.349,-0.387,-0.021,0.069,0.115,0.091,0.062,0.059,0.043,0.042,0.04
367,A047657,A047660,2016KW03,37.02,17.831,15.494,7.767,6.235,4.455,-0.405,-0.028,0.065,0.113,0.079,0.062,0.059,0.042,0.043,0.04
368,A047657,A047660,2016KW04,18.038,15.522,14.417,7.562,6.409,5.132,-0.265,0.016,0.086,0.122,0.073,0.062,0.059,0.044,0.044,0.044
369,A047657,A047660,2016JJ00,19.651,16.091,14.942,9.269,6.599,4.764,-0.329,-0.003,0.078,0.119,0.094,0.065,0.06,0.046,0.045,0.041
370,A047657,A047660,2017KW01,17.415,15.412,14.543,10.952,7.252,5.826,-0.288,0.01,0.083,0.122,0.127,0.069,0.059,0.055,0.046,0.043
371,A047657,A047660,2017KW02,23.29,16.275,14.261,7.389,5.678,4.911,-0.382,-0.022,0.067,0.113,0.094,0.057,0.056,0.041,0.037,0.038
372,A047657,A047660,2017KW03,34.244,18.171,14.477,7.135,5.79,4.81,-0.402,-0.029,0.064,0.112,0.066,0.057,0.056,0.038,0.038,0.038
373,A047657,A047660,2017KW04,18.278,15.561,13.88,7.084,6.093,5.554,-0.282,0.011,0.084,0.122,0.071,0.059,0.056,0.04,0.039,0.041
374,A047657,A047660,2017JJ00,19.433,15.733,14.302,8.607,6.346,5.308,-0.333,-0.006,0.075,0.118,0.091,0.061,0.057,0.044,0.04,0.04
375,A047657,A047660,2018KW01,18.314,16.323,14.916,11.302,7.491,6.044,-0.264,0.023,0.095,0.133,0.134,0.071,0.061,0.059,0.048,0.043
376,A047657,A047660,2018KW02,28.161,17.646,14.79,7.893,6.156,5.935,-0.356,-0.014,0.074,0.121,0.106,0.065,0.059,0.044,0.039,0.039
377,A047657,A047660,2018KW03,39.436,19.318,15.037,7.907,6.371,6.621,-0.386,-0.018,0.074,0.123,0.089,0.062,0.06,0.044,0.043,0.045
378,A047657,A047660,2018KW04,19.568,16.445,14.198,7.836,6.727,6.994,-0.282,0.021,0.095,0.134,0.077,0.063,0.063,0.046,0.049,0.044
379,A047657,A047660,2018JJ00,20.572,16.638,14.688,9.221,6.795,6.38,-0.314,0.006,0.086,0.128,0.101,0.065,0.061,0.048,0.045,0.043
380,A047657,A047660,2019KW01,21.275,18.852,16.803,12.024,7.717,6.607,-0.156,0.063,0.118,0.151,0.134,0.079,0.072,0.067,0.057,0.05
381,A047657,A047660,2019KW02,26.514,20.166,16.722,7.593,5.888,4.984,-0.214,0.043,0.107,0.146,0.085,0.071,0.069,0.048,0.047,0.046
382,A047657,A047660,2019KW03,33.105,22.75,16.359,8.052,5.419,4.01,-0.212,0.04,0.106,0.145,0.08,0.071,0.07,0.047,0.046,0.046
383,A047657,A047660,2019KW04,21.887,18.608,14.903,7.303,5.555,4.325,-0.137,0.064,0.118,0.151,0.082,0.071,0.069,0.047,0.046,0.047
384,A047657,A047660,2019JJ00,23.629,19.141,16.053,9.214,6.283,5.206,-0.177,0.054,0.113,0.148,0.096,0.073,0.07,0.052,0.049,0.047
385,A047657,A047660,2020KW01,22.986,20.227,17.995,13.254,7.232,5.229,-0.392,-0.027,0.072,0.132,0.139,0.092,0.084,0.074,0.059,0.048
386,A047657,A047660,2020KW02,27.706,21.893,17.858,7.138,5.306,4.168,-0.513,-0.078,0.044,0.12,0.096,0.082,0.079,0.047,0.049,0.046
387,A047657,A047660,2020KW03,34.899,23.839,17.95,7.127,5.186,3.994,-0.6,-0.107,0.028,0.111,0.087,0.083,0.081,0.049,0.051,0.045
388,A047657,A047660,2020KW04,22.878,19.429,17.872,7.452,5.791,5.362,-0.387,-0.027,0.07,0.129,0.09,0.084,0.083,0.05,0.05,0.049
389,A047657,A047660,2020JJ00,25.023,20.369,17.918,9.301,6.059,4.784,-0.462,-0.055,0.056,0.124,0.1,0.085,0.082,0.056,0.053,0.047
390,A047657,A047660,2021KW01,21.9,19.527,18.18,13.239,7.752,6.42,-0.41,-0.041,0.061,0.124,0.144,0.095,0.087,0.08,0.058,0.05
391,A047657,A047660,2021KW02,26.743,20.569,18.374,8.293,6.987,7.202,-0.595,-0.116,0.02,0.106,0.097,0.087,0.087,0.052,0.046,0.051
392,A047657,A047660,2021KW03,37.345,25.417,19.291,10.641,9.906,11.445,-0.638,-0.122,0.021,0.11,0.096,0.094,0.096,0.06,0.054,0.068
393,A047657,A047660,2021KW04,23.595,21.3,19.676,13.199,12.934,16.892,-0.364,-0.017,0.083,0.142,0.114,0.11,0.12,0.083,0.068,0.106
394,A047657,A047660,2021JJ00,24.447,20.54,18.761,11.744,9.144,9.901,-0.482,-0.069,0.047,0.118,0.112,0.097,0.098,0.069,0.057,0.07
395,A047657,A047660,2022KW01,28.389,26.464,24.22,23.022,18.178,21.49,-0.721,-0.164,-0.002,0.097,0.181,0.155,0.158,0.155,0.14,0.136
396,A047657,A047660,2022KW02,36.402,30.54,24.383,17.099,16.333,23.162,-1.044,-0.284,-0.061,0.08,0.147,0.141,0.148,0.118,0.113,0.129
397,A047657,A047660,2022KW03,51.156,41.434,27.59,21.432,21.04,40.939,-0.958,-0.23,-0.015,0.123,0.192,0.165,0.202,0.17,0.162,0.197
398,A047657,A047660,2022KW04,54.568,50.132,25.824,17.931,19.432,23.416,-0.542,-0.01,0.161,0.265,0.171,0.148,0.173,0.129,0.118,0.139
399,A047657,A047660,2022JJ00,38.094,34.802,25.133,20.165,18.608,26.256,-0.787,-0.159,0.028,0.144,0.173,0.153,0.17,0.144,0.133,0.152
400,A047657,A047661,2007KW01,11.604,10.356,9.681,7.815,7.065,6.335,0.104,0.086,0.081,0.079,0.078,0.069,0.065,0.065,0.062,0.051
401,A047657,A047661,2007KW02,12.435,10.42,10.164,7.986,6.986,6.112,0.107,0.087,0.082,0.079,0.077,0.068,0.063,0.064,0.059,0.051
402,A047657,A047661,2007KW03,12.548,10.241,10.103,8.237,7.164,6.26,0.109,0.087,0.081,0.078,0.077,0.068,0.063,0.063,0.059,0.051
403,A047657,A047661,2007KW04,11.189,9.877,9.164,7.958,7.294,6.725,0.105,0.085,0.08,0.078,0.077,0.072,0.065,0.064,0.06,0.054
404,A047657,A047661,2007JJ00,11.799,10.197,9.612,7.973,7.134,6.394,0.106,0.086,0.081,0.079,0.077,0.07,0.064,0.064,0.06,0.052
405,A047657,A047661,2008KW01,11.542,10.016,8.654,7.572,7.355,6.707,0.109,0.087,0.082,0.079,0.078,0.072,0.067,0.063,0.067,0.06
406,A047657,A047661,2008KW02,14.783,10.647,9.711,8.089,7.701,7.134,0.113,0.088,0.082,0.079,0.078,0.072,0.067,0.065,0.066,0.06
407,A047657,A047661,2008KW03,18.731,12.658,11.335,8.941,8.355,8.121,0.117,0.091,0.085,0.082,0.081,0.073,0.069,0.068,0.066,0.063
408,A047657,A047661,2008KW04,12.613,11.317,10.359,8.765,8.701,8.799,0.109,0.089,0.084,0.082,0.082,0.074,0.07,0.069,0.068,0.063
409,A047657,A047661,2008JJ00,13.105,10.868,9.664,8.241,8.005,7.69,0.112,0.089,0.083,0.081,0.08,0.073,0.068,0.066,0.067,0.062
410,A047657,A047661,2009KW01,13.584,12.424,10.776,8.465,8.257,7.132,0.122,0.101,0.096,0.094,0.088,0.078,0.074,0.074,0.079,0.059
411,A047657,A047661,2009KW02,18.331,13.448,11.055,8.303,7.346,5.159,0.13,0.104,0.098,0.095,0.083,0.077,0.071,0.07,0.07,0.056
412,A047657,A047661,2009KW03,19.561,10.903,10.667,8.498,7.204,4.781,0.126,0.1,0.093,0.09,0.084,0.077,0.072,0.07,0.069,0.051
413,A047657,A047661,2009KW04,9.789,8.329,8.854,7.905,7.037,5.511,0.117,0.095,0.09,0.087,0.083,0.076,0.071,0.072,0.067,0.052
414,A047657,A047661,2009JJ00,13.067,10.958,10.247,8.271,7.48,5.622,0.123,0.1,0.094,0.091,0.084,0.077,0.072,0.072,0.071,0.054
415,A047657,A047661,2010KW01,10.635,9.176,7.795,6.566,5.972,4.846,0.104,0.084,0.079,0.077,0.075,0.068,0.063,0.058,0.061,0.053
416,A047657,A047661,2010KW02,13.764,10.066,8.514,6.989,6.241,5.083,0.112,0.086,0.08,0.077,0.074,0.067,0.062,0.057,0.059,0.054
417,A047657,A047661,2010KW03,19.294,11.187,9.457,7.424,6.492,5.657,0.113,0.086,0.08,0.076,0.073,0.068,0.063,0.059,0.062,0.055
418,A047657,A047661,2010KW04,10.76,9.422,8.451,6.989,6.556,5.613,0.105,0.084,0.078,0.076,0.074,0.068,0.064,0.06,0.062,0.056
419,A047657,A047661,2010JJ00,11.636,9.507,8.33,6.902,6.305,5.285,0.108,0.085,0.079,0.076,0.074,0.068,0.063,0.059,0.061,0.055
420,A047657,A047661,2011KW01,10.56,9.251,8.303,6.921,6.55,6.26,0.105,0.082,0.076,0.073,0.071,0.065,0.06,0.056,0.058,0.051
421,A047657,A047661,2011KW02,17.526,11.141,9.146,7.535,6.794,6.544,0.113,0.085,0.078,0.074,0.07,0.064,0.059,0.056,0.058,0.056
422,A047657,A047661,2011KW03,23.18,13.365,9.971,7.691,6.78,6.29,0.115,0.085,0.078,0.075,0.073,0.066,0.062,0.058,0.066,0.058
423,A047657,A047661,2011KW04,12.578,10.638,9.248,7.426,6.914,7.002,0.108,0.083,0.078,0.075,0.069,0.063,0.059,0.057,0.058,0.055
424,A047657,A047661,2011JJ00,12.84,10.206,8.959,7.31,6.747,6.513,0.11,0.084,0.077,0.074,0.071,0.064,0.06,0.057,0.06,0.055
425,A047657,A047661,2012KW01,11.856,10.46,9.08,7.444,7.116,6.971,0.11,0.084,0.078,0.075,0.067,0.059,0.054,0.052,0.053,0.049
426,A047657,A047661,2012KW02,15.353,11.289,9.595,7.828,7.184,7.111,0.118,0.087,0.079,0.076,0.069,0.062,0.058,0.056,0.056,0.05
427,A047657,A047661,2012KW03,23.743,13.759,9.75,7.849,7.053,7.048,0.121,0.088,0.08,0.076,0.069,0.062,0.059,0.057,0.056,0.054
428,A047657,A047661,2012KW04,13.321,11.577,9.236,8.234,8.205,7.741,0.111,0.085,0.078,0.075,0.068,0.064,0.059,0.058,0.057,0.056
429,A047657,A047661,2012JJ00,13.641,11.156,9.334,7.822,7.405,7.163,0.115,0.086,0.079,0.075,0.068,0.062,0.057,0.056,0.056,0.052
430,A047657,A047661,2013KW01,12.227,10.912,9.053,8.048,7.74,7.46,0.108,0.081,0.074,0.07,0.067,0.056,0.058,0.053,0.056,0.053
431,A047657,A047661,2013KW02,15.472,11.333,9.469,8.105,7.559,7.49,0.122,0.087,0.078,0.074,0.068,0.06,0.056,0.055,0.054,0.055
432,A047657,A047661,2013KW03,25.245,13.251,9.501,8.398,7.627,7.259,0.122,0.086,0.078,0.073,0.067,0.06,0.057,0.055,0.056,0.054
433,A047657,A047661,2013KW04,12.952,10.698,9.615,7.949,7.688,7.505,0.113,0.083,0.076,0.072,0.068,0.06,0.055,0.055,0.058,0.054
434,A047657,A047661,2013JJ00,13.678,11.044,9.372,8.079,7.662,7.459,0.116,0.084,0.076,0.072,0.067,0.059,0.057,0.055,0.056,0.054
435,A047657,A047661,2014KW01,12.39,10.368,9.329,8.073,7.616,7.461,0.118,0.083,0.075,0.071,0.064,0.057,0.054,0.052,0.052,0.047
436,A047657,A047661,2014KW02,19.165,11.533,9.614,7.445,6.771,5.995,0.127,0.086,0.076,0.071,0.062,0.056,0.053,0.049,0.049,0.045
437,A047657,A047661,2014KW03,27.875,12.917,9.444,7.267,6.342,5.246,0.128,0.086,0.076,0.071,0.062,0.055,0.053,0.05,0.048,0.044
438,A047657,A047661,2014KW04,12.821,10.321,9.568,8.009,7.012,6.483,0.118,0.082,0.073,0.069,0.062,0.055,0.053,0.049,0.051,0.049
439,A047657,A047661,2014JJ00,14.318,10.647,9.473,7.787,6.987,6.359,0.122,0.084,0.075,0.07,0.063,0.056,0.053,0.05,0.05,0.046
440,A047657,A047661,2015KW01,11.633,9.852,8.682,7.328,7.1,6.352,0.108,0.079,0.071,0.068,0.06,0.053,0.051,0.049,0.048,0.048
441,A047657,A047661,2015KW02,16.213,10.516,8.611,7.286,6.667,6.197,0.125,0.086,0.076,0.071,0.059,0.052,0.049,0.047,0.047,0.046
442,A047657,A047661,2015KW03,25.877,11.599,8.83,7.049,6.426,5.769,0.124,0.079,0.068,0.062,0.058,0.052,0.049,0.047,0.047,0.046
443,A047657,A047661,2015KW04,12.474,9.448,9.303,6.502,6.15,5.36,0.115,0.079,0.07,0.065,0.058,0.052,0.049,0.047,0.047,0.045
444,A047657,A047661,2015JJ00,13.527,9.94,8.821,7.107,6.636,5.934,0.117,0.081,0.071,0.067,0.059,0.052,0.049,0.048,0.047,0.046
445,A047657,A047661,2016KW01,10.53,8.63,7.558,5.983,5.503,4.531,0.111,0.074,0.065,0.061,0.054,0.047,0.044,0.041,0.044,0.04
446,A047657,A047661,2016KW02,16.419,9.553,7.898,6.072,5.343,3.972,0.122,0.077,0.066,0.06,0.054,0.047,0.044,0.04,0.042,0.039
447,A047657,A047661,2016KW03,29.542,10.354,8.017,6.01,5.476,4.085,0.122,0.077,0.066,0.06,0.053,0.047,0.044,0.042,0.043,0.04
448,A047657,A047661,2016KW04,10.56,8.045,7.066,5.919,5.658,4.76,0.111,0.073,0.063,0.058,0.053,0.047,0.044,0.043,0.043,0.043
449,A047657,A047661,2016JJ00,12.173,8.613,7.506,5.992,5.503,4.336,0.116,0.075,0.065,0.06,0.054,0.047,0.044,0.042,0.043,0.04
450,A047657,A047661,2017KW01,9.785,7.782,6.914,5.612,5.408,5.278,0.109,0.07,0.061,0.056,0.05,0.043,0.041,0.04,0.039,0.04
451,A047657,A047661,2017KW02,15.66,8.646,6.631,5.426,4.957,4.528,0.121,0.074,0.063,0.057,0.049,0.041,0.039,0.037,0.036,0.037
452,A047657,A047661,2017KW03,26.614,10.541,6.848,5.535,5.069,4.427,0.123,0.075,0.063,0.057,0.049,0.041,0.04,0.038,0.037,0.038
453,A047657,A047661,2017KW04,10.648,7.931,6.439,5.561,5.372,5.164,0.108,0.07,0.06,0.055,0.048,0.043,0.04,0.039,0.038,0.041
454,A047657,A047661,2017JJ00,11.803,8.103,6.724,5.552,5.247,4.88,0.114,0.072,0.062,0.056,0.049,0.042,0.04,0.039,0.038,0.039
