ID,Prijscomponenten,Belastingen,Perioden,MinderDan20GJ_1,k_20Tot200GJ_2,k_1Tot10TJ_3,k_10Tot100TJ_4,k_100Tot1000TJ_5,k_1000TJEnMeer_6,MinderDan1MWh_7,k_1Tot25MWh_8,k_25Tot5MWh_9,k_5Tot15MWh_10,k_20Tot500MWh_11,k_500Tot2000MWh_12,k_2000Tot20000MWh_13,k_20000Tot70000MWh_14,k_70000Tot150000MWh_15,k_150000MWhEnMeer_16
626,A047658,A047660,2020KW02,17.612,5.072,1.226,0.464,0.454,0.345,0.269,0.109,0.064,0.029,0.027,0.02,0.017,0.013,0.01,0.013
627,A047658,A047660,2020KW03,42.882,12.349,1.641,0.685,0.687,0.468,0.271,0.11,0.065,0.029,0.026,0.02,0.017,0.013,0.011,0.013
628,A047658,A047660,2020KW04,6.317,1.819,0.872,0.329,0.272,0.291,0.232,0.094,0.056,0.025,0.028,0.02,0.017,0.013,0.012,0.01
629,A047658,A047660,2020JJ00,9.093,2.618,0.994,0.366,0.327,0.421,0.248,0.1,0.059,0.026,0.028,0.019,0.016,0.013,0.011,0.011
630,A047658,A047660,2021KW01,4.968,1.472,0.865,0.302,0.272,0.263,0.233,0.094,0.056,0.025,0.03,0.021,0.018,0.015,0.014,0.017
631,A047658,A047660,2021KW02,16.453,4.875,1.212,0.369,0.391,0.437,0.292,0.118,0.07,0.032,0.032,0.022,0.019,0.015,0.015,0.018
632,A047658,A047660,2021KW03,42.17,12.496,1.471,0.442,0.524,0.621,0.323,0.13,0.078,0.035,0.034,0.023,0.021,0.017,0.019,0.022
633,A047658,A047660,2021KW04,6.428,1.905,0.84,0.3,0.252,0.254,0.225,0.091,0.054,0.024,0.027,0.019,0.016,0.013,0.011,0.012
634,A047658,A047660,2021JJ00,9.063,2.686,1.038,0.342,0.338,0.361,0.262,0.106,0.063,0.028,0.031,0.021,0.018,0.015,0.015,0.017
635,A047658,A047660,2022KW01,5.931,1.603,0.904,0.296,0.263,0.361,0.27,0.11,0.065,0.029,0.033,0.023,0.021,0.017,0.016,0.018
636,A047658,A047660,2022KW02,16.503,4.46,1.179,0.355,0.366,0.649,0.372,0.152,0.09,0.04,0.034,0.024,0.021,0.017,0.016,0.018
637,A047658,A047660,2022KW03,50.012,13.517,1.367,0.389,0.427,0.902,0.3,0.122,0.072,0.032,0.033,0.023,0.021,0.017,0.015,0.018
638,A047658,A047660,2022KW04,6.953,1.881,1.03,0.343,0.325,0.494,0.204,0.083,0.049,0.022,0.033,0.023,0.02,0.017,0.015,0.017
639,A047658,A047660,2022JJ00,10.34,2.785,1.079,0.338,0.329,0.539,0.275,0.112,0.066,0.029,0.033,0.023,0.021,0.017,0.015,0.018
640,A047658,A047661,2007KW01,7.805,1.811,1.063,0.536,0.214,0.175,0.129,0.062,0.047,0.039,0.027,0.021,0.014,0.012,0.01,0.01
641,A047658,A047661,2007KW02,15.054,3.397,1.947,0.744,0.37,0.109,0.146,0.068,0.051,0.042,0.029,0.022,0.015,0.012,0.01,0.01
642,A047658,A047661,2007KW03,15.885,3.943,2.198,0.816,0.39,0.112,0.146,0.069,0.051,0.042,0.03,0.023,0.015,0.013,0.01,0.01
643,A047658,A047661,2007KW04,7.242,1.728,1.089,0.515,0.203,0.102,0.127,0.06,0.046,0.038,0.026,0.02,0.014,0.011,0.01,0.009
644,A047658,A047661,2007JJ00,9.354,2.151,1.29,0.579,0.254,0.144,0.137,0.064,0.048,0.04,0.028,0.021,0.015,0.012,0.01,0.01
645,A047658,A047661,2008KW01,5.605,1.255,0.784,0.292,0.122,0.061,0.122,0.059,0.045,0.037,0.022,0.018,0.011,0.011,0.008,0.009
646,A047658,A047661,2008KW02,12.242,2.77,1.494,0.472,0.255,0.065,0.146,0.07,0.053,0.044,0.024,0.02,0.013,0.012,0.009,0.007
647,A047658,A047661,2008KW03,16.246,3.61,1.767,0.551,0.267,0.208,0.145,0.07,0.052,0.043,0.024,0.021,0.013,0.012,0.009,0.008
648,A047658,A047661,2008KW04,6.19,1.312,0.838,0.304,0.13,0.106,0.13,0.062,0.047,0.039,0.021,0.018,0.012,0.011,0.008,0.007
649,A047658,A047661,2008JJ00,7.665,1.662,0.992,0.342,0.16,0.101,0.135,0.065,0.049,0.041,0.023,0.019,0.012,0.011,0.008,0.008
650,A047658,A047661,2009KW01,3.883,1.1,0.8,0.314,0.192,0.144,0.199,0.08,0.045,0.021,0.024,0.018,0.014,0.011,0.01,0.008
651,A047658,A047661,2009KW02,17.059,4.902,1.473,0.635,0.384,0.321,0.25,0.1,0.057,0.026,0.027,0.021,0.016,0.013,0.011,0.01
652,A047658,A047661,2009KW03,30.441,8.687,2.73,1.154,0.933,0.843,0.247,0.099,0.057,0.026,0.026,0.02,0.015,0.013,0.011,0.009
653,A047658,A047661,2009KW04,5.271,1.503,1.232,0.378,0.252,0.186,0.207,0.083,0.047,0.022,0.025,0.018,0.015,0.012,0.01,0.008
654,A047658,A047661,2009JJ00,7.415,2.11,1.25,0.445,0.323,0.247,0.223,0.089,0.051,0.024,0.025,0.019,0.015,0.012,0.01,0.009
655,A047658,A047661,2010KW01,4.188,1.197,0.735,0.28,0.173,0.129,0.192,0.077,0.044,0.02,0.024,0.017,0.014,0.011,0.01,0.007
656,A047658,A047661,2010KW02,14.712,4.205,1.432,0.548,0.415,0.346,0.238,0.095,0.054,0.025,0.027,0.02,0.016,0.012,0.011,0.009
657,A047658,A047661,2010KW03,29.358,8.392,2.302,0.852,0.606,0.542,0.242,0.097,0.055,0.025,0.027,0.02,0.016,0.013,0.011,0.009
658,A047658,A047661,2010KW04,5.145,1.471,1.14,0.326,0.225,0.159,0.196,0.078,0.045,0.02,0.024,0.018,0.014,0.011,0.009,0.007
659,A047658,A047661,2010JJ00,7.474,2.136,1.15,0.383,0.281,0.213,0.214,0.086,0.049,0.022,0.025,0.019,0.015,0.012,0.01,0.008
660,A047658,A047661,2011KW01,3.806,1.102,0.755,0.298,0.207,0.145,0.208,0.084,0.048,0.022,0.025,0.018,0.014,0.011,0.011,0.007
661,A047658,A047661,2011KW02,20.22,5.855,1.443,0.592,0.478,0.401,0.258,0.104,0.06,0.027,0.028,0.021,0.016,0.013,0.012,0.009
662,A047658,A047661,2011KW03,26.101,7.558,1.654,0.853,0.608,0.598,0.246,0.099,0.057,0.026,0.029,0.022,0.017,0.014,0.012,0.009
663,A047658,A047661,2011KW04,5.414,1.568,0.859,0.335,0.253,0.08,0.211,0.085,0.049,0.022,0.026,0.019,0.015,0.012,0.011,0.008
664,A047658,A047661,2011JJ00,7.474,2.164,1.01,0.403,0.32,0.22,0.229,0.092,0.053,0.024,0.027,0.02,0.016,0.012,0.011,0.008
665,A047658,A047661,2012KW01,4.24,1.246,0.844,0.326,0.203,0.065,0.22,0.088,0.05,0.023,0.028,0.02,0.016,0.012,0.012,0.008
666,A047658,A047661,2012KW02,13.046,3.835,1.53,0.785,0.602,0.343,0.272,0.109,0.062,0.028,0.032,0.024,0.018,0.014,0.014,0.011
667,A047658,A047661,2012KW03,29.636,8.711,1.88,0.976,0.772,0.444,0.286,0.114,0.065,0.03,0.031,0.023,0.018,0.014,0.014,0.009
668,A047658,A047661,2012KW04,5.655,1.662,0.931,0.391,0.293,0.092,0.237,0.094,0.054,0.024,0.028,0.021,0.016,0.013,0.013,0.009
669,A047658,A047661,2012JJ00,7.647,2.248,1.093,0.458,0.355,0.127,0.251,0.1,0.057,0.026,0.03,0.022,0.017,0.013,0.013,0.009
670,A047658,A047661,2013KW01,3.865,1.156,1.118,0.276,0.467,0.149,0.235,0.093,0.053,0.024,0.026,0.021,0.019,0.018,0.014,0.018
671,A047658,A047661,2013KW02,12.664,3.788,1.071,0.465,0.595,0.339,0.289,0.115,0.065,0.03,0.026,0.022,0.019,0.016,0.02,0.016
672,A047658,A047661,2013KW03,34.522,10.327,1.357,0.486,0.645,0.371,0.296,0.118,0.067,0.03,0.028,0.024,0.019,0.02,0.02,0.021
673,A047658,A047661,2013KW04,6.699,2.004,1.113,0.294,0.527,0.165,0.25,0.099,0.056,0.026,0.026,0.022,0.019,0.019,0.02,0.019
674,A047658,A047661,2013JJ00,7.753,2.319,1.141,0.324,0.548,0.207,0.265,0.105,0.06,0.027,0.027,0.022,0.019,0.018,0.018,0.018
675,A047658,A047661,2014KW01,4.304,1.268,0.987,0.267,0.273,0.319,0.231,0.092,0.053,0.024,0.029,0.02,0.018,0.016,0.021,0.018
676,A047658,A047661,2014KW02,15.611,4.598,1.28,0.367,0.423,0.343,0.274,0.109,0.062,0.028,0.031,0.022,0.019,0.017,0.021,0.018
677,A047658,A047661,2014KW03,29.298,8.629,1.363,0.504,0.501,0.373,0.28,0.112,0.064,0.029,0.031,0.023,0.019,0.018,0.021,0.018
678,A047658,A047661,2014KW04,5.234,1.542,0.991,0.296,0.289,0.321,0.234,0.093,0.053,0.024,0.032,0.021,0.019,0.017,0.022,0.019
679,A047658,A047661,2014JJ00,7.669,2.259,1.078,0.311,0.331,0.326,0.253,0.101,0.058,0.026,0.031,0.021,0.019,0.017,0.021,0.018
680,A047658,A047661,2015KW01,3.845,1.097,0.84,0.257,0.232,0.288,0.22,0.087,0.05,0.023,0.029,0.018,0.017,0.015,0.019,0.018
681,A047658,A047661,2015KW02,13.371,3.815,1.133,0.365,0.383,0.291,0.275,0.109,0.062,0.028,0.031,0.021,0.018,0.016,0.02,0.019
682,A047658,A047661,2015KW03,29.147,8.316,1.283,0.446,0.545,0.371,0.277,0.11,0.063,0.029,0.03,0.021,0.017,0.016,0.02,0.018
683,A047658,A047661,2015KW04,6.332,1.807,0.921,0.272,0.27,0.289,0.215,0.085,0.048,0.022,0.029,0.018,0.017,0.015,0.019,0.018
684,A047658,A047661,2015JJ00,7.589,2.165,0.963,0.293,0.303,0.294,0.243,0.096,0.055,0.025,0.03,0.019,0.017,0.015,0.019,0.018
685,A047658,A047661,2016KW01,3.648,1.024,0.845,0.278,0.252,0.313,0.217,0.087,0.05,0.023,0.026,0.018,0.017,0.015,0.015,0.017
686,A047658,A047661,2016KW02,12.684,3.56,1.13,0.328,0.411,0.312,0.271,0.109,0.062,0.028,0.028,0.02,0.018,0.017,0.015,0.017
687,A047658,A047661,2016KW03,27.649,7.761,1.353,0.502,0.552,0.376,0.273,0.109,0.062,0.028,0.028,0.02,0.018,0.017,0.015,0.017
688,A047658,A047661,2016KW04,6.007,1.686,0.838,0.314,0.323,0.345,0.212,0.085,0.048,0.022,0.026,0.018,0.017,0.015,0.015,0.016
689,A047658,A047661,2016JJ00,7.199,2.021,0.951,0.317,0.333,0.335,0.24,0.096,0.055,0.025,0.027,0.019,0.017,0.016,0.015,0.017
690,A047658,A047661,2017KW01,4.777,1.233,0.83,0.309,0.3,0.372,0.213,0.084,0.048,0.023,0.024,0.018,0.02,0.012,0.012,0.014
691,A047658,A047661,2017KW02,16.882,4.372,1.171,0.421,0.467,0.355,0.26,0.103,0.059,0.028,0.026,0.02,0.02,0.014,0.012,0.015
692,A047658,A047661,2017KW03,47.261,12.24,1.364,0.558,0.617,0.42,0.265,0.105,0.06,0.028,0.026,0.02,0.02,0.014,0.013,0.015
693,A047658,A047661,2017KW04,5.995,1.553,0.936,0.329,0.324,0.346,0.214,0.085,0.049,0.023,0.023,0.017,0.019,0.012,0.012,0.013
694,A047658,A047661,2017JJ00,8.762,2.266,0.98,0.354,0.373,0.372,0.236,0.093,0.053,0.025,0.025,0.019,0.02,0.013,0.012,0.014
695,A047658,A047661,2018KW01,4.898,1.413,0.851,0.311,0.253,0.315,0.256,0.089,0.051,0.023,0.024,0.019,0.019,0.012,0.012,0.013
696,A047658,A047661,2018KW02,16.902,4.875,1.317,0.464,0.462,0.351,0.308,0.107,0.061,0.028,0.024,0.019,0.018,0.012,0.012,0.013
697,A047658,A047661,2018KW03,38.496,10.358,1.62,0.528,0.639,0.435,0.319,0.11,0.063,0.029,0.023,0.019,0.018,0.012,0.012,0.013
698,A047658,A047661,2018KW04,6.582,1.772,0.987,0.342,0.28,0.299,0.255,0.088,0.051,0.023,0.023,0.018,0.018,0.012,0.012,0.012
699,A047658,A047661,2018JJ00,8.982,2.489,1.056,0.367,0.335,0.425,0.282,0.097,0.056,0.025,0.023,0.019,0.018,0.012,0.012,0.013
700,A047658,A047661,2019KW01,4.192,1.21,0.913,0.303,0.235,0.292,0.225,0.087,0.051,0.023,0.026,0.019,0.016,0.012,0.01,0.012
701,A047658,A047661,2019KW02,23.005,6.639,0.973,0.42,0.356,0.271,0.291,0.112,0.066,0.03,0.026,0.019,0.017,0.013,0.01,0.013
702,A047658,A047661,2019KW03,43.19,12.464,1.633,0.671,0.641,0.436,0.295,0.114,0.067,0.03,0.026,0.019,0.016,0.013,0.01,0.013
703,A047658,A047661,2019KW04,7.513,2.122,0.853,0.311,0.244,0.26,0.229,0.091,0.053,0.024,0.026,0.019,0.016,0.012,0.01,0.012
704,A047658,A047661,2019JJ00,8.712,2.518,0.972,0.347,0.295,0.38,0.253,0.098,0.058,0.026,0.026,0.019,0.016,0.013,0.01,0.012
705,A047658,A047661,2020KW01,4.963,1.429,0.848,0.31,0.238,0.295,0.225,0.091,0.054,0.024,0.03,0.019,0.015,0.011,0.01,0.012
706,A047658,A047661,2020KW02,17.612,5.072,1.226,0.464,0.454,0.345,0.269,0.109,0.064,0.029,0.027,0.02,0.017,0.013,0.01,0.013
707,A047658,A047661,2020KW03,42.882,12.349,1.641,0.685,0.687,0.468,0.271,0.11,0.065,0.029,0.026,0.02,0.017,0.013,0.011,0.013
708,A047658,A047661,2020KW04,6.317,1.819,0.872,0.329,0.272,0.291,0.232,0.094,0.056,0.025,0.028,0.02,0.017,0.013,0.012,0.01
709,A047658,A047661,2020JJ00,9.093,2.618,0.994,0.366,0.327,0.421,0.248,0.1,0.059,0.026,0.028,0.019,0.016,0.013,0.011,0.011
710,A047658,A047661,2021KW01,4.968,1.472,0.865,0.302,0.272,0.263,0.233,0.094,0.056,0.025,0.03,0.021,0.018,0.015,0.014,0.017
711,A047658,A047661,2021KW02,16.453,4.875,1.212,0.369,0.391,0.437,0.292,0.118,0.07,0.032,0.032,0.022,0.019,0.015,0.015,0.018
712,A047658,A047661,2021KW03,42.17,12.496,1.471,0.442,0.524,0.621,0.323,0.13,0.078,0.035,0.034,0.023,0.021,0.017,0.019,0.022
713,A047658,A047661,2021KW04,6.428,1.905,0.84,0.3,0.252,0.254,0.225,0.091,0.054,0.024,0.027,0.019,0.016,0.013,0.011,0.012
714,A047658,A047661,2021JJ00,9.063,2.686,1.038,0.342,0.338,0.361,0.262,0.106,0.063,0.028,0.031,0.021,0.018,0.015,0.015,0.017
715,A047658,A047661,2022KW01,5.931,1.603,0.904,0.296,0.263,0.361,0.27,0.11,0.065,0.029,0.033,0.023,0.021,0.017,0.016,0.018
716,A047658,A047661,2022KW02,16.503,4.46,1.179,0.355,0.366,0.649,0.372,0.152,0.09,0.04,0.034,0.024,0.021,0.017,0.016,0.018
717,A047658,A047661,2022KW03,50.012,13.517,1.367,0.389,0.427,0.902,0.3,0.122,0.072,0.032,0.033,0.023,0.021,0.017,0.015,0.018
718,A047658,A047661,2022KW04,6.953,1.881,1.03,0.343,0.325,0.494,0.204,0.083,0.049,0.022,0.033,0.023,0.02,0.017,0.015,0.017
719,A047658,A047661,2022JJ00,10.34,2.785,1.079,0.338,0.329,0.539,0.275,0.112,0.066,0.029,0.033,0.023,0.021,0.017,0.015,0.018
