ID,Emissiebronnen,EmissiesNaarLucht,Perioden,EmissiesNaarLucht_1
10309,A025427  ,A044107,2020JJ00,1.3
10310,A025427  ,A044107,2021JJ00,1.2
10311,A025427  ,A044107,2022JJ00,1.5
10312,A025427  ,A044107,2023JJ00,1.5
10313,A025427  ,A044107,2024JJ00,1.4
10314,A025427  ,A044110,1990JJ00,0.1
10315,A025427  ,A044110,1995JJ00,0.1
10316,A025427  ,A044110,2000JJ00,0.1
10317,A025427  ,A044110,2001JJ00,0.1
10318,A025427  ,A044110,2002JJ00,0.1
10319,A025427  ,A044110,2003JJ00,0.1
10320,A025427  ,A044110,2004JJ00,0.1
10321,A025427  ,A044110,2005JJ00,0.1
10322,A025427  ,A044110,2006JJ00,0.1
10323,A025427  ,A044110,2007JJ00,0.1
10324,A025427  ,A044110,2008JJ00,0.1
10325,A025427  ,A044110,2009JJ00,0.1
10326,A025427  ,A044110,2010JJ00,0.1
10327,A025427  ,A044110,2011JJ00,0.1
10328,A025427  ,A044110,2012JJ00,0.1
10329,A025427  ,A044110,2013JJ00,0.1
10330,A025427  ,A044110,2014JJ00,0.1
10331,A025427  ,A044110,2015JJ00,0.1
10332,A025427  ,A044110,2016JJ00,0.1
10333,A025427  ,A044110,2017JJ00,0.1
10334,A025427  ,A044110,2018JJ00,0.1
10335,A025427  ,A044110,2019JJ00,0.1
10336,A025427  ,A044110,2020JJ00,0.1
10337,A025427  ,A044110,2021JJ00,0.1
10338,A025427  ,A044110,2022JJ00,0.1
10339,A025427  ,A044110,2023JJ00,0.1
10340,A025427  ,A044110,2024JJ00,0.1
10341,A025427  ,A044111,1990JJ00,0.0
10342,A025427  ,A044111,1995JJ00,0.0
10343,A025427  ,A044111,2000JJ00,0.0
10344,A025427  ,A044111,2001JJ00,0.0
10345,A025427  ,A044111,2002JJ00,0.0
10346,A025427  ,A044111,2003JJ00,0.0
10347,A025427  ,A044111,2004JJ00,0.0
10348,A025427  ,A044111,2005JJ00,0.0
10349,A025427  ,A044111,2006JJ00,0.0
10350,A025427  ,A044111,2007JJ00,0.0
10351,A025427  ,A044111,2008JJ00,0.0
10352,A025427  ,A044111,2009JJ00,0.0
10353,A025427  ,A044111,2010JJ00,0.0
10354,A025427  ,A044111,2011JJ00,0.0
10355,A025427  ,A044111,2012JJ00,0.0
10356,A025427  ,A044111,2013JJ00,0.0
10357,A025427  ,A044111,2014JJ00,0.0
10358,A025427  ,A044111,2015JJ00,0.0
10359,A025427  ,A044111,2016JJ00,0.0
10360,A025427  ,A044111,2017JJ00,0.0
10361,A025427  ,A044111,2018JJ00,0.0
10362,A025427  ,A044111,2019JJ00,0.0
10363,A025427  ,A044111,2020JJ00,0.0
10364,A025427  ,A044111,2021JJ00,0.0
10365,A025427  ,A044111,2022JJ00,0.0
10366,A025427  ,A044111,2023JJ00,0.0
10367,A025427  ,A044111,2024JJ00,0.0
10368,A025427  ,A044112,1990JJ00,88.5
10369,A025427  ,A044112,1995JJ00,90.9
10370,A025427  ,A044112,2000JJ00,110.8
10371,A025427  ,A044112,2001JJ00,113.5
10372,A025427  ,A044112,2002JJ00,116.0
10373,A025427  ,A044112,2003JJ00,118.5
10374,A025427  ,A044112,2004JJ00,122.0
10375,A025427  ,A044112,2005JJ00,123.8
10376,A025427  ,A044112,2006JJ00,130.6
10377,A025427  ,A044112,2007JJ00,121.9
10378,A025427  ,A044112,2008JJ00,108.7
10379,A025427  ,A044112,2009JJ00,104.0
10380,A025427  ,A044112,2010JJ00,102.6
10381,A025427  ,A044112,2011JJ00,104.5
10382,A025427  ,A044112,2012JJ00,96.9
10383,A025427  ,A044112,2013JJ00,88.8
10384,A025427  ,A044112,2014JJ00,95.4
10385,A025427  ,A044112,2015JJ00,102.9
10386,A025427  ,A044112,2016JJ00,102.6
10387,A025427  ,A044112,2017JJ00,100.5
10388,A025427  ,A044112,2018JJ00,102.7
10389,A025427  ,A044112,2019JJ00,107.4
10390,A025427  ,A044112,2020JJ00,107.1
10391,A025427  ,A044112,2021JJ00,102.2
10392,A025427  ,A044112,2022JJ00,103.6
10393,A025427  ,A044112,2023JJ00,99.1
10394,A025427  ,A044112,2024JJ00,88.2
10395,A025427  ,A044114,1990JJ00,51.7
10396,A025427  ,A044114,1995JJ00,53.2
10397,A025427  ,A044114,2000JJ00,65.5
10398,A025427  ,A044114,2001JJ00,65.0
10399,A025427  ,A044114,2002JJ00,64.3
10400,A025427  ,A044114,2003JJ00,63.6
10401,A025427  ,A044114,2004JJ00,61.1
10402,A025427  ,A044114,2005JJ00,63.8
10403,A025427  ,A044114,2006JJ00,66.9
10404,A025427  ,A044114,2007JJ00,59.6
10405,A025427  ,A044114,2008JJ00,40.9
10406,A025427  ,A044114,2009JJ00,39.6
10407,A025427  ,A044114,2010JJ00,35.3
10408,A025427  ,A044114,2011JJ00,25.9
10409,A025427  ,A044114,2012JJ00,24.0
10410,A025427  ,A044114,2013JJ00,22.0
10411,A025427  ,A044114,2014JJ00,23.3
10412,A025427  ,A044114,2015JJ00,11.8
10413,A025427  ,A044114,2016JJ00,5.3
10414,A025427  ,A044114,2017JJ00,5.1
10415,A025427  ,A044114,2018JJ00,4.5
10416,A025427  ,A044114,2019JJ00,4.1
10417,A025427  ,A044114,2020JJ00,3.5
10418,A025427  ,A044114,2021JJ00,3.4
10419,A025427  ,A044114,2022JJ00,3.8
10420,A025427  ,A044114,2023JJ00,3.1
10421,A025427  ,A044114,2024JJ00,2.9
10422,A025427  ,A044118,1990JJ00,2.7
10423,A025427  ,A044118,1995JJ00,2.8
10424,A025427  ,A044118,2000JJ00,3.4
10425,A025427  ,A044118,2001JJ00,3.5
10426,A025427  ,A044118,2002JJ00,3.5
10427,A025427  ,A044118,2003JJ00,3.6
10428,A025427  ,A044118,2004JJ00,3.6
10429,A025427  ,A044118,2005JJ00,3.7
10430,A025427  ,A044118,2006JJ00,3.9
10431,A025427  ,A044118,2007JJ00,3.6
10432,A025427  ,A044118,2008JJ00,3.4
10433,A025427  ,A044118,2009JJ00,3.3
10434,A025427  ,A044118,2010JJ00,2.9
10435,A025427  ,A044118,2011JJ00,3.0
10436,A025427  ,A044118,2012JJ00,2.9
10437,A025427  ,A044118,2013JJ00,2.6
10438,A025427  ,A044118,2014JJ00,2.9
10439,A025427  ,A044118,2015JJ00,3.2
10440,A025427  ,A044118,2016JJ00,3.0
10441,A025427  ,A044118,2017JJ00,2.9
10442,A025427  ,A044118,2018JJ00,3.1
10443,A025427  ,A044118,2019JJ00,3.3
10444,A025427  ,A044118,2020JJ00,3.3
10445,A025427  ,A044118,2021JJ00,3.1
10446,A025427  ,A044118,2022JJ00,3.2
10447,A025427  ,A044118,2023JJ00,2.8
10448,A025427  ,A044118,2024JJ00,2.5
10449,A025427  ,A044113,1990JJ00,6.1
10450,A025427  ,A044113,1995JJ00,6.3
10451,A025427  ,A044113,2000JJ00,7.7
10452,A025427  ,A044113,2001JJ00,7.7
10453,A025427  ,A044113,2002JJ00,7.6
10454,A025427  ,A044113,2003JJ00,7.6
10455,A025427  ,A044113,2004JJ00,7.4
10456,A025427  ,A044113,2005JJ00,7.6
10457,A025427  ,A044113,2006JJ00,8.0
10458,A025427  ,A044113,2007JJ00,7.1
10459,A025427  ,A044113,2008JJ00,6.0
10460,A025427  ,A044113,2009JJ00,6.0
10461,A025427  ,A044113,2010JJ00,5.5
10462,A025427  ,A044113,2011JJ00,4.6
10463,A025427  ,A044113,2012JJ00,4.3
10464,A025427  ,A044113,2013JJ00,3.9
10465,A025427  ,A044113,2014JJ00,4.2
10466,A025427  ,A044113,2015JJ00,3.8
10467,A025427  ,A044113,2016JJ00,2.9
10468,A025427  ,A044113,2017JJ00,2.7
10469,A025427  ,A044113,2018JJ00,2.8
10470,A025427  ,A044113,2019JJ00,2.8
10471,A025427  ,A044113,2020JJ00,2.7
10472,A025427  ,A044113,2021JJ00,2.7
10473,A025427  ,A044113,2022JJ00,2.7
10474,A025427  ,A044113,2023JJ00,2.5
10475,A025427  ,A044113,2024JJ00,2.2
10476,A025427  ,A051771,1990JJ00,5.8
10477,A025427  ,A051771,1995JJ00,6.0
10478,A025427  ,A051771,2000JJ00,7.3
10479,A025427  ,A051771,2001JJ00,7.3
10480,A025427  ,A051771,2002JJ00,7.3
10481,A025427  ,A051771,2003JJ00,7.2
10482,A025427  ,A051771,2004JJ00,7.0
10483,A025427  ,A051771,2005JJ00,7.2
10484,A025427  ,A051771,2006JJ00,7.6
10485,A025427  ,A051771,2007JJ00,6.8
10486,A025427  ,A051771,2008JJ00,5.7
10487,A025427  ,A051771,2009JJ00,5.7
10488,A025427  ,A051771,2010JJ00,5.2
10489,A025427  ,A051771,2011JJ00,4.4
10490,A025427  ,A051771,2012JJ00,4.1
10491,A025427  ,A051771,2013JJ00,3.7
10492,A025427  ,A051771,2014JJ00,4.0
10493,A025427  ,A051771,2015JJ00,3.6
10494,A025427  ,A051771,2016JJ00,2.7
10495,A025427  ,A051771,2017JJ00,2.6
10496,A025427  ,A051771,2018JJ00,2.7
10497,A025427  ,A051771,2019JJ00,2.7
10498,A025427  ,A051771,2020JJ00,2.6
10499,A025427  ,A051771,2021JJ00,2.5
10500,A025427  ,A051771,2022JJ00,2.6
10501,A025427  ,A051771,2023JJ00,2.3
10502,A025427  ,A051771,2024JJ00,2.1
10503,A025427  ,A044108,1990JJ00,3.6
10504,A025427  ,A044108,1995JJ00,3.7
10505,A025427  ,A044108,2000JJ00,4.5
10506,A025427  ,A044108,2001JJ00,4.6
10507,A025427  ,A044108,2002JJ00,4.7
10508,A025427  ,A044108,2003JJ00,4.7
10509,A025427  ,A044108,2004JJ00,4.9
10510,A025427  ,A044108,2005JJ00,4.9
10511,A025427  ,A044108,2006JJ00,5.2
10512,A025427  ,A044108,2007JJ00,5.0
10513,A025427  ,A044108,2008JJ00,5.2
10514,A025427  ,A044108,2009JJ00,5.1
10515,A025427  ,A044108,2010JJ00,4.6
10516,A025427  ,A044108,2011JJ00,4.9
10517,A025427  ,A044108,2012JJ00,4.7
10518,A025427  ,A044108,2013JJ00,4.4
10519,A025427  ,A044108,2014JJ00,5.1
10520,A025427  ,A044108,2015JJ00,5.4
10521,A025427  ,A044108,2016JJ00,5.3
10522,A025427  ,A044108,2017JJ00,5.3
10523,A025427  ,A044108,2018JJ00,5.9
10524,A025427  ,A044108,2019JJ00,6.3
10525,A025427  ,A044108,2020JJ00,6.4
10526,A025427  ,A044108,2021JJ00,6.2
10527,A025427  ,A044108,2022JJ00,6.5
10528,A025427  ,A044108,2023JJ00,6.3
10529,A025427  ,A044108,2024JJ00,5.7
10530,A048117  ,A044109,1990JJ00,700.0
10531,A048117  ,A044109,1995JJ00,700.0
10532,A048117  ,A044109,2000JJ00,900.0
10533,A048117  ,A044109,2001JJ00,900.0
10534,A048117  ,A044109,2002JJ00,900.0
10535,A048117  ,A044109,2003JJ00,900.0
10536,A048117  ,A044109,2004JJ00,1000.0
10537,A048117  ,A044109,2005JJ00,1000.0
10538,A048117  ,A044109,2006JJ00,1000.0
10539,A048117  ,A044109,2007JJ00,1100.0
10540,A048117  ,A044109,2008JJ00,1400.0
10541,A048117  ,A044109,2009JJ00,1300.0
10542,A048117  ,A044109,2010JJ00,1300.0
10543,A048117  ,A044109,2011JJ00,1400.0
10544,A048117  ,A044109,2012JJ00,1400.0
10545,A048117  ,A044109,2013JJ00,1200.0
10546,A048117  ,A044109,2014JJ00,1400.0
10547,A048117  ,A044109,2015JJ00,1600.0
10548,A048117  ,A044109,2016JJ00,1300.0
10549,A048117  ,A044109,2017JJ00,1300.0
10550,A048117  ,A044109,2018JJ00,1700.0
10551,A048117  ,A044109,2019JJ00,1800.0
10552,A048117  ,A044109,2020JJ00,2000.0
10553,A048117  ,A044109,2021JJ00,1700.0
10554,A048117  ,A044109,2022JJ00,1700.0
10555,A048117  ,A044109,2023JJ00,1400.0
10556,A048117  ,A044109,2024JJ00,1300.0
10557,A048117  ,A044107,1990JJ00,0.0
10558,A048117  ,A044107,1995JJ00,0.0
10559,A048117  ,A044107,2000JJ00,0.0
10560,A048117  ,A044107,2001JJ00,0.0
10561,A048117  ,A044107,2002JJ00,0.0
10562,A048117  ,A044107,2003JJ00,0.0
10563,A048117  ,A044107,2004JJ00,0.0
10564,A048117  ,A044107,2005JJ00,0.0
10565,A048117  ,A044107,2006JJ00,0.0
10566,A048117  ,A044107,2007JJ00,0.0
10567,A048117  ,A044107,2008JJ00,0.0
10568,A048117  ,A044107,2009JJ00,0.0
10569,A048117  ,A044107,2010JJ00,0.0
10570,A048117  ,A044107,2011JJ00,0.0
10571,A048117  ,A044107,2012JJ00,0.0
10572,A048117  ,A044107,2013JJ00,0.0
10573,A048117  ,A044107,2014JJ00,0.0
10574,A048117  ,A044107,2015JJ00,0.0
10575,A048117  ,A044107,2016JJ00,0.1
10576,A048117  ,A044107,2017JJ00,0.1
10577,A048117  ,A044107,2018JJ00,0.1
10578,A048117  ,A044107,2019JJ00,0.2
10579,A048117  ,A044107,2020JJ00,0.2
10580,A048117  ,A044107,2021JJ00,0.2
10581,A048117  ,A044107,2022JJ00,0.2
10582,A048117  ,A044107,2023JJ00,0.2
10583,A048117  ,A044107,2024JJ00,0.3
10584,A048117  ,A044110,1990JJ00,0.0
10585,A048117  ,A044110,1995JJ00,0.0
10586,A048117  ,A044110,2000JJ00,0.0
10587,A048117  ,A044110,2001JJ00,0.0
10588,A048117  ,A044110,2002JJ00,0.0
10589,A048117  ,A044110,2003JJ00,0.0
10590,A048117  ,A044110,2004JJ00,0.0
10591,A048117  ,A044110,2005JJ00,0.0
10592,A048117  ,A044110,2006JJ00,0.0
10593,A048117  ,A044110,2007JJ00,0.0
10594,A048117  ,A044110,2008JJ00,0.0
10595,A048117  ,A044110,2009JJ00,0.0
10596,A048117  ,A044110,2010JJ00,0.0
10597,A048117  ,A044110,2011JJ00,0.0
10598,A048117  ,A044110,2012JJ00,0.0
10599,A048117  ,A044110,2013JJ00,0.0
10600,A048117  ,A044110,2014JJ00,0.0
10601,A048117  ,A044110,2015JJ00,0.0
10602,A048117  ,A044110,2016JJ00,0.0
10603,A048117  ,A044110,2017JJ00,0.0
10604,A048117  ,A044110,2018JJ00,0.0
10605,A048117  ,A044110,2019JJ00,0.0
10606,A048117  ,A044110,2020JJ00,0.1
10607,A048117  ,A044110,2021JJ00,0.0
10608,A048117  ,A044110,2022JJ00,0.0
10609,A048117  ,A044110,2023JJ00,0.0
10610,A048117  ,A044110,2024JJ00,0.0
10611,A048117  ,A044111,1990JJ00,0.0
10612,A048117  ,A044111,1995JJ00,0.0
10613,A048117  ,A044111,2000JJ00,0.0
10614,A048117  ,A044111,2001JJ00,0.0
10615,A048117  ,A044111,2002JJ00,0.0
10616,A048117  ,A044111,2003JJ00,0.0
10617,A048117  ,A044111,2004JJ00,0.0
10618,A048117  ,A044111,2005JJ00,0.0
10619,A048117  ,A044111,2006JJ00,0.0
10620,A048117  ,A044111,2007JJ00,0.0
10621,A048117  ,A044111,2008JJ00,0.0
10622,A048117  ,A044111,2009JJ00,0.0
10623,A048117  ,A044111,2010JJ00,0.0
10624,A048117  ,A044111,2011JJ00,0.0
10625,A048117  ,A044111,2012JJ00,0.0
10626,A048117  ,A044111,2013JJ00,0.0
10627,A048117  ,A044111,2014JJ00,0.0
10628,A048117  ,A044111,2015JJ00,0.0
10629,A048117  ,A044111,2016JJ00,0.0
10630,A048117  ,A044111,2017JJ00,0.0
10631,A048117  ,A044111,2018JJ00,0.0
10632,A048117  ,A044111,2019JJ00,0.0
10633,A048117  ,A044111,2020JJ00,0.0
10634,A048117  ,A044111,2021JJ00,0.0
10635,A048117  ,A044111,2022JJ00,0.0
10636,A048117  ,A044111,2023JJ00,0.0
10637,A048117  ,A044111,2024JJ00,0.0
10638,A048117  ,A044112,1990JJ00,12.8
10639,A048117  ,A044112,1995JJ00,13.2
10640,A048117  ,A044112,2000JJ00,16.4
10641,A048117  ,A044112,2001JJ00,16.8
10642,A048117  ,A044112,2002JJ00,17.0
10643,A048117  ,A044112,2003JJ00,17.3
10644,A048117  ,A044112,2004JJ00,17.8
10645,A048117  ,A044112,2005JJ00,18.0
10646,A048117  ,A044112,2006JJ00,19.1
10647,A048117  ,A044112,2007JJ00,19.4
10648,A048117  ,A044112,2008JJ00,22.1
10649,A048117  ,A044112,2009JJ00,20.1
10650,A048117  ,A044112,2010JJ00,20.7
10651,A048117  ,A044112,2011JJ00,20.7
10652,A048117  ,A044112,2012JJ00,21.5
10653,A048117  ,A044112,2013JJ00,19.0
10654,A048117  ,A044112,2014JJ00,21.0
10655,A048117  ,A044112,2015JJ00,22.1
10656,A048117  ,A044112,2016JJ00,21.4
10657,A048117  ,A044112,2017JJ00,21.6
10658,A048117  ,A044112,2018JJ00,24.7
10659,A048117  ,A044112,2019JJ00,25.7
10660,A048117  ,A044112,2020JJ00,27.7
10661,A048117  ,A044112,2021JJ00,24.3
10662,A048117  ,A044112,2022JJ00,25.4
10663,A048117  ,A044112,2023JJ00,22.0
10664,A048117  ,A044112,2024JJ00,19.3
10665,A048117  ,A044114,1990JJ00,7.4
10666,A048117  ,A044114,1995JJ00,7.7
10667,A048117  ,A044114,2000JJ00,10.1
10668,A048117  ,A044114,2001JJ00,10.0
10669,A048117  ,A044114,2002JJ00,10.1
10670,A048117  ,A044114,2003JJ00,10.0
10671,A048117  ,A044114,2004JJ00,10.2
10672,A048117  ,A044114,2005JJ00,10.0
10673,A048117  ,A044114,2006JJ00,10.6
10674,A048117  ,A044114,2007JJ00,9.8
10675,A048117  ,A044114,2008JJ00,9.0
10676,A048117  ,A044114,2009JJ00,8.2
10677,A048117  ,A044114,2010JJ00,5.4
10678,A048117  ,A044114,2011JJ00,4.1
10679,A048117  ,A044114,2012JJ00,4.2
10680,A048117  ,A044114,2013JJ00,3.7
10681,A048117  ,A044114,2014JJ00,3.9
10682,A048117  ,A044114,2015JJ00,1.1
10683,A048117  ,A044114,2016JJ00,0.9
10684,A048117  ,A044114,2017JJ00,0.9
10685,A048117  ,A044114,2018JJ00,1.3
10686,A048117  ,A044114,2019JJ00,1.2
10687,A048117  ,A044114,2020JJ00,1.1
10688,A048117  ,A044114,2021JJ00,1.0
10689,A048117  ,A044114,2022JJ00,1.1
10690,A048117  ,A044114,2023JJ00,0.8
10691,A048117  ,A044114,2024JJ00,0.8
10692,A048117  ,A044118,1990JJ00,0.5
10693,A048117  ,A044118,1995JJ00,0.5
10694,A048117  ,A044118,2000JJ00,0.6
10695,A048117  ,A044118,2001JJ00,0.6
10696,A048117  ,A044118,2002JJ00,0.6
10697,A048117  ,A044118,2003JJ00,0.7
10698,A048117  ,A044118,2004JJ00,0.7
10699,A048117  ,A044118,2005JJ00,0.7
10700,A048117  ,A044118,2006JJ00,0.7
10701,A048117  ,A044118,2007JJ00,0.7
10702,A048117  ,A044118,2008JJ00,0.9
10703,A048117  ,A044118,2009JJ00,0.8
10704,A048117  ,A044118,2010JJ00,0.8
10705,A048117  ,A044118,2011JJ00,0.8
10706,A048117  ,A044118,2012JJ00,0.8
10707,A048117  ,A044118,2013JJ00,0.7
10708,A048117  ,A044118,2014JJ00,0.8
10709,A048117  ,A044118,2015JJ00,0.9
10710,A048117  ,A044118,2016JJ00,0.8
10711,A048117  ,A044118,2017JJ00,0.8
10712,A048117  ,A044118,2018JJ00,0.9
10713,A048117  ,A044118,2019JJ00,1.0
10714,A048117  ,A044118,2020JJ00,1.1
10715,A048117  ,A044118,2021JJ00,0.9
10716,A048117  ,A044118,2022JJ00,0.9
10717,A048117  ,A044118,2023JJ00,0.8
10718,A048117  ,A044118,2024JJ00,0.7
10719,A048117  ,A044113,1990JJ00,0.9
10720,A048117  ,A044113,1995JJ00,1.0
10721,A048117  ,A044113,2000JJ00,1.2
10722,A048117  ,A044113,2001JJ00,1.2
10723,A048117  ,A044113,2002JJ00,1.2
10724,A048117  ,A044113,2003JJ00,1.2
10725,A048117  ,A044113,2004JJ00,1.1
10726,A048117  ,A044113,2005JJ00,1.1
10727,A048117  ,A044113,2006JJ00,1.2
10728,A048117  ,A044113,2007JJ00,1.1
10729,A048117  ,A044113,2008JJ00,1.2
10730,A048117  ,A044113,2009JJ00,1.1
10731,A048117  ,A044113,2010JJ00,0.9
10732,A048117  ,A044113,2011JJ00,0.8
10733,A048117  ,A044113,2012JJ00,0.8
10734,A048117  ,A044113,2013JJ00,0.7
10735,A048117  ,A044113,2014JJ00,0.8
10736,A048117  ,A044113,2015JJ00,0.6
10737,A048117  ,A044113,2016JJ00,0.5
10738,A048117  ,A044113,2017JJ00,0.5
10739,A048117  ,A044113,2018JJ00,0.6
10740,A048117  ,A044113,2019JJ00,0.7
10741,A048117  ,A044113,2020JJ00,0.7
10742,A048117  ,A044113,2021JJ00,0.6
10743,A048117  ,A044113,2022JJ00,0.6
10744,A048117  ,A044113,2023JJ00,0.5
10745,A048117  ,A044113,2024JJ00,0.5
10746,A048117  ,A051771,1990JJ00,0.9
10747,A048117  ,A051771,1995JJ00,0.9
10748,A048117  ,A051771,2000JJ00,1.2
10749,A048117  ,A051771,2001JJ00,1.1
10750,A048117  ,A051771,2002JJ00,1.1
10751,A048117  ,A051771,2003JJ00,1.1
10752,A048117  ,A051771,2004JJ00,1.1
10753,A048117  ,A051771,2005JJ00,1.1
10754,A048117  ,A051771,2006JJ00,1.1
10755,A048117  ,A051771,2007JJ00,1.1
10756,A048117  ,A051771,2008JJ00,1.2
10757,A048117  ,A051771,2009JJ00,1.1
10758,A048117  ,A051771,2010JJ00,0.9
10759,A048117  ,A051771,2011JJ00,0.8
10760,A048117  ,A051771,2012JJ00,0.8
10761,A048117  ,A051771,2013JJ00,0.7
10762,A048117  ,A051771,2014JJ00,0.7
10763,A048117  ,A051771,2015JJ00,0.6
10764,A048117  ,A051771,2016JJ00,0.5
10765,A048117  ,A051771,2017JJ00,0.5
10766,A048117  ,A051771,2018JJ00,0.6
10767,A048117  ,A051771,2019JJ00,0.6
10768,A048117  ,A051771,2020JJ00,0.7
10769,A048117  ,A051771,2021JJ00,0.6
10770,A048117  ,A051771,2022JJ00,0.6
10771,A048117  ,A051771,2023JJ00,0.5
10772,A048117  ,A051771,2024JJ00,0.4
10773,A048117  ,A044108,1990JJ00,0.6
10774,A048117  ,A044108,1995JJ00,0.7
10775,A048117  ,A044108,2000JJ00,0.8
10776,A048117  ,A044108,2001JJ00,0.8
10777,A048117  ,A044108,2002JJ00,0.9
10778,A048117  ,A044108,2003JJ00,0.9
10779,A048117  ,A044108,2004JJ00,0.9
10780,A048117  ,A044108,2005JJ00,0.9
10781,A048117  ,A044108,2006JJ00,1.0
10782,A048117  ,A044108,2007JJ00,1.0
10783,A048117  ,A044108,2008JJ00,1.3
10784,A048117  ,A044108,2009JJ00,1.2
10785,A048117  ,A044108,2010JJ00,1.2
10786,A048117  ,A044108,2011JJ00,1.2
10787,A048117  ,A044108,2012JJ00,1.2
10788,A048117  ,A044108,2013JJ00,1.1
10789,A048117  ,A044108,2014JJ00,1.3
10790,A048117  ,A044108,2015JJ00,1.4
10791,A048117  ,A044108,2016JJ00,1.4
10792,A048117  ,A044108,2017JJ00,1.4
10793,A048117  ,A044108,2018JJ00,1.7
10794,A048117  ,A044108,2019JJ00,1.8
10795,A048117  ,A044108,2020JJ00,2.0
10796,A048117  ,A044108,2021JJ00,1.7
10797,A048117  ,A044108,2022JJ00,1.8
10798,A048117  ,A044108,2023JJ00,1.5
10799,A048117  ,A044108,2024JJ00,1.4
10800,A048118  ,A044109,1990JJ00,2900.0
10801,A048118  ,A044109,1995JJ00,3000.0
10802,A048118  ,A044109,2000JJ00,3700.0
10803,A048118  ,A044109,2001JJ00,3800.0
10804,A048118  ,A044109,2002JJ00,3900.0
10805,A048118  ,A044109,2003JJ00,4000.0
10806,A048118  ,A044109,2004JJ00,4100.0
10807,A048118  ,A044109,2005JJ00,4200.0
10808,A048118  ,A044109,2006JJ00,4400.0
10809,A048118  ,A044109,2007JJ00,4100.0
10810,A048118  ,A044109,2008JJ00,3500.0
10811,A048118  ,A044109,2009JJ00,3400.0
10812,A048118  ,A044109,2010JJ00,3400.0
10813,A048118  ,A044109,2011JJ00,3600.0
10814,A048118  ,A044109,2012JJ00,3300.0
10815,A048118  ,A044109,2013JJ00,3100.0
10816,A048118  ,A044109,2014JJ00,3300.0
10817,A048118  ,A044109,2015JJ00,3600.0
10818,A048118  ,A044109,2016JJ00,3500.0
10819,A048118  ,A044109,2017JJ00,3400.0
10820,A048118  ,A044109,2018JJ00,3400.0
10821,A048118  ,A044109,2019JJ00,3600.0
10822,A048118  ,A044109,2020JJ00,3500.0
10823,A048118  ,A044109,2021JJ00,3600.0
10824,A048118  ,A044109,2022JJ00,3600.0
10825,A048118  ,A044109,2023JJ00,3600.0
10826,A048118  ,A044109,2024JJ00,3300.0
10827,A048118  ,A044107,1990JJ00,0.1
10828,A048118  ,A044107,1995JJ00,0.1
10829,A048118  ,A044107,2000JJ00,0.1
10830,A048118  ,A044107,2001JJ00,0.1
10831,A048118  ,A044107,2002JJ00,0.1
10832,A048118  ,A044107,2003JJ00,0.1
10833,A048118  ,A044107,2004JJ00,0.1
10834,A048118  ,A044107,2005JJ00,0.1
10835,A048118  ,A044107,2006JJ00,0.1
10836,A048118  ,A044107,2007JJ00,0.1
10837,A048118  ,A044107,2008JJ00,0.1
10838,A048118  ,A044107,2009JJ00,0.1
10839,A048118  ,A044107,2010JJ00,0.1
10840,A048118  ,A044107,2011JJ00,0.1
10841,A048118  ,A044107,2012JJ00,0.1
10842,A048118  ,A044107,2013JJ00,0.1
10843,A048118  ,A044107,2014JJ00,0.1
10844,A048118  ,A044107,2015JJ00,0.1
10845,A048118  ,A044107,2016JJ00,0.1
10846,A048118  ,A044107,2017JJ00,0.1
10847,A048118  ,A044107,2018JJ00,0.6
10848,A048118  ,A044107,2019JJ00,0.8
10849,A048118  ,A044107,2020JJ00,1.1
10850,A048118  ,A044107,2021JJ00,1.0
10851,A048118  ,A044107,2022JJ00,1.3
10852,A048118  ,A044107,2023JJ00,1.2
10853,A048118  ,A044107,2024JJ00,1.2
10854,A048118  ,A044110,1990JJ00,0.1
10855,A048118  ,A044110,1995JJ00,0.1
10856,A048118  ,A044110,2000JJ00,0.1
10857,A048118  ,A044110,2001JJ00,0.1
10858,A048118  ,A044110,2002JJ00,0.1
10859,A048118  ,A044110,2003JJ00,0.1
10860,A048118  ,A044110,2004JJ00,0.1
10861,A048118  ,A044110,2005JJ00,0.1
10862,A048118  ,A044110,2006JJ00,0.1
10863,A048118  ,A044110,2007JJ00,0.1
10864,A048118  ,A044110,2008JJ00,0.1
10865,A048118  ,A044110,2009JJ00,0.1
10866,A048118  ,A044110,2010JJ00,0.1
10867,A048118  ,A044110,2011JJ00,0.1
10868,A048118  ,A044110,2012JJ00,0.1
10869,A048118  ,A044110,2013JJ00,0.1
10870,A048118  ,A044110,2014JJ00,0.1
10871,A048118  ,A044110,2015JJ00,0.1
10872,A048118  ,A044110,2016JJ00,0.1
10873,A048118  ,A044110,2017JJ00,0.1
10874,A048118  ,A044110,2018JJ00,0.1
10875,A048118  ,A044110,2019JJ00,0.1
10876,A048118  ,A044110,2020JJ00,0.1
10877,A048118  ,A044110,2021JJ00,0.1
10878,A048118  ,A044110,2022JJ00,0.1
10879,A048118  ,A044110,2023JJ00,0.1
10880,A048118  ,A044110,2024JJ00,0.1
10881,A048118  ,A044111,1990JJ00,0.0
10882,A048118  ,A044111,1995JJ00,0.0
10883,A048118  ,A044111,2000JJ00,0.0
10884,A048118  ,A044111,2001JJ00,0.0
10885,A048118  ,A044111,2002JJ00,0.0
10886,A048118  ,A044111,2003JJ00,0.0
10887,A048118  ,A044111,2004JJ00,0.0
