ID,Emissiebronnen,EmissiesNaarLucht,Perioden,EmissiesNaarLucht_1
0,T001176  ,A044109,1990JJ00,170900.0
1,T001176  ,A044109,1995JJ00,180800.0
2,T001176  ,A044109,2000JJ00,182400.0
3,T001176  ,A044109,2001JJ00,188000.0
4,T001176  ,A044109,2002JJ00,187700.0
5,T001176  ,A044109,2003JJ00,190800.0
6,T001176  ,A044109,2004JJ00,193900.0
7,T001176  ,A044109,2005JJ00,190400.0
8,T001176  ,A044109,2006JJ00,184800.0
9,T001176  ,A044109,2007JJ00,184800.0
10,T001176  ,A044109,2008JJ00,188700.0
11,T001176  ,A044109,2009JJ00,185100.0
12,T001176  ,A044109,2010JJ00,197400.0
13,T001176  ,A044109,2011JJ00,184100.0
14,T001176  ,A044109,2012JJ00,181900.0
15,T001176  ,A044109,2013JJ00,180800.0
16,T001176  ,A044109,2014JJ00,175200.0
17,T001176  ,A044109,2015JJ00,182900.0
18,T001176  ,A044109,2016JJ00,184500.0
19,T001176  ,A044109,2017JJ00,181600.0
20,T001176  ,A044109,2018JJ00,178300.0
21,T001176  ,A044109,2019JJ00,174900.0
22,T001176  ,A044109,2020JJ00,163200.0
23,T001176  ,A044109,2021JJ00,169300.0
24,T001176  ,A044109,2022JJ00,156000.0
25,T001176  ,A044109,2023JJ00,141900.0
26,T001176  ,A044109,2024JJ00,140400.0
27,T001176  ,A044107,1990JJ00,1283.9
28,T001176  ,A044107,1995JJ00,1193.7
29,T001176  ,A044107,2000JJ00,975.2
30,T001176  ,A044107,2001JJ00,949.0
31,T001176  ,A044107,2002JJ00,903.4
32,T001176  ,A044107,2003JJ00,872.3
33,T001176  ,A044107,2004JJ00,856.4
34,T001176  ,A044107,2005JJ00,797.8
35,T001176  ,A044107,2006JJ00,779.1
36,T001176  ,A044107,2007JJ00,780.2
37,T001176  ,A044107,2008JJ00,788.3
38,T001176  ,A044107,2009JJ00,780.6
39,T001176  ,A044107,2010JJ00,777.5
40,T001176  ,A044107,2011JJ00,755.6
41,T001176  ,A044107,2012JJ00,738.8
42,T001176  ,A044107,2013JJ00,738.1
43,T001176  ,A044107,2014JJ00,721.1
44,T001176  ,A044107,2015JJ00,730.5
45,T001176  ,A044107,2016JJ00,734.8
46,T001176  ,A044107,2017JJ00,721.6
47,T001176  ,A044107,2018JJ00,698.0
48,T001176  ,A044107,2019JJ00,693.5
49,T001176  ,A044107,2020JJ00,683.3
50,T001176  ,A044107,2021JJ00,673.0
51,T001176  ,A044107,2022JJ00,650.4
52,T001176  ,A044107,2023JJ00,645.4
53,T001176  ,A044107,2024JJ00,631.1
54,T001176  ,A044110,1990JJ00,60.3
55,T001176  ,A044110,1995JJ00,60.8
56,T001176  ,A044110,2000JJ00,53.7
57,T001176  ,A044110,2001JJ00,50.7
58,T001176  ,A044110,2002JJ00,47.7
59,T001176  ,A044110,2003JJ00,47.2
60,T001176  ,A044110,2004JJ00,48.5
61,T001176  ,A044110,2005JJ00,48.4
62,T001176  ,A044110,2006JJ00,48.7
63,T001176  ,A044110,2007JJ00,43.4
64,T001176  ,A044110,2008JJ00,30.8
65,T001176  ,A044110,2009JJ00,30.3
66,T001176  ,A044110,2010JJ00,29.3
67,T001176  ,A044110,2011JJ00,28.6
68,T001176  ,A044110,2012JJ00,28.1
69,T001176  ,A044110,2013JJ00,28.8
70,T001176  ,A044110,2014JJ00,29.4
71,T001176  ,A044110,2015JJ00,30.2
72,T001176  ,A044110,2016JJ00,29.2
73,T001176  ,A044110,2017JJ00,29.9
74,T001176  ,A044110,2018JJ00,29.2
75,T001176  ,A044110,2019JJ00,28.7
76,T001176  ,A044110,2020JJ00,28.1
77,T001176  ,A044110,2021JJ00,27.0
78,T001176  ,A044110,2022JJ00,25.2
79,T001176  ,A044110,2023JJ00,24.7
80,T001176  ,A044110,2024JJ00,24.6
81,T001176  ,A044111,1990JJ00,346.6
82,T001176  ,A044111,1995JJ00,219.7
83,T001176  ,A044111,2000JJ00,175.0
84,T001176  ,A044111,2001JJ00,168.7
85,T001176  ,A044111,2002JJ00,161.3
86,T001176  ,A044111,2003JJ00,158.2
87,T001176  ,A044111,2004JJ00,158.0
88,T001176  ,A044111,2005JJ00,155.4
89,T001176  ,A044111,2006JJ00,158.0
90,T001176  ,A044111,2007JJ00,154.2
91,T001176  ,A044111,2008JJ00,141.5
92,T001176  ,A044111,2009JJ00,137.3
93,T001176  ,A044111,2010JJ00,134.4
94,T001176  ,A044111,2011JJ00,131.8
95,T001176  ,A044111,2012JJ00,127.9
96,T001176  ,A044111,2013JJ00,124.6
97,T001176  ,A044111,2014JJ00,128.5
98,T001176  ,A044111,2015JJ00,130.0
99,T001176  ,A044111,2016JJ00,131.3
100,T001176  ,A044111,2017JJ00,133.8
101,T001176  ,A044111,2018JJ00,132.3
102,T001176  ,A044111,2019JJ00,126.0
103,T001176  ,A044111,2020JJ00,125.5
104,T001176  ,A044111,2021JJ00,123.9
105,T001176  ,A044111,2022JJ00,121.5
106,T001176  ,A044111,2023JJ00,117.3
107,T001176  ,A044111,2024JJ00,112.8
108,T001176  ,A044112,1990JJ00,714.0
109,T001176  ,A044112,1995JJ00,610.4
110,T001176  ,A044112,2000JJ00,543.4
111,T001176  ,A044112,2001JJ00,534.0
112,T001176  ,A044112,2002JJ00,520.1
113,T001176  ,A044112,2003JJ00,515.5
114,T001176  ,A044112,2004JJ00,507.9
115,T001176  ,A044112,2005JJ00,498.5
116,T001176  ,A044112,2006JJ00,489.7
117,T001176  ,A044112,2007JJ00,463.1
118,T001176  ,A044112,2008JJ00,439.4
119,T001176  ,A044112,2009JJ00,405.5
120,T001176  ,A044112,2010JJ00,406.9
121,T001176  ,A044112,2011JJ00,395.6
122,T001176  ,A044112,2012JJ00,376.9
123,T001176  ,A044112,2013JJ00,360.5
124,T001176  ,A044112,2014JJ00,355.2
125,T001176  ,A044112,2015JJ00,362.6
126,T001176  ,A044112,2016JJ00,355.4
127,T001176  ,A044112,2017JJ00,345.0
128,T001176  ,A044112,2018JJ00,345.3
129,T001176  ,A044112,2019JJ00,338.8
130,T001176  ,A044112,2020JJ00,315.0
131,T001176  ,A044112,2021JJ00,307.3
132,T001176  ,A044112,2022JJ00,299.8
133,T001176  ,A044112,2023JJ00,283.9
134,T001176  ,A044112,2024JJ00,268.7
135,T001176  ,A044114,1990JJ00,243.2
136,T001176  ,A044114,1995JJ00,182.9
137,T001176  ,A044114,2000JJ00,139.2
138,T001176  ,A044114,2001JJ00,140.2
139,T001176  ,A044114,2002JJ00,132.6
140,T001176  ,A044114,2003JJ00,127.3
141,T001176  ,A044114,2004JJ00,127.6
142,T001176  ,A044114,2005JJ00,128.9
143,T001176  ,A044114,2006JJ00,132.3
144,T001176  ,A044114,2007JJ00,121.8
145,T001176  ,A044114,2008JJ00,92.8
146,T001176  ,A044114,2009JJ00,77.7
147,T001176  ,A044114,2010JJ00,70.0
148,T001176  ,A044114,2011JJ00,59.8
149,T001176  ,A044114,2012JJ00,58.2
150,T001176  ,A044114,2013JJ00,51.9
151,T001176  ,A044114,2014JJ00,52.8
152,T001176  ,A044114,2015JJ00,42.5
153,T001176  ,A044114,2016JJ00,33.8
154,T001176  ,A044114,2017JJ00,32.0
155,T001176  ,A044114,2018JJ00,29.5
156,T001176  ,A044114,2019JJ00,26.8
157,T001176  ,A044114,2020JJ00,23.0
158,T001176  ,A044114,2021JJ00,24.2
159,T001176  ,A044114,2022JJ00,23.3
160,T001176  ,A044114,2023JJ00,20.4
161,T001176  ,A044114,2024JJ00,18.6
162,T001176  ,A044118,1990JJ00,600.7
163,T001176  ,A044118,1995JJ00,426.9
164,T001176  ,A044118,2000JJ00,335.8
165,T001176  ,A044118,2001JJ00,307.5
166,T001176  ,A044118,2002JJ00,292.4
167,T001176  ,A044118,2003JJ00,285.9
168,T001176  ,A044118,2004JJ00,267.8
169,T001176  ,A044118,2005JJ00,270.6
170,T001176  ,A044118,2006JJ00,264.9
171,T001176  ,A044118,2007JJ00,266.7
172,T001176  ,A044118,2008JJ00,260.3
173,T001176  ,A044118,2009JJ00,260.5
174,T001176  ,A044118,2010JJ00,272.9
175,T001176  ,A044118,2011JJ00,267.8
176,T001176  ,A044118,2012JJ00,264.0
177,T001176  ,A044118,2013JJ00,263.6
178,T001176  ,A044118,2014JJ00,249.0
179,T001176  ,A044118,2015JJ00,259.7
180,T001176  ,A044118,2016JJ00,256.7
181,T001176  ,A044118,2017JJ00,257.7
182,T001176  ,A044118,2018JJ00,251.0
183,T001176  ,A044118,2019JJ00,247.0
184,T001176  ,A044118,2020JJ00,256.4
185,T001176  ,A044118,2021JJ00,243.6
186,T001176  ,A044118,2022JJ00,245.0
187,T001176  ,A044118,2023JJ00,241.2
188,T001176  ,A044118,2024JJ00,237.2
189,T001176  ,A044113,1990JJ00,83.6
190,T001176  ,A044113,1995JJ00,66.3
191,T001176  ,A044113,2000JJ00,55.8
192,T001176  ,A044113,2001JJ00,54.3
193,T001176  ,A044113,2002JJ00,52.6
194,T001176  ,A044113,2003JJ00,50.6
195,T001176  ,A044113,2004JJ00,49.8
196,T001176  ,A044113,2005JJ00,48.8
197,T001176  ,A044113,2006JJ00,48.1
198,T001176  ,A044113,2007JJ00,46.3
199,T001176  ,A044113,2008JJ00,43.7
200,T001176  ,A044113,2009JJ00,41.2
201,T001176  ,A044113,2010JJ00,41.0
202,T001176  ,A044113,2011JJ00,38.6
203,T001176  ,A044113,2012JJ00,37.2
204,T001176  ,A044113,2013JJ00,36.8
205,T001176  ,A044113,2014JJ00,36.0
206,T001176  ,A044113,2015JJ00,35.7
207,T001176  ,A044113,2016JJ00,34.3
208,T001176  ,A044113,2017JJ00,33.4
209,T001176  ,A044113,2018JJ00,33.0
210,T001176  ,A044113,2019JJ00,32.0
211,T001176  ,A044113,2020JJ00,30.0
212,T001176  ,A044113,2021JJ00,30.2
213,T001176  ,A044113,2022JJ00,30.1
214,T001176  ,A044113,2023JJ00,29.4
215,T001176  ,A044113,2024JJ00,28.5
216,T001176  ,A051771,1990JJ00,59.9
217,T001176  ,A051771,1995JJ00,48.4
218,T001176  ,A051771,2000JJ00,40.0
219,T001176  ,A051771,2001JJ00,38.9
220,T001176  ,A051771,2002JJ00,37.0
221,T001176  ,A051771,2003JJ00,36.3
222,T001176  ,A051771,2004JJ00,35.4
223,T001176  ,A051771,2005JJ00,34.4
224,T001176  ,A051771,2006JJ00,34.1
225,T001176  ,A051771,2007JJ00,31.6
226,T001176  ,A051771,2008JJ00,29.2
227,T001176  ,A051771,2009JJ00,27.2
228,T001176  ,A051771,2010JJ00,26.9
229,T001176  ,A051771,2011JJ00,24.4
230,T001176  ,A051771,2012JJ00,23.1
231,T001176  ,A051771,2013JJ00,22.7
232,T001176  ,A051771,2014JJ00,21.7
233,T001176  ,A051771,2015JJ00,21.4
234,T001176  ,A051771,2016JJ00,20.2
235,T001176  ,A051771,2017JJ00,19.6
236,T001176  ,A051771,2018JJ00,19.4
237,T001176  ,A051771,2019JJ00,18.7
238,T001176  ,A051771,2020JJ00,17.3
239,T001176  ,A051771,2021JJ00,17.5
240,T001176  ,A051771,2022JJ00,17.3
241,T001176  ,A051771,2023JJ00,16.6
242,T001176  ,A051771,2024JJ00,16.0
243,T001176  ,A044108,1990JJ00,1194.1
244,T001176  ,A044108,1995JJ00,920.8
245,T001176  ,A044108,2000JJ00,763.4
246,T001176  ,A044108,2001JJ00,759.2
247,T001176  ,A044108,2002JJ00,743.8
248,T001176  ,A044108,2003JJ00,743.5
249,T001176  ,A044108,2004JJ00,764.2
250,T001176  ,A044108,2005JJ00,737.7
251,T001176  ,A044108,2006JJ00,721.8
252,T001176  ,A044108,2007JJ00,689.7
253,T001176  ,A044108,2008JJ00,680.0
254,T001176  ,A044108,2009JJ00,612.9
255,T001176  ,A044108,2010JJ00,636.4
256,T001176  ,A044108,2011JJ00,589.0
257,T001176  ,A044108,2012JJ00,573.8
258,T001176  ,A044108,2013JJ00,553.3
259,T001176  ,A044108,2014JJ00,526.0
260,T001176  ,A044108,2015JJ00,531.1
261,T001176  ,A044108,2016JJ00,525.1
262,T001176  ,A044108,2017JJ00,508.9
263,T001176  ,A044108,2018JJ00,514.6
264,T001176  ,A044108,2019JJ00,496.7
265,T001176  ,A044108,2020JJ00,446.4
266,T001176  ,A044108,2021JJ00,447.2
267,T001176  ,A044108,2022JJ00,435.8
268,T001176  ,A044108,2023JJ00,409.3
269,T001176  ,A044108,2024JJ00,406.9
270,A025447  ,A044109,1990JJ00,136700.0
271,A025447  ,A044109,1995JJ00,144800.0
272,A025447  ,A044109,2000JJ00,142400.0
273,A025447  ,A044109,2001JJ00,147600.0
274,A025447  ,A044109,2002JJ00,147000.0
275,A025447  ,A044109,2003JJ00,149700.0
276,A025447  ,A044109,2004JJ00,151900.0
277,A025447  ,A044109,2005JJ00,149000.0
278,A025447  ,A044109,2006JJ00,143400.0
279,A025447  ,A044109,2007JJ00,143600.0
280,A025447  ,A044109,2008JJ00,147900.0
281,A025447  ,A044109,2009JJ00,145500.0
282,A025447  ,A044109,2010JJ00,157800.0
283,A025447  ,A044109,2011JJ00,144300.0
284,A025447  ,A044109,2012JJ00,143000.0
285,A025447  ,A044109,2013JJ00,142900.0
286,A025447  ,A044109,2014JJ00,136900.0
287,A025447  ,A044109,2015JJ00,143600.0
288,A025447  ,A044109,2016JJ00,144600.0
289,A025447  ,A044109,2017JJ00,141600.0
290,A025447  ,A044109,2018JJ00,137300.0
291,A025447  ,A044109,2019JJ00,134000.0
292,A025447  ,A044109,2020JJ00,125700.0
293,A025447  ,A044109,2021JJ00,131400.0
294,A025447  ,A044109,2022JJ00,116900.0
295,A025447  ,A044109,2023JJ00,103400.0
296,A025447  ,A044109,2024JJ00,102300.0
297,A025447  ,A044107,1990JJ00,1276.2
298,A025447  ,A044107,1995JJ00,1188.4
299,A025447  ,A044107,2000JJ00,971.4
300,A025447  ,A044107,2001JJ00,945.3
301,A025447  ,A044107,2002JJ00,899.7
302,A025447  ,A044107,2003JJ00,868.8
303,A025447  ,A044107,2004JJ00,852.9
304,A025447  ,A044107,2005JJ00,794.6
305,A025447  ,A044107,2006JJ00,776.1
306,A025447  ,A044107,2007JJ00,777.4
307,A025447  ,A044107,2008JJ00,785.8
308,A025447  ,A044107,2009JJ00,778.2
309,A025447  ,A044107,2010JJ00,775.2
310,A025447  ,A044107,2011JJ00,753.1
311,A025447  ,A044107,2012JJ00,736.3
312,A025447  ,A044107,2013JJ00,735.5
313,A025447  ,A044107,2014JJ00,718.4
314,A025447  ,A044107,2015JJ00,727.8
315,A025447  ,A044107,2016JJ00,732.0
316,A025447  ,A044107,2017JJ00,718.8
317,A025447  ,A044107,2018JJ00,694.6
318,A025447  ,A044107,2019JJ00,689.9
319,A025447  ,A044107,2020JJ00,679.7
320,A025447  ,A044107,2021JJ00,669.5
321,A025447  ,A044107,2022JJ00,646.6
322,A025447  ,A044107,2023JJ00,641.7
323,A025447  ,A044107,2024JJ00,627.4
324,A025447  ,A044110,1990JJ00,59.8
325,A025447  ,A044110,1995JJ00,59.8
326,A025447  ,A044110,2000JJ00,52.6
327,A025447  ,A044110,2001JJ00,49.6
328,A025447  ,A044110,2002JJ00,46.7
329,A025447  ,A044110,2003JJ00,46.2
330,A025447  ,A044110,2004JJ00,47.5
331,A025447  ,A044110,2005JJ00,47.3
332,A025447  ,A044110,2006JJ00,47.5
333,A025447  ,A044110,2007JJ00,42.3
334,A025447  ,A044110,2008JJ00,29.6
335,A025447  ,A044110,2009JJ00,29.1
336,A025447  ,A044110,2010JJ00,28.1
337,A025447  ,A044110,2011JJ00,27.4
338,A025447  ,A044110,2012JJ00,26.8
339,A025447  ,A044110,2013JJ00,27.6
340,A025447  ,A044110,2014JJ00,28.1
341,A025447  ,A044110,2015JJ00,28.9
342,A025447  ,A044110,2016JJ00,27.9
343,A025447  ,A044110,2017JJ00,28.6
344,A025447  ,A044110,2018JJ00,27.9
345,A025447  ,A044110,2019JJ00,27.3
346,A025447  ,A044110,2020JJ00,26.8
347,A025447  ,A044110,2021JJ00,25.7
348,A025447  ,A044110,2022JJ00,23.8
349,A025447  ,A044110,2023JJ00,23.4
350,A025447  ,A044110,2024JJ00,23.3
351,A025447  ,A044111,1990JJ00,345.6
352,A025447  ,A044111,1995JJ00,217.4
353,A025447  ,A044111,2000JJ00,170.5
354,A025447  ,A044111,2001JJ00,163.9
355,A025447  ,A044111,2002JJ00,156.2
356,A025447  ,A044111,2003JJ00,152.9
357,A025447  ,A044111,2004JJ00,152.6
358,A025447  ,A044111,2005JJ00,150.2
359,A025447  ,A044111,2006JJ00,153.2
360,A025447  ,A044111,2007JJ00,149.7
361,A025447  ,A044111,2008JJ00,137.4
362,A025447  ,A044111,2009JJ00,133.5
363,A025447  ,A044111,2010JJ00,130.7
364,A025447  ,A044111,2011JJ00,128.2
365,A025447  ,A044111,2012JJ00,124.4
366,A025447  ,A044111,2013JJ00,121.2
367,A025447  ,A044111,2014JJ00,125.0
368,A025447  ,A044111,2015JJ00,126.4
369,A025447  ,A044111,2016JJ00,127.6
370,A025447  ,A044111,2017JJ00,130.0
371,A025447  ,A044111,2018JJ00,128.5
372,A025447  ,A044111,2019JJ00,122.2
373,A025447  ,A044111,2020JJ00,122.0
374,A025447  ,A044111,2021JJ00,120.3
375,A025447  ,A044111,2022JJ00,117.7
376,A025447  ,A044111,2023JJ00,113.5
377,A025447  ,A044111,2024JJ00,108.9
378,A025447  ,A044112,1990JJ00,280.9
379,A025447  ,A044112,1995JJ00,238.2
380,A025447  ,A044112,2000JJ00,185.1
381,A025447  ,A044112,2001JJ00,181.5
382,A025447  ,A044112,2002JJ00,176.1
383,A025447  ,A044112,2003JJ00,176.1
384,A025447  ,A044112,2004JJ00,167.9
385,A025447  ,A044112,2005JJ00,163.8
386,A025447  ,A044112,2006JJ00,157.2
387,A025447  ,A044112,2007JJ00,145.8
388,A025447  ,A044112,2008JJ00,144.0
389,A025447  ,A044112,2009JJ00,131.7
390,A025447  ,A044112,2010JJ00,138.6
391,A025447  ,A044112,2011JJ00,126.6
392,A025447  ,A044112,2012JJ00,122.4
393,A025447  ,A044112,2013JJ00,120.7
394,A025447  ,A044112,2014JJ00,110.8
395,A025447  ,A044112,2015JJ00,113.2
396,A025447  ,A044112,2016JJ00,106.8
397,A025447  ,A044112,2017JJ00,103.3
398,A025447  ,A044112,2018JJ00,99.9
399,A025447  ,A044112,2019JJ00,95.9
400,A025447  ,A044112,2020JJ00,90.5
401,A025447  ,A044112,2021JJ00,90.6
402,A025447  ,A044112,2022JJ00,83.9
403,A025447  ,A044112,2023JJ00,78.5
404,A025447  ,A044112,2024JJ00,77.4
405,A025447  ,A044114,1990JJ00,170.7
406,A025447  ,A044114,1995JJ00,109.7
407,A025447  ,A044114,2000JJ00,63.1
408,A025447  ,A044114,2001JJ00,67.1
409,A025447  ,A044114,2002JJ00,60.6
410,A025447  ,A044114,2003JJ00,56.4
411,A025447  ,A044114,2004JJ00,59.1
412,A025447  ,A044114,2005JJ00,57.9
413,A025447  ,A044114,2006JJ00,58.3
414,A025447  ,A044114,2007JJ00,55.3
415,A025447  ,A044114,2008JJ00,47.8
416,A025447  ,A044114,2009JJ00,35.4
417,A025447  ,A044114,2010JJ00,32.9
418,A025447  ,A044114,2011JJ00,33.3
419,A025447  ,A044114,2012JJ00,33.6
420,A025447  ,A044114,2013JJ00,29.3
421,A025447  ,A044114,2014JJ00,28.8
422,A025447  ,A044114,2015JJ00,30.0
423,A025447  ,A044114,2016JJ00,27.9
424,A025447  ,A044114,2017JJ00,26.3
425,A025447  ,A044114,2018JJ00,24.4
426,A025447  ,A044114,2019JJ00,22.0
427,A025447  ,A044114,2020JJ00,19.0
428,A025447  ,A044114,2021JJ00,20.3
429,A025447  ,A044114,2022JJ00,19.0
430,A025447  ,A044114,2023JJ00,16.8
431,A025447  ,A044114,2024JJ00,15.2
432,A025447  ,A044118,1990JJ00,398.3
433,A025447  ,A044118,1995JJ00,292.3
434,A025447  ,A044118,2000JJ00,248.7
435,A025447  ,A044118,2001JJ00,227.3
436,A025447  ,A044118,2002JJ00,219.1
437,A025447  ,A044118,2003JJ00,217.9
438,A025447  ,A044118,2004JJ00,204.5
439,A025447  ,A044118,2005JJ00,212.3
440,A025447  ,A044118,2006JJ00,210.2
441,A025447  ,A044118,2007JJ00,215.6
442,A025447  ,A044118,2008JJ00,212.6
443,A025447  ,A044118,2009JJ00,216.7
444,A025447  ,A044118,2010JJ00,230.9
445,A025447  ,A044118,2011JJ00,225.9
446,A025447  ,A044118,2012JJ00,223.1
447,A025447  ,A044118,2013JJ00,223.3
448,A025447  ,A044118,2014JJ00,209.5
449,A025447  ,A044118,2015JJ00,220.4
450,A025447  ,A044118,2016JJ00,217.5
451,A025447  ,A044118,2017JJ00,218.9
452,A025447  ,A044118,2018JJ00,212.5
453,A025447  ,A044118,2019JJ00,209.4
454,A025447  ,A044118,2020JJ00,221.6
455,A025447  ,A044118,2021JJ00,209.0
456,A025447  ,A044118,2022JJ00,210.8
457,A025447  ,A044118,2023JJ00,208.1
458,A025447  ,A044118,2024JJ00,205.2
459,A025447  ,A044113,1990JJ00,52.8
460,A025447  ,A044113,1995JJ00,39.8
461,A025447  ,A044113,2000JJ00,30.9
462,A025447  ,A044113,2001JJ00,30.0
463,A025447  ,A044113,2002JJ00,29.3
464,A025447  ,A044113,2003JJ00,28.0
465,A025447  ,A044113,2004JJ00,27.9
466,A025447  ,A044113,2005JJ00,27.3
467,A025447  ,A044113,2006JJ00,27.1
468,A025447  ,A044113,2007JJ00,26.9
469,A025447  ,A044113,2008JJ00,26.7
470,A025447  ,A044113,2009JJ00,25.5
471,A025447  ,A044113,2010JJ00,26.3
472,A025447  ,A044113,2011JJ00,25.2
473,A025447  ,A044113,2012JJ00,24.7
474,A025447  ,A044113,2013JJ00,25.0
475,A025447  ,A044113,2014JJ00,24.2
476,A025447  ,A044113,2015JJ00,24.5
477,A025447  ,A044113,2016JJ00,24.1
478,A025447  ,A044113,2017JJ00,23.6
479,A025447  ,A044113,2018JJ00,23.1
480,A025447  ,A044113,2019JJ00,22.4
481,A025447  ,A044113,2020JJ00,21.0
482,A025447  ,A044113,2021JJ00,21.3
483,A025447  ,A044113,2022JJ00,21.2
484,A025447  ,A044113,2023JJ00,20.9
485,A025447  ,A044113,2024JJ00,20.3
486,A025447  ,A051771,1990JJ00,31.6
487,A025447  ,A051771,1995JJ00,24.4
488,A025447  ,A051771,2000JJ00,17.7
489,A025447  ,A051771,2001JJ00,17.3
490,A025447  ,A051771,2002JJ00,16.4
491,A025447  ,A051771,2003JJ00,16.5
492,A025447  ,A051771,2004JJ00,16.2
493,A025447  ,A051771,2005JJ00,15.6
494,A025447  ,A051771,2006JJ00,15.9
495,A025447  ,A051771,2007JJ00,15.0
496,A025447  ,A051771,2008JJ00,14.8
497,A025447  ,A051771,2009JJ00,14.1
498,A025447  ,A051771,2010JJ00,14.9
499,A025447  ,A051771,2011JJ00,13.7
500,A025447  ,A051771,2012JJ00,13.1
501,A025447  ,A051771,2013JJ00,13.5
502,A025447  ,A051771,2014JJ00,12.4
503,A025447  ,A051771,2015JJ00,12.8
504,A025447  ,A051771,2016JJ00,12.6
505,A025447  ,A051771,2017JJ00,12.4
506,A025447  ,A051771,2018JJ00,12.1
507,A025447  ,A051771,2019JJ00,11.7
508,A025447  ,A051771,2020JJ00,10.7
509,A025447  ,A051771,2021JJ00,11.1
510,A025447  ,A051771,2022JJ00,11.1
511,A025447  ,A051771,2023JJ00,10.8
512,A025447  ,A051771,2024JJ00,10.5
513,A025447  ,A044108,1990JJ00,369.7
514,A025447  ,A044108,1995JJ00,323.9
515,A025447  ,A044108,2000JJ00,267.7
516,A025447  ,A044108,2001JJ00,268.2
517,A025447  ,A044108,2002JJ00,253.0
518,A025447  ,A044108,2003JJ00,252.3
519,A025447  ,A044108,2004JJ00,273.9
520,A025447  ,A044108,2005JJ00,260.8
521,A025447  ,A044108,2006JJ00,267.4
522,A025447  ,A044108,2007JJ00,252.9
523,A025447  ,A044108,2008JJ00,264.1
524,A025447  ,A044108,2009JJ00,213.2
525,A025447  ,A044108,2010JJ00,251.9
526,A025447  ,A044108,2011JJ00,217.7
527,A025447  ,A044108,2012JJ00,216.8
528,A025447  ,A044108,2013JJ00,206.2
529,A025447  ,A044108,2014JJ00,184.1
530,A025447  ,A044108,2015JJ00,197.2
531,A025447  ,A044108,2016JJ00,192.4
532,A025447  ,A044108,2017JJ00,180.9
533,A025447  ,A044108,2018JJ00,182.1
534,A025447  ,A044108,2019JJ00,181.5
535,A025447  ,A044108,2020JJ00,165.5
536,A025447  ,A044108,2021JJ00,171.2
537,A025447  ,A044108,2022JJ00,167.3
538,A025447  ,A044108,2023JJ00,150.9
539,A025447  ,A044108,2024JJ00,158.8
540,800044   ,A044109,1990JJ00,52800.0
541,800044   ,A044109,1995JJ00,61300.0
542,800044   ,A044109,2000JJ00,63200.0
543,800044   ,A044109,2001JJ00,67500.0
544,800044   ,A044109,2002JJ00,68000.0
545,800044   ,A044109,2003JJ00,68900.0
546,800044   ,A044109,2004JJ00,70800.0
547,800044   ,A044109,2005JJ00,69500.0
548,800044   ,A044109,2006JJ00,64300.0
549,800044   ,A044109,2007JJ00,65900.0
550,800044   ,A044109,2008JJ00,66000.0
551,800044   ,A044109,2009JJ00,65600.0
552,800044   ,A044109,2010JJ00,68200.0
553,800044   ,A044109,2011JJ00,63900.0
554,800044   ,A044109,2012JJ00,60700.0
555,800044   ,A044109,2013JJ00,59700.0
556,800044   ,A044109,2014JJ00,63000.0
557,800044   ,A044109,2015JJ00,67600.0
558,800044   ,A044109,2016JJ00,65900.0
559,800044   ,A044109,2017JJ00,61700.0
560,800044   ,A044109,2018JJ00,58000.0
561,800044   ,A044109,2019JJ00,57200.0
562,800044   ,A044109,2020JJ00,50200.0
563,800044   ,A044109,2021JJ00,52300.0
564,800044   ,A044109,2022JJ00,49100.0
565,800044   ,A044109,2023JJ00,40100.0
566,800044   ,A044109,2024JJ00,38600.0
567,800044   ,A044107,1990JJ00,84.5
568,800044   ,A044107,1995JJ00,84.6
569,800044   ,A044107,2000JJ00,45.7
570,800044   ,A044107,2001JJ00,45.4
571,800044   ,A044107,2002JJ00,44.0
572,800044   ,A044107,2003JJ00,43.5
573,800044   ,A044107,2004JJ00,42.1
574,800044   ,A044107,2005JJ00,44.8
575,800044   ,A044107,2006JJ00,41.0
576,800044   ,A044107,2007JJ00,43.5
577,800044   ,A044107,2008JJ00,45.0
578,800044   ,A044107,2009JJ00,40.0
579,800044   ,A044107,2010JJ00,43.2
580,800044   ,A044107,2011JJ00,43.5
581,800044   ,A044107,2012JJ00,40.8
582,800044   ,A044107,2013JJ00,37.2
583,800044   ,A044107,2014JJ00,36.1
584,800044   ,A044107,2015JJ00,35.7
585,800044   ,A044107,2016JJ00,33.8
586,800044   ,A044107,2017JJ00,30.1
587,800044   ,A044107,2018JJ00,27.5
588,800044   ,A044107,2019JJ00,27.6
589,800044   ,A044107,2020JJ00,27.0
590,800044   ,A044107,2021JJ00,24.2
591,800044   ,A044107,2022JJ00,21.4
592,800044   ,A044107,2023JJ00,21.2
593,800044   ,A044107,2024JJ00,19.4
594,800044   ,A044110,1990JJ00,0.4
595,800044   ,A044110,1995JJ00,0.5
596,800044   ,A044110,2000JJ00,0.4
597,800044   ,A044110,2001JJ00,0.4
598,800044   ,A044110,2002JJ00,0.5
599,800044   ,A044110,2003JJ00,0.5
600,800044   ,A044110,2004JJ00,0.5
601,800044   ,A044110,2005JJ00,0.5
602,800044   ,A044110,2006JJ00,0.5
603,800044   ,A044110,2007JJ00,0.5
604,800044   ,A044110,2008JJ00,0.5
