ID,Toepassingsgroepen,SectorenEnGewassen,Perioden,BedrijvenMetGebruik_1,OppervlakteMetGebruik_2,GebruikPerJaar_3,GebruikPerHectare_4,GebruikInJanuari_5,GebruikInFebruari_6,GebruikInMaart_7,GebruikInApril_8,GebruikInMei_9,GebruikInJuni_10,GebruikInJuli_11,GebruikInAugustus_12,GebruikInSeptember_13,GebruikInOktober_14,GebruikInNovember_15,GebruikInDecember_16
3482,OVERTO,CHZ,2000JJ00,,,8707.0,11.2,,,,,,,,,,,,
3483,OVERTO,CHZ,2004JJ00,376.0,649.0,10165.0,15.0,,,,,,,,,,,,
3484,OVERTO,CHZ,2008JJ00,250.0,511.0,7898.0,15.1,,,,,,,,,,,,
3485,OVERTO,FRE,1995JJ00,0.0,0.0,0.0,0.0,,,,,,,,,,,,
3486,OVERTO,FRE,1998JJ00,87.0,77.0,3.0,0.0,0.0,21.6,5.2,2.9,0.0,0.0,9.7,28.6,26.0,0.0,0.0,6.1
3487,OVERTO,FRE,2000JJ00,49.0,54.0,2.0,0.0,0.0,0.0,13.0,13.3,0.0,58.3,14.6,0.0,0.8,0.0,0.1,0.0
3488,OVERTO,FRE,2004JJ00,33.0,49.0,0.0,0.0,0.8,76.5,0.0,0.0,0.0,0.0,0.0,1.1,0.0,10.7,1.1,9.7
3489,OVERTO,FRE,2008JJ00,16.0,25.0,4.0,0.0,0.0,0.0,30.3,0.6,0.0,0.0,32.2,36.9,0.0,0.0,0.0,0.0
3490,OVERTO,FRZ,1995JJ00,,,0.0,0.0,,,,,,,,,,,,
3491,OVERTO,FRZ,1998JJ00,,,3.0,0.0,,,,,,,,,,,,
3492,OVERTO,FRZ,2000JJ00,,,2.0,0.0,,,,,,,,,,,,
3493,OVERTO,FRZ,2004JJ00,33.0,49.0,0.0,0.0,,,,,,,,,,,,
3494,OVERTO,FRZ,2008JJ00,16.0,25.0,4.0,0.0,,,,,,,,,,,,
3495,OVERTO,GER,1995JJ00,,,,,,,,,,,,,,,,
3496,OVERTO,GER,1998JJ00,114.0,156.0,189.0,0.9,7.7,12.9,12.9,5.6,6.8,4.2,5.6,6.9,5.0,11.8,8.2,12.4
3497,OVERTO,GER,2000JJ00,107.0,157.0,257.0,1.0,7.3,15.0,4.4,3.6,3.9,0.0,8.5,8.9,6.5,9.7,28.5,3.7
3498,OVERTO,GER,2004JJ00,114.0,191.0,617.0,2.7,14.1,7.1,6.0,7.9,3.9,6.6,8.5,7.7,7.5,7.7,9.2,13.8
3499,OVERTO,GER,2008JJ00,81.0,180.0,952.0,4.6,3.3,8.6,5.8,5.9,14.5,10.2,19.5,2.9,6.0,10.4,7.9,4.9
3500,OVERTO,GEZ,1995JJ00,,,,,,,,,,,,,,,,
3501,OVERTO,GEZ,1998JJ00,,,189.0,0.9,,,,,,,,,,,,
3502,OVERTO,GEZ,2000JJ00,,,257.0,1.0,,,,,,,,,,,,
3503,OVERTO,GEZ,2004JJ00,114.0,191.0,617.0,2.7,,,,,,,,,,,,
3504,OVERTO,GEZ,2008JJ00,81.0,180.0,947.0,4.6,,,,,,,,,,,,
3505,OVERTO,LES,1995JJ00,0.0,0.0,0.0,0.0,,,,,,,,,,,,
3506,OVERTO,LES,1998JJ00,70.0,86.0,39.0,0.2,0.6,6.1,0.0,5.5,6.6,11.1,18.5,30.5,3.3,5.5,11.1,1.2
3507,OVERTO,LES,2000JJ00,52.0,48.0,10.0,0.0,18.1,0.0,0.0,0.0,0.0,22.2,0.0,11.1,0.0,37.5,11.1,0.0
3508,OVERTO,LES,2004JJ00,77.0,134.0,33.0,0.1,1.8,7.4,5.1,10.8,6.2,8.8,13.3,6.8,7.2,7.3,12.8,12.6
3509,OVERTO,LES,2008JJ00,47.0,83.0,52.0,0.2,3.2,4.6,2.9,4.5,0.5,27.9,44.7,3.2,3.1,0.0,5.3,0.3
3510,OVERTO,LEZ,1995JJ00,,,0.0,0.0,,,,,,,,,,,,
3511,OVERTO,LEZ,1998JJ00,,,39.0,0.2,,,,,,,,,,,,
3512,OVERTO,LEZ,2000JJ00,,,10.0,0.0,,,,,,,,,,,,
3513,OVERTO,LEZ,2004JJ00,77.0,134.0,33.0,0.1,,,,,,,,,,,,
3514,OVERTO,LEZ,2008JJ00,47.0,83.0,29.0,0.1,,,,,,,,,,,,
3515,OVERTO,ORC,1995JJ00,,,,,,,,,,,,,,,,
3516,OVERTO,ORC,1998JJ00,155.0,164.0,175.0,0.8,3.0,9.0,2.7,4.3,3.3,6.4,8.2,13.9,11.4,7.5,12.5,17.7
3517,OVERTO,ORC,2000JJ00,155.0,170.0,234.0,1.1,1.2,4.3,0.0,2.0,4.1,11.4,12.4,23.4,22.1,10.2,5.2,3.7
3518,OVERTO,ORC,2004JJ00,171.0,193.0,233.0,1.0,1.5,2.9,13.0,7.1,2.4,16.8,3.1,9.3,13.7,7.5,14.6,8.0
3519,OVERTO,ORC,2008JJ00,104.0,153.0,334.0,1.6,4.8,1.4,4.3,15.9,4.9,12.7,8.3,12.7,20.4,4.7,4.8,5.2
3520,OVERTO,ORZ,1995JJ00,,,,,,,,,,,,,,,,
3521,OVERTO,ORZ,1998JJ00,,,,,,,,,,,,,,,,
3522,OVERTO,ORZ,2000JJ00,,,,,,,,,,,,,,,,
3523,OVERTO,ORZ,2004JJ00,171.0,193.0,233.0,1.0,,,,,,,,,,,,
3524,OVERTO,ORZ,2008JJ00,104.0,153.0,334.0,1.6,,,,,,,,,,,,
3525,OVERTO,PPL,1995JJ00,,,,,,,,,,,,,,,,
3526,OVERTO,PPL,1998JJ00,683.0,372.0,2259.0,5.0,7.1,8.2,15.7,29.4,20.5,2.5,0.9,1.6,1.6,4.2,3.0,5.2
3527,OVERTO,PPL,2000JJ00,648.0,427.0,4564.0,9.2,2.9,7.7,15.5,19.3,17.8,3.3,1.8,1.7,6.7,7.0,3.2,13.2
3528,OVERTO,PPL,2004JJ00,563.0,484.0,4973.0,9.2,6.3,8.9,20.9,23.5,15.4,5.6,1.1,2.4,4.0,3.5,4.8,3.4
3529,OVERTO,PPL,2008JJ00,336.0,429.0,6134.0,13.4,9.7,16.4,22.2,18.9,8.2,7.6,9.6,1.0,2.7,2.0,0.8,0.8
3530,OVERTO,PPZ,1995JJ00,,,,,,,,,,,,,,,,
3531,OVERTO,PPZ,1998JJ00,,,2259.0,5.0,,,,,,,,,,,,
3532,OVERTO,PPZ,2000JJ00,,,4564.0,9.2,,,,,,,,,,,,
3533,OVERTO,PPZ,2004JJ00,563.0,484.0,4973.0,9.2,,,,,,,,,,,,
3534,OVERTO,PPZ,2008JJ00,336.0,429.0,6134.0,13.4,,,,,,,,,,,,
3535,OVERTO,PBD,1995JJ00,130.0,100.0,63.0,0.1,5.3,1.4,6.3,11.4,0.3,9.3,28.0,6.3,15.6,6.3,4.5,5.1
3536,OVERTO,PBD,1998JJ00,258.0,162.0,261.0,0.6,4.0,3.9,16.2,18.0,10.5,7.0,10.8,7.6,8.5,6.4,3.6,3.5
3537,OVERTO,PBD,2000JJ00,242.0,212.0,355.0,0.8,3.5,6.6,18.8,14.6,5.3,5.2,13.6,8.1,3.8,9.0,5.4,6.0
3538,OVERTO,PBD,2004JJ00,235.0,224.0,506.0,1.1,0.7,17.4,27.1,7.9,2.8,2.9,2.0,1.2,1.6,1.6,18.6,16.3
3539,OVERTO,PBD,2008JJ00,172.0,301.0,1420.0,2.9,1.8,3.2,15.7,17.6,23.4,15.2,9.5,1.3,1.7,7.5,1.2,1.9
3540,OVERTO,PZ2,1995JJ00,,,,,,,,,,,,,,,,
3541,OVERTO,PZ2,1998JJ00,,,,,,,,,,,,,,,,
3542,OVERTO,PZ2,2000JJ00,,,,,,,,,,,,,,,,
3543,OVERTO,PZ2,2004JJ00,235.0,224.0,506.0,1.1,,,,,,,,,,,,
3544,OVERTO,PZ2,2008JJ00,172.0,301.0,1415.0,2.9,,,,,,,,,,,,
3545,OVERTO,PBI,1995JJ00,,,,,,,,,,,,,,,,
3546,OVERTO,PBI,1998JJ00,588.0,372.0,1421.0,2.5,3.7,5.5,10.6,11.3,8.9,18.4,9.6,10.2,8.1,7.3,4.2,2.1
3547,OVERTO,PBI,2000JJ00,605.0,492.0,1749.0,2.9,6.9,14.7,5.2,8.9,8.9,4.9,6.2,9.4,10.0,15.7,5.8,3.4
3548,OVERTO,PBI,2004JJ00,535.0,511.0,2729.0,3.9,5.0,6.8,10.6,14.0,11.7,12.8,10.0,7.6,4.8,5.7,4.9,6.0
3549,OVERTO,PBI,2008JJ00,425.0,686.0,7178.0,7.6,4.7,6.0,10.8,8.0,9.9,13.8,11.9,7.2,7.8,7.4,4.2,8.3
3550,OVERTO,PZ1,1995JJ00,,,,,,,,,,,,,,,,
3551,OVERTO,PZ1,1998JJ00,,,,,,,,,,,,,,,,
3552,OVERTO,PZ1,2000JJ00,,,,,,,,,,,,,,,,
3553,OVERTO,PZ1,2004JJ00,535.0,511.0,2729.0,3.9,,,,,,,,,,,,
3554,OVERTO,PZ1,2008JJ00,425.0,686.0,7178.0,7.6,,,,,,,,,,,,
3555,OVERTO,ROO,1995JJ00,57.0,55.0,29.0,0.0,,,,,,,,,,,,
3556,OVERTO,ROO,1998JJ00,71.0,98.0,3.0,0.0,0.1,0.0,1.2,98.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
3557,OVERTO,ROO,2000JJ00,23.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,66.7
3558,OVERTO,ROO,2004JJ00,101.0,133.0,82.0,0.1,35.7,35.7,28.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3559,OVERTO,ROO,2008JJ00,100.0,341.0,2076.0,3.6,0.7,4.0,0.0,0.0,0.5,78.1,10.9,0.0,1.2,0.0,2.3,2.3
3560,OVERTO,ROZ,1995JJ00,,,,,,,,,,,,,,,,
3561,OVERTO,ROZ,1998JJ00,,,,,,,,,,,,,,,,
3562,OVERTO,ROZ,2000JJ00,,,,,,,,,,,,,,,,
3563,OVERTO,ROZ,2004JJ00,101.0,133.0,82.0,0.1,,,,,,,,,,,,
3564,OVERTO,ROZ,2008JJ00,100.0,341.0,1966.0,3.4,,,,,,,,,,,,
3565,OVERTO,CHA,1995JJ00,,,,,,,,,,,,,,,,
3566,OVERTO,CHA,1998JJ00,,,,,,,,,,,,,,,,
3567,OVERTO,CHA,2000JJ00,,,,,,,,,,,,,,,,
3568,OVERTO,CHA,2004JJ00,,,,,,,,,,,,,,,,
3569,OVERTO,CHA,2008JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3570,POOTGO,TOT,1995JJ00,,13348.0,100398.0,0.1,,,,,,,,,,,,
3571,POOTGO,TOT,1998JJ00,,21815.0,121659.0,0.1,,,,,,,,,,,,
3572,POOTGO,TOT,2000JJ00,,27752.0,96412.0,0.1,,,,,,,,,,,,
3573,POOTGO,TOT,2004JJ00,,11973.0,112057.0,0.1,23.1,0.1,0.0,10.0,0.8,0.3,2.2,6.5,18.6,38.2,0.1,0.1
3574,POOTGO,TOT,2008JJ00,,43384.0,108355.0,0.1,13.8,0.0,0.0,13.4,11.3,0.8,2.1,5.4,16.3,36.8,0.0,0.0
3575,POOTGO,AKK,1995JJ00,,,,,,,,,,,,,,,,
3576,POOTGO,AKK,1998JJ00,,7600.0,1042.0,0.0,9.2,0.0,0.0,17.4,11.9,0.0,0.0,0.0,0.0,61.5,0.0,0.0
3577,POOTGO,AKK,2000JJ00,,15243.0,1394.0,0.0,,,,,,,,,,,,
3578,POOTGO,AKK,2004JJ00,,,,,,,,,,,,,,,,
3579,POOTGO,AKK,2008JJ00,,33024.0,20098.0,0.0,7.7,0.0,0.0,20.0,58.7,3.6,9.2,0.0,0.7,0.1,0.0,0.0
3580,POOTGO,GRO,1995JJ00,,,,,,,,,,,,,,,,
3581,POOTGO,GRO,1998JJ00,,,,,,,,,,,,,,,,
3582,POOTGO,GRO,2000JJ00,,,,,,,,,,,,,,,,
3583,POOTGO,GRO,2004JJ00,,,,,,,,,,,,,,,,
3584,POOTGO,GRO,2008JJ00,,1075.0,223.0,0.0,0.0,0.0,0.0,6.4,16.9,0.2,14.5,0.2,0.0,61.6,0.0,0.0
3585,POOTGO,PIT,1995JJ00,,,,,,,,,,,,,,,,
3586,POOTGO,PIT,1998JJ00,,,,,,,,,,,,,,,,
3587,POOTGO,PIT,2000JJ00,,,,,,,,,,,,,,,,
3588,POOTGO,PIT,2004JJ00,,,,,,,,,,,,,,,,
3589,POOTGO,PIT,2008JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3590,POOTGO,BOO,1995JJ00,,,,,,,,,,,,,,,,
3591,POOTGO,BOO,1998JJ00,,123.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.2,36.8,0.0
3592,POOTGO,BOO,2000JJ00,,,,,,,,,,,,,,,,
3593,POOTGO,BOO,2004JJ00,,,,,,,,,,,,,,,,
3594,POOTGO,BOO,2008JJ00,,853.0,629.0,0.0,0.5,0.0,0.0,0.8,14.4,19.8,34.6,27.7,0.3,1.8,0.0,0.0
3595,POOTGO,BOL,1995JJ00,,12826.0,99830.0,6.1,17.2,0.0,0.0,4.8,1.1,0.0,0.3,3.7,13.6,47.1,10.5,1.8
3596,POOTGO,BOL,1998JJ00,,13982.0,120096.0,6.9,10.3,0.0,0.0,11.6,1.5,0.1,1.1,12.7,21.9,26.0,9.6,5.2
3597,POOTGO,BOL,2000JJ00,,12421.0,94872.0,4.7,7.4,0.0,0.0,1.9,0.5,0.0,2.8,5.0,24.7,39.0,14.9,3.8
3598,POOTGO,BOL,2004JJ00,,11916.0,111251.0,5.5,23.2,0.0,0.0,10.0,0.7,0.2,2.2,6.5,18.7,38.5,0.0,0.0
3599,POOTGO,BOL,2008JJ00,,8254.0,87117.0,4.1,15.3,0.0,0.0,12.0,0.4,0.0,0.1,6.5,20.1,45.6,0.0,0.0
3600,POOTGO,GRG,1995JJ00,,,,,,,,,,,,,,,,
3601,POOTGO,GRG,1998JJ00,,,,,,,,,,,,,,,,
3602,POOTGO,GRG,2000JJ00,,,,,,,,,,,,,,,,
3603,POOTGO,GRG,2004JJ00,,,,,,,,,,,,,,,,
3604,POOTGO,GRG,2008JJ00,,120.0,64.0,0.0,0.0,0.0,0.0,13.9,10.2,0.0,14.9,5.8,0.0,0.0,0.0,55.2
3605,POOTGO,BLO,1995JJ00,,76.0,504.0,0.2,16.2,7.0,0.6,4.2,5.8,10.6,7.1,7.2,7.0,8.2,11.9,14.2
3606,POOTGO,BLO,1998JJ00,,110.0,501.0,0.1,0.0,20.6,0.0,0.0,0.2,7.4,0.4,24.6,0.6,3.6,42.7,0.0
3607,POOTGO,BLO,2000JJ00,,87.0,146.0,0.0,,,,,,,,,,,,
3608,POOTGO,BLO,2004JJ00,,57.0,806.0,0.2,9.9,7.1,5.9,6.3,7.6,13.0,8.3,5.9,7.9,7.6,9.1,11.4
3609,POOTGO,BLO,2008JJ00,,58.0,224.0,0.1,41.4,9.6,1.4,4.3,0.0,0.0,23.4,8.5,5.1,1.5,0.2,4.5
3610,POOTGO,CHS,1995JJ00,,,,,,,,,,,,,,,,
3611,POOTGO,CHS,1998JJ00,,,,,,,,,,,,,,,,
3612,POOTGO,CHS,2000JJ00,,,,,,,,,,,,,,,,
3613,POOTGO,CHS,2004JJ00,,,,,,,,,,,,,,,,
3614,POOTGO,CHS,2008JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3615,POOTGO,BRU,1995JJ00,,,,,,,,,,,,,,,,
3616,POOTGO,BRU,1998JJ00,18.0,143.0,70.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3617,POOTGO,BRU,2000JJ00,11.0,101.0,20.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3618,POOTGO,BRU,2004JJ00,,,,,,,,,,,,,,,,
3619,POOTGO,BRU,2008JJ00,8.0,19.0,4.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3620,POOTGO,CIC,1995JJ00,,,,,,,,,,,,,,,,
3621,POOTGO,CIC,1998JJ00,,,,,,,,,,,,,,,,
3622,POOTGO,CIC,2000JJ00,,,,,,,,,,,,,,,,
3623,POOTGO,CIC,2004JJ00,,,,,,,,,,,,,,,,
3624,POOTGO,CIC,2008JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3625,POOTGO,CON,1995JJ00,,,,,,,,,,,,,,,,
3626,POOTGO,CON,1998JJ00,,,,,,,,,,,,,,,,
3627,POOTGO,CON,2000JJ00,,,,,,,,,,,,,,,,
3628,POOTGO,CON,2004JJ00,,,,,,,,,,,,,,,,
3629,POOTGO,CON,2008JJ00,310.0,1439.0,402.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3630,POOTGO,ERG,1995JJ00,,,,,,,,,,,,,,,,
3631,POOTGO,ERG,1998JJ00,,,,,,,,,,,,,,,,
3632,POOTGO,ERG,2000JJ00,,,,,,,,,,,,,,,,
3633,POOTGO,ERG,2004JJ00,,,,,,,,,,,,,,,,
3634,POOTGO,ERG,2008JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3635,POOTGO,GRA,1995JJ00,,,,,,,,,,,,,,,,
3636,POOTGO,GRA,1998JJ00,,,,,,,,,,,,,,,,
3637,POOTGO,GRA,2000JJ00,,,,,,,,,,,,,,,,
3638,POOTGO,GRA,2004JJ00,,,,,,,,,,,,,,,,
3639,POOTGO,GRA,2008JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3640,POOTGO,KOO,1995JJ00,,,,,,,,,,,,,,,,
3641,POOTGO,KOO,1998JJ00,,,,,,,,,,,,,,,,
3642,POOTGO,KOO,2000JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3643,POOTGO,KOO,2004JJ00,,,,,,,,,,,,,,,,
3644,POOTGO,KOO,2008JJ00,12.0,49.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
3645,POOTGO,PUI,1995JJ00,,,,,,,,,,,,,,,,
3646,POOTGO,PUI,1998JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3647,POOTGO,PUI,2000JJ00,24.0,181.0,45.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3648,POOTGO,PUI,2004JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3649,POOTGO,PUI,2008JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3650,POOTGO,PUZ,1995JJ00,,,,,,,,,,,,,,,,
3651,POOTGO,PUZ,1998JJ00,,,0.0,0.0,,,,,,,,,,,,
3652,POOTGO,PUZ,2000JJ00,,,45.0,0.0,,,,,,,,,,,,
3653,POOTGO,PUZ,2004JJ00,0.0,0.0,0.0,0.0,,,,,,,,,,,,
3654,POOTGO,PUZ,2008JJ00,0.0,0.0,0.0,0.0,,,,,,,,,,,,
3655,POOTGO,POO,1995JJ00,,,,,,,,,,,,,,,,
3656,POOTGO,POO,1998JJ00,26.0,210.0,619.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
3657,POOTGO,POO,2000JJ00,97.0,1747.0,330.0,0.0,98.9,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3658,POOTGO,POO,2004JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3659,POOTGO,POO,2008JJ00,208.0,8090.0,10378.0,0.3,1.0,0.0,0.0,5.1,92.5,0.0,0.0,0.0,1.2,0.2,0.0,0.0
3660,POOTGO,SNY,1995JJ00,,,,,,,,,,,,,,,,
3661,POOTGO,SNY,1998JJ00,441.0,2788.0,161.0,0.0,0.0,0.0,0.0,66.7,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3662,POOTGO,SNY,2000JJ00,,,,,,,,,,,,,,,,
3663,POOTGO,SNY,2004JJ00,,,,,,,,,,,,,,,,
3664,POOTGO,SNY,2008JJ00,525.0,4951.0,160.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3665,POOTGO,SUI,1995JJ00,,,,,,,,,,,,,,,,
3666,POOTGO,SUI,1998JJ00,459.0,2026.0,75.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3667,POOTGO,SUI,2000JJ00,882.0,7416.0,651.0,0.0,30.3,0.0,0.0,69.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3668,POOTGO,SUI,2004JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3669,POOTGO,SUI,2008JJ00,283.0,1239.0,208.0,0.0,0.0,0.0,0.0,88.8,11.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3670,POOTGO,VEL,1995JJ00,,,,,,,,,,,,,,,,
3671,POOTGO,VEL,1998JJ00,,,,,,,,,,,,,,,,
3672,POOTGO,VEL,2000JJ00,,,,,,,,,,,,,,,,
3673,POOTGO,VEL,2004JJ00,,,,,,,,,,,,,,,,
3674,POOTGO,VEL,2008JJ00,,,,,,,,,,,,,,,,
3675,POOTGO,VLA,1995JJ00,,,,,,,,,,,,,,,,
3676,POOTGO,VLA,1998JJ00,,,,,,,,,,,,,,,,
3677,POOTGO,VLA,2000JJ00,11.0,57.0,20.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3678,POOTGO,VLA,2004JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3679,POOTGO,VLA,2008JJ00,10.0,93.0,6.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3680,POOTGO,WTA,1995JJ00,,,,,,,,,,,,,,,,
3681,POOTGO,WTA,1998JJ00,143.0,2388.0,118.0,0.0,81.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.9,0.0,0.0
3682,POOTGO,WTA,2000JJ00,260.0,5167.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
3683,POOTGO,WTA,2004JJ00,,,,,,,,,,,,,,,,
3684,POOTGO,WTA,2008JJ00,177.0,3865.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
3685,POOTGO,ZUI,1995JJ00,,,,,,,,,,,,,,,,
3686,POOTGO,ZUI,1998JJ00,,,,,,,,,,,,,,,,
3687,POOTGO,ZUI,2000JJ00,,,,,,,,,,,,,,,,
3688,POOTGO,ZUI,2004JJ00,,,,,,,,,,,,,,,,
3689,POOTGO,ZUI,2008JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3690,POOTGO,ZET,1995JJ00,,,,,,,,,,,,,,,,
3691,POOTGO,ZET,1998JJ00,,,,,,,,,,,,,,,,
3692,POOTGO,ZET,2000JJ00,,,,,,,,,,,,,,,,
3693,POOTGO,ZET,2004JJ00,,,,,,,,,,,,,,,,
3694,POOTGO,ZET,2008JJ00,240.0,10244.0,8863.0,0.2,16.3,0.0,0.0,32.0,22.7,8.1,20.9,0.0,0.0,0.0,0.0,0.0
3695,POOTGO,ZTA,1995JJ00,,,,,,,,,,,,,,,,
3696,POOTGO,ZTA,1998JJ00,,,,,,,,,,,,,,,,
3697,POOTGO,ZTA,2000JJ00,,,,,,,,,,,,,,,,
3698,POOTGO,ZTA,2004JJ00,,,,,,,,,,,,,,,,
3699,POOTGO,ZTA,2008JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3700,POOTGO,ZOM,1995JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3701,POOTGO,ZOM,1998JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3702,POOTGO,ZOM,2000JJ00,80.0,575.0,13.0,0.0,31.2,0.0,0.0,0.0,68.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3703,POOTGO,ZOM,2004JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3704,POOTGO,ZOM,2008JJ00,138.0,3035.0,58.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3705,POOTGO,ZOZ,1995JJ00,,,0.0,0.0,,,,,,,,,,,,
3706,POOTGO,ZOZ,1998JJ00,,,0.0,0.0,,,,,,,,,,,,
3707,POOTGO,ZOZ,2000JJ00,,,0.0,0.0,,,,,,,,,,,,
3708,POOTGO,ZOZ,2004JJ00,0.0,0.0,0.0,0.0,,,,,,,,,,,,
3709,POOTGO,ZOZ,2008JJ00,138.0,3035.0,58.0,0.0,,,,,,,,,,,,
3710,POOTGO,AAR,1995JJ00,,,,,,,,,,,,,,,,
3711,POOTGO,AAR,1998JJ00,,,,,,,,,,,,,,,,
3712,POOTGO,AAR,2000JJ00,,,,,,,,,,,,,,,,
3713,POOTGO,AAR,2004JJ00,,,,,,,,,,,,,,,,
3714,POOTGO,AAR,2008JJ00,6.0,15.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
3715,POOTGO,AAZ,1995JJ00,,,,,,,,,,,,,,,,
3716,POOTGO,AAZ,1998JJ00,,,,,,,,,,,,,,,,
3717,POOTGO,AAZ,2000JJ00,,,,,,,,,,,,,,,,
3718,POOTGO,AAZ,2004JJ00,,,,,,,,,,,,,,,,
3719,POOTGO,AAZ,2008JJ00,6.0,15.0,29.0,0.0,,,,,,,,,,,,
3720,POOTGO,ASP,1995JJ00,,,,,,,,,,,,,,,,
3721,POOTGO,ASP,1998JJ00,,,,,,,,,,,,,,,,
3722,POOTGO,ASP,2000JJ00,,,,,,,,,,,,,,,,
3723,POOTGO,ASP,2004JJ00,,,,,,,,,,,,,,,,
3724,POOTGO,ASP,2008JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3725,POOTGO,BLK,1995JJ00,,,,,,,,,,,,,,,,
3726,POOTGO,BLK,1998JJ00,,,,,,,,,,,,,,,,
