ID,TypeOfData,Periods,Total_1,GrossDomesticProduct_2,Total_3,ImportsOfGoods_4,ImportsOfServices_5,Total_6,Total_7,Total_8,HouseholdsIncludingNPISHs_9,GeneralGovernment_10,Total_11,EnterprisesAndHouseholds_12,GeneralGovernment_13,ChangesInInventoriesInclValuables_14,Total_15,ExportsOfGoods_16,ExportsOfServices_17,Total_18,Total_19,AAgricultureForestryAndFishing_20,Total_21,BMiningAndQuarrying_22,Total_23,k_1012ManufactureOfFoodAndBeverages_24,k_1315ManOfTextileLeatherProducts_25,k_1618ManWoodAndPaperprodPrinting_26,k_19ManufactureOfCokeAndPetroleum_27,k_2021ChemistryAndPharmaceuticals_28,k_2223ManPlasticsAndConstructionprod_29,k_2425ManOfBasicMetalsAndProducts_30,k_2627ElectricalAndElectronIndustry_31,k_28ManufactureOfMachineryNEC_32,k_2930TransportEquipment_33,k_3133OtherManufacturingAndRepair_34,DElectricityAndGasSupply_35,EWaterSupplyAndWasteManagement_36,FConstruction_37,Total_38,Total_39,GWholesaleAndRetailTrade_40,HTransportationAndStorage_41,IAccommodationAndFoodServing_42,JInformationAndCommunication_43,KFinancialInstitutions_44,LRentingBuyingSellingRealEstate_45,Total_46,MOtherSpecializedBusinessServices_47,Total_48,k_77RentingAndLeasingOfTangibleGoods_49,k_78EmploymentActivities_50,k_79TravelAgenciesTourOperatorsEtc_51,k_8082SecurityAndOtherServices_52,Total_53,Total_54,Total_55,OPublicAdministrationAndServices_56,PEducation_57,QHealthAndSocialWorkActivities_58,RUCultureRecreationOtherServices_59,TaxesLessSubsidiesOnProducts_60,TaxesOnProducts_61,SubsidiesOnProducts_62,GrossDomesticProduct_63,CompensationOfEmployees_64,NetOperatingSurplus_65,TaxesLessSubsidies_66,TaxesOnProductionAndImports_67,SubsidiesOnProductionAndImports_68,NetDomesticProductMarketPrices_69,ConsumptionOfFixedCapital_70,GrossDomesticProduct_71,GrossDomesticProduct_72,NetPrimaryIncomeFromRestOfWorld_73,PrimaryIncomeFromRestOfWorld_74,PrimaryIncomePaidToRestOfWorld_75,GrossNationalIncome_76,NetCurrentTransfersFromRestOfWorld_77,CurrentTransfersFromRestOfWorld_78,CurrentTransfersPaidToRestOfWorld_79,GrossDisposableNationalIncome_80,FinalConsumptionExpenditure_81,AdjustmChangeInPensionEntitlements_82,GrossNationalSavings_83,GrossCapitalFormation_84,SurplusOfTheNationOnIncome_85,NetExportsOfGoods_86,NetExportsOfServices_87,NetPrimaryIncomeFromRestOfWorld_88,NetCurrentTransfersFromRestOfWorld_89,AdjustmChangeInPensionEntitlements_90,SurplusOfNationOnCurrentTransaction_91,NetCapitalTransfersFromRestOfWorld_92,NetCapitalTransfersFromRestOfWorld_93,CapitalTransfersPaidToRestOfWorld_94,AcqLessDisposalsOfNonProdAssets_95,NationalNetLendingOrNetBorrowing_96,TotalFinalConsumptionExpenditure_97,Total_98,Total_99,Total_100,FoodProducts_101,BeveragesAndTobaccoProducts_102,Total_103,TextilesAndWearingApparel_104,ShoesLeatherAndRelatedProducts_105,HomeFurnishingAndHomeDecoration_106,ElectricalEquipment_107,TransportEquipmentAndParts_108,OtherDurableConsumerGoods_109,Total_110,EnergyAndWater_111,MotorFuelAndOtherGoods_112,Total_113,Housing_114,AccommodationAndFoodServices_115,RecreationalAndCulturalServices_116,TransportAndCommunicationServices_117,MedicalServicesAndWelfare_118,FinancialAndBusinessServices_119,OtherServices_120,DomesticFinalConsumption_121,ConsumptionByResidentsAbroad_122,ConsumptionNonResidentsInNetherlands_123,Total_124,IndividualConsumptionByGovernment_125,CollectiveConsumptionByGovernment_126,TotalFinalConsumptionExpenditure_127,ActualIndividualConsumption_128,ActualCollectiveFinalConsumption_129,TotalGrossFixedCapitalFormation_130,Total_131,Dwellings_132,Total_133,BuildingsOtherThanDwellings_134,OtherStructures_135,CostsOfOwnershipTransferOfLand_136,TransportEquipment_137,Total_138,Computers_139,TelecommunicationEquipment_140,OtherMachineryAndEquipment_141,CultivatedBiologicalResources_142,Total_143,ComputerSoftwareAndDatabases_144,ResearchAndDevelopment_145,OtherIntellectualPropertyProducts_146,SalesOfUsedFixedAssets_147,TotalGrossFixedCapitalFormation_148,Total_149,AAgricultureForestryAndFishing_150,BFIndustryAndEnergy_151,GNCommercialServices_152,OUNoncommercialServices_153,SalesOfUsedFixedAssets_154,TotalExportsOfGoodsAndServices_155,AgricultureForestryFishingProducts_156,MiningAndQuarrying_157,FoodBeveragesAndTobaccoProducts_158,TextilesWearingApparelAndLeather_159,WoodAndPaperProductsAndPrinting_160,CokeAndRefinedPetroleumProducts_161,ChemicalAndPharmaceuticalProducts_162,RubberPlasticsAndOtherMinerals_163,BasicMetalsAndMetalProducts_164,MachineryAndElectricalEquipment_165,ComputerElectronicOpticalProducts_166,TransportEquipment_167,OtherManufacturedProductsIE_168,OtherProducts_169,ConsumptionNonResidentsInNetherlands_170,CifFobAdjustment_171,Total_172,ExportsOfGoodsFromProduction_173,ReExports_174,Total_175,ConsumptionNonResidentsInNetherlands_176,OtherExportsOfServices_177,CifFobAdjustment_178,TotalImportsOfGoodsAndServices_179,AgricultureForestryFishingProducts_180,MiningAndQuarrying_181,FoodBeveragesAndTobaccoProducts_182,TextilesWearingApparelAndLeather_183,WoodAndPaperProductsAndPrinting_184,CokeAndRefinedPetroleumProducts_185,ChemicalAndPharmaceuticalProducts_186,RubberPlasticsAndOtherMinerals_187,BasicMetalsAndMetalProducts_188,MachineryAndElectricalEquipment_189,ComputerElectronicOpticalProducts_190,TransportEquipment_191,OtherManufacturedProductsIE_192,OtherProducts_193,ConsumptionByResidentsAbroad_194,CifFobAdjustment_195,Total_196,ImportsOfGoodsCif_197,CifFobAdjustmentAndReclassification_198,Total_199,ImportOfServicesCif_200,CifFobReclassification_201,Total_202,TaxesOnProducts_203,OtherTaxesOnProduction_204,Total_205,SubsidiesOnProducts_206,OtherSubsidiesOnProduction_207
520,A045298,2006KW01,227841.0,143561.0,84281.0,64170.0,20022.0,227841.0,130583.0,101155.0,67761.0,33432.0,28987.0,23257.0,5739.0,481.0,97240.0,75814.0,21436.0,127809.0,32265.0,2796.0,22689.0,4440.0,15808.0,,,,,,,,,,,,1566.0,815.0,6819.0,66847.0,24506.0,,,,6300.0,9468.0,9679.0,16884.0,,,,,,,28640.0,25784.0,,,,,2839.0,15826.0,16148.0,319.0,143561.0,67060.0,38179.0,15308.0,17586.0,2068.0,,23093.0,143561.0,143561.0,,48853.0,46263.0,146272.0,,1232.0,3581.0,144037.0,101155.0,-2.0,42735.0,29457.0,,11645.0,1414.0,,,-2.0,,,294.0,180.0,,12998.0,101155.0,67761.0,,,,,,,,,,,,,,,,,,,,,,,,,,33432.0,22123.0,11310.0,101155.0,89852.0,11310.0,28987.0,29672.0,8646.0,7707.0,,,,2502.0,1142.0,,,4655.0,43.0,4997.0,,,,670.0,28987.0,29672.0,805.0,4455.0,17708.0,6697.0,670.0,97240.0,,,,,,,,,,,,,,,,,75814.0,,,21436.0,,,,84281.0,,,,,,,,,,,,,,,,,64170.0,,,20022.0,,,,,,,,
521,A045298,2006KW02,232542.0,146022.0,86477.0,66146.0,20236.0,232542.0,132541.0,102477.0,68725.0,33782.0,30055.0,24156.0,5892.0,4.0,99994.0,78696.0,21287.0,129787.0,33001.0,2999.0,23085.0,4451.0,16218.0,,,,,,,,,,,,1546.0,874.0,6956.0,67712.0,24865.0,,,,6423.0,9274.0,10086.0,17068.0,,,,,,,29102.0,25697.0,,,,,3457.0,16204.0,16503.0,297.0,146022.0,68363.0,39079.0,15903.0,17862.0,1938.0,,23195.0,146022.0,146022.0,,45483.0,48584.0,143067.0,,1402.0,3670.0,140889.0,102477.0,-3.0,38287.0,30057.0,,12550.0,1050.0,,,-3.0,,,334.0,389.0,,8329.0,102477.0,68725.0,,,,,,,,,,,,,,,,,,,,,,,,,,33782.0,22509.0,11268.0,102477.0,91201.0,11268.0,30055.0,30762.0,8827.0,7915.0,,,,2680.0,1154.0,,,4863.0,42.0,5278.0,,,,693.0,30055.0,30762.0,837.0,4687.0,18166.0,7074.0,693.0,99994.0,,,,,,,,,,,,,,,,,78696.0,,,21287.0,,,,86477.0,,,,,,,,,,,,,,,,,66146.0,,,20236.0,,,,,,,,
522,A045298,2006KW03,234894.0,147711.0,87205.0,66498.0,20617.0,234894.0,134173.0,103477.0,69113.0,34363.0,31197.0,25230.0,5959.0,-492.0,100775.0,79220.0,21544.0,131016.0,32821.0,2933.0,22678.0,3429.0,16782.0,,,,,,,,,,,,1589.0,848.0,7202.0,69251.0,25560.0,,,,6378.0,9207.0,10264.0,17852.0,,,,,,,29000.0,26126.0,,,,,2856.0,16565.0,16946.0,381.0,147711.0,68988.0,38942.0,16403.0,18251.0,2164.0,,23202.0,147711.0,147711.0,,44617.0,47764.0,144473.0,,1270.0,4112.0,141621.0,103477.0,3.0,38056.0,30684.0,,12722.0,926.0,,,3.0,,,263.0,375.0,,7355.0,103477.0,69113.0,,,,,,,,,,,,,,,,,,,,,,,,,,34363.0,22997.0,11361.0,103477.0,92107.0,11361.0,31197.0,32265.0,9272.0,8211.0,,,,2689.0,1186.0,,,5157.0,61.0,5663.0,,,,1082.0,31197.0,32265.0,883.0,5156.0,18896.0,7310.0,1082.0,100775.0,,,,,,,,,,,,,,,,,79220.0,,,21544.0,,,,87205.0,,,,,,,,,,,,,,,,,66498.0,,,20617.0,,,,,,,,
523,A045298,2006KW04,239590.0,150378.0,89233.0,67499.0,21714.0,239590.0,136636.0,103884.0,69109.0,34740.0,32641.0,26416.0,6231.0,99.0,103009.0,81028.0,21998.0,133432.0,33741.0,2812.0,23530.0,3831.0,17444.0,,,,,,,,,,,,1378.0,851.0,7415.0,70389.0,26004.0,,,,6677.0,9135.0,10505.0,18066.0,,,,,,,29343.0,26207.0,,,,,3140.0,16814.0,17165.0,352.0,150378.0,70233.0,39989.0,16432.0,18412.0,1894.0,,23274.0,150378.0,150378.0,,48252.0,49164.0,149261.0,,1337.0,4169.0,146351.0,103884.0,10.0,42526.0,32719.0,,13529.0,284.0,,,10.0,,,354.0,371.0,,9228.0,103884.0,69109.0,,,,,,,,,,,,,,,,,,,,,,,,,,34740.0,22939.0,11795.0,103884.0,92068.0,11795.0,32641.0,33352.0,9448.0,8456.0,,,,2666.0,1182.0,,,5350.0,50.0,6233.0,,,,708.0,32641.0,33352.0,907.0,5281.0,19464.0,7718.0,708.0,103009.0,,,,,,,,,,,,,,,,,81028.0,,,21998.0,,,,89233.0,,,,,,,,,,,,,,,,,67499.0,,,21714.0,,,,,,,,
524,A045298,2006JJ00,934329.0,587444.0,346885.0,264202.0,82683.0,934329.0,534011.0,411028.0,274712.0,136316.0,122832.0,99056.0,23776.0,151.0,400318.0,314193.0,86125.0,522057.0,131776.0,11513.0,91957.0,16440.0,66057.0,10931.0,1030.0,4946.0,1703.0,12025.0,4310.0,8142.0,7723.0,6546.0,3580.0,5121.0,6075.0,3385.0,28306.0,274229.0,100984.0,66711.0,25222.0,9051.0,25794.0,37104.0,40557.0,69790.0,42989.0,26801.0,6054.0,12245.0,898.0,7604.0,116052.0,103804.0,63726.0,39092.0,24634.0,40078.0,12248.0,65387.0,66740.0,1353.0,587444.0,274752.0,155903.0,64025.0,72099.0,8074.0,494680.0,92764.0,587444.0,587444.0,-4152.0,187061.0,191213.0,583292.0,-10254.0,5270.0,15524.0,573038.0,411028.0,9.0,162019.0,122983.0,39036.0,49991.0,3442.0,-4152.0,-10254.0,9.0,39036.0,-70.0,1245.0,1315.0,-906.0,38060.0,411028.0,274712.0,122910.0,34694.0,26432.0,8262.0,54540.0,11577.0,3565.0,12141.0,8488.0,11634.0,7135.0,33676.0,10560.0,23116.0,149009.0,47476.0,19286.0,11410.0,16027.0,8803.0,28425.0,17582.0,271919.0,10544.0,7751.0,136316.0,90604.0,45712.0,411028.0,365316.0,45712.0,122832.0,125946.0,36050.0,32227.0,17728.0,13335.0,1164.0,10508.0,4677.0,3878.0,799.0,20035.0,198.0,22251.0,12514.0,8835.0,902.0,3114.0,122832.0,125946.0,3421.0,19562.0,74173.0,28790.0,3114.0,400318.0,,,,,,,,,,,,,,,7751.0,-2131.0,314193.0,169296.0,144897.0,86125.0,7751.0,80505.0,-2131.0,346885.0,,,,,,,,,,,,,,,10544.0,-2131.0,264202.0,269857.0,-5655.0,82683.0,79159.0,3524.0,72099.0,66740.0,5359.0,8074.0,1353.0,6721.0
525,A045298,2007KW01,242631.0,153095.0,89389.0,68587.0,20692.0,242631.0,139034.0,105933.0,70380.0,35584.0,33143.0,27186.0,5956.0,-27.0,103488.0,81315.0,22191.0,135436.0,33923.0,2825.0,23504.0,3642.0,17532.0,,,,,,,,,,,,1475.0,848.0,7611.0,71901.0,26534.0,,,,6833.0,9004.0,10969.0,18582.0,,,,,,,29626.0,26463.0,,,,,3163.0,17661.0,17858.0,194.0,153095.0,70925.0,41028.0,16998.0,19232.0,2014.0,,24261.0,153095.0,153095.0,,55368.0,55126.0,153455.0,,1613.0,3843.0,151336.0,105933.0,3.0,45316.0,33096.0,,12728.0,1499.0,,,3.0,,,174.0,196.0,,12170.0,105933.0,70380.0,,,,,,,,,,,,,,,,,,,,,,,,,,35584.0,23576.0,12025.0,105933.0,93926.0,12025.0,33143.0,33855.0,9713.0,8889.0,,,,2542.0,1260.0,,,5599.0,69.0,5810.0,,,,712.0,33143.0,33855.0,974.0,5154.0,20222.0,7499.0,712.0,103488.0,,,,,,,,,,,,,,,,,81315.0,,,22191.0,,,,89389.0,,,,,,,,,,,,,,,,,68587.0,,,20692.0,,,,,,,,
526,A045298,2007KW02,246035.0,154445.0,91529.0,70175.0,21243.0,246035.0,140158.0,106926.0,70973.0,35967.0,32714.0,26652.0,6056.0,524.0,105814.0,82753.0,23049.0,137799.0,34179.0,2802.0,23693.0,3580.0,17662.0,,,,,,,,,,,,1555.0,886.0,7668.0,73687.0,27009.0,,,,7029.0,9161.0,11396.0,19114.0,,,,,,,29980.0,26770.0,,,,,3216.0,16557.0,16776.0,215.0,154445.0,71816.0,42896.0,16008.0,18096.0,2113.0,,24336.0,154445.0,154445.0,,60523.0,65068.0,150011.0,,1808.0,3963.0,147908.0,106926.0,3.0,40936.0,33253.0,,12579.0,1806.0,,,3.0,,,194.0,307.0,,7832.0,106926.0,70973.0,,,,,,,,,,,,,,,,,,,,,,,,,,35967.0,23775.0,12210.0,106926.0,94720.0,12210.0,32714.0,33496.0,9592.0,8871.0,,,,2760.0,1292.0,,,5432.0,96.0,5437.0,,,,778.0,32714.0,33496.0,1011.0,5110.0,19963.0,7412.0,778.0,105814.0,,,,,,,,,,,,,,,,,82753.0,,,23049.0,,,,91529.0,,,,,,,,,,,,,,,,,70175.0,,,21243.0,,,,,,,,
527,A045298,2007KW03,250397.0,156398.0,94094.0,72230.0,21787.0,250397.0,142400.0,108047.0,71655.0,36382.0,33742.0,27624.0,6130.0,610.0,108118.0,84896.0,23214.0,140067.0,34965.0,2900.0,24285.0,4098.0,17688.0,,,,,,,,,,,,1596.0,881.0,7763.0,74742.0,27123.0,,,,7132.0,9561.0,11561.0,19386.0,,,,,,,30416.0,27199.0,,,,,3223.0,16235.0,16472.0,238.0,156398.0,73047.0,42695.0,15943.0,17805.0,2199.0,,24403.0,156398.0,156398.0,,60845.0,62873.0,154235.0,,1731.0,4397.0,151546.0,108047.0,6.0,43497.0,34370.0,,12666.0,1427.0,,,6.0,,,228.0,275.0,,8979.0,108047.0,71655.0,,,,,,,,,,,,,,,,,,,,,,,,,,36382.0,24034.0,12365.0,108047.0,95688.0,12365.0,33742.0,34457.0,9604.0,9077.0,,,,2924.0,1300.0,,,5566.0,70.0,5884.0,,,,726.0,33742.0,34457.0,1085.0,5402.0,20373.0,7584.0,726.0,108118.0,,,,,,,,,,,,,,,,,84896.0,,,23214.0,,,,94094.0,,,,,,,,,,,,,,,,,72230.0,,,21787.0,,,,,,,,
528,A045298,2007KW04,264480.0,158996.0,105601.0,72894.0,32676.0,264480.0,153521.0,109633.0,72842.0,36768.0,44191.0,37760.0,6454.0,-312.0,111080.0,87139.0,23937.0,141278.0,35700.0,2848.0,25039.0,4494.0,17801.0,,,,,,,,,,,,1807.0,912.0,7837.0,74775.0,26731.0,,,,7273.0,9500.0,11672.0,19599.0,,,,,,,30796.0,27500.0,,,,,3295.0,17720.0,17967.0,246.0,158996.0,74794.0,42553.0,16920.0,19414.0,2315.0,,24499.0,158996.0,158996.0,,59931.0,61797.0,156967.0,,1920.0,4319.0,154496.0,109633.0,14.0,44909.0,43834.0,,14245.0,-8740.0,,,14.0,,,54.0,359.0,,5412.0,109633.0,72842.0,,,,,,,,,,,,,,,,,,,,,,,,,,36768.0,24753.0,12013.0,109633.0,97604.0,12013.0,44191.0,45028.0,9889.0,9320.0,,,,2851.0,1239.0,,,5670.0,65.0,16000.0,,,,830.0,44191.0,45028.0,1082.0,5473.0,30700.0,7790.0,830.0,111080.0,,,,,,,,,,,,,,,,,87139.0,,,23937.0,,,,105601.0,,,,,,,,,,,,,,,,,72894.0,,,32676.0,,,,,,,,
529,A045298,2007JJ00,1003217.0,622775.0,380442.0,283423.0,97019.0,1003217.0,575308.0,430646.0,285873.0,144773.0,143885.0,119329.0,24556.0,777.0,427909.0,335582.0,92327.0,554653.0,138649.0,11408.0,96428.0,15860.0,70622.0,11305.0,1116.0,5225.0,1787.0,12749.0,4719.0,8726.0,8267.0,7196.0,4245.0,5287.0,6416.0,3530.0,30813.0,295163.0,107432.0,71192.0,26567.0,9673.0,28276.0,37202.0,45644.0,76609.0,46313.0,30296.0,6865.0,14392.0,987.0,8052.0,120841.0,107946.0,66406.0,40666.0,25740.0,41540.0,12895.0,68122.0,69018.0,896.0,622775.0,290622.0,168837.0,65817.0,74513.0,8696.0,525276.0,97499.0,622775.0,622775.0,-7793.0,236583.0,244376.0,614982.0,-9349.0,7121.0,16470.0,605633.0,430646.0,26.0,175013.0,144662.0,30351.0,52159.0,-4692.0,-7793.0,-9349.0,26.0,30351.0,-487.0,650.0,1137.0,4086.0,33950.0,430646.0,285873.0,127496.0,36057.0,27428.0,8629.0,57509.0,12273.0,3681.0,12794.0,9296.0,11807.0,7658.0,33930.0,10348.0,23582.0,155666.0,49107.0,20494.0,12078.0,16040.0,8481.0,31189.0,18277.0,283162.0,10906.0,8195.0,144773.0,96228.0,48545.0,430646.0,382101.0,48545.0,143885.0,146944.0,38661.0,36123.0,20434.0,14577.0,1112.0,11056.0,5099.0,4238.0,861.0,22287.0,304.0,33414.0,15793.0,16797.0,824.0,3059.0,143885.0,146944.0,4141.0,21139.0,91374.0,30290.0,3059.0,427909.0,,,,,,,,,,,,,,,8195.0,-2204.0,335582.0,178969.0,156613.0,92327.0,8195.0,86336.0,-2204.0,380442.0,,,,,,,,,,,,,,,10906.0,-2204.0,283423.0,289208.0,-5785.0,97019.0,93438.0,3581.0,74513.0,69018.0,5495.0,8696.0,896.0,7800.0
530,A045298,2008KW01,261334.0,161494.0,99567.0,76551.0,22947.0,261334.0,146274.0,110864.0,73288.0,37561.0,35422.0,28618.0,6791.0,9.0,114843.0,89694.0,25162.0,143844.0,36113.0,2987.0,24980.0,4741.0,17783.0,,,,,,,,,,,,1504.0,929.0,8102.0,76205.0,27619.0,,,,7147.0,9255.0,11763.0,20439.0,,,,,,,31623.0,28229.0,,,,,3390.0,17662.0,17827.0,162.0,161494.0,76106.0,43075.0,16914.0,19340.0,2226.0,,25556.0,161494.0,161494.0,,50616.0,59347.0,152885.0,,1805.0,4384.0,150374.0,110864.0,-16.0,39440.0,35418.0,,13143.0,2215.0,,,-16.0,,,123.0,916.0,,4169.0,110864.0,73288.0,,,,,,,,,,,,,,,,,,,,,,,,,,37561.0,24665.0,12926.0,110864.0,97963.0,12926.0,35422.0,36197.0,9869.0,9789.0,,,,3206.0,1205.0,,,6027.0,55.0,5980.0,,,,781.0,35422.0,36197.0,1092.0,5694.0,21262.0,8125.0,781.0,114843.0,,,,,,,,,,,,,,,,,89694.0,,,25162.0,,,,99567.0,,,,,,,,,,,,,,,,,76551.0,,,22947.0,,,,,,,,
531,A045298,2008KW02,263362.0,162953.0,100322.0,76883.0,23375.0,263362.0,148013.0,112091.0,74154.0,37931.0,35941.0,29170.0,6753.0,2.0,115240.0,90351.0,24879.0,144636.0,35978.0,2665.0,25018.0,5428.0,17240.0,,,,,,,,,,,,1452.0,968.0,8269.0,76851.0,27541.0,,,,7219.0,9421.0,11946.0,20745.0,,,,,,,31835.0,28504.0,,,,,3336.0,18289.0,18455.0,163.0,162953.0,76596.0,42873.0,17781.0,19868.0,2145.0,,25680.0,162953.0,162953.0,,51022.0,59276.0,154751.0,,2086.0,4334.0,152553.0,112091.0,-7.0,40405.0,35951.0,,13468.0,1504.0,,,-7.0,,,135.0,279.0,,4294.0,112091.0,74154.0,,,,,,,,,,,,,,,,,,,,,,,,,,37931.0,25136.0,12820.0,112091.0,99270.0,12820.0,35941.0,36741.0,10158.0,9952.0,,,,2821.0,1266.0,,,6256.0,70.0,6153.0,,,,796.0,35941.0,36741.0,1126.0,5854.0,21530.0,8207.0,796.0,115240.0,,,,,,,,,,,,,,,,,90351.0,,,24879.0,,,,100322.0,,,,,,,,,,,,,,,,,76883.0,,,23375.0,,,,,,,,
532,A045298,2008KW03,265755.0,163935.0,101967.0,78923.0,23138.0,265755.0,149413.0,112446.0,74063.0,38367.0,36209.0,29967.0,6264.0,747.0,116515.0,91561.0,24952.0,146044.0,36743.0,2508.0,25992.0,6377.0,17301.0,,,,,,,,,,,,1461.0,925.0,8285.0,77014.0,27701.0,,,,7303.0,9567.0,11837.0,20605.0,,,,,,,32262.0,28908.0,,,,,3353.0,17912.0,18094.0,183.0,163935.0,77225.0,43198.0,17657.0,19569.0,2244.0,,25770.0,163935.0,163935.0,,54722.0,59809.0,158804.0,,1813.0,4155.0,156407.0,112446.0,-5.0,43920.0,36966.0,,12638.0,1813.0,,,-5.0,,,124.0,287.0,,6592.0,112446.0,74063.0,,,,,,,,,,,,,,,,,,,,,,,,,,38367.0,25382.0,13009.0,112446.0,99444.0,13009.0,36209.0,37016.0,10138.0,9863.0,,,,3043.0,1317.0,,,6320.0,68.0,6218.0,,,,816.0,36209.0,37016.0,1160.0,5955.0,21821.0,8056.0,816.0,116515.0,,,,,,,,,,,,,,,,,91561.0,,,24952.0,,,,101967.0,,,,,,,,,,,,,,,,,78923.0,,,23138.0,,,,,,,,
533,A045298,2008KW04,256201.0,163052.0,93316.0,70362.0,23067.0,256201.0,148555.0,112092.0,73269.0,38800.0,35354.0,28924.0,6454.0,1083.0,107810.0,82753.0,25045.0,145641.0,37396.0,2578.0,26527.0,5976.0,17971.0,,,,,,,,,,,,1538.0,964.0,8354.0,75732.0,27384.0,,,,7255.0,8751.0,11259.0,21062.0,,,,,,,32478.0,29117.0,,,,,3361.0,17431.0,17626.0,192.0,163052.0,77739.0,42977.0,16330.0,19126.0,2556.0,,25864.0,163052.0,163052.0,,44339.0,55280.0,151958.0,,1663.0,4402.0,149164.0,112092.0,-1.0,37096.0,36417.0,,12391.0,1978.0,,,-1.0,,,116.0,437.0,,798.0,112092.0,73269.0,,,,,,,,,,,,,,,,,,,,,,,,,,38800.0,26045.0,12753.0,112092.0,99320.0,12753.0,35354.0,36028.0,9798.0,9737.0,,,,2820.0,1297.0,,,6177.0,55.0,6181.0,,,,666.0,35354.0,36028.0,1090.0,5618.0,21161.0,8162.0,666.0,107810.0,,,,,,,,,,,,,,,,,82753.0,,,25045.0,,,,93316.0,,,,,,,,,,,,,,,,,70362.0,,,23067.0,,,,,,,,
534,A045298,2008JJ00,1045637.0,651299.0,394338.0,301969.0,92369.0,1045637.0,592296.0,447669.0,294904.0,152765.0,142837.0,116603.0,26234.0,1790.0,453341.0,353458.0,99883.0,580170.0,146126.0,10762.0,102260.0,22151.0,70346.0,10869.0,1097.0,5173.0,2170.0,12305.0,4717.0,8863.0,7776.0,7300.0,4513.0,5563.0,5968.0,3795.0,33104.0,305792.0,110254.0,73532.0,27171.0,9551.0,28914.0,36978.0,46840.0,82806.0,49451.0,33355.0,8036.0,15655.0,997.0,8667.0,128252.0,114815.0,70147.0,42717.0,27430.0,44668.0,13437.0,71129.0,71831.0,702.0,651299.0,307808.0,172085.0,68536.0,77792.0,9256.0,548429.0,102870.0,651299.0,651299.0,-31933.0,200779.0,232712.0,619366.0,-9678.0,7452.0,17130.0,609688.0,447669.0,-29.0,161990.0,144627.0,17363.0,51489.0,7514.0,-31933.0,-9678.0,-29.0,17363.0,-1421.0,498.0,1919.0,-864.0,15078.0,447669.0,294904.0,132860.0,38093.0,29108.0,8985.0,58301.0,12258.0,3743.0,13149.0,9289.0,11810.0,8052.0,36466.0,12061.0,24405.0,158759.0,50929.0,20583.0,12481.0,15561.0,9230.0,31027.0,18948.0,291619.0,11707.0,8422.0,152765.0,101329.0,51436.0,447669.0,396233.0,51436.0,142837.0,145875.0,40052.0,39337.0,22774.0,15541.0,1022.0,11841.0,5098.0,4262.0,836.0,24769.0,251.0,24527.0,14809.0,8845.0,873.0,3038.0,142837.0,145875.0,4471.0,23119.0,85708.0,32577.0,3038.0,453341.0,,,,,,,,,,,,,,,8422.0,-2373.0,353458.0,185102.0,168356.0,99883.0,8422.0,93834.0,-2373.0,394338.0,,,,,,,,,,,,,,,11707.0,-2373.0,301969.0,308196.0,-6227.0,92369.0,88515.0,3854.0,77792.0,71831.0,5961.0,9256.0,702.0,8554.0
535,A045298,2009KW01,243617.0,158583.0,84731.0,61719.0,23124.0,243617.0,147071.0,112255.0,72040.0,40220.0,34704.0,27865.0,6821.0,139.0,96326.0,71949.0,24407.0,141730.0,35257.0,2211.0,24158.0,5559.0,15546.0,,,,,,,,,,,,2053.0,921.0,8848.0,73190.0,25600.0,,,,6968.0,9869.0,10004.0,20731.0,,,,,,,33403.0,30020.0,,,,,3383.0,16873.0,17118.0,242.0,158583.0,77946.0,38849.0,15895.0,18699.0,2701.0,,26531.0,158583.0,158583.0,,43802.0,53653.0,148875.0,,1744.0,4868.0,145747.0,112255.0,-11.0,33434.0,34821.0,,10230.0,1283.0,,,-11.0,,,133.0,317.0,,-1575.0,112255.0,72040.0,,,,,,,,,,,,,,,,,,,,,,,,,,40220.0,26864.0,13386.0,112255.0,98892.0,13386.0,34704.0,35562.0,9647.0,10007.0,,,,2564.0,1274.0,,,5976.0,61.0,6074.0,,,,865.0,34704.0,35562.0,1151.0,5705.0,20153.0,8532.0,865.0,96326.0,,,,,,,,,,,,,,,,,71949.0,,,24407.0,,,,84731.0,,,,,,,,,,,,,,,,,61719.0,,,23124.0,,,,,,,,
