ID,TypeOfData,Periods,Total_1,GrossDomesticProduct_2,Total_3,ImportsOfGoods_4,ImportsOfServices_5,Total_6,Total_7,Total_8,HouseholdsIncludingNPISHs_9,GeneralGovernment_10,Total_11,EnterprisesAndHouseholds_12,GeneralGovernment_13,ChangesInInventoriesInclValuables_14,Total_15,ExportsOfGoods_16,ExportsOfServices_17,Total_18,Total_19,AAgricultureForestryAndFishing_20,Total_21,BMiningAndQuarrying_22,Total_23,k_1012ManufactureOfFoodAndBeverages_24,k_1315ManOfTextileLeatherProducts_25,k_1618ManWoodAndPaperprodPrinting_26,k_19ManufactureOfCokeAndPetroleum_27,k_2021ChemistryAndPharmaceuticals_28,k_2223ManPlasticsAndConstructionprod_29,k_2425ManOfBasicMetalsAndProducts_30,k_2627ElectricalAndElectronIndustry_31,k_28ManufactureOfMachineryNEC_32,k_2930TransportEquipment_33,k_3133OtherManufacturingAndRepair_34,DElectricityAndGasSupply_35,EWaterSupplyAndWasteManagement_36,FConstruction_37,Total_38,Total_39,GWholesaleAndRetailTrade_40,HTransportationAndStorage_41,IAccommodationAndFoodServing_42,JInformationAndCommunication_43,KFinancialInstitutions_44,LRentingBuyingSellingRealEstate_45,Total_46,MOtherSpecializedBusinessServices_47,Total_48,k_77RentingAndLeasingOfTangibleGoods_49,k_78EmploymentActivities_50,k_79TravelAgenciesTourOperatorsEtc_51,k_8082SecurityAndOtherServices_52,Total_53,Total_54,Total_55,OPublicAdministrationAndServices_56,PEducation_57,QHealthAndSocialWorkActivities_58,RUCultureRecreationOtherServices_59,TaxesLessSubsidiesOnProducts_60,TaxesOnProducts_61,SubsidiesOnProducts_62,GrossDomesticProduct_63,CompensationOfEmployees_64,NetOperatingSurplus_65,TaxesLessSubsidies_66,TaxesOnProductionAndImports_67,SubsidiesOnProductionAndImports_68,NetDomesticProductMarketPrices_69,ConsumptionOfFixedCapital_70,GrossDomesticProduct_71,GrossDomesticProduct_72,NetPrimaryIncomeFromRestOfWorld_73,PrimaryIncomeFromRestOfWorld_74,PrimaryIncomePaidToRestOfWorld_75,GrossNationalIncome_76,NetCurrentTransfersFromRestOfWorld_77,CurrentTransfersFromRestOfWorld_78,CurrentTransfersPaidToRestOfWorld_79,GrossDisposableNationalIncome_80,FinalConsumptionExpenditure_81,AdjustmChangeInPensionEntitlements_82,GrossNationalSavings_83,GrossCapitalFormation_84,SurplusOfTheNationOnIncome_85,NetExportsOfGoods_86,NetExportsOfServices_87,NetPrimaryIncomeFromRestOfWorld_88,NetCurrentTransfersFromRestOfWorld_89,AdjustmChangeInPensionEntitlements_90,SurplusOfNationOnCurrentTransaction_91,NetCapitalTransfersFromRestOfWorld_92,NetCapitalTransfersFromRestOfWorld_93,CapitalTransfersPaidToRestOfWorld_94,AcqLessDisposalsOfNonProdAssets_95,NationalNetLendingOrNetBorrowing_96,TotalFinalConsumptionExpenditure_97,Total_98,Total_99,Total_100,FoodProducts_101,BeveragesAndTobaccoProducts_102,Total_103,TextilesAndWearingApparel_104,ShoesLeatherAndRelatedProducts_105,HomeFurnishingAndHomeDecoration_106,ElectricalEquipment_107,TransportEquipmentAndParts_108,OtherDurableConsumerGoods_109,Total_110,EnergyAndWater_111,MotorFuelAndOtherGoods_112,Total_113,Housing_114,AccommodationAndFoodServices_115,RecreationalAndCulturalServices_116,TransportAndCommunicationServices_117,MedicalServicesAndWelfare_118,FinancialAndBusinessServices_119,OtherServices_120,DomesticFinalConsumption_121,ConsumptionByResidentsAbroad_122,ConsumptionNonResidentsInNetherlands_123,Total_124,IndividualConsumptionByGovernment_125,CollectiveConsumptionByGovernment_126,TotalFinalConsumptionExpenditure_127,ActualIndividualConsumption_128,ActualCollectiveFinalConsumption_129,TotalGrossFixedCapitalFormation_130,Total_131,Dwellings_132,Total_133,BuildingsOtherThanDwellings_134,OtherStructures_135,CostsOfOwnershipTransferOfLand_136,TransportEquipment_137,Total_138,Computers_139,TelecommunicationEquipment_140,OtherMachineryAndEquipment_141,CultivatedBiologicalResources_142,Total_143,ComputerSoftwareAndDatabases_144,ResearchAndDevelopment_145,OtherIntellectualPropertyProducts_146,SalesOfUsedFixedAssets_147,TotalGrossFixedCapitalFormation_148,Total_149,AAgricultureForestryAndFishing_150,BFIndustryAndEnergy_151,GNCommercialServices_152,OUNoncommercialServices_153,SalesOfUsedFixedAssets_154,TotalExportsOfGoodsAndServices_155,AgricultureForestryFishingProducts_156,MiningAndQuarrying_157,FoodBeveragesAndTobaccoProducts_158,TextilesWearingApparelAndLeather_159,WoodAndPaperProductsAndPrinting_160,CokeAndRefinedPetroleumProducts_161,ChemicalAndPharmaceuticalProducts_162,RubberPlasticsAndOtherMinerals_163,BasicMetalsAndMetalProducts_164,MachineryAndElectricalEquipment_165,ComputerElectronicOpticalProducts_166,TransportEquipment_167,OtherManufacturedProductsIE_168,OtherProducts_169,ConsumptionNonResidentsInNetherlands_170,CifFobAdjustment_171,Total_172,ExportsOfGoodsFromProduction_173,ReExports_174,Total_175,ConsumptionNonResidentsInNetherlands_176,OtherExportsOfServices_177,CifFobAdjustment_178,TotalImportsOfGoodsAndServices_179,AgricultureForestryFishingProducts_180,MiningAndQuarrying_181,FoodBeveragesAndTobaccoProducts_182,TextilesWearingApparelAndLeather_183,WoodAndPaperProductsAndPrinting_184,CokeAndRefinedPetroleumProducts_185,ChemicalAndPharmaceuticalProducts_186,RubberPlasticsAndOtherMinerals_187,BasicMetalsAndMetalProducts_188,MachineryAndElectricalEquipment_189,ComputerElectronicOpticalProducts_190,TransportEquipment_191,OtherManufacturedProductsIE_192,OtherProducts_193,ConsumptionByResidentsAbroad_194,CifFobAdjustment_195,Total_196,ImportsOfGoodsCif_197,CifFobAdjustmentAndReclassification_198,Total_199,ImportOfServicesCif_200,CifFobReclassification_201,Total_202,TaxesOnProducts_203,OtherTaxesOnProduction_204,Total_205,SubsidiesOnProducts_206,OtherSubsidiesOnProduction_207
318,A045297,1996KW04,138095.0,90621.0,47474.0,36723.0,10751.0,138095.0,85340.0,62900.0,43475.0,19425.0,20921.0,16684.0,4237.0,1519.0,52755.0,40637.0,12118.0,81686.0,22978.0,2251.0,16379.0,2404.0,12289.0,2531.0,273.0,1208.0,125.0,1800.0,910.0,1355.0,1801.0,803.0,488.0,995.0,1195.0,491.0,4348.0,40886.0,15794.0,10678.0,3801.0,1315.0,2691.0,6302.0,6246.0,9853.0,,,,1719.0,69.0,,17822.0,16070.0,10906.0,,,5164.0,1752.0,8935.0,9394.0,459.0,90621.0,43099.0,24892.0,8931.0,10172.0,1241.0,76922.0,13699.0,90621.0,90621.0,,,,,,,,,62900.0,,,22440.0,,,,,,,,,,,,,62900.0,43475.0,21050.0,6750.0,5161.0,1589.0,8798.0,2326.0,541.0,2227.0,1132.0,1506.0,1066.0,5502.0,1539.0,3963.0,22110.0,7365.0,2997.0,1466.0,1659.0,1930.0,3853.0,2840.0,43160.0,1258.0,943.0,19425.0,10796.0,8629.0,62900.0,54271.0,8629.0,20921.0,21133.0,5609.0,5407.0,2778.0,2386.0,243.0,2043.0,997.0,869.0,128.0,4165.0,20.0,2892.0,1220.0,1507.0,165.0,212.0,20921.0,21133.0,571.0,4344.0,11626.0,4592.0,212.0,52755.0,,,,,,,,,,,,,,,943.0,-293.0,40637.0,26396.0,14241.0,12118.0,943.0,11468.0,-293.0,47474.0,,,,,,,,,,,,,,,1258.0,-293.0,36723.0,37492.0,-769.0,10751.0,10275.0,476.0,10172.0,9394.0,778.0,1241.0,459.0,782.0
319,A045297,1996JJ00,520942.0,345300.0,175642.0,136712.0,38930.0,520942.0,321365.0,244591.0,171161.0,73430.0,74334.0,60528.0,13806.0,2440.0,199577.0,155227.0,44350.0,311993.0,89264.0,9952.0,63500.0,8577.0,48263.0,9265.0,1146.0,4557.0,231.0,7856.0,3864.0,5860.0,6154.0,3483.0,2016.0,3831.0,4716.0,1944.0,15812.0,154717.0,59891.0,38842.0,15663.0,5386.0,10392.0,23345.0,24360.0,36729.0,,,,6217.0,560.0,,68012.0,60894.0,40594.0,,,20300.0,7118.0,33307.0,35093.0,1786.0,345300.0,171981.0,85314.0,33367.0,38332.0,4965.0,290662.0,54638.0,345300.0,345300.0,,,,,,,,,244591.0,,,76774.0,,,,,,,,,,,,,244591.0,171161.0,80727.0,25151.0,19128.0,6023.0,34500.0,7917.0,2085.0,8037.0,4123.0,7760.0,4578.0,21076.0,5684.0,15392.0,88210.0,28613.0,12168.0,6500.0,6348.0,7820.0,15840.0,10921.0,168937.0,7133.0,4909.0,73430.0,43498.0,29932.0,244591.0,214659.0,29932.0,74334.0,75053.0,18855.0,19108.0,10175.0,7994.0,939.0,6556.0,3400.0,2902.0,498.0,15860.0,299.0,10975.0,4628.0,5743.0,604.0,719.0,74334.0,75053.0,2253.0,16250.0,41227.0,15323.0,719.0,199577.0,,,,,,,,,,,,,,,4909.0,-1092.0,155227.0,100080.0,55147.0,44350.0,4909.0,40533.0,-1092.0,175642.0,,,,,,,,,,,,,,,7133.0,-1092.0,136712.0,139525.0,-2813.0,38930.0,37209.0,1721.0,38332.0,35093.0,3239.0,4965.0,1786.0,3179.0
320,A045297,1997KW01,134313.0,87964.0,46349.0,37311.0,9038.0,134313.0,81571.0,62278.0,44047.0,18231.0,19067.0,16237.0,2830.0,226.0,52742.0,41736.0,11006.0,79699.0,22612.0,2723.0,16209.0,2895.0,11419.0,1665.0,291.0,1061.0,55.0,2219.0,902.0,1525.0,1089.0,962.0,637.0,1013.0,1354.0,541.0,3680.0,40360.0,15721.0,10057.0,4364.0,1300.0,2862.0,5951.0,6423.0,9403.0,,,,1470.0,130.0,,16727.0,14711.0,9673.0,,,5038.0,2016.0,8265.0,8720.0,455.0,87964.0,42570.0,23173.0,8022.0,9564.0,1542.0,73765.0,14199.0,87964.0,87964.0,,,,,,,,,62278.0,,,19293.0,,,,,,,,,,,,,62278.0,44047.0,20630.0,6078.0,4688.0,1390.0,8969.0,1922.0,493.0,1942.0,969.0,2536.0,1107.0,5583.0,1748.0,3835.0,23411.0,7589.0,3040.0,1850.0,1606.0,1896.0,4554.0,2876.0,44041.0,1072.0,1066.0,18231.0,11825.0,6406.0,62278.0,55872.0,6406.0,19067.0,19325.0,4398.0,4075.0,2476.0,1372.0,227.0,1634.0,914.0,784.0,130.0,4946.0,104.0,3254.0,1364.0,1713.0,177.0,258.0,19067.0,19325.0,609.0,4298.0,10755.0,3663.0,258.0,52742.0,,,,,,,,,,,,,,,1066.0,-294.0,41736.0,26279.0,15457.0,11006.0,1066.0,10234.0,-294.0,46349.0,,,,,,,,,,,,,,,1072.0,-294.0,37311.0,38039.0,-728.0,9038.0,8604.0,434.0,9564.0,8720.0,844.0,1542.0,455.0,1087.0
321,A045297,1997KW02,141234.0,92283.0,48951.0,37556.0,11395.0,141234.0,86161.0,65784.0,45497.0,20287.0,21122.0,17712.0,3410.0,-745.0,55073.0,42882.0,12191.0,83302.0,22997.0,2725.0,15877.0,1758.0,12579.0,2565.0,294.0,1204.0,64.0,1990.0,1037.0,1497.0,1399.0,912.0,611.0,1006.0,1060.0,480.0,4395.0,41526.0,16138.0,10400.0,4149.0,1589.0,3165.0,5924.0,6259.0,10040.0,,,,1737.0,139.0,,18779.0,17045.0,11383.0,,,5662.0,1734.0,8981.0,9421.0,440.0,92283.0,50524.0,18602.0,8903.0,10217.0,1314.0,78029.0,14254.0,92283.0,92283.0,,,,,,,,,65784.0,,,20377.0,,,,,,,,,,,,,65784.0,45497.0,21254.0,6651.0,5030.0,1621.0,9212.0,2023.0,566.0,2138.0,1096.0,2100.0,1289.0,5391.0,1217.0,4174.0,23786.0,7276.0,3370.0,1765.0,1788.0,1948.0,4616.0,3023.0,45040.0,1874.0,1417.0,20287.0,11796.0,8491.0,65784.0,57293.0,8491.0,21122.0,21307.0,5199.0,5100.0,2993.0,1872.0,235.0,1536.0,788.0,658.0,130.0,5600.0,348.0,2736.0,1148.0,1433.0,155.0,185.0,21122.0,21307.0,905.0,5312.0,11187.0,3903.0,185.0,55073.0,,,,,,,,,,,,,,,1417.0,-307.0,42882.0,27097.0,15785.0,12191.0,1417.0,11081.0,-307.0,48951.0,,,,,,,,,,,,,,,1874.0,-307.0,37556.0,38327.0,-771.0,11395.0,10931.0,464.0,10217.0,9421.0,796.0,1314.0,440.0,874.0
322,A045297,1997KW03,141080.0,91299.0,49781.0,37628.0,12153.0,141080.0,84605.0,64557.0,46323.0,18234.0,18595.0,15138.0,3457.0,1453.0,56475.0,42894.0,13581.0,82353.0,22783.0,2867.0,16026.0,1306.0,13174.0,2539.0,270.0,1143.0,61.0,2102.0,920.0,1589.0,2078.0,1013.0,552.0,907.0,952.0,594.0,3890.0,42486.0,16437.0,10346.0,4473.0,1618.0,2986.0,6208.0,6903.0,9952.0,,,,1984.0,231.0,,17084.0,14933.0,9711.0,,,5222.0,2151.0,8946.0,9381.0,435.0,91299.0,42924.0,25240.0,8861.0,10192.0,1331.0,77025.0,14274.0,91299.0,91299.0,,,,,,,,,64557.0,,,20048.0,,,,,,,,,,,,,64557.0,46323.0,20813.0,6630.0,4910.0,1720.0,9146.0,2034.0,569.0,2136.0,1156.0,1868.0,1383.0,5037.0,961.0,4076.0,24209.0,7633.0,3554.0,1885.0,1981.0,2113.0,4307.0,2736.0,45022.0,3244.0,1943.0,18234.0,10859.0,7375.0,64557.0,57182.0,7375.0,18595.0,18798.0,5219.0,4700.0,2500.0,1989.0,211.0,1536.0,879.0,743.0,136.0,3535.0,161.0,2768.0,1114.0,1501.0,153.0,203.0,18595.0,18798.0,690.0,3394.0,11047.0,3667.0,203.0,56475.0,,,,,,,,,,,,,,,1943.0,-308.0,42894.0,26031.0,16863.0,13581.0,1943.0,11946.0,-308.0,49781.0,,,,,,,,,,,,,,,3244.0,-308.0,37628.0,38443.0,-815.0,12153.0,11646.0,507.0,10192.0,9381.0,811.0,1331.0,435.0,896.0
323,A045297,1997KW04,150909.0,98114.0,52795.0,40064.0,12731.0,150909.0,90572.0,66917.0,46469.0,20448.0,21252.0,17220.0,4032.0,2403.0,60337.0,45951.0,14386.0,88175.0,24073.0,2680.0,16938.0,2328.0,12878.0,2453.0,267.0,1243.0,188.0,2029.0,883.0,1443.0,1850.0,868.0,597.0,1057.0,1188.0,544.0,4455.0,45324.0,17699.0,11936.0,4306.0,1457.0,3276.0,6661.0,6795.0,10893.0,,,,2046.0,68.0,,18778.0,16843.0,11412.0,,,5431.0,1935.0,9939.0,10348.0,409.0,98114.0,45616.0,28439.0,9763.0,11132.0,1369.0,83818.0,14296.0,98114.0,98114.0,,,,,,,,,66917.0,,,23655.0,,,,,,,,,,,,,66917.0,46469.0,22420.0,7068.0,5437.0,1631.0,9644.0,2613.0,561.0,2424.0,1311.0,1587.0,1148.0,5708.0,1505.0,4203.0,23887.0,7792.0,3213.0,1603.0,1938.0,1948.0,4335.0,3058.0,46307.0,1393.0,1231.0,20448.0,11485.0,8963.0,66917.0,57954.0,8963.0,21252.0,21515.0,5735.0,5357.0,2836.0,2285.0,236.0,1835.0,1068.0,922.0,146.0,4363.0,91.0,3066.0,1343.0,1551.0,172.0,263.0,21252.0,21515.0,696.0,4154.0,12138.0,4527.0,263.0,60337.0,,,,,,,,,,,,,,,1231.0,-334.0,45951.0,28559.0,17392.0,14386.0,1231.0,13489.0,-334.0,52795.0,,,,,,,,,,,,,,,1393.0,-334.0,40064.0,40951.0,-887.0,12731.0,12178.0,553.0,11132.0,10348.0,784.0,1369.0,409.0,960.0
324,A045297,1997JJ00,567536.0,369660.0,197876.0,152559.0,45317.0,567536.0,342909.0,259536.0,182336.0,77200.0,80036.0,66307.0,13729.0,3337.0,224627.0,173463.0,51164.0,333529.0,92465.0,10995.0,65050.0,8287.0,50050.0,9222.0,1122.0,4651.0,368.0,8340.0,3742.0,6054.0,6416.0,3755.0,2397.0,3983.0,4554.0,2159.0,16420.0,169696.0,65995.0,42739.0,17292.0,5964.0,12289.0,24744.0,26380.0,40288.0,,,,7237.0,568.0,,71368.0,63532.0,42179.0,,,21353.0,7836.0,36131.0,37870.0,1739.0,369660.0,181634.0,95454.0,35549.0,41105.0,5556.0,312637.0,57023.0,369660.0,369660.0,,,,,,,,,259536.0,,,83373.0,,,,,,,,,,,,,259536.0,182336.0,85117.0,26427.0,20065.0,6362.0,36971.0,8592.0,2189.0,8640.0,4532.0,8091.0,4927.0,21719.0,5431.0,16288.0,95293.0,30290.0,13177.0,7103.0,7313.0,7905.0,17812.0,11693.0,180410.0,7583.0,5657.0,77200.0,45965.0,31235.0,259536.0,228301.0,31235.0,80036.0,80945.0,20551.0,19232.0,10805.0,7518.0,909.0,6541.0,3649.0,3107.0,542.0,18444.0,704.0,11824.0,4969.0,6198.0,657.0,909.0,80036.0,80945.0,2900.0,17158.0,45127.0,15760.0,909.0,224627.0,,,,,,,,,,,,,,,5657.0,-1243.0,173463.0,107966.0,65497.0,51164.0,5657.0,46750.0,-1243.0,197876.0,,,,,,,,,,,,,,,7583.0,-1243.0,152559.0,155760.0,-3201.0,45317.0,43359.0,1958.0,41105.0,37870.0,3235.0,5556.0,1739.0,3817.0
325,A045297,1998KW01,146977.0,95567.0,51410.0,40748.0,10662.0,146977.0,89390.0,66477.0,47146.0,19331.0,21090.0,17935.0,3155.0,1823.0,57587.0,45351.0,12236.0,86585.0,24343.0,2618.0,17450.0,2576.0,12788.0,1894.0,311.0,1111.0,146.0,2484.0,988.0,1667.0,1240.0,947.0,763.0,1237.0,1525.0,561.0,4275.0,44675.0,17572.0,11184.0,4956.0,1432.0,3333.0,6401.0,6953.0,10416.0,,,,1868.0,141.0,,17567.0,15402.0,10084.0,,,5318.0,2165.0,8982.0,9409.0,427.0,95567.0,45764.0,26371.0,8531.0,10286.0,1755.0,80666.0,14901.0,95567.0,95567.0,,,,,,,,,66477.0,,,22913.0,,,,,,,,,,,,,66477.0,47146.0,21903.0,6416.0,5002.0,1414.0,9859.0,2026.0,503.0,2123.0,1115.0,2826.0,1266.0,5628.0,1665.0,3963.0,25262.0,8039.0,3290.0,1977.0,1929.0,2000.0,4987.0,3040.0,47165.0,1250.0,1269.0,19331.0,12589.0,6742.0,66477.0,59735.0,6742.0,21090.0,21478.0,5159.0,4821.0,2901.0,1672.0,248.0,1790.0,1013.0,853.0,160.0,4909.0,75.0,3711.0,1721.0,1784.0,206.0,388.0,21090.0,21478.0,626.0,4109.0,12759.0,3984.0,388.0,57587.0,,,,,,,,,,,,,,,1269.0,-320.0,45351.0,27603.0,17748.0,12236.0,1269.0,11287.0,-320.0,51410.0,,,,,,,,,,,,,,,1250.0,-320.0,40748.0,41562.0,-814.0,10662.0,10168.0,494.0,10286.0,9409.0,877.0,1755.0,427.0,1328.0
326,A045297,1998KW02,150249.0,98691.0,51558.0,38852.0,12706.0,150249.0,91735.0,70407.0,48943.0,21464.0,21704.0,18298.0,3406.0,-376.0,58514.0,45067.0,13447.0,89046.0,23645.0,2556.0,16497.0,1547.0,13303.0,2488.0,322.0,1218.0,167.0,2064.0,1057.0,1573.0,1561.0,926.0,751.0,1176.0,1151.0,496.0,4592.0,45720.0,17844.0,11503.0,4557.0,1784.0,3701.0,6345.0,6807.0,11023.0,,,,2124.0,152.0,,19681.0,17808.0,11827.0,,,5981.0,1873.0,9645.0,10084.0,439.0,98691.0,53975.0,20331.0,9426.0,10914.0,1488.0,83732.0,14959.0,98691.0,98691.0,,,,,,,,,70407.0,,,21328.0,,,,,,,,,,,,,70407.0,48943.0,22971.0,6961.0,5319.0,1642.0,10450.0,2298.0,621.0,2351.0,1269.0,2442.0,1469.0,5560.0,1211.0,4349.0,25649.0,7730.0,3669.0,1880.0,2121.0,2059.0,4942.0,3248.0,48620.0,1991.0,1668.0,21464.0,12670.0,8794.0,70407.0,61613.0,8794.0,21704.0,21981.0,5218.0,5367.0,3136.0,1975.0,256.0,1753.0,911.0,744.0,167.0,5399.0,179.0,3154.0,1622.0,1369.0,163.0,277.0,21704.0,21981.0,732.0,4932.0,12309.0,4008.0,277.0,58514.0,,,,,,,,,,,,,,,1668.0,-325.0,45067.0,28323.0,16744.0,13447.0,1668.0,12104.0,-325.0,51558.0,,,,,,,,,,,,,,,1991.0,-325.0,38852.0,39675.0,-823.0,12706.0,12208.0,498.0,10914.0,10084.0,830.0,1488.0,439.0,1049.0
327,A045297,1998KW03,148479.0,97141.0,51338.0,38159.0,13179.0,148479.0,90554.0,69274.0,49924.0,19350.0,20287.0,16839.0,3448.0,993.0,57925.0,43791.0,14134.0,87527.0,23364.0,2529.0,16712.0,1208.0,13822.0,2636.0,296.0,1157.0,135.0,2018.0,960.0,1639.0,2221.0,1007.0,691.0,1062.0,1074.0,608.0,4123.0,46218.0,18099.0,11522.0,4815.0,1762.0,3488.0,6412.0,7406.0,10813.0,,,,2347.0,248.0,,17945.0,15661.0,10113.0,,,5548.0,2284.0,9614.0,10014.0,400.0,97141.0,46153.0,26618.0,9390.0,10860.0,1470.0,82161.0,14980.0,97141.0,97141.0,,,,,,,,,69274.0,,,21280.0,,,,,,,,,,,,,69274.0,49924.0,22364.0,6730.0,5062.0,1668.0,10469.0,2333.0,631.0,2416.0,1335.0,2186.0,1568.0,5165.0,1006.0,4159.0,25938.0,8057.0,3761.0,2003.0,2330.0,2233.0,4602.0,2952.0,48302.0,3582.0,1960.0,19350.0,11681.0,7669.0,69274.0,61605.0,7669.0,20287.0,20532.0,5299.0,5026.0,2755.0,2031.0,240.0,1805.0,995.0,820.0,175.0,4107.0,-7.0,3307.0,1614.0,1526.0,167.0,245.0,20287.0,20532.0,520.0,3957.0,12348.0,3707.0,245.0,57925.0,,,,,,,,,,,,,,,1960.0,-314.0,43791.0,26419.0,17372.0,14134.0,1960.0,12488.0,-314.0,51338.0,,,,,,,,,,,,,,,3582.0,-314.0,38159.0,38978.0,-819.0,13179.0,12674.0,505.0,10860.0,10014.0,846.0,1470.0,400.0,1070.0
328,A045297,1998KW04,157336.0,103440.0,53896.0,40615.0,13281.0,157336.0,95733.0,71457.0,49798.0,21659.0,23019.0,18871.0,4148.0,1257.0,61603.0,46634.0,14969.0,92724.0,24394.0,2427.0,17376.0,2206.0,13366.0,2545.0,281.0,1251.0,403.0,1885.0,889.0,1355.0,1975.0,873.0,726.0,1183.0,1241.0,563.0,4591.0,48679.0,19040.0,12863.0,4573.0,1604.0,3825.0,6784.0,7249.0,11781.0,,,,2375.0,74.0,,19651.0,17588.0,11837.0,,,5751.0,2063.0,10716.0,11122.0,406.0,103440.0,48774.0,29285.0,10378.0,11943.0,1565.0,88437.0,15003.0,103440.0,103440.0,,,,,,,,,71457.0,,,24276.0,,,,,,,,,,,,,71457.0,49798.0,24054.0,7370.0,5668.0,1702.0,10780.0,2818.0,593.0,2728.0,1504.0,1867.0,1270.0,5904.0,1600.0,4304.0,25526.0,8183.0,3467.0,1686.0,2350.0,2074.0,4534.0,3232.0,49580.0,1489.0,1271.0,21659.0,12278.0,9381.0,71457.0,62076.0,9381.0,23019.0,23297.0,5897.0,5718.0,3155.0,2292.0,271.0,2286.0,1113.0,931.0,182.0,4618.0,-2.0,3667.0,1925.0,1564.0,178.0,278.0,23019.0,23297.0,606.0,4239.0,13732.0,4720.0,278.0,61603.0,,,,,,,,,,,,,,,1271.0,-336.0,46634.0,28154.0,18480.0,14969.0,1271.0,14034.0,-336.0,53896.0,,,,,,,,,,,,,,,1489.0,-336.0,40615.0,41494.0,-879.0,13281.0,12738.0,543.0,11943.0,11122.0,821.0,1565.0,406.0,1159.0
329,A045297,1998JJ00,603041.0,394839.0,208202.0,158374.0,49828.0,603041.0,367412.0,277615.0,195811.0,81804.0,86100.0,71943.0,14157.0,3697.0,235629.0,180843.0,54786.0,355882.0,95746.0,10130.0,68035.0,7537.0,53279.0,9563.0,1210.0,4737.0,851.0,8451.0,3894.0,6234.0,6997.0,3753.0,2931.0,4658.0,4991.0,2228.0,17581.0,185292.0,72555.0,47072.0,18901.0,6582.0,14347.0,25942.0,28415.0,44033.0,,,,8714.0,615.0,,74844.0,66459.0,43861.0,,,22598.0,8385.0,38957.0,40629.0,1672.0,394839.0,194666.0,102605.0,37725.0,44003.0,6278.0,334996.0,59843.0,394839.0,394839.0,,,,,,,,,277615.0,,,89797.0,,,,,,,,,,,,,277615.0,195811.0,91292.0,27477.0,21051.0,6426.0,41558.0,9475.0,2348.0,9618.0,5223.0,9321.0,5573.0,22257.0,5482.0,16775.0,102375.0,32009.0,14187.0,7546.0,8730.0,8366.0,19065.0,12472.0,193667.0,8312.0,6168.0,81804.0,49218.0,32586.0,277615.0,245029.0,32586.0,86100.0,87288.0,21573.0,20932.0,11947.0,7970.0,1015.0,7634.0,4032.0,3348.0,684.0,19033.0,245.0,13839.0,6882.0,6243.0,714.0,1188.0,86100.0,87288.0,2484.0,17237.0,51148.0,16419.0,1188.0,235629.0,,,,,,,,,,,,,,,6168.0,-1295.0,180843.0,110499.0,70344.0,54786.0,6168.0,49913.0,-1295.0,208202.0,,,,,,,,,,,,,,,8312.0,-1295.0,158374.0,161709.0,-3335.0,49828.0,47788.0,2040.0,44003.0,40629.0,3374.0,6278.0,1672.0,4606.0
330,A045297,1999KW01,153076.0,101107.0,51969.0,40172.0,11797.0,153076.0,93969.0,71425.0,51083.0,20342.0,23163.0,19659.0,3504.0,-619.0,59107.0,45643.0,13464.0,91158.0,24260.0,2214.0,17277.0,2198.0,12938.0,2149.0,310.0,1137.0,75.0,2267.0,984.0,1543.0,1425.0,962.0,849.0,1237.0,1515.0,626.0,4769.0,48368.0,18553.0,12021.0,4956.0,1576.0,3841.0,6928.0,7419.0,11627.0,,,,2095.0,153.0,,18530.0,16208.0,10585.0,,,5623.0,2322.0,9949.0,10360.0,411.0,101107.0,49295.0,26535.0,9430.0,11337.0,1907.0,85260.0,15847.0,101107.0,101107.0,-1250.0,18260.0,19510.0,99857.0,-1599.0,1088.0,2687.0,98258.0,71425.0,-16.0,26817.0,22544.0,4273.0,5471.0,1667.0,-1250.0,-1599.0,-16.0,4273.0,-110.0,283.0,393.0,3.0,4166.0,71425.0,51083.0,23762.0,6567.0,5114.0,1453.0,11383.0,2256.0,555.0,2367.0,1336.0,3465.0,1404.0,5812.0,1755.0,4057.0,27371.0,8502.0,3561.0,2164.0,2347.0,2143.0,5359.0,3295.0,51133.0,1223.0,1273.0,20342.0,13297.0,7045.0,71425.0,64380.0,7045.0,23163.0,23618.0,5412.0,5303.0,3187.0,1841.0,275.0,2110.0,1182.0,988.0,194.0,5467.0,138.0,4006.0,1999.0,1840.0,167.0,455.0,23163.0,23618.0,778.0,4521.0,14001.0,4318.0,455.0,59107.0,,,,,,,,,,,,,,,1273.0,-317.0,45643.0,26837.0,18806.0,13464.0,1273.0,12508.0,-317.0,51969.0,,,,,,,,,,,,,,,1223.0,-317.0,40172.0,40956.0,-784.0,11797.0,11330.0,467.0,11337.0,10360.0,977.0,1907.0,411.0,1496.0
