ID,Zorgaanbieders,FinancieringsvormenZorg,Perioden,UitgavenGezondheidsEnWelzijnszorg_1
647,A052942,A019151,2024JJ00,5372.0
648,A052942,A019154,2021JJ00,3.0
649,A052942,A019154,2022JJ00,3.0
650,A052942,A019154,2023JJ00,4.0
651,A052942,A019154,2024JJ00,4.0
652,A052942,A019155,2021JJ00,
653,A052942,A019155,2022JJ00,
654,A052942,A019155,2023JJ00,
655,A052942,A019155,2024JJ00,
656,A052942,A019156,2021JJ00,0.0
657,A052942,A019156,2022JJ00,3.0
658,A052942,A019156,2023JJ00,11.0
659,A052942,A019156,2024JJ00,12.0
660,A052942,A019158,2021JJ00,0.0
661,A052942,A019158,2022JJ00,0.0
662,A052942,A019158,2023JJ00,0.0
663,A052942,A019158,2024JJ00,0.0
664,A052942,A019163,2021JJ00,1154.0
665,A052942,A019163,2022JJ00,1732.0
666,A052942,A019163,2023JJ00,2251.0
667,A052942,A019163,2024JJ00,2638.0
668,A052942,A019164,2021JJ00,1154.0
669,A052942,A019164,2022JJ00,1732.0
670,A052942,A019164,2023JJ00,2251.0
671,A052942,A019164,2024JJ00,2638.0
672,A052942,A019165,2021JJ00,0.0
673,A052942,A019165,2022JJ00,0.0
674,A052942,A019165,2023JJ00,0.0
675,A052942,A019165,2024JJ00,0.0
676,A052942,A044427,2021JJ00,0.0
677,A052942,A044427,2022JJ00,0.0
678,A052942,A044427,2023JJ00,0.0
679,A052942,A044427,2024JJ00,0.0
680,A052943,T001103,2021JJ00,2523.0
681,A052943,T001103,2022JJ00,2851.0
682,A052943,T001103,2023JJ00,3309.0
683,A052943,T001103,2024JJ00,3745.0
684,A052943,A019151,2021JJ00,2462.0
685,A052943,A019151,2022JJ00,2776.0
686,A052943,A019151,2023JJ00,3217.0
687,A052943,A019151,2024JJ00,3644.0
688,A052943,A019154,2021JJ00,39.0
689,A052943,A019154,2022JJ00,48.0
690,A052943,A019154,2023JJ00,59.0
691,A052943,A019154,2024JJ00,64.0
692,A052943,A019155,2021JJ00,
693,A052943,A019155,2022JJ00,
694,A052943,A019155,2023JJ00,
695,A052943,A019155,2024JJ00,
696,A052943,A019156,2021JJ00,22.0
697,A052943,A019156,2022JJ00,26.0
698,A052943,A019156,2023JJ00,32.0
699,A052943,A019156,2024JJ00,35.0
700,A052943,A019158,2021JJ00,0.0
701,A052943,A019158,2022JJ00,0.0
702,A052943,A019158,2023JJ00,0.0
703,A052943,A019158,2024JJ00,0.0
704,A052943,A019163,2021JJ00,1.0
705,A052943,A019163,2022JJ00,1.0
706,A052943,A019163,2023JJ00,2.0
707,A052943,A019163,2024JJ00,2.0
708,A052943,A019164,2021JJ00,0.0
709,A052943,A019164,2022JJ00,0.0
710,A052943,A019164,2023JJ00,0.0
711,A052943,A019164,2024JJ00,0.0
712,A052943,A019165,2021JJ00,1.0
713,A052943,A019165,2022JJ00,1.0
714,A052943,A019165,2023JJ00,2.0
715,A052943,A019165,2024JJ00,2.0
716,A052943,A044427,2021JJ00,0.0
717,A052943,A044427,2022JJ00,0.0
718,A052943,A044427,2023JJ00,0.0
719,A052943,A044427,2024JJ00,0.0
720,A052944,T001103,2021JJ00,2086.0
721,A052944,T001103,2022JJ00,2905.0
722,A052944,T001103,2023JJ00,4177.0
723,A052944,T001103,2024JJ00,5139.0
724,A052944,A019151,2021JJ00,1794.0
725,A052944,A019151,2022JJ00,2561.0
726,A052944,A019151,2023JJ00,3790.0
727,A052944,A019151,2024JJ00,4710.0
728,A052944,A019154,2021JJ00,214.0
729,A052944,A019154,2022JJ00,256.0
730,A052944,A019154,2023JJ00,294.0
731,A052944,A019154,2024JJ00,329.0
732,A052944,A019155,2021JJ00,
733,A052944,A019155,2022JJ00,
734,A052944,A019155,2023JJ00,
735,A052944,A019155,2024JJ00,
736,A052944,A019156,2021JJ00,21.0
737,A052944,A019156,2022JJ00,26.0
738,A052944,A019156,2023JJ00,25.0
739,A052944,A019156,2024JJ00,27.0
740,A052944,A019158,2021JJ00,0.0
741,A052944,A019158,2022JJ00,0.0
742,A052944,A019158,2023JJ00,0.0
743,A052944,A019158,2024JJ00,0.0
744,A052944,A019163,2021JJ00,42.0
745,A052944,A019163,2022JJ00,46.0
746,A052944,A019163,2023JJ00,48.0
747,A052944,A019163,2024JJ00,51.0
748,A052944,A019164,2021JJ00,26.0
749,A052944,A019164,2022JJ00,29.0
750,A052944,A019164,2023JJ00,30.0
751,A052944,A019164,2024JJ00,32.0
752,A052944,A019165,2021JJ00,16.0
753,A052944,A019165,2022JJ00,17.0
754,A052944,A019165,2023JJ00,18.0
755,A052944,A019165,2024JJ00,19.0
756,A052944,A044427,2021JJ00,15.0
757,A052944,A044427,2022JJ00,16.0
758,A052944,A044427,2023JJ00,20.0
759,A052944,A044427,2024JJ00,23.0
760,A052945,T001103,2021JJ00,3021.0
761,A052945,T001103,2022JJ00,3493.0
762,A052945,T001103,2023JJ00,3692.0
763,A052945,T001103,2024JJ00,4164.0
764,A052945,A019151,2021JJ00,2498.0
765,A052945,A019151,2022JJ00,2909.0
766,A052945,A019151,2023JJ00,3040.0
767,A052945,A019151,2024JJ00,3447.0
768,A052945,A019154,2021JJ00,78.0
769,A052945,A019154,2022JJ00,97.0
770,A052945,A019154,2023JJ00,122.0
771,A052945,A019154,2024JJ00,135.0
772,A052945,A019155,2021JJ00,
773,A052945,A019155,2022JJ00,
774,A052945,A019155,2023JJ00,
775,A052945,A019155,2024JJ00,
776,A052945,A019156,2021JJ00,9.0
777,A052945,A019156,2022JJ00,10.0
778,A052945,A019156,2023JJ00,8.0
779,A052945,A019156,2024JJ00,11.0
780,A052945,A019158,2021JJ00,0.0
781,A052945,A019158,2022JJ00,0.0
782,A052945,A019158,2023JJ00,0.0
783,A052945,A019158,2024JJ00,0.0
784,A052945,A019163,2021JJ00,275.0
785,A052945,A019163,2022JJ00,296.0
786,A052945,A019163,2023JJ00,331.0
787,A052945,A019163,2024JJ00,352.0
788,A052945,A019164,2021JJ00,273.0
789,A052945,A019164,2022JJ00,294.0
790,A052945,A019164,2023JJ00,328.0
791,A052945,A019164,2024JJ00,349.0
792,A052945,A019165,2021JJ00,2.0
793,A052945,A019165,2022JJ00,2.0
794,A052945,A019165,2023JJ00,3.0
795,A052945,A019165,2024JJ00,3.0
796,A052945,A044427,2021JJ00,160.0
797,A052945,A044427,2022JJ00,181.0
798,A052945,A044427,2023JJ00,191.0
799,A052945,A044427,2024JJ00,218.0
800,A052946,T001103,2021JJ00,17452.0
801,A052946,T001103,2022JJ00,17647.0
802,A052946,T001103,2023JJ00,17639.0
803,A052946,T001103,2024JJ00,18901.0
804,A052946,A019151,2021JJ00,4396.0
805,A052946,A019151,2022JJ00,3908.0
806,A052946,A019151,2023JJ00,3404.0
807,A052946,A019151,2024JJ00,3733.0
808,A052946,A019154,2021JJ00,1978.0
809,A052946,A019154,2022JJ00,2137.0
810,A052946,A019154,2023JJ00,2344.0
811,A052946,A019154,2024JJ00,2547.0
812,A052946,A019155,2021JJ00,
813,A052946,A019155,2022JJ00,
814,A052946,A019155,2023JJ00,
815,A052946,A019155,2024JJ00,
816,A052946,A019156,2021JJ00,6639.0
817,A052946,A019156,2022JJ00,7023.0
818,A052946,A019156,2023JJ00,7167.0
819,A052946,A019156,2024JJ00,7661.0
820,A052946,A019158,2021JJ00,822.0
821,A052946,A019158,2022JJ00,841.0
822,A052946,A019158,2023JJ00,840.0
823,A052946,A019158,2024JJ00,841.0
824,A052946,A019163,2021JJ00,3251.0
825,A052946,A019163,2022JJ00,3405.0
826,A052946,A019163,2023JJ00,3515.0
827,A052946,A019163,2024JJ00,3724.0
828,A052946,A019164,2021JJ00,2202.0
829,A052946,A019164,2022JJ00,2353.0
830,A052946,A019164,2023JJ00,2465.0
831,A052946,A019164,2024JJ00,2629.0
832,A052946,A019165,2021JJ00,1049.0
833,A052946,A019165,2022JJ00,1053.0
834,A052946,A019165,2023JJ00,1050.0
835,A052946,A019165,2024JJ00,1095.0
836,A052946,A044427,2021JJ00,367.0
837,A052946,A044427,2022JJ00,333.0
838,A052946,A044427,2023JJ00,369.0
839,A052946,A044427,2024JJ00,396.0
840,A052947,T001103,2021JJ00,4488.0
841,A052947,T001103,2022JJ00,4627.0
842,A052947,T001103,2023JJ00,4649.0
843,A052947,T001103,2024JJ00,4988.0
844,A052947,A019151,2021JJ00,6.0
845,A052947,A019151,2022JJ00,0.0
846,A052947,A019151,2023JJ00,0.0
847,A052947,A019151,2024JJ00,0.0
848,A052947,A019154,2021JJ00,0.0
849,A052947,A019154,2022JJ00,0.0
850,A052947,A019154,2023JJ00,0.0
851,A052947,A019154,2024JJ00,0.0
852,A052947,A019155,2021JJ00,
853,A052947,A019155,2022JJ00,
854,A052947,A019155,2023JJ00,
855,A052947,A019155,2024JJ00,
856,A052947,A019156,2021JJ00,3504.0
857,A052947,A019156,2022JJ00,3656.0
858,A052947,A019156,2023JJ00,3649.0
859,A052947,A019156,2024JJ00,3914.0
860,A052947,A019158,2021JJ00,41.0
861,A052947,A019158,2022JJ00,31.0
862,A052947,A019158,2023JJ00,29.0
863,A052947,A019158,2024JJ00,29.0
864,A052947,A019163,2021JJ00,933.0
865,A052947,A019163,2022JJ00,933.0
866,A052947,A019163,2023JJ00,964.0
867,A052947,A019163,2024JJ00,1038.0
868,A052947,A019164,2021JJ00,214.0
869,A052947,A019164,2022JJ00,220.0
870,A052947,A019164,2023JJ00,260.0
871,A052947,A019164,2024JJ00,307.0
872,A052947,A019165,2021JJ00,718.0
873,A052947,A019165,2022JJ00,713.0
874,A052947,A019165,2023JJ00,704.0
875,A052947,A019165,2024JJ00,731.0
876,A052947,A044427,2021JJ00,4.0
877,A052947,A044427,2022JJ00,7.0
878,A052947,A044427,2023JJ00,7.0
879,A052947,A044427,2024JJ00,7.0
880,A052948,T001103,2021JJ00,4177.0
881,A052948,T001103,2022JJ00,4049.0
882,A052948,T001103,2023JJ00,4128.0
883,A052948,T001103,2024JJ00,4369.0
884,A052948,A019151,2021JJ00,975.0
885,A052948,A019151,2022JJ00,799.0
886,A052948,A019151,2023JJ00,752.0
887,A052948,A019151,2024JJ00,790.0
888,A052948,A019154,2021JJ00,193.0
889,A052948,A019154,2022JJ00,198.0
890,A052948,A019154,2023JJ00,244.0
891,A052948,A019154,2024JJ00,239.0
892,A052948,A019155,2021JJ00,
893,A052948,A019155,2022JJ00,
894,A052948,A019155,2023JJ00,
895,A052948,A019155,2024JJ00,
896,A052948,A019156,2021JJ00,1365.0
897,A052948,A019156,2022JJ00,1430.0
898,A052948,A019156,2023JJ00,1503.0
899,A052948,A019156,2024JJ00,1640.0
900,A052948,A019158,2021JJ00,220.0
901,A052948,A019158,2022JJ00,209.0
902,A052948,A019158,2023JJ00,188.0
903,A052948,A019158,2024JJ00,191.0
904,A052948,A019163,2021JJ00,1369.0
905,A052948,A019163,2022JJ00,1414.0
906,A052948,A019163,2023JJ00,1441.0
907,A052948,A019163,2024JJ00,1509.0
908,A052948,A019164,2021JJ00,1104.0
909,A052948,A019164,2022JJ00,1141.0
910,A052948,A019164,2023JJ00,1146.0
911,A052948,A019164,2024JJ00,1197.0
912,A052948,A019165,2021JJ00,265.0
913,A052948,A019165,2022JJ00,273.0
914,A052948,A019165,2023JJ00,295.0
915,A052948,A019165,2024JJ00,312.0
916,A052948,A044427,2021JJ00,54.0
917,A052948,A044427,2022JJ00,0.0
918,A052948,A044427,2023JJ00,0.0
919,A052948,A044427,2024JJ00,0.0
920,A052949,T001103,2021JJ00,2761.0
921,A052949,T001103,2022JJ00,2752.0
922,A052949,T001103,2023JJ00,2454.0
923,A052949,T001103,2024JJ00,2644.0
924,A052949,A019151,2021JJ00,1118.0
925,A052949,A019151,2022JJ00,1047.0
926,A052949,A019151,2023JJ00,613.0
927,A052949,A019151,2024JJ00,687.0
928,A052949,A019154,2021JJ00,119.0
929,A052949,A019154,2022JJ00,131.0
930,A052949,A019154,2023JJ00,136.0
931,A052949,A019154,2024JJ00,149.0
932,A052949,A019155,2021JJ00,
933,A052949,A019155,2022JJ00,
934,A052949,A019155,2023JJ00,
935,A052949,A019155,2024JJ00,
936,A052949,A019156,2021JJ00,391.0
937,A052949,A019156,2022JJ00,368.0
938,A052949,A019156,2023JJ00,391.0
939,A052949,A019156,2024JJ00,399.0
940,A052949,A019158,2021JJ00,71.0
941,A052949,A019158,2022JJ00,65.0
942,A052949,A019158,2023JJ00,67.0
943,A052949,A019158,2024JJ00,67.0
944,A052949,A019163,2021JJ00,796.0
945,A052949,A019163,2022JJ00,862.0
946,A052949,A019163,2023JJ00,932.0
947,A052949,A019163,2024JJ00,997.0
948,A052949,A019164,2021JJ00,774.0
949,A052949,A019164,2022JJ00,841.0
950,A052949,A019164,2023JJ00,910.0
951,A052949,A019164,2024JJ00,975.0
952,A052949,A019165,2021JJ00,22.0
953,A052949,A019165,2022JJ00,21.0
954,A052949,A019165,2023JJ00,23.0
955,A052949,A019165,2024JJ00,22.0
956,A052949,A044427,2021JJ00,266.0
957,A052949,A044427,2022JJ00,279.0
958,A052949,A044427,2023JJ00,314.0
959,A052949,A044427,2024JJ00,345.0
960,A052950,T001103,2021JJ00,1734.0
961,A052950,T001103,2022JJ00,1782.0
962,A052950,T001103,2023JJ00,1903.0
963,A052950,T001103,2024JJ00,2086.0
964,A052950,A019151,2021JJ00,175.0
965,A052950,A019151,2022JJ00,125.0
966,A052950,A019151,2023JJ00,116.0
967,A052950,A019151,2024JJ00,121.0
968,A052950,A019154,2021JJ00,1397.0
969,A052950,A019154,2022JJ00,1514.0
970,A052950,A019154,2023JJ00,1656.0
971,A052950,A019154,2024JJ00,1829.0
972,A052950,A019155,2021JJ00,
973,A052950,A019155,2022JJ00,
974,A052950,A019155,2023JJ00,
975,A052950,A019155,2024JJ00,
976,A052950,A019156,2021JJ00,157.0
977,A052950,A019156,2022JJ00,139.0
978,A052950,A019156,2023JJ00,129.0
979,A052950,A019156,2024JJ00,132.0
980,A052950,A019158,2021JJ00,0.0
981,A052950,A019158,2022JJ00,0.0
982,A052950,A019158,2023JJ00,0.0
983,A052950,A019158,2024JJ00,0.0
984,A052950,A019163,2021JJ00,5.0
985,A052950,A019163,2022JJ00,3.0
986,A052950,A019163,2023JJ00,3.0
987,A052950,A019163,2024JJ00,3.0
988,A052950,A019164,2021JJ00,0.0
989,A052950,A019164,2022JJ00,0.0
990,A052950,A019164,2023JJ00,0.0
991,A052950,A019164,2024JJ00,0.0
992,A052950,A019165,2021JJ00,5.0
993,A052950,A019165,2022JJ00,3.0
994,A052950,A019165,2023JJ00,3.0
995,A052950,A019165,2024JJ00,3.0
996,A052950,A044427,2021JJ00,0.0
997,A052950,A044427,2022JJ00,0.0
998,A052950,A044427,2023JJ00,0.0
999,A052950,A044427,2024JJ00,0.0
1000,A052951,T001103,2021JJ00,639.0
1001,A052951,T001103,2022JJ00,692.0
1002,A052951,T001103,2023JJ00,655.0
1003,A052951,T001103,2024JJ00,655.0
1004,A052951,A019151,2021JJ00,231.0
1005,A052951,A019151,2022JJ00,74.0
1006,A052951,A019151,2023JJ00,0.0
1007,A052951,A019151,2024JJ00,0.0
1008,A052951,A019154,2021JJ00,3.0
1009,A052951,A019154,2022JJ00,3.0
1010,A052951,A019154,2023JJ00,3.0
1011,A052951,A019154,2024JJ00,3.0
1012,A052951,A019155,2021JJ00,
1013,A052951,A019155,2022JJ00,
1014,A052951,A019155,2023JJ00,
1015,A052951,A019155,2024JJ00,
1016,A052951,A019156,2021JJ00,186.0
1017,A052951,A019156,2022JJ00,327.0
1018,A052951,A019156,2023JJ00,365.0
1019,A052951,A019156,2024JJ00,366.0
1020,A052951,A019158,2021JJ00,28.0
1021,A052951,A019158,2022JJ00,48.0
1022,A052951,A019158,2023JJ00,65.0
1023,A052951,A019158,2024JJ00,68.0
1024,A052951,A019163,2021JJ00,148.0
1025,A052951,A019163,2022JJ00,192.0
1026,A052951,A019163,2023JJ00,175.0
1027,A052951,A019163,2024JJ00,176.0
1028,A052951,A019164,2021JJ00,109.0
1029,A052951,A019164,2022JJ00,150.0
1030,A052951,A019164,2023JJ00,150.0
1031,A052951,A019164,2024JJ00,150.0
1032,A052951,A019165,2021JJ00,39.0
1033,A052951,A019165,2022JJ00,42.0
1034,A052951,A019165,2023JJ00,25.0
1035,A052951,A019165,2024JJ00,26.0
1036,A052951,A044427,2021JJ00,43.0
1037,A052951,A044427,2022JJ00,46.0
1038,A052951,A044427,2023JJ00,47.0
1039,A052951,A044427,2024JJ00,43.0
1040,A052952,T001103,2021JJ00,3653.0
1041,A052952,T001103,2022JJ00,3744.0
1042,A052952,T001103,2023JJ00,3850.0
1043,A052952,T001103,2024JJ00,4158.0
1044,A052952,A019151,2021JJ00,1891.0
1045,A052952,A019151,2022JJ00,1863.0
1046,A052952,A019151,2023JJ00,1923.0
1047,A052952,A019151,2024JJ00,2135.0
1048,A052952,A019154,2021JJ00,265.0
1049,A052952,A019154,2022JJ00,291.0
1050,A052952,A019154,2023JJ00,305.0
1051,A052952,A019154,2024JJ00,328.0
1052,A052952,A019155,2021JJ00,
1053,A052952,A019155,2022JJ00,
1054,A052952,A019155,2023JJ00,
1055,A052952,A019155,2024JJ00,
1056,A052952,A019156,2021JJ00,1035.0
1057,A052952,A019156,2022JJ00,1103.0
1058,A052952,A019156,2023JJ00,1130.0
1059,A052952,A019156,2024JJ00,1209.0
1060,A052952,A019158,2021JJ00,462.0
1061,A052952,A019158,2022JJ00,488.0
1062,A052952,A019158,2023JJ00,492.0
1063,A052952,A019158,2024JJ00,487.0
1064,A052952,A019163,2021JJ00,0.0
1065,A052952,A019163,2022JJ00,0.0
1066,A052952,A019163,2023JJ00,0.0
1067,A052952,A019163,2024JJ00,0.0
1068,A052952,A019164,2021JJ00,0.0
1069,A052952,A019164,2022JJ00,0.0
1070,A052952,A019164,2023JJ00,0.0
1071,A052952,A019164,2024JJ00,0.0
1072,A052952,A019165,2021JJ00,0.0
1073,A052952,A019165,2022JJ00,0.0
1074,A052952,A019165,2023JJ00,0.0
1075,A052952,A019165,2024JJ00,0.0
1076,A052952,A044427,2021JJ00,0.0
1077,A052952,A044427,2022JJ00,0.0
1078,A052952,A044427,2023JJ00,0.0
1079,A052952,A044427,2024JJ00,0.0
