ID,Bronnen,Perioden,NMVOS_1,SO2_2,CO_3,NOx_4,NH3_5,PM10_6,PM25_7
446,A025424  ,2012JJ00,32.72,0.2,328.9,130.3,3.48,5.56,3.41
447,A025424  ,2013JJ00,30.08,0.2,310.0,115.9,3.37,5.02,2.9
448,A025424  ,2014JJ00,27.5,0.2,288.2,97.8,3.16,4.58,2.45
449,A025424  ,2015JJ00,26.65,0.2,281.9,93.1,3.2,4.45,2.27
450,A025424  ,2016JJ00,25.88,0.2,270.2,85.1,3.21,4.29,2.03
451,A025424  ,2017JJ00,26.1,0.2,275.9,85.0,3.49,4.27,1.96
452,A025424  ,2018JJ00,25.29,0.2,262.5,82.3,3.46,4.15,1.81
453,A025424  ,2019JJ00,25.13,0.2,247.9,76.0,3.49,4.01,1.65
454,A025424  ,2020JJ00,21.48,0.2,199.8,61.8,2.95,3.48,1.37
455,A025424  ,2021JJ00,21.09,0.2,187.5,59.0,3.04,3.5,1.32
456,A025425  ,1990JJ00,8.2,1.9,22.1,30.7,0.01,1.36,1.29
457,A025425  ,1995JJ00,9.54,2.0,22.9,27.3,0.01,1.37,1.3
458,A025425  ,2000JJ00,7.71,2.2,26.2,30.0,0.01,1.36,1.3
459,A025425  ,2001JJ00,8.23,2.3,27.2,31.2,0.01,1.39,1.32
460,A025425  ,2002JJ00,7.45,2.2,27.7,30.3,0.01,1.33,1.26
461,A025425  ,2003JJ00,7.45,2.2,28.5,31.1,0.01,1.34,1.27
462,A025425  ,2004JJ00,7.07,2.1,28.7,29.1,0.01,1.24,1.18
463,A025425  ,2005JJ00,6.44,2.0,28.3,28.1,0.01,1.18,1.12
464,A025425  ,2006JJ00,6.64,2.0,27.9,27.6,0.01,1.14,1.08
465,A025425  ,2007JJ00,6.31,2.0,27.6,28.0,0.01,1.14,1.09
466,A025425  ,2008JJ00,6.06,1.2,27.3,27.8,0.01,1.06,1.0
467,A025425  ,2009JJ00,5.82,1.0,26.9,23.1,0.0,0.95,0.9
468,A025425  ,2010JJ00,5.82,0.5,27.1,24.6,0.01,0.96,0.91
469,A025425  ,2011JJ00,5.57,0.0,27.3,26.1,0.01,0.96,0.91
470,A025425  ,2012JJ00,5.53,0.0,27.3,28.0,0.01,1.01,0.95
471,A025425  ,2013JJ00,5.24,0.0,26.9,27.3,0.01,0.97,0.91
472,A025425  ,2014JJ00,4.28,0.0,26.8,27.6,0.01,0.96,0.91
473,A025425  ,2015JJ00,4.07,0.0,26.6,27.9,0.01,0.96,0.9
474,A025425  ,2016JJ00,4.17,0.0,26.4,27.4,0.01,0.93,0.87
475,A025425  ,2017JJ00,4.24,0.0,26.5,27.9,0.01,0.93,0.87
476,A025425  ,2018JJ00,4.22,0.0,26.6,28.0,0.01,0.92,0.86
477,A025425  ,2019JJ00,3.79,0.0,25.9,25.3,0.01,0.82,0.78
478,A025425  ,2020JJ00,3.62,0.0,25.6,24.6,0.01,0.8,0.75
479,A025425  ,2021JJ00,3.65,0.0,25.5,24.1,0.01,0.77,0.72
480,A025428  ,1990JJ00,0.48,0.1,3.7,1.4,0.0,0.04,0.04
481,A025428  ,1995JJ00,0.48,0.2,4.3,2.1,0.0,0.05,0.05
482,A025428  ,2000JJ00,0.45,0.2,4.2,2.7,0.0,0.06,0.06
483,A025428  ,2001JJ00,0.42,0.2,3.9,2.7,0.0,0.06,0.05
484,A025428  ,2002JJ00,0.41,0.2,3.9,2.7,0.0,0.06,0.05
485,A025428  ,2003JJ00,0.48,0.2,4.5,2.9,0.0,0.06,0.06
486,A025428  ,2004JJ00,0.52,0.2,4.5,3.0,0.0,0.07,0.06
487,A025428  ,2005JJ00,0.53,0.2,4.5,3.2,0.0,0.07,0.06
488,A025428  ,2006JJ00,0.55,0.2,4.6,3.2,0.0,0.07,0.06
489,A025428  ,2007JJ00,0.55,0.2,4.6,3.3,0.0,0.07,0.06
490,A025428  ,2008JJ00,0.55,0.3,4.7,3.3,0.0,0.07,0.06
491,A025428  ,2009JJ00,0.49,0.2,4.5,3.0,0.0,0.06,0.05
492,A025428  ,2010JJ00,0.49,0.2,4.5,3.2,0.0,0.06,0.05
493,A025428  ,2011JJ00,0.52,0.2,4.6,3.3,0.0,0.06,0.05
494,A025428  ,2012JJ00,0.51,0.2,4.4,3.3,0.0,0.06,0.05
495,A025428  ,2013JJ00,0.5,0.2,4.2,3.4,0.0,0.06,0.05
496,A025428  ,2014JJ00,0.5,0.2,4.2,3.5,0.0,0.06,0.05
497,A025428  ,2015JJ00,0.5,0.3,4.2,3.6,0.0,0.05,0.04
498,A025428  ,2016JJ00,0.51,0.3,4.3,3.8,0.0,0.05,0.04
499,A025428  ,2017JJ00,0.51,0.3,4.3,4.0,0.0,0.05,0.04
500,A025428  ,2018JJ00,0.52,0.3,4.4,4.2,0.0,0.05,0.04
501,A025428  ,2019JJ00,0.52,0.3,4.5,4.1,0.0,0.05,0.04
502,A025428  ,2020JJ00,0.27,0.1,2.5,2.3,0.0,0.03,0.02
503,A025428  ,2021JJ00,0.3,0.2,2.9,2.6,0.0,0.03,0.02
504,A025429  ,1990JJ00,16.97,9.3,94.6,73.5,0.01,6.82,6.49
505,A025429  ,1995JJ00,15.58,10.2,86.1,79.3,0.01,6.42,6.11
506,A025429  ,2000JJ00,14.37,9.6,80.4,82.2,0.01,6.03,5.73
507,A025429  ,2001JJ00,13.83,9.2,78.8,80.5,0.01,5.86,5.57
508,A025429  ,2002JJ00,12.7,8.0,75.8,73.0,0.01,5.32,5.06
509,A025429  ,2003JJ00,11.86,7.7,73.9,69.2,0.01,5.02,4.78
510,A025429  ,2004JJ00,11.18,7.5,72.7,66.3,0.01,4.75,4.51
511,A025429  ,2005JJ00,10.87,7.7,72.5,66.0,0.01,4.7,4.47
512,A025429  ,2006JJ00,10.09,7.5,70.9,62.7,0.01,4.38,4.17
513,A025429  ,2007JJ00,9.37,6.5,69.1,59.3,0.01,4.1,3.9
514,A025429  ,2008JJ00,8.77,4.0,68.1,56.9,0.01,3.51,3.34
515,A025429  ,2009JJ00,8.14,2.9,66.7,54.2,0.01,3.09,2.95
516,A025429  ,2010JJ00,7.53,2.0,65.0,50.9,0.01,2.75,2.62
517,A025429  ,2011JJ00,7.28,0.8,65.3,48.7,0.01,2.54,2.42
518,A025429  ,2012JJ00,6.63,0.6,63.6,43.2,0.01,2.24,2.13
519,A025429  ,2013JJ00,6.46,0.8,63.6,43.6,0.01,2.21,2.1
520,A025429  ,2014JJ00,6.2,1.0,63.6,43.7,0.01,2.17,2.07
521,A025429  ,2015JJ00,5.76,0.6,62.7,42.1,0.02,2.0,1.9
522,A025429  ,2016JJ00,5.48,0.4,62.5,40.4,0.04,1.88,1.79
523,A025429  ,2017JJ00,5.02,0.4,60.8,36.8,0.05,1.69,1.61
524,A025429  ,2018JJ00,4.81,0.3,60.0,36.7,0.07,1.64,1.57
525,A025429  ,2019JJ00,4.5,0.4,58.0,35.4,0.09,1.49,1.42
526,A025429  ,2020JJ00,4.31,0.3,57.0,34.8,0.11,1.47,1.4
527,A025429  ,2021JJ00,3.96,0.3,55.0,32.2,0.12,1.3,1.24
528,A025430  ,1990JJ00,3.97,1.2,10.2,13.2,0.0,1.66,1.57
529,A025430  ,1995JJ00,3.61,1.2,9.5,14.0,0.0,1.48,1.41
530,A025430  ,2000JJ00,3.31,1.2,9.1,14.8,0.0,1.33,1.27
531,A025430  ,2001JJ00,3.16,1.2,8.8,14.5,0.0,1.28,1.22
532,A025430  ,2002JJ00,2.97,1.1,8.4,13.7,0.0,1.2,1.14
533,A025430  ,2003JJ00,2.76,1.2,8.2,13.6,0.0,1.18,1.12
534,A025430  ,2004JJ00,2.47,1.1,7.8,12.8,0.0,1.08,1.03
535,A025430  ,2005JJ00,2.34,1.2,7.7,13.0,0.0,1.08,1.03
536,A025430  ,2006JJ00,2.14,1.1,7.4,12.5,0.0,1.02,0.97
537,A025430  ,2007JJ00,1.98,1.1,7.2,12.2,0.0,0.97,0.92
538,A025430  ,2008JJ00,1.82,0.6,6.9,11.8,0.0,0.81,0.77
539,A025430  ,2009JJ00,1.65,0.3,6.6,11.1,0.0,0.69,0.66
540,A025430  ,2010JJ00,1.61,0.1,6.6,11.3,0.0,0.67,0.64
541,A025430  ,2011JJ00,1.54,0.0,6.5,11.4,0.0,0.64,0.61
542,A025430  ,2012JJ00,1.44,0.0,6.3,10.8,0.0,0.6,0.57
543,A025430  ,2013JJ00,1.4,0.0,6.2,10.9,0.0,0.58,0.55
544,A025430  ,2014JJ00,1.4,0.0,6.3,11.5,0.0,0.58,0.55
545,A025430  ,2015JJ00,1.32,0.0,6.2,11.2,0.01,0.54,0.51
546,A025430  ,2016JJ00,1.21,0.0,5.8,10.1,0.01,0.47,0.45
547,A025430  ,2017JJ00,1.13,0.0,5.5,9.5,0.02,0.43,0.41
548,A025430  ,2018JJ00,1.14,0.0,5.6,10.3,0.03,0.45,0.43
549,A025430  ,2019JJ00,1.05,0.0,5.2,9.4,0.03,0.39,0.38
550,A025430  ,2020JJ00,1.02,0.0,5.1,9.5,0.04,0.38,0.36
551,A025430  ,2021JJ00,0.97,0.0,4.9,9.3,0.05,0.35,0.33
552,A025431  ,1990JJ00,1.42,5.0,1.5,20.6,0.0,1.16,1.1
553,A025431  ,1995JJ00,1.45,5.9,1.5,23.2,0.0,1.28,1.22
554,A025431  ,2000JJ00,1.33,5.2,1.4,22.6,0.0,1.19,1.13
555,A025431  ,2001JJ00,1.29,4.8,1.4,22.0,0.0,1.13,1.07
556,A025431  ,2002JJ00,1.06,3.8,1.1,18.3,0.0,0.91,0.87
557,A025431  ,2003JJ00,0.94,3.6,1.0,16.6,0.0,0.82,0.78
558,A025431  ,2004JJ00,0.87,3.4,0.9,15.8,0.0,0.74,0.71
559,A025431  ,2005JJ00,0.84,3.4,0.9,15.5,0.0,0.74,0.7
560,A025431  ,2006JJ00,0.78,3.3,0.8,14.7,0.0,0.69,0.66
561,A025431  ,2007JJ00,0.66,2.5,0.7,12.8,0.0,0.61,0.58
562,A025431  ,2008JJ00,0.58,1.8,0.7,11.8,0.0,0.56,0.53
563,A025431  ,2009JJ00,0.53,1.9,0.6,11.4,0.0,0.55,0.52
564,A025431  ,2010JJ00,0.52,1.6,0.6,11.0,0.0,0.5,0.47
565,A025431  ,2011JJ00,0.43,0.7,0.5,8.7,0.0,0.36,0.34
566,A025431  ,2012JJ00,0.34,0.6,0.4,6.8,0.0,0.28,0.26
567,A025431  ,2013JJ00,0.38,0.7,0.4,8.0,0.0,0.33,0.31
568,A025431  ,2014JJ00,0.37,1.0,0.5,8.3,0.0,0.34,0.33
569,A025431  ,2015JJ00,0.37,0.5,0.5,8.9,0.0,0.33,0.32
570,A025431  ,2016JJ00,0.35,0.4,0.4,8.4,0.0,0.3,0.28
571,A025431  ,2017JJ00,0.31,0.4,0.4,7.3,0.0,0.27,0.25
572,A025431  ,2018JJ00,0.3,0.3,0.4,7.0,0.0,0.26,0.24
573,A025431  ,2019JJ00,0.36,0.4,0.4,8.0,0.0,0.24,0.23
574,A025431  ,2020JJ00,0.31,0.3,0.4,7.4,0.0,0.25,0.24
575,A025431  ,2021JJ00,0.26,0.3,0.3,6.2,0.0,0.21,0.2
576,A025433  ,1990JJ00,11.58,3.1,83.0,39.7,0.01,4.01,3.81
577,A025433  ,1995JJ00,10.52,3.0,75.1,42.1,0.01,3.66,3.48
578,A025433  ,2000JJ00,9.73,3.2,69.9,44.8,0.01,3.51,3.33
579,A025433  ,2001JJ00,9.38,3.2,68.6,44.0,0.01,3.45,3.29
580,A025433  ,2002JJ00,8.67,3.1,66.3,41.0,0.01,3.2,3.05
581,A025433  ,2003JJ00,8.16,3.0,64.7,38.9,0.01,3.03,2.88
582,A025433  ,2004JJ00,7.84,3.0,64.0,37.8,0.01,2.92,2.78
583,A025433  ,2005JJ00,7.68,3.1,63.9,37.5,0.01,2.88,2.74
584,A025433  ,2006JJ00,7.17,3.0,62.7,35.5,0.01,2.67,2.54
585,A025433  ,2007JJ00,6.72,2.9,61.2,34.3,0.01,2.52,2.4
586,A025433  ,2008JJ00,6.37,1.6,60.5,33.3,0.01,2.14,2.04
587,A025433  ,2009JJ00,5.96,0.7,59.5,31.8,0.01,1.86,1.77
588,A025433  ,2010JJ00,5.4,0.3,57.9,28.5,0.01,1.58,1.51
589,A025433  ,2011JJ00,5.3,0.0,58.3,28.7,0.01,1.54,1.47
590,A025433  ,2012JJ00,4.85,0.0,57.0,25.6,0.01,1.36,1.3
591,A025433  ,2013JJ00,4.68,0.0,56.9,24.6,0.01,1.3,1.24
592,A025433  ,2014JJ00,4.43,0.0,56.8,23.9,0.01,1.25,1.19
593,A025433  ,2015JJ00,4.06,0.0,56.1,22.0,0.01,1.13,1.07
594,A025433  ,2016JJ00,3.93,0.0,56.3,22.0,0.02,1.11,1.06
595,A025433  ,2017JJ00,3.57,0.0,54.9,20.1,0.03,1.0,0.95
596,A025433  ,2018JJ00,3.36,0.0,54.0,19.3,0.04,0.94,0.9
597,A025433  ,2019JJ00,3.09,0.0,52.4,18.0,0.05,0.86,0.82
598,A025433  ,2020JJ00,2.97,0.0,51.5,17.9,0.06,0.84,0.8
599,A025433  ,2021JJ00,2.73,0.0,49.7,16.6,0.07,0.74,0.71
