ID,RegioS,Perioden,TotaleOppervlakte_1,TotaalVerkeersterrein_2,Spoorterrein_3,Wegverkeersterrein_4,Vliegveld_5,TotaalBebouwdTerrein_6,Woonterrein_7,TerreinVoorDetailhandelEnHoreca_8,TerreinVoorOpenbareVoorzieningen_9,TerreinVoorSociaalCultureleVoorz_10,Bedrijventerrein_11,TotaalSemiBebouwdTerrein_12,Stortplaats_13,Wrakkenopslagplaats_14,Begraafplaats_15,Delfstofwinplaats_16,Bouwterrein_17,SemiVerhardOverigTerrein_18,TotaalRecreatieterrein_19,ParkEnPlantsoen_20,Sportterrein_21,Volkstuin_22,DagrecreatiefTerrein_23,VerblijfsrecreatiefTerrein_24,TotaalAgrarischTerrein_25,TerreinVoorGlastuinbouw_26,OverigAgrarischTerrein_27,TotaalBosEnOpenNatuurlijkTerrein_28,Bos_29,OpenDroogNatuurlijkTerrein_30,OpenNatNatuurlijkTerrein_31,TotaalBinnenwater_32,IJsselmeerMarkermeer_33,AfgeslotenZeearm_34,RijnEnMaas_35,Randmeer_36,Spaarbekken_37,RecreatiefBinnenwater_38,BinnenwaterVoorDelfstofwinning_39,VloeiEnOfSlibveld_40,OverigBinnenwater_41,TotaalBuitenwater_42,WaddenzeeEemsDollard_43,Oosterschelde_44,Westerschelde_45,Noordzee_46
2977,GM0392,2015JJ00,3209.0,213.0,46.0,167.0,0.0,1720.0,1261.0,82.0,38.0,80.0,258.0,70.0,0.0,2.0,26.0,0.0,42.0,0.0,431.0,232.0,138.0,38.0,21.0,2.0,418.0,1.0,417.0,66.0,33.0,0.0,33.0,292.0,,,,,0.0,57.0,0.0,0.0,235.0,,,,,
2978,GM0392,2017JJ00,3209.0,210.0,47.0,163.0,0.0,1726.0,1281.0,89.0,35.0,80.0,241.0,66.0,0.0,2.0,26.0,0.0,38.0,0.0,432.0,229.0,139.0,42.0,20.0,2.0,409.0,1.0,408.0,77.0,29.0,0.0,48.0,288.0,,,,,0.0,54.0,0.0,0.0,234.0,,,,,
2979,GM0393,1996JJ00,2758.0,132.0,16.0,116.0,0.0,195.0,69.0,0.0,10.0,4.0,113.0,462.0,0.0,0.0,0.0,0.0,462.0,0.0,222.0,1.0,155.0,0.0,59.0,7.0,1233.0,2.0,1231.0,308.0,261.0,0.0,46.0,206.0,,,,,0.0,26.0,0.0,18.0,163.0,,,,,
2980,GM0393,2000JJ00,2108.0,120.0,14.0,106.0,0.0,148.0,65.0,0.0,6.0,4.0,73.0,15.0,0.0,0.0,0.0,0.0,13.0,2.0,181.0,2.0,105.0,0.0,63.0,10.0,1172.0,2.0,1170.0,290.0,265.0,0.0,24.0,184.0,,,,,0.0,24.0,0.0,0.0,159.0,,,,,
2981,GM0393,2003JJ00,2108.0,124.0,13.0,111.0,0.0,151.0,70.0,1.0,4.0,2.0,74.0,7.0,0.0,0.0,0.0,0.0,5.0,2.0,188.0,5.0,108.0,0.0,65.0,10.0,1173.0,1.0,1172.0,283.0,257.0,0.0,26.0,183.0,,,,,0.0,30.0,0.0,0.0,153.0,,,,,
2982,GM0393,2006JJ00,2108.0,142.0,13.0,129.0,0.0,151.0,70.0,1.0,4.0,2.0,74.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,186.0,4.0,108.0,0.0,65.0,9.0,1171.0,1.0,1170.0,270.0,249.0,0.0,22.0,186.0,,,,,0.0,33.0,0.0,0.0,153.0,,,,,
2983,GM0393,2008JJ00,2108.0,144.0,13.0,131.0,0.0,139.0,74.0,1.0,4.0,2.0,58.0,14.0,0.0,0.0,0.0,0.0,12.0,2.0,188.0,4.0,109.0,0.0,66.0,9.0,1162.0,1.0,1161.0,275.0,245.0,0.0,29.0,186.0,,,,,0.0,33.0,0.0,0.0,153.0,,,,,
2984,GM0393,2010JJ00,2108.0,139.0,13.0,126.0,0.0,143.0,74.0,1.0,4.0,2.0,61.0,14.0,0.0,0.0,0.0,0.0,12.0,2.0,169.0,1.0,94.0,0.0,64.0,9.0,1170.0,1.0,1169.0,288.0,255.0,2.0,32.0,185.0,,,,,0.0,33.0,0.0,0.0,152.0,,,,,
2985,GM0393,2012JJ00,2119.0,136.0,13.0,124.0,0.0,127.0,76.0,1.0,4.0,2.0,44.0,54.0,0.0,0.0,0.0,0.0,52.0,2.0,162.0,0.0,92.0,0.0,61.0,9.0,1161.0,1.0,1160.0,281.0,240.0,2.0,40.0,197.0,,,,,0.0,33.0,0.0,0.0,164.0,,,,,
2986,GM0393,2015JJ00,2119.0,133.0,13.0,120.0,0.0,132.0,76.0,1.0,4.0,2.0,49.0,60.0,0.0,0.0,0.0,0.0,58.0,2.0,164.0,0.0,92.0,0.0,62.0,9.0,1148.0,1.0,1147.0,285.0,239.0,2.0,44.0,197.0,,,,,0.0,33.0,0.0,0.0,164.0,,,,,
2987,GM0393,2017JJ00,2119.0,132.0,13.0,120.0,0.0,123.0,78.0,3.0,1.0,3.0,39.0,85.0,0.0,0.0,0.0,0.0,83.0,2.0,172.0,1.0,98.0,0.0,60.0,14.0,1129.0,1.0,1128.0,279.0,240.0,0.0,38.0,198.0,,,,,0.0,30.0,0.0,0.0,168.0,,,,,
2988,GM0394,1996JJ00,18528.0,1323.0,47.0,681.0,595.0,2492.0,1577.0,61.0,61.0,119.0,674.0,457.0,19.0,2.0,11.0,0.0,414.0,10.0,461.0,128.0,211.0,27.0,79.0,16.0,13145.0,220.0,12925.0,139.0,139.0,0.0,0.0,512.0,,,,,0.0,26.0,21.0,0.0,465.0,,,,,
2989,GM0394,2000JJ00,18528.0,1360.0,55.0,716.0,588.0,2652.0,1639.0,64.0,48.0,116.0,784.0,1504.0,10.0,2.0,11.0,0.0,1481.0,0.0,501.0,137.0,239.0,25.0,80.0,20.0,11827.0,219.0,11608.0,132.0,132.0,0.0,0.0,552.0,,,,,0.0,26.0,27.0,0.0,499.0,,,,,
2990,GM0394,2003JJ00,18528.0,1569.0,53.0,907.0,609.0,2809.0,1694.0,69.0,57.0,103.0,886.0,1339.0,10.0,2.0,11.0,0.0,1316.0,0.0,679.0,217.0,244.0,24.0,173.0,21.0,11428.0,228.0,11200.0,93.0,87.0,5.0,0.0,611.0,,,,,0.0,39.0,0.0,0.0,572.0,,,,,
2991,GM0394,2006JJ00,18528.0,1705.0,92.0,964.0,649.0,3142.0,1850.0,83.0,63.0,126.0,1021.0,619.0,2.0,8.0,15.0,0.0,594.0,0.0,815.0,317.0,255.0,26.0,197.0,20.0,11462.0,214.0,11249.0,124.0,120.0,4.0,0.0,661.0,,,,,0.0,95.0,0.0,0.0,566.0,,,,,
2992,GM0394,2008JJ00,18528.0,1768.0,91.0,1008.0,669.0,3180.0,1896.0,81.0,57.0,123.0,1024.0,615.0,2.0,26.0,15.0,0.0,571.0,0.0,825.0,321.0,264.0,26.0,194.0,20.0,11333.0,199.0,11133.0,145.0,140.0,4.0,0.0,663.0,,,,,0.0,94.0,0.0,0.0,569.0,,,,,
2993,GM0394,2010JJ00,18528.0,1732.0,91.0,971.0,670.0,3223.0,1886.0,113.0,54.0,127.0,1044.0,737.0,2.0,26.0,15.0,0.0,694.0,0.0,935.0,273.0,273.0,30.0,342.0,17.0,11100.0,187.0,10913.0,142.0,137.0,4.0,0.0,659.0,,,,,0.0,96.0,0.0,0.0,564.0,,,,,
2994,GM0394,2012JJ00,18529.0,1769.0,100.0,991.0,678.0,3291.0,1855.0,128.0,65.0,133.0,1109.0,620.0,2.0,20.0,14.0,0.0,582.0,0.0,1242.0,382.0,357.0,28.0,458.0,17.0,10733.0,184.0,10549.0,176.0,172.0,4.0,0.0,699.0,,,,,0.0,115.0,0.0,0.0,584.0,,,,,
2995,GM0394,2015JJ00,18513.0,1861.0,100.0,1080.0,681.0,3309.0,1856.0,128.0,67.0,135.0,1121.0,750.0,2.0,20.0,14.0,0.0,713.0,0.0,1264.0,407.0,363.0,25.0,452.0,17.0,10479.0,176.0,10304.0,163.0,153.0,4.0,6.0,686.0,,,,,0.0,115.0,0.0,0.0,572.0,,,,,
2996,GM0394,2017JJ00,18513.0,1896.0,104.0,1042.0,750.0,3371.0,1886.0,124.0,64.0,137.0,1160.0,623.0,2.0,20.0,17.0,0.0,583.0,0.0,1309.0,686.0,392.0,25.0,189.0,18.0,10385.0,171.0,10214.0,216.0,181.0,4.0,31.0,712.0,,,,,0.0,122.0,0.0,0.0,591.0,,,,,
2997,GM0914,1996JJ00,2915.0,100.0,13.0,87.0,0.0,377.0,232.0,0.0,58.0,39.0,48.0,13.0,0.0,4.0,3.0,0.0,6.0,1.0,47.0,9.0,25.0,5.0,0.0,8.0,1382.0,6.0,1376.0,937.0,934.0,3.0,0.0,58.0,,,5.0,,0.0,0.0,0.0,3.0,50.0,,,,,
2998,GM0914,2000JJ00,2915.0,101.0,12.0,88.0,0.0,381.0,236.0,0.0,58.0,38.0,49.0,23.0,0.0,4.0,3.0,0.0,16.0,1.0,48.0,10.0,25.0,6.0,0.0,8.0,1366.0,7.0,1360.0,938.0,935.0,3.0,0.0,58.0,,,5.0,,0.0,0.0,0.0,3.0,50.0,,,,,
2999,GM0914,2003JJ00,2915.0,102.0,12.0,90.0,0.0,391.0,237.0,0.0,61.0,40.0,53.0,39.0,0.0,4.0,3.0,0.0,32.0,1.0,57.0,21.0,23.0,5.0,0.0,8.0,1348.0,6.0,1341.0,920.0,917.0,3.0,0.0,58.0,,,5.0,,0.0,0.0,0.0,3.0,49.0,,,,,
3000,GM0914,2006JJ00,2915.0,109.0,12.0,97.0,0.0,390.0,243.0,0.0,53.0,40.0,54.0,32.0,0.0,4.0,3.0,0.0,25.0,1.0,58.0,22.0,23.0,5.0,0.0,8.0,1348.0,7.0,1341.0,916.0,913.0,3.0,0.0,62.0,,,5.0,,0.0,0.0,0.0,8.0,49.0,,,,,
3001,GM0914,2008JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3002,GM0914,2010JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3003,GM0914,2012JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3004,GM0914,2015JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005,GM0914,2017JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3006,GM1655,1996JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3007,GM1655,2000JJ00,7524.0,354.0,29.0,307.0,18.0,625.0,444.0,4.0,6.0,26.0,144.0,33.0,0.0,0.0,6.0,0.0,27.0,0.0,163.0,36.0,56.0,0.0,13.0,58.0,6004.0,26.0,5978.0,286.0,270.0,14.0,2.0,60.0,,,,,0.0,2.0,0.0,0.0,58.0,,,,,
3008,GM1655,2003JJ00,7524.0,344.0,29.0,307.0,8.0,648.0,442.0,12.0,7.0,28.0,160.0,29.0,0.0,0.0,6.0,0.0,23.0,0.0,166.0,31.0,57.0,1.0,13.0,64.0,5990.0,26.0,5964.0,285.0,270.0,13.0,2.0,61.0,,,,,0.0,2.0,0.0,0.0,60.0,,,,,
3009,GM1655,2006JJ00,7524.0,341.0,29.0,304.0,8.0,664.0,455.0,14.0,7.0,28.0,158.0,74.0,0.0,0.0,6.0,0.0,68.0,0.0,166.0,31.0,58.0,0.0,11.0,65.0,5935.0,29.0,5905.0,282.0,268.0,12.0,2.0,63.0,,,,,0.0,2.0,0.0,0.0,61.0,,,,,
3010,GM1655,2008JJ00,7524.0,338.0,28.0,302.0,8.0,694.0,458.0,13.0,8.0,28.0,187.0,98.0,0.0,0.0,6.0,0.0,92.0,0.0,166.0,29.0,59.0,0.0,12.0,65.0,5879.0,32.0,5847.0,281.0,267.0,12.0,2.0,68.0,,,,,0.0,2.0,0.0,0.0,66.0,,,,,
3011,GM1655,2010JJ00,7524.0,342.0,28.0,304.0,9.0,769.0,478.0,20.0,8.0,25.0,239.0,64.0,0.0,0.0,5.0,0.0,59.0,0.0,162.0,24.0,57.0,0.0,12.0,69.0,5834.0,29.0,5805.0,280.0,267.0,11.0,2.0,73.0,,,,,0.0,2.0,0.0,0.0,71.0,,,,,
3012,GM1655,2012JJ00,7521.0,336.0,28.0,298.0,9.0,789.0,481.0,19.0,6.0,27.0,256.0,74.0,0.0,0.0,6.0,0.0,68.0,0.0,169.0,29.0,54.0,0.0,12.0,73.0,5802.0,31.0,5770.0,279.0,268.0,11.0,0.0,73.0,,,,,0.0,5.0,0.0,0.0,68.0,,,,,
3013,GM1655,2015JJ00,7521.0,327.0,28.0,290.0,9.0,793.0,489.0,19.0,6.0,30.0,249.0,88.0,0.0,0.0,6.0,0.0,83.0,0.0,172.0,29.0,57.0,0.0,12.0,73.0,5789.0,31.0,5757.0,278.0,267.0,11.0,0.0,75.0,,,,,0.0,5.0,0.0,0.0,70.0,,,,,
3014,GM1655,2017JJ00,7521.0,336.0,29.0,298.0,10.0,818.0,498.0,22.0,6.0,30.0,263.0,61.0,0.0,0.0,6.0,0.0,55.0,0.0,174.0,29.0,60.0,0.0,12.0,74.0,5776.0,33.0,5742.0,279.0,267.0,0.0,12.0,77.0,,,,,0.0,5.0,0.0,0.0,72.0,,,,,
3015,GM0789,1996JJ00,2796.0,88.0,0.0,88.0,0.0,339.0,215.0,6.0,3.0,49.0,66.0,19.0,0.0,0.0,3.0,0.0,8.0,8.0,86.0,31.0,24.0,4.0,28.0,0.0,1828.0,7.0,1821.0,292.0,143.0,0.0,149.0,144.0,,,,,0.0,6.0,0.0,0.0,139.0,,,,,
3016,GM0789,2000JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3017,GM0789,2003JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3018,GM0789,2006JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3019,GM0789,2008JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3020,GM0789,2010JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3021,GM0789,2012JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3022,GM0789,2015JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3023,GM0789,2017JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3024,GM0159,1996JJ00,4406.0,132.0,11.0,121.0,0.0,311.0,229.0,0.0,3.0,8.0,71.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,39.0,1.0,25.0,0.0,2.0,11.0,3704.0,0.0,3704.0,175.0,175.0,0.0,0.0,34.0,,,,,0.0,0.0,0.0,0.0,34.0,,,,,
3025,GM0159,2000JJ00,4406.0,133.0,11.0,122.0,0.0,327.0,238.0,0.0,3.0,8.0,78.0,20.0,0.0,0.0,10.0,0.0,10.0,0.0,39.0,1.0,25.0,0.0,2.0,11.0,3676.0,0.0,3676.0,177.0,177.0,0.0,0.0,34.0,,,,,0.0,0.0,0.0,0.0,34.0,,,,,
3026,GM0159,2003JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3027,GM0159,2006JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3028,GM0159,2008JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3029,GM0159,2010JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030,GM0159,2012JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3031,GM0159,2015JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3032,GM0159,2017JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3033,GM0160,1996JJ00,18419.0,547.0,32.0,515.0,0.0,743.0,525.0,5.0,14.0,42.0,157.0,123.0,35.0,3.0,12.0,44.0,27.0,0.0,351.0,29.0,67.0,5.0,43.0,207.0,14828.0,0.0,14828.0,1590.0,1492.0,71.0,28.0,237.0,,,,,0.0,24.0,68.0,0.0,144.0,,,,,
3034,GM0160,2000JJ00,18417.0,540.0,27.0,513.0,0.0,788.0,544.0,5.0,14.0,42.0,183.0,203.0,35.0,3.0,15.0,42.0,108.0,0.0,351.0,29.0,65.0,5.0,41.0,210.0,14697.0,0.0,14697.0,1595.0,1509.0,61.0,25.0,243.0,,,,,0.0,22.0,73.0,0.0,148.0,,,,,
3035,GM0160,2003JJ00,31724.0,954.0,41.0,913.0,0.0,1341.0,955.0,7.0,23.0,74.0,282.0,324.0,32.0,3.0,31.0,55.0,201.0,2.0,511.0,53.0,110.0,13.0,58.0,278.0,25861.0,0.0,25861.0,2296.0,2213.0,56.0,27.0,436.0,,,,,0.0,36.0,71.0,58.0,272.0,,,,,
3036,GM0160,2006JJ00,31724.0,939.0,41.0,898.0,0.0,1462.0,950.0,22.0,24.0,87.0,379.0,283.0,27.0,2.0,30.0,50.0,171.0,2.0,538.0,61.0,116.0,12.0,55.0,293.0,25753.0,2.0,25751.0,2310.0,2224.0,60.0,26.0,440.0,,,,,0.0,32.0,63.0,40.0,305.0,,,,,
3037,GM0160,2008JJ00,31724.0,938.0,41.0,897.0,0.0,1496.0,969.0,52.0,24.0,87.0,364.0,251.0,27.0,2.0,30.0,47.0,144.0,0.0,545.0,62.0,117.0,12.0,59.0,295.0,25725.0,0.0,25725.0,2300.0,2212.0,62.0,26.0,468.0,,,,,0.0,33.0,81.0,63.0,291.0,,,,,
3038,GM0160,2010JJ00,31724.0,956.0,42.0,915.0,0.0,1519.0,968.0,49.0,26.0,83.0,393.0,277.0,27.0,0.0,30.0,56.0,164.0,0.0,547.0,59.0,120.0,11.0,61.0,296.0,25651.0,1.0,25651.0,2283.0,2177.0,77.0,29.0,490.0,,,,,0.0,33.0,91.0,60.0,306.0,,,,,
3039,GM0160,2012JJ00,31715.0,952.0,42.0,910.0,0.0,1549.0,982.0,49.0,26.0,84.0,408.0,394.0,27.0,0.0,30.0,55.0,282.0,0.0,554.0,59.0,120.0,11.0,61.0,303.0,25501.0,1.0,25500.0,2277.0,2171.0,77.0,30.0,489.0,,,,,0.0,33.0,92.0,60.0,303.0,,,,,
3040,GM0160,2015JJ00,31715.0,941.0,42.0,899.0,0.0,1617.0,993.0,49.0,26.0,91.0,457.0,332.0,27.0,0.0,30.0,56.0,219.0,0.0,608.0,98.0,130.0,10.0,62.0,307.0,25449.0,1.0,25448.0,2281.0,2169.0,75.0,37.0,487.0,,,,,0.0,36.0,97.0,38.0,317.0,,,,,
3041,GM0160,2017JJ00,31715.0,938.0,41.0,897.0,0.0,1681.0,1033.0,49.0,18.0,101.0,480.0,255.0,27.0,0.0,29.0,51.0,148.0,0.0,625.0,101.0,132.0,10.0,62.0,320.0,25473.0,1.0,25472.0,2244.0,2109.0,103.0,33.0,499.0,,,,,0.0,37.0,99.0,37.0,327.0,,,,,
3042,GM0243,1996JJ00,4827.0,126.0,17.0,109.0,0.0,859.0,551.0,6.0,96.0,56.0,151.0,57.0,0.0,0.0,7.0,0.0,41.0,9.0,202.0,44.0,41.0,13.0,36.0,67.0,1077.0,6.0,1071.0,1507.0,1292.0,196.0,19.0,998.0,,,,974.0,0.0,7.0,0.0,0.0,16.0,,,,,
3043,GM0243,2000JJ00,4827.0,142.0,17.0,126.0,0.0,874.0,557.0,6.0,90.0,52.0,169.0,55.0,0.0,0.0,7.0,0.0,37.0,10.0,204.0,43.0,43.0,13.0,36.0,68.0,1065.0,7.0,1058.0,1506.0,1288.0,199.0,19.0,981.0,,,,969.0,0.0,7.0,0.0,0.0,6.0,,,,,
3044,GM0243,2003JJ00,4827.0,165.0,17.0,148.0,0.0,875.0,544.0,12.0,81.0,49.0,190.0,75.0,0.0,0.0,7.0,0.0,55.0,13.0,210.0,51.0,44.0,12.0,36.0,67.0,1001.0,4.0,996.0,1523.0,1279.0,218.0,26.0,980.0,,,,965.0,0.0,7.0,0.0,0.0,8.0,,,,,
3045,GM0243,2006JJ00,4827.0,161.0,16.0,145.0,0.0,915.0,580.0,14.0,58.0,57.0,205.0,57.0,0.0,0.0,10.0,0.0,32.0,15.0,216.0,63.0,46.0,3.0,36.0,68.0,980.0,4.0,976.0,1530.0,1282.0,215.0,34.0,968.0,,,,953.0,0.0,7.0,0.0,0.0,8.0,,,,,
3046,GM0243,2008JJ00,4827.0,165.0,16.0,148.0,0.0,927.0,581.0,24.0,58.0,56.0,208.0,132.0,0.0,0.0,10.0,0.0,108.0,14.0,213.0,59.0,46.0,3.0,37.0,69.0,892.0,3.0,889.0,1530.0,1303.0,193.0,34.0,968.0,,,,953.0,0.0,7.0,0.0,0.0,8.0,,,,,
3047,GM0243,2010JJ00,4827.0,171.0,17.0,154.0,0.0,942.0,597.0,24.0,58.0,53.0,210.0,129.0,0.0,0.0,10.0,0.0,112.0,7.0,212.0,59.0,46.0,2.0,37.0,68.0,871.0,4.0,867.0,1540.0,1292.0,215.0,34.0,962.0,,,,944.0,0.0,7.0,0.0,0.0,11.0,,,,,
3048,GM0243,2012JJ00,4827.0,166.0,14.0,152.0,0.0,983.0,612.0,26.0,59.0,62.0,223.0,113.0,0.0,0.0,11.0,0.0,96.0,6.0,226.0,68.0,46.0,2.0,41.0,69.0,873.0,4.0,869.0,1526.0,1278.0,228.0,20.0,941.0,,,,925.0,0.0,5.0,0.0,0.0,11.0,,,,,
3049,GM0243,2015JJ00,4827.0,163.0,14.0,149.0,0.0,978.0,617.0,22.0,20.0,90.0,230.0,109.0,0.0,0.0,11.0,0.0,94.0,3.0,233.0,73.0,53.0,2.0,36.0,69.0,867.0,4.0,862.0,1540.0,1274.0,243.0,23.0,938.0,,,0.0,924.0,0.0,5.0,0.0,0.0,9.0,,,,,
3050,GM0243,2017JJ00,4827.0,164.0,14.0,150.0,0.0,984.0,626.0,25.0,15.0,93.0,226.0,110.0,0.0,0.0,11.0,0.0,95.0,4.0,246.0,80.0,59.0,2.0,34.0,71.0,841.0,4.0,837.0,1546.0,1273.0,249.0,25.0,935.0,,,,920.0,0.0,3.0,0.0,0.0,11.0,,,,,
3051,GM0523,1996JJ00,1935.0,105.0,23.0,81.0,0.0,316.0,211.0,0.0,4.0,0.0,102.0,18.0,0.0,0.0,3.0,0.0,10.0,5.0,43.0,15.0,19.0,9.0,0.0,0.0,1130.0,0.0,1130.0,74.0,47.0,0.0,27.0,249.0,,,164.0,,0.0,0.0,0.0,0.0,85.0,,,,,
3052,GM0523,2000JJ00,1935.0,99.0,23.0,76.0,0.0,320.0,215.0,0.0,2.0,0.0,103.0,47.0,0.0,0.0,4.0,0.0,37.0,6.0,43.0,16.0,19.0,9.0,0.0,0.0,1108.0,0.0,1108.0,74.0,47.0,0.0,27.0,245.0,,,164.0,,0.0,0.0,0.0,0.0,81.0,,,,,
3053,GM0523,2003JJ00,1935.0,106.0,17.0,89.0,0.0,334.0,232.0,0.0,2.0,0.0,100.0,49.0,0.0,0.0,4.0,0.0,37.0,9.0,42.0,15.0,19.0,9.0,0.0,0.0,1090.0,0.0,1090.0,67.0,43.0,0.0,24.0,247.0,,,164.0,,0.0,0.0,0.0,0.0,83.0,,,,,
3054,GM0523,2006JJ00,1935.0,115.0,27.0,88.0,0.0,342.0,222.0,2.0,4.0,5.0,110.0,15.0,0.0,0.0,4.0,0.0,3.0,7.0,41.0,11.0,21.0,9.0,0.0,0.0,1106.0,0.0,1106.0,74.0,48.0,0.0,26.0,244.0,,,163.0,,0.0,0.0,0.0,0.0,80.0,,,,,
3055,GM0523,2008JJ00,1935.0,115.0,25.0,90.0,0.0,342.0,222.0,2.0,3.0,5.0,110.0,21.0,0.0,0.0,4.0,0.0,10.0,7.0,41.0,11.0,21.0,9.0,0.0,0.0,1099.0,0.0,1099.0,74.0,48.0,0.0,27.0,244.0,,,164.0,,0.0,0.0,0.0,0.0,80.0,,,,,
3056,GM0523,2010JJ00,1935.0,99.0,13.0,86.0,0.0,343.0,222.0,4.0,3.0,5.0,109.0,29.0,0.0,0.0,4.0,0.0,18.0,6.0,39.0,11.0,19.0,9.0,0.0,0.0,1105.0,0.0,1105.0,78.0,47.0,1.0,30.0,243.0,,,163.0,,0.0,0.0,0.0,0.0,79.0,,,,,
3057,GM0523,2012JJ00,1935.0,111.0,26.0,85.0,0.0,354.0,225.0,4.0,6.0,8.0,111.0,20.0,0.0,0.0,4.0,0.0,10.0,7.0,37.0,12.0,16.0,9.0,0.0,0.0,1092.0,0.0,1092.0,78.0,47.0,1.0,29.0,243.0,,,164.0,,0.0,0.0,0.0,0.0,80.0,,,,,
3058,GM0523,2015JJ00,1935.0,117.0,26.0,90.0,0.0,352.0,225.0,4.0,6.0,8.0,110.0,28.0,0.0,0.0,6.0,0.0,15.0,7.0,37.0,12.0,16.0,9.0,0.0,0.0,1069.0,0.0,1069.0,88.0,44.0,1.0,42.0,245.0,,,164.0,,0.0,0.0,0.0,0.0,81.0,,,,,
3059,GM0523,2017JJ00,1935.0,114.0,26.0,88.0,0.0,365.0,238.0,4.0,6.0,7.0,110.0,25.0,0.0,0.0,6.0,0.0,11.0,8.0,37.0,12.0,16.0,9.0,0.0,0.0,1078.0,0.0,1078.0,67.0,41.0,0.0,26.0,250.0,,,163.0,,0.0,0.0,0.0,0.0,87.0,,,,,
3060,GM0017,1996JJ00,5070.0,161.0,55.0,106.0,0.0,550.0,442.0,6.0,23.0,76.0,4.0,17.0,4.0,0.0,6.0,0.0,8.0,0.0,214.0,17.0,115.0,2.0,64.0,16.0,3290.0,0.0,3290.0,362.0,265.0,7.0,90.0,476.0,,,,,0.0,22.0,0.0,0.0,454.0,,,,,
3061,GM0017,2000JJ00,5070.0,155.0,52.0,103.0,0.0,548.0,438.0,6.0,22.0,75.0,7.0,18.0,4.0,0.0,13.0,0.0,0.0,1.0,208.0,17.0,115.0,2.0,57.0,17.0,3261.0,0.0,3261.0,380.0,278.0,7.0,94.0,500.0,,,,,0.0,22.0,0.0,0.0,478.0,,,,,
3062,GM0017,2003JJ00,5070.0,156.0,53.0,103.0,0.0,557.0,438.0,11.0,18.0,72.0,18.0,23.0,4.0,0.0,13.0,0.0,6.0,1.0,201.0,16.0,112.0,4.0,59.0,11.0,3220.0,0.0,3220.0,410.0,282.0,0.0,128.0,501.0,,,,,0.0,22.0,0.0,0.0,479.0,,,,,
3063,GM0017,2006JJ00,5070.0,149.0,51.0,98.0,0.0,575.0,447.0,12.0,19.0,77.0,21.0,19.0,4.0,0.0,13.0,0.0,2.0,0.0,203.0,14.0,113.0,4.0,61.0,11.0,3219.0,0.0,3219.0,399.0,272.0,8.0,119.0,505.0,,,,,0.0,22.0,0.0,0.0,483.0,,,,,
3064,GM0017,2008JJ00,5070.0,151.0,51.0,100.0,0.0,564.0,442.0,13.0,19.0,69.0,21.0,27.0,4.0,0.0,13.0,0.0,10.0,0.0,209.0,15.0,113.0,4.0,61.0,16.0,3204.0,0.0,3204.0,406.0,272.0,8.0,126.0,509.0,,,,,0.0,22.0,0.0,0.0,487.0,,,,,
3065,GM0017,2010JJ00,5070.0,154.0,51.0,102.0,0.0,562.0,447.0,12.0,19.0,64.0,21.0,30.0,4.0,0.0,14.0,0.0,13.0,0.0,209.0,14.0,114.0,4.0,61.0,15.0,3192.0,0.0,3192.0,407.0,276.0,8.0,123.0,516.0,,,,,0.0,22.0,0.0,0.0,494.0,,,,,
