ID,KenmerkenInstallaties,Perioden,Aankoop_1,ProductieUitSlibgisting_2,AfleveringExtern_3,Afgefakkeld_4,Afgeblazen_5,Totaal_6,VerbruikVoorProductieAardgasEnLNG_7,VerbruikInGasmotorenWKKInstallaties_8,VerbruikVoorOpwarmingSlibgistingstank_9,OverigVerbruik_10,Aankoop_11,ZelfOpgewektViaWindEnZonneEnergie_12,ZelfOpgewektInWKKInstallaties_13,AfleveringExtern_14,Totaal_15,VerbruikBeluchtingZuiveringsproces_16,VerbruikDoorAfvalwatertransportgemalen_17,VerbruikVoorSlibontwatering_18,OverigVerbruik_19,Aankoop_20,ProductieUitBiogas_21,AfleveringExtern_22,Totaal_23,VerbruikGasmotorenVanWKKInstallaties_24,VerbruikVoorSlibontwatering_25,OverigVerbruik_26,ProductieWarmteInWKKInstallaties_27,VerbruikInZuiveringsproces_28,VerbruikVanHuisbrandolie_29,Totaal_30,Elektriciteit_31,Aardgas_32,Biogas_33,Warmte_34,OverigeBrandstoffen_35
159,A027813   ,2018JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6763.0,0.0,42347.0,38593.0,10517.0,0.0,0.0,10517.0,0.0,18015.0,0.0,0.0,18015.0,15802.0,2213.0,0.0,245.0,245.0,0.0,,,,,,
160,A027813   ,2019JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7961.0,0.0,41357.0,36271.0,13047.0,0.0,0.0,13047.0,0.0,18369.0,0.0,0.0,18369.0,14238.0,4132.0,0.0,210.0,210.0,0.0,434.0,-148.0,581.0,0.0,0.0,0.0
161,A027813   ,2020JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7646.0,0.0,44355.0,38533.0,13467.0,0.0,0.0,13467.0,0.0,19991.0,0.0,0.0,19991.0,15330.0,4661.0,0.0,230.0,230.0,0.0,471.0,-161.0,633.0,0.0,0.0,0.0
162,A027813   ,2021JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6999.0,0.0,41447.0,35907.0,12539.0,0.0,0.0,12539.0,0.0,18953.0,0.0,0.0,18953.0,14448.0,4458.0,46.0,220.0,220.0,0.0,449.0,-151.0,600.0,0.0,0.0,0.0
163,A027813   ,2022JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6823.0,0.0,42634.0,37361.0,12096.0,0.0,0.0,12096.0,0.0,20048.0,0.0,0.0,20048.0,15235.0,4814.0,0.0,235.0,235.0,0.0,475.0,-159.0,635.0,0.0,0.0,0.0
164,A027813   ,2023JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2869.0,0.0,39194.0,33971.0,8093.0,0.0,0.0,8044.0,48.0,14126.0,0.0,0.0,14126.0,14077.0,47.0,2.0,220.0,220.0,0.0,285.0,-162.0,447.0,0.0,0.0,0.0
165,A025767   ,2013JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,606.0,0.0,0.0,0.0,606.0,197.0,103.0,0.0,307.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0
166,A025767   ,2014JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,419.0,0.0,0.0,0.0,419.0,145.0,89.0,0.0,185.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
167,A025767   ,2015JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425.0,0.0,0.0,0.0,425.0,201.0,89.0,0.0,134.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
168,A025767   ,2016JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387.0,0.0,0.0,0.0,387.0,189.0,82.0,0.0,116.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
169,A025767   ,2017JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,469.0,0.0,0.0,0.0,469.0,178.0,91.0,0.0,200.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0
170,A025767   ,2018JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
171,A025767   ,2019JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,A025767   ,2020JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,A025767   ,2021JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,A025767   ,2022JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,A025767   ,2023JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,A025768   ,2013JJ00,0.0,99200.0,11271.0,5320.0,79.0,82530.0,1822.0,75156.0,2023.0,3529.0,253004.0,565.0,149822.0,6431.0,396960.0,141853.0,52678.0,21748.0,180681.0,2476.0,1099.0,1114.0,2461.0,1206.0,43.0,1212.0,906.0,639.0,79.0,3325.0,1290.0,43.0,1923.0,65.0,3.0
177,A025768   ,2014JJ00,0.0,95311.0,11627.0,6174.0,203.0,77308.0,1289.0,73297.0,1512.0,1210.0,230792.0,618.0,149991.0,5763.0,375638.0,140311.0,44560.0,20821.0,169947.0,1605.0,1002.0,1013.0,1594.0,818.0,27.0,749.0,877.0,630.0,70.0,3055.0,1166.0,18.0,1801.0,66.0,3.0
178,A025768   ,2015JJ00,0.0,93633.0,10259.0,6904.0,82.0,76387.0,948.0,71970.0,1889.0,1580.0,235739.0,809.0,154068.0,9388.0,381228.0,140177.0,47386.0,21213.0,172452.0,1916.0,733.0,746.0,1904.0,910.0,30.0,963.0,852.0,566.0,67.0,3048.0,1173.0,36.0,1780.0,48.0,10.0
179,A025768   ,2016JJ00,0.0,100094.0,9928.0,9327.0,578.0,80262.0,1334.0,74990.0,2360.0,1578.0,241975.0,800.0,156071.0,14159.0,384688.0,146114.0,50917.0,22329.0,165329.0,1292.0,961.0,973.0,1279.0,283.0,30.0,966.0,921.0,627.0,64.0,3089.0,1149.0,10.0,1870.0,48.0,11.0
180,A025768   ,2017JJ00,0.0,102327.0,8706.0,12007.0,674.0,80941.0,1702.0,72968.0,5363.0,907.0,254453.0,801.0,150766.0,12569.0,393451.0,146893.0,52913.0,23152.0,170492.0,1008.0,1129.0,1141.0,997.0,189.0,19.0,789.0,849.0,553.0,4.0,3047.0,1109.0,27.0,1822.0,82.0,7.0
181,A025768   ,2018JJ00,0.0,93760.0,11048.0,9718.0,226.0,72768.0,2969.0,64800.0,4134.0,865.0,219283.0,2855.0,141313.0,14104.0,349347.0,127780.0,45944.0,18654.0,156969.0,1195.0,2339.0,2350.0,1183.0,72.0,0.0,1112.0,789.0,941.0,126.0,3266.0,1059.0,-37.0,1695.0,537.0,12.0
182,A025768   ,2019JJ00,0.0,103269.0,14331.0,9192.0,76.0,79670.0,5872.0,68337.0,4206.0,1255.0,217192.0,9042.0,145266.0,14466.0,357034.0,137159.0,48341.0,19870.0,151664.0,1563.0,3764.0,3775.0,1552.0,77.0,0.0,1474.0,882.0,958.0,50.0,3419.0,1105.0,-70.0,1856.0,519.0,9.0
183,A025768   ,2020JJ00,0.0,113299.0,17069.0,8195.0,126.0,87909.0,10755.0,70584.0,4830.0,1740.0,236208.0,16449.0,150120.0,22884.0,379893.0,148644.0,49154.0,20540.0,161555.0,2127.0,6744.0,6755.0,2116.0,221.0,0.0,1895.0,823.0,603.0,62.0,2964.0,1144.0,-147.0,1909.0,62.0,-3.0
184,A025768   ,2021JJ00,0.0,109043.0,10009.0,8395.0,78.0,90561.0,21817.0,63407.0,4139.0,1198.0,222168.0,17076.0,130584.0,17757.0,352070.0,136618.0,47393.0,17197.0,150862.0,2613.0,14037.0,14042.0,2608.0,666.0,0.0,1942.0,763.0,518.0,60.0,2989.0,1156.0,-362.0,2110.0,70.0,15.0
185,A025768   ,2022JJ00,0.0,92825.0,10198.0,5327.0,65.0,77235.0,14428.0,57130.0,4788.0,888.0,206834.0,23464.0,117957.0,20853.0,327402.0,127752.0,43660.0,17133.0,138857.0,1922.0,9066.0,9070.0,1918.0,177.0,0.0,1741.0,673.0,472.0,9.0,2695.0,1093.0,-226.0,1800.0,28.0,1.0
186,A025768   ,2023JJ00,0.0,90807.0,7737.0,4322.0,63.0,78684.0,19699.0,52274.0,5120.0,1591.0,221625.0,30426.0,110179.0,31020.0,331210.0,116678.0,51118.0,16379.0,147035.0,938.0,12267.0,12274.0,931.0,146.0,0.0,784.0,594.0,399.0,2.0,2672.0,1154.0,-359.0,1833.0,35.0,8.0
187,A025769   ,2013JJ00,0.0,9284.0,76.0,555.0,4.0,8648.0,0.0,8340.0,178.0,131.0,16135.0,0.0,18026.0,877.0,33284.0,18908.0,2180.0,2301.0,9894.0,118.0,0.0,0.0,118.0,0.0,15.0,103.0,100.0,76.0,0.0,324.0,91.0,3.0,234.0,-5.0,0.0
188,A025769   ,2014JJ00,0.0,12701.0,45.0,394.0,0.0,12261.0,0.0,11153.0,1103.0,5.0,27368.0,0.0,23324.0,845.0,49847.0,23732.0,3994.0,3251.0,18869.0,181.0,0.0,0.0,181.0,0.0,0.0,180.0,133.0,108.0,0.0,426.0,138.0,6.0,286.0,-4.0,0.0
189,A025769   ,2015JJ00,0.0,13265.0,0.0,501.0,0.0,12763.0,0.0,11187.0,1445.0,131.0,27035.0,0.0,25213.0,761.0,51486.0,26482.0,3818.0,3519.0,17667.0,245.0,0.0,0.0,245.0,1.0,0.0,245.0,130.0,102.0,0.0,438.0,137.0,8.0,297.0,-5.0,0.0
190,A025769   ,2016JJ00,0.0,15128.0,61.0,765.0,1.0,14301.0,0.0,11294.0,2998.0,9.0,29089.0,0.0,25780.0,605.0,54264.0,26930.0,4239.0,5936.0,17158.0,80.0,0.0,0.0,80.0,0.0,8.0,72.0,130.0,101.0,0.0,480.0,149.0,3.0,333.0,-4.0,0.0
191,A025769   ,2017JJ00,0.0,14507.0,65.0,710.0,5.0,13728.0,0.0,12272.0,1456.0,0.0,29912.0,37.0,26130.0,560.0,55519.0,26622.0,4556.0,2761.0,21580.0,121.0,0.0,0.0,121.0,0.0,0.0,121.0,147.0,120.0,0.0,558.0,170.0,4.0,384.0,0.0,0.0
192,A025769   ,2018JJ00,0.0,22293.0,74.0,1559.0,12.0,20648.0,0.0,16815.0,3595.0,237.0,36230.0,45.0,35016.0,2199.0,69092.0,32911.0,4882.0,4076.0,27223.0,288.0,0.0,0.0,288.0,6.0,23.0,258.0,206.0,150.0,0.0,668.0,178.0,9.0,481.0,0.0,0.0
193,A025769   ,2019JJ00,0.0,21494.0,68.0,2869.0,1.0,18557.0,0.0,15675.0,2875.0,8.0,33451.0,2912.0,35866.0,4954.0,67275.0,32453.0,5783.0,5125.0,23914.0,331.0,0.0,94.0,237.0,0.0,29.0,208.0,186.0,133.0,0.0,604.0,164.0,7.0,432.0,0.0,0.0
194,A025769   ,2020JJ00,0.0,16539.0,41.0,1593.0,5.0,14900.0,27.0,13611.0,712.0,550.0,18306.0,1970.0,29470.0,4854.0,44892.0,23579.0,4840.0,2957.0,13517.0,265.0,0.0,104.0,161.0,0.0,1.0,161.0,161.0,123.0,0.0,627.0,136.0,6.0,486.0,-2.0,0.0
195,A025769   ,2021JJ00,0.0,28284.0,55.0,2018.0,3.0,26208.0,2208.0,20671.0,3329.0,0.0,26814.0,9538.0,46370.0,14245.0,68477.0,33155.0,5997.0,5687.0,23638.0,294.0,1226.0,132.0,1389.0,0.0,0.0,1389.0,243.0,154.0,0.0,729.0,115.0,5.0,611.0,-2.0,0.0
196,A025769   ,2022JJ00,0.0,39377.0,921.0,1639.0,13.0,36804.0,15178.0,19410.0,2034.0,183.0,40724.0,10025.0,43516.0,16604.0,77661.0,35448.0,5256.0,5765.0,31192.0,224.0,10193.0,10323.0,94.0,0.0,0.0,94.0,224.0,193.0,24.0,770.0,178.0,-320.0,858.0,53.0,1.0
197,A025769   ,2023JJ00,0.0,39888.0,921.0,1971.0,5.0,36991.0,14252.0,20565.0,2174.0,0.0,54459.0,14987.0,45279.0,17915.0,96810.0,45633.0,8248.0,7445.0,35485.0,205.0,9684.0,9813.0,77.0,0.0,0.0,76.0,235.0,198.0,0.0,882.0,269.0,-304.0,862.0,56.0,0.0
198,A025772   ,2013JJ00,0.0,1383.0,0.0,1.0,0.0,1381.0,0.0,1369.0,12.0,0.0,261287.0,761.0,1943.0,281.0,263710.0,149873.0,34745.0,8139.0,70953.0,977.0,0.0,0.0,977.0,0.0,0.0,977.0,16.0,16.0,2.0,1383.0,1353.0,29.0,0.0,0.0,1.0
199,A025772   ,2014JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254715.0,1795.0,0.0,1238.0,255272.0,145474.0,32772.0,7892.0,69134.0,646.0,0.0,0.0,646.0,0.0,0.0,646.0,0.0,0.0,2.0,1366.0,1345.0,21.0,0.0,0.0,0.0
200,A025772   ,2015JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264727.0,2007.0,0.0,1373.0,265361.0,145934.0,43049.0,8245.0,68133.0,695.0,0.0,0.0,695.0,0.0,0.0,695.0,0.0,0.0,0.0,1421.0,1398.0,23.0,0.0,0.0,0.0
201,A025772   ,2016JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263317.0,803.0,0.0,423.0,263697.0,148237.0,37751.0,8101.0,69608.0,714.0,0.0,0.0,714.0,0.0,0.0,714.0,0.0,0.0,0.0,1392.0,1369.0,22.0,0.0,0.0,0.0
202,A025772   ,2017JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266164.0,955.0,0.0,421.0,266698.0,144763.0,41345.0,7728.0,72862.0,724.0,0.0,0.0,724.0,0.0,0.0,724.0,0.0,0.0,0.0,1460.0,1434.0,24.0,0.0,0.0,1.0
203,A025772   ,2018JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269201.0,2808.0,0.0,989.0,271021.0,151070.0,39227.0,7430.0,73294.0,798.0,0.0,0.0,798.0,0.0,0.0,798.0,0.0,0.0,41.0,1443.0,1415.0,25.0,0.0,0.0,3.0
204,A025772   ,2019JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261479.0,9029.0,0.0,2551.0,267957.0,149943.0,41022.0,8483.0,68509.0,732.0,0.0,0.0,732.0,0.0,0.0,732.0,0.0,0.0,13.0,1423.0,1399.0,23.0,0.0,0.0,2.0
205,A025772   ,2020JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264539.0,19319.0,0.0,9868.0,273990.0,156067.0,42822.0,7590.0,67511.0,689.0,0.0,0.0,689.0,0.0,9.0,680.0,0.0,0.0,5.0,1448.0,1426.0,22.0,0.0,0.0,1.0
206,A025772   ,2021JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261741.0,37256.0,0.0,16687.0,282310.0,158865.0,42077.0,7493.0,73875.0,868.0,0.0,0.0,868.0,0.0,9.0,859.0,0.0,0.0,2.0,1502.0,1474.0,27.0,0.0,0.0,1.0
207,A025772   ,2022JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248450.0,53056.0,0.0,25961.0,275544.0,152801.0,37790.0,7254.0,77699.0,675.0,0.0,0.0,675.0,0.0,7.0,667.0,0.0,0.0,2.0,1460.0,1438.0,21.0,0.0,0.0,1.0
208,A025772   ,2023JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263662.0,55077.0,0.0,26155.0,292583.0,152439.0,49197.0,7180.0,83768.0,617.0,0.0,0.0,617.0,0.0,6.0,611.0,0.0,0.0,6.0,1548.0,1527.0,20.0,0.0,0.0,1.0
209,A025773   ,2013JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,A025773   ,2014JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,A025773   ,2015JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,A025773   ,2016JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,A025773   ,2017JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,A025773   ,2018JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,A025773   ,2019JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,A025773   ,2020JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,A025773   ,2021JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,A025773   ,2022JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,A025773   ,2023JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,A025774   ,2013JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1260.0,0.0,0.0,0.0,1260.0,478.0,78.0,0.0,704.0,19.0,0.0,0.0,19.0,0.0,0.0,19.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0
221,A025774   ,2014JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1312.0,0.0,0.0,0.0,1312.0,411.0,87.0,0.0,814.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0
222,A025774   ,2015JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1280.0,0.0,0.0,0.0,1280.0,446.0,73.0,0.0,760.0,11.0,0.0,0.0,11.0,0.0,0.0,11.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0
223,A025774   ,2016JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,0.0,0.0,0.0,1142.0,420.0,62.0,0.0,661.0,14.0,0.0,0.0,14.0,0.0,0.0,14.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0
224,A025774   ,2017JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1170.0,0.0,0.0,0.0,1170.0,439.0,60.0,0.0,670.0,7.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0
225,A025774   ,2018JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1197.0,0.0,0.0,0.0,1197.0,469.0,54.0,0.0,675.0,15.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,7.0,6.0,0.0,0.0,0.0,0.0
226,A025774   ,2019JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1399.0,0.0,0.0,0.0,1399.0,599.0,63.0,0.0,736.0,11.0,0.0,0.0,11.0,0.0,0.0,11.0,0.0,0.0,0.0,8.0,7.0,0.0,0.0,0.0,0.0
227,A025774   ,2020JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,A025774   ,2021JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,A025774   ,2022JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,A025774   ,2023JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,A025775   ,2013JJ00,,,,,,,,,,,77310.0,5.0,39610.0,33707.0,83218.0,29986.0,11137.0,12964.0,29130.0,19381.0,0.0,0.0,19381.0,15343.0,3756.0,282.0,289.0,289.0,0.0,843.0,229.0,614.0,0.0,0.0,0.0
232,A025775   ,2014JJ00,,,,,,,,,,,74241.0,5.0,37635.0,32278.0,79603.0,29660.0,9426.0,12470.0,28046.0,18136.0,0.0,0.0,18136.0,14264.0,3683.0,189.0,282.0,279.0,0.0,793.0,219.0,574.0,0.0,0.0,0.0
233,A025775   ,2015JJ00,,,,,,,,,,,74752.0,4.0,37625.0,31443.0,80939.0,29123.0,9774.0,13591.0,28451.0,18004.0,0.0,0.0,18004.0,14098.0,3695.0,210.0,282.0,270.0,0.0,796.0,226.0,570.0,0.0,0.0,0.0
234,A025775   ,2016JJ00,,,,,,,,,,,77596.0,48.0,39284.0,32526.0,84402.0,29723.0,10632.0,14662.0,29386.0,18614.0,0.0,0.0,18614.0,14566.0,3821.0,227.0,228.0,225.0,0.0,850.0,260.0,589.0,0.0,0.0,0.0
235,A025775   ,2017JJ00,,,,,,,,,,,77914.0,71.0,43857.0,37660.0,84183.0,31129.0,11003.0,12533.0,29518.0,19018.0,0.0,0.0,19018.0,15630.0,3118.0,271.0,240.0,240.0,0.0,890.0,286.0,603.0,0.0,0.0,0.0
236,A025775   ,2018JJ00,,,,,,,,,,,94601.0,76.0,42347.0,38593.0,98431.0,35312.0,11045.0,13002.0,39072.0,18271.0,0.0,0.0,18271.0,15802.0,2213.0,256.0,245.0,245.0,0.0,871.0,293.0,578.0,0.0,0.0,0.0
237,A025775   ,2019JJ00,,,,,,,,,,,101484.0,1163.0,41357.0,36407.0,107597.0,39415.0,13560.0,15872.0,38751.0,18609.0,0.0,0.0,18609.0,14238.0,4132.0,240.0,210.0,210.0,0.0,935.0,346.0,589.0,0.0,0.0,0.0
238,A025775   ,2020JJ00,,,,,,,,,,,100903.0,2587.0,44355.0,39520.0,108325.0,42461.0,14308.0,16045.0,35511.0,20218.0,0.0,0.0,20218.0,15330.0,4665.0,223.0,230.0,230.0,0.0,974.0,334.0,640.0,0.0,0.0,0.0
239,A025775   ,2021JJ00,,,,,,,,,,,97905.0,5628.0,41447.0,38182.0,106799.0,43242.0,13918.0,14748.0,34891.0,19188.0,0.0,0.0,19188.0,14448.0,4460.0,279.0,220.0,220.0,0.0,949.0,341.0,607.0,0.0,0.0,0.0
240,A025775   ,2022JJ00,,,,,,,,,,,99120.0,11423.0,42634.0,44332.0,108845.0,46791.0,13739.0,14133.0,34182.0,20265.0,0.0,0.0,20265.0,15235.0,4814.0,217.0,235.0,235.0,0.0,987.0,346.0,641.0,0.0,0.0,0.0
241,A025775   ,2023JJ00,,,,,,,,,,,104144.0,11344.0,39194.0,39458.0,115224.0,47325.0,17364.0,10065.0,40470.0,14312.0,0.0,0.0,14312.0,14077.0,47.0,188.0,220.0,220.0,0.0,850.0,397.0,453.0,0.0,0.0,0.0
242,A049100   ,2013JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5121.0,0.0,39610.0,33707.0,11024.0,0.0,0.0,11024.0,0.0,19115.0,0.0,0.0,19115.0,15343.0,3771.0,0.0,289.0,289.0,0.0,456.0,-149.0,605.0,0.0,0.0,0.0
243,A049100   ,2014JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5063.0,0.0,37635.0,32278.0,10420.0,0.0,0.0,10357.0,63.0,17948.0,0.0,0.0,17948.0,14264.0,3683.0,1.0,282.0,279.0,0.0,426.0,-142.0,568.0,0.0,0.0,0.0
244,A049100   ,2015JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5153.0,0.0,37625.0,31443.0,11335.0,0.0,0.0,11269.0,67.0,17794.0,0.0,0.0,17794.0,14098.0,3695.0,0.0,282.0,270.0,0.0,426.0,-137.0,563.0,0.0,0.0,0.0
245,A049100   ,2016JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4730.0,0.0,39284.0,32526.0,11488.0,0.0,0.0,11488.0,0.0,18387.0,0.0,0.0,18387.0,14566.0,3821.0,0.0,228.0,225.0,0.0,437.0,-145.0,582.0,0.0,0.0,0.0
246,A049100   ,2017JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4635.0,0.0,43857.0,37660.0,10833.0,0.0,0.0,10833.0,0.0,18799.0,0.0,0.0,18799.0,15630.0,3118.0,52.0,240.0,240.0,0.0,423.0,-172.0,595.0,0.0,0.0,0.0
247,A049100   ,2018JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6763.0,0.0,42347.0,38593.0,10517.0,0.0,0.0,10517.0,0.0,18015.0,0.0,0.0,18015.0,15802.0,2213.0,0.0,245.0,245.0,0.0,404.0,-166.0,570.0,0.0,0.0,0.0
248,A049100   ,2019JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7961.0,0.0,41357.0,36271.0,13047.0,0.0,0.0,13047.0,0.0,18369.0,0.0,0.0,18369.0,14238.0,4132.0,0.0,210.0,210.0,0.0,434.0,-148.0,581.0,0.0,0.0,0.0
249,A049100   ,2020JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7646.0,0.0,44355.0,38533.0,13467.0,0.0,0.0,13467.0,0.0,19991.0,0.0,0.0,19991.0,15330.0,4661.0,0.0,230.0,230.0,0.0,471.0,-161.0,633.0,0.0,0.0,0.0
250,A049100   ,2021JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6999.0,0.0,41447.0,35907.0,12539.0,0.0,0.0,12539.0,0.0,18953.0,0.0,0.0,18953.0,14448.0,4458.0,46.0,220.0,220.0,0.0,449.0,-151.0,600.0,0.0,0.0,0.0
251,A049100   ,2022JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6823.0,0.0,42634.0,37361.0,12096.0,0.0,0.0,12096.0,0.0,20048.0,0.0,0.0,20048.0,15235.0,4814.0,0.0,235.0,235.0,0.0,475.0,-159.0,635.0,0.0,0.0,0.0
252,A049100   ,2023JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2869.0,0.0,39194.0,33971.0,8093.0,0.0,0.0,8044.0,48.0,14126.0,0.0,0.0,14126.0,14077.0,47.0,2.0,220.0,220.0,0.0,285.0,-162.0,447.0,0.0,0.0,0.0
253,A049101   ,2013JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2676.0,0.0,0.0,0.0,2676.0,1393.0,413.0,0.0,870.0,8.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0
254,A049101   ,2014JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500.0,0.0,0.0,0.0,2500.0,1325.0,403.0,1.0,772.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0
255,A049101   ,2015JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2387.0,0.0,0.0,0.0,2387.0,1182.0,378.0,1.0,825.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0
