ID,Balansposten,Sectoren,Perioden,TotaalEnergiedragers_1,TotaalKoolEnKoolproducten_2,SteenkoolEnBruinkool_3,TotaalKoolproducten_4,Cokeovencokes_5,Cokesovengas_6,Hoogovengas_7,Steenkoolteer_8,TotaalAardoliegrondstoffenEnProducten_9,TotaalAardoliegrondstoffen_10,RuweAardolie_11,Aardgascondensaat_12,OverigeAardoliegrondstoffen_13,TotaalAardolieproducten_14,RestgassenUitOlie_15,Lpg_16,Nafta_17,Benzine_18,Kerosine_19,GasEnDieselolie_20,Stookolie_21,Smeermiddelen_22,Bitumen_23,OverigeAardolieproducten_24,Aardgas_25,TotaalHernieuwbareEnergie_26,Windenergie_27,Waterkracht_28,ZonneEnergie_29,Aardwarmte_30,TotaalBiomassa_31,BiogeenHuishoudelijkAfval_32,VasteEnVloeibareBiomassa_33,Biogas_34,Kernenergie_35,AfvalEnAndereEnergiedragers_36,Elektriciteit_37,Warmte_38,TotaalEnergiedragers_39,TotaalKoolEnKoolproducten_40,SteenkoolEnBruinkool_41,TotaalKoolproducten_42,Cokeovencokes_43,Cokesovengas_44,Hoogovengas_45,Steenkoolteer_46,TotaalAardoliegrondstoffenEnProducten_47,TotaalAardoliegrondstoffen_48,RuweAardolie_49,Aardgascondensaat_50,OverigeAardoliegrondstoffen_51,TotaalAardolieproducten_52,RestgassenUitOlie_53,Lpg_54,Nafta_55,Benzine_56,Kerosine_57,GasEnDieselolie_58,Stookolie_59,Smeermiddelen_60,Bitumen_61,OverigeAardolieproducten_62,Aardgas_63,TotaalHernieuwbareEnergie_64,Windenergie_65,Waterkracht_66,ZonneEnergie_67,Aardwarmte_68,TotaalBiomassa_69,BiogeenHuishoudelijkAfval_70,VasteEnVloeibareBiomassa_71,Biogas_72,Kernenergie_73,AfvalEnAndereEnergiedragers_74,Elektriciteit_75,Warmte_76
3726, 2,803000,1997JJ00,7499.68,525.71,427.8,97.91,77.13,14.65,0.0,6.13,5436.19,1670.38,1396.07,245.98,28.33,3765.81,3.89,200.79,722.88,459.91,357.59,1233.17,565.43,28.86,32.72,160.58,1084.99,0.47,,,,,0.47,,,0.47,,,303.48,148.84,7500.0,526.0,16406.0,98.0,2706.0,463.0,0.0,146.0,127161.0,38936.0,32695.0,5590.0,650.0,88225.0,86.0,4443.0,16429.0,10452.0,8228.0,28880.0,13791.0,697.0,781.0,4438.0,34281.0,0.0,,,,,0.0,,,15.0,,,84301.0,149.0
3727, 2,803000,1998JJ00,7715.2,557.92,462.65,95.27,76.34,12.61,0.0,6.32,5602.35,1741.63,1468.95,246.78,25.9,3860.72,4.73,200.6,750.37,532.9,380.87,1226.89,560.92,31.03,26.17,146.23,1066.22,0.56,,,,,0.56,,,0.56,,,316.96,171.19,7715.0,558.0,18475.0,95.0,2679.0,398.0,0.0,151.0,130882.0,40604.0,34402.0,5609.0,593.0,90278.0,105.0,4438.0,17054.0,12111.0,8764.0,28733.0,13681.0,749.0,625.0,4018.0,33688.0,1.0,,,,,1.0,,,18.0,,,88046.0,171.0
3728, 2,803000,1999JJ00,7551.97,497.06,405.07,91.99,75.48,10.25,0.0,6.26,5545.64,1580.39,1289.62,260.86,29.91,3965.24,5.55,174.14,794.87,508.95,349.44,1255.89,671.13,32.6,26.58,146.08,1020.77,0.62,,,,,0.62,,,0.62,,,325.52,162.36,7552.0,497.0,16116.0,92.0,2649.0,324.0,0.0,149.0,129595.0,36826.0,30202.0,5929.0,696.0,92769.0,123.0,3853.0,18065.0,11567.0,8040.0,29412.0,16369.0,787.0,634.0,3918.0,32252.0,1.0,,,,,1.0,,,20.0,,,90423.0,162.0
3729, 2,803000,2000JJ00,8088.69,584.97,490.84,94.13,77.97,9.71,0.0,6.45,5963.3,1736.0,1420.01,282.27,33.73,4227.3,5.67,160.15,889.56,552.08,344.35,1203.59,882.81,30.13,21.31,137.64,1041.31,0.66,,,,,0.66,,,0.66,,,336.82,161.63,8089.0,585.0,19918.0,94.0,2736.0,307.0,0.0,154.0,139474.0,40442.0,33255.0,6415.0,771.0,99032.0,126.0,3543.0,20217.0,12547.0,7925.0,28187.0,21532.0,728.0,509.0,3718.0,32901.0,1.0,,,,,1.0,,,21.0,,,93562.0,162.0
3730, 2,803000,2001JJ00,8366.95,768.22,669.62,98.6,82.12,9.29,0.0,7.19,6042.51,1706.9,1377.12,293.85,35.94,4335.61,5.81,177.89,908.83,516.34,348.03,1188.15,993.45,29.42,28.7,138.99,1049.48,0.58,,,,,0.58,,,0.58,,,341.53,164.62,8367.0,768.0,27268.0,99.0,2881.0,293.0,0.0,172.0,141483.0,39751.0,32251.0,6678.0,822.0,101732.0,129.0,3936.0,20655.0,11735.0,8009.0,27825.0,24230.0,711.0,685.0,3816.0,33159.0,1.0,,,,,1.0,,,18.0,,,94870.0,165.0
3731, 2,803000,2002JJ00,8655.7,535.88,441.33,94.55,78.49,8.71,0.0,7.35,6575.96,1821.94,1444.37,346.64,30.93,4754.02,6.84,183.35,861.81,631.17,333.11,1514.48,1021.74,25.56,24.62,151.34,1026.5,0.48,,,,,0.48,,,0.48,,,344.91,171.97,8656.0,536.0,17674.0,95.0,2754.0,275.0,0.0,175.0,153844.0,42414.0,33826.0,7878.0,710.0,111430.0,151.0,4057.0,19587.0,14345.0,7666.0,35468.0,24920.0,617.0,588.0,4030.0,32433.0,0.0,,,,,0.0,,,15.0,,,95809.0,172.0
3732, 2,803000,2003JJ00,8737.93,571.05,473.42,97.64,80.24,9.64,0.0,7.76,6609.64,1946.86,1560.23,330.99,55.64,4662.77,6.76,172.1,1055.95,586.5,334.38,1222.38,1042.62,26.39,20.86,194.83,1039.11,0.31,,,,,0.31,,,0.31,,,346.08,171.73,8738.0,571.0,18922.0,98.0,2815.0,305.0,0.0,185.0,154562.0,45332.0,36539.0,7522.0,1270.0,109230.0,150.0,3808.0,23999.0,13330.0,7694.0,28627.0,25430.0,637.0,498.0,5058.0,32831.0,0.0,,,,,0.0,,,10.0,,,96134.0,172.0
3733, 2,803000,2004JJ00,9271.95,593.3,500.37,92.92,74.77,10.56,0.0,7.59,7115.7,1903.64,1496.43,342.85,64.36,5212.06,6.78,242.73,1262.55,578.52,355.83,1303.43,1098.44,39.18,23.92,300.67,1029.0,0.59,,,,,0.59,,,0.59,,,357.18,176.17,9272.0,593.0,19803.0,93.0,2623.0,334.0,0.0,181.0,166275.0,44306.0,35045.0,7792.0,1468.0,121970.0,150.0,5371.0,28694.0,13148.0,8187.0,30525.0,26791.0,946.0,571.0,7586.0,32512.0,1.0,,,,,1.0,,,19.0,,,99217.0,176.0
3734, 2,803000,2005JJ00,8807.08,320.41,227.45,92.95,75.98,9.76,0.0,7.21,6965.94,1810.86,1402.12,340.86,67.88,5155.08,8.09,211.57,983.67,604.65,366.06,1238.38,1322.74,45.06,25.55,349.33,994.88,0.62,,,,,0.62,,,0.62,,,355.02,170.21,8807.0,320.0,8922.0,93.0,2666.0,308.0,0.0,172.0,163121.0,42130.0,32836.0,7747.0,1547.0,120991.0,179.0,4681.0,22356.0,13742.0,8423.0,29002.0,32262.0,1088.0,610.0,8648.0,31434.0,1.0,,,,,1.0,,,20.0,,,98615.0,170.0
3735, 2,803000,2006JJ00,9856.51,336.0,250.95,85.04,69.82,9.99,0.0,5.24,8049.74,2061.88,1525.28,401.12,135.49,5987.86,7.31,223.75,907.43,747.05,424.05,1589.62,1574.9,48.84,25.73,439.17,970.14,0.7,,,,,0.7,,,0.7,,,358.19,141.74,9857.0,336.0,9872.0,85.0,2450.0,316.0,0.0,125.0,188672.0,47927.0,35721.0,9116.0,3090.0,140745.0,162.0,4951.0,20624.0,16978.0,9757.0,37228.0,38412.0,1180.0,614.0,10839.0,30652.0,1.0,,,,,1.0,,,22.0,,,99497.0,142.0
3736, 2,803000,2007JJ00,9525.97,458.2,361.9,96.3,76.47,11.18,0.0,8.65,7642.81,2002.65,1386.51,369.16,246.97,5640.16,9.43,202.45,845.99,734.31,480.47,1289.8,1818.7,48.32,23.79,186.91,919.48,0.49,,,,,0.49,,,0.49,,,363.72,141.28,9526.0,458.0,14315.0,96.0,2683.0,353.0,0.0,207.0,179238.0,46474.0,32471.0,8390.0,5613.0,132764.0,209.0,4479.0,19227.0,16689.0,11053.0,30206.0,44358.0,1167.0,568.0,4808.0,29051.0,0.0,,,,,0.0,,,15.0,,,101034.0,141.0
3737, 2,803000,2008JJ00,9879.4,394.39,300.49,93.91,73.17,10.82,0.0,9.91,8014.8,2204.64,1541.77,336.39,326.48,5810.16,8.18,212.24,756.13,896.56,529.19,1392.06,1747.74,60.55,28.94,178.58,971.07,0.73,,,,,0.73,,,0.73,,,359.28,139.13,9879.0,394.0,11877.0,94.0,2567.0,342.0,0.0,237.0,187833.0,51172.0,36107.0,7645.0,7420.0,136661.0,181.0,4696.0,17185.0,20376.0,12171.0,32601.0,42628.0,1463.0,691.0,4669.0,30681.0,1.0,,,,,1.0,,,23.0,,,99799.0,139.0
3738, 2,803000,2009JJ00,9388.24,301.43,233.94,67.49,53.15,8.59,0.0,5.75,7667.85,1620.91,1002.43,326.78,291.7,6046.94,9.89,198.83,880.43,947.34,523.26,1601.47,1649.12,57.9,34.31,144.39,950.25,0.63,,,,,0.63,,,0.63,,,344.59,123.49,9388.0,301.0,9296.0,67.0,1865.0,271.0,0.0,137.0,179535.0,37532.0,23476.0,7427.0,6630.0,142002.0,219.0,4399.0,20010.0,21531.0,12036.0,37505.0,40223.0,1399.0,819.0,3863.0,30024.0,1.0,,,,,1.0,,,20.0,,,95721.0,123.0
3739, 2,803000,2010JJ00,10172.65,313.36,226.45,86.92,68.61,9.96,0.0,8.35,8282.98,1656.05,946.6,361.18,348.27,6626.93,11.46,185.5,1007.87,947.45,554.23,1764.97,1865.88,64.08,30.82,194.67,1089.2,0.62,,,,,0.62,,,0.62,,,359.09,127.4,10173.0,313.0,8967.0,87.0,2407.0,315.0,0.0,199.0,194036.0,38292.0,22169.0,8209.0,7915.0,155744.0,254.0,4104.0,22906.0,21533.0,12749.0,41334.0,45509.0,1548.0,736.0,5071.0,34414.0,1.0,,,,,1.0,,,20.0,,,99748.0,127.0
3740, 2,803000,2011JJ00,9990.94,438.12,354.08,84.03,66.98,9.63,0.0,7.43,8131.85,1491.47,836.42,329.61,325.44,6640.37,7.57,225.27,867.03,969.64,526.88,1703.94,2059.35,62.97,28.28,189.44,933.46,0.73,,,,,0.73,,,0.73,,,364.59,122.21,9991.0,438.0,14075.0,84.0,2350.0,304.0,0.0,177.0,190751.0,34476.0,19588.0,7491.0,7396.0,156275.0,168.0,4984.0,19705.0,22037.0,12118.0,39905.0,50228.0,1521.0,675.0,4934.0,29493.0,1.0,,,,,1.0,,,23.0,,,101275.0,122.0
3741, 2,803000,2012JJ00,10747.76,527.66,446.58,81.08,64.39,9.51,0.0,7.18,8771.35,1695.94,1045.88,340.91,309.15,7075.42,8.35,188.02,1163.17,1087.44,500.8,1837.63,1999.37,58.5,34.08,198.06,972.77,0.21,,,,,0.21,,,0.21,,,359.89,115.87,10748.0,528.0,17807.0,81.0,2259.0,300.0,0.0,171.0,205370.0,39268.0,24494.0,7748.0,7026.0,166102.0,185.0,4160.0,26436.0,24715.0,11519.0,43036.0,48765.0,1413.0,813.0,5061.0,30735.0,0.0,,,,,0.0,,,7.0,,,99969.0,116.0
3742, 2,803000,2013JJ00,10648.61,827.9,751.25,76.65,62.43,9.61,0.0,4.6,8345.76,1576.66,1001.26,311.06,264.34,6769.1,6.74,251.73,1108.57,935.83,560.36,1822.76,1793.59,58.07,30.33,201.12,997.39,0.19,,,,,0.19,,,0.19,,,359.24,118.14,10649.0,828.0,30155.0,77.0,2191.0,304.0,0.0,110.0,195283.0,36526.0,23449.0,7070.0,6008.0,158757.0,149.0,5570.0,25195.0,21269.0,12887.0,42688.0,43746.0,1403.0,724.0,5127.0,31513.0,0.0,,,,,0.0,,,6.0,,,99789.0,118.0
3743, 2,307500,1995JJ00,1455.73,129.53,36.86,92.66,71.54,14.73,0.0,6.39,692.81,183.34,0.0,182.24,1.1,509.47,5.54,71.56,312.75,10.31,2.07,25.56,4.69,2.81,16.68,57.49,424.95,0.24,,,,,0.24,,,0.24,,,116.78,91.42,1456.0,130.0,1293.0,93.0,2510.0,465.0,0.0,153.0,16147.0,4168.0,0.0,4142.0,26.0,11979.0,123.0,1583.0,7108.0,234.0,48.0,599.0,114.0,68.0,398.0,1704.0,13427.0,0.0,,,,,0.0,,,8.0,,,32439.0,91.0
3744, 2,307500,1996JJ00,1486.07,132.66,38.39,94.27,71.82,14.94,0.79,6.72,704.14,170.62,0.0,169.05,1.57,533.52,5.29,70.74,334.89,10.4,2.23,25.39,4.51,2.42,15.03,62.62,432.19,0.17,,,,,0.17,,,0.17,,,119.74,97.17,1486.0,133.0,1346.0,94.0,2520.0,472.0,25.0,160.0,16388.0,3881.0,0.0,3842.0,39.0,12507.0,117.0,1565.0,7611.0,236.0,52.0,595.0,110.0,58.0,359.0,1804.0,13655.0,0.0,,,,,0.0,,,5.0,,,33262.0,97.0
3745, 2,307500,1997JJ00,1543.48,134.33,42.72,91.62,70.84,14.65,0.0,6.13,738.91,169.74,0.0,168.64,1.1,569.16,3.89,82.81,341.45,7.09,2.76,32.06,2.52,2.74,14.2,79.65,432.73,0.19,,,,,0.19,,,0.19,,,124.31,113.02,1543.0,134.0,1499.0,92.0,2486.0,463.0,0.0,146.0,17243.0,3859.0,0.0,3833.0,26.0,13384.0,86.0,1832.0,7760.0,161.0,64.0,751.0,62.0,66.0,339.0,2263.0,13672.0,0.0,,,,,0.0,,,6.0,,,34529.0,113.0
3746, 2,307500,1998JJ00,1553.53,131.35,42.2,89.15,70.21,12.61,0.0,6.32,735.85,164.72,0.0,164.95,-0.23,571.13,4.73,91.48,348.96,0.16,3.42,26.75,3.54,2.67,12.5,76.91,428.66,0.17,,,,,0.17,,,0.17,,,128.55,128.94,1554.0,131.0,1473.0,89.0,2464.0,398.0,0.0,151.0,17123.0,3744.0,0.0,3749.0,-5.0,13380.0,105.0,2024.0,7931.0,4.0,79.0,626.0,86.0,64.0,298.0,2161.0,13544.0,0.0,,,,,0.0,,,6.0,,,35708.0,129.0
3747, 2,307500,1999JJ00,1557.91,116.91,35.75,81.16,64.64,10.25,0.0,6.26,766.95,191.36,3.12,184.33,3.91,575.59,5.55,82.45,363.54,0.06,4.93,33.03,1.91,2.7,14.99,66.45,418.69,0.12,,,,,0.12,,,0.12,,,132.28,122.96,1558.0,117.0,1252.0,81.0,2268.0,324.0,0.0,149.0,17784.0,4362.0,73.0,4189.0,99.0,13422.0,123.0,1824.0,8262.0,1.0,114.0,773.0,47.0,65.0,358.0,1855.0,13229.0,0.0,,,,,0.0,,,4.0,,,36746.0,123.0
3748, 2,307500,2000JJ00,1591.25,119.08,34.66,84.42,68.26,9.71,0.0,6.45,788.15,212.66,1.23,206.66,4.77,575.49,5.67,82.9,373.0,0.06,6.59,18.67,1.49,2.63,12.05,72.42,425.63,0.13,,,,,0.13,,,0.13,,,136.01,122.24,1591.0,119.0,1218.0,84.0,2395.0,307.0,0.0,154.0,18231.0,4834.0,29.0,4697.0,109.0,13397.0,126.0,1834.0,8477.0,1.0,153.0,437.0,36.0,64.0,287.0,1981.0,13448.0,0.0,,,,,0.0,,,4.0,,,37781.0,122.0
3749, 2,307500,2001JJ00,1625.63,121.4,35.08,86.31,69.83,9.29,0.0,7.19,844.69,217.35,0.0,212.7,4.66,627.34,5.81,94.89,423.41,0.06,5.47,15.0,1.75,2.44,15.95,62.56,396.99,0.07,,,,,0.07,,,0.07,,,137.02,125.46,1626.0,121.0,1236.0,86.0,2450.0,293.0,0.0,172.0,19489.0,4940.0,0.0,4834.0,106.0,14549.0,129.0,2099.0,9623.0,1.0,127.0,351.0,43.0,59.0,381.0,1736.0,12543.0,0.0,,,,,0.0,,,2.0,,,38062.0,125.0
3750, 2,307500,2002JJ00,1654.78,122.68,38.66,84.01,67.96,8.71,0.0,7.35,874.0,253.84,0.0,252.6,1.24,620.16,6.84,90.57,421.58,0.05,6.39,16.31,0.63,2.58,14.76,60.45,387.94,0.08,,,,,0.08,,,0.08,,,139.33,130.75,1655.0,123.0,1360.0,84.0,2385.0,275.0,0.0,175.0,20135.0,5771.0,0.0,5741.0,30.0,14364.0,151.0,2004.0,9581.0,1.0,148.0,382.0,15.0,62.0,352.0,1666.0,12257.0,0.0,,,,,0.0,,,2.0,,,38702.0,131.0
3751, 2,307500,2003JJ00,1789.39,127.13,42.3,84.83,67.43,9.64,0.0,7.76,1012.27,219.68,0.0,215.36,4.31,792.6,6.76,91.39,575.56,0.01,6.06,11.7,0.91,2.4,12.34,85.45,379.29,0.0,,,,,0.0,,,0.0,,,135.8,134.9,1789.0,127.0,1484.0,85.0,2366.0,305.0,0.0,185.0,23297.0,4993.0,0.0,4895.0,98.0,18305.0,150.0,2022.0,13081.0,0.0,141.0,274.0,22.0,58.0,295.0,2262.0,11984.0,0.0,,,,,0.0,,,0.0,,,37723.0,135.0
3752, 2,307500,2004JJ00,1876.05,133.26,45.77,87.49,69.34,10.56,0.0,7.59,1085.75,231.39,0.0,226.75,4.63,854.36,6.78,110.78,580.62,0.01,5.34,11.94,0.76,2.72,15.55,119.88,376.92,0.0,,,,,0.0,,,0.0,,,138.63,141.5,1876.0,133.0,1605.0,87.0,2433.0,334.0,0.0,181.0,24949.0,5259.0,0.0,5153.0,106.0,19690.0,150.0,2451.0,13196.0,0.0,124.0,280.0,19.0,66.0,371.0,3034.0,11909.0,0.0,,,,,0.0,,,0.0,,,38509.0,142.0
3753, 2,307500,2005JJ00,1913.66,128.94,42.92,86.03,69.06,9.76,0.0,7.21,1123.66,241.11,0.0,236.76,4.35,882.55,8.09,120.75,562.39,0.01,6.91,7.72,0.71,3.35,15.69,156.94,383.55,0.0,,,,,0.0,,,0.0,,,139.39,138.12,1914.0,129.0,1507.0,86.0,2423.0,308.0,0.0,172.0,25820.0,5479.0,0.0,5381.0,99.0,20340.0,179.0,2672.0,12782.0,0.0,160.0,181.0,17.0,81.0,374.0,3894.0,12119.0,0.0,,,,,0.0,,,0.0,,,38719.0,138.0
3754, 2,307500,2006JJ00,1861.22,127.08,43.8,83.28,68.05,9.99,0.0,5.24,1130.94,274.54,0.0,249.75,24.79,856.4,7.31,120.84,485.0,0.01,5.29,7.94,1.17,3.45,15.58,209.83,352.18,0.0,,,,,0.0,,,0.0,,,140.3,110.72,1861.0,127.0,1533.0,83.0,2388.0,316.0,0.0,125.0,26011.0,6240.0,0.0,5676.0,564.0,19770.0,162.0,2674.0,11023.0,0.0,123.0,186.0,28.0,83.0,372.0,5120.0,11127.0,0.0,,,,,0.0,,,0.0,,,38971.0,111.0
3755, 2,307500,2007JJ00,1628.47,135.76,46.68,89.09,69.25,11.18,0.0,8.65,893.09,244.01,0.0,224.4,19.6,649.08,9.43,114.19,438.77,0.01,6.24,7.7,1.26,2.38,14.47,54.63,346.49,0.0,,,,,0.0,,,0.0,,,143.1,110.02,1628.0,136.0,1636.0,89.0,2430.0,353.0,0.0,207.0,20462.0,5546.0,0.0,5100.0,446.0,14917.0,209.0,2526.0,9972.0,0.0,145.0,180.0,31.0,58.0,345.0,1451.0,10948.0,0.0,,,,,0.0,,,0.0,,,39751.0,110.0
3756, 2,307500,2008JJ00,1500.54,135.89,47.93,87.95,67.22,10.82,0.0,9.91,782.71,227.59,0.0,207.3,20.29,555.12,8.18,111.37,353.62,0.01,5.38,7.56,1.15,3.18,13.51,51.16,331.67,0.05,,,,,0.05,,,0.05,,,141.35,108.87,1501.0,136.0,1675.0,88.0,2358.0,342.0,0.0,237.0,17975.0,5172.0,0.0,4711.0,461.0,12803.0,181.0,2464.0,8037.0,0.0,125.0,177.0,28.0,77.0,323.0,1391.0,10479.0,0.0,,,,,0.0,,,2.0,,,39263.0,109.0
3757, 2,307500,2009JJ00,1413.94,97.33,31.76,65.57,51.23,8.59,0.0,5.75,793.35,217.56,0.0,203.84,13.72,575.79,9.89,102.78,386.16,0.0,8.99,6.56,0.85,2.46,10.78,47.32,309.03,0.03,,,,,0.03,,,0.03,,,122.35,91.86,1414.0,97.0,1111.0,66.0,1798.0,271.0,0.0,137.0,18234.0,4944.0,0.0,4633.0,312.0,13289.0,219.0,2274.0,8776.0,0.0,209.0,154.0,21.0,59.0,257.0,1320.0,9764.0,0.0,,,,,0.0,,,1.0,,,33986.0,92.0
3758, 2,307500,2010JJ00,1564.09,116.24,35.02,81.22,62.91,9.96,0.0,8.35,876.59,218.67,0.0,199.15,19.52,657.92,11.46,101.1,444.1,0.01,6.32,16.69,7.3,2.55,9.26,59.12,343.84,0.03,,,,,0.03,,,0.03,,,132.18,95.21,1564.0,116.0,1227.0,81.0,2207.0,315.0,0.0,199.0,20149.0,4970.0,0.0,4526.0,444.0,15179.0,254.0,2237.0,10093.0,0.0,147.0,391.0,178.0,62.0,221.0,1597.0,10864.0,0.0,,,,,0.0,,,1.0,,,36718.0,95.0
3759, 2,307500,2011JJ00,1444.48,120.39,41.82,78.57,61.51,9.63,0.0,7.43,770.65,212.49,0.0,192.6,19.89,558.15,7.57,109.3,348.05,0.01,4.73,17.26,2.78,2.63,8.51,57.32,328.06,0.02,,,,,0.02,,,0.02,,,131.8,93.56,1444.0,120.0,1464.0,79.0,2158.0,304.0,0.0,177.0,17751.0,4829.0,0.0,4377.0,452.0,12921.0,168.0,2418.0,7910.0,0.0,110.0,404.0,68.0,64.0,203.0,1577.0,10365.0,0.0,,,,,0.0,,,1.0,,,36610.0,94.0
3760, 2,307500,2012JJ00,1492.25,122.98,46.1,76.88,60.19,9.51,0.0,7.18,834.81,194.33,0.0,185.69,8.64,640.48,8.25,91.26,450.99,0.01,4.13,18.09,0.85,3.6,8.36,54.95,325.54,0.01,,,,,0.01,,,0.01,,,117.97,90.94,1492.0,123.0,1600.0,77.0,2112.0,300.0,0.0,171.0,19205.0,4417.0,0.0,4220.0,196.0,14788.0,183.0,2019.0,10250.0,0.0,96.0,424.0,21.0,87.0,199.0,1510.0,10286.0,0.0,,,,,0.0,,,0.0,,,32769.0,91.0
3761, 2,307500,2013JJ00,1461.89,109.76,35.44,74.33,60.11,9.61,0.0,4.6,821.14,200.26,0.0,184.36,15.89,620.88,6.12,178.15,346.64,0.01,4.74,15.83,0.26,3.62,8.79,56.72,319.9,0.0,,,,,0.0,,,0.0,,,118.97,92.12,1462.0,110.0,1245.0,74.0,2109.0,304.0,0.0,110.0,18815.0,4551.0,0.0,4190.0,361.0,14263.0,135.0,3942.0,7878.0,0.0,110.0,371.0,6.0,87.0,210.0,1524.0,10107.0,0.0,,,,,0.0,,,0.0,,,33047.0,92.0
3762, 2,306300,1995JJ00,2.03,0.05,0.05,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.01,1.08,0.0,0.0,0.0,0.0,0.53,0.0,,,,,0.0,,,,,,0.35,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,17.0,0.0,,,,,0.0,,,,,,97.0,0.0
3763, 2,306300,1996JJ00,1.99,0.07,0.07,0.0,0.0,0.0,0.0,0.0,1.07,0.0,0.0,0.0,0.0,1.07,0.0,0.0,0.0,0.0,0.0,1.06,0.0,0.0,0.0,0.0,0.51,0.0,,,,,0.0,,,,,,0.34,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,16.0,0.0,,,,,0.0,,,,,,95.0,0.0
3764, 2,306300,1997JJ00,4.34,0.05,0.05,0.0,0.0,0.0,0.0,0.0,1.08,0.0,0.0,0.0,0.0,1.08,0.0,0.01,0.0,0.0,0.0,1.07,0.0,0.0,0.0,0.0,0.61,0.0,,,,,0.0,,,,,,0.63,1.97,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,19.0,0.0,,,,,0.0,,,,,,174.0,2.0
3765, 2,306300,1998JJ00,6.75,0.07,0.07,0.0,0.0,0.0,0.0,0.0,1.06,0.0,0.0,0.0,0.0,1.06,0.0,0.01,0.0,0.0,0.0,1.06,0.0,0.0,0.0,0.0,2.66,0.0,,,,,0.0,,,,,,0.88,2.07,7.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,84.0,0.0,,,,,0.0,,,,,,244.0,2.0
3766, 2,306300,1999JJ00,7.13,0.07,0.07,0.0,0.0,0.0,0.0,0.0,1.41,0.0,0.0,0.0,0.0,1.41,0.0,0.01,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,2.94,0.0,,,,,0.0,,,,,,0.97,1.74,7.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,93.0,0.0,,,,,0.0,,,,,,269.0,2.0
3767, 2,306300,2000JJ00,14.8,0.08,0.08,0.0,0.0,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,1.05,0.0,0.02,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,2.76,0.0,,,,,0.0,,,,,,2.22,8.69,15.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,87.0,0.0,,,,,0.0,,,,,,616.0,9.0
3768, 2,306300,2001JJ00,13.93,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.21,0.0,0.01,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,3.51,0.0,,,,,0.0,,,,,,2.07,8.03,14.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,111.0,0.0,,,,,0.0,,,,,,576.0,8.0
3769, 2,306300,2002JJ00,14.5,0.15,0.15,0.0,0.0,0.0,0.0,0.0,1.08,0.0,0.0,0.0,0.0,1.08,0.0,0.0,0.0,0.0,0.0,1.08,0.0,0.0,0.0,0.0,4.86,0.0,,,,,0.0,,,,,,1.97,6.44,15.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,154.0,0.0,,,,,0.0,,,,,,547.0,6.0
3770, 2,306300,2003JJ00,16.06,0.16,0.16,0.0,0.0,0.0,0.0,0.0,1.43,0.0,0.0,0.0,0.0,1.43,0.0,0.01,0.0,0.0,0.0,1.41,0.0,0.0,0.0,0.0,5.76,0.0,,,,,0.0,,,,,,1.88,6.83,16.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,182.0,0.0,,,,,0.0,,,,,,523.0,7.0
