ID,RegioS,Perioden,AlleLanden_1,Nederland_2,BuitenlandTotaal_3,EuropaExclusiefNederland_4,Duitsland_5,Belgie_6,GrootBrittannie_7,Frankrijk_8,Zwitserland_9,Italie_10,Spanje_11,Denemarken_12,Zweden_13,OverigeLandenEurozone_14,OverigEuropa_15,Amerika_16,Azie_17,AustralieEnOceanie_18,Afrika_19,AlleLanden_20,Nederland_21,BuitenlandTotaal_22,EuropaExclusiefNederland_23,Duitsland_24,Belgie_25,GrootBrittannie_26,Frankrijk_27,Zwitserland_28,Italie_29,Spanje_30,Denemarken_31,Zweden_32,OverigeLandenEurozone_33,OverigEuropa_34,Amerika_35,Azie_36,AustralieEnOceanie_37,Afrika_38
695,LD02  ,2008KW04,1085.6,948.5,137.1,122.9,49.0,25.8,14.9,6.2,2.0,3.0,2.0,2.9,2.1,4.3,10.7,5.8,6.6,,1.2,2929.6,2576.1,353.5,321.7,163.1,60.7,30.3,13.4,4.3,5.2,4.1,4.8,3.4,9.7,22.6,10.7,16.0,,3.4
696,LD02  ,2008JJ00,5094.6,4394.5,700.1,640.9,281.0,132.1,76.2,28.6,10.6,13.5,9.2,16.9,9.8,19.5,43.6,28.0,23.4,3.3,4.5,16803.6,14857.4,1946.2,1801.6,915.0,345.6,193.5,72.1,25.2,24.8,22.1,42.1,16.7,48.8,95.6,63.1,61.0,8.2,12.3
697,LD02  ,2009MM01,222.1,194.5,27.6,24.8,10.1,4.5,3.4,1.6,,,,,,,2.2,1.2,1.3,,,562.4,501.3,61.1,56.0,28.3,9.1,5.8,3.4,,,,,,,4.2,2.5,2.1,,
698,LD02  ,2009MM02,246.7,217.3,29.4,26.6,9.3,5.8,3.2,2.2,,,,,,,2.4,1.2,1.1,,,626.0,566.8,59.2,54.5,19.3,12.9,5.7,5.0,,,,,,,4.2,2.4,1.7,,
699,LD02  ,2009MM03,271.8,239.2,32.6,28.9,10.4,4.6,4.2,2.0,,,,,,1.5,2.5,1.5,1.6,,,650.0,584.6,65.3,58.1,24.0,8.3,7.9,4.5,,,,,,3.3,4.3,2.6,3.8,,
700,LD02  ,2009KW01,740.5,650.9,89.6,80.4,29.8,14.9,10.8,5.8,1.4,2.3,1.7,1.9,1.5,3.4,7.1,4.0,3.9,,,1838.4,1652.8,185.6,168.6,71.6,30.3,19.4,13.0,2.2,3.4,3.1,3.1,2.7,7.2,12.7,7.5,7.5,,
701,LD02  ,2009MM04,406.9,339.1,67.8,62.4,27.8,13.4,5.5,3.7,1.3,1.1,,2.6,1.1,1.9,3.3,2.5,2.2,,,1198.3,992.5,205.8,194.0,101.2,40.0,12.9,9.9,4.0,2.3,,7.3,2.4,5.4,6.9,5.4,5.0,,
702,LD02  ,2009MM05,594.0,536.2,57.8,52.4,22.6,11.2,6.6,2.2,,1.1,,1.6,,1.6,3.5,2.3,2.1,,,1963.6,1812.5,151.1,136.9,70.7,26.7,15.2,5.8,,1.9,,3.3,,3.4,5.6,4.9,6.9,,
703,LD02  ,2009MM06,531.7,471.1,60.6,54.9,29.1,8.5,5.3,2.0,1.3,1.4,,1.4,,1.4,3.1,2.4,2.2,,,1911.3,1738.2,173.1,153.4,96.7,20.9,10.6,3.6,2.7,3.0,,2.3,,3.8,6.9,5.5,8.3,,
704,LD02  ,2009KW02,1532.5,1346.4,186.2,169.8,79.4,33.1,17.4,7.9,3.6,3.6,2.2,5.6,2.3,4.9,9.8,7.3,6.6,,1.5,5073.1,4543.2,530.0,484.2,268.5,87.5,38.7,19.3,8.4,7.1,4.9,12.9,4.8,12.6,19.3,15.8,20.3,,7.5
705,LD02  ,2009MM07,508.3,437.5,70.8,66.0,29.5,15.2,6.1,2.2,1.6,1.4,1.2,2.7,,1.8,3.4,2.2,1.9,,,2502.6,2232.5,270.1,255.1,142.2,53.7,14.9,5.3,4.7,3.4,3.7,8.9,,6.6,9.5,5.5,7.5,,
706,LD02  ,2009MM08,599.6,530.8,68.8,64.4,26.3,17.3,6.2,2.3,1.1,3.0,1.7,1.3,,1.6,3.0,1.8,2.1,,,3005.8,2773.7,232.1,216.2,106.1,51.2,20.3,5.8,2.9,6.2,5.1,3.3,,6.4,7.4,5.4,9.2,,
707,LD02  ,2009MM09,467.9,416.4,51.5,46.1,20.1,7.9,7.6,1.8,,1.1,,,,1.4,3.1,2.1,2.2,,,1590.0,1454.5,135.5,121.5,65.5,17.7,16.8,3.4,,2.0,,,,3.3,6.7,5.3,6.1,,
708,LD02  ,2009KW03,1575.7,1384.6,191.1,176.5,75.9,40.3,20.0,6.3,3.5,5.5,3.8,5.0,2.0,4.8,9.5,6.1,6.2,,1.5,7098.4,6460.7,637.7,592.8,313.8,122.7,51.9,14.5,8.8,11.7,10.7,13.9,4.8,16.4,23.6,16.2,22.8,,4.1
709,LD02  ,2009MM10,444.9,389.7,55.2,50.1,25.7,7.4,5.6,2.2,,1.2,,1.5,,1.5,2.8,2.2,2.2,,,1352.7,1186.2,166.6,154.9,99.8,17.9,11.5,4.8,,2.2,,3.3,,4.4,5.4,4.9,4.6,,
710,LD02  ,2009MM11,309.6,267.0,42.6,38.0,10.8,12.1,4.4,2.0,,1.1,,1.2,,1.4,3.1,1.7,2.0,,,756.8,659.6,97.2,87.9,25.4,35.3,7.0,4.2,,1.6,,2.4,,2.5,5.9,3.5,3.9,,
711,LD02  ,2009MM12,260.7,232.7,28.0,25.3,8.5,5.6,3.3,1.7,,,,,,1.1,2.5,1.3,,,,704.3,644.3,60.0,54.9,19.9,13.5,6.3,3.6,,,,,,2.3,4.5,2.6,,,
712,LD02  ,2009KW04,1015.3,889.4,125.8,113.5,45.0,25.1,13.3,5.9,2.2,2.9,2.1,3.2,1.3,3.9,8.3,5.2,5.1,,1.5,2813.8,2490.1,323.7,297.7,145.1,66.7,24.8,12.7,5.8,5.0,3.9,6.6,2.1,9.2,15.8,11.0,10.3,,3.7
713,LD02  ,2009JJ00,4864.0,4271.3,592.7,540.1,230.2,113.5,61.4,25.9,10.6,14.2,9.7,15.6,7.1,17.0,34.8,22.6,21.8,2.9,5.3,16823.7,15146.7,1677.0,1543.3,799.1,307.2,134.8,59.4,25.2,27.2,22.7,36.5,14.4,45.4,71.5,50.4,60.8,5.8,16.7
714,LD02  ,2010MM01,218.5,190.1,28.5,25.2,9.9,4.9,3.0,2.1,,,,,,,2.0,1.5,1.3,,,571.0,501.1,69.9,63.4,31.8,12.1,5.1,4.8,,,,,,,3.5,3.1,2.3,,
715,LD02  ,2010MM02,258.1,228.4,29.7,26.9,7.7,6.7,3.4,2.4,,,,,,1.4,2.3,1.0,1.2,,,635.3,571.7,63.6,58.3,18.7,14.6,6.3,5.5,,,,,,2.4,5.4,2.4,1.7,,
716,LD02  ,2010MM03,282.9,247.1,35.8,32.4,12.4,5.1,3.9,2.6,,,,,,1.5,3.1,1.8,1.2,,,656.2,567.3,88.9,80.7,36.2,9.9,6.9,5.8,,,,,,7.1,7.2,4.5,3.0,,
717,LD02  ,2010KW01,759.6,665.6,94.0,84.5,29.9,16.8,10.3,7.2,1.5,2.3,2.0,2.3,1.3,3.6,7.4,4.3,3.7,,1.0,1862.5,1640.1,222.4,202.5,86.7,36.6,18.2,16.0,2.7,4.2,3.5,5.2,2.1,11.1,16.1,9.9,6.9,,2.2
718,LD02  ,2010MM04,415.1,345.5,69.6,65.0,26.8,15.7,5.8,4.6,1.1,1.2,,3.7,,1.6,2.8,1.9,2.1,,,1123.3,910.2,213.1,201.8,89.0,48.6,17.0,14.4,2.7,3.0,,12.3,,5.0,6.2,4.4,5.0,,
719,LD02  ,2010MM05,625.5,563.0,62.5,57.0,28.2,11.4,5.6,2.1,1.1,1.2,,1.5,,1.5,2.9,3.2,1.8,,,2130.8,1950.6,180.2,164.8,97.2,26.2,12.2,5.3,2.7,2.3,,4.3,,5.5,6.4,8.8,4.6,,
720,LD02  ,2010MM06,486.7,426.5,60.2,54.4,27.2,7.8,6.1,2.5,1.4,,,1.6,,1.6,3.6,2.9,2.0,,,1579.4,1406.0,173.4,157.5,93.1,17.9,15.5,6.0,2.9,,,3.4,,4.8,8.5,7.0,5.5,,
721,LD02  ,2010KW02,1527.3,1335.0,192.3,176.3,82.2,34.9,17.5,9.2,3.7,3.3,2.4,6.8,2.4,4.6,9.4,8.0,5.9,,1.1,4833.5,4266.8,566.7,524.1,279.3,92.6,44.7,25.6,8.3,7.1,5.4,19.9,4.7,15.3,21.1,20.2,15.1,,5.2
722,LD02  ,2010MM07,547.4,471.7,75.7,70.2,33.1,15.6,5.3,2.7,1.4,1.6,1.4,2.5,,2.1,3.7,2.2,2.3,,,2582.7,2268.2,314.6,298.2,186.5,53.1,13.5,7.3,3.8,2.9,3.4,7.8,,6.7,10.8,6.6,7.1,,
723,LD02  ,2010MM08,631.0,557.0,74.1,68.4,28.8,16.4,6.2,2.7,1.2,3.1,1.6,1.9,,2.1,3.7,1.7,3.2,,,2918.0,2649.0,269.0,251.8,134.4,54.1,20.6,7.1,3.0,5.5,4.3,4.1,,9.0,8.5,4.3,11.0,,
724,LD02  ,2010MM09,478.3,425.9,52.4,46.9,18.6,8.5,7.3,1.7,1.0,1.1,,1.7,,1.8,3.7,2.4,2.2,,,1454.1,1308.1,146.0,131.9,65.2,19.8,19.7,3.3,1.9,2.8,,3.4,,5.3,8.0,5.6,5.8,,
725,LD02  ,2010KW03,1656.7,1454.5,202.2,185.5,80.5,40.5,18.9,7.1,3.6,5.8,3.8,6.1,2.2,6.1,11.0,6.3,7.6,1.2,1.5,6954.9,6225.3,729.6,681.9,386.1,127.0,53.8,17.6,8.6,11.2,9.2,15.4,4.7,21.0,27.3,16.5,24.0,3.1,4.2
726,LD02  ,2010MM10,467.1,408.9,58.2,52.8,27.5,8.2,5.2,2.5,1.1,,,1.2,,1.5,3.2,2.4,2.3,,,1317.9,1143.4,174.5,162.5,107.8,17.7,11.1,5.5,2.8,,,2.7,,4.4,6.4,4.8,5.6,,
727,LD02  ,2010MM11,319.3,275.5,43.8,39.5,11.9,12.8,3.5,2.1,,,,,,1.8,3.4,2.0,1.7,,,740.5,632.0,108.4,97.9,30.4,37.9,6.3,5.1,,,,,,4.1,6.5,4.6,4.1,,
728,LD02  ,2010MM12,264.0,237.3,26.7,23.6,7.4,5.1,3.3,1.6,,,,,,1.3,2.3,1.2,1.1,,,666.3,604.0,62.3,54.2,18.5,11.8,7.4,4.0,,,,,,3.7,3.8,3.1,3.3,,
729,LD02  ,2010KW04,1050.5,921.6,128.8,115.9,46.8,26.0,12.0,6.2,2.3,2.5,2.1,2.6,1.8,4.6,9.0,5.6,5.2,,1.4,2724.7,2379.5,345.2,314.6,156.7,67.3,24.8,14.6,4.7,4.9,4.0,5.6,3.1,12.2,16.7,12.5,13.0,,3.6
730,LD02  ,2010JJ00,4994.1,4376.8,617.2,562.3,239.5,118.1,58.6,29.6,11.0,13.9,10.2,17.8,7.6,18.9,36.8,24.2,22.4,3.3,5.1,16375.6,14511.6,1864.0,1723.0,908.8,323.5,141.6,73.8,24.3,27.3,22.2,46.1,14.6,59.5,81.2,59.1,59.0,7.7,15.2
731,LD02  ,2011MM01,242.6,214.5,28.0,25.9,10.2,5.3,2.9,1.5,,,,,,1.2,2.2,,,,,591.1,523.8,67.4,62.3,27.9,13.5,4.8,3.7,,,,,,4.2,3.9,,,,
732,LD02  ,2011MM02,254.1,226.4,27.7,25.3,8.0,5.6,3.3,2.0,,,,,,,2.5,1.1,1.0,,,578.1,525.8,52.3,47.8,15.7,9.6,5.8,5.2,,,,,,,3.9,2.0,2.1,,
733,LD02  ,2011MM03,305.2,269.2,36.0,32.5,10.9,6.8,4.0,2.5,,,,1.0,,1.5,3.0,1.8,1.3,,,723.3,645.1,78.2,70.1,24.6,15.8,7.7,6.3,,,,2.1,,2.9,5.6,4.2,3.1,,
734,LD02  ,2011KW01,801.8,710.2,91.6,83.7,29.0,17.7,10.2,6.1,1.5,1.8,1.6,2.6,2.0,3.5,7.7,4.0,3.2,,,1892.5,1694.6,197.9,180.1,68.2,38.9,18.2,15.2,2.5,3.1,2.9,5.0,3.8,8.9,13.4,8.6,7.4,,
735,LD02  ,2011MM04,459.3,380.6,78.7,73.6,31.2,17.5,7.5,3.8,1.3,1.5,,2.9,1.5,1.6,4.0,1.7,2.8,,,1289.0,1044.0,245.0,233.7,113.3,56.3,18.8,12.0,3.1,2.7,,9.3,3.1,5.2,8.3,4.5,5.2,,
736,LD02  ,2011MM05,521.4,465.4,56.0,50.6,21.7,10.0,6.4,2.9,1.1,1.0,,1.7,,1.3,2.9,2.1,2.6,,,1577.5,1437.7,139.8,127.5,63.3,22.9,13.5,7.2,2.3,1.5,,3.9,,3.7,6.0,5.7,5.0,,
737,LD02  ,2011MM06,596.6,523.6,73.1,67.4,36.6,12.2,6.0,2.6,1.3,,,1.4,,1.8,3.0,2.0,2.5,,,2105.0,1879.2,225.8,211.2,130.7,31.7,16.8,5.9,3.0,,,3.9,,6.5,7.5,5.4,6.0,,
738,LD02  ,2011KW02,1577.4,1369.6,207.8,191.6,89.5,39.7,19.8,9.3,3.7,3.5,2.5,5.9,3.1,4.8,9.9,5.9,7.8,1.5,,4971.5,4360.9,610.6,572.5,307.3,111.0,49.2,25.0,8.3,5.9,5.3,17.0,6.2,15.4,21.9,15.5,16.2,3.3,
739,LD02  ,2011MM07,526.5,455.9,70.6,64.8,26.2,18.5,4.9,2.3,1.5,1.3,1.1,2.6,,1.9,3.7,1.8,3.0,,,2387.4,2123.2,264.2,246.0,123.3,63.1,13.5,5.7,4.5,2.4,3.0,9.6,,7.1,11.8,5.3,9.5,,
740,LD02  ,2011MM08,593.6,517.3,76.4,70.7,30.3,19.7,6.1,2.8,,2.0,1.5,1.3,,1.7,3.5,1.8,3.3,,,2724.0,2445.6,278.4,261.0,135.5,62.6,20.4,8.2,,4.0,4.8,5.0,,5.7,10.6,4.8,10.9,,
741,LD02  ,2011MM09,483.7,423.0,60.7,54.6,26.5,10.3,6.6,2.1,,1.1,,1.2,,1.6,3.0,2.6,2.7,,,1501.2,1320.3,180.9,165.8,100.9,25.2,15.6,4.4,,2.0,,2.7,,4.2,6.5,5.3,7.0,,
742,LD02  ,2011KW03,1603.8,1396.2,207.6,190.0,83.0,48.5,17.6,7.2,3.0,4.5,3.5,5.1,2.2,5.2,10.2,6.2,8.9,1.4,1.1,6612.5,5889.1,723.4,672.8,359.7,150.9,49.5,18.3,8.5,8.5,9.6,17.4,4.6,17.0,28.8,15.4,27.4,4.5,3.3
743,LD02  ,2011MM10,471.9,413.6,58.3,54.3,25.2,12.8,4.9,2.9,1.0,,,1.2,,1.2,2.5,1.7,1.7,,,1367.4,1193.8,173.5,162.7,92.1,31.9,11.0,8.5,2.7,,,3.2,,2.7,5.8,4.8,4.3,,
744,LD02  ,2011MM11,318.1,275.0,43.2,40.0,12.3,13.9,3.8,2.1,,,,,,1.3,2.9,1.4,1.2,,,744.3,636.7,107.6,100.4,33.7,41.3,6.9,4.3,,,,,,2.7,5.0,3.2,2.6,,
745,LD02  ,2011MM12,261.8,232.4,29.4,26.4,9.0,6.4,3.2,2.2,,,,,,1.0,2.3,1.2,1.1,,,687.2,615.2,72.0,65.1,23.8,16.4,7.2,5.5,,,,,,2.9,4.2,3.2,2.5,,
746,LD02  ,2011KW04,1051.8,921.0,130.9,120.7,46.5,33.1,11.9,7.2,2.0,1.8,2.3,2.6,2.0,3.6,7.6,4.4,4.1,,1.1,2798.8,2445.7,353.1,328.3,149.6,89.6,25.1,18.3,4.4,3.6,4.5,6.4,3.4,8.3,14.9,11.2,9.4,,2.8
747,LD02  ,2011JJ00,5034.9,4397.0,637.9,586.0,248.1,139.0,59.5,29.9,10.2,11.5,9.8,16.3,9.3,17.0,35.4,20.5,24.0,3.8,3.6,16275.3,14390.3,1885.1,1753.7,884.9,390.4,142.0,76.9,23.8,21.0,22.4,45.8,18.0,49.6,79.0,50.7,60.3,10.1,10.3
748,LD02  ,2012MM01,267.5,230.3,37.2,33.6,12.0,8.6,3.5,2.1,,,,,,1.1,3.4,1.6,1.4,,,614.3,531.2,83.1,76.2,32.6,18.1,6.8,4.5,,,,,,2.9,6.3,3.3,2.5,,
749,LD02  ,2012MM02,286.3,244.6,41.7,37.9,13.5,8.5,5.5,2.4,,,,,,1.2,3.5,1.5,1.8,,,656.9,566.7,90.3,83.1,33.7,19.4,10.6,5.2,,,,,,2.5,5.9,2.9,3.4,,
750,LD02  ,2012MM03,333.2,285.3,47.9,43.8,17.6,9.0,4.3,3.7,,,,,,1.5,4.3,2.0,1.7,,,760.2,650.1,110.0,101.3,47.6,17.6,8.9,10.5,,,,,,3.4,7.9,4.2,3.5,,
751,LD02  ,2012KW01,886.9,760.2,126.8,115.3,43.1,26.2,13.2,8.2,1.6,2.2,2.0,2.1,1.8,3.8,11.1,5.2,5.0,,,2031.3,1748.0,283.3,260.6,113.8,55.2,26.3,20.2,2.9,3.8,3.3,3.5,2.6,8.8,20.1,10.3,9.4,,
752,LD02  ,2012MM04,478.5,380.0,98.5,91.6,40.4,21.1,8.1,5.3,1.4,,1.3,4.3,2.4,2.3,4.0,3.0,3.4,,,1306.8,1012.9,293.9,278.2,130.5,67.2,23.4,15.9,3.5,,3.2,12.7,5.0,6.9,8.1,6.4,7.7,,
753,LD02  ,2012MM05,599.5,524.9,74.6,67.7,32.2,14.4,6.6,3.0,1.1,,,2.5,,1.6,3.4,3.4,2.8,,,1874.4,1690.6,183.8,170.1,92.9,35.1,13.4,6.2,2.6,,,5.0,,3.8,6.3,6.8,4.7,,
754,LD02  ,2012MM06,522.8,449.8,73.0,66.3,34.4,10.2,7.3,2.0,,1.4,1.0,2.0,,2.1,4.2,3.0,3.0,,,1635.1,1440.8,194.2,180.0,107.5,24.6,18.7,4.5,,3.2,2.1,3.1,,5.4,7.7,6.1,5.8,,
755,LD02  ,2012KW02,1600.8,1354.7,246.1,225.5,107.0,45.7,22.0,10.2,3.4,3.3,3.1,8.8,4.1,6.0,11.7,9.4,9.2,1.1,,4816.2,4144.3,671.9,628.2,330.9,126.9,55.4,26.5,8.3,6.6,6.8,20.8,7.7,16.0,22.1,19.3,18.2,2.8,
756,LD02  ,2012MM07,557.4,469.9,87.5,80.1,33.9,22.1,6.3,2.7,1.6,1.5,1.1,2.6,1.1,3.0,4.2,3.0,3.3,,,2272.9,1988.5,284.4,267.3,128.4,73.0,15.7,6.1,5.1,2.9,2.8,7.0,2.1,13.8,10.3,6.2,8.1,,
757,LD02  ,2012MM08,637.4,548.7,88.7,81.5,33.9,21.8,7.4,2.8,1.6,3.4,1.3,1.6,,2.6,4.0,2.3,4.2,,,2636.2,2341.7,294.6,275.5,134.3,73.0,21.8,7.6,4.0,7.0,3.3,3.3,,8.3,11.4,6.1,11.4,,
758,LD02  ,2012MM09,500.5,435.3,65.2,58.2,25.3,12.2,6.6,2.1,1.1,1.6,,1.6,,2.4,3.3,2.7,3.0,,,1463.2,1288.3,174.9,158.7,85.3,28.9,15.0,4.2,2.3,3.3,,3.3,,6.4,7.0,5.2,7.6,,
759,LD02  ,2012KW03,1695.2,1453.9,241.4,219.8,93.2,56.1,20.3,7.6,4.3,6.5,3.4,5.8,3.0,8.0,11.5,8.0,10.5,1.4,1.7,6372.4,5618.5,753.9,701.5,348.0,174.9,52.6,17.9,11.4,13.2,7.5,13.6,5.1,28.6,28.7,17.5,27.2,2.9,4.9
760,LD02  ,2012MM10,458.6,391.7,66.9,61.4,30.3,12.4,5.0,3.4,1.1,1.6,,1.1,,2.0,2.8,2.3,2.6,,,1252.8,1056.5,196.3,185.1,115.5,30.3,10.5,8.4,3.0,2.6,,2.0,,4.5,5.0,4.7,4.8,,
761,LD02  ,2012MM11,319.7,272.5,47.2,43.3,12.9,12.5,5.0,2.5,,1.9,,,,1.9,3.3,1.6,1.4,,,722.0,610.2,111.8,103.3,35.3,34.0,8.4,5.5,,3.4,,,,4.3,6.8,3.3,3.2,,
762,LD02  ,2012MM12,279.5,246.7,32.8,29.5,10.3,7.2,2.9,2.0,,1.3,,,,1.4,2.2,1.6,1.2,,,699.6,622.4,77.2,70.0,27.3,16.7,6.7,4.2,,2.3,,,,3.5,4.6,3.5,2.5,,
763,LD02  ,2012KW04,1057.9,910.9,147.0,134.2,53.5,32.1,12.9,7.9,2.4,4.8,2.5,2.2,2.2,5.2,8.4,5.5,5.2,,1.2,2674.3,2289.1,385.2,358.3,178.1,81.1,25.6,18.1,5.4,8.3,5.2,4.2,3.6,12.3,16.4,11.4,10.5,,3.0
764,LD02  ,2012JJ00,5240.9,4479.6,761.2,694.8,296.9,160.2,68.4,33.9,11.8,16.9,10.9,18.9,11.1,23.1,42.7,28.0,29.9,3.9,4.6,15894.3,13799.9,2094.4,1948.7,970.9,438.0,159.9,82.7,28.1,32.0,22.9,42.0,19.1,65.7,87.3,58.5,65.2,8.8,13.1
765,LD03  ,1998MM01,578.2,235.2,343.0,252.8,56.8,17.4,73.8,19.4,5.0,17.8,7.2,3.4,,,51.9,53.1,27.9,5.7,3.5,1183.0,473.3,709.8,531.4,155.0,34.1,134.7,36.3,9.4,38.1,15.0,6.2,,,102.6,104.9,54.3,11.3,7.9
766,LD03  ,1998MM02,629.4,267.1,362.2,276.7,57.4,21.9,88.5,20.8,4.6,12.3,8.0,3.6,,,59.6,49.6,28.2,3.8,3.9,1313.8,588.2,725.6,557.8,129.3,45.0,176.1,39.3,8.4,23.1,16.4,6.3,,,114.0,96.3,55.5,7.3,8.7
767,LD03  ,1998MM03,763.1,289.7,473.4,347.3,73.1,22.6,113.0,24.1,7.6,17.5,10.1,5.3,,,74.1,70.2,44.3,6.9,4.7,1538.1,596.4,941.7,705.4,192.9,44.9,213.9,41.1,13.5,34.2,19.3,8.9,,,136.7,133.3,81.4,13.1,8.5
768,LD03  ,1998KW01,1970.6,792.0,1178.6,876.8,187.3,61.9,275.4,64.3,17.2,47.6,25.2,12.3,,,185.7,172.9,100.4,16.4,12.1,4034.9,1657.9,2377.0,1794.6,477.2,124.0,524.7,116.7,31.2,95.3,50.7,21.4,,,353.3,334.5,191.1,31.7,25.1
769,LD03  ,1998MM04,1021.5,319.1,702.4,464.8,192.9,35.8,121.9,42.5,14.2,23.0,16.7,8.4,,,9.4,5.2,94.7,82.1,55.6,2533.1,759.0,1774.2,1489.1,748.9,86.9,252.4,83.1,28.5,46.8,34.1,18.6,,,189.8,156.1,97.7,20.1,11.1
770,LD03  ,1998MM05,1205.2,450.1,755.1,484.0,192.1,34.3,125.5,45.9,14.3,28.0,23.5,8.3,,,12.1,5.4,104.2,105.2,56.4,3001.9,1293.9,1708.0,1377.3,629.3,81.2,243.0,81.2,29.3,52.0,44.5,17.0,,,199.8,196.5,97.9,24.6,11.6
771,LD03  ,1998MM06,1159.0,464.1,694.9,418.2,194.5,24.7,107.8,27.5,11.0,18.8,15.6,6.1,,,12.4,6.0,95.1,121.8,53.9,3274.7,1437.4,1837.3,1465.3,853.7,64.5,206.3,49.5,20.7,38.5,31.3,12.8,,,188.0,228.4,102.5,26.5,14.6
772,LD03  ,1998KW02,3385.7,1233.3,2152.4,1627.0,579.4,94.8,355.1,115.8,39.5,69.8,55.8,22.8,,,294.0,309.1,165.9,34.0,16.5,8809.7,3490.3,5319.5,4331.7,2232.0,232.6,701.7,213.8,78.4,137.2,109.9,48.4,,,577.6,581.0,298.1,71.3,37.3
773,LD03  ,1998MM07,1238.2,463.7,774.4,584.4,222.8,35.4,116.8,34.5,14.8,27.2,23.4,10.1,,,99.2,115.5,49.9,14.6,10.2,4903.7,2344.9,2558.8,2193.1,1382.9,117.1,242.4,68.1,36.7,56.3,48.3,26.3,,,215.1,219.3,95.1,28.6,22.7
774,LD03  ,1998MM08,1481.0,617.3,863.7,677.9,245.3,40.5,123.4,39.4,11.6,78.5,36.3,5.7,,,97.1,107.1,58.6,13.1,7.0,6191.9,3512.0,2679.9,2297.5,1280.3,127.4,292.5,84.9,28.3,181.7,80.4,13.6,,,208.5,224.7,115.2,26.3,16.2
775,LD03  ,1998MM09,1066.6,423.5,643.0,465.3,131.9,28.3,123.8,29.9,9.7,21.8,19.7,6.3,,,93.8,100.6,54.3,14.4,8.5,2732.0,1196.0,1535.9,1205.1,545.9,66.4,241.0,50.1,20.5,43.9,39.5,12.5,,,185.3,186.5,100.2,26.7,17.3
776,LD03  ,1998KW03,3785.7,1504.6,2281.1,1727.5,600.1,104.2,364.0,103.8,36.2,127.6,79.4,22.1,,,290.2,323.2,162.8,42.0,25.7,13827.6,7052.9,6774.7,5695.8,3209.1,310.9,775.9,203.2,85.4,281.9,168.2,52.4,,,608.9,630.5,310.5,81.7,56.3
777,LD03  ,1998MM10,1000.5,396.7,603.8,454.8,138.2,26.3,125.7,26.5,9.0,16.4,13.6,6.4,,,92.6,89.6,43.1,10.4,5.8,2534.8,1036.7,1498.2,1215.1,591.1,63.1,250.9,47.3,19.5,33.1,27.2,12.6,,,170.3,167.9,82.1,20.1,13.1
778,LD03  ,1998MM11,781.5,333.1,448.3,332.5,54.1,30.6,108.7,23.1,6.0,15.9,10.5,5.5,,,78.1,68.7,35.3,6.7,5.1,1585.3,691.9,893.3,666.6,128.5,69.8,200.2,40.1,11.0,31.7,21.5,10.8,,,152.9,135.8,66.2,13.3,11.5
779,LD03  ,1998MM12,638.6,276.8,361.8,267.0,51.3,19.6,79.3,22.1,5.4,21.8,8.2,3.5,,,55.9,53.8,31.8,5.0,4.3,1355.7,615.6,740.1,558.3,127.7,38.9,149.5,41.9,11.3,48.2,17.5,6.8,,,116.4,99.9,63.5,9.0,9.5
780,LD03  ,1998KW04,2420.6,1006.6,1414.0,1054.3,243.7,76.5,313.6,71.7,20.5,54.0,32.3,15.4,,,226.7,212.0,110.2,22.2,15.2,5475.8,2344.2,3131.6,2439.9,847.3,171.9,600.6,129.3,41.8,113.0,66.2,30.2,,,439.6,403.5,211.7,42.4,34.1
781,LD03  ,1998JJ00,11562.7,4536.5,7026.2,5285.7,1610.5,337.5,1308.1,355.5,113.4,299.0,192.7,72.6,,,996.5,1017.2,539.3,114.5,69.5,32148.1,14545.3,17602.8,14262.0,6765.6,839.4,2602.8,663.0,236.9,627.4,395.0,152.4,,,1979.4,1949.5,1011.5,227.1,152.8
782,LD03  ,1999MM01,646.5,260.7,385.8,287.8,65.1,18.7,83.4,23.6,5.4,17.2,8.1,3.2,,,63.1,61.0,25.5,6.1,5.5,1414.4,570.1,844.3,650.4,213.8,37.5,159.1,47.9,10.1,36.9,16.4,6.7,,,122.0,123.9,46.8,12.5,10.6
783,LD03  ,1999MM02,708.5,308.6,399.8,298.7,55.6,24.2,105.5,21.8,5.3,12.2,9.5,3.4,,,61.2,61.1,29.5,5.2,5.3,1577.1,736.0,841.1,645.8,157.3,49.6,209.4,45.1,8.9,25.7,18.7,6.4,,,124.6,120.0,53.4,10.0,12.0
784,LD03  ,1999MM03,826.8,317.4,509.4,375.2,77.8,20.8,133.4,24.6,8.3,18.2,15.7,5.5,,,70.9,84.8,37.2,6.5,5.7,1747.6,674.2,1073.4,811.5,216.7,38.1,271.5,46.2,14.6,35.9,33.8,11.2,,,143.5,166.6,68.8,12.7,13.8
785,LD03  ,1999KW01,2181.8,886.7,1295.0,961.7,198.4,63.7,322.3,70.0,19.1,47.6,33.2,12.1,,,195.2,206.9,92.2,17.8,16.5,4739.2,1980.4,2758.8,2107.8,587.8,125.2,640.0,139.2,33.6,98.5,69.0,24.3,,,390.1,410.6,168.9,35.1,36.4
786,LD03  ,1999MM04,1130.6,375.3,755.3,510.0,213.5,34.1,141.9,48.1,14.7,23.2,16.2,6.8,,,11.4,5.2,92.7,101.4,46.0,2854.2,916.4,1937.8,1626.8,800.9,91.8,304.2,96.5,41.1,48.4,35.4,16.3,,,192.1,197.2,80.0,22.3,11.5
