ID,RegioS,Perioden,AlleLanden_1,Nederland_2,BuitenlandTotaal_3,EuropaExclusiefNederland_4,Duitsland_5,Belgie_6,GrootBrittannie_7,Frankrijk_8,Zwitserland_9,Italie_10,Spanje_11,Denemarken_12,Zweden_13,OverigeLandenEurozone_14,OverigEuropa_15,Amerika_16,Azie_17,AustralieEnOceanie_18,Afrika_19,AlleLanden_20,Nederland_21,BuitenlandTotaal_22,EuropaExclusiefNederland_23,Duitsland_24,Belgie_25,GrootBrittannie_26,Frankrijk_27,Zwitserland_28,Italie_29,Spanje_30,Denemarken_31,Zweden_32,OverigeLandenEurozone_33,OverigEuropa_34,Amerika_35,Azie_36,AustralieEnOceanie_37,Afrika_38
3307,PV27  ,2012MM08,1000.5,346.5,654.0,479.9,137.6,25.1,95.9,43.5,11.0,51.4,40.4,5.7,6.2,22.7,40.3,97.2,55.3,15.5,6.1,2718.1,1129.2,1588.9,1256.4,522.1,57.4,184.2,96.2,24.5,122.8,89.7,11.8,12.1,49.5,86.2,185.5,103.0,31.8,12.3
3308,PV27  ,2012MM09,845.0,289.1,555.9,374.0,93.8,21.1,93.8,27.1,10.9,20.7,26.7,6.2,7.5,21.9,44.2,105.5,52.4,15.6,8.3,1749.0,653.9,1095.1,779.2,272.7,35.3,164.4,46.2,20.8,42.1,49.7,11.0,12.5,41.9,82.5,177.8,92.2,31.0,14.9
3309,PV27  ,2012KW03,2810.2,964.9,1845.3,1294.2,352.8,73.3,281.2,108.7,37.3,100.0,103.4,20.2,22.6,68.8,125.9,324.1,156.2,48.3,22.5,6929.4,2758.4,4171.0,3148.9,1253.4,154.3,521.5,217.0,80.5,225.9,217.6,42.2,43.3,140.4,252.9,590.0,289.6,98.4,44.2
3310,PV27  ,2012MM10,826.1,292.7,533.4,367.6,84.8,22.1,88.3,29.5,12.0,21.4,22.6,7.2,7.7,25.2,46.8,93.4,51.9,12.2,8.2,1640.0,604.3,1035.6,753.3,242.0,36.6,154.5,51.4,24.7,42.9,42.3,14.4,12.5,47.1,84.9,154.2,91.0,23.5,13.7
3311,PV27  ,2012MM11,691.5,221.0,470.5,338.1,51.2,24.8,90.0,38.5,9.2,25.0,22.7,5.0,6.2,23.2,42.3,74.0,45.5,7.4,5.5,1235.9,411.0,825.0,609.5,101.3,47.1,155.3,68.2,15.3,50.1,39.7,8.1,9.9,40.1,74.4,116.0,76.6,13.5,9.5
3312,PV27  ,2012MM12,597.5,218.2,379.3,276.4,41.4,19.2,75.3,33.6,8.9,27.8,17.1,3.5,3.7,16.9,29.0,51.1,38.4,7.7,5.7,1109.6,407.7,701.9,526.9,89.1,33.9,135.6,60.3,17.2,58.6,32.6,5.9,6.5,31.7,55.7,86.1,65.6,14.4,8.8
3313,PV27  ,2012KW04,2115.2,731.9,1383.2,982.1,177.3,66.2,253.6,101.6,30.0,74.3,62.4,15.7,17.6,65.3,118.1,218.5,135.9,27.3,19.4,3985.5,1423.0,2562.5,1889.7,432.3,117.6,445.4,179.9,57.2,151.6,114.6,28.3,28.9,118.8,215.1,356.2,233.1,51.4,32.0
3314,PV27  ,2012JJ00,9364.4,3240.1,6124.3,4334.9,969.5,272.0,1041.2,395.2,132.2,312.7,302.3,69.1,79.1,272.4,489.2,1064.0,518.2,131.3,75.9,20061.4,7646.9,12414.5,9270.2,2895.1,512.6,1866.7,740.1,262.9,658.9,596.4,132.6,140.8,522.7,941.5,1820.1,926.7,258.4,139.0
3315,PV28  ,1998MM01,135.5,78.5,57.0,47.0,12.5,5.3,13.0,3.5,,1.8,,,,,8.6,6.5,2.8,,,292.0,161.1,130.9,102.0,35.1,12.7,23.7,6.4,,3.3,,,,,16.2,17.4,8.4,,
3316,PV28  ,1998MM02,151.8,88.8,62.9,51.7,13.8,6.7,15.3,3.5,,1.4,1.1,,,,8.8,6.6,3.4,,,325.3,188.2,137.1,112.2,30.3,17.1,32.9,6.1,,2.5,2.5,,,,18.5,13.7,7.9,,
3317,PV28  ,1998MM03,188.4,99.6,88.9,72.2,19.1,7.6,19.4,5.7,,2.4,1.6,,,,14.4,9.0,6.1,,,365.4,186.1,179.4,145.8,42.8,16.1,38.9,10.3,,4.7,3.1,,,,26.8,18.7,11.1,,
3318,PV28  ,1998KW01,475.7,266.9,208.8,171.0,45.4,19.7,47.7,12.6,2.1,5.6,3.7,2.3,,,31.8,22.1,12.2,1.2,2.3,982.7,535.4,447.4,360.0,108.2,45.9,95.5,22.8,3.8,10.6,7.9,3.9,,,61.5,49.9,27.4,3.0,7.2
3319,PV28  ,1998MM04,268.5,98.7,169.8,126.7,60.5,13.1,29.0,14.3,2.4,2.8,2.0,1.7,,,,1.1,18.8,12.3,11.0,652.8,208.2,444.6,395.6,200.6,32.6,74.3,28.5,4.7,4.9,4.5,3.8,,,,25.7,18.3,1.7,3.3
3320,PV28  ,1998MM05,306.5,132.9,173.6,123.0,56.4,9.0,30.8,13.6,2.6,4.2,3.1,1.5,,,1.8,,21.0,15.0,13.7,721.9,319.5,402.3,344.9,163.3,18.6,71.0,23.7,5.0,7.3,6.7,3.5,,,45.8,,22.2,3.3,2.7
3321,PV28  ,1998MM06,278.2,134.6,143.6,100.2,53.5,5.9,23.1,7.9,1.6,2.8,2.4,1.6,,,1.3,1.2,16.3,16.2,9.7,691.7,319.4,372.3,312.9,181.9,12.9,49.9,15.3,3.3,5.2,4.8,4.1,,,35.4,32.8,20.5,2.7,3.5
3322,PV28  ,1998KW02,853.3,366.3,487.0,401.9,170.3,28.0,82.9,35.8,6.6,9.8,7.6,4.8,,,56.1,43.5,34.4,4.0,3.2,2066.4,847.2,1219.2,1053.3,545.9,64.1,195.2,67.6,13.0,17.4,16.1,11.4,,,122.6,87.6,61.1,7.8,9.4
3323,PV28  ,1998MM07,265.9,121.1,144.8,119.8,50.9,9.0,22.9,7.8,2.5,4.0,3.5,3.0,,,16.2,13.6,7.7,1.9,1.8,830.8,370.4,460.4,401.7,226.7,26.4,60.8,16.2,7.1,8.2,6.8,10.7,,,38.9,32.1,17.6,4.2,4.7
3324,PV28  ,1998MM08,330.7,150.7,180.0,154.5,66.9,8.8,28.2,9.4,1.7,13.1,5.5,1.5,,,19.5,11.3,10.9,1.3,2.0,1169.3,555.8,613.6,549.7,317.3,24.6,94.5,20.2,5.5,26.5,11.0,4.3,,,45.6,29.0,27.2,3.1,4.6
3325,PV28  ,1998MM09,255.2,132.3,123.0,99.0,32.8,7.1,26.6,6.4,1.4,2.7,3.0,1.3,,,17.7,11.0,8.6,1.1,3.2,640.4,308.8,331.5,270.5,129.8,14.8,59.1,11.4,2.9,6.2,5.6,3.2,,,37.5,26.2,25.1,2.5,7.2
3326,PV28  ,1998KW03,851.8,404.1,447.7,373.3,150.6,24.9,77.6,23.6,5.6,19.8,12.0,5.8,,,53.4,35.9,27.1,4.3,7.0,2640.5,1235.0,1405.5,1222.0,673.8,65.9,214.4,47.9,15.5,41.0,23.4,18.2,,,122.0,87.3,69.9,9.8,16.5
3327,PV28  ,1998MM10,241.2,127.9,113.3,92.8,36.6,6.3,23.6,5.3,1.3,2.2,1.7,1.1,,,14.6,10.3,7.1,,2.2,597.1,292.0,305.1,258.2,138.8,13.3,53.1,10.4,2.9,4.2,3.3,2.4,,,29.8,21.7,17.3,,5.7
3328,PV28  ,1998MM11,199.4,115.6,83.7,66.2,14.9,8.1,18.8,5.0,1.0,2.5,1.4,1.2,,,13.3,8.9,6.0,,1.8,420.2,231.3,188.9,147.9,35.2,20.9,38.9,9.5,2.1,5.4,3.3,3.1,,,29.5,19.1,14.8,,5.2
3329,PV28  ,1998MM12,157.9,98.5,59.4,48.1,12.3,5.1,13.9,3.9,,1.8,,,,,8.6,6.0,3.7,,,361.6,229.1,132.4,108.5,32.2,10.2,27.5,8.0,,4.0,,,,,20.4,12.2,8.0,,
3330,PV28  ,1998KW04,598.4,342.0,256.4,207.1,63.9,19.5,56.4,14.1,3.3,6.4,4.0,3.0,,,36.5,25.3,16.8,2.4,4.8,1378.9,752.5,626.4,514.5,206.2,44.4,119.5,27.8,7.1,13.6,8.4,7.8,,,79.7,53.0,40.2,5.1,13.6
3331,PV28  ,1998JJ00,2779.2,1379.2,1399.9,1153.3,430.2,92.1,264.6,86.2,17.6,41.7,27.3,15.9,,,177.8,126.8,90.6,11.9,17.4,7068.5,3370.0,3698.5,3149.8,1534.0,220.3,624.6,166.0,39.4,82.6,55.8,41.3,,,385.9,277.8,198.5,25.6,46.7
3332,PV28  ,1999MM01,162.4,90.9,71.5,57.9,16.5,4.8,16.5,5.3,,2.0,1.3,,,,10.3,9.0,3.5,,,378.4,200.5,177.9,144.9,52.0,11.7,36.3,12.6,,3.6,2.9,,,,22.8,22.2,8.1,,
3333,PV28  ,1999MM02,180.9,107.2,73.8,58.6,15.2,6.9,17.3,4.7,,1.6,1.5,,,,9.9,9.1,4.4,,1.2,427.7,251.2,176.5,140.8,38.0,15.1,41.2,12.7,,3.1,3.2,,,,24.7,19.7,10.9,,4.0
3334,PV28  ,1999MM03,204.2,111.6,92.6,73.8,19.7,6.2,22.9,5.7,1.2,1.8,1.6,1.1,,,13.7,11.5,5.5,,1.1,454.1,233.6,220.5,174.9,52.2,10.9,57.9,11.3,2.1,4.1,3.6,1.9,,,30.8,26.4,14.0,,3.9
3335,PV28  ,1999KW01,547.6,309.7,237.9,190.4,51.5,17.9,56.7,15.7,2.7,5.4,4.4,2.4,,,33.8,29.6,13.3,1.7,2.9,1260.2,685.4,574.9,460.6,142.2,37.8,135.5,36.6,5.5,10.8,9.7,4.3,,,78.2,68.3,33.0,3.5,9.5
3336,PV28  ,1999MM04,295.6,113.3,182.3,134.6,62.9,8.7,38.4,13.8,3.1,3.0,2.0,1.7,,,,,21.4,15.5,10.1,709.5,241.1,468.4,411.7,193.2,21.5,99.0,25.9,8.3,6.3,4.3,4.1,,,,,19.1,1.8,2.4
3337,PV28  ,1999MM05,324.5,152.9,171.6,121.9,61.5,8.9,31.2,11.2,2.1,2.6,2.0,1.3,,,1.1,1.2,19.8,17.3,11.4,819.6,391.6,428.0,362.9,186.9,18.7,70.7,20.9,4.2,6.8,4.8,3.1,,,46.8,38.1,22.4,1.8,2.9
3338,PV28  ,1999MM06,270.6,131.4,139.2,96.7,46.7,6.5,28.4,6.8,1.7,2.5,1.7,1.4,,,,,19.0,15.1,7.4,688.0,305.8,382.2,326.7,161.9,14.7,71.4,12.3,3.9,5.9,4.1,3.7,,,,,15.9,1.9,3.3
3339,PV28  ,1999KW02,890.6,397.5,493.1,410.4,171.1,24.2,98.0,31.8,6.8,8.1,5.7,4.5,,,60.1,47.9,28.9,2.9,2.9,2217.1,938.5,1278.6,1101.3,542.0,54.9,241.0,59.1,16.4,18.9,13.3,11.0,,,144.6,105.9,57.4,5.5,8.5
3340,PV28  ,1999MM07,314.9,134.5,180.3,154.8,77.3,8.5,26.8,7.5,3.0,4.1,2.8,3.1,,,21.9,14.6,8.8,1.1,1.0,1067.8,439.6,628.3,566.8,364.9,21.2,77.4,15.6,7.1,8.6,6.7,10.3,,,55.0,36.5,19.7,2.4,2.8
3341,PV28  ,1999MM08,340.2,156.7,183.5,159.8,71.3,8.8,31.8,8.4,3.2,10.3,5.3,1.0,,,19.7,12.4,7.9,,2.5,1186.9,585.4,601.5,544.2,294.2,23.0,116.5,17.8,8.1,22.4,12.0,2.3,,,47.8,28.8,19.3,,7.3
3342,PV28  ,1999MM09,270.4,135.2,135.1,111.8,43.2,7.0,28.1,6.0,1.8,2.9,2.5,1.3,,,19.1,12.3,7.9,1.1,2.0,683.2,321.3,361.9,311.2,157.8,14.9,61.8,10.8,4.0,6.2,6.5,3.2,,,46.0,25.0,16.9,2.5,6.3
3343,PV28  ,1999KW03,925.4,426.4,498.9,426.5,191.8,24.3,86.7,21.9,8.0,17.3,10.5,5.4,,,60.6,39.3,24.6,3.0,5.5,2937.9,1346.3,1591.6,1422.2,816.9,59.2,255.8,44.2,19.2,37.2,25.1,15.8,,,148.8,90.3,55.9,6.8,16.3
3344,PV28  ,1999MM10,255.5,133.0,122.5,101.5,38.4,5.8,26.3,6.1,1.7,2.8,1.9,1.0,,,17.6,11.8,6.3,1.2,1.7,616.8,290.5,326.3,279.8,138.3,10.3,64.2,11.2,3.9,7.9,3.4,2.2,,,38.3,25.8,13.2,2.2,5.4
3345,PV28  ,1999MM11,218.7,120.6,98.0,80.5,18.4,10.0,24.4,5.8,1.2,2.5,1.6,1.0,,,15.5,9.6,5.4,,1.5,467.0,246.0,221.0,181.7,46.0,25.7,52.2,10.4,2.2,5.9,3.2,2.1,,,34.1,21.6,12.1,,4.0
3346,PV28  ,1999MM12,169.1,108.3,60.8,49.1,11.0,5.1,14.4,4.1,,1.9,1.2,,,,9.9,5.7,4.4,,,361.0,227.1,134.0,107.3,22.7,10.1,32.9,7.9,,4.7,2.6,,,,23.3,11.9,9.7,,
3347,PV28  ,1999KW04,643.2,361.9,281.4,231.2,67.7,21.0,65.1,16.0,3.8,7.2,4.8,2.7,,,43.0,27.1,16.1,2.7,4.2,1444.8,763.5,681.3,568.8,207.0,46.1,149.3,29.5,7.8,18.6,9.2,5.6,,,95.6,59.2,34.9,5.5,12.9
3348,PV28  ,1999JJ00,3006.8,1495.5,1511.3,1258.5,482.1,87.3,306.5,85.4,21.3,37.9,25.4,15.0,,,197.6,143.9,83.0,10.3,15.6,7860.1,3733.7,4126.3,3552.8,1708.1,198.0,781.6,169.4,48.9,85.6,57.3,36.7,,,467.3,323.7,181.3,21.3,47.3
3349,PV28  ,2000MM01,173.0,94.4,78.6,65.4,18.3,6.5,22.1,5.2,,1.7,1.9,,,,8.0,8.0,3.5,,,395.9,212.4,183.5,150.0,58.3,13.3,40.8,10.1,,4.0,2.9,,,,16.8,21.2,7.9,,
3350,PV28  ,2000MM02,171.5,98.0,73.5,60.6,13.2,6.2,20.3,4.9,,1.7,1.4,,,,11.1,6.4,5.1,,1.0,368.2,200.2,168.0,134.8,31.6,11.3,47.7,11.9,,3.3,2.6,,,,22.9,15.3,14.9,,2.1
3351,PV28  ,2000MM03,230.5,134.5,96.0,78.5,22.1,6.5,23.7,6.9,1.6,2.5,1.5,1.0,,,12.7,8.9,6.6,,1.4,502.5,279.3,223.3,182.9,59.0,14.3,52.5,14.4,3.0,5.4,2.7,1.9,,,29.7,20.2,14.5,,4.2
3352,PV28  ,2000KW01,575.0,326.9,248.1,204.5,53.7,19.3,66.0,17.0,3.4,5.9,4.8,2.7,,,31.7,23.3,15.3,1.8,3.2,1266.7,691.9,574.8,467.7,148.9,38.9,141.0,36.3,7.0,12.7,8.2,5.1,,,69.4,56.7,37.4,4.0,9.0
3353,PV28  ,2000MM04,305.7,119.0,186.7,158.9,62.0,8.7,41.3,15.7,2.6,3.5,2.8,1.9,,,20.5,14.5,11.3,,1.1,757.8,272.0,485.8,424.1,201.1,22.6,102.7,32.7,5.6,6.8,5.6,4.5,,,42.6,35.7,21.5,,2.6
3354,PV28  ,2000MM05,313.5,156.4,157.1,129.7,44.3,7.8,35.4,10.7,2.0,2.7,3.2,1.5,,,22.1,14.1,10.5,1.4,1.4,785.2,377.3,407.9,336.0,134.9,15.2,87.5,26.4,4.8,6.7,7.2,3.5,,,49.9,38.6,24.4,4.4,4.4
3355,PV28  ,2000MM06,311.1,152.4,158.7,137.1,57.3,7.6,29.0,7.7,2.0,2.9,3.5,4.9,,,22.1,10.4,8.7,1.2,1.3,804.1,378.6,425.5,376.1,189.3,13.4,71.8,15.6,5.9,5.5,6.7,11.0,,,56.8,25.6,17.5,2.5,3.8
3356,PV28  ,2000KW02,930.2,427.8,502.4,425.6,163.6,24.0,105.8,34.0,6.6,9.2,9.5,8.3,,,64.7,39.1,30.6,3.4,3.8,2347.1,1027.9,1319.2,1136.3,525.3,51.2,262.0,74.6,16.4,19.0,19.4,19.0,,,149.4,100.0,63.4,8.8,10.8
3357,PV28  ,2000MM07,310.3,142.9,167.4,139.7,55.3,8.7,28.2,8.3,3.2,4.5,5.0,2.8,,,23.6,14.7,10.5,,1.7,992.0,450.5,541.5,475.8,258.6,20.9,73.9,18.2,9.7,9.1,10.9,10.3,,,64.2,36.3,22.6,,4.5
3358,PV28  ,2000MM08,343.6,168.8,174.9,151.0,56.5,9.8,31.5,9.5,2.1,11.1,6.4,1.4,,,22.6,11.1,10.0,1.3,1.4,1106.0,557.7,548.3,490.2,239.8,24.1,95.1,21.1,7.1,22.9,12.9,3.7,,,63.5,28.5,23.3,2.3,4.1
3359,PV28  ,2000MM09,304.6,165.8,138.7,111.6,40.2,7.7,28.7,5.4,1.9,3.0,3.3,1.1,,,20.3,13.0,11.5,1.3,1.4,748.4,365.6,382.8,320.7,157.0,16.1,68.9,9.8,4.7,5.8,6.8,2.1,,,49.4,29.9,24.4,2.9,4.7
3360,PV28  ,2000KW03,958.6,477.5,481.0,402.2,151.9,26.3,88.4,23.3,7.2,18.6,14.7,5.3,,,66.4,38.7,32.0,3.6,4.4,2846.4,1373.8,1472.6,1286.7,655.4,61.2,237.9,49.1,21.5,37.8,30.7,16.1,,,177.1,94.8,70.3,7.6,13.3
3361,PV28  ,2000MM10,277.0,159.6,117.4,96.9,40.3,5.8,23.9,5.3,1.5,2.0,2.2,1.6,,,14.5,9.3,8.6,,1.6,668.1,349.2,318.9,274.9,148.2,11.2,57.7,10.1,3.5,4.2,4.2,3.6,,,32.1,21.2,17.1,,3.8
3362,PV28  ,2000MM11,223.5,127.1,96.4,76.4,17.3,7.5,23.4,4.9,1.2,2.6,1.6,,,,16.9,10.8,7.3,,1.3,505.0,266.8,238.2,184.2,40.9,29.4,49.2,11.8,2.4,5.3,3.6,,,,39.5,31.6,17.2,,3.4
3363,PV28  ,2000MM12,186.6,122.7,63.9,51.4,12.1,6.3,15.8,3.8,,1.8,1.1,,,,9.2,6.2,4.8,,1.1,383.0,229.5,153.5,128.0,31.5,11.9,35.9,9.8,,3.5,2.2,,,,30.1,14.0,8.6,,2.0
3364,PV28  ,2000KW04,687.1,409.4,277.7,224.7,69.7,19.7,63.0,13.9,3.3,6.4,4.9,3.1,,,40.6,26.4,20.7,2.0,4.0,1556.1,845.5,710.5,587.1,220.6,52.5,142.9,31.7,7.8,13.1,10.1,6.9,,,101.7,66.8,42.9,4.5,9.2
3365,PV28  ,2000JJ00,3150.9,1641.6,1509.3,1257.1,439.0,89.3,323.2,88.2,20.6,40.1,34.0,19.4,,,203.5,127.5,98.6,10.8,15.5,8016.3,3939.1,4077.1,3477.8,1550.1,203.8,783.8,191.8,52.6,82.6,68.4,47.1,,,497.6,318.2,213.9,24.9,42.3
3366,PV28  ,2001MM01,168.4,98.5,69.9,55.7,13.2,5.9,17.1,4.1,,1.9,1.3,,,,10.7,8.5,4.1,,,379.9,212.0,167.8,134.8,39.1,12.4,36.5,7.6,,4.3,3.1,,,,28.8,21.7,7.7,,
3367,PV28  ,2001MM02,167.0,98.8,68.2,54.5,12.7,6.4,17.7,3.4,,1.6,1.4,,,,9.9,6.9,5.0,,1.1,372.1,210.1,162.0,133.3,34.0,11.3,41.6,6.3,,4.4,3.0,,,,29.2,15.1,9.6,,2.3
3368,PV28  ,2001MM03,216.7,132.6,84.1,66.6,15.7,5.8,21.7,5.2,,2.4,1.8,,,,12.1,9.5,6.0,,1.2,501.1,306.8,194.3,154.6,42.5,11.9,48.0,9.7,,6.0,3.9,,,,29.0,22.3,13.1,,2.8
3369,PV28  ,2001KW01,552.1,329.9,222.2,176.8,41.6,18.1,56.6,12.6,2.5,5.9,4.5,2.3,,,32.7,24.8,15.2,2.1,3.3,1253.1,728.9,524.1,422.7,115.5,35.6,126.0,23.6,4.9,14.7,9.9,5.5,,,87.0,59.1,30.4,4.6,7.4
3370,PV28  ,2001MM04,288.3,134.6,153.7,127.9,47.4,9.0,32.6,10.5,2.6,2.8,3.9,1.7,,,17.4,12.9,10.7,,1.5,729.6,326.3,403.4,350.4,162.8,21.7,80.7,22.4,5.2,6.1,7.2,4.0,,,40.3,27.1,21.1,,3.5
3371,PV28  ,2001MM05,295.2,161.4,133.7,103.4,35.7,7.2,28.0,9.5,2.1,2.1,2.2,1.1,,,15.4,13.4,13.3,1.3,2.2,744.3,422.8,321.4,262.6,110.7,16.2,66.9,18.5,4.4,4.6,4.3,2.3,,,34.8,28.8,21.9,2.6,5.6
3372,PV28  ,2001MM06,295.5,161.0,134.5,107.4,46.2,6.7,27.8,5.2,1.2,2.4,2.7,1.3,,,13.9,14.0,10.1,1.5,1.6,794.4,432.2,362.1,307.9,166.4,13.3,67.8,10.5,2.5,5.2,6.0,3.7,,,32.6,29.0,18.1,3.0,4.1
3373,PV28  ,2001KW02,879.0,457.1,421.9,338.7,129.2,22.9,88.4,25.2,6.0,7.4,8.8,4.1,,,46.7,40.3,34.2,3.5,5.3,2268.3,1181.3,1087.0,920.8,439.8,51.1,215.4,51.4,12.1,15.9,17.5,9.9,,,107.6,84.8,61.2,7.0,13.2
3374,PV28  ,2001MM07,329.8,175.8,154.0,125.5,54.3,9.1,28.3,5.9,1.8,3.5,4.1,2.2,,,16.3,14.7,11.1,1.2,1.5,1005.1,533.6,471.6,409.9,234.1,20.6,74.0,11.6,5.2,7.3,7.0,9.2,,,40.8,32.4,21.8,2.7,4.8
3375,PV28  ,2001MM08,327.1,166.1,161.0,134.9,53.2,9.1,30.8,6.6,1.4,6.8,6.3,1.3,,,19.3,10.4,12.9,1.1,1.6,1177.3,670.1,507.3,446.4,232.0,23.8,99.0,13.4,3.8,14.9,13.1,3.7,,,42.9,24.7,30.1,2.6,3.5
3376,PV28  ,2001MM09,264.1,142.4,121.7,96.1,33.8,6.7,25.4,6.6,1.4,2.7,3.0,1.2,,,15.3,11.2,11.1,1.4,1.9,670.9,357.2,313.7,261.0,120.4,14.2,60.9,12.3,2.9,5.8,5.4,2.2,,,36.8,25.6,20.0,2.8,4.3
3377,PV28  ,2001KW03,921.0,484.4,436.7,356.5,141.2,24.9,84.6,19.1,4.6,13.0,13.4,4.7,,,51.0,36.4,35.1,3.7,5.0,2853.4,1560.9,1292.5,1117.4,586.4,58.6,233.9,37.3,11.9,28.0,25.5,15.1,,,120.5,82.7,71.9,8.0,12.6
3378,PV28  ,2001MM10,267.3,147.6,119.7,101.1,36.7,8.1,26.4,8.0,1.5,2.6,2.2,1.2,,,14.5,8.6,7.8,,1.4,659.2,347.6,311.6,274.3,139.4,16.8,56.2,13.5,2.8,5.5,4.0,2.7,,,33.4,17.9,14.7,,2.8
3379,PV28  ,2001MM11,227.8,139.2,88.6,70.4,17.5,8.7,20.1,7.1,1.3,2.7,1.5,,,,10.7,8.5,7.2,,1.8,466.9,278.9,188.0,150.4,42.7,16.0,41.5,12.3,1.9,6.0,3.3,,,,24.9,18.7,13.2,,3.7
3380,PV28  ,2001MM12,192.5,124.7,67.8,52.9,11.5,6.1,19.1,4.7,,1.9,1.3,,,,7.5,9.0,4.2,,1.0,400.7,262.8,137.9,108.4,30.2,11.1,35.4,7.8,,4.4,2.4,,,,14.8,18.9,7.4,,1.9
3381,PV28  ,2001KW04,687.6,411.5,276.1,224.4,65.7,22.9,65.5,19.7,3.3,7.2,5.0,2.4,,,32.7,26.1,19.2,2.3,4.2,1526.8,889.3,637.6,533.0,212.3,43.9,133.2,33.7,6.2,15.9,9.6,5.3,,,73.1,55.5,35.4,5.1,8.4
3382,PV28  ,2001JJ00,3039.7,1682.8,1356.9,1096.5,377.7,88.7,295.1,76.7,16.3,33.5,31.7,13.6,,,163.0,127.6,103.6,11.6,17.7,7901.6,4360.4,3541.2,2993.9,1354.0,189.2,708.5,146.0,35.1,74.5,62.6,35.8,,,388.3,282.1,198.9,24.8,41.6
3383,PV28  ,2002MM01,168.7,98.6,70.1,56.0,15.4,5.4,17.2,5.1,,1.9,1.3,,,2.0,5.4,7.9,3.9,,1.6,378.5,213.3,165.2,135.2,45.4,9.4,39.6,9.5,,4.5,2.3,,,5.6,14.5,17.4,8.6,,2.6
3384,PV28  ,2002MM02,181.2,108.1,73.1,59.7,14.4,8.0,18.5,5.2,,1.5,1.4,,,2.8,5.4,7.0,4.4,,1.2,412.2,246.3,166.0,137.4,36.7,15.8,43.4,9.1,,3.7,2.7,,,7.7,13.3,16.4,8.7,,1.9
3385,PV28  ,2002MM03,221.0,116.0,105.0,84.9,26.2,6.8,24.8,8.1,1.2,2.0,2.3,1.4,1.5,3.2,7.3,10.4,6.7,1.4,1.6,539.6,278.7,260.8,215.4,78.5,13.7,61.8,15.2,2.7,5.7,4.4,3.4,2.6,10.8,16.6,24.0,13.7,2.9,4.8
3386,PV28  ,2002KW01,571.0,322.8,248.2,200.7,56.0,20.2,60.5,18.4,2.9,5.4,5.0,2.9,3.3,8.0,18.1,25.3,15.0,2.8,4.4,1330.3,738.3,592.0,488.0,160.6,38.8,144.8,33.9,6.5,13.9,9.4,5.9,5.7,24.0,44.4,57.8,31.0,6.0,9.3
3387,PV28  ,2002MM04,291.7,134.9,156.8,129.1,46.5,9.3,30.4,16.0,1.9,3.0,2.3,1.7,2.6,4.3,11.1,13.6,12.2,,1.1,776.9,344.4,432.5,374.6,157.3,23.4,81.7,34.1,5.0,6.7,4.5,5.2,5.9,10.5,40.3,31.9,21.1,,2.8
3388,PV28  ,2002MM05,347.4,177.2,170.1,138.5,57.5,9.4,28.5,15.5,2.1,3.4,2.3,1.5,1.7,4.0,12.5,13.8,14.8,1.5,1.6,976.2,551.5,424.7,363.2,180.2,18.6,67.7,32.9,4.9,8.2,4.6,3.5,3.5,10.1,29.1,30.9,24.4,3.0,3.2
3389,PV28  ,2002MM06,305.7,160.2,145.5,116.6,49.8,7.3,27.5,8.5,2.0,2.7,2.2,1.2,1.6,3.2,10.7,15.5,10.1,1.3,2.0,839.0,467.4,371.5,315.7,169.7,14.2,62.9,16.0,3.6,6.8,4.0,2.6,2.7,9.2,24.0,31.7,17.2,3.0,3.9
3390,PV28  ,2002KW02,944.8,472.4,472.4,384.2,153.7,26.0,86.4,40.0,6.0,9.1,6.9,4.4,5.9,11.5,34.3,43.0,37.1,3.6,4.6,2592.0,1363.3,1228.7,1053.4,507.3,56.1,212.3,83.0,13.4,21.7,13.1,11.3,12.1,29.7,93.5,94.6,62.8,8.0,9.9
3391,PV28  ,2002MM07,299.3,143.6,155.7,127.5,50.2,10.0,27.9,8.5,1.9,3.7,5.1,3.3,1.9,4.2,10.8,12.1,13.5,1.1,1.5,993.6,515.6,478.0,416.6,220.0,23.6,76.5,17.2,5.4,8.8,9.6,12.7,4.4,11.8,26.4,25.9,29.2,2.5,3.8
3392,PV28  ,2002MM08,347.6,166.8,180.8,154.0,66.2,11.2,29.0,9.4,1.6,9.7,7.6,1.4,1.2,4.4,12.3,10.5,14.0,1.6,,1354.4,727.3,627.2,566.9,331.2,27.7,101.0,18.7,5.2,20.6,13.9,3.8,2.6,10.7,31.4,23.1,30.9,3.5,
3393,PV28  ,2002MM09,282.5,147.2,135.3,109.1,40.8,8.2,25.9,6.2,1.8,4.0,3.7,1.1,1.6,4.1,11.7,12.4,11.5,1.2,1.1,744.6,387.2,357.4,300.7,142.6,15.3,64.2,11.2,3.7,6.9,7.4,2.5,3.0,12.7,31.3,28.3,22.6,2.8,3.1
3394,PV28  ,2002KW03,929.4,457.6,471.9,390.6,157.2,29.4,82.8,24.0,5.3,17.4,16.5,5.8,4.8,12.7,34.7,34.9,39.0,3.9,3.4,3092.7,1630.0,1462.6,1284.2,693.8,66.6,241.7,47.2,14.3,36.4,31.0,18.9,10.0,35.3,89.1,77.3,82.7,8.8,9.6
