ID,BedrijfstakkenBranches,Perioden,PrijsindexArbeid_1,JaarmutatiePrijsVanArbeid_2,LoonkostenPerGewerktUur2010100_3,JaarmutatieLoonkostenPerGewerktUur_4,Structuureffect_5
870,402000,2003JJ00,93.7,6.8,89.7,7.5,0.7
871,402000,2004JJ00,91.4,-2.4,87.4,-2.5,-0.1
872,402000,2005JJ00,93.0,1.8,88.7,1.5,-0.3
873,402000,2006JJ00,94.4,1.5,91.0,2.6,1.1
874,402000,2007JJ00,97.0,2.7,94.3,3.6,0.8
875,402000,2008JJ00,100.0,3.1,97.4,3.3,0.2
876,402000,2009JJ00,99.1,-1.0,97.4,0.0,1.0
877,402000,2010JJ00,100.0,1.0,100.0,2.6,1.7
878,402000,2011JJ00,102.8,2.8,103.5,3.5,0.7
879,402000,2012JJ00,103.9,1.1,105.8,2.3,1.2
880,402000,2013JJ00,104.2,0.3,107.3,1.4,1.1
881,402000,2014JJ00,103.6,-0.6,107.0,-0.3,0.4
882,402000,2015JJ00,102.8,-0.7,106.0,-0.9,-0.2
883,402000,2016JJ00,102.6,-0.2,105.6,-0.5,-0.3
884,402000,2017JJ00,104.4,1.7,107.1,1.4,-0.3
885,402000,2006VJ12,94.4,1.5,91.0,2.6,1.1
886,402000,2007VJ03,95.5,,92.2,,
887,402000,2007VJ06,96.3,,93.2,,
888,402000,2007VJ09,96.5,,93.6,,
889,402000,2007VJ12,97.0,2.7,94.3,3.6,0.8
890,402000,2008VJ03,98.4,3.1,95.8,3.9,0.8
891,402000,2008VJ06,99.1,2.9,96.5,3.5,0.6
892,402000,2008VJ09,99.6,3.2,97.0,3.6,0.4
893,402000,2008VJ12,100.0,3.1,97.4,3.3,0.2
894,402000,2009VJ03,99.9,1.5,97.4,1.7,0.2
895,402000,2009VJ06,100.0,0.9,97.8,1.4,0.5
896,402000,2009VJ09,99.2,-0.3,97.3,0.3,0.6
897,402000,2009VJ12,99.1,-1.0,97.4,0.0,1.0
898,402000,2010VJ03,99.2,-0.7,98.0,0.6,1.3
899,402000,2010VJ06,99.5,-0.6,98.7,0.9,1.5
900,402000,2010VJ09,100.6,1.4,100.2,3.0,1.6
901,402000,2010VJ12,100.0,1.0,100.0,2.6,1.7
902,402000,2011VJ03,100.2,1.1,100.4,2.4,1.3
903,402000,2011VJ06,100.5,1.1,100.9,2.2,1.1
904,402000,2011VJ09,101.1,0.5,101.6,1.4,0.9
905,402000,2011VJ12,102.8,2.8,103.5,3.5,0.7
906,402000,2012VJ03,102.7,2.5,103.7,3.3,0.8
907,402000,2012VJ06,102.8,2.2,104.1,3.2,0.9
908,402000,2012VJ09,103.3,2.2,105.0,3.3,1.1
909,402000,2012VJ12,103.9,1.1,105.8,2.3,1.2
910,402000,2013VJ03,105.7,2.9,108.0,4.2,1.3
911,402000,2013VJ06,105.3,2.5,108.0,3.8,1.3
912,402000,2013VJ09,104.9,1.5,107.7,2.6,1.1
913,402000,2013VJ12,104.2,0.3,107.3,1.4,1.1
914,402000,2014VJ03,103.5,-2.1,106.8,-1.1,0.9
915,402000,2014VJ06,103.4,-1.9,106.8,-1.1,0.8
916,402000,2014VJ09,103.2,-1.6,106.7,-1.0,0.6
917,402000,2014VJ12,103.6,-0.6,107.0,-0.3,0.4
918,402000,2015VJ03,103.2,-0.3,106.7,-0.1,0.2
919,402000,2015VJ06,103.1,-0.2,106.6,-0.1,0.1
920,402000,2015VJ09,103.0,-0.2,106.5,-0.2,0.0
921,402000,2015VJ12,102.8,-0.7,106.0,-0.9,-0.2
922,402000,2016VJ03,103.1,0.0,106.3,-0.3,-0.3
923,402000,2016VJ06,102.7,-0.4,105.8,-0.8,-0.5
924,402000,2016VJ09,102.8,-0.2,105.7,-0.7,-0.5
925,402000,2016VJ12,102.6,-0.2,105.6,-0.5,-0.3
926,402000,2017VJ03,102.0,-1.1,104.8,-1.4,-0.2
927,402000,2017VJ06,102.8,0.0,105.6,-0.2,-0.2
928,402000,2017VJ09,103.3,0.5,106.1,0.3,-0.2
929,402000,2017VJ12,104.4,1.7,107.1,1.4,-0.3
930,300010,2001JJ00,87.7,,82.0,,
931,300010,2002JJ00,89.8,2.5,85.2,3.9,1.4
932,300010,2003JJ00,92.1,2.6,88.4,3.8,1.2
933,300010,2004JJ00,92.0,-0.2,89.2,0.8,1.0
934,300010,2005JJ00,93.3,1.4,90.1,1.0,-0.4
935,300010,2006JJ00,93.7,0.4,90.7,0.7,0.3
936,300010,2007JJ00,96.7,3.3,93.4,3.0,-0.3
937,300010,2008JJ00,99.4,2.8,96.3,3.1,0.3
938,300010,2009JJ00,99.5,0.1,99.5,3.3,3.2
939,300010,2010JJ00,100.0,0.5,100.0,0.5,0.0
940,300010,2011JJ00,101.7,1.7,101.7,1.7,0.0
941,300010,2012JJ00,103.0,1.3,104.2,2.4,1.1
942,300010,2013JJ00,104.2,1.1,105.6,1.4,0.3
943,300010,2014JJ00,104.8,0.5,105.8,0.2,-0.4
944,300010,2015JJ00,103.2,-1.5,103.1,-2.5,-1.1
945,300010,2016JJ00,103.0,-0.2,101.9,-1.2,-1.0
946,300010,2017JJ00,104.4,1.4,101.7,-0.2,-1.6
947,300010,2006VJ12,93.7,0.4,90.7,0.7,0.3
948,300010,2007VJ03,94.4,,91.3,,
949,300010,2007VJ06,95.1,,91.9,,
950,300010,2007VJ09,95.8,,92.6,,
951,300010,2007VJ12,96.7,3.3,93.4,3.0,-0.3
952,300010,2008VJ03,97.7,3.6,94.5,3.5,0.0
953,300010,2008VJ06,98.6,3.7,95.4,3.8,0.1
954,300010,2008VJ09,99.0,3.3,95.9,3.5,0.2
955,300010,2008VJ12,99.4,2.8,96.3,3.1,0.3
956,300010,2009VJ03,99.6,1.9,97.1,2.8,0.9
957,300010,2009VJ06,100.2,1.6,98.5,3.3,1.7
958,300010,2009VJ09,100.1,1.1,99.3,3.6,2.4
959,300010,2009VJ12,99.5,0.1,99.5,3.3,3.2
960,300010,2010VJ03,100.6,1.1,101.2,4.2,3.1
961,300010,2010VJ06,100.6,0.5,101.2,2.7,2.2
962,300010,2010VJ09,99.8,-0.3,100.0,0.7,1.1
963,300010,2010VJ12,100.0,0.5,100.0,0.5,0.0
964,300010,2011VJ03,100.4,-0.2,100.2,-1.0,-0.7
965,300010,2011VJ06,100.5,-0.2,100.3,-0.9,-0.7
966,300010,2011VJ09,100.7,0.9,100.6,0.6,-0.3
967,300010,2011VJ12,101.7,1.7,101.7,1.7,0.0
968,300010,2012VJ03,101.4,1.0,101.7,1.5,0.5
969,300010,2012VJ06,101.6,1.1,102.2,1.9,0.8
970,300010,2012VJ09,102.3,1.6,103.1,2.5,0.9
971,300010,2012VJ12,103.0,1.3,104.2,2.4,1.1
972,300010,2013VJ03,104.4,3.0,105.5,3.7,0.7
973,300010,2013VJ06,104.5,2.9,105.8,3.5,0.6
974,300010,2013VJ09,104.5,2.1,106.0,2.8,0.7
975,300010,2013VJ12,104.2,1.1,105.6,1.4,0.3
976,300010,2014VJ03,104.2,-0.3,105.6,0.1,0.3
977,300010,2014VJ06,104.5,0.0,105.8,0.1,0.1
978,300010,2014VJ09,104.3,-0.2,105.6,-0.4,-0.2
979,300010,2014VJ12,104.8,0.5,105.8,0.2,-0.4
980,300010,2015VJ03,104.2,0.0,105.0,-0.6,-0.6
981,300010,2015VJ06,104.3,-0.2,104.7,-1.0,-0.9
982,300010,2015VJ09,104.2,-0.1,104.4,-1.1,-1.0
983,300010,2015VJ12,103.2,-1.5,103.1,-2.5,-1.1
984,300010,2016VJ03,103.4,-0.7,103.1,-1.7,-1.0
985,300010,2016VJ06,102.9,-1.3,102.4,-2.3,-0.9
986,300010,2016VJ09,102.9,-1.3,102.1,-2.2,-0.9
987,300010,2016VJ12,103.0,-0.2,101.9,-1.2,-1.0
988,300010,2017VJ03,102.2,-1.2,100.8,-2.3,-1.1
989,300010,2017VJ06,103.2,0.3,101.3,-1.0,-1.3
990,300010,2017VJ09,103.8,0.8,101.5,-0.7,-1.5
991,300010,2017VJ12,104.4,1.4,101.7,-0.2,-1.6
992,403300,2001JJ00,86.7,,77.5,,
993,403300,2002JJ00,89.8,3.5,80.5,3.8,0.3
994,403300,2003JJ00,92.6,3.2,84.4,4.9,1.7
995,403300,2004JJ00,91.9,-0.7,84.9,0.5,1.3
996,403300,2005JJ00,93.8,2.1,88.0,3.7,1.6
997,403300,2006JJ00,93.7,-0.1,89.9,2.1,2.3
998,403300,2007JJ00,96.0,2.5,92.9,3.4,0.9
999,403300,2008JJ00,99.3,3.4,96.3,3.7,0.3
1000,403300,2009JJ00,98.9,-0.4,97.0,0.7,1.1
1001,403300,2010JJ00,100.0,1.1,100.0,3.1,2.0
1002,403300,2011JJ00,101.4,1.4,102.3,2.3,1.0
1003,403300,2012JJ00,102.5,1.1,104.5,2.1,0.9
1004,403300,2013JJ00,104.1,1.5,107.0,2.5,1.0
1005,403300,2014JJ00,104.5,0.4,108.1,1.0,0.6
1006,403300,2015JJ00,101.0,-3.3,104.6,-3.2,0.1
1007,403300,2016JJ00,99.9,-1.1,103.6,-1.0,0.1
1008,403300,2017JJ00,101.8,1.9,105.5,1.8,-0.1
1009,403300,2006VJ12,93.7,-0.1,89.9,2.1,2.3
1010,403300,2007VJ03,94.0,,90.3,,
1011,403300,2007VJ06,94.3,,90.9,,
1012,403300,2007VJ09,94.9,,91.6,,
1013,403300,2007VJ12,96.0,2.5,92.9,3.4,0.9
1014,403300,2008VJ03,96.9,3.2,93.9,4.0,0.8
1015,403300,2008VJ06,97.8,3.7,94.9,4.4,0.6
1016,403300,2008VJ09,98.5,3.9,95.5,4.3,0.5
1017,403300,2008VJ12,99.3,3.4,96.3,3.7,0.3
1018,403300,2009VJ03,99.1,2.2,96.2,2.4,0.2
1019,403300,2009VJ06,99.8,2.0,97.2,2.4,0.4
1020,403300,2009VJ09,99.8,1.4,97.5,2.1,0.7
1021,403300,2009VJ12,98.9,-0.4,97.0,0.7,1.1
1022,403300,2010VJ03,100.0,0.9,98.6,2.5,1.6
1023,403300,2010VJ06,100.1,0.3,99.2,2.1,1.8
1024,403300,2010VJ09,99.6,-0.2,99.2,1.7,1.9
1025,403300,2010VJ12,100.0,1.1,100.0,3.1,2.0
1026,403300,2011VJ03,100.2,0.2,100.5,1.9,1.7
1027,403300,2011VJ06,100.2,0.1,100.7,1.6,1.5
1028,403300,2011VJ09,100.4,0.8,101.1,2.0,1.2
1029,403300,2011VJ12,101.4,1.4,102.3,2.3,1.0
1030,403300,2012VJ03,101.0,0.8,102.2,1.7,0.9
1031,403300,2012VJ06,101.1,0.9,102.5,1.8,0.9
1032,403300,2012VJ09,102.0,1.7,103.7,2.6,0.9
1033,403300,2012VJ12,102.5,1.1,104.5,2.1,0.9
1034,403300,2013VJ03,104.2,3.2,106.4,4.1,0.9
1035,403300,2013VJ06,104.3,3.1,106.7,4.1,0.9
1036,403300,2013VJ09,104.2,2.1,106.9,3.1,0.9
1037,403300,2013VJ12,104.1,1.5,107.0,2.5,1.0
1038,403300,2014VJ03,104.0,-0.3,107.2,0.7,0.9
1039,403300,2014VJ06,104.3,0.0,107.6,0.8,0.9
1040,403300,2014VJ09,104.1,-0.1,107.6,0.7,0.7
1041,403300,2014VJ12,104.5,0.4,108.1,1.0,0.6
1042,403300,2015VJ03,103.7,-0.3,107.3,0.1,0.4
1043,403300,2015VJ06,103.3,-0.9,106.9,-0.7,0.2
1044,403300,2015VJ09,102.7,-1.4,106.2,-1.3,0.1
1045,403300,2015VJ12,101.0,-3.3,104.6,-3.2,0.1
1046,403300,2016VJ03,100.9,-2.7,104.5,-2.6,0.1
1047,403300,2016VJ06,99.9,-3.2,103.5,-3.1,0.1
1048,403300,2016VJ09,99.8,-2.8,103.5,-2.6,0.1
1049,403300,2016VJ12,99.9,-1.1,103.6,-1.0,0.1
1050,403300,2017VJ03,99.3,-1.6,102.9,-1.5,0.1
1051,403300,2017VJ06,100.5,0.5,104.1,0.6,0.0
1052,403300,2017VJ09,101.2,1.4,104.8,1.3,0.0
1053,403300,2017VJ12,101.8,1.9,105.5,1.8,-0.1
1054,410200,2001JJ00,89.3,,84.8,,
1055,410200,2002JJ00,90.1,0.8,86.7,2.2,1.4
1056,410200,2003JJ00,91.4,1.5,88.1,1.6,0.1
1057,410200,2004JJ00,92.2,0.8,89.4,1.5,0.6
1058,410200,2005JJ00,92.5,0.3,89.6,0.2,-0.1
1059,410200,2006JJ00,93.7,1.3,90.9,1.5,0.2
1060,410200,2007JJ00,97.9,4.6,95.4,4.9,0.3
1061,410200,2008JJ00,99.7,1.8,97.7,2.5,0.7
1062,410200,2009JJ00,100.6,0.9,100.3,2.6,1.7
1063,410200,2010JJ00,100.0,-0.6,100.0,-0.3,0.3
1064,410200,2011JJ00,102.3,2.3,102.5,2.5,0.1
1065,410200,2012JJ00,103.8,1.5,104.9,2.4,0.9
1066,410200,2013JJ00,104.4,0.6,105.9,0.9,0.4
1067,410200,2014JJ00,105.2,0.7,106.3,0.4,-0.3
1068,410200,2015JJ00,106.5,1.2,107.3,0.9,-0.3
1069,410200,2016JJ00,107.5,0.9,107.7,0.4,-0.6
1070,410200,2017JJ00,108.3,0.7,108.0,0.3,-0.5
1071,410200,2006VJ12,93.7,1.3,90.9,1.5,0.2
1072,410200,2007VJ03,95.1,,92.3,,
1073,410200,2007VJ06,96.3,,93.6,,
1074,410200,2007VJ09,97.5,,94.8,,
1075,410200,2007VJ12,97.9,4.6,95.4,4.9,0.3
1076,410200,2008VJ03,99.0,4.2,96.6,4.7,0.5
1077,410200,2008VJ06,99.8,3.6,97.5,4.1,0.5
1078,410200,2008VJ09,99.9,2.5,97.7,3.0,0.5
1079,410200,2008VJ12,99.7,1.8,97.7,2.5,0.7
1080,410200,2009VJ03,100.4,1.4,98.8,2.3,0.9
1081,410200,2009VJ06,100.8,1.0,99.7,2.3,1.3
1082,410200,2009VJ09,100.6,0.7,100.0,2.3,1.6
1083,410200,2009VJ12,100.6,0.9,100.3,2.6,1.7
1084,410200,2010VJ03,101.6,1.2,101.6,2.9,1.6
1085,410200,2010VJ06,101.6,0.8,101.7,1.9,1.2
1086,410200,2010VJ09,100.1,-0.5,100.1,0.1,0.7
1087,410200,2010VJ12,100.0,-0.6,100.0,-0.3,0.3
1088,410200,2011VJ03,100.6,-1.0,100.6,-1.0,-0.1
1089,410200,2011VJ06,100.8,-0.7,100.8,-0.8,-0.1
1090,410200,2011VJ09,101.3,1.2,101.4,1.2,0.0
1091,410200,2011VJ12,102.3,2.3,102.5,2.5,0.1
1092,410200,2012VJ03,102.1,1.4,102.4,1.8,0.4
1093,410200,2012VJ06,102.4,1.5,103.0,2.1,0.6
1094,410200,2012VJ09,102.8,1.5,103.6,2.2,0.7
1095,410200,2012VJ12,103.8,1.5,104.9,2.4,0.9
1096,410200,2013VJ03,104.8,2.7,105.9,3.4,0.7
1097,410200,2013VJ06,104.8,2.4,106.1,3.0,0.6
1098,410200,2013VJ09,105.1,2.2,106.5,2.8,0.6
1099,410200,2013VJ12,104.4,0.6,105.9,0.9,0.4
1100,410200,2014VJ03,104.5,-0.3,105.9,0.0,0.3
1101,410200,2014VJ06,104.8,-0.1,106.1,0.0,0.1
1102,410200,2014VJ09,104.6,-0.5,105.8,-0.7,-0.2
1103,410200,2014VJ12,105.2,0.7,106.3,0.4,-0.3
1104,410200,2015VJ03,105.0,0.5,106.1,0.2,-0.3
1105,410200,2015VJ06,105.8,1.0,106.8,0.7,-0.3
1106,410200,2015VJ09,106.6,1.9,107.5,1.6,-0.3
1107,410200,2015VJ12,106.5,1.2,107.3,0.9,-0.3
1108,410200,2016VJ03,107.2,2.1,107.9,1.7,-0.4
1109,410200,2016VJ06,107.2,1.4,107.8,0.9,-0.5
1110,410200,2016VJ09,107.4,0.8,107.8,0.2,-0.5
1111,410200,2016VJ12,107.5,0.9,107.7,0.4,-0.6
1112,410200,2017VJ03,106.5,-0.7,106.6,-1.2,-0.5
1113,410200,2017VJ06,107.1,-0.1,107.2,-0.6,-0.5
1114,410200,2017VJ09,107.6,0.2,107.4,-0.3,-0.5
1115,410200,2017VJ12,108.3,0.7,108.0,0.3,-0.5
1116,300013,2001JJ00,76.4,,75.7,,
1117,300013,2002JJ00,79.6,4.3,78.8,4.0,-0.2
1118,300013,2003JJ00,82.2,3.2,81.6,3.5,0.3
1119,300013,2004JJ00,84.2,2.4,83.8,2.7,0.3
1120,300013,2005JJ00,86.9,3.1,86.8,3.6,0.4
1121,300013,2006JJ00,89.3,2.8,89.5,3.1,0.3
1122,300013,2007JJ00,92.4,3.6,92.6,3.5,-0.1
1123,300013,2008JJ00,95.7,3.6,95.7,3.3,-0.2
1124,300013,2009JJ00,98.3,2.7,98.4,2.8,0.1
1125,300013,2010JJ00,100.0,1.7,100.0,1.6,-0.1
1126,300013,2011JJ00,101.5,1.5,101.7,1.7,0.2
1127,300013,2012JJ00,103.9,2.3,104.4,2.7,0.4
1128,300013,2013JJ00,105.5,1.6,106.9,2.4,0.8
1129,300013,2014JJ00,106.3,0.8,108.5,1.5,0.7
1130,300013,2015JJ00,107.5,1.1,110.2,1.6,0.5
1131,300013,2016JJ00,109.1,1.5,112.0,1.6,0.1
1132,300013,2017JJ00,111.6,2.3,114.3,2.1,-0.2
1133,300013,2006VJ12,89.3,2.8,89.5,3.1,0.3
1134,300013,2007VJ03,90.2,,90.4,,
1135,300013,2007VJ06,90.9,,91.2,,
1136,300013,2007VJ09,91.6,,91.8,,
1137,300013,2007VJ12,92.4,3.6,92.6,3.5,-0.1
1138,300013,2008VJ03,93.3,3.4,93.4,3.3,-0.2
1139,300013,2008VJ06,94.0,3.3,94.0,3.1,-0.2
1140,300013,2008VJ09,94.3,3.0,94.3,2.7,-0.3
1141,300013,2008VJ12,95.7,3.6,95.7,3.3,-0.2
1142,300013,2009VJ03,96.3,3.2,96.3,3.1,-0.1
1143,300013,2009VJ06,97.5,3.8,97.5,3.7,-0.1
1144,300013,2009VJ09,97.8,3.7,97.9,3.8,0.1
1145,300013,2009VJ12,98.3,2.7,98.4,2.8,0.1
1146,300013,2010VJ03,98.4,2.2,98.5,2.3,0.1
1147,300013,2010VJ06,99.4,1.9,99.5,2.0,0.1
1148,300013,2010VJ09,99.8,2.0,99.9,2.0,0.0
1149,300013,2010VJ12,100.0,1.7,100.0,1.6,-0.1
1150,300013,2011VJ03,99.9,1.5,99.9,1.5,-0.1
1151,300013,2011VJ06,99.8,0.4,99.9,0.4,0.0
1152,300013,2011VJ09,100.1,0.3,100.2,0.4,0.1
1153,300013,2011VJ12,101.5,1.5,101.7,1.7,0.2
1154,300013,2012VJ03,101.4,1.5,101.6,1.7,0.2
1155,300013,2012VJ06,101.8,2.0,102.1,2.2,0.2
1156,300013,2012VJ09,102.8,2.7,103.2,3.0,0.3
1157,300013,2012VJ12,103.9,2.3,104.4,2.7,0.4
1158,300013,2013VJ03,105.4,3.9,106.1,4.4,0.5
1159,300013,2013VJ06,105.6,3.7,106.5,4.3,0.6
1160,300013,2013VJ09,105.7,2.8,106.8,3.5,0.7
1161,300013,2013VJ12,105.5,1.6,106.9,2.4,0.8
1162,300013,2014VJ03,105.4,0.0,107.0,0.9,0.8
1163,300013,2014VJ06,105.8,0.2,107.6,1.0,0.8
1164,300013,2014VJ09,105.6,0.0,107.6,0.7,0.8
1165,300013,2014VJ12,106.3,0.8,108.5,1.5,0.7
1166,300013,2015VJ03,106.6,1.1,108.9,1.7,0.6
1167,300013,2015VJ06,107.0,1.1,109.5,1.7,0.6
1168,300013,2015VJ09,107.8,2.1,110.4,2.6,0.5
1169,300013,2015VJ12,107.5,1.1,110.2,1.6,0.5
1170,300013,2016VJ03,108.2,1.5,111.0,1.9,0.4
1171,300013,2016VJ06,107.8,0.8,110.7,1.1,0.3
1172,300013,2016VJ09,108.0,0.2,110.9,0.4,0.2
1173,300013,2016VJ12,109.1,1.5,112.0,1.6,0.1
1174,300013,2017VJ03,108.5,0.3,111.3,0.3,0.0
1175,300013,2017VJ06,109.7,1.7,112.5,1.6,-0.1
1176,300013,2017VJ09,110.3,2.1,113.0,1.9,-0.2
1177,300013,2017VJ12,111.6,2.3,114.3,2.1,-0.2
1178,300012,2001JJ00,76.0,,75.6,,
1179,300012,2002JJ00,79.2,4.2,78.5,3.8,-0.4
1180,300012,2003JJ00,81.7,3.1,81.0,3.2,0.2
1181,300012,2004JJ00,83.7,2.5,83.3,2.8,0.3
1182,300012,2005JJ00,86.5,3.3,86.5,3.8,0.5
1183,300012,2006JJ00,89.0,2.9,89.2,3.2,0.3
1184,300012,2007JJ00,92.2,3.7,92.5,3.7,0.0
1185,300012,2008JJ00,95.6,3.7,95.7,3.5,-0.2
1186,300012,2009JJ00,98.3,2.7,98.4,2.8,0.1
1187,300012,2010JJ00,100.0,1.8,100.0,1.6,-0.2
1188,300012,2011JJ00,101.5,1.5,101.7,1.7,0.2
1189,300012,2012JJ00,103.8,2.3,104.3,2.6,0.3
1190,300012,2013JJ00,105.5,1.6,106.8,2.4,0.8
1191,300012,2014JJ00,106.3,0.7,108.4,1.5,0.7
1192,300012,2015JJ00,107.5,1.1,110.1,1.6,0.5
1193,300012,2016JJ00,109.1,1.5,112.0,1.7,0.2
1194,300012,2017JJ00,111.7,2.4,114.4,2.2,-0.2
1195,300012,2006VJ12,89.0,2.9,89.2,3.2,0.3
1196,300012,2007VJ03,89.9,,90.2,,
1197,300012,2007VJ06,90.7,,90.9,,
1198,300012,2007VJ09,91.3,,91.6,,
1199,300012,2007VJ12,92.2,3.7,92.5,3.7,0.0
1200,300012,2008VJ03,93.1,3.6,93.3,3.5,-0.1
1201,300012,2008VJ06,93.8,3.5,94.0,3.3,-0.1
1202,300012,2008VJ09,94.2,3.1,94.3,2.9,-0.2
1203,300012,2008VJ12,95.6,3.7,95.7,3.5,-0.2
1204,300012,2009VJ03,96.2,3.3,96.3,3.2,-0.1
1205,300012,2009VJ06,97.4,3.8,97.5,3.8,-0.1
1206,300012,2009VJ09,97.8,3.8,97.9,3.8,0.0
1207,300012,2009VJ12,98.3,2.7,98.4,2.8,0.1
1208,300012,2010VJ03,98.3,2.2,98.4,2.2,0.0
1209,300012,2010VJ06,99.3,2.0,99.4,1.9,0.0
1210,300012,2010VJ09,99.8,2.1,99.9,2.0,-0.1
1211,300012,2010VJ12,100.0,1.8,100.0,1.6,-0.2
1212,300012,2011VJ03,99.9,1.6,99.9,1.5,-0.1
1213,300012,2011VJ06,99.8,0.4,99.8,0.4,0.0
1214,300012,2011VJ09,100.0,0.3,100.2,0.3,0.0
1215,300012,2011VJ12,101.5,1.5,101.7,1.7,0.2
1216,300012,2012VJ03,101.3,1.4,101.6,1.7,0.2
1217,300012,2012VJ06,101.8,2.0,102.1,2.2,0.2
1218,300012,2012VJ09,102.7,2.7,103.1,3.0,0.2
1219,300012,2012VJ12,103.8,2.3,104.3,2.6,0.3
1220,300012,2013VJ03,105.3,3.9,106.0,4.4,0.4
1221,300012,2013VJ06,105.5,3.7,106.4,4.2,0.5
1222,300012,2013VJ09,105.6,2.8,106.7,3.5,0.7
1223,300012,2013VJ12,105.5,1.6,106.8,2.4,0.8
1224,300012,2014VJ03,105.4,0.1,106.9,0.9,0.8
1225,300012,2014VJ06,105.8,0.2,107.5,1.1,0.8
1226,300012,2014VJ09,105.6,0.0,107.5,0.7,0.8
1227,300012,2014VJ12,106.3,0.7,108.4,1.5,0.7
1228,300012,2015VJ03,106.6,1.1,108.8,1.7,0.6
1229,300012,2015VJ06,107.0,1.2,109.4,1.7,0.6
1230,300012,2015VJ09,107.8,2.1,110.4,2.6,0.5
1231,300012,2015VJ12,107.5,1.1,110.1,1.6,0.5
1232,300012,2016VJ03,108.2,1.5,111.0,2.0,0.4
1233,300012,2016VJ06,107.8,0.8,110.7,1.2,0.4
1234,300012,2016VJ09,108.0,0.2,110.9,0.4,0.3
1235,300012,2016VJ12,109.1,1.5,112.0,1.7,0.2
1236,300012,2017VJ03,108.5,0.3,111.4,0.4,0.1
1237,300012,2017VJ06,109.7,1.8,112.6,1.7,0.0
1238,300012,2017VJ09,110.3,2.2,113.1,2.0,-0.1
1239,300012,2017VJ12,111.7,2.4,114.4,2.2,-0.2
1240,417400,2001JJ00,77.3,,74.5,,
1241,417400,2002JJ00,80.7,4.4,77.7,4.3,-0.1
1242,417400,2003JJ00,82.8,2.6,80.3,3.3,0.7
1243,417400,2004JJ00,85.7,3.5,83.9,4.5,1.0
1244,417400,2005JJ00,88.1,2.8,86.9,3.6,0.8
1245,417400,2006JJ00,91.1,3.4,90.1,3.6,0.2
1246,417400,2007JJ00,94.8,4.0,94.0,4.4,0.3
1247,417400,2008JJ00,98.2,3.6,97.7,3.9,0.2
1248,417400,2009JJ00,100.5,2.4,100.4,2.7,0.4
1249,417400,2010JJ00,100.0,-0.5,100.0,-0.4,0.2
1250,417400,2011JJ00,101.1,1.1,102.2,2.2,1.0
1251,417400,2012JJ00,103.6,2.4,105.3,3.1,0.6
1252,417400,2013JJ00,103.7,0.1,106.1,0.8,0.6
1253,417400,2014JJ00,103.6,-0.2,106.5,0.3,0.5
1254,417400,2015JJ00,105.8,2.1,109.3,2.7,0.5
1255,417400,2016JJ00,106.8,1.0,110.7,1.3,0.3
1256,417400,2017JJ00,110.1,3.1,114.5,3.4,0.3
1257,417400,2006VJ12,91.1,3.4,90.1,3.6,0.2
1258,417400,2007VJ03,92.2,,91.3,,
1259,417400,2007VJ06,93.1,,92.2,,
1260,417400,2007VJ09,93.8,,93.1,,
1261,417400,2007VJ12,94.8,4.0,94.0,4.4,0.3
1262,417400,2008VJ03,95.6,3.6,94.9,3.9,0.2
1263,417400,2008VJ06,96.1,3.2,95.5,3.5,0.3
1264,417400,2008VJ09,96.3,2.6,95.7,2.8,0.2
1265,417400,2008VJ12,98.2,3.6,97.7,3.9,0.2
1266,417400,2009VJ03,98.7,3.3,98.3,3.6,0.3
1267,417400,2009VJ06,100.1,4.2,99.8,4.5,0.3
1268,417400,2009VJ09,100.3,4.2,100.1,4.6,0.4
1269,417400,2009VJ12,100.5,2.4,100.4,2.7,0.4
1270,417400,2010VJ03,100.1,1.4,99.9,1.6,0.2
1271,417400,2010VJ06,100.5,0.5,100.4,0.6,0.1
1272,417400,2010VJ09,99.6,-0.7,99.5,-0.6,0.1
1273,417400,2010VJ12,100.0,-0.5,100.0,-0.4,0.2
1274,417400,2011VJ03,100.0,-0.1,100.2,0.3,0.3
1275,417400,2011VJ06,99.6,-0.9,100.0,-0.3,0.6
1276,417400,2011VJ09,99.6,0.1,100.4,0.9,0.8
1277,417400,2011VJ12,101.1,1.1,102.2,2.2,1.0
1278,417400,2012VJ03,101.0,1.0,102.2,2.0,1.0
1279,417400,2012VJ06,101.5,1.9,103.0,2.9,1.0
1280,417400,2012VJ09,102.6,3.0,104.2,3.9,0.8
1281,417400,2012VJ12,103.6,2.4,105.3,3.1,0.6
1282,417400,2013VJ03,104.8,3.7,106.7,4.4,0.6
1283,417400,2013VJ06,104.6,3.1,106.7,3.6,0.5
1284,417400,2013VJ09,104.4,1.7,106.6,2.3,0.6
1285,417400,2013VJ12,103.7,0.1,106.1,0.8,0.6
1286,417400,2014VJ03,103.4,-1.3,105.9,-0.7,0.6
1287,417400,2014VJ06,103.4,-1.2,106.0,-0.7,0.6
1288,417400,2014VJ09,103.0,-1.3,105.8,-0.8,0.5
1289,417400,2014VJ12,103.6,-0.2,106.5,0.3,0.5
1290,417400,2015VJ03,104.1,0.6,107.1,1.1,0.5
1291,417400,2015VJ06,104.8,1.4,108.0,1.9,0.5
1292,417400,2015VJ09,106.0,2.9,109.4,3.4,0.5
1293,417400,2015VJ12,105.8,2.1,109.3,2.7,0.5
1294,417400,2016VJ03,106.5,2.4,110.2,2.8,0.5
