ID,Feedstocks,Destination,Periods,TotalSupply_1,IndigenousProduction_2,ProductionFromCrudeOil_3,ProductionFromOtherSources_4,Imports_5,Exports_6,StockChange_7,TotalConsumption_8,Processing_9,FinalConsumption_10,OpeningStock_11,ClosingStock_12,StockChange_13
596,a,b,2012MM07,5238.0,98.0,36.0,36.0,5201.0,291.0,159.0,5238.0,5047.0,191.0,3951.0,3792.0,159.0
597,a,b,2012MM08,5137.0,101.0,34.0,53.0,5221.0,211.0,-63.0,5137.0,4952.0,185.0,3792.0,3854.0,-63.0
598,a,b,2012MM09,5169.0,92.0,58.0,24.0,4973.0,206.0,228.0,5169.0,5013.0,156.0,3854.0,3627.0,228.0
599,a,b,2012KW03,15545.0,292.0,128.0,114.0,15396.0,708.0,324.0,15545.0,15013.0,532.0,3951.0,3627.0,324.0
600,a,b,2012MM10,3751.0,113.0,51.0,-19.0,4132.0,250.0,-275.0,3751.0,3632.0,119.0,3627.0,3902.0,-275.0
601,a,b,2012MM11,4101.0,129.0,51.0,16.0,4230.0,169.0,-156.0,4101.0,4035.0,66.0,3902.0,4058.0,-156.0
602,a,b,2012MM12,5159.0,138.0,43.0,88.0,5017.0,261.0,133.0,5159.0,4966.0,193.0,4058.0,3925.0,133.0
603,a,b,2012KW04,13011.0,380.0,145.0,86.0,13379.0,680.0,-299.0,13011.0,12633.0,378.0,3627.0,3925.0,-299.0
604,a,b,2012JJ00,59171.0,1467.0,466.0,494.0,59860.0,2861.0,-272.0,59153.0,57190.0,1964.0,3653.0,3925.0,-272.0
605,a,b,2013MM01,5162.0,131.0,46.0,46.0,5010.0,194.0,124.0,5162.0,5017.0,145.0,3925.0,3802.0,124.0
606,a,b,2013MM02,4787.0,137.0,43.0,17.0,4939.0,208.0,-141.0,4787.0,4467.0,320.0,3802.0,3942.0,-141.0
607,a,b,2013MM03,4763.0,151.0,55.0,80.0,4712.0,211.0,-24.0,4763.0,4623.0,139.0,3942.0,3966.0,-24.0
608,a,b,2013KW01,14712.0,419.0,143.0,142.0,14661.0,613.0,-41.0,14712.0,14107.0,605.0,3925.0,3966.0,-41.0
609,a,b,2013MM04,4906.0,123.0,47.0,10.0,4884.0,176.0,18.0,4906.0,4734.0,172.0,3966.0,3948.0,18.0
610,a,b,2013MM05,4807.0,122.0,61.0,15.0,4887.0,240.0,-39.0,4807.0,4670.0,136.0,3948.0,3988.0,-39.0
611,a,b,2013MM06,4934.0,117.0,62.0,-20.0,5064.0,214.0,-75.0,4934.0,4784.0,150.0,3988.0,4062.0,-75.0
612,a,b,2013KW02,14647.0,363.0,171.0,5.0,14835.0,630.0,-96.0,14647.0,14189.0,458.0,3966.0,4062.0,-96.0
613,a,b,2013MM07,4999.0,138.0,62.0,72.0,4902.0,179.0,6.0,4999.0,4909.0,90.0,4027.0,4021.0,6.0
614,a,b,2013MM08,5017.0,119.0,52.0,84.0,4385.0,205.0,584.0,5017.0,4870.0,147.0,4021.0,3438.0,584.0
615,a,b,2013MM09,4325.0,107.0,48.0,58.0,4602.0,206.0,-284.0,4325.0,4288.0,37.0,3438.0,3721.0,-284.0
616,a,b,2013KW03,14344.0,364.0,161.0,213.0,13889.0,591.0,306.0,14342.0,14068.0,274.0,4027.0,3721.0,306.0
617,a,b,2013MM10,3937.0,119.0,53.0,38.0,4396.0,237.0,-431.0,3937.0,3773.0,164.0,3721.0,4153.0,-431.0
618,a,b,2013MM11,4408.0,132.0,45.0,69.0,4441.0,199.0,-79.0,4408.0,4115.0,293.0,4153.0,4232.0,-79.0
619,a,b,2013MM12,4878.0,122.0,51.0,105.0,4437.0,145.0,308.0,4878.0,4583.0,296.0,4232.0,3924.0,308.0
620,a,b,2013KW04,13224.0,374.0,148.0,212.0,13274.0,581.0,-203.0,13224.0,12471.0,753.0,3721.0,3924.0,-203.0
621,a,b,2013JJ00,56924.0,1519.0,623.0,572.0,56659.0,2416.0,-34.0,56924.0,54834.0,2090.0,3925.0,3924.0,-34.0
622,a,b,2014MM01,4953.0,131.0,16.0,5.0,4819.0,57.0,38.0,4953.0,4737.0,216.0,3908.0,3870.0,38.0
623,a,b,2014MM02,4538.0,117.0,16.0,36.0,3259.0,71.0,1181.0,4538.0,4324.0,213.0,3870.0,2689.0,1181.0
624,a,b,2014MM03,5012.0,150.0,14.0,52.0,5276.0,94.0,-386.0,5012.0,4749.0,248.0,2689.0,3075.0,-386.0
625,a,b,2014KW01,14503.0,398.0,46.0,93.0,13354.0,222.0,833.0,14503.0,13826.0,678.0,3908.0,3075.0,833.0
626,a,b,2014MM04,4848.0,155.0,19.0,57.0,4218.0,96.0,494.0,4848.0,4573.0,275.0,3075.0,2581.0,494.0
627,a,b,2014MM05,4849.0,166.0,14.0,23.0,4990.0,119.0,-225.0,4849.0,4593.0,256.0,2581.0,2806.0,-225.0
628,a,b,2014MM06,4302.0,130.0,10.0,20.0,4580.0,63.0,-370.0,4302.0,4096.0,206.0,2806.0,3175.0,-370.0
629,a,b,2014KW02,13999.0,452.0,43.0,100.0,13788.0,278.0,-100.0,13999.0,13262.0,737.0,3075.0,3175.0,-100.0
630,a,b,2014MM07,4672.0,140.0,11.0,-15.0,4364.0,97.0,270.0,4672.0,4468.0,204.0,3175.0,2906.0,270.0
631,a,b,2014MM08,4673.0,170.0,27.0,30.0,4527.0,127.0,46.0,4673.0,4456.0,217.0,2906.0,2859.0,46.0
632,a,b,2014MM09,4954.0,166.0,19.0,113.0,4397.0,65.0,312.0,4954.0,4731.0,223.0,2859.0,2547.0,312.0
633,a,b,2014KW03,14298.0,476.0,56.0,128.0,13288.0,290.0,628.0,14298.0,13654.0,644.0,3175.0,2547.0,628.0
634,a,b,2014MM10,5197.0,185.0,14.0,26.0,5070.0,107.0,9.0,5197.0,5014.0,183.0,2547.0,2538.0,9.0
635,a,b,2014MM11,4911.0,200.0,10.0,-4.0,4363.0,74.0,416.0,4911.0,4777.0,134.0,2538.0,2121.0,416.0
636,a,b,2014MM12,4921.0,190.0,21.0,76.0,5143.0,70.0,-439.0,4921.0,4692.0,229.0,2121.0,2560.0,-439.0
637,a,b,2014KW04,15029.0,574.0,44.0,98.0,14576.0,251.0,-13.0,15029.0,14483.0,546.0,2547.0,2560.0,-13.0
638,a,b,2014JJ00,57830.0,1900.0,190.0,413.0,55005.0,1040.0,1348.0,57830.0,55225.0,2605.0,3908.0,2560.0,1348.0
639,a,b,2015MM01,5191.0,170.0,19.0,81.0,4974.0,96.0,43.0,5191.0,5090.0,101.0,2560.0,2517.0,43.0
640,a,b,2015MM02,4693.0,165.0,23.0,55.0,5033.0,65.0,-518.0,4693.0,4626.0,66.0,2517.0,3034.0,-518.0
641,a,b,2015MM03,4591.0,184.0,16.0,101.0,4482.0,50.0,-141.0,4591.0,4508.0,83.0,3034.0,3175.0,-141.0
642,a,b,2015KW01,14474.0,517.0,58.0,137.0,14489.0,211.0,-616.0,14474.0,14224.0,250.0,2560.0,3175.0,-616.0
643,a,b,2015MM04,4734.0,155.0,16.0,13.0,4539.0,64.0,75.0,4734.0,4589.0,145.0,3175.0,3101.0,75.0
644,a,b,2015MM05,5293.0,156.0,19.0,-9.0,5191.0,90.0,26.0,5293.0,5121.0,172.0,3124.0,3098.0,26.0
645,a,b,2015MM06,4980.0,120.0,18.0,-34.0,5038.0,48.0,-127.0,4980.0,4810.0,170.0,3075.0,3202.0,-127.0
646,a,b,2015KW02,15007.0,432.0,65.0,-31.0,14768.0,201.0,-26.0,15007.0,14520.0,486.0,3175.0,3202.0,-26.0
647,a,b,2015MM07,5226.0,135.0,19.0,33.0,4702.0,33.0,370.0,5226.0,5044.0,182.0,3202.0,2831.0,370.0
648,a,b,2015MM08,5305.0,148.0,18.0,59.0,5230.0,76.0,-104.0,5305.0,5111.0,194.0,2831.0,2935.0,-104.0
649,a,b,2015MM09,5251.0,131.0,23.0,15.0,4993.0,66.0,154.0,5251.0,5047.0,203.0,2935.0,2780.0,154.0
650,a,b,2015KW03,15782.0,415.0,91.0,107.0,14924.0,175.0,421.0,15782.0,15203.0,579.0,3202.0,2780.0,421.0
651,a,b,2015MM10,5420.0,133.0,18.0,38.0,5278.0,29.0,-18.0,5420.0,5257.0,163.0,2780.0,2798.0,-18.0
652,a,b,2015MM11,4596.0,160.0,15.0,-46.0,4616.0,16.0,-133.0,4596.0,4425.0,171.0,2821.0,2954.0,-133.0
653,a,b,2015MM12,5308.0,142.0,16.0,49.0,5401.0,30.0,-270.0,5308.0,5154.0,154.0,2954.0,3225.0,-270.0
654,a,b,2015KW04,15324.0,435.0,49.0,41.0,15295.0,76.0,-421.0,15324.0,14836.0,488.0,2780.0,3225.0,-421.0
655,a,b,2015JJ00,60556.0,1798.0,263.0,355.0,59476.0,664.0,-673.0,60556.0,58751.0,1804.0,2560.0,3225.0,-673.0
656,a,c,1944JJ00,,,,,,,,,,,,,
657,a,c,1945JJ00,,,,,,,,,,,,,
658,a,c,1946JJ00,,,,,,,,,,,,,
659,a,c,1947JJ00,,,,,,,,,,,,,
660,a,c,1948JJ00,,,,,,,,,,,,,
661,a,c,1949JJ00,,,,,,,,,,,,,
662,a,c,1950JJ00,,,,,,,,,,,,,
663,a,c,1951JJ00,,,,,,,,,,,,,
664,a,c,1952JJ00,,,,,,,,,,,,,
665,a,c,1953JJ00,,,,,,,,,,,,,
666,a,c,1954JJ00,,,,,,,,,,,,,
667,a,c,1955JJ00,,,,,,,,,,,,,
668,a,c,1956JJ00,,,,,,,,,,,,,
669,a,c,1957JJ00,,,,,,,,,,,,,
670,a,c,1958JJ00,,,,,,,,,,,,,
671,a,c,1959JJ00,,,,,,,,,,,,,
672,a,c,1960JJ00,,,,,,,,,,,,,
673,a,c,1961JJ00,,,,,,,,,,,,,
674,a,c,1962JJ00,,,,,,,,,,,,,
675,a,c,1963JJ00,,,,,,,,,,,,,
676,a,c,1964JJ00,,,,,,,,,,,,,
677,a,c,1965JJ00,,,,,,,,,,,,,
678,a,c,1966JJ00,,,,,,,,,,,,,
679,a,c,1967JJ00,,,,,,,,,,,,,
680,a,c,1968JJ00,,,,,,,,,,,,,
681,a,c,1969JJ00,,,,,,,,,,,,,
682,a,c,1970JJ00,,,,,,,,,,,,,
683,a,c,1971JJ00,,,,,,,,,,,,,
684,a,c,1972JJ00,,,,,,,,,,,,,
685,a,c,1973JJ00,,,,,,,,,,,,,
686,a,c,1974JJ00,,,,,,,,,,,,,
687,a,c,1975JJ00,,,,,,,,,,,,,
688,a,c,1976JJ00,,,,,,,,,,,,,
689,a,c,1977JJ00,,,,,,,,,,,,,
690,a,c,1978JJ00,20.0,,,,43790.0,43379.0,-391.0,20.0,20.0,,1029.0,1420.0,-391.0
691,a,c,1979JJ00,,,,,54685.0,55027.0,,-41.0,-41.0,,,-301.0,
692,a,c,1980JJ00,1.0,,,,50720.0,50310.0,-409.0,1.0,1.0,,2276.0,2685.0,-409.0
693,a,c,1981JJ00,8.0,,,,43322.0,43990.0,676.0,8.0,8.0,,2903.0,2227.0,676.0
694,a,c,1982JJ00,-3.0,,,,39543.0,40072.0,526.0,-3.0,-3.0,,2225.0,1699.0,526.0
695,a,c,1983JJ00,-2.0,,,,30954.0,31368.0,413.0,-2.0,-2.0,,1699.0,1286.0,413.0
696,a,c,1984JJ00,-68.0,,,,31540.0,30861.0,-747.0,-68.0,-68.0,,1286.0,2033.0,-747.0
697,a,c,1985JJ00,-34.0,,,,28853.0,27216.0,-1670.0,-34.0,-34.0,,2033.0,3703.0,-1670.0
698,a,c,1986JJ00,5.0,,,,28375.0,28644.0,274.0,5.0,5.0,,3703.0,3429.0,274.0
699,a,c,1987JJ00,8.0,,,,27265.0,26632.0,-626.0,8.0,8.0,,3429.0,4055.0,-626.0
700,a,c,1988JJ00,-43.0,,,,31324.0,32460.0,1092.0,-43.0,-43.0,,4055.0,2963.0,1092.0
701,a,c,1989JJ00,-2.0,,,,35051.0,34105.0,-948.0,-2.0,-2.0,,2963.0,3911.0,-948.0
702,a,c,1990JJ00,-10.0,,,,36923.0,36923.0,-10.0,-10.0,-10.0,,3911.0,3921.0,-10.0
703,a,c,1991JJ00,-18.0,,,,41599.0,42036.0,418.0,-18.0,-18.0,,3921.0,3503.0,418.0
704,a,c,1992JJ00,-15.0,,,,43695.0,43431.0,-278.0,-15.0,-15.0,,3503.0,3781.0,-278.0
705,a,c,1993JJ00,-9.0,,,,42459.0,42479.0,10.0,-9.0,-9.0,,3781.0,3771.0,10.0
706,a,c,1994JJ00,-16.0,,,,41193.0,41666.0,457.0,-16.0,-16.0,,3771.0,3314.0,457.0
707,a,c,1995JJ00,-12.0,,,,38284.0,38137.0,-158.0,-12.0,-12.0,,3314.0,3472.0,-158.0
708,a,c,1996JJ00,0.0,,,,43008.0,43601.0,593.0,0.0,0.0,,3472.0,2879.0,593.0
709,a,c,1997JJ00,0.0,,,,44098.0,43583.0,-515.0,0.0,0.0,,2879.0,3394.0,-515.0
710,a,c,1998JJ00,0.0,,,,45317.0,44172.0,-1146.0,0.0,0.0,,3394.0,4539.0,-1146.0
711,a,c,1999JJ00,0.0,,,,42113.0,43422.0,1309.0,0.0,0.0,,4539.0,3230.0,1309.0
712,a,c,2000MM01,0.0,,,,3668.0,3756.0,88.0,0.0,0.0,,3230.0,3142.0,88.0
713,a,c,2000MM02,0.0,,,,3273.0,3297.0,24.0,0.0,0.0,,3142.0,3118.0,24.0
714,a,c,2000MM03,0.0,,,,3914.0,3628.0,-286.0,0.0,0.0,,3118.0,3404.0,-286.0
715,a,c,2000KW01,0.0,,,,10855.0,10681.0,-174.0,0.0,0.0,,3230.0,3404.0,-174.0
716,a,c,2000MM04,0.0,,,,3316.0,3515.0,199.0,0.0,0.0,,3404.0,3205.0,199.0
717,a,c,2000MM05,0.0,,,,3449.0,2708.0,-741.0,0.0,0.0,,3205.0,3946.0,-741.0
718,a,c,2000MM06,0.0,,,,2482.0,2571.0,89.0,0.0,0.0,,3946.0,3857.0,89.0
719,a,c,2000KW02,0.0,,,,9247.0,8794.0,-453.0,0.0,0.0,,3404.0,3857.0,-453.0
720,a,c,2000MM07,0.0,,,,3672.0,3661.0,-11.0,0.0,0.0,,3857.0,3868.0,-11.0
721,a,c,2000MM08,0.0,,,,3752.0,3992.0,240.0,0.0,0.0,,3868.0,3628.0,240.0
722,a,c,2000MM09,0.0,,,,3857.0,3626.0,-231.0,0.0,0.0,,3628.0,3859.0,-231.0
723,a,c,2000KW03,0.0,,,,11281.0,11279.0,-2.0,0.0,0.0,,3857.0,3859.0,-2.0
724,a,c,2000MM10,0.0,,,,3785.0,3881.0,96.0,0.0,0.0,,3859.0,3763.0,96.0
725,a,c,2000MM11,0.0,,,,4253.0,4368.0,115.0,0.0,0.0,,3763.0,3647.0,115.0
726,a,c,2000MM12,0.0,,,,3582.0,3887.0,305.0,0.0,0.0,,3647.0,3342.0,305.0
727,a,c,2000KW04,0.0,,,,11620.0,12136.0,516.0,0.0,0.0,,3859.0,3342.0,516.0
728,a,c,2000JJ00,0.0,,,,43003.0,42891.0,-112.0,0.0,0.0,,3230.0,3342.0,-112.0
729,a,c,2001MM01,0.0,,,,3904.0,4105.0,202.0,0.0,0.0,,3342.0,3140.0,202.0
730,a,c,2001MM02,0.0,,,,2856.0,3269.0,414.0,0.0,0.0,,3140.0,2727.0,414.0
731,a,c,2001MM03,0.0,,,,3924.0,3132.0,-792.0,0.0,0.0,,2727.0,3518.0,-792.0
732,a,c,2001KW01,0.0,,,,10683.0,10507.0,-176.0,0.0,0.0,,3342.0,3518.0,-176.0
733,a,c,2001MM04,0.0,,,,3318.0,3016.0,-303.0,0.0,0.0,,3518.0,3821.0,-303.0
734,a,c,2001MM05,0.0,,,,3719.0,3787.0,68.0,0.0,0.0,,3821.0,3753.0,68.0
735,a,c,2001MM06,0.0,,,,2948.0,3265.0,317.0,0.0,0.0,,3753.0,3437.0,317.0
736,a,c,2001KW02,0.0,,,,9985.0,10067.0,82.0,0.0,0.0,,3518.0,3437.0,82.0
737,a,c,2001MM07,0.0,,,,4116.0,3823.0,-293.0,0.0,0.0,,3437.0,3730.0,-293.0
738,a,c,2001MM08,0.0,,,,3457.0,3737.0,279.0,0.0,0.0,,3730.0,3451.0,279.0
739,a,c,2001MM09,0.0,,,,3976.0,3460.0,-516.0,0.0,0.0,,3451.0,3967.0,-516.0
740,a,c,2001KW03,0.0,,,,11550.0,11020.0,-530.0,0.0,0.0,,3437.0,3967.0,-530.0
741,a,c,2001MM10,0.0,,,,3114.0,3281.0,167.0,0.0,0.0,,3967.0,3800.0,167.0
742,a,c,2001MM11,0.0,,,,2641.0,2985.0,344.0,0.0,0.0,,3800.0,3456.0,344.0
743,a,c,2001MM12,0.0,,,,3596.0,3549.0,-47.0,0.0,0.0,,3456.0,3503.0,-47.0
744,a,c,2001KW04,0.0,,,,9352.0,9816.0,464.0,0.0,0.0,,3967.0,3503.0,464.0
745,a,c,2001JJ00,0.0,,,,41570.0,41410.0,-160.0,0.0,0.0,,3342.0,3503.0,-160.0
746,a,c,2002MM01,0.0,,,,4158.0,3861.0,-297.0,0.0,0.0,,3503.0,3800.0,-297.0
747,a,c,2002MM02,0.0,,,,3261.0,3537.0,276.0,0.0,0.0,,3800.0,3523.0,276.0
748,a,c,2002MM03,0.0,,,,3631.0,3421.0,-210.0,0.0,0.0,,3523.0,3734.0,-210.0
749,a,c,2002KW01,0.0,,,,11051.0,10819.0,-231.0,0.0,0.0,,3503.0,3734.0,-231.0
750,a,c,2002MM04,0.0,,,,3681.0,3731.0,50.0,0.0,0.0,,3734.0,3684.0,50.0
751,a,c,2002MM05,0.0,,,,3361.0,3883.0,522.0,0.0,0.0,,3684.0,3162.0,522.0
752,a,c,2002MM06,0.0,,,,4344.0,3769.0,-575.0,0.0,0.0,,3162.0,3737.0,-575.0
753,a,c,2002KW02,0.0,,,,11386.0,11382.0,-3.0,0.0,0.0,,3734.0,3737.0,-3.0
754,a,c,2002MM07,0.0,,,,3763.0,3845.0,82.0,0.0,0.0,,3737.0,3655.0,82.0
755,a,c,2002MM08,0.0,,,,3993.0,3955.0,-39.0,0.0,0.0,,3655.0,3694.0,-39.0
756,a,c,2002MM09,0.0,,,,3074.0,3692.0,618.0,0.0,0.0,,3694.0,3076.0,618.0
757,a,c,2002KW03,0.0,,,,10830.0,11492.0,662.0,0.0,0.0,,3737.0,3076.0,662.0
758,a,c,2002MM10,0.0,,,,4584.0,3881.0,-703.0,0.0,0.0,,3076.0,3779.0,-703.0
759,a,c,2002MM11,0.0,,,,3091.0,3670.0,580.0,0.0,0.0,,3779.0,3199.0,580.0
760,a,c,2002MM12,0.0,,,,3563.0,3802.0,238.0,0.0,0.0,,3199.0,2961.0,238.0
761,a,c,2002KW04,0.0,,,,11238.0,11353.0,115.0,0.0,0.0,,3076.0,2961.0,115.0
762,a,c,2002JJ00,0.0,,,,44505.0,45046.0,542.0,0.0,0.0,,3503.0,2961.0,542.0
763,a,c,2003MM01,0.0,,,,3868.0,4111.0,243.0,0.0,0.0,,2961.0,2718.0,243.0
764,a,c,2003MM02,0.0,,,,3351.0,3524.0,173.0,0.0,0.0,,2718.0,2545.0,173.0
765,a,c,2003MM03,0.0,,,,4189.0,4081.0,-109.0,0.0,0.0,,2545.0,2654.0,-109.0
766,a,c,2003KW01,0.0,,,,11408.0,11715.0,307.0,0.0,0.0,,2961.0,2654.0,307.0
767,a,c,2003MM04,0.0,,,,3956.0,3908.0,-48.0,0.0,0.0,,2654.0,2702.0,-48.0
768,a,c,2003MM05,0.0,,,,4328.0,4038.0,-290.0,0.0,0.0,,2702.0,2991.0,-290.0
769,a,c,2003MM06,0.0,,,,3519.0,3768.0,249.0,0.0,0.0,,2991.0,2742.0,249.0
770,a,c,2003KW02,0.0,,,,11803.0,11715.0,-88.0,0.0,0.0,,2654.0,2742.0,-88.0
771,a,c,2003MM07,0.0,,,,3750.0,3863.0,113.0,0.0,0.0,,2742.0,2629.0,113.0
772,a,c,2003MM08,0.0,,,,3770.0,3590.0,-180.0,0.0,0.0,,2629.0,2809.0,-180.0
773,a,c,2003MM09,0.0,,,,3533.0,3881.0,347.0,0.0,0.0,,2809.0,2462.0,347.0
774,a,c,2003KW03,0.0,,,,11054.0,11334.0,280.0,0.0,0.0,,2742.0,2462.0,280.0
775,a,c,2003MM10,0.0,,,,4122.0,3763.0,-359.0,0.0,0.0,,2462.0,2820.0,-359.0
776,a,c,2003MM11,0.0,,,,3804.0,3741.0,-62.0,0.0,0.0,,2820.0,2883.0,-62.0
777,a,c,2003MM12,0.0,,,,3807.0,4003.0,195.0,0.0,0.0,,2883.0,2687.0,195.0
778,a,c,2003KW04,0.0,,,,11733.0,11507.0,-226.0,0.0,0.0,,2462.0,2687.0,-226.0
779,a,c,2003JJ00,0.0,,,,45997.0,46271.0,274.0,0.0,0.0,,2961.0,2687.0,274.0
780,a,c,2004MM01,0.0,,,,3816.0,3658.0,-158.0,0.0,0.0,,2687.0,2845.0,-158.0
781,a,c,2004MM02,0.0,,,,3697.0,3723.0,26.0,0.0,0.0,,2845.0,2819.0,26.0
782,a,c,2004MM03,0.0,,,,4098.0,3708.0,-390.0,0.0,0.0,,2819.0,3210.0,-390.0
783,a,c,2004KW01,0.0,,,,11612.0,11090.0,-522.0,0.0,0.0,,2687.0,3210.0,-522.0
784,a,c,2004MM04,0.0,,,,3677.0,3691.0,13.0,0.0,0.0,,3210.0,3196.0,13.0
785,a,c,2004MM05,0.0,,,,3819.0,3597.0,-222.0,0.0,0.0,,3196.0,3419.0,-222.0
786,a,c,2004MM06,0.0,,,,3578.0,4474.0,896.0,0.0,0.0,,3419.0,2522.0,896.0
787,a,c,2004KW02,0.0,,,,11074.0,11762.0,687.0,0.0,0.0,,3210.0,2522.0,687.0
788,a,c,2004MM07,0.0,,,,3764.0,4187.0,423.0,0.0,0.0,,2522.0,2099.0,423.0
789,a,c,2004MM08,0.0,,,,4501.0,3889.0,-612.0,0.0,0.0,,2099.0,2712.0,-612.0
790,a,c,2004MM09,0.0,,,,3645.0,3550.0,-96.0,0.0,0.0,,2712.0,2808.0,-96.0
791,a,c,2004KW03,0.0,,,,11911.0,11626.0,-285.0,0.0,0.0,,2522.0,2808.0,-285.0
792,a,c,2004MM10,0.0,,,,3823.0,3674.0,-150.0,0.0,0.0,,2808.0,2957.0,-150.0
793,a,c,2004MM11,0.0,,,,4336.0,3956.0,-381.0,0.0,0.0,,2957.0,3338.0,-381.0
794,a,c,2004MM12,0.0,,,,3454.0,3992.0,537.0,0.0,0.0,,3338.0,2801.0,537.0
795,a,c,2004KW04,0.0,,,,11614.0,11621.0,7.0,0.0,0.0,,2808.0,2801.0,7.0
796,a,c,2004JJ00,0.0,,,,46211.0,46098.0,-113.0,0.0,0.0,,2687.0,2801.0,-113.0
797,a,c,2005MM01,0.0,,,,3796.0,3827.0,30.0,0.0,0.0,,2801.0,2770.0,30.0
798,a,c,2005MM02,0.0,,,,3783.0,3823.0,40.0,0.0,0.0,,2770.0,2730.0,40.0
799,a,c,2005MM03,0.0,,,,4163.0,3940.0,-223.0,0.0,0.0,,2730.0,2953.0,-223.0
800,a,c,2005KW01,0.0,,,,11742.0,11590.0,-153.0,0.0,0.0,,2801.0,2953.0,-153.0
801,a,c,2005MM04,0.0,,,,3403.0,3840.0,437.0,0.0,0.0,,2953.0,2516.0,437.0
802,a,c,2005MM05,0.0,,,,4186.0,3494.0,-692.0,0.0,0.0,,2516.0,3207.0,-692.0
803,a,c,2005MM06,0.0,,,,3032.0,2994.0,-38.0,0.0,0.0,,3207.0,3245.0,-38.0
804,a,c,2005KW02,0.0,,,,10621.0,10329.0,-292.0,0.0,0.0,,2953.0,3245.0,-292.0
805,a,c,2005MM07,0.0,,,,3558.0,3445.0,-112.0,0.0,0.0,,3245.0,3358.0,-112.0
806,a,c,2005MM08,0.0,,,,3794.0,3761.0,-33.0,0.0,0.0,,3358.0,3390.0,-33.0
807,a,c,2005MM09,0.0,,,,3867.0,3841.0,-26.0,0.0,0.0,,3390.0,3417.0,-26.0
808,a,c,2005KW03,0.0,,,,11219.0,11047.0,-171.0,0.0,0.0,,3245.0,3417.0,-171.0
809,a,c,2005MM10,0.0,,,,3556.0,3828.0,272.0,0.0,0.0,,3417.0,3145.0,272.0
810,a,c,2005MM11,0.0,,,,3574.0,3686.0,112.0,0.0,0.0,,3145.0,3033.0,112.0
811,a,c,2005MM12,0.0,,,,4036.0,4004.0,-32.0,0.0,0.0,,3033.0,3065.0,-32.0
812,a,c,2005KW04,0.0,,,,11166.0,11517.0,351.0,0.0,0.0,,3417.0,3065.0,351.0
813,a,c,2005JJ00,0.0,,,,44748.0,44483.0,-265.0,0.0,0.0,,2801.0,3065.0,-265.0
814,a,c,2006MM01,0.0,,,,4729.0,3922.0,-807.0,0.0,0.0,,3065.0,3872.0,-807.0
815,a,c,2006MM02,0.0,,,,2924.0,3544.0,620.0,0.0,0.0,,3872.0,3252.0,620.0
816,a,c,2006MM03,0.0,,,,4319.0,3807.0,-512.0,0.0,0.0,,3252.0,3765.0,-512.0
817,a,c,2006KW01,0.0,,,,11973.0,11273.0,-700.0,0.0,0.0,,3065.0,3765.0,-700.0
818,a,c,2006MM04,0.0,,,,3837.0,3757.0,-80.0,0.0,0.0,,3765.0,3845.0,-80.0
819,a,c,2006MM05,0.0,,,,4435.0,4056.0,-379.0,0.0,0.0,,3845.0,4224.0,-379.0
820,a,c,2006MM06,0.0,,,,3719.0,3866.0,147.0,0.0,0.0,,4224.0,4077.0,147.0
821,a,c,2006KW02,0.0,,,,11991.0,11680.0,-312.0,0.0,0.0,,3765.0,4077.0,-312.0
822,a,c,2006MM07,0.0,,,,3869.0,3726.0,-143.0,0.0,0.0,,4077.0,4220.0,-143.0
823,a,c,2006MM08,0.0,,,,3430.0,3798.0,368.0,0.0,0.0,,4220.0,3852.0,368.0
824,a,c,2006MM09,0.0,,,,3663.0,3656.0,-7.0,0.0,0.0,,3852.0,3860.0,-7.0
825,a,c,2006KW03,0.0,,,,10962.0,11180.0,217.0,0.0,0.0,,4077.0,3860.0,217.0
826,a,c,2006MM10,0.0,,,,3593.0,3716.0,123.0,0.0,0.0,,3860.0,3736.0,123.0
827,a,c,2006MM11,0.0,,,,2642.0,2557.0,-85.0,0.0,0.0,,3736.0,3821.0,-85.0
828,a,c,2006MM12,0.0,,,,3449.0,3313.0,-136.0,0.0,0.0,,3821.0,3957.0,-136.0
829,a,c,2006KW04,0.0,,,,9684.0,9587.0,-97.0,0.0,0.0,,3860.0,3957.0,-97.0
830,a,c,2006JJ00,0.0,,,,44611.0,43719.0,-891.0,0.0,0.0,,3065.0,3957.0,-891.0
831,a,c,2007MM01,,,,,3834.0,3738.0,-96.0,,,,3957.0,4053.0,-96.0
832,a,c,2007MM02,,,,,2937.0,3614.0,676.0,,,,4053.0,3376.0,676.0
833,a,c,2007MM03,,,,,3813.0,3419.0,-394.0,,,,3376.0,3770.0,-394.0
834,a,c,2007KW01,,,,,10584.0,10771.0,186.0,,,,3957.0,3770.0,186.0
835,a,c,2007MM04,,,,,2842.0,2937.0,95.0,,,,3770.0,3675.0,95.0
836,a,c,2007MM05,,,,,3774.0,3285.0,-489.0,,,,3675.0,4164.0,-489.0
837,a,c,2007MM06,,,,,3406.0,3684.0,278.0,,,,4164.0,3887.0,278.0
838,a,c,2007KW02,,,,,10022.0,9906.0,-116.0,,,,3770.0,3887.0,-116.0
839,a,c,2007MM07,,,,,3746.0,3674.0,-73.0,,,,3887.0,3959.0,-73.0
840,a,c,2007MM08,,,,,3938.0,3926.0,-11.0,,,,3959.0,3970.0,-11.0
841,a,c,2007MM09,,,,,3718.0,3700.0,-18.0,,,,3970.0,3988.0,-18.0
