ID,Feedstocks,Destination,Periods,TotalSupply_1,IndigenousProduction_2,ProductionFromCrudeOil_3,ProductionFromOtherSources_4,Imports_5,Exports_6,StockChange_7,TotalConsumption_8,Processing_9,FinalConsumption_10,OpeningStock_11,ClosingStock_12,StockChange_13
2042,c,a,2001MM02,565.0,87.0,,,518.0,0.0,-40.0,565.0,565.0,,245.0,285.0,-40.0
2043,c,a,2001MM03,636.0,90.0,,,488.0,0.0,58.0,636.0,636.0,,285.0,227.0,58.0
2044,c,a,2001KW01,1794.0,281.0,,,1483.0,0.0,30.0,1794.0,1794.0,,257.0,227.0,30.0
2045,c,a,2001MM04,588.0,75.0,,,550.0,0.0,-37.0,588.0,588.0,,227.0,264.0,-37.0
2046,c,a,2001MM05,590.0,67.0,,,476.0,0.0,46.0,590.0,590.0,,264.0,218.0,46.0
2047,c,a,2001MM06,560.0,67.0,,,520.0,0.0,-27.0,560.0,560.0,,218.0,245.0,-27.0
2048,c,a,2001KW02,1738.0,209.0,,,1546.0,0.0,-18.0,1738.0,1738.0,,227.0,245.0,-18.0
2049,c,a,2001MM07,651.0,70.0,,,673.0,0.0,-92.0,651.0,651.0,,245.0,337.0,-92.0
2050,c,a,2001MM08,807.0,60.0,,,813.0,0.0,-66.0,807.0,807.0,,337.0,402.0,-66.0
2051,c,a,2001MM09,707.0,55.0,,,548.0,0.0,104.0,707.0,707.0,,402.0,298.0,104.0
2052,c,a,2001KW03,2166.0,185.0,,,2035.0,0.0,-54.0,2166.0,2166.0,,245.0,298.0,-54.0
2053,c,a,2001MM10,443.0,55.0,,,447.0,0.0,-59.0,443.0,443.0,,298.0,357.0,-59.0
2054,c,a,2001MM11,558.0,70.0,,,464.0,0.0,24.0,558.0,558.0,,357.0,334.0,24.0
2055,c,a,2001MM12,693.0,93.0,,,582.0,0.0,18.0,693.0,693.0,,334.0,315.0,18.0
2056,c,a,2001KW04,1694.0,218.0,,,1493.0,0.0,-17.0,1694.0,1694.0,,298.0,315.0,-17.0
2057,c,a,2001JJ00,7392.0,893.0,,,6557.0,0.0,-58.0,7392.0,7392.0,,257.0,315.0,-58.0
2058,c,a,2002MM01,764.0,86.0,,,659.0,0.0,19.0,764.0,764.0,,315.0,296.0,19.0
2059,c,a,2002MM02,908.0,80.0,,,940.0,0.0,-112.0,908.0,908.0,,296.0,407.0,-112.0
2060,c,a,2002MM03,791.0,82.0,,,706.0,0.0,2.0,791.0,791.0,,407.0,405.0,2.0
2061,c,a,2002KW01,2463.0,248.0,,,2305.0,0.0,-90.0,2463.0,2463.0,,315.0,405.0,-90.0
2062,c,a,2002MM04,637.0,68.0,,,657.0,0.0,-88.0,637.0,637.0,,405.0,493.0,-88.0
2063,c,a,2002MM05,893.0,60.0,,,874.0,0.0,-41.0,893.0,893.0,,493.0,533.0,-41.0
2064,c,a,2002MM06,723.0,62.0,,,609.0,0.0,52.0,723.0,723.0,,533.0,482.0,52.0
2065,c,a,2002KW02,2254.0,191.0,,,2140.0,0.0,-77.0,2254.0,2254.0,,405.0,482.0,-77.0
2066,c,a,2002MM07,849.0,63.0,,,671.0,0.0,115.0,849.0,849.0,,482.0,366.0,115.0
2067,c,a,2002MM08,696.0,51.0,,,651.0,0.0,-6.0,696.0,696.0,,366.0,373.0,-6.0
2068,c,a,2002MM09,656.0,63.0,,,425.0,0.0,167.0,656.0,656.0,,373.0,205.0,167.0
2069,c,a,2002KW03,2201.0,178.0,,,1747.0,0.0,276.0,2201.0,2201.0,,482.0,205.0,276.0
2070,c,a,2002MM10,623.0,63.0,,,683.0,0.0,-123.0,623.0,623.0,,205.0,328.0,-123.0
2071,c,a,2002MM11,808.0,84.0,,,699.0,0.0,25.0,808.0,808.0,,328.0,303.0,25.0
2072,c,a,2002MM12,860.0,79.0,,,825.0,0.0,-43.0,860.0,860.0,,303.0,346.0,-43.0
2073,c,a,2002KW04,2292.0,226.0,,,2207.0,0.0,-141.0,2292.0,2292.0,,205.0,346.0,-141.0
2074,c,a,2002JJ00,9210.0,842.0,,,8399.0,0.0,-31.0,9210.0,9210.0,,315.0,346.0,-31.0
2075,c,a,2003MM01,822.0,90.0,,,723.0,0.0,9.0,822.0,822.0,,346.0,337.0,9.0
2076,c,a,2003MM02,703.0,76.0,,,682.0,0.0,-55.0,703.0,703.0,,337.0,392.0,-55.0
2077,c,a,2003MM03,728.0,76.0,,,807.0,0.0,-155.0,728.0,728.0,,392.0,547.0,-155.0
2078,c,a,2003KW01,2253.0,242.0,,,2211.0,0.0,-200.0,2253.0,2253.0,,346.0,547.0,-200.0
2079,c,a,2003MM04,633.0,65.0,,,709.0,0.0,-142.0,633.0,633.0,,547.0,688.0,-142.0
2080,c,a,2003MM05,787.0,38.0,,,467.0,0.0,282.0,787.0,787.0,,688.0,406.0,282.0
2081,c,a,2003MM06,764.0,36.0,,,593.0,0.0,135.0,764.0,764.0,,406.0,271.0,135.0
2082,c,a,2003KW02,2183.0,139.0,,,1769.0,0.0,276.0,2183.0,2183.0,,547.0,271.0,276.0
2083,c,a,2003MM07,796.0,42.0,,,798.0,0.0,-43.0,796.0,796.0,,271.0,314.0,-43.0
2084,c,a,2003MM08,894.0,44.0,,,878.0,1.0,-26.0,894.0,894.0,,314.0,341.0,-26.0
2085,c,a,2003MM09,786.0,60.0,,,818.0,0.0,-92.0,786.0,786.0,,341.0,432.0,-92.0
2086,c,a,2003KW03,2477.0,145.0,,,2494.0,1.0,-162.0,2477.0,2477.0,,271.0,432.0,-162.0
2087,c,a,2003MM10,816.0,60.0,,,745.0,0.0,12.0,816.0,816.0,,432.0,421.0,12.0
2088,c,a,2003MM11,804.0,75.0,,,799.0,0.0,-69.0,804.0,804.0,,421.0,490.0,-69.0
2089,c,a,2003MM12,913.0,111.0,,,780.0,8.0,30.0,913.0,913.0,,490.0,460.0,30.0
2090,c,a,2003KW04,2534.0,246.0,,,2323.0,9.0,-27.0,2534.0,2534.0,,432.0,460.0,-27.0
2091,c,a,2003JJ00,9447.0,772.0,,,8798.0,10.0,-113.0,9447.0,9447.0,,346.0,460.0,-113.0
2092,c,a,2004MM01,813.0,89.0,,,811.0,73.0,-13.0,813.0,813.0,,460.0,473.0,-13.0
2093,c,a,2004MM02,755.0,82.0,,,563.0,4.0,114.0,755.0,755.0,,473.0,359.0,114.0
2094,c,a,2004MM03,776.0,87.0,,,720.0,2.0,-29.0,776.0,776.0,,359.0,388.0,-29.0
2095,c,a,2004KW01,2344.0,258.0,,,2093.0,80.0,72.0,2344.0,2344.0,,460.0,388.0,72.0
2096,c,a,2004MM04,703.0,70.0,,,689.0,56.0,0.0,703.0,703.0,,388.0,387.0,0.0
2097,c,a,2004MM05,810.0,57.0,,,752.0,18.0,19.0,810.0,810.0,,387.0,369.0,19.0
2098,c,a,2004MM06,749.0,54.0,,,788.0,91.0,-2.0,749.0,749.0,,369.0,371.0,-2.0
2099,c,a,2004KW02,2262.0,181.0,,,2229.0,166.0,17.0,2262.0,2262.0,,388.0,371.0,17.0
2100,c,a,2004MM07,839.0,60.0,,,790.0,0.0,-12.0,839.0,839.0,,371.0,382.0,-12.0
2101,c,a,2004MM08,860.0,61.0,,,778.0,80.0,102.0,860.0,860.0,,382.0,281.0,102.0
2102,c,a,2004MM09,785.0,62.0,,,673.0,6.0,56.0,785.0,785.0,,281.0,224.0,56.0
2103,c,a,2004KW03,2484.0,183.0,,,2241.0,86.0,146.0,2484.0,2484.0,,371.0,224.0,146.0
2104,c,a,2004MM10,734.0,64.0,,,776.0,0.0,-105.0,734.0,734.0,,224.0,330.0,-105.0
2105,c,a,2004MM11,562.0,50.0,,,500.0,70.0,82.0,562.0,562.0,,330.0,247.0,82.0
2106,c,a,2004MM12,863.0,49.0,,,858.0,20.0,-25.0,863.0,863.0,,247.0,272.0,-25.0
2107,c,a,2004KW04,2160.0,163.0,,,2134.0,90.0,-47.0,2160.0,2160.0,,224.0,272.0,-47.0
2108,c,a,2004JJ00,9249.0,785.0,,,8698.0,421.0,188.0,9249.0,9249.0,,460.0,272.0,188.0
2109,c,a,2005MM01,860.0,87.0,,,865.0,35.0,-57.0,860.0,860.0,,272.0,329.0,-57.0
2110,c,a,2005MM02,792.0,78.0,,,729.0,92.0,78.0,792.0,792.0,,329.0,252.0,78.0
2111,c,a,2005MM03,751.0,77.0,,,851.0,9.0,-168.0,751.0,751.0,,252.0,420.0,-168.0
2112,c,a,2005KW01,2403.0,242.0,,,2445.0,136.0,-148.0,2403.0,2403.0,,272.0,420.0,-148.0
2113,c,a,2005MM04,780.0,68.0,,,811.0,64.0,-36.0,780.0,780.0,,420.0,456.0,-36.0
2114,c,a,2005MM05,909.0,65.0,,,778.0,70.0,136.0,909.0,909.0,,456.0,320.0,136.0
2115,c,a,2005MM06,748.0,43.0,,,835.0,14.0,-115.0,748.0,748.0,,320.0,435.0,-115.0
2116,c,a,2005KW02,2438.0,176.0,,,2424.0,148.0,-15.0,2438.0,2438.0,,420.0,435.0,-15.0
2117,c,a,2005MM07,796.0,64.0,,,790.0,18.0,-40.0,796.0,796.0,,435.0,475.0,-40.0
2118,c,a,2005MM08,613.0,61.0,,,700.0,34.0,-114.0,613.0,613.0,,475.0,589.0,-114.0
2119,c,a,2005MM09,737.0,60.0,,,639.0,41.0,80.0,737.0,737.0,,589.0,509.0,80.0
2120,c,a,2005KW03,2147.0,185.0,,,2129.0,93.0,-75.0,2147.0,2147.0,,435.0,509.0,-75.0
2121,c,a,2005MM10,989.0,56.0,,,687.0,4.0,250.0,989.0,989.0,,509.0,259.0,250.0
2122,c,a,2005MM11,1002.0,59.0,,,1076.0,68.0,-65.0,1002.0,1002.0,,259.0,324.0,-65.0
2123,c,a,2005MM12,1100.0,58.0,,,1071.0,38.0,8.0,1100.0,1100.0,,324.0,316.0,8.0
2124,c,a,2005KW04,3092.0,174.0,,,2834.0,109.0,193.0,3092.0,3092.0,,509.0,316.0,193.0
2125,c,a,2005JJ00,10079.0,777.0,,,9833.0,486.0,-44.0,10079.0,10079.0,,272.0,316.0,-44.0
2126,c,a,2006MM01,1056.0,82.0,,,1323.0,40.0,-309.0,1056.0,1056.0,,316.0,625.0,-309.0
2127,c,a,2006MM02,997.0,70.0,,,845.0,59.0,140.0,997.0,997.0,,625.0,485.0,140.0
2128,c,a,2006MM03,1183.0,69.0,,,1190.0,67.0,-9.0,1183.0,1183.0,,485.0,493.0,-9.0
2129,c,a,2006KW01,3236.0,221.0,,,3358.0,166.0,-177.0,3236.0,3236.0,,316.0,493.0,-177.0
2130,c,a,2006MM04,1002.0,60.0,,,856.0,29.0,114.0,1002.0,1002.0,,493.0,379.0,114.0
2131,c,a,2006MM05,1010.0,55.0,,,1088.0,0.0,-133.0,1010.0,1010.0,,379.0,512.0,-133.0
2132,c,a,2006MM06,930.0,49.0,,,769.0,40.0,152.0,930.0,930.0,,512.0,360.0,152.0
2133,c,a,2006KW02,2942.0,164.0,,,2714.0,69.0,134.0,2942.0,2942.0,,493.0,360.0,134.0
2134,c,a,2006MM07,1038.0,49.0,,,1024.0,49.0,14.0,1038.0,1038.0,,360.0,345.0,14.0
2135,c,a,2006MM08,988.0,49.0,,,995.0,13.0,-44.0,988.0,988.0,,345.0,389.0,-44.0
2136,c,a,2006MM09,910.0,43.0,,,859.0,37.0,44.0,910.0,910.0,,389.0,345.0,44.0
2137,c,a,2006KW03,2935.0,142.0,,,2878.0,99.0,15.0,2935.0,2935.0,,360.0,345.0,15.0
2138,c,a,2006MM10,1090.0,49.0,,,1069.0,10.0,-17.0,1090.0,1090.0,,345.0,362.0,-17.0
2139,c,a,2006MM11,1050.0,54.0,,,999.0,0.0,-3.0,1050.0,1050.0,,362.0,365.0,-3.0
2140,c,a,2006MM12,990.0,44.0,,,801.0,0.0,144.0,990.0,990.0,,365.0,221.0,144.0
2141,c,a,2006KW04,3130.0,148.0,,,2869.0,10.0,124.0,3130.0,3130.0,,345.0,221.0,124.0
2142,c,a,2006JJ00,12243.0,674.0,,,11818.0,345.0,96.0,12243.0,12243.0,,316.0,221.0,96.0
2143,c,a,2007MM01,1112.0,53.0,,,1155.0,16.0,-82.0,1112.0,831.0,281.0,221.0,303.0,-82.0
2144,c,a,2007MM02,777.0,56.0,,,737.0,32.0,16.0,777.0,619.0,158.0,303.0,287.0,16.0
2145,c,a,2007MM03,810.0,62.0,,,792.0,44.0,0.0,810.0,585.0,225.0,287.0,287.0,0.0
2146,c,a,2007KW01,2699.0,171.0,,,2684.0,92.0,-66.0,2699.0,2035.0,664.0,221.0,287.0,-66.0
2147,c,a,2007MM04,829.0,60.0,,,773.0,12.0,8.0,829.0,680.0,150.0,287.0,279.0,8.0
2148,c,a,2007MM05,633.0,31.0,,,668.0,15.0,-51.0,633.0,544.0,89.0,279.0,329.0,-51.0
2149,c,a,2007MM06,715.0,35.0,,,752.0,11.0,-61.0,715.0,494.0,221.0,329.0,390.0,-61.0
2150,c,a,2007KW02,2177.0,126.0,,,2193.0,38.0,-104.0,2177.0,1718.0,460.0,287.0,390.0,-104.0
2151,c,a,2007MM07,853.0,43.0,,,764.0,48.0,94.0,853.0,689.0,164.0,390.0,296.0,94.0
2152,c,a,2007MM08,955.0,31.0,,,966.0,0.0,-42.0,955.0,752.0,203.0,296.0,338.0,-42.0
2153,c,a,2007MM09,902.0,32.0,,,937.0,36.0,-31.0,902.0,738.0,164.0,338.0,369.0,-31.0
2154,c,a,2007KW03,2710.0,106.0,,,2667.0,84.0,21.0,2710.0,2179.0,531.0,390.0,369.0,21.0
2155,c,a,2007MM10,839.0,35.0,,,840.0,36.0,1.0,839.0,581.0,258.0,369.0,368.0,1.0
2156,c,a,2007MM11,834.0,39.0,,,840.0,12.0,-33.0,834.0,594.0,240.0,368.0,401.0,-33.0
2157,c,a,2007MM12,810.0,31.0,,,804.0,17.0,-9.0,810.0,646.0,164.0,401.0,410.0,-9.0
2158,c,a,2007KW04,2483.0,105.0,,,2484.0,65.0,-41.0,2483.0,1821.0,662.0,369.0,410.0,-41.0
2159,c,a,2007JJ00,10069.0,508.0,,,10028.0,279.0,-188.0,10069.0,7753.0,2316.0,221.0,409.0,-188.0
2160,c,a,2008MM01,1046.0,47.0,,,814.0,10.0,195.0,1046.0,700.0,346.0,410.0,215.0,195.0
2161,c,a,2008MM02,806.0,45.0,,,669.0,0.0,92.0,806.0,612.0,193.0,215.0,123.0,92.0
2162,c,a,2008MM03,810.0,48.0,,,832.0,26.0,-44.0,810.0,620.0,190.0,123.0,167.0,-44.0
2163,c,a,2008KW01,2662.0,140.0,,,2315.0,36.0,243.0,2662.0,1932.0,729.0,410.0,167.0,243.0
2164,c,a,2008MM04,923.0,29.0,,,955.0,48.0,-13.0,923.0,637.0,286.0,167.0,180.0,-13.0
2165,c,a,2008MM05,616.0,35.0,,,788.0,41.0,-165.0,616.0,429.0,187.0,180.0,345.0,-165.0
2166,c,a,2008MM06,537.0,32.0,,,518.0,4.0,-9.0,537.0,362.0,174.0,345.0,354.0,-9.0
2167,c,a,2008KW02,2076.0,96.0,,,2261.0,93.0,-187.0,2076.0,1428.0,647.0,167.0,354.0,-187.0
2168,c,a,2008MM07,733.0,31.0,,,669.0,10.0,44.0,733.0,523.0,211.0,354.0,309.0,44.0
2169,c,a,2008MM08,831.0,30.0,,,817.0,8.0,-9.0,831.0,622.0,209.0,309.0,318.0,-9.0
2170,c,a,2008MM09,848.0,28.0,,,859.0,7.0,-32.0,848.0,690.0,158.0,318.0,350.0,-32.0
2171,c,a,2008KW03,2412.0,89.0,,,2345.0,25.0,3.0,2412.0,1835.0,578.0,354.0,350.0,3.0
2172,c,a,2008MM10,742.0,31.0,,,648.0,17.0,80.0,742.0,509.0,234.0,350.0,270.0,80.0
2173,c,a,2008MM11,660.0,38.0,,,625.0,3.0,1.0,660.0,434.0,226.0,270.0,269.0,1.0
2174,c,a,2008MM12,617.0,39.0,,,510.0,0.0,69.0,617.0,558.0,60.0,269.0,200.0,69.0
2175,c,a,2008KW04,2019.0,108.0,,,1783.0,20.0,150.0,2019.0,1501.0,520.0,350.0,200.0,150.0
2176,c,a,2008JJ00,9171.0,432.0,,,8704.0,175.0,209.0,9171.0,6696.0,2475.0,409.0,200.0,209.0
2177,c,a,2009MM01,766.0,38.0,,,804.0,9.0,-66.0,766.0,622.0,145.0,200.0,266.0,-66.0
2178,c,a,2009MM02,755.0,36.0,,,877.0,20.0,-138.0,755.0,601.0,154.0,266.0,405.0,-138.0
2179,c,a,2009MM03,963.0,35.0,,,926.0,13.0,15.0,963.0,752.0,212.0,405.0,389.0,15.0
2180,c,a,2009KW01,2484.0,109.0,,,2607.0,42.0,-189.0,2484.0,1975.0,511.0,200.0,389.0,-189.0
2181,c,a,2009MM04,669.0,34.0,,,582.0,1.0,53.0,669.0,526.0,143.0,389.0,336.0,53.0
2182,c,a,2009MM05,877.0,33.0,,,966.0,0.0,-121.0,877.0,729.0,148.0,336.0,457.0,-121.0
2183,c,a,2009MM06,720.0,22.0,,,802.0,44.0,-61.0,720.0,596.0,124.0,457.0,518.0,-61.0
2184,c,a,2009KW02,2266.0,89.0,,,2350.0,45.0,-129.0,2266.0,1851.0,415.0,389.0,518.0,-129.0
2185,c,a,2009MM07,1028.0,29.0,,,979.0,67.0,87.0,1028.0,766.0,263.0,518.0,430.0,87.0
2186,c,a,2009MM08,893.0,30.0,,,1028.0,2.0,-163.0,893.0,742.0,152.0,430.0,593.0,-163.0
2187,c,a,2009MM09,878.0,26.0,,,656.0,29.0,224.0,878.0,698.0,180.0,593.0,369.0,224.0
2188,c,a,2009KW03,2205.0,86.0,,,2663.0,98.0,148.0,2800.0,2205.0,594.0,518.0,369.0,148.0
2189,c,a,2009MM10,839.0,33.0,,,886.0,1.0,-79.0,839.0,627.0,212.0,369.0,448.0,-79.0
2190,c,a,2009MM11,1022.0,41.0,,,729.0,0.0,253.0,1022.0,756.0,267.0,448.0,196.0,253.0
2191,c,a,2009MM12,833.0,35.0,,,847.0,9.0,-40.0,833.0,566.0,267.0,196.0,235.0,-40.0
2192,c,a,2009KW04,2694.0,108.0,,,2462.0,10.0,134.0,2694.0,1948.0,747.0,369.0,235.0,134.0
2193,c,a,2009JJ00,10245.0,392.0,,,10082.0,194.0,-35.0,10245.0,7978.0,2266.0,200.0,235.0,-35.0
2194,c,a,2010MM01,820.0,37.0,,,860.0,34.0,-44.0,820.0,580.0,239.0,235.0,279.0,-44.0
2195,c,a,2010MM02,759.0,39.0,,,786.0,33.0,-33.0,759.0,553.0,206.0,279.0,312.0,-33.0
2196,c,a,2010MM03,844.0,37.0,,,1014.0,40.0,-167.0,844.0,623.0,220.0,312.0,479.0,-167.0
2197,c,a,2010KW01,2422.0,113.0,,,2660.0,107.0,-244.0,2422.0,1756.0,666.0,235.0,479.0,-244.0
2198,c,a,2010MM04,751.0,29.0,,,592.0,10.0,140.0,751.0,627.0,124.0,479.0,339.0,140.0
2199,c,a,2010MM05,753.0,26.0,,,697.0,20.0,50.0,753.0,580.0,173.0,339.0,288.0,50.0
2200,c,a,2010MM06,815.0,40.0,,,722.0,0.0,53.0,815.0,550.0,265.0,288.0,235.0,53.0
2201,c,a,2010KW02,2319.0,94.0,,,2011.0,30.0,244.0,2319.0,1758.0,562.0,479.0,235.0,244.0
2202,c,a,2010MM07,613.0,33.0,,,530.0,16.0,65.0,613.0,522.0,91.0,235.0,170.0,65.0
2203,c,a,2010MM08,580.0,31.0,,,563.0,3.0,-10.0,580.0,421.0,159.0,170.0,180.0,-10.0
2204,c,a,2010MM09,645.0,26.0,,,567.0,1.0,52.0,645.0,451.0,194.0,180.0,128.0,52.0
2205,c,a,2010KW03,1840.0,90.0,,,1660.0,20.0,107.0,1838.0,1394.0,444.0,235.0,128.0,107.0
2206,c,a,2010MM10,721.0,32.0,,,880.0,9.0,-181.0,721.0,551.0,171.0,128.0,309.0,-181.0
2207,c,a,2010MM11,849.0,35.0,,,867.0,0.0,-53.0,849.0,682.0,167.0,309.0,362.0,-53.0
2208,c,a,2010MM12,938.0,29.0,,,1057.0,12.0,-136.0,938.0,644.0,294.0,362.0,498.0,-136.0
2209,c,a,2010KW04,2508.0,96.0,,,2804.0,22.0,-371.0,2508.0,1876.0,632.0,128.0,498.0,-371.0
2210,c,a,2010JJ00,9087.0,394.0,,,9135.0,178.0,-263.0,9087.0,6784.0,2303.0,235.0,498.0,-263.0
2211,c,a,2011MM01,874.0,36.0,,,723.0,15.0,129.0,874.0,608.0,266.0,498.0,369.0,129.0
2212,c,a,2011MM02,805.0,30.0,,,814.0,80.0,41.0,805.0,581.0,224.0,369.0,328.0,41.0
2213,c,a,2011MM03,766.0,41.0,,,638.0,43.0,130.0,766.0,543.0,223.0,328.0,198.0,130.0
2214,c,a,2011KW01,2445.0,107.0,,,2176.0,138.0,300.0,2445.0,1732.0,713.0,498.0,198.0,300.0
2215,c,a,2011MM04,607.0,31.0,,,667.0,9.0,-81.0,607.0,443.0,164.0,198.0,279.0,-81.0
2216,c,a,2011MM05,787.0,28.0,,,683.0,7.0,84.0,787.0,566.0,221.0,279.0,195.0,84.0
2217,c,a,2011MM06,562.0,32.0,,,631.0,10.0,-91.0,562.0,350.0,212.0,195.0,286.0,-91.0
2218,c,a,2011KW02,1956.0,90.0,,,1980.0,26.0,-88.0,1956.0,1359.0,597.0,198.0,286.0,-88.0
2219,c,a,2011MM07,671.0,24.0,,,492.0,13.0,168.0,671.0,494.0,177.0,286.0,118.0,168.0
2220,c,a,2011MM08,748.0,31.0,,,738.0,7.0,-15.0,748.0,552.0,195.0,118.0,132.0,-15.0
2221,c,a,2011MM09,677.0,29.0,,,634.0,4.0,17.0,677.0,513.0,164.0,132.0,115.0,17.0
2222,c,a,2011KW03,2096.0,85.0,,,1864.0,24.0,171.0,2096.0,1559.0,537.0,286.0,115.0,171.0
2223,c,a,2011MM10,682.0,31.0,,,695.0,1.0,-43.0,682.0,436.0,246.0,115.0,159.0,-43.0
2224,c,a,2011MM11,605.0,34.0,,,599.0,5.0,-29.0,600.0,484.0,115.0,159.0,187.0,-29.0
2225,c,a,2011MM12,636.0,36.0,,,680.0,1.0,-79.0,636.0,482.0,153.0,187.0,267.0,-79.0
2226,c,a,2011KW04,1917.0,101.0,,,1974.0,7.0,-151.0,1917.0,1403.0,515.0,115.0,267.0,-151.0
2227,c,a,2011JJ00,8419.0,383.0,,,7994.0,194.0,232.0,8414.0,6053.0,2361.0,498.0,267.0,232.0
2228,c,a,2012MM01,674.0,34.0,,,485.0,0.0,155.0,674.0,565.0,110.0,267.0,112.0,155.0
2229,c,a,2012MM02,647.0,32.0,,,715.0,0.0,-100.0,647.0,479.0,168.0,112.0,211.0,-100.0
2230,c,a,2012MM03,639.0,32.0,,,785.0,27.0,-150.0,639.0,456.0,184.0,211.0,361.0,-150.0
2231,c,a,2012KW01,1499.0,98.0,,,1984.0,27.0,-95.0,1960.0,1499.0,461.0,267.0,361.0,-95.0
2232,c,a,2012MM04,565.0,29.0,,,466.0,45.0,114.0,565.0,420.0,145.0,361.0,247.0,114.0
2233,c,a,2012MM05,725.0,29.0,,,743.0,4.0,-43.0,725.0,448.0,277.0,247.0,290.0,-43.0
2234,c,a,2012MM06,517.0,28.0,,,500.0,16.0,5.0,517.0,347.0,170.0,290.0,285.0,5.0
2235,c,a,2012KW02,1807.0,86.0,,,1709.0,64.0,76.0,1807.0,1215.0,593.0,361.0,285.0,76.0
2236,c,a,2012MM07,743.0,23.0,,,687.0,15.0,48.0,743.0,552.0,191.0,285.0,237.0,48.0
2237,c,a,2012MM08,729.0,28.0,,,643.0,9.0,67.0,729.0,544.0,185.0,237.0,170.0,67.0
2238,c,a,2012MM09,759.0,23.0,,,843.0,6.0,-101.0,759.0,603.0,156.0,170.0,271.0,-101.0
2239,c,a,2012KW03,2231.0,74.0,,,2174.0,30.0,14.0,2231.0,1700.0,532.0,285.0,271.0,14.0
2240,c,a,2012MM10,629.0,30.0,,,577.0,0.0,23.0,629.0,509.0,119.0,271.0,248.0,23.0
2241,c,a,2012MM11,606.0,33.0,,,689.0,0.0,-116.0,606.0,540.0,66.0,248.0,364.0,-116.0
2242,c,a,2012MM12,843.0,35.0,,,789.0,,20.0,843.0,650.0,193.0,364.0,344.0,20.0
2243,c,a,2012KW04,2078.0,97.0,,,2054.0,,-74.0,2078.0,1700.0,378.0,271.0,344.0,-74.0
2244,c,a,2012JJ00,8094.0,356.0,,,7921.0,121.0,-78.0,8077.0,6113.0,1964.0,267.0,344.0,-78.0
2245,c,a,2013MM01,796.0,31.0,,,718.0,13.0,60.0,796.0,651.0,145.0,344.0,284.0,60.0
2246,c,a,2013MM02,887.0,44.0,,,773.0,2.0,72.0,887.0,567.0,320.0,284.0,212.0,72.0
2247,c,a,2013MM03,733.0,40.0,,,657.0,0.0,36.0,733.0,595.0,139.0,212.0,176.0,36.0
2248,c,a,2013KW01,2417.0,115.0,,,2148.0,15.0,168.0,2417.0,1813.0,604.0,344.0,176.0,168.0
2249,c,a,2013MM04,626.0,25.0,,,652.0,0.0,-51.0,626.0,456.0,171.0,176.0,227.0,-51.0
2250,c,a,2013MM05,545.0,24.0,,,779.0,0.0,-258.0,545.0,408.0,136.0,227.0,485.0,-258.0
2251,c,a,2013MM06,812.0,28.0,,,629.0,0.0,155.0,812.0,662.0,150.0,485.0,330.0,155.0
2252,c,a,2013KW02,1983.0,77.0,,,2060.0,0.0,-154.0,1983.0,1526.0,456.0,176.0,330.0,-154.0
2253,c,a,2013MM07,717.0,58.0,,,559.0,2.0,102.0,717.0,626.0,90.0,330.0,227.0,102.0
2254,c,a,2013MM08,661.0,34.0,,,562.0,0.0,65.0,661.0,514.0,147.0,227.0,162.0,65.0
2255,c,a,2013MM09,558.0,28.0,,,557.0,0.0,-27.0,558.0,521.0,37.0,162.0,189.0,-27.0
2256,c,a,2013KW03,1937.0,120.0,,,1677.0,2.0,140.0,1935.0,1661.0,274.0,330.0,189.0,140.0
2257,c,a,2013MM10,642.0,25.0,,,611.0,5.0,6.0,637.0,473.0,164.0,189.0,184.0,6.0
2258,c,a,2013MM11,595.0,30.0,,,577.0,1.0,-11.0,595.0,302.0,293.0,184.0,194.0,-11.0
2259,c,a,2013MM12,685.0,30.0,,,574.0,0.0,80.0,685.0,389.0,296.0,194.0,115.0,80.0
2260,c,a,2013KW04,1916.0,86.0,,,1762.0,6.0,75.0,1916.0,1163.0,753.0,189.0,115.0,75.0
2261,c,a,2013JJ00,8251.0,397.0,,,7648.0,23.0,230.0,8251.0,6164.0,2087.0,344.0,115.0,230.0
2262,c,a,2014MM01,673.0,32.0,,,890.0,0.0,-249.0,673.0,457.0,216.0,115.0,363.0,-249.0
2263,c,a,2014MM02,476.0,28.0,,,335.0,0.0,112.0,476.0,262.0,213.0,363.0,251.0,112.0
2264,c,a,2014MM03,757.0,28.0,,,767.0,5.0,-33.0,757.0,509.0,248.0,251.0,284.0,-33.0
2265,c,a,2014KW01,1905.0,87.0,,,1992.0,5.0,-170.0,1905.0,1228.0,678.0,115.0,284.0,-170.0
2266,c,a,2014MM04,642.0,26.0,,,480.0,10.0,146.0,642.0,367.0,275.0,284.0,138.0,146.0
2267,c,a,2014MM05,610.0,26.0,,,658.0,7.0,-68.0,610.0,354.0,256.0,138.0,206.0,-68.0
2268,c,a,2014MM06,539.0,27.0,,,595.0,7.0,-76.0,539.0,333.0,206.0,206.0,282.0,-76.0
2269,c,a,2014KW02,1792.0,80.0,,,1733.0,24.0,2.0,1792.0,1055.0,737.0,284.0,282.0,2.0
2270,c,a,2014MM07,595.0,27.0,,,558.0,37.0,47.0,595.0,391.0,204.0,282.0,234.0,47.0
2271,c,a,2014MM08,488.0,25.0,,,627.0,22.0,-142.0,488.0,271.0,217.0,234.0,377.0,-142.0
