ID,Geslacht,Leeftijd,Opleidingsniveau,Cijfersoort,Perioden,Levensverwachting_1,LevensverwInAlsGoedErvarenGezondh_2,LevensverwZonderLichBeperkingen_3,LevensverwZonderChronischeZiektes_4,LevensverwInGoedeGeestelijkeGezondh_5
369,3000,12500,18750,1,2009X001,55.5,43.2,48.5,26.6,51.1
370,3000,12500,18750,1,2011X001,55.7,42.6,48.7,26.5,51.2
371,3000,12500,18750,2,1997X009,0.1,0.3,0.2,0.3,
372,3000,12500,18750,2,1997X001,0.2,0.4,0.3,0.5,
373,3000,12500,18750,2,2001X001,0.1,0.4,0.3,0.4,0.2
374,3000,12500,18750,2,2005X001,0.1,0.4,0.3,0.4,0.2
375,3000,12500,18750,2,2007X001,0.1,0.4,0.4,0.4,0.2
376,3000,12500,18750,2,2009X001,0.1,0.4,0.4,0.4,0.3
377,3000,12500,18750,2,2011X001,0.1,0.3,0.4,0.3,0.3
378,3000,12500,18789,1,1997X009,54.8,45.9,50.4,31.2,
379,3000,12500,18789,1,1997X001,54.3,46.1,50.2,31.6,
380,3000,12500,18789,1,2001X001,55.0,45.4,50.3,30.8,51.8
381,3000,12500,18789,1,2005X001,57.0,49.0,52.4,31.0,54.2
382,3000,12500,18789,1,2007X001,57.3,49.4,52.2,31.7,53.9
383,3000,12500,18789,1,2009X001,57.5,48.0,52.0,31.4,53.9
384,3000,12500,18789,1,2011X001,58.2,48.2,52.6,30.8,54.3
385,3000,12500,18789,2,1997X009,0.1,0.3,0.3,0.4,
386,3000,12500,18789,2,1997X001,0.3,0.5,0.4,0.6,
387,3000,12500,18789,2,2001X001,0.2,0.5,0.4,0.5,0.3
388,3000,12500,18789,2,2005X001,0.1,0.5,0.4,0.5,0.3
389,3000,12500,18789,2,2007X001,0.1,0.4,0.4,0.5,0.3
390,3000,12500,18789,2,2009X001,0.1,0.4,0.4,0.4,0.3
391,3000,12500,18789,2,2011X001,0.1,0.4,0.4,0.4,0.3
392,3000,13000,18710,1,1997X009,43.8,26.3,34.2,20.8,
393,3000,13000,18710,1,1997X001,43.0,26.6,33.7,21.4,
394,3000,13000,18710,1,2001X001,43.8,25.7,33.5,20.6,35.7
395,3000,13000,18710,1,2005X001,45.7,27.1,34.6,19.5,38.6
396,3000,13000,18710,1,2007X001,45.7,27.4,35.6,18.4,40.0
397,3000,13000,18710,1,2009X001,46.7,27.4,34.5,18.1,38.9
398,3000,13000,18710,1,2011X001,47.8,27.0,35.5,17.2,40.2
399,3000,13000,18710,2,1997X009,0.1,0.4,0.4,0.4,
400,3000,13000,18710,2,1997X001,0.3,0.5,0.4,0.6,
401,3000,13000,18710,2,2001X001,0.2,0.5,0.4,0.5,0.5
402,3000,13000,18710,2,2005X001,0.2,0.5,0.4,0.5,0.4
403,3000,13000,18710,2,2007X001,0.1,0.5,0.5,0.5,0.4
404,3000,13000,18710,2,2009X001,0.1,0.5,0.6,0.5,0.6
405,3000,13000,18710,2,2011X001,0.1,0.6,0.7,0.6,0.6
406,3000,13000,18720,1,1997X009,45.9,33.3,39.1,23.5,
407,3000,13000,18720,1,1997X001,45.4,33.6,39.3,24.6,
408,3000,13000,18720,1,2001X001,46.3,33.0,38.4,23.2,41.9
409,3000,13000,18720,1,2005X001,47.6,33.8,39.6,21.8,42.8
410,3000,13000,18720,1,2007X001,48.5,34.8,39.2,21.6,43.2
411,3000,13000,18720,1,2009X001,49.2,34.7,40.4,21.5,44.4
412,3000,13000,18720,1,2011X001,49.4,34.5,40.8,22.0,44.2
413,3000,13000,18720,2,1997X009,0.1,0.3,0.3,0.3,
414,3000,13000,18720,2,1997X001,0.2,0.4,0.4,0.5,
415,3000,13000,18720,2,2001X001,0.1,0.5,0.4,0.5,0.3
416,3000,13000,18720,2,2005X001,0.1,0.5,0.4,0.5,0.3
417,3000,13000,18720,2,2007X001,0.1,0.4,0.4,0.4,0.3
418,3000,13000,18720,2,2009X001,0.1,0.4,0.4,0.4,0.3
419,3000,13000,18720,2,2011X001,0.1,0.4,0.4,0.4,0.4
420,3000,13000,18750,1,1997X009,48.0,36.6,41.9,24.3,
421,3000,13000,18750,1,1997X001,47.4,36.1,41.5,25.7,
422,3000,13000,18750,1,2001X001,48.3,36.8,41.7,23.8,44.7
423,3000,13000,18750,1,2005X001,49.3,37.8,43.0,22.6,46.1
424,3000,13000,18750,1,2007X001,50.1,38.0,43.5,22.9,47.1
425,3000,13000,18750,1,2009X001,50.6,38.8,43.7,23.0,46.8
426,3000,13000,18750,1,2011X001,50.8,38.1,43.8,22.9,46.9
427,3000,13000,18750,2,1997X009,0.1,0.3,0.2,0.3,
428,3000,13000,18750,2,1997X001,0.2,0.4,0.3,0.5,
429,3000,13000,18750,2,2001X001,0.1,0.4,0.3,0.4,0.2
430,3000,13000,18750,2,2005X001,0.1,0.4,0.3,0.4,0.2
431,3000,13000,18750,2,2007X001,0.1,0.4,0.4,0.4,0.2
432,3000,13000,18750,2,2009X001,0.1,0.4,0.4,0.4,0.3
433,3000,13000,18750,2,2011X001,0.1,0.3,0.4,0.3,0.3
434,3000,13000,18789,1,1997X009,49.9,41.3,45.5,27.2,
435,3000,13000,18789,1,1997X001,49.4,41.4,45.3,27.6,
436,3000,13000,18789,1,2001X001,50.1,40.8,45.5,26.9,47.2
437,3000,13000,18789,1,2005X001,52.1,44.3,47.5,27.1,49.5
438,3000,13000,18789,1,2007X001,52.3,44.6,47.3,27.5,49.2
439,3000,13000,18789,1,2009X001,52.5,43.4,47.1,27.1,49.2
440,3000,13000,18789,1,2011X001,53.2,43.7,47.7,26.6,49.8
441,3000,13000,18789,2,1997X009,0.1,0.3,0.3,0.4,
442,3000,13000,18789,2,1997X001,0.3,0.5,0.4,0.6,
443,3000,13000,18789,2,2001X001,0.2,0.5,0.4,0.5,0.3
444,3000,13000,18789,2,2005X001,0.1,0.5,0.4,0.5,0.3
445,3000,13000,18789,2,2007X001,0.1,0.4,0.4,0.4,0.3
446,3000,13000,18789,2,2009X001,0.1,0.4,0.4,0.4,0.3
447,3000,13000,18789,2,2011X001,0.1,0.4,0.4,0.4,0.3
448,3000,13500,18710,1,1997X009,39.1,22.9,29.7,17.5,
449,3000,13500,18710,1,1997X001,38.3,23.0,29.5,18.2,
450,3000,13500,18710,1,2001X001,39.0,22.4,29.0,16.9,32.2
451,3000,13500,18710,1,2005X001,40.9,23.5,29.9,16.5,34.6
452,3000,13500,18710,1,2007X001,41.0,23.6,30.8,15.8,35.5
453,3000,13500,18710,1,2009X001,41.9,23.9,30.5,15.0,35.6
454,3000,13500,18710,1,2011X001,43.0,23.6,31.4,14.4,36.7
455,3000,13500,18710,2,1997X009,0.1,0.3,0.3,0.4,
456,3000,13500,18710,2,1997X001,0.3,0.5,0.4,0.6,
457,3000,13500,18710,2,2001X001,0.2,0.5,0.4,0.5,0.4
458,3000,13500,18710,2,2005X001,0.1,0.5,0.4,0.5,0.4
459,3000,13500,18710,2,2007X001,0.1,0.5,0.5,0.5,0.4
460,3000,13500,18710,2,2009X001,0.1,0.5,0.6,0.5,0.5
461,3000,13500,18710,2,2011X001,0.1,0.5,0.7,0.5,0.6
462,3000,13500,18720,1,1997X009,41.2,29.1,34.5,19.9,
463,3000,13500,18720,1,1997X001,40.6,29.2,34.6,20.8,
464,3000,13500,18720,1,2001X001,41.5,28.9,33.7,19.8,37.5
465,3000,13500,18720,1,2005X001,42.8,29.6,35.0,18.3,38.5
466,3000,13500,18720,1,2007X001,43.7,30.5,34.6,18.3,38.8
467,3000,13500,18720,1,2009X001,44.4,30.6,35.9,18.3,40.4
468,3000,13500,18720,1,2011X001,44.6,30.6,36.4,18.8,40.0
469,3000,13500,18720,2,1997X009,0.1,0.3,0.3,0.3,
470,3000,13500,18720,2,1997X001,0.2,0.4,0.4,0.5,
471,3000,13500,18720,2,2001X001,0.1,0.4,0.4,0.5,0.3
472,3000,13500,18720,2,2005X001,0.1,0.4,0.4,0.4,0.3
473,3000,13500,18720,2,2007X001,0.1,0.4,0.4,0.4,0.3
474,3000,13500,18720,2,2009X001,0.1,0.4,0.4,0.3,0.3
475,3000,13500,18720,2,2011X001,0.1,0.4,0.4,0.4,0.3
476,3000,13500,18750,1,1997X009,43.1,32.1,37.1,20.6,
477,3000,13500,18750,1,1997X001,42.6,31.6,36.8,22.0,
478,3000,13500,18750,1,2001X001,43.4,32.3,36.9,20.1,40.1
479,3000,13500,18750,1,2005X001,44.4,33.4,38.2,19.0,41.6
480,3000,13500,18750,1,2007X001,45.2,33.5,38.7,19.4,42.5
481,3000,13500,18750,1,2009X001,45.7,34.4,39.0,19.5,42.4
482,3000,13500,18750,1,2011X001,46.0,33.7,39.1,19.3,42.4
483,3000,13500,18750,2,1997X009,0.1,0.3,0.2,0.3,
484,3000,13500,18750,2,1997X001,0.2,0.4,0.3,0.4,
485,3000,13500,18750,2,2001X001,0.1,0.4,0.3,0.4,0.2
486,3000,13500,18750,2,2005X001,0.1,0.4,0.3,0.4,0.2
487,3000,13500,18750,2,2007X001,0.1,0.4,0.4,0.4,0.2
488,3000,13500,18750,2,2009X001,0.1,0.4,0.4,0.4,0.3
489,3000,13500,18750,2,2011X001,0.1,0.3,0.4,0.3,0.3
490,3000,13500,18789,1,1997X009,45.0,36.6,40.7,23.4,
491,3000,13500,18789,1,1997X001,44.5,36.8,40.5,23.8,
492,3000,13500,18789,1,2001X001,45.2,36.2,40.6,23.1,42.6
493,3000,13500,18789,1,2005X001,47.2,39.7,42.6,23.1,44.9
494,3000,13500,18789,1,2007X001,47.4,40.0,42.5,23.5,44.6
495,3000,13500,18789,1,2009X001,47.6,38.7,42.2,23.4,44.7
496,3000,13500,18789,1,2011X001,48.3,39.1,42.8,23.0,45.4
497,3000,13500,18789,2,1997X009,0.1,0.3,0.3,0.4,
498,3000,13500,18789,2,1997X001,0.3,0.5,0.4,0.6,
499,3000,13500,18789,2,2001X001,0.2,0.5,0.4,0.5,0.3
500,3000,13500,18789,2,2005X001,0.1,0.5,0.4,0.5,0.3
501,3000,13500,18789,2,2007X001,0.1,0.4,0.4,0.4,0.3
502,3000,13500,18789,2,2009X001,0.1,0.4,0.4,0.4,0.3
503,3000,13500,18789,2,2011X001,0.1,0.4,0.4,0.4,0.3
504,3000,14000,18710,1,1997X009,34.5,19.7,25.4,14.7,
505,3000,14000,18710,1,1997X001,33.7,19.6,25.2,15.3,
506,3000,14000,18710,1,2001X001,34.4,19.3,24.7,14.1,28.4
507,3000,14000,18710,1,2005X001,36.2,20.2,25.6,13.3,30.6
508,3000,14000,18710,1,2007X001,36.3,20.2,26.5,12.3,31.0
509,3000,14000,18710,1,2009X001,37.2,20.7,26.4,11.8,31.5
510,3000,14000,18710,1,2011X001,38.3,20.3,27.5,11.6,32.5
511,3000,14000,18710,2,1997X009,0.1,0.3,0.3,0.4,
512,3000,14000,18710,2,1997X001,0.3,0.4,0.4,0.5,
513,3000,14000,18710,2,2001X001,0.2,0.5,0.4,0.5,0.4
514,3000,14000,18710,2,2005X001,0.1,0.5,0.4,0.4,0.4
515,3000,14000,18710,2,2007X001,0.1,0.5,0.4,0.4,0.4
516,3000,14000,18710,2,2009X001,0.1,0.4,0.5,0.4,0.4
517,3000,14000,18710,2,2011X001,0.1,0.5,0.6,0.5,0.5
518,3000,14000,18720,1,1997X009,36.4,25.1,29.8,16.6,
519,3000,14000,18720,1,1997X001,35.8,25.2,30.0,17.4,
520,3000,14000,18720,1,2001X001,36.8,25.0,29.1,16.4,33.1
521,3000,14000,18720,1,2005X001,38.1,25.6,30.6,15.2,34.5
522,3000,14000,18720,1,2007X001,39.0,26.5,30.4,14.8,34.8
523,3000,14000,18720,1,2009X001,39.6,26.8,31.5,14.8,36.0
524,3000,14000,18720,1,2011X001,39.8,26.7,32.1,15.2,35.6
525,3000,14000,18720,2,1997X009,0.1,0.3,0.3,0.3,
526,3000,14000,18720,2,1997X001,0.2,0.4,0.4,0.5,
527,3000,14000,18720,2,2001X001,0.1,0.4,0.4,0.4,0.3
528,3000,14000,18720,2,2005X001,0.1,0.4,0.4,0.4,0.3
529,3000,14000,18720,2,2007X001,0.1,0.4,0.4,0.4,0.3
530,3000,14000,18720,2,2009X001,0.1,0.3,0.4,0.3,0.3
531,3000,14000,18720,2,2011X001,0.1,0.4,0.4,0.4,0.3
532,3000,14000,18750,1,1997X009,38.3,27.7,32.4,17.1,
533,3000,14000,18750,1,1997X001,37.8,27.3,32.1,18.4,
534,3000,14000,18750,1,2001X001,38.6,27.8,32.2,16.5,35.6
535,3000,14000,18750,1,2005X001,39.6,29.1,33.5,15.8,37.1
536,3000,14000,18750,1,2007X001,40.3,29.2,34.0,16.1,37.9
537,3000,14000,18750,1,2009X001,40.9,30.1,34.3,16.2,37.7
538,3000,14000,18750,1,2011X001,41.1,29.4,34.3,16.0,37.6
539,3000,14000,18750,2,1997X009,0.1,0.3,0.2,0.3,
540,3000,14000,18750,2,1997X001,0.1,0.4,0.3,0.4,
541,3000,14000,18750,2,2001X001,0.1,0.4,0.3,0.4,0.2
542,3000,14000,18750,2,2005X001,0.1,0.4,0.3,0.4,0.2
543,3000,14000,18750,2,2007X001,0.1,0.4,0.4,0.4,0.2
544,3000,14000,18750,2,2009X001,0.1,0.4,0.4,0.3,0.3
545,3000,14000,18750,2,2011X001,0.1,0.3,0.3,0.3,0.2
546,3000,14000,18789,1,1997X009,40.1,32.1,35.8,19.6,
547,3000,14000,18789,1,1997X001,39.6,32.3,35.6,19.9,
548,3000,14000,18789,1,2001X001,40.4,31.7,35.8,19.5,38.0
549,3000,14000,18789,1,2005X001,42.3,35.1,37.8,19.5,40.1
550,3000,14000,18789,1,2007X001,42.5,35.5,37.7,19.8,39.9
551,3000,14000,18789,1,2009X001,42.7,34.2,37.4,19.7,40.2
552,3000,14000,18789,1,2011X001,43.4,34.5,37.9,19.5,40.9
553,3000,14000,18789,2,1997X009,0.1,0.3,0.3,0.4,
554,3000,14000,18789,2,1997X001,0.3,0.5,0.4,0.6,
555,3000,14000,18789,2,2001X001,0.2,0.5,0.4,0.5,0.3
556,3000,14000,18789,2,2005X001,0.1,0.5,0.4,0.5,0.3
557,3000,14000,18789,2,2007X001,0.1,0.4,0.4,0.4,0.3
558,3000,14000,18789,2,2009X001,0.1,0.4,0.4,0.4,0.3
559,3000,14000,18789,2,2011X001,0.1,0.4,0.4,0.4,0.3
560,3000,14500,18710,1,1997X009,30.0,16.7,21.5,11.9,
561,3000,14500,18710,1,1997X001,29.3,16.8,21.2,12.4,
562,3000,14500,18710,1,2001X001,29.9,16.2,20.9,11.4,25.0
563,3000,14500,18710,1,2005X001,31.7,17.0,21.5,10.5,26.6
564,3000,14500,18710,1,2007X001,31.7,17.1,22.5,10.1,27.0
565,3000,14500,18710,1,2009X001,32.7,17.6,22.5,9.4,27.5
566,3000,14500,18710,1,2011X001,33.7,16.9,23.5,9.1,28.8
567,3000,14500,18710,2,1997X009,0.1,0.3,0.3,0.3,
568,3000,14500,18710,2,1997X001,0.3,0.4,0.4,0.5,
569,3000,14500,18710,2,2001X001,0.2,0.4,0.4,0.4,0.3
570,3000,14500,18710,2,2005X001,0.1,0.4,0.4,0.4,0.3
571,3000,14500,18710,2,2007X001,0.1,0.4,0.4,0.4,0.3
572,3000,14500,18710,2,2009X001,0.1,0.4,0.5,0.4,0.4
573,3000,14500,18710,2,2011X001,0.1,0.5,0.6,0.4,0.5
574,3000,14500,18720,1,1997X009,31.8,21.3,25.5,13.6,
575,3000,14500,18720,1,1997X001,31.1,21.3,25.6,14.2,
576,3000,14500,18720,1,2001X001,32.2,21.3,24.6,13.6,29.0
577,3000,14500,18720,1,2005X001,33.4,21.7,26.3,12.2,30.4
578,3000,14500,18720,1,2007X001,34.2,22.3,25.9,11.8,30.7
579,3000,14500,18720,1,2009X001,34.9,22.9,27.1,11.7,31.7
580,3000,14500,18720,1,2011X001,35.1,22.8,27.9,12.2,31.4
581,3000,14500,18720,2,1997X009,0.1,0.3,0.3,0.3,
582,3000,14500,18720,2,1997X001,0.2,0.4,0.3,0.4,
583,3000,14500,18720,2,2001X001,0.1,0.4,0.4,0.4,0.3
584,3000,14500,18720,2,2005X001,0.1,0.4,0.4,0.4,0.3
585,3000,14500,18720,2,2007X001,0.1,0.4,0.4,0.4,0.3
586,3000,14500,18720,2,2009X001,0.1,0.3,0.4,0.3,0.3
587,3000,14500,18720,2,2011X001,0.1,0.4,0.4,0.3,0.3
588,3000,14500,18750,1,1997X009,33.6,23.6,27.8,13.8,
589,3000,14500,18750,1,1997X001,33.1,23.2,27.5,14.9,
590,3000,14500,18750,1,2001X001,33.8,23.7,27.6,13.3,31.1
591,3000,14500,18750,1,2005X001,34.8,24.8,28.9,12.6,32.6
592,3000,14500,18750,1,2007X001,35.5,24.9,29.4,13.1,33.4
593,3000,14500,18750,1,2009X001,36.1,25.9,29.7,13.2,33.3
594,3000,14500,18750,1,2011X001,36.3,25.2,29.7,12.8,33.2
595,3000,14500,18750,2,1997X009,0.1,0.2,0.2,0.3,
596,3000,14500,18750,2,1997X001,0.1,0.4,0.3,0.4,
597,3000,14500,18750,2,2001X001,0.1,0.4,0.3,0.3,0.2
598,3000,14500,18750,2,2005X001,0.1,0.4,0.3,0.4,0.2
599,3000,14500,18750,2,2007X001,0.1,0.4,0.4,0.4,0.2
600,3000,14500,18750,2,2009X001,0.1,0.4,0.4,0.3,0.3
601,3000,14500,18750,2,2011X001,0.1,0.3,0.3,0.3,0.2
602,3000,14500,18789,1,1997X009,35.3,27.7,31.2,16.1,
603,3000,14500,18789,1,1997X001,34.9,27.9,31.0,16.5,
604,3000,14500,18789,1,2001X001,35.6,27.3,31.2,16.0,33.5
605,3000,14500,18789,1,2005X001,37.5,30.6,33.0,16.0,35.5
606,3000,14500,18789,1,2007X001,37.7,31.1,33.0,16.3,35.4
607,3000,14500,18789,1,2009X001,37.9,29.7,32.7,16.3,35.8
608,3000,14500,18789,1,2011X001,38.6,29.9,33.1,16.1,36.3
609,3000,14500,18789,2,1997X009,0.1,0.3,0.3,0.4,
610,3000,14500,18789,2,1997X001,0.3,0.5,0.4,0.6,
611,3000,14500,18789,2,2001X001,0.2,0.5,0.4,0.5,0.3
612,3000,14500,18789,2,2005X001,0.1,0.5,0.4,0.5,0.3
613,3000,14500,18789,2,2007X001,0.1,0.4,0.4,0.4,0.3
614,3000,14500,18789,2,2009X001,0.1,0.4,0.4,0.4,0.3
615,3000,14500,18789,2,2011X001,0.1,0.4,0.4,0.4,0.3
616,3000,15000,18710,1,1997X009,25.6,13.8,18.2,9.6,
617,3000,15000,18710,1,1997X001,24.8,13.7,17.7,9.7,
618,3000,15000,18710,1,2001X001,25.6,13.4,17.5,9.4,21.5
619,3000,15000,18710,1,2005X001,27.3,14.3,18.7,8.4,23.5
620,3000,15000,18710,1,2007X001,27.3,14.5,19.6,7.8,23.6
621,3000,15000,18710,1,2009X001,28.2,14.9,19.1,7.0,24.1
622,3000,15000,18710,1,2011X001,29.2,14.3,20.1,6.8,25.4
623,3000,15000,18710,2,1997X009,0.1,0.3,0.3,0.3,
624,3000,15000,18710,2,1997X001,0.2,0.4,0.4,0.4,
625,3000,15000,18710,2,2001X001,0.2,0.4,0.4,0.4,0.3
626,3000,15000,18710,2,2005X001,0.1,0.4,0.4,0.4,0.3
627,3000,15000,18710,2,2007X001,0.1,0.4,0.4,0.4,0.3
628,3000,15000,18710,2,2009X001,0.1,0.4,0.5,0.3,0.4
629,3000,15000,18710,2,2011X001,0.1,0.4,0.6,0.4,0.4
630,3000,15000,18720,1,1997X009,27.3,17.8,21.4,10.9,
631,3000,15000,18720,1,1997X001,26.5,17.7,21.4,11.3,
632,3000,15000,18720,1,2001X001,27.7,17.9,20.6,10.9,25.0
633,3000,15000,18720,1,2005X001,28.8,18.2,22.3,9.7,26.3
634,3000,15000,18720,1,2007X001,29.6,18.8,21.9,9.3,26.6
635,3000,15000,18720,1,2009X001,30.2,19.3,23.3,9.1,27.5
636,3000,15000,18720,1,2011X001,30.5,19.2,23.7,9.5,27.3
637,3000,15000,18720,2,1997X009,0.1,0.3,0.3,0.3,
638,3000,15000,18720,2,1997X001,0.2,0.4,0.3,0.4,
639,3000,15000,18720,2,2001X001,0.1,0.4,0.4,0.4,0.3
640,3000,15000,18720,2,2005X001,0.1,0.4,0.3,0.4,0.2
641,3000,15000,18720,2,2007X001,0.1,0.4,0.4,0.3,0.3
642,3000,15000,18720,2,2009X001,0.1,0.3,0.4,0.3,0.3
643,3000,15000,18720,2,2011X001,0.1,0.3,0.4,0.3,0.3
644,3000,15000,18750,1,1997X009,28.9,19.7,23.7,11.1,
645,3000,15000,18750,1,1997X001,28.6,19.5,23.4,12.3,
646,3000,15000,18750,1,2001X001,29.2,19.7,23.6,10.4,26.8
647,3000,15000,18750,1,2005X001,30.2,20.8,24.6,9.7,28.3
648,3000,15000,18750,1,2007X001,30.9,20.8,25.1,10.2,29.1
649,3000,15000,18750,1,2009X001,31.4,21.9,25.4,10.4,29.0
650,3000,15000,18750,1,2011X001,31.6,21.3,25.4,10.0,28.9
651,3000,15000,18750,2,1997X009,0.1,0.2,0.2,0.3,
652,3000,15000,18750,2,1997X001,0.1,0.4,0.3,0.4,
653,3000,15000,18750,2,2001X001,0.1,0.4,0.3,0.3,0.2
654,3000,15000,18750,2,2005X001,0.1,0.4,0.3,0.3,0.2
655,3000,15000,18750,2,2007X001,0.1,0.4,0.4,0.4,0.2
656,3000,15000,18750,2,2009X001,0.1,0.4,0.4,0.3,0.3
657,3000,15000,18750,2,2011X001,0.1,0.3,0.3,0.3,0.2
658,3000,15000,18789,1,1997X009,30.6,23.6,26.6,13.0,
659,3000,15000,18789,1,1997X001,30.2,23.9,26.5,13.3,
660,3000,15000,18789,1,2001X001,30.9,23.1,26.7,13.0,29.1
661,3000,15000,18789,1,2005X001,32.7,26.5,28.5,12.8,31.1
662,3000,15000,18789,1,2007X001,32.9,26.8,28.4,12.9,31.0
663,3000,15000,18789,1,2009X001,33.1,25.4,28.2,12.9,31.2
664,3000,15000,18789,1,2011X001,33.8,25.7,28.6,12.7,31.8
665,3000,15000,18789,2,1997X009,0.1,0.3,0.3,0.3,
666,3000,15000,18789,2,1997X001,0.2,0.5,0.4,0.6,
667,3000,15000,18789,2,2001X001,0.1,0.4,0.4,0.5,0.3
668,3000,15000,18789,2,2005X001,0.1,0.4,0.4,0.5,0.3
669,3000,15000,18789,2,2007X001,0.1,0.4,0.4,0.4,0.2
670,3000,15000,18789,2,2009X001,0.1,0.4,0.4,0.4,0.3
671,3000,15000,18789,2,2011X001,0.1,0.4,0.4,0.4,0.3
672,3000,15500,18710,1,1997X009,21.4,11.4,14.9,7.4,
673,3000,15500,18710,1,1997X001,20.5,11.3,14.3,7.7,
674,3000,15500,18710,1,2001X001,21.4,11.0,14.2,7.0,18.2
675,3000,15500,18710,1,2005X001,23.1,12.3,15.5,6.6,20.2
676,3000,15500,18710,1,2007X001,23.1,12.6,16.1,6.5,20.4
677,3000,15500,18710,1,2009X001,24.0,12.6,16.2,5.8,20.7
678,3000,15500,18710,1,2011X001,25.0,12.2,17.1,5.5,22.0
679,3000,15500,18710,2,1997X009,0.1,0.2,0.3,0.3,
680,3000,15500,18710,2,1997X001,0.2,0.4,0.3,0.4,
681,3000,15500,18710,2,2001X001,0.1,0.4,0.3,0.3,0.3
682,3000,15500,18710,2,2005X001,0.1,0.4,0.4,0.3,0.3
683,3000,15500,18710,2,2007X001,0.1,0.4,0.4,0.3,0.3
684,3000,15500,18710,2,2009X001,0.1,0.4,0.4,0.3,0.3
685,3000,15500,18710,2,2011X001,0.1,0.4,0.5,0.4,0.4
686,3000,15500,18720,1,1997X009,23.0,14.7,17.9,8.5,
687,3000,15500,18720,1,1997X001,22.2,14.6,17.8,9.1,
688,3000,15500,18720,1,2001X001,23.4,14.7,17.2,8.3,21.2
689,3000,15500,18720,1,2005X001,24.4,15.1,18.8,7.6,22.4
690,3000,15500,18720,1,2007X001,25.1,15.5,18.6,7.1,22.7
691,3000,15500,18720,1,2009X001,25.8,15.9,19.8,6.9,23.6
692,3000,15500,18720,1,2011X001,26.1,15.7,20.1,7.1,23.4
693,3000,15500,18720,2,1997X009,0.1,0.2,0.2,0.3,
694,3000,15500,18720,2,1997X001,0.2,0.4,0.3,0.4,
695,3000,15500,18720,2,2001X001,0.1,0.4,0.4,0.4,0.3
696,3000,15500,18720,2,2005X001,0.1,0.4,0.3,0.4,0.2
697,3000,15500,18720,2,2007X001,0.1,0.4,0.4,0.3,0.3
698,3000,15500,18720,2,2009X001,0.1,0.3,0.4,0.3,0.2
699,3000,15500,18720,2,2011X001,0.1,0.3,0.4,0.3,0.3
700,3000,15500,18750,1,1997X009,24.5,16.2,19.8,8.7,
701,3000,15500,18750,1,1997X001,24.1,16.1,19.6,9.8,
702,3000,15500,18750,1,2001X001,24.7,16.2,19.8,8.2,22.8
703,3000,15500,18750,1,2005X001,25.7,17.2,20.7,7.3,24.1
704,3000,15500,18750,1,2007X001,26.4,17.1,21.2,7.9,24.9
705,3000,15500,18750,1,2009X001,26.9,18.3,21.5,7.9,24.8
706,3000,15500,18750,1,2011X001,27.0,17.6,21.3,7.5,24.7
707,3000,15500,18750,2,1997X009,0.1,0.2,0.2,0.3,
708,3000,15500,18750,2,1997X001,0.1,0.4,0.3,0.4,
709,3000,15500,18750,2,2001X001,0.1,0.4,0.3,0.3,0.2
710,3000,15500,18750,2,2005X001,0.1,0.4,0.3,0.3,0.2
711,3000,15500,18750,2,2007X001,0.1,0.4,0.4,0.4,0.2
712,3000,15500,18750,2,2009X001,0.1,0.3,0.4,0.3,0.3
713,3000,15500,18750,2,2011X001,0.1,0.3,0.3,0.3,0.2
714,3000,15500,18789,1,1997X009,26.1,19.8,22.4,10.2,
715,3000,15500,18789,1,1997X001,25.7,20.2,22.4,10.3,
716,3000,15500,18789,1,2001X001,26.3,19.3,22.5,10.3,24.9
717,3000,15500,18789,1,2005X001,28.1,22.4,24.1,10.1,26.7
718,3000,15500,18789,1,2007X001,28.3,22.7,24.0,10.2,26.8
719,3000,15500,18789,1,2009X001,28.4,21.3,23.8,10.1,26.9
720,3000,15500,18789,1,2011X001,29.1,21.5,24.2,9.8,27.4
721,3000,15500,18789,2,1997X009,0.1,0.3,0.3,0.3,
722,3000,15500,18789,2,1997X001,0.2,0.5,0.4,0.6,
723,3000,15500,18789,2,2001X001,0.1,0.4,0.4,0.4,0.2
724,3000,15500,18789,2,2005X001,0.1,0.4,0.4,0.5,0.2
725,3000,15500,18789,2,2007X001,0.1,0.4,0.4,0.4,0.2
726,3000,15500,18789,2,2009X001,0.1,0.4,0.4,0.3,0.2
727,3000,15500,18789,2,2011X001,0.1,0.4,0.4,0.4,0.3
728,3000,16000,18710,1,1997X009,17.4,9.4,11.9,5.6,
729,3000,16000,18710,1,1997X001,16.6,9.1,11.3,5.8,
730,3000,16000,18710,1,2001X001,17.5,9.2,11.6,5.4,15.2
731,3000,16000,18710,1,2005X001,19.1,9.9,12.7,4.8,16.7
732,3000,16000,18710,1,2007X001,19.1,10.4,13.4,5.0,17.1
733,3000,16000,18710,1,2009X001,19.9,10.2,13.5,4.5,17.2
734,3000,16000,18710,1,2011X001,20.9,10.1,14.3,4.1,18.6
735,3000,16000,18710,2,1997X009,0.1,0.2,0.2,0.2,
736,3000,16000,18710,2,1997X001,0.2,0.3,0.3,0.3,
737,3000,16000,18710,2,2001X001,0.1,0.3,0.3,0.3,0.3
738,3000,16000,18710,2,2005X001,0.1,0.4,0.3,0.3,0.3
739,3000,16000,18710,2,2007X001,0.1,0.3,0.3,0.3,0.2
740,3000,16000,18710,2,2009X001,0.1,0.3,0.4,0.3,0.3
741,3000,16000,18710,2,2011X001,0.1,0.4,0.5,0.3,0.3
