ID,BedrijfstakkenBranchesSBI2008,Aardgas,Elektriciteit,Perioden,Adressen_1,GeleverdAardgas_2,GeleverdeElektriciteit_3
1302,305700 ,A049756,A049762,2018JJ00,0.0,,
1303,305700 ,A049756,A049762,2019JJ00,0.0,,
1304,305700 ,A049756,A049762,2020JJ00,0.0,,
1305,305700 ,A049756,A049762,2021JJ00,0.0,,
1306,305700 ,A049756,A049762,2022JJ00,0.0,,
1307,305700 ,A049756,A049762,2023JJ00,0.0,,
1308,305700 ,A049756,A049762,2024JJ00,0.0,,
1309,305700 ,A049756,A049763,2018JJ00,0.0,,
1310,305700 ,A049756,A049763,2019JJ00,0.0,,
1311,305700 ,A049756,A049763,2020JJ00,0.0,,
1312,305700 ,A049756,A049763,2021JJ00,0.0,,
1313,305700 ,A049756,A049763,2022JJ00,0.0,,
1314,305700 ,A049756,A049763,2023JJ00,0.0,,
1315,305700 ,A049756,A049763,2024JJ00,0.0,,
1316,305700 ,A049756,A049764,2018JJ00,0.0,,
1317,305700 ,A049756,A049764,2019JJ00,0.0,,
1318,305700 ,A049756,A049764,2020JJ00,0.0,,
1319,305700 ,A049756,A049764,2021JJ00,0.0,,
1320,305700 ,A049756,A049764,2022JJ00,0.0,,
1321,305700 ,A049756,A049764,2023JJ00,0.0,,
1322,305700 ,A049756,A049764,2024JJ00,0.0,,
1323,305700 ,A049756,A049765,2018JJ00,0.0,,
1324,305700 ,A049756,A049765,2019JJ00,0.0,,
1325,305700 ,A049756,A049765,2020JJ00,0.0,,
1326,305700 ,A049756,A049765,2021JJ00,0.0,,
1327,305700 ,A049756,A049765,2022JJ00,0.0,,
1328,305700 ,A049756,A049765,2023JJ00,0.0,,
1329,305700 ,A049756,A049765,2024JJ00,0.0,,
1330,305700 ,A049756,A049766,2018JJ00,0.0,,
1331,305700 ,A049756,A049766,2019JJ00,0.0,,
1332,305700 ,A049756,A049766,2020JJ00,0.0,,
1333,305700 ,A049756,A049766,2021JJ00,0.0,,
1334,305700 ,A049756,A049766,2022JJ00,0.0,,
1335,305700 ,A049756,A049766,2023JJ00,0.0,,
1336,305700 ,A049756,A049766,2024JJ00,0.0,,
1337,305700 ,A049756,A049767,2018JJ00,5.0,,
1338,305700 ,A049756,A049767,2019JJ00,5.0,,
1339,305700 ,A049756,A049767,2020JJ00,5.0,2300.0,
1340,305700 ,A049756,A049767,2021JJ00,0.0,,
1341,305700 ,A049756,A049767,2022JJ00,5.0,,
1342,305700 ,A049756,A049767,2023JJ00,5.0,,
1343,305700 ,A049756,A049767,2024JJ00,5.0,,
1344,305700 ,A049757,T001604,2018JJ00,5.0,,77100.0
1345,305700 ,A049757,T001604,2019JJ00,5.0,,
1346,305700 ,A049757,T001604,2020JJ00,5.0,,
1347,305700 ,A049757,T001604,2021JJ00,5.0,,74700.0
1348,305700 ,A049757,T001604,2022JJ00,5.0,,
1349,305700 ,A049757,T001604,2023JJ00,5.0,,
1350,305700 ,A049757,T001604,2024JJ00,5.0,,
1351,305700 ,A049757,A049761,2018JJ00,0.0,,
1352,305700 ,A049757,A049761,2019JJ00,0.0,,
1353,305700 ,A049757,A049761,2020JJ00,0.0,,
1354,305700 ,A049757,A049761,2021JJ00,0.0,,
1355,305700 ,A049757,A049761,2022JJ00,0.0,,
1356,305700 ,A049757,A049761,2023JJ00,0.0,,
1357,305700 ,A049757,A049761,2024JJ00,0.0,,
1358,305700 ,A049757,A049762,2018JJ00,0.0,,
1359,305700 ,A049757,A049762,2019JJ00,0.0,,
1360,305700 ,A049757,A049762,2020JJ00,0.0,,
1361,305700 ,A049757,A049762,2021JJ00,0.0,,
1362,305700 ,A049757,A049762,2022JJ00,0.0,,
1363,305700 ,A049757,A049762,2023JJ00,0.0,,
1364,305700 ,A049757,A049762,2024JJ00,0.0,,
1365,305700 ,A049757,A049763,2018JJ00,0.0,,
1366,305700 ,A049757,A049763,2019JJ00,0.0,,
1367,305700 ,A049757,A049763,2020JJ00,0.0,,
1368,305700 ,A049757,A049763,2021JJ00,0.0,,
1369,305700 ,A049757,A049763,2022JJ00,0.0,,
1370,305700 ,A049757,A049763,2023JJ00,0.0,,
1371,305700 ,A049757,A049763,2024JJ00,0.0,,
1372,305700 ,A049757,A049764,2018JJ00,0.0,,
1373,305700 ,A049757,A049764,2019JJ00,0.0,,
1374,305700 ,A049757,A049764,2020JJ00,0.0,,
1375,305700 ,A049757,A049764,2021JJ00,0.0,,
1376,305700 ,A049757,A049764,2022JJ00,0.0,,
1377,305700 ,A049757,A049764,2023JJ00,0.0,,
1378,305700 ,A049757,A049764,2024JJ00,0.0,,
1379,305700 ,A049757,A049765,2018JJ00,0.0,,
1380,305700 ,A049757,A049765,2019JJ00,0.0,,
1381,305700 ,A049757,A049765,2020JJ00,0.0,,
1382,305700 ,A049757,A049765,2021JJ00,0.0,,
1383,305700 ,A049757,A049765,2022JJ00,0.0,,
1384,305700 ,A049757,A049765,2023JJ00,0.0,,
1385,305700 ,A049757,A049765,2024JJ00,0.0,,
1386,305700 ,A049757,A049766,2018JJ00,5.0,,77100.0
1387,305700 ,A049757,A049766,2019JJ00,5.0,,
1388,305700 ,A049757,A049766,2020JJ00,0.0,,
1389,305700 ,A049757,A049766,2021JJ00,5.0,,74700.0
1390,305700 ,A049757,A049766,2022JJ00,0.0,,
1391,305700 ,A049757,A049766,2023JJ00,0.0,,
1392,305700 ,A049757,A049766,2024JJ00,0.0,,
1393,305700 ,A049757,A049767,2018JJ00,0.0,,
1394,305700 ,A049757,A049767,2019JJ00,5.0,,
1395,305700 ,A049757,A049767,2020JJ00,0.0,,
1396,305700 ,A049757,A049767,2021JJ00,5.0,,
1397,305700 ,A049757,A049767,2022JJ00,5.0,,
1398,305700 ,A049757,A049767,2023JJ00,0.0,,
1399,305700 ,A049757,A049767,2024JJ00,5.0,4500.0,
1400,305700 ,A049758,T001604,2018JJ00,5.0,,
1401,305700 ,A049758,T001604,2019JJ00,0.0,,
1402,305700 ,A049758,T001604,2020JJ00,0.0,,
1403,305700 ,A049758,T001604,2021JJ00,0.0,,
1404,305700 ,A049758,T001604,2022JJ00,0.0,,
1405,305700 ,A049758,T001604,2023JJ00,0.0,,
1406,305700 ,A049758,T001604,2024JJ00,0.0,,
1407,305700 ,A049758,A049761,2018JJ00,0.0,,
1408,305700 ,A049758,A049761,2019JJ00,0.0,,
1409,305700 ,A049758,A049761,2020JJ00,0.0,,
1410,305700 ,A049758,A049761,2021JJ00,0.0,,
1411,305700 ,A049758,A049761,2022JJ00,0.0,,
1412,305700 ,A049758,A049761,2023JJ00,0.0,,
1413,305700 ,A049758,A049761,2024JJ00,0.0,,
1414,305700 ,A049758,A049762,2018JJ00,0.0,,
1415,305700 ,A049758,A049762,2019JJ00,0.0,,
1416,305700 ,A049758,A049762,2020JJ00,0.0,,
1417,305700 ,A049758,A049762,2021JJ00,0.0,,
1418,305700 ,A049758,A049762,2022JJ00,0.0,,
1419,305700 ,A049758,A049762,2023JJ00,0.0,,
1420,305700 ,A049758,A049762,2024JJ00,0.0,,
1421,305700 ,A049758,A049763,2018JJ00,0.0,,
1422,305700 ,A049758,A049763,2019JJ00,0.0,,
1423,305700 ,A049758,A049763,2020JJ00,0.0,,
1424,305700 ,A049758,A049763,2021JJ00,0.0,,
1425,305700 ,A049758,A049763,2022JJ00,0.0,,
1426,305700 ,A049758,A049763,2023JJ00,0.0,,
1427,305700 ,A049758,A049763,2024JJ00,0.0,,
1428,305700 ,A049758,A049764,2018JJ00,0.0,,
1429,305700 ,A049758,A049764,2019JJ00,0.0,,
1430,305700 ,A049758,A049764,2020JJ00,0.0,,
1431,305700 ,A049758,A049764,2021JJ00,0.0,,
1432,305700 ,A049758,A049764,2022JJ00,0.0,,
1433,305700 ,A049758,A049764,2023JJ00,0.0,,
1434,305700 ,A049758,A049764,2024JJ00,0.0,,
1435,305700 ,A049758,A049765,2018JJ00,0.0,,
1436,305700 ,A049758,A049765,2019JJ00,0.0,,
1437,305700 ,A049758,A049765,2020JJ00,0.0,,
1438,305700 ,A049758,A049765,2021JJ00,0.0,,
1439,305700 ,A049758,A049765,2022JJ00,0.0,,
1440,305700 ,A049758,A049765,2023JJ00,0.0,,
1441,305700 ,A049758,A049765,2024JJ00,0.0,,
1442,305700 ,A049758,A049766,2018JJ00,0.0,,
1443,305700 ,A049758,A049766,2019JJ00,0.0,,
1444,305700 ,A049758,A049766,2020JJ00,0.0,,
1445,305700 ,A049758,A049766,2021JJ00,0.0,,
1446,305700 ,A049758,A049766,2022JJ00,0.0,,
1447,305700 ,A049758,A049766,2023JJ00,0.0,,
1448,305700 ,A049758,A049766,2024JJ00,0.0,,
1449,305700 ,A049758,A049767,2018JJ00,0.0,,
1450,305700 ,A049758,A049767,2019JJ00,0.0,,
1451,305700 ,A049758,A049767,2020JJ00,0.0,,
1452,305700 ,A049758,A049767,2021JJ00,0.0,,
1453,305700 ,A049758,A049767,2022JJ00,0.0,,
1454,305700 ,A049758,A049767,2023JJ00,0.0,,
1455,305700 ,A049758,A049767,2024JJ00,0.0,,
1456,305700 ,A049759,T001604,2018JJ00,485.0,,1671100.0
1457,305700 ,A049759,T001604,2019JJ00,305.0,,45600.0
1458,305700 ,A049759,T001604,2020JJ00,290.0,,41700.0
1459,305700 ,A049759,T001604,2021JJ00,275.0,,46200.0
1460,305700 ,A049759,T001604,2022JJ00,250.0,,40700.0
1461,305700 ,A049759,T001604,2023JJ00,275.0,,36500.0
1462,305700 ,A049759,T001604,2024JJ00,325.0,,35900.0
1463,305700 ,A049759,A049761,2018JJ00,275.0,,800.0
1464,305700 ,A049759,A049761,2019JJ00,190.0,,500.0
1465,305700 ,A049759,A049761,2020JJ00,185.0,,
1466,305700 ,A049759,A049761,2021JJ00,170.0,,500.0
1467,305700 ,A049759,A049761,2022JJ00,160.0,,400.0
1468,305700 ,A049759,A049761,2023JJ00,185.0,,
1469,305700 ,A049759,A049761,2024JJ00,235.0,,
1470,305700 ,A049759,A049762,2018JJ00,120.0,,2600.0
1471,305700 ,A049759,A049762,2019JJ00,70.0,,1600.0
1472,305700 ,A049759,A049762,2020JJ00,60.0,,1400.0
1473,305700 ,A049759,A049762,2021JJ00,60.0,,1200.0
1474,305700 ,A049759,A049762,2022JJ00,50.0,,1100.0
1475,305700 ,A049759,A049762,2023JJ00,50.0,,1000.0
1476,305700 ,A049759,A049762,2024JJ00,50.0,,1200.0
1477,305700 ,A049759,A049763,2018JJ00,20.0,,1500.0
1478,305700 ,A049759,A049763,2019JJ00,15.0,,1100.0
1479,305700 ,A049759,A049763,2020JJ00,10.0,,
1480,305700 ,A049759,A049763,2021JJ00,15.0,,
1481,305700 ,A049759,A049763,2022JJ00,10.0,,
1482,305700 ,A049759,A049763,2023JJ00,10.0,,
1483,305700 ,A049759,A049763,2024JJ00,10.0,,600.0
1484,305700 ,A049759,A049764,2018JJ00,10.0,,1700.0
1485,305700 ,A049759,A049764,2019JJ00,5.0,,700.0
1486,305700 ,A049759,A049764,2020JJ00,5.0,,
1487,305700 ,A049759,A049764,2021JJ00,0.0,,
1488,305700 ,A049759,A049764,2022JJ00,0.0,,
1489,305700 ,A049759,A049764,2023JJ00,5.0,,700.0
1490,305700 ,A049759,A049764,2024JJ00,5.0,,
1491,305700 ,A049759,A049765,2018JJ00,40.0,,92200.0
1492,305700 ,A049759,A049765,2019JJ00,30.0,,41700.0
1493,305700 ,A049759,A049765,2020JJ00,30.0,,38500.0
1494,305700 ,A049759,A049765,2021JJ00,30.0,,43300.0
1495,305700 ,A049759,A049765,2022JJ00,25.0,,38200.0
1496,305700 ,A049759,A049765,2023JJ00,25.0,,
1497,305700 ,A049759,A049765,2024JJ00,25.0,,
1498,305700 ,A049759,A049766,2018JJ00,15.0,,1572400.0
1499,305700 ,A049759,A049766,2019JJ00,0.0,,
1500,305700 ,A049759,A049766,2020JJ00,0.0,,
1501,305700 ,A049759,A049766,2021JJ00,0.0,,
1502,305700 ,A049759,A049766,2022JJ00,0.0,,
1503,305700 ,A049759,A049766,2023JJ00,0.0,,
1504,305700 ,A049759,A049766,2024JJ00,0.0,,
1505,305700 ,A049759,A049767,2018JJ00,,,
1506,305700 ,A049759,A049767,2019JJ00,,,
1507,305700 ,A049759,A049767,2020JJ00,,,
1508,305700 ,A049759,A049767,2021JJ00,,,
1509,305700 ,A049759,A049767,2022JJ00,,,
1510,305700 ,A049759,A049767,2023JJ00,,,
1511,305700 ,A049759,A049767,2024JJ00,,,
1512,300002 ,T001603,T001604,2018JJ00,57510.0,22652700.0,33926100.0
1513,300002 ,T001603,T001604,2019JJ00,56660.0,23651000.0,31944400.0
1514,300002 ,T001603,T001604,2020JJ00,57470.0,25032500.0,31274800.0
1515,300002 ,T001603,T001604,2021JJ00,59875.0,21607700.0,31653800.0
1516,300002 ,T001603,T001604,2022JJ00,62210.0,17636400.0,29901400.0
1517,300002 ,T001603,T001604,2023JJ00,66560.0,16791400.0,27269900.0
1518,300002 ,T001603,T001604,2024JJ00,74010.0,17175900.0,26598400.0
1519,300002 ,T001603,A049761,2018JJ00,25170.0,,91400.0
1520,300002 ,T001603,A049761,2019JJ00,24220.0,,86400.0
1521,300002 ,T001603,A049761,2020JJ00,24710.0,,88700.0
1522,300002 ,T001603,A049761,2021JJ00,26395.0,,93900.0
1523,300002 ,T001603,A049761,2022JJ00,28695.0,,98300.0
1524,300002 ,T001603,A049761,2023JJ00,33425.0,,107800.0
1525,300002 ,T001603,A049761,2024JJ00,39565.0,,124800.0
1526,300002 ,T001603,A049762,2018JJ00,13920.0,,322700.0
1527,300002 ,T001603,A049762,2019JJ00,14315.0,,334400.0
1528,300002 ,T001603,A049762,2020JJ00,14920.0,,350700.0
1529,300002 ,T001603,A049762,2021JJ00,15205.0,,
1530,300002 ,T001603,A049762,2022JJ00,15375.0,,360900.0
1531,300002 ,T001603,A049762,2023JJ00,15075.0,,347400.0
1532,300002 ,T001603,A049762,2024JJ00,16225.0,,373900.0
1533,300002 ,T001603,A049763,2018JJ00,3890.0,51700.0,275900.0
1534,300002 ,T001603,A049763,2019JJ00,3975.0,,282300.0
1535,300002 ,T001603,A049763,2020JJ00,4140.0,,293800.0
1536,300002 ,T001603,A049763,2021JJ00,4195.0,,298400.0
1537,300002 ,T001603,A049763,2022JJ00,4210.0,,299500.0
1538,300002 ,T001603,A049763,2023JJ00,4160.0,37000.0,295400.0
1539,300002 ,T001603,A049763,2024JJ00,4215.0,,300300.0
1540,300002 ,T001603,A049764,2018JJ00,2895.0,,410800.0
1541,300002 ,T001603,A049764,2019JJ00,3000.0,63800.0,424200.0
1542,300002 ,T001603,A049764,2020JJ00,3065.0,72000.0,434500.0
1543,300002 ,T001603,A049764,2021JJ00,3130.0,81000.0,445100.0
1544,300002 ,T001603,A049764,2022JJ00,3165.0,,450100.0
1545,300002 ,T001603,A049764,2023JJ00,3115.0,,442900.0
1546,300002 ,T001603,A049764,2024JJ00,3170.0,,448800.0
1547,300002 ,T001603,A049765,2018JJ00,6015.0,,7899600.0
1548,300002 ,T001603,A049765,2019JJ00,6015.0,,7942700.0
1549,300002 ,T001603,A049765,2020JJ00,5995.0,7767600.0,7859500.0
1550,300002 ,T001603,A049765,2021JJ00,6165.0,7502000.0,
1551,300002 ,T001603,A049765,2022JJ00,6150.0,6364800.0,7988000.0
1552,300002 ,T001603,A049765,2023JJ00,6095.0,,7797600.0
1553,300002 ,T001603,A049765,2024JJ00,6120.0,,
1554,300002 ,T001603,A049766,2018JJ00,440.0,,24925800.0
1555,300002 ,T001603,A049766,2019JJ00,415.0,,22874400.0
1556,300002 ,T001603,A049766,2020JJ00,405.0,,22247600.0
1557,300002 ,T001603,A049766,2021JJ00,410.0,,
1558,300002 ,T001603,A049766,2022JJ00,405.0,,20704700.0
1559,300002 ,T001603,A049766,2023JJ00,390.0,,18278600.0
1560,300002 ,T001603,A049766,2024JJ00,385.0,,
1561,300002 ,T001603,A049767,2018JJ00,5175.0,5041300.0,
1562,300002 ,T001603,A049767,2019JJ00,4720.0,,
1563,300002 ,T001603,A049767,2020JJ00,4230.0,,
1564,300002 ,T001603,A049767,2021JJ00,4365.0,,
1565,300002 ,T001603,A049767,2022JJ00,4210.0,,
1566,300002 ,T001603,A049767,2023JJ00,4310.0,4966900.0,
1567,300002 ,T001603,A049767,2024JJ00,4330.0,,
1568,300002 ,A049752,T001604,2018JJ00,27215.0,51400.0,
1569,300002 ,A049752,T001604,2019JJ00,25540.0,47000.0,858300.0
1570,300002 ,A049752,T001604,2020JJ00,23855.0,43700.0,953800.0
1571,300002 ,A049752,T001604,2021JJ00,23215.0,44900.0,
1572,300002 ,A049752,T001604,2022JJ00,24960.0,43300.0,979600.0
1573,300002 ,A049752,T001604,2023JJ00,25945.0,40900.0,1095900.0
1574,300002 ,A049752,T001604,2024JJ00,28065.0,,1184600.0
1575,300002 ,A049752,A049761,2018JJ00,17290.0,27100.0,64900.0
1576,300002 ,A049752,A049761,2019JJ00,15465.0,22700.0,
1577,300002 ,A049752,A049761,2020JJ00,13435.0,,53500.0
1578,300002 ,A049752,A049761,2021JJ00,13390.0,20800.0,
1579,300002 ,A049752,A049761,2022JJ00,14075.0,18200.0,55200.0
1580,300002 ,A049752,A049761,2023JJ00,14480.0,16200.0,54400.0
1581,300002 ,A049752,A049761,2024JJ00,15525.0,,58400.0
1582,300002 ,A049752,A049762,2018JJ00,5360.0,,
1583,300002 ,A049752,A049762,2019JJ00,5790.0,14900.0,125500.0
1584,300002 ,A049752,A049762,2020JJ00,6155.0,,
1585,300002 ,A049752,A049762,2021JJ00,5750.0,,
1586,300002 ,A049752,A049762,2022JJ00,6460.0,,
1587,300002 ,A049752,A049762,2023JJ00,6630.0,14400.0,
1588,300002 ,A049752,A049762,2024JJ00,7190.0,,
1589,300002 ,A049752,A049763,2018JJ00,815.0,,56000.0
1590,300002 ,A049752,A049763,2019JJ00,850.0,,
1591,300002 ,A049752,A049763,2020JJ00,935.0,,
1592,300002 ,A049752,A049763,2021JJ00,805.0,,
1593,300002 ,A049752,A049763,2022JJ00,980.0,,
1594,300002 ,A049752,A049763,2023JJ00,1105.0,,76300.0
1595,300002 ,A049752,A049763,2024JJ00,1215.0,,
1596,300002 ,A049752,A049764,2018JJ00,395.0,,55300.0
1597,300002 ,A049752,A049764,2019JJ00,415.0,,
1598,300002 ,A049752,A049764,2020JJ00,495.0,,
1599,300002 ,A049752,A049764,2021JJ00,415.0,,
1600,300002 ,A049752,A049764,2022JJ00,505.0,,
1601,300002 ,A049752,A049764,2023JJ00,570.0,,
1602,300002 ,A049752,A049764,2024JJ00,645.0,,
1603,300002 ,A049752,A049765,2018JJ00,505.0,1400.0,426000.0
1604,300002 ,A049752,A049765,2019JJ00,510.0,1400.0,
1605,300002 ,A049752,A049765,2020JJ00,575.0,1500.0,
1606,300002 ,A049752,A049765,2021JJ00,535.0,1400.0,457600.0
1607,300002 ,A049752,A049765,2022JJ00,610.0,,
1608,300002 ,A049752,A049765,2023JJ00,670.0,,
1609,300002 ,A049752,A049765,2024JJ00,770.0,,
1610,300002 ,A049752,A049766,2018JJ00,5.0,,
1611,300002 ,A049752,A049766,2019JJ00,5.0,,
1612,300002 ,A049752,A049766,2020JJ00,5.0,,
1613,300002 ,A049752,A049766,2021JJ00,5.0,,
1614,300002 ,A049752,A049766,2022JJ00,5.0,,
1615,300002 ,A049752,A049766,2023JJ00,5.0,,
1616,300002 ,A049752,A049766,2024JJ00,5.0,,
1617,300002 ,A049752,A049767,2018JJ00,2840.0,5600.0,
1618,300002 ,A049752,A049767,2019JJ00,2500.0,4900.0,
1619,300002 ,A049752,A049767,2020JJ00,2250.0,3800.0,
1620,300002 ,A049752,A049767,2021JJ00,2315.0,4600.0,
1621,300002 ,A049752,A049767,2022JJ00,2325.0,3700.0,
1622,300002 ,A049752,A049767,2023JJ00,2495.0,,
1623,300002 ,A049752,A049767,2024JJ00,2710.0,,
1624,300002 ,A049753,T001604,2018JJ00,10390.0,115400.0,1686900.0
1625,300002 ,A049753,T001604,2019JJ00,10325.0,,1763200.0
1626,300002 ,A049753,T001604,2020JJ00,9935.0,110500.0,1816000.0
1627,300002 ,A049753,T001604,2021JJ00,10595.0,118600.0,1692400.0
1628,300002 ,A049753,T001604,2022JJ00,9555.0,105700.0,1780300.0
1629,300002 ,A049753,T001604,2023JJ00,8385.0,92700.0,1661100.0
1630,300002 ,A049753,T001604,2024JJ00,8005.0,87300.0,1946500.0
1631,300002 ,A049753,A049761,2018JJ00,665.0,5200.0,
1632,300002 ,A049753,A049761,2019JJ00,605.0,,
1633,300002 ,A049753,A049761,2020JJ00,515.0,,
1634,300002 ,A049753,A049761,2021JJ00,695.0,,
1635,300002 ,A049753,A049761,2022JJ00,425.0,,
1636,300002 ,A049753,A049761,2023JJ00,330.0,,
1637,300002 ,A049753,A049761,2024JJ00,325.0,,
1638,300002 ,A049753,A049762,2018JJ00,3665.0,33400.0,
1639,300002 ,A049753,A049762,2019JJ00,3595.0,32700.0,
1640,300002 ,A049753,A049762,2020JJ00,3440.0,31400.0,98800.0
1641,300002 ,A049753,A049762,2021JJ00,4035.0,38100.0,
1642,300002 ,A049753,A049762,2022JJ00,3240.0,29300.0,
1643,300002 ,A049753,A049762,2023JJ00,2640.0,,
1644,300002 ,A049753,A049762,2024JJ00,2350.0,,
1645,300002 ,A049753,A049763,2018JJ00,1995.0,23900.0,
1646,300002 ,A049753,A049763,2019JJ00,2050.0,24500.0,145700.0
1647,300002 ,A049753,A049763,2020JJ00,2055.0,24300.0,145800.0
1648,300002 ,A049753,A049763,2021JJ00,2065.0,,146200.0
1649,300002 ,A049753,A049763,2022JJ00,1925.0,,
1650,300002 ,A049753,A049763,2023JJ00,1720.0,,
1651,300002 ,A049753,A049763,2024JJ00,1650.0,18100.0,
1652,300002 ,A049753,A049764,2018JJ00,1340.0,17800.0,187100.0
1653,300002 ,A049753,A049764,2019JJ00,1380.0,,
1654,300002 ,A049753,A049764,2020JJ00,1345.0,,
1655,300002 ,A049753,A049764,2021JJ00,1310.0,17400.0,
1656,300002 ,A049753,A049764,2022JJ00,1335.0,,
1657,300002 ,A049753,A049764,2023JJ00,1225.0,,
1658,300002 ,A049753,A049764,2024JJ00,1275.0,,
1659,300002 ,A049753,A049765,2018JJ00,1305.0,17900.0,
1660,300002 ,A049753,A049765,2019JJ00,1320.0,17800.0,
1661,300002 ,A049753,A049765,2020JJ00,1325.0,17900.0,
1662,300002 ,A049753,A049765,2021JJ00,1270.0,,
1663,300002 ,A049753,A049765,2022JJ00,1370.0,,
1664,300002 ,A049753,A049765,2023JJ00,1320.0,,
1665,300002 ,A049753,A049765,2024JJ00,1360.0,,
1666,300002 ,A049753,A049766,2018JJ00,15.0,,
1667,300002 ,A049753,A049766,2019JJ00,15.0,,
1668,300002 ,A049753,A049766,2020JJ00,20.0,,
1669,300002 ,A049753,A049766,2021JJ00,15.0,,
1670,300002 ,A049753,A049766,2022JJ00,15.0,,
1671,300002 ,A049753,A049766,2023JJ00,15.0,,
1672,300002 ,A049753,A049766,2024JJ00,15.0,,
1673,300002 ,A049753,A049767,2018JJ00,1400.0,16400.0,
1674,300002 ,A049753,A049767,2019JJ00,1355.0,,
1675,300002 ,A049753,A049767,2020JJ00,1215.0,14400.0,
1676,300002 ,A049753,A049767,2021JJ00,1210.0,14400.0,
1677,300002 ,A049753,A049767,2022JJ00,1155.0,13600.0,
1678,300002 ,A049753,A049767,2023JJ00,1105.0,,
1679,300002 ,A049753,A049767,2024JJ00,985.0,,
1680,300002 ,A049754,T001604,2018JJ00,2720.0,115500.0,
1681,300002 ,A049754,T001604,2019JJ00,2675.0,,
1682,300002 ,A049754,T001604,2020JJ00,2455.0,104000.0,
1683,300002 ,A049754,T001604,2021JJ00,2725.0,115600.0,
1684,300002 ,A049754,T001604,2022JJ00,2385.0,99400.0,
1685,300002 ,A049754,T001604,2023JJ00,2180.0,92500.0,2190600.0
1686,300002 ,A049754,T001604,2024JJ00,1900.0,78800.0,1231100.0
1687,300002 ,A049754,A049761,2018JJ00,10.0,,
1688,300002 ,A049754,A049761,2019JJ00,20.0,,
1689,300002 ,A049754,A049761,2020JJ00,20.0,,
1690,300002 ,A049754,A049761,2021JJ00,20.0,,
1691,300002 ,A049754,A049761,2022JJ00,20.0,,
1692,300002 ,A049754,A049761,2023JJ00,20.0,,
1693,300002 ,A049754,A049761,2024JJ00,15.0,,
1694,300002 ,A049754,A049762,2018JJ00,110.0,,
1695,300002 ,A049754,A049762,2019JJ00,115.0,,
1696,300002 ,A049754,A049762,2020JJ00,120.0,,
1697,300002 ,A049754,A049762,2021JJ00,150.0,,
1698,300002 ,A049754,A049762,2022JJ00,110.0,,
1699,300002 ,A049754,A049762,2023JJ00,70.0,,
1700,300002 ,A049754,A049762,2024JJ00,55.0,,
1701,300002 ,A049754,A049763,2018JJ00,260.0,,
1702,300002 ,A049754,A049763,2019JJ00,230.0,,
1703,300002 ,A049754,A049763,2020JJ00,200.0,,
1704,300002 ,A049754,A049763,2021JJ00,310.0,,
1705,300002 ,A049754,A049763,2022JJ00,215.0,,
1706,300002 ,A049754,A049763,2023JJ00,165.0,,
1707,300002 ,A049754,A049763,2024JJ00,115.0,,
1708,300002 ,A049754,A049764,2018JJ00,525.0,,
1709,300002 ,A049754,A049764,2019JJ00,530.0,,
1710,300002 ,A049754,A049764,2020JJ00,485.0,,
1711,300002 ,A049754,A049764,2021JJ00,565.0,,
1712,300002 ,A049754,A049764,2022JJ00,470.0,,
1713,300002 ,A049754,A049764,2023JJ00,420.0,,
1714,300002 ,A049754,A049764,2024JJ00,340.0,,
1715,300002 ,A049754,A049765,2018JJ00,1330.0,,
1716,300002 ,A049754,A049765,2019JJ00,1330.0,,
1717,300002 ,A049754,A049765,2020JJ00,1265.0,,
1718,300002 ,A049754,A049765,2021JJ00,1245.0,,
1719,300002 ,A049754,A049765,2022JJ00,1230.0,,
1720,300002 ,A049754,A049765,2023JJ00,1150.0,,
1721,300002 ,A049754,A049765,2024JJ00,1075.0,,
1722,300002 ,A049754,A049766,2018JJ00,20.0,,
1723,300002 ,A049754,A049766,2019JJ00,15.0,,
1724,300002 ,A049754,A049766,2020JJ00,10.0,,
1725,300002 ,A049754,A049766,2021JJ00,15.0,,
1726,300002 ,A049754,A049766,2022JJ00,5.0,,
1727,300002 ,A049754,A049766,2023JJ00,10.0,,
1728,300002 ,A049754,A049766,2024JJ00,5.0,,
1729,300002 ,A049754,A049767,2018JJ00,460.0,19600.0,
1730,300002 ,A049754,A049767,2019JJ00,430.0,,
1731,300002 ,A049754,A049767,2020JJ00,365.0,15400.0,
1732,300002 ,A049754,A049767,2021JJ00,425.0,,
1733,300002 ,A049754,A049767,2022JJ00,345.0,14400.0,
1734,300002 ,A049754,A049767,2023JJ00,325.0,,
1735,300002 ,A049754,A049767,2024JJ00,295.0,,
1736,300002 ,A049755,T001604,2018JJ00,1000.0,111800.0,1299500.0
1737,300002 ,A049755,T001604,2019JJ00,990.0,,
1738,300002 ,A049755,T001604,2020JJ00,915.0,101800.0,
1739,300002 ,A049755,T001604,2021JJ00,1050.0,117600.0,
1740,300002 ,A049755,T001604,2022JJ00,875.0,97700.0,
1741,300002 ,A049755,T001604,2023JJ00,725.0,,
1742,300002 ,A049755,T001604,2024JJ00,625.0,69700.0,
1743,300002 ,A049755,A049761,2018JJ00,5.0,,
1744,300002 ,A049755,A049761,2019JJ00,5.0,,
1745,300002 ,A049755,A049761,2020JJ00,5.0,,
1746,300002 ,A049755,A049761,2021JJ00,5.0,,
1747,300002 ,A049755,A049761,2022JJ00,5.0,,
1748,300002 ,A049755,A049761,2023JJ00,5.0,,
1749,300002 ,A049755,A049761,2024JJ00,5.0,,
