ID,BedrijfstakkenBranchesSBI2008,Aardgas,Elektriciteit,Perioden,Adressen_1,GeleverdAardgas_2,GeleverdeElektriciteit_3
6766,391600 ,A049754,A049766,2022JJ00,0.0,,
6767,391600 ,A049754,A049766,2023JJ00,0.0,,
6768,391600 ,A049754,A049766,2024JJ00,0.0,,
6769,391600 ,A049754,A049767,2018JJ00,35.0,1300.0,
6770,391600 ,A049754,A049767,2019JJ00,30.0,1300.0,
6771,391600 ,A049754,A049767,2020JJ00,30.0,1200.0,
6772,391600 ,A049754,A049767,2021JJ00,30.0,1400.0,
6773,391600 ,A049754,A049767,2022JJ00,25.0,,
6774,391600 ,A049754,A049767,2023JJ00,20.0,800.0,
6775,391600 ,A049754,A049767,2024JJ00,15.0,700.0,
6776,391600 ,A049755,T001604,2018JJ00,50.0,5700.0,
6777,391600 ,A049755,T001604,2019JJ00,45.0,,55700.0
6778,391600 ,A049755,T001604,2020JJ00,45.0,4700.0,
6779,391600 ,A049755,T001604,2021JJ00,40.0,4300.0,
6780,391600 ,A049755,T001604,2022JJ00,35.0,,108800.0
6781,391600 ,A049755,T001604,2023JJ00,35.0,4200.0,121200.0
6782,391600 ,A049755,T001604,2024JJ00,30.0,,162700.0
6783,391600 ,A049755,A049761,2018JJ00,0.0,,
6784,391600 ,A049755,A049761,2019JJ00,0.0,,
6785,391600 ,A049755,A049761,2020JJ00,0.0,,
6786,391600 ,A049755,A049761,2021JJ00,0.0,,
6787,391600 ,A049755,A049761,2022JJ00,0.0,,
6788,391600 ,A049755,A049761,2023JJ00,0.0,,
6789,391600 ,A049755,A049761,2024JJ00,0.0,,
6790,391600 ,A049755,A049762,2018JJ00,0.0,,
6791,391600 ,A049755,A049762,2019JJ00,0.0,,
6792,391600 ,A049755,A049762,2020JJ00,0.0,,
6793,391600 ,A049755,A049762,2021JJ00,0.0,,
6794,391600 ,A049755,A049762,2022JJ00,0.0,,
6795,391600 ,A049755,A049762,2023JJ00,0.0,,
6796,391600 ,A049755,A049762,2024JJ00,0.0,,
6797,391600 ,A049755,A049763,2018JJ00,0.0,,
6798,391600 ,A049755,A049763,2019JJ00,0.0,,
6799,391600 ,A049755,A049763,2020JJ00,0.0,,
6800,391600 ,A049755,A049763,2021JJ00,0.0,,
6801,391600 ,A049755,A049763,2022JJ00,0.0,,
6802,391600 ,A049755,A049763,2023JJ00,0.0,,
6803,391600 ,A049755,A049763,2024JJ00,0.0,,
6804,391600 ,A049755,A049764,2018JJ00,0.0,,
6805,391600 ,A049755,A049764,2019JJ00,0.0,,
6806,391600 ,A049755,A049764,2020JJ00,0.0,,
6807,391600 ,A049755,A049764,2021JJ00,0.0,,
6808,391600 ,A049755,A049764,2022JJ00,0.0,,
6809,391600 ,A049755,A049764,2023JJ00,0.0,,
6810,391600 ,A049755,A049764,2024JJ00,0.0,,
6811,391600 ,A049755,A049765,2018JJ00,30.0,3700.0,
6812,391600 ,A049755,A049765,2019JJ00,30.0,2900.0,
6813,391600 ,A049755,A049765,2020JJ00,25.0,2800.0,28800.0
6814,391600 ,A049755,A049765,2021JJ00,20.0,2400.0,22800.0
6815,391600 ,A049755,A049765,2022JJ00,20.0,2300.0,
6816,391600 ,A049755,A049765,2023JJ00,25.0,,
6817,391600 ,A049755,A049765,2024JJ00,15.0,1500.0,
6818,391600 ,A049755,A049766,2018JJ00,0.0,,
6819,391600 ,A049755,A049766,2019JJ00,0.0,,
6820,391600 ,A049755,A049766,2020JJ00,0.0,,
6821,391600 ,A049755,A049766,2021JJ00,0.0,,
6822,391600 ,A049755,A049766,2022JJ00,0.0,,
6823,391600 ,A049755,A049766,2023JJ00,0.0,,
6824,391600 ,A049755,A049766,2024JJ00,5.0,,
6825,391600 ,A049755,A049767,2018JJ00,15.0,,
6826,391600 ,A049755,A049767,2019JJ00,15.0,,
6827,391600 ,A049755,A049767,2020JJ00,15.0,1600.0,
6828,391600 ,A049755,A049767,2021JJ00,15.0,1600.0,
6829,391600 ,A049755,A049767,2022JJ00,10.0,,
6830,391600 ,A049755,A049767,2023JJ00,10.0,1400.0,
6831,391600 ,A049755,A049767,2024JJ00,10.0,,
6832,391600 ,A049756,T001604,2018JJ00,20.0,,156300.0
6833,391600 ,A049756,T001604,2019JJ00,20.0,4900.0,158500.0
6834,391600 ,A049756,T001604,2020JJ00,15.0,,
6835,391600 ,A049756,T001604,2021JJ00,20.0,,
6836,391600 ,A049756,T001604,2022JJ00,15.0,,41900.0
6837,391600 ,A049756,T001604,2023JJ00,10.0,,19100.0
6838,391600 ,A049756,T001604,2024JJ00,5.0,,10200.0
6839,391600 ,A049756,A049761,2018JJ00,0.0,,
6840,391600 ,A049756,A049761,2019JJ00,0.0,,
6841,391600 ,A049756,A049761,2020JJ00,0.0,,
6842,391600 ,A049756,A049761,2021JJ00,0.0,,
6843,391600 ,A049756,A049761,2022JJ00,0.0,,
6844,391600 ,A049756,A049761,2023JJ00,0.0,,
6845,391600 ,A049756,A049761,2024JJ00,0.0,,
6846,391600 ,A049756,A049762,2018JJ00,0.0,,
6847,391600 ,A049756,A049762,2019JJ00,0.0,,
6848,391600 ,A049756,A049762,2020JJ00,0.0,,
6849,391600 ,A049756,A049762,2021JJ00,0.0,,
6850,391600 ,A049756,A049762,2022JJ00,0.0,,
6851,391600 ,A049756,A049762,2023JJ00,0.0,,
6852,391600 ,A049756,A049762,2024JJ00,0.0,,
6853,391600 ,A049756,A049763,2018JJ00,0.0,,
6854,391600 ,A049756,A049763,2019JJ00,0.0,,
6855,391600 ,A049756,A049763,2020JJ00,0.0,,
6856,391600 ,A049756,A049763,2021JJ00,0.0,,
6857,391600 ,A049756,A049763,2022JJ00,0.0,,
6858,391600 ,A049756,A049763,2023JJ00,0.0,,
6859,391600 ,A049756,A049763,2024JJ00,0.0,,
6860,391600 ,A049756,A049764,2018JJ00,0.0,,
6861,391600 ,A049756,A049764,2019JJ00,0.0,,
6862,391600 ,A049756,A049764,2020JJ00,0.0,,
6863,391600 ,A049756,A049764,2021JJ00,0.0,,
6864,391600 ,A049756,A049764,2022JJ00,0.0,,
6865,391600 ,A049756,A049764,2023JJ00,0.0,,
6866,391600 ,A049756,A049764,2024JJ00,0.0,,
6867,391600 ,A049756,A049765,2018JJ00,10.0,3400.0,
6868,391600 ,A049756,A049765,2019JJ00,15.0,3500.0,
6869,391600 ,A049756,A049765,2020JJ00,10.0,3600.0,39200.0
6870,391600 ,A049756,A049765,2021JJ00,15.0,4500.0,45200.0
6871,391600 ,A049756,A049765,2022JJ00,10.0,2200.0,
6872,391600 ,A049756,A049765,2023JJ00,5.0,,
6873,391600 ,A049756,A049765,2024JJ00,5.0,,
6874,391600 ,A049756,A049766,2018JJ00,0.0,,
6875,391600 ,A049756,A049766,2019JJ00,0.0,,
6876,391600 ,A049756,A049766,2020JJ00,0.0,,
6877,391600 ,A049756,A049766,2021JJ00,0.0,,
6878,391600 ,A049756,A049766,2022JJ00,0.0,,
6879,391600 ,A049756,A049766,2023JJ00,0.0,,
6880,391600 ,A049756,A049766,2024JJ00,0.0,,
6881,391600 ,A049756,A049767,2018JJ00,10.0,,
6882,391600 ,A049756,A049767,2019JJ00,5.0,,
6883,391600 ,A049756,A049767,2020JJ00,5.0,,
6884,391600 ,A049756,A049767,2021JJ00,5.0,,
6885,391600 ,A049756,A049767,2022JJ00,5.0,,
6886,391600 ,A049756,A049767,2023JJ00,5.0,,
6887,391600 ,A049756,A049767,2024JJ00,0.0,,
6888,391600 ,A049757,T001604,2018JJ00,0.0,,
6889,391600 ,A049757,T001604,2019JJ00,0.0,,
6890,391600 ,A049757,T001604,2020JJ00,0.0,,
6891,391600 ,A049757,T001604,2021JJ00,0.0,,
6892,391600 ,A049757,T001604,2022JJ00,0.0,,0.0
6893,391600 ,A049757,T001604,2023JJ00,0.0,,0.0
6894,391600 ,A049757,T001604,2024JJ00,0.0,,0.0
6895,391600 ,A049757,A049761,2018JJ00,0.0,,
6896,391600 ,A049757,A049761,2019JJ00,0.0,,
6897,391600 ,A049757,A049761,2020JJ00,0.0,,
6898,391600 ,A049757,A049761,2021JJ00,0.0,,
6899,391600 ,A049757,A049761,2022JJ00,0.0,,
6900,391600 ,A049757,A049761,2023JJ00,0.0,,
6901,391600 ,A049757,A049761,2024JJ00,0.0,,
6902,391600 ,A049757,A049762,2018JJ00,0.0,,
6903,391600 ,A049757,A049762,2019JJ00,0.0,,
6904,391600 ,A049757,A049762,2020JJ00,0.0,,
6905,391600 ,A049757,A049762,2021JJ00,0.0,,
6906,391600 ,A049757,A049762,2022JJ00,0.0,,
6907,391600 ,A049757,A049762,2023JJ00,0.0,,
6908,391600 ,A049757,A049762,2024JJ00,0.0,,
6909,391600 ,A049757,A049763,2018JJ00,0.0,,
6910,391600 ,A049757,A049763,2019JJ00,0.0,,
6911,391600 ,A049757,A049763,2020JJ00,0.0,,
6912,391600 ,A049757,A049763,2021JJ00,0.0,,
6913,391600 ,A049757,A049763,2022JJ00,0.0,,
6914,391600 ,A049757,A049763,2023JJ00,0.0,,
6915,391600 ,A049757,A049763,2024JJ00,0.0,,
6916,391600 ,A049757,A049764,2018JJ00,0.0,,
6917,391600 ,A049757,A049764,2019JJ00,0.0,,
6918,391600 ,A049757,A049764,2020JJ00,0.0,,
6919,391600 ,A049757,A049764,2021JJ00,0.0,,
6920,391600 ,A049757,A049764,2022JJ00,0.0,,
6921,391600 ,A049757,A049764,2023JJ00,0.0,,
6922,391600 ,A049757,A049764,2024JJ00,0.0,,
6923,391600 ,A049757,A049765,2018JJ00,0.0,,
6924,391600 ,A049757,A049765,2019JJ00,0.0,,
6925,391600 ,A049757,A049765,2020JJ00,0.0,,
6926,391600 ,A049757,A049765,2021JJ00,0.0,,
6927,391600 ,A049757,A049765,2022JJ00,0.0,,
6928,391600 ,A049757,A049765,2023JJ00,0.0,,
6929,391600 ,A049757,A049765,2024JJ00,0.0,,
6930,391600 ,A049757,A049766,2018JJ00,0.0,,
6931,391600 ,A049757,A049766,2019JJ00,0.0,,
6932,391600 ,A049757,A049766,2020JJ00,0.0,,
6933,391600 ,A049757,A049766,2021JJ00,0.0,,
6934,391600 ,A049757,A049766,2022JJ00,0.0,,
6935,391600 ,A049757,A049766,2023JJ00,0.0,,
6936,391600 ,A049757,A049766,2024JJ00,0.0,,
6937,391600 ,A049757,A049767,2018JJ00,0.0,,
6938,391600 ,A049757,A049767,2019JJ00,0.0,,
6939,391600 ,A049757,A049767,2020JJ00,0.0,,
6940,391600 ,A049757,A049767,2021JJ00,0.0,,
6941,391600 ,A049757,A049767,2022JJ00,0.0,,
6942,391600 ,A049757,A049767,2023JJ00,0.0,,
6943,391600 ,A049757,A049767,2024JJ00,0.0,,
6944,391600 ,A049758,T001604,2018JJ00,0.0,,
6945,391600 ,A049758,T001604,2019JJ00,0.0,,
6946,391600 ,A049758,T001604,2020JJ00,0.0,,
6947,391600 ,A049758,T001604,2021JJ00,0.0,,
6948,391600 ,A049758,T001604,2022JJ00,0.0,,
6949,391600 ,A049758,T001604,2023JJ00,0.0,,
6950,391600 ,A049758,T001604,2024JJ00,0.0,,
6951,391600 ,A049758,A049761,2018JJ00,0.0,,
6952,391600 ,A049758,A049761,2019JJ00,0.0,,
6953,391600 ,A049758,A049761,2020JJ00,0.0,,
6954,391600 ,A049758,A049761,2021JJ00,0.0,,
6955,391600 ,A049758,A049761,2022JJ00,0.0,,
6956,391600 ,A049758,A049761,2023JJ00,0.0,,
6957,391600 ,A049758,A049761,2024JJ00,0.0,,
6958,391600 ,A049758,A049762,2018JJ00,0.0,,
6959,391600 ,A049758,A049762,2019JJ00,0.0,,
6960,391600 ,A049758,A049762,2020JJ00,0.0,,
6961,391600 ,A049758,A049762,2021JJ00,0.0,,
6962,391600 ,A049758,A049762,2022JJ00,0.0,,
6963,391600 ,A049758,A049762,2023JJ00,0.0,,
6964,391600 ,A049758,A049762,2024JJ00,0.0,,
6965,391600 ,A049758,A049763,2018JJ00,0.0,,
6966,391600 ,A049758,A049763,2019JJ00,0.0,,
6967,391600 ,A049758,A049763,2020JJ00,0.0,,
6968,391600 ,A049758,A049763,2021JJ00,0.0,,
6969,391600 ,A049758,A049763,2022JJ00,0.0,,
6970,391600 ,A049758,A049763,2023JJ00,0.0,,
6971,391600 ,A049758,A049763,2024JJ00,0.0,,
6972,391600 ,A049758,A049764,2018JJ00,0.0,,
6973,391600 ,A049758,A049764,2019JJ00,0.0,,
6974,391600 ,A049758,A049764,2020JJ00,0.0,,
6975,391600 ,A049758,A049764,2021JJ00,0.0,,
6976,391600 ,A049758,A049764,2022JJ00,0.0,,
6977,391600 ,A049758,A049764,2023JJ00,0.0,,
6978,391600 ,A049758,A049764,2024JJ00,0.0,,
6979,391600 ,A049758,A049765,2018JJ00,0.0,,
6980,391600 ,A049758,A049765,2019JJ00,0.0,,
6981,391600 ,A049758,A049765,2020JJ00,0.0,,
6982,391600 ,A049758,A049765,2021JJ00,0.0,,
6983,391600 ,A049758,A049765,2022JJ00,0.0,,
6984,391600 ,A049758,A049765,2023JJ00,0.0,,
6985,391600 ,A049758,A049765,2024JJ00,0.0,,
6986,391600 ,A049758,A049766,2018JJ00,0.0,,
6987,391600 ,A049758,A049766,2019JJ00,0.0,,
6988,391600 ,A049758,A049766,2020JJ00,0.0,,
6989,391600 ,A049758,A049766,2021JJ00,0.0,,
6990,391600 ,A049758,A049766,2022JJ00,0.0,,
6991,391600 ,A049758,A049766,2023JJ00,0.0,,
6992,391600 ,A049758,A049766,2024JJ00,0.0,,
6993,391600 ,A049758,A049767,2018JJ00,0.0,,
6994,391600 ,A049758,A049767,2019JJ00,0.0,,
6995,391600 ,A049758,A049767,2020JJ00,0.0,,
6996,391600 ,A049758,A049767,2021JJ00,0.0,,
6997,391600 ,A049758,A049767,2022JJ00,0.0,,
6998,391600 ,A049758,A049767,2023JJ00,0.0,,
6999,391600 ,A049758,A049767,2024JJ00,0.0,,
7000,391600 ,A049759,T001604,2018JJ00,3785.0,,1361200.0
7001,391600 ,A049759,T001604,2019JJ00,3040.0,,2008300.0
7002,391600 ,A049759,T001604,2020JJ00,2975.0,,2324300.0
7003,391600 ,A049759,T001604,2021JJ00,3110.0,,2792800.0
7004,391600 ,A049759,T001604,2022JJ00,3210.0,,3342000.0
7005,391600 ,A049759,T001604,2023JJ00,4130.0,,3494300.0
7006,391600 ,A049759,T001604,2024JJ00,4365.0,,3990900.0
7007,391600 ,A049759,A049761,2018JJ00,1735.0,,7700.0
7008,391600 ,A049759,A049761,2019JJ00,1290.0,,5000.0
7009,391600 ,A049759,A049761,2020JJ00,1295.0,,4700.0
7010,391600 ,A049759,A049761,2021JJ00,1480.0,,5600.0
7011,391600 ,A049759,A049761,2022JJ00,1680.0,,6700.0
7012,391600 ,A049759,A049761,2023JJ00,2715.0,,9800.0
7013,391600 ,A049759,A049761,2024JJ00,2930.0,,11100.0
7014,391600 ,A049759,A049762,2018JJ00,1645.0,,28400.0
7015,391600 ,A049759,A049762,2019JJ00,1380.0,,24800.0
7016,391600 ,A049759,A049762,2020JJ00,1325.0,,24700.0
7017,391600 ,A049759,A049762,2021JJ00,1275.0,,23600.0
7018,391600 ,A049759,A049762,2022JJ00,1165.0,,21500.0
7019,391600 ,A049759,A049762,2023JJ00,1070.0,,20000.0
7020,391600 ,A049759,A049762,2024JJ00,1085.0,,20300.0
7021,391600 ,A049759,A049763,2018JJ00,125.0,,9100.0
7022,391600 ,A049759,A049763,2019JJ00,120.0,,8800.0
7023,391600 ,A049759,A049763,2020JJ00,115.0,,8300.0
7024,391600 ,A049759,A049763,2021JJ00,115.0,,8100.0
7025,391600 ,A049759,A049763,2022JJ00,110.0,,8100.0
7026,391600 ,A049759,A049763,2023JJ00,95.0,,6700.0
7027,391600 ,A049759,A049763,2024JJ00,105.0,,7500.0
7028,391600 ,A049759,A049764,2018JJ00,85.0,,12000.0
7029,391600 ,A049759,A049764,2019JJ00,75.0,,10000.0
7030,391600 ,A049759,A049764,2020JJ00,70.0,,9600.0
7031,391600 ,A049759,A049764,2021JJ00,70.0,,9600.0
7032,391600 ,A049759,A049764,2022JJ00,65.0,,9100.0
7033,391600 ,A049759,A049764,2023JJ00,70.0,,9400.0
7034,391600 ,A049759,A049764,2024JJ00,60.0,,8600.0
7035,391600 ,A049759,A049765,2018JJ00,180.0,,231200.0
7036,391600 ,A049759,A049765,2019JJ00,155.0,,213500.0
7037,391600 ,A049759,A049765,2020JJ00,150.0,,213300.0
7038,391600 ,A049759,A049765,2021JJ00,145.0,,196300.0
7039,391600 ,A049759,A049765,2022JJ00,160.0,,234100.0
7040,391600 ,A049759,A049765,2023JJ00,160.0,,240900.0
7041,391600 ,A049759,A049765,2024JJ00,160.0,,247600.0
7042,391600 ,A049759,A049766,2018JJ00,20.0,,1072900.0
7043,391600 ,A049759,A049766,2019JJ00,20.0,,1746300.0
7044,391600 ,A049759,A049766,2020JJ00,20.0,,2063700.0
7045,391600 ,A049759,A049766,2021JJ00,25.0,,2549600.0
7046,391600 ,A049759,A049766,2022JJ00,25.0,,3062600.0
7047,391600 ,A049759,A049766,2023JJ00,25.0,,3207500.0
7048,391600 ,A049759,A049766,2024JJ00,25.0,,3695900.0
7049,391600 ,A049759,A049767,2018JJ00,,,
7050,391600 ,A049759,A049767,2019JJ00,,,
7051,391600 ,A049759,A049767,2020JJ00,,,
7052,391600 ,A049759,A049767,2021JJ00,,,
7053,391600 ,A049759,A049767,2022JJ00,,,
7054,391600 ,A049759,A049767,2023JJ00,,,
7055,391600 ,A049759,A049767,2024JJ00,,,
7056,300009 ,T001603,T001604,2018JJ00,65395.0,266700.0,2269600.0
7057,300009 ,T001603,T001604,2019JJ00,58635.0,233500.0,2104500.0
7058,300009 ,T001603,T001604,2020JJ00,56330.0,202500.0,1992500.0
7059,300009 ,T001603,T001604,2021JJ00,57870.0,223400.0,1964800.0
7060,300009 ,T001603,T001604,2022JJ00,60025.0,179600.0,1963200.0
7061,300009 ,T001603,T001604,2023JJ00,63585.0,154900.0,1912800.0
7062,300009 ,T001603,T001604,2024JJ00,66720.0,140800.0,1944900.0
7063,300009 ,T001603,A049761,2018JJ00,39220.0,63700.0,153000.0
7064,300009 ,T001603,A049761,2019JJ00,34330.0,,132700.0
7065,300009 ,T001603,A049761,2020JJ00,32955.0,,127600.0
7066,300009 ,T001603,A049761,2021JJ00,34285.0,47600.0,130100.0
7067,300009 ,T001603,A049761,2022JJ00,37195.0,40000.0,138200.0
7068,300009 ,T001603,A049761,2023JJ00,41695.0,36100.0,145300.0
7069,300009 ,T001603,A049761,2024JJ00,44380.0,35500.0,151400.0
7070,300009 ,T001603,A049762,2018JJ00,16030.0,,319800.0
7071,300009 ,T001603,A049762,2019JJ00,15205.0,46200.0,309700.0
7072,300009 ,T001603,A049762,2020JJ00,15350.0,42600.0,315100.0
7073,300009 ,T001603,A049762,2021JJ00,15195.0,46800.0,
7074,300009 ,T001603,A049762,2022JJ00,14770.0,,301600.0
7075,300009 ,T001603,A049762,2023JJ00,13805.0,30900.0,280400.0
7076,300009 ,T001603,A049762,2024JJ00,14115.0,,287500.0
7077,300009 ,T001603,A049763,2018JJ00,2095.0,18500.0,
7078,300009 ,T001603,A049763,2019JJ00,2040.0,17700.0,143500.0
7079,300009 ,T001603,A049763,2020JJ00,1040.0,16900.0,146100.0
7080,300009 ,T001603,A049763,2021JJ00,2035.0,,
7081,300009 ,T001603,A049763,2022JJ00,2010.0,,141400.0
7082,300009 ,T001603,A049763,2023JJ00,1915.0,11700.0,135500.0
7083,300009 ,T001603,A049763,2024JJ00,1970.0,10800.0,138500.0
7084,300009 ,T001603,A049764,2018JJ00,1420.0,,
7085,300009 ,T001603,A049764,2019JJ00,1355.0,21000.0,189200.0
7086,300009 ,T001603,A049764,2020JJ00,1330.0,17300.0,
7087,300009 ,T001603,A049764,2021JJ00,1335.0,19400.0,
7088,300009 ,T001603,A049764,2022JJ00,1345.0,,188600.0
7089,300009 ,T001603,A049764,2023JJ00,1320.0,,
7090,300009 ,T001603,A049764,2024JJ00,1340.0,,188600.0
7091,300009 ,T001603,A049765,2018JJ00,1835.0,64500.0,1335200.0
7092,300009 ,T001603,A049765,2019JJ00,1670.0,57600.0,1215900.0
7093,300009 ,T001603,A049765,2020JJ00,1590.0,,1151000.0
7094,300009 ,T001603,A049765,2021JJ00,1585.0,55500.0,
7095,300009 ,T001603,A049765,2022JJ00,1565.0,42600.0,1113300.0
7096,300009 ,T001603,A049765,2023JJ00,1550.0,37100.0,1088800.0
7097,300009 ,T001603,A049765,2024JJ00,1525.0,,
7098,300009 ,T001603,A049766,2018JJ00,5.0,,
7099,300009 ,T001603,A049766,2019JJ00,5.0,,113500.0
7100,300009 ,T001603,A049766,2020JJ00,5.0,,
7101,300009 ,T001603,A049766,2021JJ00,0.0,,
7102,300009 ,T001603,A049766,2022JJ00,5.0,,80300.0
7103,300009 ,T001603,A049766,2023JJ00,5.0,,
7104,300009 ,T001603,A049766,2024JJ00,5.0,,
7105,300009 ,T001603,A049767,2018JJ00,4795.0,46300.0,
7106,300009 ,T001603,A049767,2019JJ00,4030.0,40300.0,
7107,300009 ,T001603,A049767,2020JJ00,3010.0,32200.0,
7108,300009 ,T001603,A049767,2021JJ00,3430.0,36700.0,
7109,300009 ,T001603,A049767,2022JJ00,3135.0,27100.0,
7110,300009 ,T001603,A049767,2023JJ00,3295.0,24500.0,
7111,300009 ,T001603,A049767,2024JJ00,3375.0,21400.0,
7112,300009 ,A049752,T001604,2018JJ00,36025.0,71700.0,270900.0
7113,300009 ,A049752,T001604,2019JJ00,30355.0,59100.0,255100.0
7114,300009 ,A049752,T001604,2020JJ00,26950.0,50700.0,245400.0
7115,300009 ,A049752,T001604,2021JJ00,26450.0,53100.0,225900.0
7116,300009 ,A049752,T001604,2022JJ00,28035.0,49400.0,242200.0
7117,300009 ,A049752,T001604,2023JJ00,29085.0,45900.0,239300.0
7118,300009 ,A049752,T001604,2024JJ00,30275.0,45800.0,274200.0
7119,300009 ,A049752,A049761,2018JJ00,27455.0,50600.0,111100.0
7120,300009 ,A049752,A049761,2019JJ00,22740.0,40400.0,93600.0
7121,300009 ,A049752,A049761,2020JJ00,20105.0,34100.0,83600.0
7122,300009 ,A049752,A049761,2021JJ00,19875.0,37100.0,81100.0
7123,300009 ,A049752,A049761,2022JJ00,20960.0,33200.0,83200.0
7124,300009 ,A049752,A049761,2023JJ00,21820.0,30600.0,81800.0
7125,300009 ,A049752,A049761,2024JJ00,22360.0,29600.0,82800.0
7126,300009 ,A049752,A049762,2018JJ00,4825.0,13500.0,87500.0
7127,300009 ,A049752,A049762,2019JJ00,4585.0,12300.0,84600.0
7128,300009 ,A049752,A049762,2020JJ00,4500.0,11800.0,83100.0
7129,300009 ,A049752,A049762,2021JJ00,3915.0,10700.0,71100.0
7130,300009 ,A049752,A049762,2022JJ00,4435.0,11300.0,80900.0
7131,300009 ,A049752,A049762,2023JJ00,4370.0,10400.0,81000.0
7132,300009 ,A049752,A049762,2024JJ00,4725.0,10900.0,88500.0
7133,300009 ,A049752,A049763,2018JJ00,295.0,800.0,20000.0
7134,300009 ,A049752,A049763,2019JJ00,285.0,800.0,19400.0
7135,300009 ,A049752,A049763,2020JJ00,275.0,700.0,19100.0
7136,300009 ,A049752,A049763,2021JJ00,250.0,600.0,17500.0
7137,300009 ,A049752,A049763,2022JJ00,275.0,700.0,18700.0
7138,300009 ,A049752,A049763,2023JJ00,290.0,700.0,19700.0
7139,300009 ,A049752,A049763,2024JJ00,380.0,900.0,25900.0
7140,300009 ,A049752,A049764,2018JJ00,110.0,300.0,15400.0
7141,300009 ,A049752,A049764,2019JJ00,125.0,,16400.0
7142,300009 ,A049752,A049764,2020JJ00,115.0,100.0,15500.0
7143,300009 ,A049752,A049764,2021JJ00,105.0,100.0,15000.0
7144,300009 ,A049752,A049764,2022JJ00,140.0,300.0,19500.0
7145,300009 ,A049752,A049764,2023JJ00,135.0,300.0,18700.0
7146,300009 ,A049752,A049764,2024JJ00,160.0,300.0,23000.0
7147,300009 ,A049752,A049765,2018JJ00,65.0,100.0,36800.0
7148,300009 ,A049752,A049765,2019JJ00,30.0,100.0,
7149,300009 ,A049752,A049765,2020JJ00,75.0,100.0,44000.0
7150,300009 ,A049752,A049765,2021JJ00,75.0,100.0,41300.0
7151,300009 ,A049752,A049765,2022JJ00,75.0,100.0,39900.0
7152,300009 ,A049752,A049765,2023JJ00,75.0,100.0,38100.0
7153,300009 ,A049752,A049765,2024JJ00,90.0,100.0,54000.0
7154,300009 ,A049752,A049766,2018JJ00,0.0,,
7155,300009 ,A049752,A049766,2019JJ00,0.0,,
7156,300009 ,A049752,A049766,2020JJ00,0.0,,
7157,300009 ,A049752,A049766,2021JJ00,0.0,,
7158,300009 ,A049752,A049766,2022JJ00,0.0,,
7159,300009 ,A049752,A049766,2023JJ00,0.0,,
7160,300009 ,A049752,A049766,2024JJ00,0.0,,
7161,300009 ,A049752,A049767,2018JJ00,3270.0,6400.0,
7162,300009 ,A049752,A049767,2019JJ00,2565.0,5200.0,
7163,300009 ,A049752,A049767,2020JJ00,1880.0,3600.0,
7164,300009 ,A049752,A049767,2021JJ00,2225.0,4200.0,
7165,300009 ,A049752,A049767,2022JJ00,2155.0,3700.0,
7166,300009 ,A049752,A049767,2023JJ00,2390.0,3700.0,
7167,300009 ,A049752,A049767,2024JJ00,2555.0,3900.0,
7168,300009 ,A049753,T001604,2018JJ00,8015.0,80100.0,374100.0
7169,300009 ,A049753,T001604,2019JJ00,7125.0,71100.0,335700.0
7170,300009 ,A049753,T001604,2020JJ00,6460.0,65600.0,340800.0
7171,300009 ,A049753,T001604,2021JJ00,7040.0,71100.0,307600.0
7172,300009 ,A049753,T001604,2022JJ00,5720.0,58100.0,302200.0
7173,300009 ,A049753,T001604,2023JJ00,4735.0,49000.0,289500.0
7174,300009 ,A049753,T001604,2024JJ00,4335.0,44100.0,294800.0
7175,300009 ,A049753,A049761,2018JJ00,1300.0,9200.0,8500.0
7176,300009 ,A049753,A049761,2019JJ00,990.0,7000.0,6400.0
7177,300009 ,A049753,A049761,2020JJ00,850.0,5900.0,5500.0
7178,300009 ,A049753,A049761,2021JJ00,1250.0,8900.0,
7179,300009 ,A049753,A049761,2022JJ00,735.0,5200.0,4900.0
7180,300009 ,A049753,A049761,2023JJ00,535.0,3900.0,3400.0
7181,300009 ,A049753,A049761,2024JJ00,455.0,3500.0,2700.0
7182,300009 ,A049753,A049762,2018JJ00,3730.0,33300.0,90300.0
7183,300009 ,A049753,A049762,2019JJ00,3340.0,29600.0,81300.0
7184,300009 ,A049753,A049762,2020JJ00,3110.0,27900.0,76400.0
7185,300009 ,A049753,A049762,2021JJ00,3445.0,31700.0,82500.0
7186,300009 ,A049753,A049762,2022JJ00,2760.0,24500.0,69100.0
7187,300009 ,A049753,A049762,2023JJ00,2105.0,18400.0,53800.0
7188,300009 ,A049753,A049762,2024JJ00,1845.0,,47600.0
7189,300009 ,A049753,A049763,2018JJ00,980.0,12300.0,68300.0
7190,300009 ,A049753,A049763,2019JJ00,925.0,11500.0,65400.0
7191,300009 ,A049753,A049763,2020JJ00,465.0,11500.0,64800.0
7192,300009 ,A049753,A049763,2021JJ00,850.0,11300.0,58700.0
7193,300009 ,A049753,A049763,2022JJ00,405.0,9800.0,56700.0
7194,300009 ,A049753,A049763,2023JJ00,695.0,8400.0,49000.0
7195,300009 ,A049753,A049763,2024JJ00,670.0,7800.0,46700.0
7196,300009 ,A049753,A049764,2018JJ00,570.0,8600.0,79100.0
7197,300009 ,A049753,A049764,2019JJ00,510.0,7600.0,70200.0
7198,300009 ,A049753,A049764,2020JJ00,495.0,7400.0,68400.0
7199,300009 ,A049753,A049764,2021JJ00,405.0,6200.0,
