ID,Geslacht,LeeftijdOp31December,Onderwijsniveau,Marges,Perioden,Levensverwachting_1,Sterftekans_2,LevensverwInAlsGoedErvarenGezondh_3,LevensverwZonderLichBeperkingen_4,LevensverwZonderChronischeZiektes_5,LevensverwInGoedeGeestelijkeGezondh_6
273,T001038 ,14500,2018700,MOG0095,2011G400,36.5,,21.0,25.2,9.9,31.1
274,T001038 ,14500,2018700,MOG0095,2013G400,36.5,,20.6,24.6,9.4,30.6
275,T001038 ,14500,2018700,MOG0095,2015G400,36.3,,20.3,24.7,8.7,30.1
276,T001038 ,14500,2018700,MBG0095,2011G400,36.9,,21.8,26.1,10.8,31.8
277,T001038 ,14500,2018700,MBG0095,2013G400,36.8,,21.5,25.5,10.3,31.3
278,T001038 ,14500,2018700,MBG0095,2015G400,36.6,,21.2,25.6,9.5,30.9
279,T001038 ,14500,2018740,MW00000,2011G400,38.4,0.0016,26.2,30.2,11.6,34.6
280,T001038 ,14500,2018740,MW00000,2013G400,38.4,0.0015,26.6,30.3,11.5,34.7
281,T001038 ,14500,2018740,MW00000,2015G400,38.7,0.0013,26.6,30.9,11.7,35.0
282,T001038 ,14500,2018740,MOG0095,2011G400,38.2,,25.8,29.7,11.1,34.1
283,T001038 ,14500,2018740,MOG0095,2013G400,38.2,,26.1,29.8,11.1,34.3
284,T001038 ,14500,2018740,MOG0095,2015G400,38.5,,26.1,30.5,11.2,34.6
285,T001038 ,14500,2018740,MBG0095,2011G400,38.6,,26.7,30.8,12.1,35.0
286,T001038 ,14500,2018740,MBG0095,2013G400,38.6,,27.1,30.8,12.0,35.0
287,T001038 ,14500,2018740,MBG0095,2015G400,38.9,,27.2,31.4,12.1,35.3
288,T001038 ,14500,2018790,MW00000,2011G400,40.2,0.0011,30.3,33.6,14.8,37.4
289,T001038 ,14500,2018790,MW00000,2013G400,40.6,0.0009,30.7,34.2,14.9,37.7
290,T001038 ,14500,2018790,MW00000,2015G400,41.4,0.001,31.2,35.7,14.5,38.2
291,T001038 ,14500,2018790,MOG0095,2011G400,39.9,,29.7,32.8,14.1,36.9
292,T001038 ,14500,2018790,MOG0095,2013G400,40.4,,30.0,33.4,14.2,37.2
293,T001038 ,14500,2018790,MOG0095,2015G400,41.1,,30.5,35.0,13.9,37.7
294,T001038 ,14500,2018790,MBG0095,2011G400,40.5,,31.0,34.3,15.5,37.9
295,T001038 ,14500,2018790,MBG0095,2013G400,40.9,,31.4,34.9,15.5,38.1
296,T001038 ,14500,2018790,MBG0095,2015G400,41.7,,32.0,36.4,15.1,38.7
297,T001038 ,15000,2018700,MW00000,2011G400,32.1,0.0043,18.2,22.0,8.1,27.6
298,T001038 ,15000,2018700,MW00000,2013G400,32.1,0.0041,18.1,21.5,7.8,27.3
299,T001038 ,15000,2018700,MW00000,2015G400,31.9,0.0041,17.9,21.5,7.3,26.8
300,T001038 ,15000,2018700,MOG0095,2011G400,32.0,,17.8,21.6,7.7,27.3
301,T001038 ,15000,2018700,MOG0095,2013G400,32.0,,17.7,21.1,7.4,27.0
302,T001038 ,15000,2018700,MOG0095,2015G400,31.8,,17.5,21.1,6.9,26.5
303,T001038 ,15000,2018700,MBG0095,2011G400,32.3,,18.5,22.4,8.4,28.0
304,T001038 ,15000,2018700,MBG0095,2013G400,32.3,,18.5,21.9,8.1,27.7
305,T001038 ,15000,2018700,MBG0095,2015G400,32.0,,18.4,21.9,7.6,27.2
306,T001038 ,15000,2018740,MW00000,2011G400,33.7,0.0026,22.4,26.1,9.3,30.4
307,T001038 ,15000,2018740,MW00000,2013G400,33.7,0.0024,22.8,26.0,9.1,30.5
308,T001038 ,15000,2018740,MW00000,2015G400,33.9,0.0025,23.0,26.6,9.2,30.8
309,T001038 ,15000,2018740,MOG0095,2011G400,33.4,,21.9,25.5,8.8,30.0
310,T001038 ,15000,2018740,MOG0095,2013G400,33.5,,22.4,25.5,8.7,30.2
311,T001038 ,15000,2018740,MOG0095,2015G400,33.7,,22.4,26.1,8.8,30.5
312,T001038 ,15000,2018740,MBG0095,2011G400,33.9,,22.8,26.6,9.8,30.8
313,T001038 ,15000,2018740,MBG0095,2013G400,33.9,,23.3,26.5,9.6,30.9
314,T001038 ,15000,2018740,MBG0095,2015G400,34.2,,23.5,27.1,9.6,31.2
315,T001038 ,15000,2018790,MW00000,2011G400,35.4,0.0017,26.2,29.2,11.8,33.0
316,T001038 ,15000,2018790,MW00000,2013G400,35.8,0.0019,26.4,29.6,11.9,33.2
317,T001038 ,15000,2018790,MW00000,2015G400,36.6,0.0018,27.1,31.0,11.5,33.8
318,T001038 ,15000,2018790,MOG0095,2011G400,35.1,,25.5,28.4,11.1,32.5
319,T001038 ,15000,2018790,MOG0095,2013G400,35.5,,25.7,28.8,11.2,32.8
320,T001038 ,15000,2018790,MOG0095,2015G400,36.3,,26.4,30.3,10.9,33.3
321,T001038 ,15000,2018790,MBG0095,2011G400,35.7,,26.8,29.9,12.5,33.5
322,T001038 ,15000,2018790,MBG0095,2013G400,36.0,,27.2,30.3,12.5,33.7
323,T001038 ,15000,2018790,MBG0095,2015G400,36.9,,27.9,31.7,12.1,34.3
324,T001038 ,15500,2018700,MW00000,2011G400,27.8,0.0059,15.3,18.7,6.2,24.0
325,T001038 ,15500,2018700,MW00000,2013G400,27.7,0.0058,15.3,18.1,6.1,23.8
326,T001038 ,15500,2018700,MW00000,2015G400,27.5,0.0058,15.4,18.1,5.8,23.5
327,T001038 ,15500,2018700,MOG0095,2011G400,27.6,,14.9,18.3,5.9,23.7
328,T001038 ,15500,2018700,MOG0095,2013G400,27.6,,14.9,17.7,5.7,23.5
329,T001038 ,15500,2018700,MOG0095,2015G400,27.4,,15.0,17.7,5.5,23.2
330,T001038 ,15500,2018700,MBG0095,2011G400,27.9,,15.6,19.1,6.6,24.3
331,T001038 ,15500,2018700,MBG0095,2013G400,27.9,,15.7,18.5,6.4,24.1
332,T001038 ,15500,2018700,MBG0095,2015G400,27.7,,15.8,18.4,6.1,23.8
333,T001038 ,15500,2018740,MW00000,2011G400,29.1,0.0047,18.9,22.1,7.1,26.3
334,T001038 ,15500,2018740,MW00000,2013G400,29.0,0.0046,19.3,21.9,7.0,26.4
335,T001038 ,15500,2018740,MW00000,2015G400,29.3,0.0047,19.4,22.5,7.0,26.7
336,T001038 ,15500,2018740,MOG0095,2011G400,28.9,,18.4,21.6,6.7,25.9
337,T001038 ,15500,2018740,MOG0095,2013G400,28.9,,18.8,21.4,6.6,26.0
338,T001038 ,15500,2018740,MOG0095,2015G400,29.1,,18.9,22.0,6.6,26.3
339,T001038 ,15500,2018740,MBG0095,2011G400,29.3,,19.3,22.6,7.6,26.7
340,T001038 ,15500,2018740,MBG0095,2013G400,29.2,,19.8,22.4,7.4,26.7
341,T001038 ,15500,2018740,MBG0095,2015G400,29.5,,19.9,23.0,7.4,27.0
342,T001038 ,15500,2018790,MW00000,2011G400,30.7,0.0033,22.1,24.8,9.2,28.6
343,T001038 ,15500,2018790,MW00000,2013G400,31.1,0.003,22.4,25.2,9.3,29.0
344,T001038 ,15500,2018790,MW00000,2015G400,31.9,0.0031,23.2,26.6,9.0,29.5
345,T001038 ,15500,2018790,MOG0095,2011G400,30.4,,21.4,24.0,8.5,28.1
346,T001038 ,15500,2018790,MOG0095,2013G400,30.9,,21.7,24.4,8.6,28.5
347,T001038 ,15500,2018790,MOG0095,2015G400,31.6,,22.4,25.9,8.4,29.0
348,T001038 ,15500,2018790,MBG0095,2011G400,31.0,,22.8,25.5,9.9,29.1
349,T001038 ,15500,2018790,MBG0095,2013G400,31.4,,23.1,25.9,9.9,29.4
350,T001038 ,15500,2018790,MBG0095,2015G400,32.2,,23.9,27.2,9.6,30.0
351,T001038 ,16000,2018700,MW00000,2011G400,23.5,0.0085,12.5,15.4,4.7,20.5
352,T001038 ,16000,2018700,MW00000,2013G400,23.5,0.0084,12.6,14.8,4.5,20.3
353,T001038 ,16000,2018700,MW00000,2015G400,23.2,0.0095,12.8,14.8,4.4,20.0
354,T001038 ,16000,2018700,MOG0095,2011G400,23.4,,12.2,15.0,4.4,20.2
355,T001038 ,16000,2018700,MOG0095,2013G400,23.3,,12.2,14.5,4.2,20.0
356,T001038 ,16000,2018700,MOG0095,2015G400,23.1,,12.4,14.4,4.1,19.7
357,T001038 ,16000,2018700,MBG0095,2011G400,23.7,,12.8,15.7,5.0,20.8
358,T001038 ,16000,2018700,MBG0095,2013G400,23.6,,12.9,15.2,4.8,20.6
359,T001038 ,16000,2018700,MBG0095,2015G400,23.4,,13.1,15.1,4.7,20.3
360,T001038 ,16000,2018740,MW00000,2011G400,24.7,0.0068,15.7,18.4,5.5,22.5
361,T001038 ,16000,2018740,MW00000,2013G400,24.7,0.0076,16.1,18.2,5.3,22.5
362,T001038 ,16000,2018740,MW00000,2015G400,25.0,0.007,16.3,18.7,5.2,22.8
363,T001038 ,16000,2018740,MOG0095,2011G400,24.5,,15.2,17.9,5.1,22.1
364,T001038 ,16000,2018740,MOG0095,2013G400,24.5,,15.7,17.7,4.9,22.1
365,T001038 ,16000,2018740,MOG0095,2015G400,24.7,,15.8,18.2,4.8,22.5
366,T001038 ,16000,2018740,MBG0095,2011G400,24.9,,16.2,18.9,5.9,22.8
367,T001038 ,16000,2018740,MBG0095,2013G400,24.8,,16.6,18.6,5.7,22.8
368,T001038 ,16000,2018740,MBG0095,2015G400,25.2,,16.8,19.1,5.6,23.1
369,T001038 ,16000,2018790,MW00000,2011G400,26.2,0.0062,18.5,20.6,6.9,24.5
370,T001038 ,16000,2018790,MW00000,2013G400,26.5,0.0053,18.6,20.8,7.0,24.8
371,T001038 ,16000,2018790,MW00000,2015G400,27.4,0.0056,19.4,22.2,6.8,25.5
372,T001038 ,16000,2018790,MOG0095,2011G400,25.9,,17.8,19.9,6.3,24.0
373,T001038 ,16000,2018790,MOG0095,2013G400,26.3,,17.9,20.1,6.3,24.4
374,T001038 ,16000,2018790,MOG0095,2015G400,27.1,,18.7,21.5,6.2,25.0
375,T001038 ,16000,2018790,MBG0095,2011G400,26.5,,19.1,21.4,7.6,25.0
376,T001038 ,16000,2018790,MBG0095,2013G400,26.8,,19.3,21.6,7.6,25.3
377,T001038 ,16000,2018790,MBG0095,2015G400,27.7,,20.1,22.9,7.3,25.9
378,T001038 ,16500,2018700,MW00000,2011G400,19.4,0.0136,10.0,12.1,3.4,16.9
379,T001038 ,16500,2018700,MW00000,2013G400,19.4,0.0136,10.2,11.7,3.3,16.9
380,T001038 ,16500,2018700,MW00000,2015G400,19.3,0.0133,10.8,11.9,3.3,16.7
381,T001038 ,16500,2018700,MOG0095,2011G400,19.3,,9.7,11.8,3.2,16.6
382,T001038 ,16500,2018700,MOG0095,2013G400,19.3,,9.9,11.4,3.0,16.6
383,T001038 ,16500,2018700,MOG0095,2015G400,19.1,,10.5,11.6,3.0,16.5
384,T001038 ,16500,2018700,MBG0095,2011G400,19.6,,10.3,12.5,3.7,17.2
385,T001038 ,16500,2018700,MBG0095,2013G400,19.5,,10.5,12.1,3.5,17.1
386,T001038 ,16500,2018700,MBG0095,2015G400,19.4,,11.2,12.2,3.5,17.0
387,T001038 ,16500,2018740,MW00000,2011G400,20.5,0.0118,12.8,14.8,4.0,18.7
388,T001038 ,16500,2018740,MW00000,2013G400,20.5,0.0109,13.3,14.6,4.0,18.7
389,T001038 ,16500,2018740,MW00000,2015G400,20.8,0.0117,13.4,15.0,3.9,19.1
390,T001038 ,16500,2018740,MOG0095,2011G400,20.3,,12.3,14.2,3.6,18.3
391,T001038 ,16500,2018740,MOG0095,2013G400,20.3,,12.8,14.1,3.6,18.4
392,T001038 ,16500,2018740,MOG0095,2015G400,20.5,,12.9,14.5,3.6,18.7
393,T001038 ,16500,2018740,MBG0095,2011G400,20.7,,13.3,15.3,4.4,19.1
394,T001038 ,16500,2018740,MBG0095,2013G400,20.7,,13.8,15.1,4.4,19.1
395,T001038 ,16500,2018740,MBG0095,2015G400,21.0,,13.9,15.5,4.3,19.4
396,T001038 ,16500,2018790,MW00000,2011G400,21.9,0.0086,15.1,16.8,5.2,20.6
397,T001038 ,16500,2018790,MW00000,2013G400,22.2,0.0085,15.2,16.9,5.2,20.8
398,T001038 ,16500,2018790,MW00000,2015G400,23.1,0.0091,16.1,18.2,5.1,21.5
399,T001038 ,16500,2018790,MOG0095,2011G400,21.6,,14.5,16.0,4.5,20.1
400,T001038 ,16500,2018790,MOG0095,2013G400,22.0,,14.5,16.1,4.6,20.4
401,T001038 ,16500,2018790,MOG0095,2015G400,22.8,,15.4,17.5,4.5,21.0
402,T001038 ,16500,2018790,MBG0095,2011G400,22.2,,15.8,17.5,5.8,21.1
403,T001038 ,16500,2018790,MBG0095,2013G400,22.4,,15.9,17.6,5.8,21.3
404,T001038 ,16500,2018790,MBG0095,2015G400,23.4,,16.8,18.9,5.6,22.0
405,T001038 ,17000,2018700,MW00000,2011G400,15.6,0.0222,7.6,9.0,2.4,13.4
406,T001038 ,17000,2018700,MW00000,2013G400,15.6,0.0212,7.9,8.6,2.3,13.4
407,T001038 ,17000,2018700,MW00000,2015G400,15.4,0.0222,8.3,8.7,2.3,13.3
408,T001038 ,17000,2018700,MOG0095,2011G400,15.5,,7.3,8.6,2.2,13.1
409,T001038 ,17000,2018700,MOG0095,2013G400,15.4,,7.5,8.2,2.1,13.1
410,T001038 ,17000,2018700,MOG0095,2015G400,15.3,,8.0,8.4,2.1,13.0
411,T001038 ,17000,2018700,MBG0095,2011G400,15.8,,7.9,9.3,2.7,13.7
412,T001038 ,17000,2018700,MBG0095,2013G400,15.7,,8.2,8.9,2.5,13.7
413,T001038 ,17000,2018700,MBG0095,2015G400,15.6,,8.6,9.0,2.5,13.5
414,T001038 ,17000,2018740,MW00000,2011G400,16.6,0.017,9.9,11.3,2.9,15.0
415,T001038 ,17000,2018740,MW00000,2013G400,16.5,0.019,10.2,11.0,2.9,15.0
416,T001038 ,17000,2018740,MW00000,2015G400,16.9,0.018,10.3,11.4,2.8,15.4
417,T001038 ,17000,2018740,MOG0095,2011G400,16.4,,9.5,10.7,2.5,14.6
418,T001038 ,17000,2018740,MOG0095,2013G400,16.3,,9.7,10.5,2.5,14.7
419,T001038 ,17000,2018740,MOG0095,2015G400,16.6,,9.8,10.9,2.5,15.1
420,T001038 ,17000,2018740,MBG0095,2011G400,16.8,,10.4,11.8,3.3,15.4
421,T001038 ,17000,2018740,MBG0095,2013G400,16.7,,10.7,11.5,3.2,15.4
422,T001038 ,17000,2018740,MBG0095,2015G400,17.1,,10.8,11.9,3.1,15.8
423,T001038 ,17000,2018790,MW00000,2011G400,17.8,0.015,11.9,12.8,3.8,16.7
424,T001038 ,17000,2018790,MW00000,2013G400,18.1,0.0135,11.8,12.9,3.7,16.9
425,T001038 ,17000,2018790,MW00000,2015G400,19.0,0.0131,12.8,14.3,3.5,17.7
426,T001038 ,17000,2018790,MOG0095,2011G400,17.5,,11.2,12.0,3.2,16.2
427,T001038 ,17000,2018790,MOG0095,2013G400,17.8,,11.1,12.1,3.1,16.5
428,T001038 ,17000,2018790,MOG0095,2015G400,18.7,,12.0,13.6,3.0,17.2
429,T001038 ,17000,2018790,MBG0095,2011G400,18.1,,12.6,13.6,4.4,17.2
430,T001038 ,17000,2018790,MBG0095,2013G400,18.3,,12.5,13.7,4.3,17.4
431,T001038 ,17000,2018790,MBG0095,2015G400,19.4,,13.5,15.1,4.1,18.2
432,T001038 ,17500,2018700,MW00000,2011G400,12.2,0.0338,5.5,6.2,1.8,10.2
433,T001038 ,17500,2018700,MW00000,2013G400,12.0,0.0347,5.7,5.8,1.6,10.2
434,T001038 ,17500,2018700,MW00000,2015G400,11.9,0.0337,6.2,5.9,1.5,10.2
435,T001038 ,17500,2018700,MOG0095,2011G400,12.0,,5.2,5.8,1.5,9.9
436,T001038 ,17500,2018700,MOG0095,2013G400,11.9,,5.4,5.5,1.4,9.9
437,T001038 ,17500,2018700,MOG0095,2015G400,11.8,,5.9,5.5,1.3,9.9
438,T001038 ,17500,2018700,MBG0095,2011G400,12.3,,5.7,6.5,2.0,10.5
439,T001038 ,17500,2018700,MBG0095,2013G400,12.2,,6.0,6.1,1.8,10.5
440,T001038 ,17500,2018700,MBG0095,2015G400,12.1,,6.5,6.2,1.8,10.4
441,T001038 ,17500,2018740,MW00000,2011G400,12.8,0.0343,7.3,8.1,2.0,11.5
442,T001038 ,17500,2018740,MW00000,2013G400,12.9,0.0303,7.6,7.9,1.8,11.8
443,T001038 ,17500,2018740,MW00000,2015G400,13.2,0.0325,7.9,8.2,1.8,12.0
444,T001038 ,17500,2018740,MOG0095,2011G400,12.6,,6.9,7.6,1.6,11.2
445,T001038 ,17500,2018740,MOG0095,2013G400,12.8,,7.2,7.4,1.4,11.5
446,T001038 ,17500,2018740,MOG0095,2015G400,13.0,,7.4,7.7,1.5,11.7
447,T001038 ,17500,2018740,MBG0095,2011G400,13.0,,7.8,8.7,2.4,11.9
448,T001038 ,17500,2018740,MBG0095,2013G400,13.1,,8.1,8.4,2.1,12.1
449,T001038 ,17500,2018740,MBG0095,2015G400,13.5,,8.4,8.7,2.1,12.4
450,T001038 ,17500,2018790,MW00000,2011G400,13.9,0.0281,8.9,9.3,2.5,13.1
451,T001038 ,17500,2018790,MW00000,2013G400,14.1,0.0265,8.9,9.2,2.5,13.2
452,T001038 ,17500,2018790,MW00000,2015G400,15.2,0.0279,10.0,10.7,2.4,14.0
453,T001038 ,17500,2018790,MOG0095,2011G400,13.7,,8.2,8.5,1.8,12.6
454,T001038 ,17500,2018790,MOG0095,2013G400,13.9,,8.1,8.4,1.9,12.8
455,T001038 ,17500,2018790,MOG0095,2015G400,14.8,,9.2,10.0,1.9,13.5
456,T001038 ,17500,2018790,MBG0095,2011G400,14.2,,9.6,10.1,3.1,13.6
457,T001038 ,17500,2018790,MBG0095,2013G400,14.4,,9.6,10.0,3.1,13.7
458,T001038 ,17500,2018790,MBG0095,2015G400,15.5,,10.7,11.5,3.0,14.5
459,T001038 ,18000,2018700,MW00000,2011G400,8.9,0.112,3.8,3.8,1.2,7.3
460,T001038 ,18000,2018700,MW00000,2013G400,8.8,0.113,3.8,3.3,1.1,7.2
461,T001038 ,18000,2018700,MW00000,2015G400,8.7,0.1154,4.1,3.3,1.0,7.2
462,T001038 ,18000,2018700,MOG0095,2011G400,8.9,,3.5,3.4,0.9,7.1
463,T001038 ,18000,2018700,MOG0095,2013G400,8.8,,3.5,3.0,0.8,7.0
464,T001038 ,18000,2018700,MOG0095,2015G400,8.6,,3.8,3.0,0.8,6.9
465,T001038 ,18000,2018700,MBG0095,2011G400,9.0,,4.0,4.1,1.4,7.6
466,T001038 ,18000,2018700,MBG0095,2013G400,8.9,,4.1,3.7,1.3,7.5
467,T001038 ,18000,2018700,MBG0095,2015G400,8.8,,4.4,3.6,1.2,7.4
468,T001038 ,18000,2018740,MW00000,2011G400,9.8,0.1024,5.4,5.4,1.4,8.8
469,T001038 ,18000,2018740,MW00000,2013G400,9.6,0.1039,5.5,5.2,1.2,8.8
470,T001038 ,18000,2018740,MW00000,2015G400,10.1,0.0987,5.7,5.5,1.3,9.3
471,T001038 ,18000,2018740,MOG0095,2011G400,9.6,,5.0,4.8,1.0,8.4
472,T001038 ,18000,2018740,MOG0095,2013G400,9.5,,5.0,4.7,0.9,8.5
473,T001038 ,18000,2018740,MOG0095,2015G400,10.0,,5.2,5.0,0.9,8.9
474,T001038 ,18000,2018740,MBG0095,2011G400,9.9,,5.9,6.0,1.8,9.1
475,T001038 ,18000,2018740,MBG0095,2013G400,9.7,,5.9,5.8,1.6,9.1
476,T001038 ,18000,2018740,MBG0095,2015G400,10.3,,6.2,6.1,1.6,9.6
477,T001038 ,18000,2018790,MW00000,2011G400,10.7,0.0936,6.3,6.2,1.9,10.0
478,T001038 ,18000,2018790,MW00000,2013G400,10.8,0.0926,6.7,6.4,1.9,10.1
479,T001038 ,18000,2018790,MW00000,2015G400,12.1,0.0829,7.9,8.0,1.7,11.1
480,T001038 ,18000,2018790,MOG0095,2011G400,10.5,,5.6,5.3,1.2,9.5
481,T001038 ,18000,2018790,MOG0095,2013G400,10.6,,6.0,5.6,1.3,9.7
482,T001038 ,18000,2018790,MOG0095,2015G400,11.8,,7.1,7.2,1.2,10.6
483,T001038 ,18000,2018790,MBG0095,2011G400,10.8,,7.0,7.1,2.6,10.4
484,T001038 ,18000,2018790,MBG0095,2013G400,10.9,,7.5,7.3,2.6,10.6
485,T001038 ,18000,2018790,MBG0095,2015G400,12.3,,8.6,8.8,2.3,11.6
486,3000    ,10010,2018700,MW00000,2011G400,77.0,0.0058,57.8,66.6,43.9,69.6
487,3000    ,10010,2018700,MW00000,2013G400,76.8,0.0063,57.4,66.2,42.0,68.6
488,3000    ,10010,2018700,MW00000,2015G400,76.3,0.0085,56.9,66.0,40.7,67.7
489,3000    ,10010,2018700,MOG0095,2011G400,76.7,,56.9,,42.6,
490,3000    ,10010,2018700,MOG0095,2013G400,76.4,,56.4,,40.8,
491,3000    ,10010,2018700,MOG0095,2015G400,75.7,,55.8,,39.6,
492,3000    ,10010,2018700,MBG0095,2011G400,77.2,,58.7,,45.1,
493,3000    ,10010,2018700,MBG0095,2013G400,77.2,,58.4,,43.2,
494,3000    ,10010,2018700,MBG0095,2015G400,76.8,,57.9,,41.9,
495,3000    ,10010,2018740,MW00000,2011G400,79.8,0.0025,65.4,72.3,47.1,73.7
496,3000    ,10010,2018740,MW00000,2013G400,79.9,0.0036,65.4,72.8,46.6,73.8
497,3000    ,10010,2018740,MW00000,2015G400,80.3,0.0043,65.2,73.9,46.1,73.9
498,3000    ,10010,2018740,MOG0095,2011G400,79.5,,64.7,,46.2,
499,3000    ,10010,2018740,MOG0095,2013G400,79.6,,64.7,,45.8,
500,3000    ,10010,2018740,MOG0095,2015G400,80.0,,64.5,,45.3,
501,3000    ,10010,2018740,MBG0095,2011G400,80.1,,66.1,,48.0,
502,3000    ,10010,2018740,MBG0095,2013G400,80.2,,66.1,,47.4,
503,3000    ,10010,2018740,MBG0095,2015G400,80.6,,66.0,,46.9,
504,3000    ,10010,2018790,MW00000,2011G400,83.0,0.0038,71.8,76.9,51.8,77.5
505,3000    ,10010,2018790,MW00000,2013G400,83.3,0.0026,71.6,77.3,51.7,78.2
506,3000    ,10010,2018790,MW00000,2015G400,84.2,0.0025,72.0,79.3,51.1,79.2
507,3000    ,10010,2018790,MOG0095,2011G400,82.6,,71.0,,50.7,
508,3000    ,10010,2018790,MOG0095,2013G400,83.0,,70.6,,50.6,
509,3000    ,10010,2018790,MOG0095,2015G400,83.9,,71.1,,50.1,
510,3000    ,10010,2018790,MBG0095,2011G400,83.4,,72.7,,52.9,
511,3000    ,10010,2018790,MBG0095,2013G400,83.6,,72.5,,52.7,
512,3000    ,10010,2018790,MBG0095,2015G400,84.6,,73.0,,52.0,
513,3000    ,10100,2018700,MW00000,2011G400,76.9,0.0002,57.6,66.5,43.7,69.5
514,3000    ,10100,2018700,MW00000,2013G400,76.8,0.0003,57.3,66.1,41.8,68.6
515,3000    ,10100,2018700,MW00000,2015G400,76.4,0.0003,56.8,66.1,40.6,67.8
516,3000    ,10100,2018700,MOG0095,2011G400,76.8,,56.8,,42.4,
517,3000    ,10100,2018700,MOG0095,2013G400,76.5,,56.3,,40.6,
518,3000    ,10100,2018700,MOG0095,2015G400,76.2,,55.8,,39.5,
519,3000    ,10100,2018700,MBG0095,2011G400,77.1,,58.5,,44.9,
520,3000    ,10100,2018700,MBG0095,2013G400,77.1,,58.2,,43.1,
521,3000    ,10100,2018700,MBG0095,2015G400,76.7,,57.9,,41.8,
522,3000    ,10100,2018740,MW00000,2011G400,79.5,0.0003,65.1,71.9,46.7,73.4
523,3000    ,10100,2018740,MW00000,2013G400,79.7,0.0003,65.1,72.6,46.3,73.6
524,3000    ,10100,2018740,MW00000,2015G400,80.1,0.0002,65.0,73.7,45.8,73.7
525,3000    ,10100,2018740,MOG0095,2011G400,79.2,,64.4,,45.8,
526,3000    ,10100,2018740,MOG0095,2013G400,79.5,,64.4,,45.5,
527,3000    ,10100,2018740,MOG0095,2015G400,79.9,,64.3,,45.0,
528,3000    ,10100,2018740,MBG0095,2011G400,79.8,,65.8,,47.6,
529,3000    ,10100,2018740,MBG0095,2013G400,80.0,,65.8,,47.1,
530,3000    ,10100,2018740,MBG0095,2015G400,80.4,,65.8,,46.7,
531,3000    ,10100,2018790,MW00000,2011G400,82.8,0.0002,71.6,76.7,51.5,77.4
532,3000    ,10100,2018790,MW00000,2013G400,83.0,0.0002,71.3,77.0,51.3,77.9
533,3000    ,10100,2018790,MW00000,2015G400,84.0,0.0001,71.7,79.0,50.7,78.9
534,3000    ,10100,2018790,MOG0095,2011G400,82.4,,70.8,,50.4,
535,3000    ,10100,2018790,MOG0095,2013G400,82.7,,70.4,,50.2,
536,3000    ,10100,2018790,MOG0095,2015G400,83.6,,70.8,,49.7,
537,3000    ,10100,2018790,MBG0095,2011G400,83.2,,72.5,,52.6,
538,3000    ,10100,2018790,MBG0095,2013G400,83.3,,72.2,,52.3,
539,3000    ,10100,2018790,MBG0095,2015G400,84.3,,72.7,,51.7,
540,3000    ,10500,2018700,MW00000,2011G400,73.0,0.0001,54.0,62.6,40.2,65.7
541,3000    ,10500,2018700,MW00000,2013G400,72.9,0.0001,53.7,62.2,38.4,64.7
542,3000    ,10500,2018700,MW00000,2015G400,72.5,0.0001,53.2,62.2,37.2,64.0
543,3000    ,10500,2018700,MOG0095,2011G400,72.8,,53.2,,38.9,
544,3000    ,10500,2018700,MOG0095,2013G400,72.6,,52.7,,37.2,
545,3000    ,10500,2018700,MOG0095,2015G400,72.3,,52.2,,36.0,
546,3000    ,10500,2018700,MBG0095,2011G400,73.1,,54.9,,41.4,
547,3000    ,10500,2018700,MBG0095,2013G400,73.2,,54.6,,39.6,
548,3000    ,10500,2018700,MBG0095,2015G400,72.8,,54.2,,38.3,
549,3000    ,10500,2018740,MW00000,2011G400,75.6,0.0001,61.3,68.0,43.1,69.7
550,3000    ,10500,2018740,MW00000,2013G400,75.8,0.0001,61.3,68.7,42.6,69.9
551,3000    ,10500,2018740,MW00000,2015G400,76.2,0.0001,61.2,69.8,42.2,70.0
552,3000    ,10500,2018740,MOG0095,2011G400,75.3,,60.6,,42.2,
553,3000    ,10500,2018740,MOG0095,2013G400,75.6,,60.6,,41.8,
554,3000    ,10500,2018740,MOG0095,2015G400,75.9,,60.5,,41.4,
555,3000    ,10500,2018740,MBG0095,2011G400,75.9,,62.0,,44.0,
556,3000    ,10500,2018740,MBG0095,2013G400,76.0,,62.0,,43.5,
557,3000    ,10500,2018740,MBG0095,2015G400,76.5,,62.0,,43.0,
558,3000    ,10500,2018790,MW00000,2011G400,78.9,0.0001,67.9,72.8,47.8,73.7
559,3000    ,10500,2018790,MW00000,2013G400,79.1,0.0001,67.5,73.0,47.5,74.1
560,3000    ,10500,2018790,MW00000,2015G400,80.0,0.0001,67.9,75.0,47.0,75.1
561,3000    ,10500,2018790,MOG0095,2011G400,78.5,,67.0,,46.7,
562,3000    ,10500,2018790,MOG0095,2013G400,78.8,,66.6,,46.5,
563,3000    ,10500,2018790,MOG0095,2015G400,79.6,,67.0,,46.0,
564,3000    ,10500,2018790,MBG0095,2011G400,79.2,,68.7,,48.9,
565,3000    ,10500,2018790,MBG0095,2013G400,79.4,,68.4,,48.6,
566,3000    ,10500,2018790,MBG0095,2015G400,80.4,,68.9,,47.9,
567,3000    ,11000,2018700,MW00000,2011G400,68.0,0.0001,49.3,57.6,35.7,60.8
568,3000    ,11000,2018700,MW00000,2013G400,67.9,0.0001,49.1,57.2,34.0,59.9
569,3000    ,11000,2018700,MW00000,2015G400,67.6,0.0002,48.5,57.2,32.9,59.1
