ID,Geslacht,LeeftijdOp31December,Onderwijsniveau,Marges,Perioden,Levensverwachting_1,Sterftekans_2,LevensverwInAlsGoedErvarenGezondh_3,LevensverwZonderLichBeperkingen_4,LevensverwZonderChronischeZiektes_5,LevensverwInGoedeGeestelijkeGezondh_6
570,3000    ,11000,2018700,MOG0095,2011G400,67.9,,48.4,56.7,34.5,59.9
571,3000    ,11000,2018700,MOG0095,2013G400,67.7,,48.1,56.4,32.8,59.0
572,3000    ,11000,2018700,MOG0095,2015G400,67.3,,47.6,56.4,31.8,58.2
573,3000    ,11000,2018700,MBG0095,2011G400,68.2,,50.1,58.5,36.9,61.7
574,3000    ,11000,2018700,MBG0095,2013G400,68.2,,50.0,58.0,35.2,60.7
575,3000    ,11000,2018700,MBG0095,2015G400,67.8,,49.5,58.0,34.0,59.9
576,3000    ,11000,2018740,MW00000,2011G400,70.6,0.0001,56.5,63.0,38.6,65.1
577,3000    ,11000,2018740,MW00000,2013G400,70.8,0.0001,56.4,63.7,38.2,65.3
578,3000    ,11000,2018740,MW00000,2015G400,71.2,0.0001,56.4,64.8,37.7,65.2
579,3000    ,11000,2018740,MOG0095,2011G400,70.3,,55.8,62.4,37.7,64.5
580,3000    ,11000,2018740,MOG0095,2013G400,70.6,,55.7,63.1,37.4,64.7
581,3000    ,11000,2018740,MOG0095,2015G400,70.9,,55.6,64.2,36.9,64.7
582,3000    ,11000,2018740,MBG0095,2011G400,70.9,,57.2,63.7,39.5,65.7
583,3000    ,11000,2018740,MBG0095,2013G400,71.1,,57.1,64.3,39.0,65.8
584,3000    ,11000,2018740,MBG0095,2015G400,71.5,,57.1,65.4,38.5,65.8
585,3000    ,11000,2018790,MW00000,2011G400,73.9,0.0001,63.0,67.8,43.3,69.0
586,3000    ,11000,2018790,MW00000,2013G400,74.1,0.0001,62.7,68.0,43.0,69.4
587,3000    ,11000,2018790,MW00000,2015G400,75.0,0.0001,63.1,70.0,42.5,70.4
588,3000    ,11000,2018790,MOG0095,2011G400,73.5,,62.2,66.9,42.2,68.3
589,3000    ,11000,2018790,MOG0095,2013G400,73.8,,61.8,67.1,42.0,68.7
590,3000    ,11000,2018790,MOG0095,2015G400,74.6,,62.1,69.2,41.5,69.7
591,3000    ,11000,2018790,MBG0095,2011G400,74.3,,63.9,68.7,44.4,69.7
592,3000    ,11000,2018790,MBG0095,2013G400,74.4,,63.6,68.9,44.0,70.1
593,3000    ,11000,2018790,MBG0095,2015G400,75.4,,64.0,70.8,43.4,71.0
594,3000    ,11500,2018700,MW00000,2011G400,63.0,0.0002,44.6,52.8,31.6,56.0
595,3000    ,11500,2018700,MW00000,2013G400,63.0,0.0002,44.4,52.4,29.8,55.0
596,3000    ,11500,2018700,MW00000,2015G400,62.6,0.0004,43.8,52.3,28.8,54.2
597,3000    ,11500,2018700,MOG0095,2011G400,62.9,,43.8,52.0,30.4,55.1
598,3000    ,11500,2018700,MOG0095,2013G400,62.7,,43.4,51.5,28.7,54.1
599,3000    ,11500,2018700,MOG0095,2015G400,62.4,,42.8,51.5,27.7,53.4
600,3000    ,11500,2018700,MBG0095,2011G400,63.2,,45.5,53.7,32.9,56.8
601,3000    ,11500,2018700,MBG0095,2013G400,63.2,,45.3,53.2,31.0,55.8
602,3000    ,11500,2018700,MBG0095,2015G400,62.9,,44.7,53.1,29.9,55.1
603,3000    ,11500,2018740,MW00000,2011G400,65.6,0.0003,51.7,58.2,34.4,60.4
604,3000    ,11500,2018740,MW00000,2013G400,65.9,0.0003,51.8,58.9,33.9,60.6
605,3000    ,11500,2018740,MW00000,2015G400,66.3,0.0002,51.7,59.9,33.6,60.5
606,3000    ,11500,2018740,MOG0095,2011G400,65.4,,51.0,57.5,33.5,59.8
607,3000    ,11500,2018740,MOG0095,2013G400,65.6,,51.1,58.2,33.1,60.0
608,3000    ,11500,2018740,MOG0095,2015G400,66.0,,51.0,59.3,32.8,60.0
609,3000    ,11500,2018740,MBG0095,2011G400,65.9,,52.4,58.8,35.2,61.0
610,3000    ,11500,2018740,MBG0095,2013G400,66.1,,52.4,59.5,34.7,61.1
611,3000    ,11500,2018740,MBG0095,2015G400,66.5,,52.4,60.5,34.3,61.1
612,3000    ,11500,2018790,MW00000,2011G400,69.0,0.0003,58.2,62.9,38.9,64.3
613,3000    ,11500,2018790,MW00000,2013G400,69.1,0.0002,57.8,63.2,38.6,64.7
614,3000    ,11500,2018790,MW00000,2015G400,70.0,0.0002,58.2,65.1,38.2,65.6
615,3000    ,11500,2018790,MOG0095,2011G400,68.6,,57.4,62.1,37.8,63.6
616,3000    ,11500,2018790,MOG0095,2013G400,68.8,,56.9,62.3,37.6,64.0
617,3000    ,11500,2018790,MOG0095,2015G400,69.7,,57.3,64.3,37.2,65.0
618,3000    ,11500,2018790,MBG0095,2011G400,69.3,,59.1,63.8,40.0,65.0
619,3000    ,11500,2018790,MBG0095,2013G400,69.4,,58.7,64.1,39.6,65.3
620,3000    ,11500,2018790,MBG0095,2015G400,70.4,,59.2,65.9,39.1,66.2
621,3000    ,12000,2018700,MW00000,2011G400,58.1,0.0006,40.0,48.0,27.9,51.3
622,3000    ,12000,2018700,MW00000,2013G400,58.0,0.0008,39.8,47.6,25.8,50.3
623,3000    ,12000,2018700,MW00000,2015G400,57.7,0.001,39.2,47.6,24.8,49.5
624,3000    ,12000,2018700,MOG0095,2011G400,58.0,,39.2,47.2,26.7,50.5
625,3000    ,12000,2018700,MOG0095,2013G400,57.8,,38.9,46.7,24.7,49.4
626,3000    ,12000,2018700,MOG0095,2015G400,57.5,,38.2,46.8,23.8,48.7
627,3000    ,12000,2018700,MBG0095,2011G400,58.3,,40.8,48.9,29.0,52.2
628,3000    ,12000,2018700,MBG0095,2013G400,58.3,,40.7,48.4,27.0,51.1
629,3000    ,12000,2018700,MBG0095,2015G400,58.0,,40.2,48.3,25.9,50.4
630,3000    ,12000,2018740,MW00000,2011G400,60.7,0.0004,47.1,53.3,30.4,55.8
631,3000    ,12000,2018740,MW00000,2013G400,61.0,0.0004,47.2,54.1,30.0,55.9
632,3000    ,12000,2018740,MW00000,2015G400,61.3,0.0004,47.1,55.0,29.7,55.8
633,3000    ,12000,2018740,MOG0095,2011G400,60.4,,46.4,52.7,29.5,55.2
634,3000    ,12000,2018740,MOG0095,2013G400,60.7,,46.5,53.4,29.2,55.4
635,3000    ,12000,2018740,MOG0095,2015G400,61.1,,46.3,54.4,29.0,55.3
636,3000    ,12000,2018740,MBG0095,2011G400,61.0,,47.7,54.0,31.2,56.4
637,3000    ,12000,2018740,MBG0095,2013G400,61.2,,47.8,54.7,30.7,56.5
638,3000    ,12000,2018740,MBG0095,2015G400,61.6,,47.8,55.6,30.4,56.4
639,3000    ,12000,2018790,MW00000,2011G400,64.0,0.0003,53.6,58.1,35.1,59.7
640,3000    ,12000,2018790,MW00000,2013G400,64.2,0.0003,53.2,58.4,34.6,60.0
641,3000    ,12000,2018790,MW00000,2015G400,65.1,0.0003,53.6,60.2,33.9,60.9
642,3000    ,12000,2018790,MOG0095,2011G400,63.7,,52.8,57.3,34.1,59.1
643,3000    ,12000,2018790,MOG0095,2013G400,63.9,,52.3,57.5,33.6,59.4
644,3000    ,12000,2018790,MOG0095,2015G400,64.7,,52.7,59.4,33.0,60.3
645,3000    ,12000,2018790,MBG0095,2011G400,64.4,,54.4,59.0,36.1,60.4
646,3000    ,12000,2018790,MBG0095,2013G400,64.5,,54.1,59.3,35.5,60.6
647,3000    ,12000,2018790,MBG0095,2015G400,65.5,,54.5,61.1,34.8,61.5
648,3000    ,12500,2018700,MW00000,2011G400,53.3,0.0009,35.8,43.5,24.1,46.8
649,3000    ,12500,2018700,MW00000,2013G400,53.3,0.0008,35.4,43.0,22.5,46.0
650,3000    ,12500,2018700,MW00000,2015G400,53.0,0.0009,34.9,43.1,21.1,45.2
651,3000    ,12500,2018700,MOG0095,2011G400,53.1,,35.1,42.7,23.1,46.0
652,3000    ,12500,2018700,MOG0095,2013G400,53.0,,34.6,42.2,21.5,45.2
653,3000    ,12500,2018700,MOG0095,2015G400,52.8,,34.0,42.4,20.2,44.5
654,3000    ,12500,2018700,MBG0095,2011G400,53.4,,36.6,44.2,25.1,47.5
655,3000    ,12500,2018700,MBG0095,2013G400,53.5,,36.3,43.8,23.5,46.7
656,3000    ,12500,2018700,MBG0095,2015G400,53.3,,35.8,43.8,22.1,46.0
657,3000    ,12500,2018740,MW00000,2011G400,55.8,0.0004,42.7,48.7,26.5,51.3
658,3000    ,12500,2018740,MW00000,2013G400,56.1,0.0004,42.8,49.2,26.0,51.5
659,3000    ,12500,2018740,MW00000,2015G400,56.5,0.0004,42.7,50.2,25.9,51.4
660,3000    ,12500,2018740,MOG0095,2011G400,55.6,,42.0,48.1,25.7,50.8
661,3000    ,12500,2018740,MOG0095,2013G400,55.8,,42.2,48.6,25.3,51.0
662,3000    ,12500,2018740,MOG0095,2015G400,56.2,,42.0,49.6,25.1,50.9
663,3000    ,12500,2018740,MBG0095,2011G400,56.1,,43.3,49.4,27.4,51.9
664,3000    ,12500,2018740,MBG0095,2013G400,56.3,,43.5,49.9,26.8,52.0
665,3000    ,12500,2018740,MBG0095,2015G400,56.7,,43.4,50.8,26.6,51.9
666,3000    ,12500,2018790,MW00000,2011G400,59.1,0.0003,48.8,53.2,31.0,55.2
667,3000    ,12500,2018790,MW00000,2013G400,59.3,0.0002,48.5,53.5,30.6,55.5
668,3000    ,12500,2018790,MW00000,2015G400,60.2,0.0003,49.0,55.4,30.1,56.4
669,3000    ,12500,2018790,MOG0095,2011G400,58.8,,48.0,52.4,30.1,54.6
670,3000    ,12500,2018790,MOG0095,2013G400,59.0,,47.7,52.6,29.6,54.9
671,3000    ,12500,2018790,MOG0095,2015G400,59.8,,48.1,54.6,29.2,55.8
672,3000    ,12500,2018790,MBG0095,2011G400,59.5,,49.7,54.1,32.0,55.9
673,3000    ,12500,2018790,MBG0095,2013G400,59.6,,49.4,54.4,31.5,56.1
674,3000    ,12500,2018790,MBG0095,2015G400,60.5,,49.9,56.2,30.9,57.0
675,3000    ,13000,2018700,MW00000,2011G400,48.5,0.0007,31.7,38.9,20.5,42.6
676,3000    ,13000,2018700,MW00000,2013G400,48.5,0.0011,31.4,38.5,19.2,41.9
677,3000    ,13000,2018700,MW00000,2015G400,48.3,0.0009,31.0,38.6,17.9,41.2
678,3000    ,13000,2018700,MOG0095,2011G400,48.4,,31.1,38.1,19.6,41.9
679,3000    ,13000,2018700,MOG0095,2013G400,48.2,,30.6,37.8,18.3,41.1
680,3000    ,13000,2018700,MOG0095,2015G400,48.0,,30.1,37.9,17.0,40.5
681,3000    ,13000,2018700,MBG0095,2011G400,48.6,,32.4,39.6,21.4,43.3
682,3000    ,13000,2018700,MBG0095,2013G400,48.7,,32.2,39.3,20.1,42.6
683,3000    ,13000,2018700,MBG0095,2015G400,48.5,,31.8,39.3,18.8,41.9
684,3000    ,13000,2018740,MW00000,2011G400,50.9,0.0007,38.1,43.9,22.9,47.0
685,3000    ,13000,2018740,MW00000,2013G400,51.2,0.0005,38.4,44.5,22.4,47.1
686,3000    ,13000,2018740,MW00000,2015G400,51.6,0.0006,38.5,45.4,22.3,47.1
687,3000    ,13000,2018740,MOG0095,2011G400,50.7,,37.5,43.3,22.2,46.4
688,3000    ,13000,2018740,MOG0095,2013G400,51.0,,37.8,43.9,21.7,46.6
689,3000    ,13000,2018740,MOG0095,2015G400,51.3,,37.8,44.9,21.7,46.6
690,3000    ,13000,2018740,MBG0095,2011G400,51.2,,38.8,44.6,23.7,47.5
691,3000    ,13000,2018740,MBG0095,2013G400,51.4,,39.1,45.1,23.1,47.6
692,3000    ,13000,2018740,MBG0095,2015G400,51.9,,39.2,46.0,23.0,47.6
693,3000    ,13000,2018790,MW00000,2011G400,54.2,0.0002,44.3,48.3,26.8,50.7
694,3000    ,13000,2018790,MW00000,2013G400,54.3,0.0002,44.0,48.6,26.4,50.9
695,3000    ,13000,2018790,MW00000,2015G400,55.3,0.0003,44.4,50.5,26.1,51.9
696,3000    ,13000,2018790,MOG0095,2011G400,53.8,,43.5,47.5,25.9,50.1
697,3000    ,13000,2018790,MOG0095,2013G400,54.0,,43.1,47.7,25.5,50.3
698,3000    ,13000,2018790,MOG0095,2015G400,54.9,,43.5,49.7,25.3,51.3
699,3000    ,13000,2018790,MBG0095,2011G400,54.6,,45.1,49.2,27.8,51.3
700,3000    ,13000,2018790,MBG0095,2013G400,54.6,,44.8,49.4,27.3,51.5
701,3000    ,13000,2018790,MBG0095,2015G400,55.6,,45.3,51.3,27.0,52.5
702,3000    ,13500,2018700,MW00000,2011G400,43.7,0.0009,28.0,34.5,17.4,38.6
703,3000    ,13500,2018700,MW00000,2013G400,43.7,0.0011,28.0,34.3,16.5,38.0
704,3000    ,13500,2018700,MW00000,2015G400,43.5,0.0015,27.4,34.2,15.2,37.3
705,3000    ,13500,2018700,MOG0095,2011G400,43.5,,27.4,33.9,16.6,38.0
706,3000    ,13500,2018700,MOG0095,2013G400,43.5,,27.2,33.6,15.7,37.3
707,3000    ,13500,2018700,MOG0095,2015G400,43.2,,26.6,33.6,14.4,36.7
708,3000    ,13500,2018700,MBG0095,2011G400,43.8,,28.6,35.2,18.2,39.2
709,3000    ,13500,2018700,MBG0095,2013G400,44.0,,28.7,35.0,17.3,38.6
710,3000    ,13500,2018700,MBG0095,2015G400,43.7,,28.2,34.9,16.0,38.0
711,3000    ,13500,2018740,MW00000,2011G400,46.1,0.0009,33.8,39.2,19.3,42.5
712,3000    ,13500,2018740,MW00000,2013G400,46.3,0.0007,34.0,39.7,18.8,42.5
713,3000    ,13500,2018740,MW00000,2015G400,46.7,0.0007,34.2,40.7,18.8,42.8
714,3000    ,13500,2018740,MOG0095,2011G400,45.8,,33.1,38.5,18.5,42.0
715,3000    ,13500,2018740,MOG0095,2013G400,46.1,,33.4,39.1,18.1,42.1
716,3000    ,13500,2018740,MOG0095,2015G400,46.4,,33.6,40.1,18.1,42.3
717,3000    ,13500,2018740,MBG0095,2011G400,46.4,,34.4,39.8,20.0,43.0
718,3000    ,13500,2018740,MBG0095,2013G400,46.6,,34.7,40.3,19.5,43.0
719,3000    ,13500,2018740,MBG0095,2015G400,47.0,,34.9,41.3,19.4,43.2
720,3000    ,13500,2018790,MW00000,2011G400,49.3,0.0004,39.7,43.4,23.2,46.2
721,3000    ,13500,2018790,MW00000,2013G400,49.4,0.0006,39.3,43.6,22.8,46.3
722,3000    ,13500,2018790,MW00000,2015G400,50.3,0.0004,39.9,45.6,22.3,47.2
723,3000    ,13500,2018790,MOG0095,2011G400,48.9,,38.9,42.6,22.3,45.6
724,3000    ,13500,2018790,MOG0095,2013G400,49.1,,38.5,42.8,21.9,45.8
725,3000    ,13500,2018790,MOG0095,2015G400,50.0,,39.0,44.8,21.5,46.7
726,3000    ,13500,2018790,MBG0095,2011G400,49.6,,40.5,44.3,24.2,46.8
727,3000    ,13500,2018790,MBG0095,2013G400,49.7,,40.2,44.5,23.6,46.9
728,3000    ,13500,2018790,MBG0095,2015G400,50.7,,40.8,46.4,23.1,47.8
729,3000    ,14000,2018700,MW00000,2011G400,38.8,0.0016,24.2,30.3,14.0,34.3
730,3000    ,14000,2018700,MW00000,2013G400,38.9,0.0016,23.9,29.9,13.3,33.9
731,3000    ,14000,2018700,MW00000,2015G400,38.8,0.0023,23.2,29.7,12.2,33.4
732,3000    ,14000,2018700,MOG0095,2011G400,38.7,,23.6,29.6,13.2,33.7
733,3000    ,14000,2018700,MOG0095,2013G400,38.7,,23.2,29.2,12.6,33.3
734,3000    ,14000,2018700,MOG0095,2015G400,38.5,,22.5,29.1,11.5,32.8
735,3000    ,14000,2018700,MBG0095,2011G400,39.0,,24.8,30.9,14.7,34.8
736,3000    ,14000,2018700,MBG0095,2013G400,39.2,,24.6,30.6,14.1,34.5
737,3000    ,14000,2018700,MBG0095,2015G400,39.0,,23.9,30.4,12.9,34.0
738,3000    ,14000,2018740,MW00000,2011G400,41.3,0.0011,29.5,34.4,16.1,37.8
739,3000    ,14000,2018740,MW00000,2013G400,41.5,0.0012,29.9,35.0,15.7,38.1
740,3000    ,14000,2018740,MW00000,2015G400,41.9,0.0008,30.2,36.1,15.6,38.5
741,3000    ,14000,2018740,MOG0095,2011G400,41.0,,28.9,33.8,15.4,37.3
742,3000    ,14000,2018740,MOG0095,2013G400,41.2,,29.3,34.4,15.0,37.6
743,3000    ,14000,2018740,MOG0095,2015G400,41.6,,29.5,35.5,15.0,38.0
744,3000    ,14000,2018740,MBG0095,2011G400,41.6,,30.1,35.1,16.8,38.3
745,3000    ,14000,2018740,MBG0095,2013G400,41.7,,30.6,35.6,16.3,38.5
746,3000    ,14000,2018740,MBG0095,2015G400,42.1,,30.8,36.6,16.2,39.0
747,3000    ,14000,2018790,MW00000,2011G400,44.3,0.0008,35.1,38.5,19.7,41.7
748,3000    ,14000,2018790,MW00000,2013G400,44.5,0.0005,34.8,38.8,19.2,41.8
749,3000    ,14000,2018790,MW00000,2015G400,45.4,0.0007,35.5,40.8,18.8,42.7
750,3000    ,14000,2018790,MOG0095,2011G400,44.0,,34.3,37.7,18.8,41.1
751,3000    ,14000,2018790,MOG0095,2013G400,44.2,,34.0,37.9,18.4,41.2
752,3000    ,14000,2018790,MOG0095,2015G400,45.1,,34.7,40.0,18.0,42.2
753,3000    ,14000,2018790,MBG0095,2011G400,44.7,,35.9,39.4,20.6,42.3
754,3000    ,14000,2018790,MBG0095,2013G400,44.8,,35.7,39.6,20.1,42.3
755,3000    ,14000,2018790,MBG0095,2015G400,45.8,,36.4,41.6,19.6,43.3
756,3000    ,14500,2018700,MW00000,2011G400,34.1,0.0027,20.5,26.1,11.1,30.1
757,3000    ,14500,2018700,MW00000,2013G400,34.2,0.003,20.3,25.7,10.7,30.0
758,3000    ,14500,2018700,MW00000,2015G400,34.2,0.0033,19.8,25.6,9.7,29.6
759,3000    ,14500,2018700,MOG0095,2011G400,34.0,,20.0,25.5,10.5,29.6
760,3000    ,14500,2018700,MOG0095,2013G400,34.0,,19.6,25.1,10.1,29.4
761,3000    ,14500,2018700,MOG0095,2015G400,34.0,,19.1,25.0,9.1,29.1
762,3000    ,14500,2018700,MBG0095,2011G400,34.3,,21.0,26.7,11.7,30.6
763,3000    ,14500,2018700,MBG0095,2013G400,34.5,,20.9,26.4,11.4,30.5
764,3000    ,14500,2018700,MBG0095,2015G400,34.4,,20.4,26.2,10.3,30.1
765,3000    ,14500,2018740,MW00000,2011G400,36.5,0.0019,25.3,29.9,12.9,33.4
766,3000    ,14500,2018740,MW00000,2013G400,36.7,0.0016,25.9,30.4,12.5,33.7
767,3000    ,14500,2018740,MW00000,2015G400,37.0,0.0016,26.1,31.5,12.6,34.2
768,3000    ,14500,2018740,MOG0095,2011G400,36.3,,24.7,29.2,12.2,32.9
769,3000    ,14500,2018740,MOG0095,2013G400,36.5,,25.3,29.8,11.9,33.2
770,3000    ,14500,2018740,MOG0095,2015G400,36.8,,25.5,30.9,12.1,33.7
771,3000    ,14500,2018740,MBG0095,2011G400,36.8,,26.0,30.5,13.5,33.9
772,3000    ,14500,2018740,MBG0095,2013G400,36.9,,26.5,31.0,13.1,34.1
773,3000    ,14500,2018740,MBG0095,2015G400,37.3,,26.7,32.0,13.2,34.6
774,3000    ,14500,2018790,MW00000,2011G400,39.5,0.001,30.5,33.7,16.3,37.2
775,3000    ,14500,2018790,MW00000,2013G400,39.6,0.001,30.2,34.0,15.5,37.1
776,3000    ,14500,2018790,MW00000,2015G400,40.6,0.001,31.0,36.0,15.2,38.2
777,3000    ,14500,2018790,MOG0095,2011G400,39.1,,29.7,32.9,15.4,36.6
778,3000    ,14500,2018790,MOG0095,2013G400,39.3,,29.3,33.1,14.7,36.6
779,3000    ,14500,2018790,MOG0095,2015G400,40.2,,30.1,35.2,14.4,37.7
780,3000    ,14500,2018790,MBG0095,2011G400,39.9,,31.3,34.6,17.2,37.8
781,3000    ,14500,2018790,MBG0095,2013G400,39.9,,31.0,34.8,16.4,37.6
782,3000    ,14500,2018790,MBG0095,2015G400,40.9,,31.9,36.8,15.9,38.8
783,3000    ,15000,2018700,MW00000,2011G400,29.6,0.0047,17.2,22.2,8.6,26.2
784,3000    ,15000,2018700,MW00000,2013G400,29.7,0.005,17.2,22.0,8.4,26.3
785,3000    ,15000,2018700,MW00000,2015G400,29.7,0.0048,16.9,21.7,7.5,25.9
786,3000    ,15000,2018700,MOG0095,2011G400,29.4,,16.7,21.7,8.0,25.8
787,3000    ,15000,2018700,MOG0095,2013G400,29.5,,16.6,21.4,7.8,25.8
788,3000    ,15000,2018700,MOG0095,2015G400,29.5,,16.2,21.2,7.0,25.5
789,3000    ,15000,2018700,MBG0095,2011G400,29.7,,17.7,22.8,9.1,26.7
790,3000    ,15000,2018700,MBG0095,2013G400,29.9,,17.8,22.6,8.9,26.7
791,3000    ,15000,2018700,MBG0095,2015G400,29.9,,17.5,22.3,8.0,26.4
792,3000    ,15000,2018740,MW00000,2011G400,31.8,0.0031,21.4,25.6,10.0,29.2
793,3000    ,15000,2018740,MW00000,2013G400,32.0,0.0025,22.1,26.0,9.8,29.5
794,3000    ,15000,2018740,MW00000,2015G400,32.3,0.0027,22.4,27.1,9.9,30.0
795,3000    ,15000,2018740,MOG0095,2011G400,31.6,,20.8,24.9,9.4,28.7
796,3000    ,15000,2018740,MOG0095,2013G400,31.8,,21.5,25.4,9.3,29.1
797,3000    ,15000,2018740,MOG0095,2015G400,32.0,,21.8,26.5,9.4,29.5
798,3000    ,15000,2018740,MBG0095,2011G400,32.1,,22.0,26.2,10.7,29.6
799,3000    ,15000,2018740,MBG0095,2013G400,32.2,,22.7,26.6,10.4,29.9
800,3000    ,15000,2018740,MBG0095,2015G400,32.6,,23.0,27.6,10.4,30.4
801,3000    ,15000,2018790,MW00000,2011G400,34.7,0.0019,26.2,29.2,12.9,32.7
802,3000    ,15000,2018790,MW00000,2013G400,34.8,0.0022,25.9,29.3,12.2,32.6
803,3000    ,15000,2018790,MW00000,2015G400,35.8,0.0019,26.8,31.3,11.8,33.7
804,3000    ,15000,2018790,MOG0095,2011G400,34.3,,25.4,28.3,12.0,32.1
805,3000    ,15000,2018790,MOG0095,2013G400,34.5,,25.0,28.5,11.4,32.1
806,3000    ,15000,2018790,MOG0095,2015G400,35.4,,25.9,30.5,11.1,33.2
807,3000    ,15000,2018790,MBG0095,2011G400,35.0,,27.0,30.0,13.7,33.2
808,3000    ,15000,2018790,MBG0095,2013G400,35.1,,26.7,30.2,13.0,33.1
809,3000    ,15000,2018790,MBG0095,2015G400,36.1,,27.7,32.1,12.6,34.2
810,3000    ,15500,2018700,MW00000,2011G400,25.2,0.0071,14.2,18.8,6.4,22.5
811,3000    ,15500,2018700,MW00000,2013G400,25.4,0.007,14.3,18.5,6.4,22.8
812,3000    ,15500,2018700,MW00000,2015G400,25.4,0.0066,14.3,18.2,5.9,22.6
813,3000    ,15500,2018700,MOG0095,2011G400,25.1,,13.7,18.2,5.9,22.1
814,3000    ,15500,2018700,MOG0095,2013G400,25.2,,13.8,18.0,5.9,22.4
815,3000    ,15500,2018700,MOG0095,2015G400,25.2,,13.8,17.7,5.4,22.2
816,3000    ,15500,2018700,MBG0095,2011G400,25.3,,14.7,19.3,6.9,22.9
817,3000    ,15500,2018700,MBG0095,2013G400,25.6,,14.9,19.1,6.9,23.2
818,3000    ,15500,2018700,MBG0095,2015G400,25.6,,14.9,18.7,6.4,22.9
819,3000    ,15500,2018740,MW00000,2011G400,27.3,0.0055,17.7,21.5,7.5,25.0
820,3000    ,15500,2018740,MW00000,2013G400,27.4,0.0053,18.3,21.8,7.3,25.2
821,3000    ,15500,2018740,MW00000,2015G400,27.7,0.0053,18.7,22.9,7.4,25.7
822,3000    ,15500,2018740,MOG0095,2011G400,27.0,,17.1,20.9,6.9,24.5
823,3000    ,15500,2018740,MOG0095,2013G400,27.1,,17.8,21.2,6.8,24.8
824,3000    ,15500,2018740,MOG0095,2015G400,27.4,,18.1,22.3,6.9,25.3
825,3000    ,15500,2018740,MBG0095,2011G400,27.6,,18.3,22.1,8.1,25.4
826,3000    ,15500,2018740,MBG0095,2013G400,27.6,,18.9,22.4,7.8,25.6
827,3000    ,15500,2018740,MBG0095,2015G400,28.0,,19.3,23.4,7.9,26.2
828,3000    ,15500,2018790,MW00000,2011G400,30.0,0.0038,22.1,24.7,10.0,28.2
829,3000    ,15500,2018790,MW00000,2013G400,30.1,0.0033,21.8,24.9,9.3,28.3
830,3000    ,15500,2018790,MW00000,2015G400,31.1,0.0036,22.8,26.8,9.2,29.4
831,3000    ,15500,2018790,MOG0095,2011G400,29.6,,21.3,23.9,9.2,27.6
832,3000    ,15500,2018790,MOG0095,2013G400,29.8,,21.0,24.0,8.5,27.8
833,3000    ,15500,2018790,MOG0095,2015G400,30.7,,22.0,26.0,8.5,28.9
834,3000    ,15500,2018790,MBG0095,2011G400,30.4,,22.9,25.6,10.8,28.7
835,3000    ,15500,2018790,MBG0095,2013G400,30.4,,22.6,25.7,10.1,28.8
836,3000    ,15500,2018790,MBG0095,2015G400,31.5,,23.7,27.6,9.9,29.9
837,3000    ,16000,2018700,MW00000,2011G400,21.0,0.0113,11.6,15.5,4.8,18.9
838,3000    ,16000,2018700,MW00000,2013G400,21.2,0.011,11.8,15.2,4.7,19.2
839,3000    ,16000,2018700,MW00000,2015G400,21.1,0.0121,11.8,14.8,4.4,19.0
840,3000    ,16000,2018700,MOG0095,2011G400,20.9,,11.2,15.1,4.3,18.5
841,3000    ,16000,2018700,MOG0095,2013G400,21.0,,11.3,14.7,4.2,18.8
842,3000    ,16000,2018700,MOG0095,2015G400,20.9,,11.3,14.4,4.0,18.6
843,3000    ,16000,2018700,MBG0095,2011G400,21.1,,12.1,16.0,5.2,19.3
844,3000    ,16000,2018700,MBG0095,2013G400,21.4,,12.3,15.7,5.1,19.5
845,3000    ,16000,2018700,MBG0095,2015G400,21.3,,12.4,15.3,4.8,19.3
846,3000    ,16000,2018740,MW00000,2011G400,23.0,0.0078,14.6,17.9,5.7,21.2
847,3000    ,16000,2018740,MW00000,2013G400,23.0,0.0087,15.1,18.0,5.6,21.3
848,3000    ,16000,2018740,MW00000,2015G400,23.4,0.0083,15.5,19.0,5.6,21.8
849,3000    ,16000,2018740,MOG0095,2011G400,22.7,,14.0,17.3,5.2,20.7
850,3000    ,16000,2018740,MOG0095,2013G400,22.8,,14.6,17.5,5.2,20.9
851,3000    ,16000,2018740,MOG0095,2015G400,23.1,,14.9,18.5,5.2,21.4
852,3000    ,16000,2018740,MBG0095,2011G400,23.3,,15.2,18.5,6.3,21.6
853,3000    ,16000,2018740,MBG0095,2013G400,23.2,,15.7,18.6,6.1,21.7
854,3000    ,16000,2018740,MBG0095,2015G400,23.7,,16.1,19.6,6.1,22.2
855,3000    ,16000,2018790,MW00000,2011G400,25.5,0.0066,18.4,20.7,7.6,24.1
856,3000    ,16000,2018790,MW00000,2013G400,25.6,0.0059,18.0,20.6,6.9,24.1
857,3000    ,16000,2018790,MW00000,2015G400,26.6,0.0062,19.0,22.5,6.8,25.3
858,3000    ,16000,2018790,MOG0095,2011G400,25.2,,17.7,19.8,6.8,23.6
859,3000    ,16000,2018790,MOG0095,2013G400,25.3,,17.2,19.7,6.2,23.7
860,3000    ,16000,2018790,MOG0095,2015G400,26.2,,18.2,21.7,6.1,24.8
861,3000    ,16000,2018790,MBG0095,2011G400,25.9,,19.2,21.5,8.4,24.6
862,3000    ,16000,2018790,MBG0095,2013G400,25.9,,18.8,21.4,7.7,24.6
863,3000    ,16000,2018790,MBG0095,2015G400,27.0,,19.9,23.3,7.5,25.8
864,3000    ,16500,2018700,MW00000,2011G400,17.1,0.0182,9.5,12.3,3.5,15.5
