ID,WerkzameStoffen,Perioden,GrootteOppervlakteMetGebruik_1,OppervlakteInVanTotaalAreaal_2,OppervlakteInVanToepassingsgroep_3,GebruikPerJaar_4,GebruikInVanTotaalWerkzameStoffen_5,GebruikInVanToepassingsgroep_6
0,tot    ,1995JJ00,782099.0,97.5,100.0,5935851,100.0,100.0
1,tot    ,1998JJ00,823198.0,100.0,100.0,5993154,100.0,100.0
2,tot    ,2000JJ00,804256.0,99.3,100.0,5321980,100.0,100.0
3,tot    ,2004JJ00,816727.0,98.7,100.0,5454348,100.0,100.0
4,tot    ,2008JJ00,763926.0,93.6,100.0,5546097,100.0,100.0
5,tot    ,2012JJ00,734939.0,94.6,100.0,5772485,100.0,100.0
6,ins    ,1995JJ00,374625.0,46.7,100.0,253333,4.3,100.0
7,ins    ,1998JJ00,356545.0,43.3,100.0,169494,2.8,100.0
8,ins    ,2000JJ00,348113.0,43.3,100.0,133770,2.5,100.0
9,ins    ,2004JJ00,371821.0,45.0,100.0,114872,2.1,100.0
10,ins    ,2008JJ00,376523.0,46.2,100.0,89491,1.6,100.0
11,ins    ,2012JJ00,296199.0,38.1,100.0,78448,1.4,100.0
12,ins39  ,1995JJ00,3413.0,0.4,0.9,201,0.0,0.1
13,ins39  ,1998JJ00,5093.0,0.6,1.4,328,0.0,0.2
14,ins39  ,2000JJ00,5713.0,0.7,1.6,491,0.0,0.4
15,ins39  ,2004JJ00,6361.0,0.8,1.7,409,0.0,0.4
16,ins39  ,2008JJ00,15406.0,1.9,4.1,445,0.0,0.5
17,ins39  ,2012JJ00,18016.0,2.3,6.1,481,0.0,0.6
18,ins11  ,1995JJ00,2708.0,0.3,0.7,6133,0.1,2.4
19,ins11  ,1998JJ00,4029.0,0.5,1.1,7706,0.1,4.5
20,ins11  ,2000JJ00,6666.0,0.8,1.9,10098,0.2,7.5
21,ins11  ,2004JJ00,5763.0,0.7,1.5,5469,0.1,4.8
22,ins11  ,2008JJ00,0.0,0.0,0.0,0,0.0,0.0
23,ins11  ,2012JJ00,0.0,0.0,0.0,0,0.0,0.0
24,ins84  ,1995JJ00,0.0,0.0,0.0,0,0.0,0.0
25,ins84  ,1998JJ00,0.0,0.0,0.0,0,0.0,0.0
26,ins84  ,2000JJ00,0.0,0.0,0.0,0,0.0,0.0
27,ins84  ,2004JJ00,0.0,0.0,0.0,0,0.0,0.0
28,ins84  ,2008JJ00,1281.0,0.2,0.3,617,0.0,0.7
29,ins84  ,2012JJ00,1142.0,0.1,0.4,731,0.0,0.9
30,ins87  ,1995JJ00,0.0,0.0,0.0,0,0.0,0.0
31,ins87  ,1998JJ00,0.0,0.0,0.0,0,0.0,0.0
32,ins87  ,2000JJ00,0.0,0.0,0.0,0,0.0,0.0
33,ins87  ,2004JJ00,0.0,0.0,0.0,0,0.0,0.0
34,ins87  ,2008JJ00,8888.0,1.1,2.4,240,0.0,0.3
35,ins87  ,2012JJ00,28094.0,3.6,9.5,1912,0.0,2.4
36,ins42  ,1995JJ00,823.0,0.1,0.2,1244,0.0,0.5
37,ins42  ,1998JJ00,213.0,0.0,0.1,451,0.0,0.3
38,ins42  ,2000JJ00,160.0,0.0,0.0,309,0.0,0.2
39,ins42  ,2004JJ00,0.0,0.0,0.0,0,0.0,0.0
40,ins42  ,2008JJ00,0.0,0.0,0.0,0,0.0,0.0
41,ins42  ,2012JJ00,0.0,0.0,0.0,0,0.0,0.0
42,ins23  ,1995JJ00,4422.0,0.6,1.2,1859,0.0,0.7
43,ins23  ,1998JJ00,5598.0,0.7,1.6,2795,0.0,1.6
44,ins23  ,2000JJ00,5089.0,0.6,1.5,2137,0.0,1.6
45,ins23  ,2004JJ00,5142.0,0.6,1.4,1487,0.0,1.3
46,ins23  ,2008JJ00,0.0,0.0,0.0,0,0.0,0.0
47,ins23  ,2012JJ00,0.0,0.0,0.0,0,0.0,0.0
48,ins78  ,1995JJ00,0.0,0.0,0.0,0,0.0,0.0
49,ins78  ,1998JJ00,0.0,0.0,0.0,0,0.0,0.0
50,ins78  ,2000JJ00,0.0,0.0,0.0,0,0.0,0.0
51,ins78  ,2004JJ00,481.0,0.1,0.1,107,0.0,0.1
52,ins78  ,2008JJ00,0.0,0.0,0.0,0,0.0,0.0
53,ins78  ,2012JJ00,2647.0,0.3,0.9,470,0.0,0.6
54,ins13  ,1995JJ00,2040.0,0.3,0.5,10872,0.2,4.3
55,ins13  ,1998JJ00,4325.0,0.5,1.2,10565,0.2,6.2
56,ins13  ,2000JJ00,4390.0,0.6,1.3,9535,0.2,7.1
57,ins13  ,2004JJ00,2791.0,0.3,0.8,9693,0.2,8.4
58,ins13  ,2008JJ00,2197.0,0.3,0.6,4364,0.1,4.9
59,ins13  ,2012JJ00,3481.0,0.4,1.2,4263,0.1,5.4
60,ins80  ,1995JJ00,0.0,0.0,0.0,0,0.0,0.0
61,ins80  ,1998JJ00,0.0,0.0,0.0,0,0.0,0.0
62,ins80  ,2000JJ00,0.0,0.0,0.0,0,0.0,0.0
63,ins80  ,2004JJ00,0.0,0.0,0.0,0,0.0,0.0
64,ins80  ,2008JJ00,564.0,0.1,0.1,3561,0.1,4.0
65,ins80  ,2012JJ00,1127.0,0.1,0.4,1163,0.0,1.5
66,ins71  ,1995JJ00,0.0,0.0,0.0,0,0.0,0.0
67,ins71  ,1998JJ00,0.0,0.0,0.0,0,0.0,0.0
68,ins71  ,2000JJ00,0.0,0.0,0.0,0,0.0,0.0
69,ins71  ,2004JJ00,1997.0,0.2,0.5,1302,0.0,1.1
70,ins71  ,2008JJ00,4631.0,0.6,1.2,1324,0.0,1.5
71,ins71  ,2012JJ00,3800.0,0.5,1.3,856,0.0,1.1
72,ins67  ,1995JJ00,3291.0,0.4,0.9,1921,0.0,0.8
73,ins67  ,1998JJ00,1140.0,0.1,0.3,290,0.0,0.2
74,ins67  ,2000JJ00,0.0,0.0,0.0,0,0.0,0.0
75,ins67  ,2004JJ00,0.0,0.0,0.0,0,0.0,0.0
76,ins67  ,2008JJ00,0.0,0.0,0.0,0,0.0,0.0
77,ins67  ,2012JJ00,0.0,0.0,0.0,0,0.0,0.0
78,ins79  ,1995JJ00,0.0,0.0,0.0,0,0.0,0.0
79,ins79  ,1998JJ00,0.0,0.0,0.0,0,0.0,0.0
80,ins79  ,2000JJ00,0.0,0.0,0.0,0,0.0,0.0
81,ins79  ,2004JJ00,796.0,0.1,0.2,105,0.0,0.1
82,ins79  ,2008JJ00,0.0,0.0,0.0,0,0.0,0.0
83,ins79  ,2012JJ00,0.0,0.0,0.0,0,0.0,0.0
84,ins32  ,1995JJ00,2850.0,0.4,0.8,1327,0.0,0.5
85,ins32  ,1998JJ00,1062.0,0.1,0.3,367,0.0,0.2
86,ins32  ,2000JJ00,4054.0,0.5,1.2,1401,0.0,1.0
87,ins32  ,2004JJ00,1429.0,0.2,0.4,656,0.0,0.6
88,ins32  ,2008JJ00,0.0,0.0,0.0,0,0.0,0.0
89,ins32  ,2012JJ00,0.0,0.0,0.0,0,0.0,0.0
90,ins31  ,1995JJ00,2995.0,0.4,0.8,1943,0.0,0.8
91,ins31  ,1998JJ00,3455.0,0.4,1.0,1913,0.0,1.1
92,ins31  ,2000JJ00,1615.0,0.2,0.5,1414,0.0,1.1
93,ins31  ,2004JJ00,1745.0,0.2,0.5,1454,0.0,1.3
94,ins31  ,2008JJ00,400.0,0.0,0.1,125,0.0,0.1
95,ins31  ,2012JJ00,0.0,0.0,0.0,0,0.0,0.0
96,ins51  ,1995JJ00,1790.0,0.2,0.5,307,0.0,0.1
97,ins51  ,1998JJ00,1479.0,0.2,0.4,193,0.0,0.1
98,ins51  ,2000JJ00,768.0,0.1,0.2,162,0.0,0.1
99,ins51  ,2004JJ00,586.0,0.1,0.2,333,0.0,0.3
100,ins51  ,2008JJ00,449.0,0.1,0.1,247,0.0,0.3
101,ins51  ,2012JJ00,0.0,0.0,0.0,0,0.0,0.0
102,ins35  ,1995JJ00,5416.0,0.7,1.4,5849,0.1,2.3
103,ins35  ,1998JJ00,3435.0,0.4,1.0,2131,0.0,1.3
104,ins35  ,2000JJ00,664.0,0.1,0.2,925,0.0,0.7
105,ins35  ,2004JJ00,1346.0,0.2,0.4,572,0.0,0.5
106,ins35  ,2008JJ00,0.0,0.0,0.0,0,0.0,0.0
107,ins35  ,2012JJ00,0.0,0.0,0.0,0,0.0,0.0
108,ins16  ,1995JJ00,1919.0,0.2,0.5,3474,0.1,1.4
109,ins16  ,1998JJ00,4245.0,0.5,1.2,2391,0.0,1.4
110,ins16  ,2000JJ00,3738.0,0.5,1.1,5582,0.1,4.2
111,ins16  ,2004JJ00,771.0,0.1,0.2,290,0.0,0.3
112,ins16  ,2008JJ00,0.0,0.0,0.0,0,0.0,0.0
113,ins16  ,2012JJ00,0.0,0.0,0.0,0,0.0,0.0
114,ins89  ,1995JJ00,0.0,0.0,0.0,0,0.0,0.0
115,ins89  ,1998JJ00,0.0,0.0,0.0,0,0.0,0.0
116,ins89  ,2000JJ00,0.0,0.0,0.0,0,0.0,0.0
117,ins89  ,2004JJ00,0.0,0.0,0.0,0,0.0,0.0
118,ins89  ,2008JJ00,0.0,0.0,0.0,0,0.0,0.0
119,ins89  ,2012JJ00,8930.0,1.1,3.0,704,0.0,0.9
120,ins76  ,1995JJ00,0.0,0.0,0.0,0,0.0,0.0
121,ins76  ,1998JJ00,0.0,0.0,0.0,0,0.0,0.0
122,ins76  ,2000JJ00,0.0,0.0,0.0,0,0.0,0.0
123,ins76  ,2004JJ00,3506.0,0.4,0.9,157,0.0,0.1
124,ins76  ,2008JJ00,266.0,0.0,0.1,132,0.0,0.1
125,ins76  ,2012JJ00,0.0,0.0,0.0,0,0.0,0.0
126,ins49  ,1995JJ00,0.0,0.0,0.0,0,0.0,0.0
127,ins49  ,1998JJ00,4793.0,0.6,1.4,108,0.0,0.1
128,ins49  ,2000JJ00,8737.0,1.1,2.5,216,0.0,0.2
129,ins49  ,2004JJ00,9985.0,1.2,2.7,911,0.0,0.8
130,ins49  ,2008JJ00,12521.0,1.5,3.3,111,0.0,0.1
131,ins49  ,2012JJ00,0.0,0.0,0.0,0,0.0,0.0
132,ins96  ,1995JJ00,0.0,0.0,0.0,0,0.0,0.0
133,ins96  ,1998JJ00,0.0,0.0,0.0,0,0.0,0.0
134,ins96  ,2000JJ00,0.0,0.0,0.0,0,0.0,0.0
135,ins96  ,2004JJ00,0.0,0.0,0.0,0,0.0,0.0
136,ins96  ,2008JJ00,0.0,0.0,0.0,0,0.0,0.0
137,ins96  ,2012JJ00,1518.0,0.2,0.5,963,0.0,1.2
138,ins65  ,1995JJ00,2141.0,0.3,0.6,1004,0.0,0.4
139,ins65  ,1998JJ00,3065.0,0.4,0.9,1134,0.0,0.7
140,ins65  ,2000JJ00,366.0,0.0,0.1,69,0.0,0.1
141,ins65  ,2004JJ00,832.0,0.1,0.2,218,0.0,0.2
142,ins65  ,2008JJ00,0.0,0.0,0.0,0,0.0,0.0
143,ins65  ,2012JJ00,0.0,0.0,0.0,0,0.0,0.0
144,ins38  ,1995JJ00,980.0,0.1,0.3,288,0.0,0.1
145,ins38  ,1998JJ00,763.0,0.1,0.2,403,0.0,0.2
146,ins38  ,2000JJ00,1043.0,0.1,0.3,504,0.0,0.4
147,ins38  ,2004JJ00,1332.0,0.2,0.4,686,0.0,0.6
148,ins38  ,2008JJ00,1069.0,0.1,0.3,372,0.0,0.4
149,ins38  ,2012JJ00,1182.0,0.2,0.4,224,0.0,0.3
150,ins27  ,1995JJ00,71883.0,9.0,19.2,1314,0.0,0.5
151,ins27  ,1998JJ00,111493.0,13.6,31.5,2253,0.0,1.3
152,ins27  ,2000JJ00,102363.0,12.9,29.4,1660,0.0,1.2
153,ins27  ,2004JJ00,78714.0,9.5,21.2,1554,0.0,1.4
154,ins27  ,2008JJ00,94167.0,11.5,25.0,1392,0.0,1.6
155,ins27  ,2012JJ00,68054.0,8.8,23.0,1296,0.0,1.7
156,ins55  ,1995JJ00,1910.0,0.2,0.5,1202,0.0,0.5
157,ins55  ,1998JJ00,5361.0,0.7,1.5,1604,0.0,0.9
158,ins55  ,2000JJ00,351.0,0.0,0.1,111,0.0,0.1
159,ins55  ,2004JJ00,0.0,0.0,0.0,0,0.0,0.0
160,ins55  ,2008JJ00,0.0,0.0,0.0,0,0.0,0.0
161,ins55  ,2012JJ00,0.0,0.0,0.0,0,0.0,0.0
162,ins62  ,1995JJ00,4216.0,0.5,1.1,20339,0.3,8.0
163,ins62  ,1998JJ00,1497.0,0.2,0.4,2417,0.0,1.4
164,ins62  ,2000JJ00,0.0,0.0,0.0,0,0.0,0.0
165,ins62  ,2004JJ00,0.0,0.0,0.0,0,0.0,0.0
166,ins62  ,2008JJ00,0.0,0.0,0.0,0,0.0,0.0
167,ins62  ,2012JJ00,0.0,0.0,0.0,0,0.0,0.0
168,ins14  ,1995JJ00,1407.0,0.2,0.4,2934,0.0,1.2
169,ins14  ,1998JJ00,1744.0,0.2,0.5,4278,0.1,2.5
170,ins14  ,2000JJ00,2367.0,0.3,0.7,6135,0.1,4.6
171,ins14  ,2004JJ00,0.0,0.0,0.0,0,0.0,0.0
172,ins14  ,2008JJ00,0.0,0.0,0.0,0,0.0,0.0
173,ins14  ,2012JJ00,0.0,0.0,0.0,0,0.0,0.0
174,ins34  ,1995JJ00,9362.0,1.2,2.5,1826,0.0,0.7
175,ins34  ,1998JJ00,6093.0,0.7,1.7,1150,0.0,0.7
176,ins34  ,2000JJ00,3832.0,0.5,1.1,1055,0.0,0.8
177,ins34  ,2004JJ00,233.0,0.0,0.1,331,0.0,0.3
178,ins34  ,2008JJ00,74.0,0.0,0.0,158,0.0,0.2
179,ins34  ,2012JJ00,0.0,0.0,0.0,0,0.0,0.0
180,ins09  ,1995JJ00,111490.0,14.3,30.7,53043,0.9,20.9
181,ins09  ,1998JJ00,100459.0,12.3,28.4,37514,0.6,22.1
182,ins09  ,2000JJ00,60850.0,7.6,17.5,27150,0.5,20.3
183,ins09  ,2004JJ00,94437.0,11.4,25.4,34287,0.6,29.8
184,ins09  ,2008JJ00,73563.0,9.0,19.5,23852,0.4,26.7
185,ins09  ,2012JJ00,7860.0,1.0,2.7,3257,0.1,4.2
186,ins24  ,1995JJ00,54393.0,6.8,14.5,1417,0.0,0.6
187,ins24  ,1998JJ00,69733.0,8.5,19.7,1367,0.0,0.8
188,ins24  ,2000JJ00,69164.0,8.7,19.9,1941,0.0,1.5
189,ins24  ,2004JJ00,50505.0,6.1,13.6,1386,0.0,1.2
190,ins24  ,2008JJ00,74996.0,9.2,19.9,2079,0.0,2.3
191,ins24  ,2012JJ00,85251.0,11.0,28.8,3153,0.1,4.0
192,ins90  ,1995JJ00,0.0,0.0,0.0,0,0.0,0.0
193,ins90  ,1998JJ00,0.0,0.0,0.0,0,0.0,0.0
194,ins90  ,2000JJ00,0.0,0.0,0.0,0,0.0,0.0
195,ins90  ,2004JJ00,0.0,0.0,0.0,0,0.0,0.0
196,ins90  ,2008JJ00,0.0,0.0,0.0,0,0.0,0.0
197,ins90  ,2012JJ00,3424.0,0.4,1.2,148,0.0,0.2
198,ins58  ,1995JJ00,0.0,0.0,0.0,0,0.0,0.0
199,ins58  ,1998JJ00,2270.0,0.3,0.6,4623,0.1,2.7
200,ins58  ,2000JJ00,0.0,0.0,0.0,0,0.0,0.0
201,ins58  ,2004JJ00,0.0,0.0,0.0,0,0.0,0.0
202,ins58  ,2008JJ00,0.0,0.0,0.0,0,0.0,0.0
203,ins58  ,2012JJ00,0.0,0.0,0.0,0,0.0,0.0
204,ins29  ,1995JJ00,5681.0,0.7,1.5,1670,0.0,0.7
205,ins29  ,1998JJ00,5243.0,0.6,1.5,1099,0.0,0.6
206,ins29  ,2000JJ00,7475.0,0.9,2.1,1482,0.0,1.1
207,ins29  ,2004JJ00,2268.0,0.3,0.6,483,0.0,0.4
208,ins29  ,2008JJ00,1273.0,0.2,0.3,285,0.0,0.3
209,ins29  ,2012JJ00,0.0,0.0,0.0,0,0.0,0.0
210,ins91  ,1995JJ00,0.0,0.0,0.0,0,0.0,0.0
211,ins91  ,1998JJ00,0.0,0.0,0.0,0,0.0,0.0
212,ins91  ,2000JJ00,0.0,0.0,0.0,0,0.0,0.0
213,ins91  ,2004JJ00,0.0,0.0,0.0,0,0.0,0.0
214,ins91  ,2008JJ00,0.0,0.0,0.0,0,0.0,0.0
215,ins91  ,2012JJ00,486.0,0.1,0.2,115,0.0,0.1
216,ins53  ,1995JJ00,0.0,0.0,0.0,0,0.0,0.0
217,ins53  ,1998JJ00,772.0,0.1,0.2,67,0.0,0.0
218,ins53  ,2000JJ00,331.0,0.0,0.1,115,0.0,0.1
219,ins53  ,2004JJ00,0.0,0.0,0.0,0,0.0,0.0
220,ins53  ,2008JJ00,0.0,0.0,0.0,0,0.0,0.0
221,ins53  ,2012JJ00,0.0,0.0,0.0,0,0.0,0.0
222,ins22  ,1995JJ00,17413.0,2.2,4.6,1809,0.0,0.7
223,ins22  ,1998JJ00,15893.0,1.9,4.5,1890,0.0,1.1
224,ins22  ,2000JJ00,17091.0,2.1,4.9,2380,0.0,1.8
225,ins22  ,2004JJ00,14979.0,1.8,4.0,1725,0.0,1.5
226,ins22  ,2008JJ00,16152.0,2.0,4.3,3596,0.1,4.0
227,ins22  ,2012JJ00,4809.0,0.6,1.6,468,0.0,0.6
228,ins41  ,1995JJ00,10473.0,1.3,2.8,1443,0.0,0.6
229,ins41  ,1998JJ00,3649.0,0.4,1.0,665,0.0,0.4
230,ins41  ,2000JJ00,2214.0,0.3,0.6,347,0.0,0.3
231,ins41  ,2004JJ00,2754.0,0.3,0.7,513,0.0,0.4
232,ins41  ,2008JJ00,0.0,0.0,0.0,0,0.0,0.0
233,ins41  ,2012JJ00,0.0,0.0,0.0,0,0.0,0.0
234,ins81  ,1995JJ00,0.0,0.0,0.0,0,0.0,0.0
235,ins81  ,1998JJ00,0.0,0.0,0.0,0,0.0,0.0
236,ins81  ,2000JJ00,0.0,0.0,0.0,0,0.0,0.0
237,ins81  ,2004JJ00,0.0,0.0,0.0,0,0.0,0.0
238,ins81  ,2008JJ00,17583.0,2.2,4.7,2866,0.1,3.2
239,ins81  ,2012JJ00,42395.0,5.5,14.3,5072,0.1,6.5
240,ins92  ,1995JJ00,0.0,0.0,0.0,0,0.0,0.0
241,ins92  ,1998JJ00,0.0,0.0,0.0,0,0.0,0.0
242,ins92  ,2000JJ00,0.0,0.0,0.0,0,0.0,0.0
243,ins92  ,2004JJ00,0.0,0.0,0.0,0,0.0,0.0
244,ins92  ,2008JJ00,0.0,0.0,0.0,0,0.0,0.0
245,ins92  ,2012JJ00,1954.0,0.3,0.7,492,0.0,0.6
246,ins44  ,1995JJ00,1070.0,0.1,0.3,397,0.0,0.2
247,ins44  ,1998JJ00,795.0,0.1,0.2,268,0.0,0.2
248,ins44  ,2000JJ00,875.0,0.1,0.3,307,0.0,0.2
249,ins44  ,2004JJ00,0.0,0.0,0.0,0,0.0,0.0
250,ins44  ,2008JJ00,0.0,0.0,0.0,0,0.0,0.0
251,ins44  ,2012JJ00,0.0,0.0,0.0,0,0.0,0.0
252,ins59  ,1995JJ00,8915.0,1.1,2.4,5902,0.1,2.3
253,ins59  ,1998JJ00,6255.0,0.8,1.8,3424,0.1,2.0
254,ins59  ,2000JJ00,0.0,0.0,0.0,0,0.0,0.0
255,ins59  ,2004JJ00,0.0,0.0,0.0,0,0.0,0.0
256,ins59  ,2008JJ00,0.0,0.0,0.0,0,0.0,0.0
257,ins59  ,2012JJ00,0.0,0.0,0.0,0,0.0,0.0
258,ins61  ,1995JJ00,9629.0,1.2,2.6,2381,0.0,0.9
259,ins61  ,1998JJ00,6428.0,0.8,1.8,2582,0.0,1.5
260,ins61  ,2000JJ00,0.0,0.0,0.0,0,0.0,0.0
261,ins61  ,2004JJ00,0.0,0.0,0.0,0,0.0,0.0
262,ins61  ,2008JJ00,0.0,0.0,0.0,0,0.0,0.0
263,ins61  ,2012JJ00,0.0,0.0,0.0,0,0.0,0.0
264,ins50  ,1995JJ00,2090.0,0.3,0.6,1121,0.0,0.4
265,ins50  ,1998JJ00,1673.0,0.2,0.5,634,0.0,0.4
266,ins50  ,2000JJ00,866.0,0.1,0.2,208,0.0,0.2
267,ins50  ,2004JJ00,0.0,0.0,0.0,0,0.0,0.0
268,ins50  ,2008JJ00,0.0,0.0,0.0,0,0.0,0.0
269,ins50  ,2012JJ00,0.0,0.0,0.0,0,0.0,0.0
270,ins26  ,1995JJ00,4259.0,0.5,1.1,389,0.0,0.2
271,ins26  ,1998JJ00,4342.0,0.5,1.2,562,0.0,0.3
272,ins26  ,2000JJ00,5834.0,0.7,1.7,1787,0.0,1.3
273,ins26  ,2004JJ00,5808.0,0.7,1.6,444,0.0,0.4
274,ins26  ,2008JJ00,3330.0,0.4,0.9,237,0.0,0.3
275,ins26  ,2012JJ00,2927.0,0.4,1.0,190,0.0,0.2
276,ins17  ,1995JJ00,5335.0,0.7,1.4,668,0.0,0.3
277,ins17  ,1998JJ00,22631.0,2.8,6.4,4047,0.1,2.4
278,ins17  ,2000JJ00,28976.0,3.6,8.3,5473,0.1,4.1
279,ins17  ,2004JJ00,39691.0,4.8,10.7,6332,0.1,5.5
280,ins17  ,2008JJ00,34583.0,4.2,9.2,6027,0.1,6.7
281,ins17  ,2012JJ00,12849.0,1.7,4.3,2986,0.1,3.8
282,ins70  ,1995JJ00,0.0,0.0,0.0,0,0.0,0.0
283,ins70  ,1998JJ00,0.0,0.0,0.0,0,0.0,0.0
284,ins70  ,2000JJ00,0.0,0.0,0.0,0,0.0,0.0
285,ins70  ,2004JJ00,13763.0,1.7,3.7,1448,0.0,1.3
286,ins70  ,2008JJ00,12289.0,1.5,3.3,1104,0.0,1.2
287,ins70  ,2012JJ00,11868.0,1.5,4.0,1230,0.0,1.6
288,ins93  ,1995JJ00,0.0,0.0,0.0,0,0.0,0.0
289,ins93  ,1998JJ00,0.0,0.0,0.0,0,0.0,0.0
290,ins93  ,2000JJ00,0.0,0.0,0.0,0,0.0,0.0
291,ins93  ,2004JJ00,0.0,0.0,0.0,0,0.0,0.0
292,ins93  ,2008JJ00,0.0,0.0,0.0,0,0.0,0.0
293,ins93  ,2012JJ00,219.0,0.0,0.1,1433,0.0,1.8
294,ins45  ,1995JJ00,0.0,0.0,0.0,0,0.0,0.0
295,ins45  ,1998JJ00,772.0,0.1,0.2,170,0.0,0.1
296,ins45  ,2000JJ00,331.0,0.0,0.1,294,0.0,0.2
297,ins45  ,2004JJ00,1860.0,0.2,0.5,1001,0.0,0.9
298,ins45  ,2008JJ00,0.0,0.0,0.0,0,0.0,0.0
299,ins45  ,2012JJ00,0.0,0.0,0.0,0,0.0,0.0
300,ins21  ,1995JJ00,19109.0,2.4,5.1,805,0.0,0.3
301,ins21  ,1998JJ00,55691.0,6.8,15.7,1956,0.0,1.2
302,ins21  ,2000JJ00,106282.0,13.4,30.5,2481,0.0,1.9
303,ins21  ,2004JJ00,162341.0,19.6,43.7,3483,0.1,3.0
304,ins21  ,2008JJ00,151777.0,18.6,40.3,2161,0.0,2.4
305,ins21  ,2012JJ00,95347.0,12.3,32.2,1944,0.0,2.5
306,ins77  ,1995JJ00,0.0,0.0,0.0,0,0.0,0.0
307,ins77  ,1998JJ00,0.0,0.0,0.0,0,0.0,0.0
308,ins77  ,2000JJ00,0.0,0.0,0.0,0,0.0,0.0
309,ins77  ,2004JJ00,332.0,0.0,0.1,134,0.0,0.1
310,ins77  ,2008JJ00,333.0,0.0,0.1,495,0.0,0.6
311,ins77  ,2012JJ00,268.0,0.0,0.1,152,0.0,0.2
312,ins18  ,1995JJ00,29699.0,3.7,7.9,13450,0.2,5.3
313,ins18  ,1998JJ00,9032.0,1.1,2.6,5340,0.1,3.2
314,ins18  ,2000JJ00,8033.0,1.0,2.3,3906,0.1,2.9
315,ins18  ,2004JJ00,0.0,0.0,0.0,0,0.0,0.0
316,ins18  ,2008JJ00,0.0,0.0,0.0,0,0.0,0.0
317,ins18  ,2012JJ00,0.0,0.0,0.0,0,0.0,0.0
318,ins86  ,1995JJ00,0.0,0.0,0.0,0,0.0,0.0
319,ins86  ,1998JJ00,0.0,0.0,0.0,0,0.0,0.0
320,ins86  ,2000JJ00,0.0,0.0,0.0,0,0.0,0.0
321,ins86  ,2004JJ00,0.0,0.0,0.0,0,0.0,0.0
322,ins86  ,2008JJ00,792.0,0.1,0.2,283,0.0,0.3
323,ins86  ,2012JJ00,927.0,0.1,0.3,318,0.0,0.4
324,ins37  ,1995JJ00,117.0,0.0,0.0,647,0.0,0.3
325,ins37  ,1998JJ00,52.0,0.0,0.0,320,0.0,0.2
326,ins37  ,2000JJ00,342.0,0.0,0.1,548,0.0,0.4
327,ins37  ,2004JJ00,437.0,0.1,0.1,1003,0.0,0.9
328,ins37  ,2008JJ00,80.0,0.0,0.0,229,0.0,0.3
329,ins37  ,2012JJ00,0.0,0.0,0.0,0,0.0,0.0
330,ins85  ,1995JJ00,0.0,0.0,0.0,0,0.0,0.0
331,ins85  ,1998JJ00,0.0,0.0,0.0,0,0.0,0.0
332,ins85  ,2000JJ00,0.0,0.0,0.0,0,0.0,0.0
333,ins85  ,2004JJ00,0.0,0.0,0.0,0,0.0,0.0
334,ins85  ,2008JJ00,46.0,0.0,0.0,402,0.0,0.4
335,ins85  ,2012JJ00,782.0,0.1,0.3,164,0.0,0.2
336,ins47  ,1995JJ00,0.0,0.0,0.0,0,0.0,0.0
337,ins47  ,1998JJ00,115.0,0.0,0.0,343,0.0,0.2
338,ins47  ,2000JJ00,139.0,0.0,0.0,264,0.0,0.2
339,ins47  ,2004JJ00,0.0,0.0,0.0,0,0.0,0.0
340,ins47  ,2008JJ00,0.0,0.0,0.0,0,0.0,0.0
341,ins47  ,2012JJ00,0.0,0.0,0.0,0,0.0,0.0
342,ins12  ,1995JJ00,2527.0,0.3,0.7,7923,0.1,3.1
343,ins12  ,1998JJ00,6677.0,0.8,1.9,11180,0.2,6.6
344,ins12  ,2000JJ00,6413.0,0.8,1.8,10015,0.2,7.5
345,ins12  ,2004JJ00,4503.0,0.5,1.2,5234,0.1,4.6
346,ins12  ,2008JJ00,2218.0,0.3,0.6,2622,0.0,2.9
347,ins12  ,2012JJ00,6598.0,0.8,2.2,8660,0.2,11.1
348,ins20  ,1995JJ00,2550.0,0.3,0.7,2690,0.0,1.1
349,ins20  ,1998JJ00,4038.0,0.5,1.1,3185,0.1,1.9
350,ins20  ,2000JJ00,2715.0,0.3,0.8,2487,0.0,1.9
351,ins20  ,2004JJ00,2978.0,0.4,0.8,2448,0.0,2.1
352,ins20  ,2008JJ00,1742.0,0.2,0.5,1484,0.0,1.7
353,ins20  ,2012JJ00,0.0,0.0,0.0,0,0.0,0.0
354,ins82  ,1995JJ00,0.0,0.0,0.0,0,0.0,0.0
355,ins82  ,1998JJ00,0.0,0.0,0.0,0,0.0,0.0
356,ins82  ,2000JJ00,0.0,0.0,0.0,0,0.0,0.0
357,ins82  ,2004JJ00,0.0,0.0,0.0,0,0.0,0.0
358,ins82  ,2008JJ00,13047.0,1.6,3.5,2320,0.0,2.6
359,ins82  ,2012JJ00,9786.0,1.3,3.3,1191,0.0,1.5
360,ins63  ,1995JJ00,10083.0,1.3,2.7,1658,0.0,0.7
361,ins63  ,1998JJ00,9053.0,1.1,2.6,2171,0.0,1.3
362,ins63  ,2000JJ00,248.0,0.0,0.1,62,0.0,0.0
363,ins63  ,2004JJ00,0.0,0.0,0.0,0,0.0,0.0
364,ins63  ,2008JJ00,0.0,0.0,0.0,0,0.0,0.0
365,ins63  ,2012JJ00,0.0,0.0,0.0,0,0.0,0.0
366,ins28  ,1995JJ00,126.0,0.0,0.0,545,0.0,0.2
