ID,WerkzameStoffen,Perioden,GrootteOppervlakteMetGebruik_1,OppervlakteInVanTotaalAreaal_2,OppervlakteInVanToepassingsgroep_3,GebruikPerJaar_4,GebruikInVanTotaalWerkzameStoffen_5,GebruikInVanToepassingsgroep_6
2092,hul15  ,2008JJ00,0.0,0.0,0.0,0,0.0,0.0
2093,hul15  ,2012JJ00,0.0,0.0,0.0,0,0.0,0.0
2094,hul16  ,1995JJ00,1175.0,0.1,0.5,298,0.0,0.0
2095,hul16  ,1998JJ00,744.0,0.1,0.3,119,0.0,0.0
2096,hul16  ,2000JJ00,97.0,0.0,0.1,125,0.0,0.0
2097,hul16  ,2004JJ00,0.0,0.0,0.0,0,0.0,0.0
2098,hul16  ,2008JJ00,0.0,0.0,0.0,0,0.0,0.0
2099,hul16  ,2012JJ00,0.0,0.0,0.0,0,0.0,0.0
2100,hul12  ,1995JJ00,6822.0,0.8,2.7,2854,0.0,0.3
2101,hul12  ,1998JJ00,12240.0,1.5,5.7,5127,0.1,0.9
2102,hul12  ,2000JJ00,9997.0,1.3,5.8,3356,0.1,0.6
2103,hul12  ,2004JJ00,0.0,0.0,0.0,0,0.0,0.0
2104,hul12  ,2008JJ00,0.0,0.0,0.0,0,0.0,0.0
2105,hul12  ,2012JJ00,0.0,0.0,0.0,0,0.0,0.0
2106,hul14  ,1995JJ00,544.0,0.1,0.2,510,0.0,0.1
2107,hul14  ,1998JJ00,976.0,0.1,0.5,399,0.0,0.1
2108,hul14  ,2000JJ00,659.0,0.1,0.4,988,0.0,0.2
2109,hul14  ,2004JJ00,0.0,0.0,0.0,0,0.0,0.0
2110,hul14  ,2008JJ00,0.0,0.0,0.0,0,0.0,0.0
2111,hul14  ,2012JJ00,0.0,0.0,0.0,0,0.0,0.0
2112,hul10  ,1995JJ00,230356.0,28.7,91.0,833173,14.0,98.3
2113,hul10  ,1998JJ00,177772.0,21.7,82.3,550359,9.2,96.4
2114,hul10  ,2000JJ00,147566.0,18.5,85.1,594232,11.2,97.7
2115,hul10  ,2004JJ00,72092.0,8.7,100.0,633342,11.6,100.0
2116,hul10  ,2008JJ00,94673.0,11.6,100.0,654167,11.8,100.0
2117,hul10  ,2012JJ00,63011.0,8.1,100.0,1065886,18.5,100.0
2118,hul11  ,1995JJ00,20087.0,2.5,7.9,6000,0.1,0.7
2119,hul11  ,1998JJ00,51615.0,6.3,23.9,12177,0.2,2.1
2120,hul11  ,2000JJ00,26498.0,3.3,15.3,6557,0.1,1.1
2121,hul11  ,2004JJ00,0.0,0.0,0.0,0,0.0,0.0
2122,hul11  ,2008JJ00,0.0,0.0,0.0,0,0.0,0.0
2123,hul11  ,2012JJ00,0.0,0.0,0.0,0,0.0,0.0
2124,hul13  ,1995JJ00,423.0,0.1,0.2,983,0.0,0.1
2125,hul13  ,1998JJ00,830.0,0.1,0.4,1327,0.0,0.2
2126,hul13  ,2000JJ00,890.0,0.1,0.5,1943,0.0,0.3
2127,hul13  ,2004JJ00,0.0,0.0,0.0,0,0.0,0.0
2128,hul13  ,2008JJ00,0.0,0.0,0.0,0,0.0,0.0
2129,hul13  ,2012JJ00,0.0,0.0,0.0,0,0.0,0.0
2130,ovt    ,1995JJ00,107310.0,13.4,100.0,84056,1.4,100.0
2131,ovt    ,1998JJ00,149851.0,18.2,100.0,133269,2.2,100.0
2132,ovt    ,2000JJ00,160843.0,20.0,100.0,130714,2.5,100.0
2133,ovt    ,2004JJ00,219218.0,26.5,100.0,173966,3.2,100.0
2134,ovt    ,2008JJ00,224626.0,27.5,100.0,194535,3.5,100.0
2135,ovt    ,2012JJ00,173871.0,22.4,100.0,215034,3.7,100.0
2136,ovt22  ,1995JJ00,0.0,0.0,0.0,0,0.0,0.0
2137,ovt22  ,1998JJ00,4713.0,0.6,3.2,158,0.0,0.1
2138,ovt22  ,2000JJ00,2997.0,0.4,1.9,85,0.0,0.1
2139,ovt22  ,2004JJ00,0.0,0.0,0.0,0,0.0,0.0
2140,ovt22  ,2008JJ00,0.0,0.0,0.0,0,0.0,0.0
2141,ovt22  ,2012JJ00,0.0,0.0,0.0,0,0.0,0.0
2142,ovt21  ,1995JJ00,0.0,0.0,0.0,0,0.0,0.0
2143,ovt21  ,1998JJ00,4066.0,0.5,2.7,92,0.0,0.1
2144,ovt21  ,2000JJ00,4507.0,0.6,2.8,96,0.0,0.1
2145,ovt21  ,2004JJ00,7450.0,0.9,3.4,105,0.0,0.1
2146,ovt21  ,2008JJ00,9827.0,1.2,4.4,229,0.0,0.1
2147,ovt21  ,2012JJ00,0.0,0.0,0.0,0,0.0,0.0
2148,ovt36  ,1995JJ00,0.0,0.0,0.0,0,0.0,0.0
2149,ovt36  ,1998JJ00,0.0,0.0,0.0,0,0.0,0.0
2150,ovt36  ,2000JJ00,0.0,0.0,0.0,0,0.0,0.0
2151,ovt36  ,2004JJ00,134.0,0.0,0.1,130,0.0,0.1
2152,ovt36  ,2008JJ00,0.0,0.0,0.0,0,0.0,0.0
2153,ovt36  ,2012JJ00,0.0,0.0,0.0,0,0.0,0.0
2154,ovt25  ,1995JJ00,0.0,0.0,0.0,0,0.0,0.0
2155,ovt25  ,1998JJ00,0.0,0.0,0.0,0,0.0,0.0
2156,ovt25  ,2000JJ00,0.0,0.0,0.0,0,0.0,0.0
2157,ovt25  ,2004JJ00,0.0,0.0,0.0,0,0.0,0.0
2158,ovt25  ,2008JJ00,0.0,0.0,0.0,0,0.0,0.0
2159,ovt25  ,2012JJ00,992.0,0.1,0.6,200,0.0,0.1
2160,ovt42  ,1995JJ00,0.0,0.0,0.0,0,0.0,0.0
2161,ovt42  ,1998JJ00,0.0,0.0,0.0,0,0.0,0.0
2162,ovt42  ,2000JJ00,0.0,0.0,0.0,0,0.0,0.0
2163,ovt42  ,2004JJ00,0.0,0.0,0.0,0,0.0,0.0
2164,ovt42  ,2008JJ00,3551.0,0.4,1.6,311,0.0,0.2
2165,ovt42  ,2012JJ00,0.0,0.0,0.0,0,0.0,0.0
2166,ovt17  ,1995JJ00,5654.0,0.7,5.3,2213,0.0,2.6
2167,ovt17  ,1998JJ00,4593.0,0.6,3.1,1738,0.0,1.3
2168,ovt17  ,2000JJ00,4219.0,0.5,2.6,1463,0.0,1.1
2169,ovt17  ,2004JJ00,5975.0,0.7,2.7,2169,0.0,1.2
2170,ovt17  ,2008JJ00,0.0,0.0,0.0,0,0.0,0.0
2171,ovt17  ,2012JJ00,0.0,0.0,0.0,0,0.0,0.0
2172,ovt30  ,1995JJ00,0.0,0.0,0.0,0,0.0,0.0
2173,ovt30  ,1998JJ00,0.0,0.0,0.0,0,0.0,0.0
2174,ovt30  ,2000JJ00,0.0,0.0,0.0,0,0.0,0.0
2175,ovt30  ,2004JJ00,2360.0,0.3,1.1,2945,0.1,1.7
2176,ovt30  ,2008JJ00,0.0,0.0,0.0,0,0.0,0.0
2177,ovt30  ,2012JJ00,0.0,0.0,0.0,0,0.0,0.0
2178,ovt10  ,1995JJ00,72315.0,9.0,67.4,51643,0.9,61.4
2179,ovt10  ,1998JJ00,80897.0,9.9,54.3,83118,1.4,62.4
2180,ovt10  ,2000JJ00,100245.0,12.6,62.3,70641,1.3,54.0
2181,ovt10  ,2004JJ00,111948.0,13.5,51.1,76912,1.4,44.2
2182,ovt10  ,2008JJ00,119801.0,14.7,53.3,102351,1.8,52.6
2183,ovt10  ,2012JJ00,103958.0,13.4,59.8,108498,1.9,50.5
2184,ovt14  ,1995JJ00,4076.0,0.5,3.8,547,0.0,0.7
2185,ovt14  ,1998JJ00,17862.0,2.2,12.0,9047,0.2,6.8
2186,ovt14  ,2000JJ00,19214.0,2.4,11.9,9520,0.2,7.3
2187,ovt14  ,2004JJ00,25600.0,3.1,11.7,14216,0.3,8.2
2188,ovt14  ,2008JJ00,26888.0,3.3,12.0,10860,0.2,5.6
2189,ovt14  ,2012JJ00,19483.0,2.5,11.2,16730,0.3,7.8
2190,ovt41  ,1995JJ00,0.0,0.0,0.0,0,0.0,0.0
2191,ovt41  ,1998JJ00,0.0,0.0,0.0,0,0.0,0.0
2192,ovt41  ,2000JJ00,0.0,0.0,0.0,0,0.0,0.0
2193,ovt41  ,2004JJ00,0.0,0.0,0.0,0,0.0,0.0
2194,ovt41  ,2008JJ00,1985.0,0.2,0.9,703,0.0,0.4
2195,ovt41  ,2012JJ00,0.0,0.0,0.0,0,0.0,0.0
2196,ovt12  ,1995JJ00,1068.0,0.1,1.0,9924,0.2,11.8
2197,ovt12  ,1998JJ00,1484.0,0.2,1.0,7806,0.1,5.9
2198,ovt12  ,2000JJ00,1474.0,0.2,0.9,11604,0.2,8.9
2199,ovt12  ,2004JJ00,1812.0,0.2,0.8,14790,0.3,8.5
2200,ovt12  ,2008JJ00,1451.0,0.2,0.6,16779,0.3,8.6
2201,ovt12  ,2012JJ00,1808.0,0.2,1.0,24190,0.4,11.3
2202,ovt16  ,1995JJ00,1480.0,0.2,1.4,824,0.0,1.0
2203,ovt16  ,1998JJ00,1425.0,0.2,1.0,1360,0.0,1.0
2204,ovt16  ,2000JJ00,1188.0,0.1,0.7,1603,0.0,1.2
2205,ovt16  ,2004JJ00,5396.0,0.7,2.5,3007,0.1,1.7
2206,ovt16  ,2008JJ00,6526.0,0.8,2.9,2617,0.0,1.3
2207,ovt16  ,2012JJ00,3333.0,0.4,1.9,1270,0.0,0.6
2208,ovt26  ,1995JJ00,0.0,0.0,0.0,0,0.0,0.0
2209,ovt26  ,1998JJ00,7774.0,1.0,5.2,68,0.0,0.1
2210,ovt26  ,2000JJ00,0.0,0.0,0.0,0,0.0,0.0
2211,ovt26  ,2004JJ00,0.0,0.0,0.0,0,0.0,0.0
2212,ovt26  ,2008JJ00,0.0,0.0,0.0,0,0.0,0.0
2213,ovt26  ,2012JJ00,0.0,0.0,0.0,0,0.0,0.0
2214,ovt23  ,1995JJ00,0.0,0.0,0.0,0,0.0,0.0
2215,ovt23  ,1998JJ00,1783.0,0.2,1.2,211,0.0,0.2
2216,ovt23  ,2000JJ00,2612.0,0.3,1.6,80,0.0,0.1
2217,ovt23  ,2004JJ00,3770.0,0.5,1.7,173,0.0,0.1
2218,ovt23  ,2008JJ00,5066.0,0.6,2.3,324,0.0,0.2
2219,ovt23  ,2012JJ00,3464.0,0.4,2.0,372,0.0,0.2
2220,ovt37  ,1995JJ00,0.0,0.0,0.0,0,0.0,0.0
2221,ovt37  ,1998JJ00,0.0,0.0,0.0,0,0.0,0.0
2222,ovt37  ,2000JJ00,0.0,0.0,0.0,0,0.0,0.0
2223,ovt37  ,2004JJ00,740.0,0.1,0.3,131,0.0,0.1
2224,ovt37  ,2008JJ00,735.0,0.1,0.3,116,0.0,0.1
2225,ovt37  ,2012JJ00,1228.0,0.2,0.7,363,0.0,0.2
2226,ovt29  ,1995JJ00,0.0,0.0,0.0,0,0.0,0.0
2227,ovt29  ,1998JJ00,0.0,0.0,0.0,0,0.0,0.0
2228,ovt29  ,2000JJ00,0.0,0.0,0.0,0,0.0,0.0
2229,ovt29  ,2004JJ00,20097.0,2.4,9.2,6022,0.1,3.5
2230,ovt29  ,2008JJ00,7263.0,0.9,3.2,2145,0.0,1.1
2231,ovt29  ,2012JJ00,8280.0,1.1,4.8,3308,0.1,1.5
2232,ovt11  ,1995JJ00,7773.0,1.0,7.2,13782,0.2,16.4
2233,ovt11  ,1998JJ00,10916.0,1.3,7.3,20983,0.4,15.7
2234,ovt11  ,2000JJ00,11302.0,1.4,7.0,19059,0.4,14.6
2235,ovt11  ,2004JJ00,15501.0,1.9,7.1,29410,0.5,16.9
2236,ovt11  ,2008JJ00,16827.0,2.1,7.5,37149,0.7,19.1
2237,ovt11  ,2012JJ00,11538.0,1.5,6.6,34473,0.6,16.1
2238,ovt43  ,1995JJ00,0.0,0.0,0.0,0,0.0,0.0
2239,ovt43  ,1998JJ00,0.0,0.0,0.0,0,0.0,0.0
2240,ovt43  ,2000JJ00,0.0,0.0,0.0,0,0.0,0.0
2241,ovt43  ,2004JJ00,0.0,0.0,0.0,0,0.0,0.0
2242,ovt43  ,2008JJ00,0.0,0.0,0.0,0,0.0,0.0
2243,ovt43  ,2012JJ00,5620.0,0.7,3.2,1605,0.0,0.7
2244,ovt15  ,1995JJ00,2433.0,0.3,2.3,1379,0.0,1.6
2245,ovt15  ,1998JJ00,4478.0,0.5,3.0,2692,0.0,2.0
2246,ovt15  ,2000JJ00,7707.0,1.0,4.8,5021,0.1,3.8
2247,ovt15  ,2004JJ00,13903.0,1.7,6.3,7459,0.1,4.3
2248,ovt15  ,2008JJ00,7619.0,0.9,3.4,5346,0.1,2.7
2249,ovt15  ,2012JJ00,10664.0,1.4,6.1,6591,0.1,3.1
2250,ovt18  ,1995JJ00,3749.0,0.5,3.5,667,0.0,0.8
2251,ovt18  ,1998JJ00,6137.0,0.8,4.1,1534,0.0,1.2
2252,ovt18  ,2000JJ00,7115.0,0.9,4.4,1414,0.0,1.1
2253,ovt18  ,2004JJ00,2357.0,0.3,1.1,132,0.0,0.1
2254,ovt18  ,2008JJ00,391.0,0.0,0.2,194,0.0,0.1
2255,ovt18  ,2012JJ00,0.0,0.0,0.0,0,0.0,0.0
2256,ovt34  ,1995JJ00,0.0,0.0,0.0,0,0.0,0.0
2257,ovt34  ,1998JJ00,0.0,0.0,0.0,0,0.0,0.0
2258,ovt34  ,2000JJ00,0.0,0.0,0.0,0,0.0,0.0
2259,ovt34  ,2004JJ00,73.0,0.0,0.0,206,0.0,0.1
2260,ovt34  ,2008JJ00,67.0,0.0,0.0,537,0.0,0.3
2261,ovt34  ,2012JJ00,0.0,0.0,0.0,0,0.0,0.0
2262,ovt20  ,1995JJ00,0.0,0.0,0.0,0,0.0,0.0
2263,ovt20  ,1998JJ00,0.0,0.0,0.0,0,0.0,0.0
2264,ovt20  ,2000JJ00,78.0,0.0,0.0,134,0.0,0.1
2265,ovt20  ,2004JJ00,0.0,0.0,0.0,0,0.0,0.0
2266,ovt20  ,2008JJ00,0.0,0.0,0.0,0,0.0,0.0
2267,ovt20  ,2012JJ00,122.0,0.0,0.1,3094,0.1,1.4
2268,ovt31  ,1995JJ00,0.0,0.0,0.0,0,0.0,0.0
2269,ovt31  ,1998JJ00,0.0,0.0,0.0,0,0.0,0.0
2270,ovt31  ,2000JJ00,0.0,0.0,0.0,0,0.0,0.0
2271,ovt31  ,2004JJ00,7751.0,0.9,3.5,1479,0.0,0.8
2272,ovt31  ,2008JJ00,3770.0,0.5,1.7,689,0.0,0.4
2273,ovt31  ,2012JJ00,2640.0,0.3,1.5,942,0.0,0.4
2274,ovt27  ,1995JJ00,4076.0,0.5,3.8,334,0.0,0.4
2275,ovt27  ,1998JJ00,6179.0,0.8,4.1,1101,0.0,0.8
2276,ovt27  ,2000JJ00,0.0,0.0,0.0,0,0.0,0.0
2277,ovt27  ,2004JJ00,0.0,0.0,0.0,0,0.0,0.0
2278,ovt27  ,2008JJ00,0.0,0.0,0.0,0,0.0,0.0
2279,ovt27  ,2012JJ00,0.0,0.0,0.0,0,0.0,0.0
2280,ovt32  ,1995JJ00,0.0,0.0,0.0,0,0.0,0.0
2281,ovt32  ,1998JJ00,0.0,0.0,0.0,0,0.0,0.0
2282,ovt32  ,2000JJ00,0.0,0.0,0.0,0,0.0,0.0
2283,ovt32  ,2004JJ00,6795.0,0.8,3.1,593,0.0,0.3
2284,ovt32  ,2008JJ00,8226.0,1.0,3.7,726,0.0,0.4
2285,ovt32  ,2012JJ00,13779.0,1.8,7.9,1265,0.0,0.6
2286,ovt28  ,1995JJ00,0.0,0.0,0.0,0,0.0,0.0
2287,ovt28  ,1998JJ00,0.0,0.0,0.0,0,0.0,0.0
2288,ovt28  ,2000JJ00,0.0,0.0,0.0,0,0.0,0.0
2289,ovt28  ,2004JJ00,11646.0,1.4,5.3,6965,0.1,4.0
2290,ovt28  ,2008JJ00,2020.0,0.2,0.9,2170,0.0,1.1
2291,ovt28  ,2012JJ00,2275.0,0.3,1.3,3914,0.1,1.8
2292,ovt35  ,1995JJ00,0.0,0.0,0.0,0,0.0,0.0
2293,ovt35  ,1998JJ00,0.0,0.0,0.0,0,0.0,0.0
2294,ovt35  ,2000JJ00,0.0,0.0,0.0,0,0.0,0.0
2295,ovt35  ,2004JJ00,44.0,0.0,0.0,153,0.0,0.1
2296,ovt35  ,2008JJ00,152.0,0.0,0.1,2350,0.0,1.2
2297,ovt35  ,2012JJ00,0.0,0.0,0.0,0,0.0,0.0
2298,ovt40  ,1995JJ00,0.0,0.0,0.0,0,0.0,0.0
2299,ovt40  ,1998JJ00,0.0,0.0,0.0,0,0.0,0.0
2300,ovt40  ,2000JJ00,0.0,0.0,0.0,0,0.0,0.0
2301,ovt40  ,2004JJ00,0.0,0.0,0.0,0,0.0,0.0
2302,ovt40  ,2008JJ00,978.0,0.1,0.4,959,0.0,0.5
2303,ovt40  ,2012JJ00,0.0,0.0,0.0,0,0.0,0.0
2304,ovt13  ,1995JJ00,0.0,0.0,0.0,0,0.0,0.0
2305,ovt13  ,1998JJ00,23507.0,2.9,15.8,2354,0.0,1.8
2306,ovt13  ,2000JJ00,61755.0,7.8,38.4,9679,0.2,7.4
2307,ovt13  ,2004JJ00,73560.0,8.9,33.6,6107,0.1,3.5
2308,ovt13  ,2008JJ00,88370.0,10.8,39.3,7384,0.1,3.8
2309,ovt13  ,2012JJ00,75456.0,9.7,43.4,7398,0.1,3.4
2310,ovt33  ,1995JJ00,0.0,0.0,0.0,0,0.0,0.0
2311,ovt33  ,1998JJ00,0.0,0.0,0.0,0,0.0,0.0
2312,ovt33  ,2000JJ00,0.0,0.0,0.0,0,0.0,0.0
2313,ovt33  ,2004JJ00,531.0,0.1,0.2,240,0.0,0.1
2314,ovt33  ,2008JJ00,0.0,0.0,0.0,0,0.0,0.0
2315,ovt33  ,2012JJ00,0.0,0.0,0.0,0,0.0,0.0
2316,ovt44  ,1995JJ00,0.0,0.0,0.0,0,0.0,0.0
2317,ovt44  ,1998JJ00,0.0,0.0,0.0,0,0.0,0.0
2318,ovt44  ,2000JJ00,0.0,0.0,0.0,0,0.0,0.0
2319,ovt44  ,2004JJ00,0.0,0.0,0.0,0,0.0,0.0
2320,ovt44  ,2008JJ00,0.0,0.0,0.0,0,0.0,0.0
2321,ovt44  ,2012JJ00,112.0,0.0,0.1,474,0.0,0.2
2322,ovt19  ,1995JJ00,979.0,0.1,0.9,446,0.0,0.5
2323,ovt19  ,1998JJ00,949.0,0.1,0.6,301,0.0,0.2
2324,ovt19  ,2000JJ00,277.0,0.0,0.2,166,0.0,0.1
2325,ovt19  ,2004JJ00,2506.0,0.3,1.1,394,0.0,0.2
2326,ovt19  ,2008JJ00,0.0,0.0,0.0,0,0.0,0.0
2327,ovt19  ,2012JJ00,0.0,0.0,0.0,0,0.0,0.0
