ID,Persoonskenmerken,Perioden,PersonalComputerPC_1,Desktop_2,Laptop_3,k_3MndGeleden_4,k_312MndGeleden_5,k_1JaarGeleden_6,NooitPCGebruikt_7,BijnaDagelijks_8,NietDagelijksMaarMinstens1xPerWeek_9,NietWekelijksMaarMinstens1xPerMnd_10,Nauwelijks_11,Thuis_12,BijIemandAndersThuis_13,OpHetWerk_14,BijEenOnderwijsinstelling_15,Ja_16,Nee_17,k_3MndGeleden_18,k_312MndGeleden_19,k_13JaarGeleden_20,MeerDan3JaarGeleden_21,MapOfFolderKopierenVerplaatsen_22,KopierenOfPlakkenVanInformatie_23,EenvoudigeFormGebruikenSpreadsheet_24,MappenBestandenComprimerenZippen_25,Programmeren_26,GeenVanDezeVaardigheden_27,MapOfFolderKopierenVerplaatsten_28,KopierenOfPlakkenVanInformatie_29,EenvoudigeFormGebruikenSpreadsheet_30,MappenBestandenComprimerenZippen_31,Programmeren_32,GeenVanDezeVaardigheden_33,WelToegangInternet_34,GeenToegangInternet_35,EldersInternetten_36,WilNietGeenInteresse_37,FinancieleRedenen_38,OnvoldoendeKennisFysiekeBeperking_39,PrivacyEnVeiligheid_40,AndereReden_41,TotaalGeenBreedband_42,AnaloogModem_43,ISDN_44,MobieleTelefoonWAPGPRS_45,TotaalBreedband_46,ADSL_47,Kabel_48,TotaalGeenBreedband_49,AnaloogModem_50,ISDN_51,MobieleTelefoonWAPGPRS_52,TotaalBreedband_53,ADSL_54,Kabel_55,PersonalComputer_56,PCDesktop_57,Laptop_58,MobieleTelefoon_59,AndereApparatuur_60,PersonalComputer_61,PCDesktop_62,Laptop_63,MobieleTelefoon_64,AndereApparatuur_65,k_3MndGeleden_66,k_312MndGeleden_67,k_1JaarGeleden_68,NooitInternetGebruikt_69,BijnaDagelijks_70,NietDagelijksMaarMinstens1xPerWeek_71,NietWekelijksMaarMinstens1xPerMnd_72,MinderDan1xPerMaand_73,Thuis_74,BijIemandAndersThuis_75,OpHetWerk_76,BijEenOnderwijsinstelling_77,ErgensAnders_78,ZoekmachineGebruiken_79,EMailSturenMetBijvoegingDocumenten_80,BerichtenOpChatroomNieuwsgroepForum_81,TelefonerenViaInternet_82,MappenDelenIvmUitwisselenMuziekFilm_83,WebpaginaOntwerpen_84,GeenVanDezeVaardigheden_85,ZoekmachineGebruiken_86,EMailSturenMetBijvoegingDocumenten_87,BerichtenOpChatroomNieuwsgroepForum_88,TelefonerenViaInternet_89,MappenDelenIvmUitwisselenMuziekFilm_90,WebpaginaOntwerpen_91,GeenVanDezeVaardigheden_92,TotaalCommunicatie_93,VersturenOntvangenVanEMails_94,TelefonerenViaInternet_95,AndersBvChatten_96,TotaalInformatie_97,OpzoekenInfoOverGoederenEnDiensten_98,GebruikVanDienstenInReisbranche_99,ActualiteitEnNieuws_100,WerkVacatures_101,TotaalCommercieleProducten_102,BankierenViaInternet_103,FinancieleTransacties_104,KopenVerkopenVanGoederen_105,TotaalOverheid_106,ZoekenOpWebsitesOverheidsinstanties_107,OfficieleDocumentenDownloaden_108,IngevuldeDocumentenVersturen_109,Gezondheid_110,Onderwijs_111,TotaalVermaak_112,SpelletjesMuziek_113,SoftwareDownloaden_114,AankopenGoederenVanAllePersonen_115,k_3MndGeleden_116,k_312MndGeleden_117,MeerDan1JaarGeleden_118,NooitBesteldOfGekocht_119,AankopenGoederenPersInternetGebr_120,k_3MndGeleden_121,k_312MndGeleden_122,MeerDan1JaarGeleden_123,NooitBesteld_124,LevensmiddelenCosmeticaEnSchoonmaak_125,KledingEnSportArtikelen_126,FilmMuziek_127,BoekenTijdschriftenEnKranten_128,SoftHardwareEnElektrBenodigdheden_129,HuishoudelijkeGoederenEnApparaten_130,ReizenEnAccommodaties_131,FinancieleProductenOfDiensten_132,KaartjesVoorEvenementen_133,AndereAankopen_134
142,17840  ,2012JJ00,98,78,82,97,0,1,2,87,11,1,0,99,30,54,18,37,61,8,9,14,69,84,83,55,47,9,2,86,85,56,48,9,2,98,2,0,2,0,0,0,0,7,,,,86,,,12,,,,88,,,97,75,80,64,41,99,77,82,66,42,97,0,1,2,87,12,1,0,99,29,53,17,18,94,87,39,37.0,26.0,15,0,98,90,40,39.0,27.0,15,0,97,97,24.0,29,91,90,53,77,20,93,90,5,66,64,58,40,43,58,0.0,65,60,31,82,59,16,7,14,85,61,17,7,15,12.0,56.0,23.0,33.0,33.0,28.0,50.0,6.0,44.0,5.0
143,17840  ,2013JJ00,98,74,81,97,0,1,2,84,14,2,0,98,28,57,16,35,64,9,7,13,71,85,85,56,47,9,0,86,86,57,48,9,0,98,2,0,1,0,0,0,0,0,,,,89,,,9,,,,91,,,97,72,80,76,65,98,73,81,77,66,97,0,0,2,88,11,1,0,99,34,58,17,24,95,89,39,43.0,29.0,16,1,98,92,40,44.0,30.0,17,1,97,97,26.0,27,92,89,51,78,22,92,89,5,67,66,60,39,44,60,0.0,69,64,37,84,61,16,7,13,86,63,16,7,14,14.0,62.0,23.0,39.0,41.0,29.0,51.0,10.0,48.0,0.0
144,18790  ,2005JJ00,95,88,50,97,0,1,2,86,13,2,0,95,11,77,5,69,31,8,9,18,64,92,91,68,58,23,4,94,93,69,59,24,4,93,7,2,3,1,1,0,2,27,23.0,7.0,2.0,65,45.0,21.0,30,25.0,8.0,2.0,70,48.0,23.0,92,85,37,11,5,100,92,40,12,5,95,1,0,4,78,19,3,0,94,10,71,3,4,95,92,21,7.0,17.0,18,0,99,95,22,7.0,18.0,19,0,98,98,6.0,24,96,93,62,51,24,82,72,8,56,74,66,43,39,55,27.0,52,39,33,68,46,15,7,28,71,48,16,7,29,5.0,20.0,18.0,39.0,33.0,20.0,42.0,7.0,25.0,4.0
145,18790  ,2006JJ00,96,88,53,97,0,1,1,90,8,1,0,96,10,76,6,65,35,8,9,18,66,78,91,71,65,15,5,79,93,72,66,15,5,95,5,1,2,1,0,0,1,14,8.0,6.0,2.0,81,57.0,25.0,15,9.0,7.0,2.0,85,60.0,26.0,94,85,42,13,8,100,89,44,14,9,96,0,0,3,86,12,2,0,96,8,71,4,5,95,93,27,19.0,22.0,26,0,99,96,28,20.0,23.0,27,0,98,98,14.0,28,95,92,64,63,26,88,82,14,62,81,73,50,51,58,27.0,59,46,39,73,55,14,4,23,76,57,14,4,24,5.0,26.0,25.0,42.0,42.0,22.0,53.0,14.0,38.0,3.0
146,18790  ,2007JJ00,97,88,62,97,0,1,1,90,9,1,0,98,20,80,10,63,37,8,12,15,65,94,93,71,61,22,3,95,95,72,62,22,3,95,5,2,2,0,0,0,1,8,4.0,4.0,1.0,87,61.0,28.0,8,5.0,4.0,1.0,92,64.0,30.0,95,85,53,19,14,100,89,56,20,15,97,0,1,2,87,11,1,1,97,18,74,8,9,97,94,28,,25.0,23,1,99,96,29,,26.0,24,1,98,97,,27,98,96,69,66,26,90,85,12,66,81,74,51,54,58,,61,48,41,79,60,13,5,19,81,62,14,6,19,8.0,26.0,24.0,46.0,45.0,20.0,56.0,16.0,38.0,4.0
147,18790  ,2008JJ00,98,87,68,99,0,0,1,91,8,0,0,98,24,78,11,59,41,7,7,14,72,93,92,71,65,18,6,94,93,72,65,18,6,97,3,1,1,0,0,0,1,12,4.0,7.0,2.0,86,60.0,28.0,12,4.0,8.0,2.0,88,62.0,29.0,96,84,63,25,17,99,86,64,26,18,99,0,0,1,87,12,1,0,97,20,73,9,9,97,94,33,24.0,,19,0,98,95,34,24.0,,19,0,98,98,13.0,20,97,94,69,74,21,93,88,14,64,79,73,51,52,59,,66,57,43,79,62,12,4,20,80,63,12,4,20,8.0,35.0,26.0,48.0,43.0,26.0,60.0,14.0,45.0,2.0
148,18790  ,2009JJ00,99,87,75,98,0,1,1,93,6,0,0,99,24,80,13,61,38,8,6,15,71,95,94,77,69,23,4,96,95,78,69,23,4,98,2,0,1,0,0,0,0,8,2.0,5.0,1.0,90,65.0,30.0,8,2.0,5.0,2.0,92,66.0,31.0,98,84,70,33,25,100,86,72,33,26,98,0,0,2,91,8,1,0,99,21,77,11,8,97,97,41,38.0,33.0,25,0,99,99,42,38.0,34.0,26,0,100,99,18.0,24,97,95,67,82,22,92,90,11,70,80,75,56,55,67,,68,56,45,88,67,15,5,11,89,68,16,5,11,9.0,37.0,34.0,55.0,42.0,25.0,64.0,9.0,49.0,2.0
149,18790  ,2010JJ00,99,81,80,99,0,1,0,94,6,0,0,99,28,79,12,67,33,6,8,13,73,96,95,76,69,21,3,96,95,77,69,21,3,98,2,1,1,0,0,0,0,5,1.0,3.0,3.0,93,62.0,33.0,5,2.0,3.0,3.0,95,63.0,33.0,98,79,78,41,30,100,81,80,42,30,98,0,0,1,92,7,0,0,98,24,76,11,13,98,97,42,42.0,30.0,25,1,99,99,43,43.0,30.0,25,1,99,99,24.0,26,97,96,66,82,24,93,92,14,73,81,77,57,54,61,,68,56,42,88,70,13,5,10,89,71,14,5,11,10.0,44.0,31.0,54.0,42.0,27.0,64.0,10.0,53.0,1.0
150,18790  ,2011JJ00,99,82,85,100,0,0,0,95,4,0,0,99,31,80,12,53,47,8,11,15,66,95,95,76,78,15,0,96,95,76,78,15,0,99,1,0,0,0,0,0,0,7,,,,91,,,7,,,,92,,,99,80,83,56,34,100,80,84,56,34,99,0,0,0,94,5,1,0,99,28,78,11,16,99,98,44,49.0,32.0,23,0,99,98,44,49.0,32.0,24,0,99,99,31.0,26,97,96,69,83,22,96,93,14,76,83,75,62,62,64,,65,56,39,90,71,15,4,10,90,71,15,4,10,11.0,46.0,28.0,54.0,41.0,30.0,65.0,9.0,53.0,2.0
151,18790  ,2012JJ00,100,80,87,99,0,0,0,95,5,0,0,100,33,77,16,49,50,7,9,12,72,94,94,75,64,16,1,94,94,75,64,16,1,100,0,0,0,0,0,0,0,6,,,,90,,,10,,,,90,,,99,78,85,68,41,100,78,86,68,41,99,0,0,1,95,5,0,0,99,34,76,15,25,98,96,46,52.0,35.0,24,0,99,97,47,52.0,35.0,24,0,99,99,32.0,28,97,96,66,84,23,96,92,11,75,80,75,58,58,66,0.0,72,61,43,90,71,14,5,9,91,72,14,5,9,13.0,50.0,27.0,52.0,39.0,33.0,64.0,10.0,53.0,3.0
152,18790  ,2013JJ00,99,74,87,99,0,0,0,94,5,0,0,100,36,77,15,46,54,10,9,14,68,95,95,77,68,19,0,95,96,77,68,19,0,99,1,0,0,0,0,0,0,0,,,,92,,,7,,,,93,,,99,73,87,78,70,100,73,87,79,71,99,0,0,0,95,4,0,0,99,41,77,14,32,99,97,49,63.0,43.0,24,0,100,98,50,63.0,44.0,24,0,99,99,39.0,32,98,95,67,85,22,96,93,10,76,80,76,57,59,69,0.0,75,66,47,92,73,14,5,7,93,74,15,5,7,17.0,57.0,34.0,59.0,51.0,35.0,72.0,13.0,59.0,0.0
153,18710  ,2005JJ00,71,69,18,65,2,4,29,68,24,4,4,95,25,15,35,22,78,19,10,25,46,50,48,19,18,6,15,71,68,26,26,8,22,66,34,1,22,5,4,0,7,18,11.0,4.0,1.0,48,27.0,23.0,28,16.0,7.0,2.0,72,42.0,36.0,65,63,11,7,4,99,96,17,10,5,60,2,2,36,62,28,8,3,93,22,11,30,2,55,41,16,3.0,14.0,10,5,86,64,25,5.0,22.0,15,8,90,83,5.0,59,74,71,25,40,13,41,26,2,27,26,24,9,7,33,37.0,67,63,23,22,12,8,2,42,35,19,12,3,65,2.0,25.0,17.0,20.0,30.0,18.0,20.0,2.0,12.0,10.0
154,18710  ,2006JJ00,71,68,25,63,3,4,30,69,25,5,2,98,22,14,35,20,80,16,15,24,45,42,48,18,21,4,17,59,69,26,29,6,24,66,34,1,24,5,6,0,3,13,7.0,3.0,1.0,53,33.0,22.0,20,10.0,5.0,2.0,80,50.0,34.0,66,63,15,7,3,100,95,22,11,4,60,2,2,37,67,24,6,3,95,21,11,32,2,56,43,14,5.0,16.0,11,4,90,68,23,9.0,25.0,18,6,91,86,7.0,57,78,75,31,50,13,43,31,3,27,26,21,8,13,39,39.0,67,64,22,22,14,5,3,41,35,22,9,5,65,5.0,36.0,21.0,20.0,35.0,17.0,31.0,5.0,18.0,10.0
155,18710  ,2007JJ00,76,71,29,69,2,3,26,73,21,5,0,94,22,23,32,20,80,18,8,32,41,54,51,21,21,7,17,73,68,29,28,9,22,71,29,2,20,5,5,1,3,10,4.0,3.0,0.0,61,40.0,25.0,15,6.0,4.0,0.0,85,57.0,35.0,71,67,23,10,8,99,94,32,15,11,66,1,2,30,72,23,5,0,94,21,19,30,3,60,47,19,,23.0,15,6,86,68,27,,32.0,22,9,93,89,,42,77,73,38,59,15,54,45,3,28,34,28,11,14,37,,68,65,28,29,17,8,4,41,42,24,12,6,58,7.0,38.0,21.0,20.0,38.0,15.0,36.0,5.0,22.0,9.0
156,18710  ,2008JJ00,76,69,41,71,2,3,24,70,23,5,3,97,24,18,32,17,83,8,14,27,51,50,49,18,18,4,24,65,65,24,24,6,31,75,25,1,14,3,6,1,4,14,5.0,6.0,1.0,62,34.0,31.0,18,6.0,8.0,1.0,82,45.0,42.0,73,65,38,14,15,96,86,50,18,20,67,2,1,29,70,22,6,2,98,23,15,30,3,61,46,27,14.0,,12,8,86,65,38,19.0,,17,11,90,86,14.0,31,71,67,34,62,14,57,47,5,31,30,25,12,16,37,,69,67,29,32,17,10,4,39,45,24,14,6,55,4.0,52.0,17.0,21.0,37.0,15.0,27.0,5.0,22.0,5.0
157,18710  ,2009JJ00,80,71,48,72,2,3,24,73,21,5,1,99,23,22,33,21,79,13,6,21,61,55,54,25,25,5,18,73,71,33,33,6,24,79,21,0,15,2,2,0,4,16,3.0,6.0,0.0,64,44.0,28.0,20,4.0,8.0,0.0,80,57.0,36.0,78,66,44,15,17,98,83,56,19,22,71,1,1,27,70,23,6,2,99,20,18,30,3,66,60,31,18.0,18.0,12,4,92,82,43,24.0,25.0,16,6,89,85,14.0,30,74,72,31,59,10,51,48,2,27,24,21,12,10,39,,63,60,20,34,18,10,6,39,47,25,14,8,53,4.0,44.0,13.0,21.0,28.0,18.0,24.0,2.0,18.0,5.0
158,18710  ,2010JJ00,81,68,54,73,1,5,21,79,18,2,1,98,28,18,39,22,78,16,8,22,54,58,54,23,20,5,21,73,68,30,26,6,26,80,20,2,16,2,4,0,1,10,3.0,3.0,1.0,69,48.0,26.0,13,3.0,3.0,1.0,87,62.0,33.0,78,66,49,25,24,98,83,61,32,30,72,0,4,24,77,20,3,1,98,25,14,34,4,70,61,35,19.0,22.0,13,3,93,81,46,26.0,29.0,17,4,94,85,15.0,35,72,69,27,60,16,51,48,4,29,27,26,11,10,38,,68,65,20,40,22,13,4,36,52,30,17,6,48,6.0,41.0,25.0,21.0,27.0,20.0,25.0,3.0,25.0,9.0
159,18710  ,2011JJ00,87,70,65,79,1,3,17,74,21,3,2,98,26,18,33,22,78,21,13,25,42,55,54,25,38,5,0,66,65,30,46,6,0,87,13,1,10,1,3,1,1,13,,,,73,,,15,,,,84,,,85,67,63,35,25,98,77,73,41,28,76,1,2,20,75,21,2,2,99,24,15,29,3,70,64,31,27.0,22.0,11,0,88,81,39,34.0,27.0,14,0,91,84,24.0,28,72,69,26,65,16,62,55,4,37,27,24,9,13,41,,65,62,21,44,24,12,7,36,55,30,15,9,45,8.0,43.0,17.0,20.0,29.0,13.0,24.0,3.0,24.0,14.0
160,18710  ,2012JJ00,85,68,66,81,1,3,16,76,19,4,2,99,23,25,31,17,68,17,9,20,53,56,57,26,20,5,4,66,68,31,24,5,5,84,16,1,11,3,3,1,3,7,,,,73,,,12,,,,87,,,82,64,63,49,33,98,76,75,58,39,79,2,2,17,79,16,4,1,98,22,24,27,10,74,56,34,31.0,18.0,10,0,90,69,42,38.0,23.0,12,0,87,82,30.0,34,72,67,37,67,17,66,55,4,41,36,32,21,18,43,0.0,69,65,23,43,29,9,6,38,53,36,11,7,47,8.0,50.0,23.0,22.0,29.0,20.0,35.0,8.0,24.0,8.0
161,18710  ,2013JJ00,90,67,69,83,2,3,11,70,24,5,1,99,24,15,37,14,75,12,4,17,66,56,58,20,19,4,0,63,66,23,21,4,0,90,10,1,6,3,2,1,1,0,,,,80,,,11,,,,89,,,88,64,67,59,53,98,71,75,66,59,82,1,2,14,78,17,4,1,99,29,16,35,11,76,61,34,37.0,19.0,6,7,90,72,40,44.0,22.0,7,8,87,81,33.0,32,63,58,27,64,18,65,54,2,40,28,25,13,14,41,0.0,68,66,23,48,30,10,8,36,57,36,12,10,43,12.0,55.0,21.0,18.0,34.0,21.0,25.0,5.0,25.0,1.0
162,2018717,2005JJ00,78,75,20,68,3,6,23,57,32,7,4,92,15,34,12,32,68,12,13,26,49,53,48,26,23,5,21,69,63,34,30,7,27,71,29,3,16,3,4,1,6,24,18.0,5.0,1.0,47,26.0,22.0,33,26.0,7.0,1.0,67,38.0,31.0,71,69,12,8,2,100,97,17,11,3,62,3,3,32,52,36,8,4,92,13,24,12,2,61,45,10,3.0,10.0,7,5,90,67,15,5.0,15.0,11,8,85,83,3.0,37,89,85,41,35,16,62,53,2,34,43,38,13,15,45,22.0,50,47,17,26,17,7,3,41,39,25,11,4,61,1.0,29.0,14.0,18.0,30.0,15.0,21.0,1.0,16.0,11.0
163,2018717,2006JJ00,81,78,23,68,3,6,23,66,25,7,2,96,11,34,11,30,70,11,12,20,57,49,50,27,27,3,21,63,65,35,36,5,27,75,25,2,17,3,5,1,3,16,10.0,4.0,2.0,59,35.0,26.0,21,13.0,5.0,3.0,79,47.0,35.0,75,72,17,10,4,100,96,23,13,5,63,3,3,31,60,28,9,3,94,9,26,10,2,62,50,14,7.0,12.0,6,4,89,73,20,11.0,17.0,8,6,87,85,9.0,36,83,82,44,45,21,70,62,5,37,48,41,21,26,47,24.0,54,51,21,33,19,9,5,36,48,27,13,7,52,4.0,43.0,20.0,21.0,46.0,15.0,26.0,8.0,22.0,6.0
164,2018717,2007JJ00,80,76,28,73,2,4,20,70,22,5,2,97,12,23,12,28,72,13,6,24,57,55,50,24,23,4,22,69,63,30,29,5,28,76,24,1,16,2,5,1,3,8,3.0,3.0,0.0,68,46.0,24.0,11,4.0,3.0,0.0,89,61.0,32.0,76,72,24,9,7,100,94,31,12,9,68,3,3,26,70,23,5,2,97,10,19,11,2,69,51,17,,17.0,7,4,93,69,23,,22.0,10,5,89,88,,32,85,82,45,57,18,80,72,3,45,50,41,23,28,49,,58,52,23,38,24,10,3,36,51,33,14,4,49,7.0,45.0,18.0,18.0,33.0,20.0,27.0,5.0,20.0,7.0
165,2018717,2008JJ00,87,80,44,78,1,4,17,64,27,7,2,94,16,35,14,26,74,16,8,20,56,56,51,23,27,5,25,67,62,28,32,6,30,86,14,2,10,1,2,0,1,11,4.0,4.0,1.0,75,38.0,41.0,13,5.0,5.0,1.0,87,45.0,47.0,85,78,39,14,11,98,90,45,17,13,74,1,2,23,61,31,7,2,94,16,28,13,3,70,55,22,13.0,,8,4,91,71,28,17.0,,11,5,89,88,13.0,22,83,79,48,59,16,75,66,5,47,39,32,19,21,45,,51,47,28,45,29,11,6,32,59,37,14,8,41,8.0,39.0,21.0,19.0,35.0,14.0,27.0,2.0,29.0,10.0
166,2018717,2009JJ00,87,77,52,79,2,3,16,73,21,3,2,97,15,33,13,31,69,7,9,18,66,61,59,31,32,8,18,72,70,37,38,9,22,86,14,1,11,2,2,0,1,16,4.0,5.0,1.0,70,48.0,30.0,19,5.0,6.0,1.0,81,57.0,35.0,85,73,48,20,16,99,85,55,24,18,78,1,2,19,69,25,4,3,98,14,29,12,3,73,67,27,15.0,20.0,9,4,91,83,33,19.0,24.0,11,5,89,87,8.0,20,81,79,35,56,18,73,72,4,37,39,34,21,21,44,,53,48,20,50,29,13,8,30,62,36,16,9,38,9.0,40.0,27.0,24.0,27.0,17.0,33.0,3.0,37.0,5.0
167,2018717,2010JJ00,88,77,55,80,1,2,16,72,24,4,1,99,18,29,13,31,69,4,9,19,67,63,61,30,30,5,19,76,73,36,36,6,23,86,14,1,11,2,3,1,1,11,2.0,3.0,1.0,75,48.0,33.0,13,2.0,3.0,2.0,87,57.0,38.0,86,74,52,26,18,100,86,60,30,21,79,1,2,19,72,22,4,1,99,15,27,13,4,78,72,30,23.0,16.0,10,3,96,89,37,28.0,20.0,12,3,93,92,19.0,25,86,85,41,62,14,80,77,4,46,42,39,16,19,51,,56,51,24,55,34,14,8,26,68,42,17,9,32,9.0,46.0,17.0,22.0,29.0,27.0,41.0,5.0,30.0,4.0
168,2018717,2011JJ00,88,71,62,80,1,3,16,76,20,3,2,98,16,28,12,23,77,11,7,18,64,62,56,25,29,4,0,73,66,30,35,5,0,87,13,0,10,1,3,1,2,12,,,,75,,,13,,,,86,,,86,68,59,34,26,99,78,68,39,30,77,2,2,19,76,20,3,1,99,16,25,12,5,74,71,30,21.0,19.0,8,0,92,88,37,26.0,23.0,10,0,94,92,15.0,27,83,78,40,65,17,82,76,5,50,42,35,21,24,48,,54,51,21,56,32,15,9,25,69,39,19,11,31,11.0,47.0,24.0,21.0,32.0,24.0,28.0,3.0,29.0,9.0
169,2018717,2012JJ00,92,75,67,85,1,3,11,75,21,3,2,100,17,33,15,24,65,10,7,11,72,59,56,29,27,4,3,66,63,32,31,4,3,91,8,0,6,2,1,0,0,6,,,,77,,,15,,,,85,,,90,70,65,45,30,98,77,72,50,33,83,1,1,14,75,20,4,1,98,20,33,15,13,81,60,30,25.0,16.0,8,0,95,71,35,30.0,19.0,9,0,91,90,17.0,26,84,80,40,66,17,80,74,5,47,45,39,26,28,44,0.0,59,54,23,56,35,13,8,29,66,42,16,9,34,12.0,44.0,22.0,23.0,33.0,22.0,35.0,6.0,32.0,10.0
170,2018717,2013JJ00,89,67,66,84,2,3,12,72,23,4,2,100,20,29,15,23,66,6,8,15,71,56,53,25,20,4,0,63,61,28,22,5,0,89,11,0,8,2,2,1,1,0,,,,78,,,12,,,,88,,,87,65,63,52,49,98,73,71,58,56,82,2,2,14,77,19,4,1,99,24,31,16,17,78,60,26,27.0,14.0,7,5,92,71,30,32.0,17.0,9,6,92,91,21.0,22,83,81,38,66,15,82,76,3,47,46,41,24,27,49,0.0,62,58,21,60,37,13,11,25,70,43,15,12,30,11.0,47.0,20.0,24.0,36.0,26.0,42.0,7.0,39.0,0.0
171,2018721,2005JJ00,90,87,29,85,1,3,10,76,18,5,1,96,26,20,46,38,62,13,17,27,43,74,74,39,33,9,11,83,83,43,37,11,12,86,14,1,7,2,2,1,5,20,14.0,5.0,4.0,65,40.0,28.0,24,16.0,6.0,4.0,76,47.0,33.0,85,83,19,14,5,99,96,22,16,6,82,2,1,15,70,23,6,1,96,24,14,45,4,79,70,32,5.0,28.0,18,2,94,83,38,6.0,32.0,22,3,91,90,6.0,66,85,82,37,45,14,52,38,3,35,40,37,12,10,47,51.0,75,72,26,35,23,9,3,49,42,27,11,4,58,3.0,38.0,23.0,23.0,30.0,14.0,23.0,1.0,16.0,6.0
172,2018721,2006JJ00,93,90,38,89,2,2,7,77,16,5,2,97,26,24,47,42,58,13,10,25,52,74,79,42,39,6,10,79,85,45,42,7,11,90,10,2,5,1,1,0,2,13,7.0,4.0,3.0,77,52.0,27.0,14,7.0,5.0,4.0,86,58.0,31.0,89,86,29,16,6,100,96,32,18,6,86,2,1,11,74,20,4,2,96,24,19,42,3,85,76,34,13.0,32.0,23,2,96,85,39,15.0,36.0,26,3,94,92,11.0,64,87,86,37,59,16,60,47,3,37,39,36,15,12,45,51.0,75,73,32,45,27,12,6,44,50,30,13,7,50,3.0,46.0,23.0,22.0,37.0,20.0,25.0,4.0,23.0,4.0
173,2018721,2007JJ00,94,89,45,89,2,2,7,83,15,2,1,99,34,20,51,35,65,13,13,31,44,81,80,42,37,12,10,87,86,45,40,13,10,92,8,0,5,1,1,0,1,8,5.0,4.0,0.0,84,57.0,29.0,9,5.0,4.0,0.0,91,62.0,31.0,92,87,36,26,13,100,94,39,28,14,88,2,2,9,82,16,2,1,99,30,18,49,3,88,81,39,,39.0,22,2,97,90,43,,43.0,25,2,97,95,,55,85,84,42,64,16,64,51,3,40,41,36,17,17,43,,81,78,32,52,31,14,6,39,57,35,16,7,43,8.0,43.0,24.0,28.0,40.0,9.0,29.0,3.0,23.0,4.0
174,2018721,2008JJ00,95,88,60,91,1,2,5,80,15,3,1,97,32,23,52,30,70,13,9,21,57,79,79,38,35,10,12,84,84,41,37,10,13,93,7,0,4,0,2,0,2,13,5.0,6.0,1.0,81,53.0,31.0,14,5.0,7.0,1.0,86,57.0,34.0,92,83,56,22,18,99,90,60,24,19,89,0,1,9,79,16,4,0,98,31,20,51,4,88,79,48,20.0,,22,2,97,87,53,22.0,,25,2,96,94,14.0,44,83,78,41,71,12,65,52,4,40,35,31,13,13,39,,76,72,39,49,32,13,4,42,54,35,14,5,46,7.0,42.0,26.0,24.0,37.0,11.0,28.0,2.0,28.0,5.0
175,2018721,2009JJ00,95,86,64,93,1,2,4,85,13,2,0,98,41,22,51,33,67,9,9,23,58,83,83,49,41,10,10,86,86,51,42,10,11,95,5,0,3,0,0,0,1,17,3.0,7.0,2.0,78,58.0,29.0,18,4.0,7.0,2.0,82,62.0,31.0,93,82,61,31,31,98,86,64,33,33,93,1,0,6,83,14,2,1,98,34,21,47,4,92,89,53,29.0,40.0,25,2,98,95,56,31.0,42.0,27,2,98,96,17.0,46,82,80,40,68,16,59,57,3,31,37,33,18,15,42,,76,75,34,57,32,18,8,37,61,34,19,8,39,6.0,52.0,27.0,23.0,33.0,10.0,28.0,4.0,35.0,4.0
176,2018721,2010JJ00,96,86,77,94,1,1,4,87,12,1,1,99,37,19,52,37,63,12,9,25,54,83,83,42,40,9,11,86,87,44,42,9,12,96,4,0,3,1,1,0,0,5,1.0,2.0,2.0,90,65.0,29.0,6,1.0,2.0,2.0,94,68.0,30.0,96,85,74,42,29,100,89,77,44,31,93,1,1,5,86,13,1,0,99,33,16,50,5,92,90,53,33.0,37.0,27,1,97,95,56,35.0,39.0,28,1,98,97,22.0,42,88,85,44,74,15,67,62,4,43,40,38,17,17,42,,76,73,32,63,39,18,6,31,67,41,19,7,33,4.0,50.0,26.0,25.0,31.0,9.0,29.0,4.0,32.0,2.0
177,2018721,2011JJ00,97,85,79,95,1,1,4,83,14,3,0,100,36,23,52,32,68,15,16,17,52,83,83,38,65,4,0,86,86,40,68,4,0,98,2,0,1,0,1,0,0,11,,,,85,,,11,,,,87,,,97,84,76,56,42,99,86,78,58,43,94,2,1,4,85,13,2,0,99,34,21,50,7,94,90,51,38.0,37.0,16,0,98,94,54,40.0,39.0,17,0,99,96,24.0,42,84,80,40,80,19,72,62,4,49,37,32,17,20,50,,75,72,29,65,41,19,5,30,68,43,19,6,32,11.0,54.0,22.0,26.0,28.0,13.0,32.0,4.0,34.0,7.0
178,2018721,2012JJ00,97,84,85,96,0,2,2,86,12,2,0,100,37,20,56,27,72,9,7,23,61,81,80,38,29,4,2,83,81,39,29,4,2,97,2,0,2,1,1,0,0,8,,,,85,,,12,,,,87,,,96,80,83,68,47,99,82,85,69,49,95,1,1,4,89,9,1,1,100,39,20,54,16,93,85,50,39.0,31.0,17,0,98,89,52,40.0,33.0,18,0,96,94,27.0,41,83,79,38,75,18,72,62,2,46,37,33,19,21,45,0.0,76,73,32,69,40,20,9,27,72,42,21,9,28,12.0,60.0,21.0,28.0,31.0,11.0,25.0,5.0,31.0,9.0
