ID,Landen,Perioden,Totaal_1,PlantaardigeProducten_2,Totaal_3,Dieren_4,DierlijkeProducten_5,Landbouwdiensten_6,NietTotDeLandbouwBehorendeNevena_7,IntermediairVerbruik_8,BrutoToegevoegdeWaardeBasisprijzen_9,BrutoToegevoegdeWaardeBasisprijzen_10,VerbruikVanVasteActiva_11,NietProductgebondenBelastingen_12,NietProductgebondenSubsidies_13,Landbouwinkomen_14,Arbeidsvolume_15,Inkomensindex2021100_16,MutatieTOVVoorafgaandJaar_17
159,L008592,2004JJ00,44212.0,22752.0,19816.0,10943.0,8873.0,1514.0,130.0,25560.0,18651.0,18651.0,7269.0,379.0,1540.0,12543.0,592.0,69.1,48.4
160,L008592,2005JJ00,38838.0,18121.0,18980.0,10320.0,8660.0,1548.0,190.0,26026.0,12812.0,12812.0,7397.0,472.0,6084.0,11027.0,583.0,61.4,-11.1
161,L008592,2006JJ00,40313.0,18858.0,19726.0,11111.0,8615.0,1566.0,163.0,27143.0,13170.0,13170.0,7610.0,400.0,6388.0,11548.0,568.0,65.6,6.9
162,L008592,2007JJ00,46319.0,23557.0,20924.0,10775.0,10149.0,1666.0,172.0,30288.0,16031.0,16031.0,7957.0,383.0,6436.0,14127.0,554.0,80.8,23.1
163,L008592,2008JJ00,50049.0,25172.0,22967.0,12756.0,10211.0,1776.0,134.0,33075.0,16975.0,16975.0,8293.0,598.0,6927.0,15010.0,543.0,86.8,7.4
164,L008592,2009JJ00,43724.0,21590.0,20182.0,12149.0,8033.0,1812.0,140.0,31068.0,12656.0,12656.0,8616.0,811.0,6946.0,10175.0,532.0,58.9,-32.2
165,L008592,2010JJ00,50052.0,23093.0,23622.0,13301.0,10321.0,1841.0,1496.0,33395.0,16657.0,16657.0,8910.0,236.0,7613.0,15124.0,522.0,88.7,50.7
166,L008592,2011JJ00,57256.0,27617.0,26227.0,14411.0,11816.0,1927.0,1486.0,36831.0,20426.0,20426.0,8993.0,240.0,8051.0,19243.0,518.0,112.3,26.7
167,L008592,2012JJ00,60023.0,28317.0,28031.0,16397.0,11634.0,2041.0,1633.0,39903.0,20120.0,20120.0,9296.0,122.0,7466.0,18168.0,514.0,105.3,-6.2
168,L008592,2013JJ00,61821.0,28194.0,29620.0,16289.0,13331.0,2131.0,1877.0,39256.0,22565.0,22565.0,9531.0,239.0,7442.0,20236.0,503.0,117.5,11.5
169,L008592,2014JJ00,61008.0,28106.0,28714.0,15101.0,13614.0,2230.0,1958.0,39010.0,21999.0,21999.0,9783.0,243.0,7835.0,19808.0,504.0,112.6,-4.1
170,L008592,2015JJ00,54534.0,24710.0,25592.0,14525.0,11067.0,2296.0,1936.0,38527.0,16007.0,16007.0,9973.0,184.0,7056.0,12906.0,496.0,73.3,-34.9
171,L008592,2016JJ00,54163.0,24861.0,25119.0,14599.0,10520.0,2205.0,1978.0,36640.0,17523.0,17523.0,10166.0,207.0,6740.0,13890.0,480.0,80.5,9.8
172,L008592,2017JJ00,58982.0,25401.0,29308.0,15373.0,13935.0,2331.0,1942.0,36107.0,22875.0,22875.0,10339.0,261.0,7680.0,19955.0,478.0,114.6,42.3
173,L008592,2018JJ00,55149.0,22794.0,27805.0,14361.0,13444.0,2422.0,2128.0,36440.0,18709.0,18709.0,10576.0,256.0,7289.0,15166.0,474.0,86.1,-24.8
174,L008592,2019JJ00,60516.0,27518.0,28819.0,15595.0,13224.0,2316.0,1863.0,36669.0,23847.0,23847.0,10831.0,258.0,8065.0,20823.0,471.0,116.7,35.4
175,L008592,2020JJ00,58833.0,28007.0,26520.0,14255.0,12266.0,2433.0,1872.0,37256.0,21576.0,21576.0,11067.0,256.0,7690.0,17942.0,469.0,99.2,-15.0
176,L008592,2021JJ00,61590.0,29971.0,26968.0,13800.0,13168.0,2656.0,1996.0,39122.0,22469.0,22469.0,11520.0,250.0,7852.0,18550.0,468.0,100.0,0.8
177,L008592,2022JJ00,77924.0,36279.0,36688.0,17028.0,19660.0,2754.0,2203.0,46112.0,31812.0,31812.0,12568.0,248.0,9045.0,28042.0,464.0,143.8,43.8
178,L008592,2023JJ00,76149.0,35331.0,35922.0,18261.0,17660.0,2796.0,2101.0,45579.0,30570.0,30570.0,13578.0,252.0,7947.0,24687.0,464.0,119.3,-17.0
179,L008592,2024JJ00,75486.0,34394.0,36013.0,17748.0,18265.0,2980.0,2099.0,44351.0,31135.0,31135.0,14068.0,277.0,7390.0,24180.0,464.0,113.3,-5.0
180,L008598,1995JJ00,303.0,121.0,170.0,68.0,102.0,4.0,8.0,221.0,82.0,82.0,15.0,2.0,3.0,68.0,70.0,17.8,
181,L008598,1996JJ00,385.0,175.0,193.0,75.0,118.0,4.0,13.0,250.0,134.0,134.0,18.0,2.0,7.0,121.0,68.0,26.9,51.4
182,L008598,1997JJ00,369.0,141.0,214.0,85.0,129.0,3.0,10.0,251.0,118.0,118.0,19.0,2.0,8.0,105.0,68.0,22.0,-18.3
183,L008598,1998JJ00,356.0,130.0,198.0,79.0,119.0,4.0,24.0,209.0,146.0,146.0,21.0,2.0,25.0,148.0,67.0,29.8,35.2
184,L008598,1999JJ00,302.0,119.0,142.0,58.0,84.0,6.0,35.0,200.0,102.0,102.0,23.0,2.0,10.0,86.0,66.0,16.4,-44.8
185,L008598,2000JJ00,379.0,150.0,189.0,70.0,119.0,7.0,33.0,228.0,151.0,151.0,23.0,2.0,7.0,133.0,65.0,24.6,49.9
186,L008598,2001JJ00,444.0,157.0,243.0,104.0,139.0,6.0,39.0,254.0,190.0,190.0,26.0,2.0,6.0,167.0,58.0,32.0,30.1
187,L008598,2002JJ00,447.0,183.0,217.0,95.0,122.0,7.0,40.0,263.0,183.0,183.0,30.0,3.0,12.0,163.0,56.0,31.1,-3.0
188,L008598,2003JJ00,421.0,165.0,211.0,88.0,123.0,9.0,36.0,260.0,161.0,161.0,34.0,3.0,7.0,131.0,39.0,34.8,12.0
189,L008598,2004JJ00,483.0,167.0,269.0,107.0,161.0,9.0,38.0,277.0,206.0,206.0,39.0,3.0,53.0,217.0,38.0,55.7,60.1
190,L008598,2005JJ00,543.0,204.0,278.0,106.0,172.0,11.0,49.0,324.0,219.0,219.0,47.0,3.0,68.0,236.0,38.0,58.1,4.2
191,L008598,2006JJ00,571.0,211.0,296.0,116.0,180.0,10.0,54.0,335.0,236.0,236.0,57.0,3.0,77.0,252.0,37.0,57.6,-0.8
192,L008598,2007JJ00,699.0,336.0,301.0,116.0,185.0,12.0,50.0,395.0,304.0,304.0,68.0,3.0,110.0,343.0,33.0,79.0,37.2
193,L008598,2008JJ00,668.0,250.0,342.0,139.0,204.0,19.0,57.0,449.0,219.0,219.0,78.0,3.0,132.0,270.0,31.0,61.4,-22.3
194,L008598,2009JJ00,570.0,227.0,281.0,131.0,150.0,17.0,45.0,394.0,176.0,176.0,83.0,3.0,125.0,216.0,29.0,52.5,-14.5
195,L008598,2010JJ00,668.0,275.0,321.0,125.0,196.0,18.0,54.0,434.0,235.0,235.0,82.0,4.0,165.0,314.0,25.0,86.6,64.9
196,L008598,2011JJ00,811.0,336.0,388.0,153.0,234.0,27.0,60.0,500.0,310.0,310.0,86.0,4.0,174.0,395.0,24.0,107.6,24.3
197,L008598,2012JJ00,898.0,429.0,384.0,154.0,230.0,38.0,48.0,539.0,359.0,359.0,93.0,4.0,187.0,450.0,23.0,124.1,15.3
198,L008598,2013JJ00,924.0,382.0,452.0,173.0,279.0,42.0,48.0,591.0,333.0,333.0,104.0,4.0,192.0,417.0,22.0,114.8,-7.4
199,L008598,2014JJ00,900.0,384.0,424.0,156.0,269.0,37.0,54.0,556.0,344.0,344.0,113.0,5.0,168.0,395.0,22.0,107.1,-6.7
200,L008598,2015JJ00,935.0,468.0,365.0,155.0,210.0,44.0,59.0,658.0,277.0,277.0,123.0,5.0,150.0,299.0,20.0,87.0,-18.8
201,L008598,2016JJ00,750.0,319.0,349.0,152.0,197.0,43.0,39.0,599.0,151.0,151.0,123.0,4.0,167.0,192.0,20.0,54.6,-37.2
202,L008598,2017JJ00,886.0,370.0,438.0,167.0,271.0,40.0,38.0,608.0,278.0,278.0,130.0,4.0,191.0,335.0,20.0,91.7,67.9
203,L008598,2018JJ00,859.0,350.0,401.0,145.0,256.0,56.0,51.0,653.0,206.0,206.0,139.0,5.0,204.0,266.0,20.0,70.5,-23.2
204,L008598,2019JJ00,998.0,503.0,418.0,154.0,264.0,58.0,18.0,716.0,282.0,282.0,146.0,3.0,210.0,343.0,19.0,93.0,32.0
205,L008598,2020JJ00,995.0,484.0,415.0,157.0,257.0,63.0,33.0,739.0,257.0,257.0,150.0,4.0,238.0,341.0,17.0,99.4,8.0
206,L008598,2021JJ00,1129.0,571.0,451.0,172.0,280.0,75.0,33.0,857.0,272.0,272.0,163.0,4.0,249.0,352.0,17.0,100.0,0.6
207,L008598,2022JJ00,1630.0,818.0,653.0,246.0,407.0,106.0,54.0,1142.0,488.0,488.0,196.0,5.0,251.0,539.0,17.0,129.3,29.3
208,L008598,2023JJ00,1313.0,526.0,642.0,232.0,410.0,108.0,38.0,1066.0,247.0,247.0,211.0,4.0,185.0,216.0,17.0,49.9,-61.4
209,L008598,2024JJ00,1295.0,506.0,636.0,219.0,417.0,109.0,44.0,1026.0,268.0,268.0,225.0,4.0,202.0,240.0,16.0,53.0,6.2
210,L008604,1995JJ00,4031.0,1308.0,2425.0,960.0,1465.0,76.0,222.0,2137.0,1894.0,1894.0,791.0,0.0,1398.0,2501.0,141.0,106.1,
211,L008604,1996JJ00,3805.0,1300.0,2215.0,856.0,1360.0,79.0,211.0,2143.0,1662.0,1662.0,739.0,0.0,1004.0,1928.0,137.0,83.8,-21.0
212,L008604,1997JJ00,3778.0,1306.0,2197.0,862.0,1335.0,70.0,206.0,2127.0,1651.0,1651.0,752.0,0.0,981.0,1880.0,134.0,81.9,-2.3
213,L008604,1998JJ00,3313.0,1072.0,1968.0,797.0,1170.0,67.0,207.0,2090.0,1223.0,1223.0,742.0,0.0,1007.0,1488.0,127.0,69.1,-15.6
214,L008604,1999JJ00,3484.0,1180.0,1996.0,735.0,1262.0,64.0,244.0,2005.0,1480.0,1480.0,770.0,0.0,1091.0,1801.0,118.0,86.8,25.6
215,L008604,2000JJ00,3805.0,1356.0,2131.0,770.0,1361.0,62.0,256.0,2188.0,1617.0,1617.0,810.0,0.0,1214.0,2021.0,111.0,100.5,15.8
216,L008604,2001JJ00,3880.0,1330.0,2229.0,844.0,1386.0,54.0,267.0,2209.0,1671.0,1671.0,838.0,0.0,1216.0,2049.0,109.0,100.6,0.1
217,L008604,2002JJ00,3951.0,1429.0,2159.0,870.0,1289.0,56.0,308.0,2317.0,1634.0,1634.0,885.0,0.0,1226.0,1975.0,107.0,98.1,-2.5
218,L008604,2003JJ00,3847.0,1310.0,2150.0,835.0,1315.0,67.0,320.0,2284.0,1563.0,1563.0,917.0,0.0,1256.0,1902.0,106.0,94.5,-3.7
219,L008604,2004JJ00,3922.0,1351.0,2164.0,855.0,1309.0,75.0,332.0,2361.0,1562.0,1562.0,936.0,0.0,1188.0,1814.0,101.0,94.1,-0.4
220,L008604,2005JJ00,3979.0,1392.0,2159.0,857.0,1302.0,63.0,364.0,2446.0,1533.0,1533.0,977.0,0.0,1326.0,1882.0,96.0,101.8,8.2
221,L008604,2006JJ00,3613.0,1122.0,2013.0,807.0,1207.0,80.0,398.0,2548.0,1065.0,1065.0,1022.0,0.0,1771.0,1814.0,93.0,100.5,-1.3
222,L008604,2007JJ00,4067.0,1494.0,2074.0,838.0,1236.0,84.0,416.0,2654.0,1413.0,1413.0,1082.0,0.0,1767.0,2098.0,91.0,115.9,15.3
223,L008604,2008JJ00,4203.0,1389.0,2222.0,893.0,1329.0,91.0,501.0,3001.0,1203.0,1203.0,1125.0,0.0,1762.0,1839.0,89.0,101.1,-12.8
224,L008604,2009JJ00,4006.0,1302.0,2141.0,786.0,1356.0,88.0,475.0,2661.0,1345.0,1345.0,1132.0,0.0,1864.0,2077.0,87.0,114.5,13.3
225,L008604,2010JJ00,4214.0,1386.0,2257.0,786.0,1471.0,86.0,485.0,2769.0,1445.0,1445.0,1110.0,0.0,1832.0,2167.0,82.0,126.0,10.0
226,L008604,2011JJ00,4580.0,1456.0,2422.0,806.0,1616.0,100.0,602.0,3320.0,1260.0,1260.0,1141.0,0.0,1781.0,1900.0,80.0,110.4,-12.3
227,L008604,2012JJ00,5029.0,1761.0,2563.0,853.0,1709.0,178.0,528.0,3782.0,1247.0,1247.0,1142.0,0.0,1743.0,1848.0,78.0,107.1,-3.0
228,L008604,2013JJ00,4964.0,1787.0,2468.0,917.0,1551.0,271.0,438.0,3795.0,1169.0,1169.0,1212.0,0.0,1755.0,1712.0,76.0,99.3,-7.3
229,L008604,2014JJ00,4816.0,1642.0,2515.0,877.0,1639.0,295.0,364.0,3588.0,1227.0,1227.0,1223.0,0.0,1705.0,1709.0,74.0,99.5,0.2
230,L008604,2015JJ00,4537.0,1612.0,2251.0,871.0,1380.0,275.0,399.0,3475.0,1062.0,1062.0,1207.0,0.0,1587.0,1443.0,73.0,84.3,-15.3
231,L008604,2016JJ00,4532.0,1600.0,2266.0,860.0,1406.0,255.0,411.0,3407.0,1125.0,1125.0,1197.0,0.0,1546.0,1474.0,72.0,87.8,4.2
232,L008604,2017JJ00,4474.0,1545.0,2267.0,878.0,1389.0,267.0,394.0,3309.0,1165.0,1165.0,1193.0,0.0,1549.0,1521.0,70.0,91.4,4.1
233,L008604,2018JJ00,4588.0,1593.0,2283.0,885.0,1398.0,282.0,430.0,3460.0,1128.0,1128.0,1202.0,0.0,1546.0,1472.0,69.0,88.3,-3.5
234,L008604,2019JJ00,5121.0,2137.0,2250.0,931.0,1318.0,306.0,428.0,3701.0,1420.0,1420.0,1223.0,0.0,1544.0,1741.0,68.0,104.7,18.6
235,L008604,2020JJ00,4813.0,1857.0,2287.0,949.0,1338.0,176.0,493.0,3273.0,1540.0,1540.0,1259.0,0.0,1531.0,1812.0,66.0,111.0,6.0
236,L008604,2021JJ00,4676.0,1737.0,2232.0,930.0,1302.0,151.0,556.0,3290.0,1386.0,1386.0,1271.0,0.0,1533.0,1648.0,65.0,100.0,-9.9
237,L008604,2022JJ00,5825.0,2479.0,2585.0,1110.0,1475.0,287.0,474.0,4105.0,1720.0,1720.0,1275.0,0.0,1703.0,2148.0,64.0,124.1,24.1
238,L008604,2023JJ00,5507.0,2078.0,2684.0,1172.0,1511.0,174.0,572.0,3809.0,1698.0,1698.0,1380.0,0.0,1481.0,1799.0,57.0,113.1,-8.8
239,L008604,2024JJ00,5459.0,2184.0,2563.0,1152.0,1410.0,175.0,537.0,3687.0,1772.0,1772.0,1381.0,0.0,1419.0,1810.0,57.0,112.1,-0.9
240,L008605,1995JJ00,60553.0,33652.0,23282.0,15021.0,8261.0,2341.0,1277.0,30712.0,29841.0,29841.0,6871.0,1285.0,2118.0,23803.0,1138.0,75.8,
241,L008605,1996JJ00,62359.0,35007.0,23702.0,15238.0,8464.0,2428.0,1222.0,32402.0,29957.0,29957.0,7012.0,1284.0,2189.0,23849.0,1109.0,76.5,0.9
242,L008605,1997JJ00,62355.0,35001.0,23713.0,15517.0,8196.0,2469.0,1172.0,32574.0,29781.0,29781.0,7007.0,1200.0,2025.0,23599.0,1081.0,78.4,2.4
243,L008605,1998JJ00,63497.0,36466.0,23229.0,14942.0,8287.0,2594.0,1209.0,32343.0,31154.0,31154.0,7147.0,1280.0,1714.0,24440.0,1061.0,81.7,4.2
244,L008605,1999JJ00,62546.0,35982.0,22462.0,14287.0,8176.0,2698.0,1404.0,32366.0,30180.0,30180.0,7374.0,1370.0,1766.0,23203.0,1044.0,78.2,-4.2
245,L008605,2000JJ00,63659.0,35636.0,23839.0,15308.0,8531.0,2844.0,1340.0,33099.0,30560.0,30560.0,7790.0,1428.0,1587.0,22929.0,1028.0,77.2,-1.3
246,L008605,2001JJ00,64511.0,35621.0,24597.0,15817.0,8780.0,2917.0,1376.0,34258.0,30253.0,30253.0,8164.0,1417.0,1919.0,22591.0,1001.0,76.6,-0.8
247,L008605,2002JJ00,64227.0,36097.0,23713.0,15068.0,8645.0,3008.0,1409.0,34155.0,30072.0,30072.0,8320.0,1383.0,2014.0,22383.0,977.0,76.2,-0.5
248,L008605,2003JJ00,62920.0,35010.0,23485.0,14904.0,8581.0,2944.0,1480.0,34105.0,28815.0,28815.0,8526.0,1227.0,2835.0,21897.0,953.0,75.0,-1.6
249,L008605,2004JJ00,65289.0,36680.0,23901.0,15485.0,8416.0,3149.0,1559.0,34862.0,30426.0,30426.0,8912.0,1468.0,1817.0,21864.0,930.0,75.5,0.7
250,L008605,2005JJ00,64026.0,34947.0,24192.0,15601.0,8591.0,3248.0,1639.0,35213.0,28813.0,28813.0,9304.0,1386.0,2186.0,20309.0,908.0,70.5,-6.7
251,L008605,2006JJ00,61227.0,33362.0,22811.0,15098.0,7713.0,3295.0,1760.0,35374.0,25854.0,25854.0,9509.0,1321.0,7443.0,22467.0,886.0,78.2,10.9
252,L008605,2007JJ00,67125.0,38155.0,23667.0,15319.0,8348.0,3468.0,1836.0,37901.0,29224.0,29224.0,9718.0,1358.0,7247.0,25395.0,867.0,88.1,12.6
253,L008605,2008JJ00,68955.0,37803.0,25528.0,15730.0,9798.0,3694.0,1930.0,42325.0,26630.0,26630.0,10521.0,1439.0,7270.0,21940.0,848.0,76.1,-13.7
254,L008605,2009JJ00,63769.0,35463.0,22571.0,14440.0,8131.0,3817.0,1917.0,41525.0,22244.0,22244.0,10263.0,1453.0,7150.0,17677.0,828.0,62.7,-17.5
255,L008605,2010JJ00,68125.0,39164.0,23151.0,14430.0,8721.0,3849.0,1962.0,40263.0,27862.0,27862.0,10270.0,1468.0,8545.0,24669.0,809.0,88.6,41.2
256,L008605,2011JJ00,73039.0,41712.0,25321.0,15567.0,9755.0,3962.0,2045.0,43925.0,29114.0,29114.0,10623.0,1433.0,8677.0,25735.0,800.0,92.7,4.6
257,L008605,2012JJ00,76578.0,44407.0,25988.0,16298.0,9690.0,4188.0,1996.0,46573.0,30005.0,30005.0,10965.0,1585.0,8379.0,25835.0,788.0,93.3,0.7
258,L008605,2013JJ00,74185.0,41284.0,26598.0,16738.0,9860.0,4240.0,2062.0,47803.0,26381.0,26381.0,11139.0,1572.0,8274.0,21944.0,781.0,79.3,-14.9
259,L008605,2014JJ00,75335.0,41629.0,27088.0,16155.0,10933.0,4398.0,2221.0,46356.0,28979.0,28979.0,10571.0,1564.0,8045.0,24889.0,775.0,90.2,13.7
260,L008605,2015JJ00,75213.0,42523.0,26002.0,15971.0,10031.0,4337.0,2350.0,45598.0,29615.0,29615.0,10372.0,1652.0,8458.0,26050.0,762.0,95.0,5.2
261,L008605,2016JJ00,70486.0,39253.0,24667.0,15478.0,9189.0,4435.0,2131.0,44202.0,26284.0,26284.0,10350.0,1485.0,8120.0,22569.0,753.0,82.8,-12.8
262,L008605,2017JJ00,73152.0,40542.0,26057.0,15486.0,10571.0,4477.0,2077.0,43329.0,29823.0,29823.0,10397.0,1622.0,8374.0,26179.0,746.0,96.5,16.5
263,L008605,2018JJ00,78140.0,44954.0,26022.0,15357.0,10665.0,4643.0,2521.0,44564.0,33576.0,33576.0,10595.0,1613.0,8263.0,29631.0,741.0,108.8,12.8
264,L008605,2019JJ00,77793.0,43987.0,26631.0,15704.0,10928.0,4886.0,2289.0,46132.0,31660.0,31660.0,10776.0,1667.0,8265.0,27482.0,735.0,100.4,-7.7
265,L008605,2020JJ00,76769.0,42746.0,26460.0,15471.0,10990.0,5030.0,2533.0,45730.0,31040.0,31040.0,10897.0,1579.0,8100.0,26663.0,710.0,98.0,-2.5
266,L008605,2021JJ00,81310.0,45488.0,27205.0,15573.0,11632.0,5833.0,2784.0,49492.0,31818.0,31818.0,12010.0,1101.0,8992.0,27699.0,715.0,100.0,2.0
267,L008605,2022JJ00,97345.0,54338.0,32679.0,18276.0,14404.0,6383.0,3944.0,57185.0,40160.0,40160.0,12639.0,1143.0,8533.0,34911.0,722.0,120.8,20.8
268,L008605,2023JJ00,95776.0,50501.0,34175.0,19342.0,14832.0,6518.0,4583.0,57897.0,37879.0,37879.0,13931.0,1287.0,8485.0,31146.0,722.0,102.4,-15.2
269,L008605,2024JJ00,89382.0,44283.0,33998.0,19353.0,14645.0,6661.0,4441.0,54019.0,35363.0,35363.0,13330.0,1344.0,8598.0,29287.0,721.0,94.2,-8.0
270,L008615,1995JJ00,11589.0,8151.0,2663.0,1569.0,1094.0,393.0,382.0,3630.0,7959.0,7959.0,673.0,267.0,348.0,7367.0,645.0,88.0,
271,L008615,1996JJ00,11516.0,8294.0,2426.0,1538.0,888.0,378.0,418.0,3815.0,7701.0,7701.0,721.0,269.0,498.0,7210.0,624.0,83.5,-5.1
272,L008615,1997JJ00,11802.0,8412.0,2531.0,1535.0,996.0,413.0,445.0,3873.0,7929.0,7929.0,763.0,278.0,417.0,7305.0,605.0,82.8,-0.8
273,L008615,1998JJ00,11281.0,8005.0,2486.0,1490.0,996.0,388.0,402.0,3607.0,7674.0,7674.0,803.0,255.0,458.0,7075.0,599.0,82.3,-0.6
274,L008615,1999JJ00,11550.0,8066.0,2626.0,1522.0,1104.0,401.0,456.0,3688.0,7861.0,7861.0,884.0,282.0,554.0,7249.0,594.0,81.4,-1.2
275,L008615,2000JJ00,11640.0,8087.0,2700.0,1577.0,1123.0,396.0,456.0,3927.0,7714.0,7714.0,931.0,232.0,556.0,7107.0,586.0,80.8,-0.7
276,L008615,2001JJ00,11642.0,8109.0,2751.0,1553.0,1198.0,361.0,422.0,3857.0,7786.0,7786.0,986.0,222.0,595.0,7173.0,578.0,80.8,0.0
277,L008615,2002JJ00,11653.0,8102.0,2742.0,1583.0,1159.0,407.0,402.0,3972.0,7681.0,7681.0,1058.0,195.0,731.0,7158.0,571.0,79.0,-2.3
278,L008615,2003JJ00,11988.0,8391.0,2817.0,1634.0,1183.0,372.0,409.0,4173.0,7815.0,7815.0,1115.0,215.0,771.0,7256.0,620.0,71.3,-9.8
279,L008615,2004JJ00,11996.0,8361.0,2827.0,1634.0,1193.0,375.0,434.0,4256.0,7740.0,7740.0,1167.0,232.0,878.0,7220.0,613.0,69.6,-2.3
280,L008615,2005JJ00,12085.0,8232.0,2980.0,1722.0,1257.0,430.0,442.0,4495.0,7589.0,7589.0,1204.0,264.0,979.0,7101.0,607.0,67.7,-2.7
281,L008615,2006JJ00,10430.0,6799.0,2789.0,1500.0,1290.0,376.0,466.0,4464.0,5966.0,5966.0,1273.0,181.0,2329.0,6841.0,591.0,64.7,-4.4
282,L008615,2007JJ00,10929.0,7418.0,2676.0,1423.0,1252.0,373.0,462.0,4861.0,6068.0,6068.0,1337.0,168.0,2835.0,7398.0,575.0,69.5,7.4
283,L008615,2008JJ00,10745.0,6989.0,2806.0,1524.0,1281.0,434.0,517.0,5277.0,5468.0,5468.0,1459.0,205.0,2906.0,6711.0,499.0,69.6,0.0
284,L008615,2009JJ00,10388.0,6564.0,2870.0,1472.0,1398.0,401.0,554.0,4744.0,5644.0,5644.0,1529.0,137.0,2859.0,6837.0,434.0,79.5,14.3
285,L008615,2010JJ00,10715.0,7166.0,2573.0,1088.0,1484.0,312.0,665.0,4971.0,5744.0,5744.0,1566.0,95.0,2913.0,6996.0,441.0,80.1,0.8
286,L008615,2011JJ00,10487.0,6879.0,2551.0,1178.0,1373.0,289.0,769.0,5132.0,5355.0,5355.0,1493.0,142.0,2756.0,6477.0,449.0,72.2,-9.9
287,L008615,2012JJ00,10699.0,7203.0,2534.0,1183.0,1352.0,267.0,695.0,5130.0,5570.0,5570.0,1372.0,139.0,2684.0,6743.0,458.0,74.0,2.5
288,L008615,2013JJ00,10569.0,7038.0,2604.0,1201.0,1403.0,252.0,675.0,5334.0,5234.0,5234.0,1318.0,268.0,2558.0,6206.0,467.0,68.1,-7.9
289,L008615,2014JJ00,10755.0,7181.0,2556.0,1145.0,1411.0,287.0,732.0,5312.0,5443.0,5443.0,1269.0,267.0,2502.0,6409.0,461.0,72.6,6.6
290,L008615,2015JJ00,11466.0,7779.0,2616.0,1208.0,1408.0,308.0,764.0,5475.0,5991.0,5991.0,1230.0,365.0,2398.0,6794.0,456.0,78.1,7.5
291,L008615,2016JJ00,10891.0,7338.0,2530.0,1161.0,1369.0,298.0,724.0,5544.0,5347.0,5347.0,1205.0,508.0,2312.0,5945.0,452.0,69.4,-11.1
292,L008615,2017JJ00,11575.0,8072.0,2641.0,1176.0,1466.0,324.0,538.0,5639.0,5936.0,5936.0,1201.0,422.0,2294.0,6607.0,422.0,82.3,18.5
293,L008615,2018JJ00,11312.0,7852.0,2597.0,1141.0,1456.0,322.0,541.0,5698.0,5614.0,5614.0,1197.0,371.0,2228.0,6274.0,395.0,83.7,1.7
294,L008615,2019JJ00,11717.0,8146.0,2517.0,1125.0,1392.0,348.0,706.0,5718.0,5998.0,5998.0,1195.0,389.0,2353.0,6768.0,369.0,96.3,15.1
295,L008615,2020JJ00,11677.0,8207.0,2480.0,1063.0,1418.0,336.0,654.0,5865.0,5813.0,5813.0,1200.0,388.0,2493.0,6719.0,345.0,103.1,7.0
296,L008615,2021JJ00,12121.0,8544.0,2586.0,1088.0,1498.0,350.0,641.0,6382.0,5739.0,5739.0,1238.0,460.0,2443.0,6484.0,337.0,100.0,-2.5
297,L008615,2022JJ00,14601.0,10625.0,2964.0,1171.0,1793.0,423.0,588.0,7889.0,6712.0,6712.0,1313.0,547.0,2721.0,7573.0,329.0,112.4,12.4
298,L008615,2023JJ00,14477.0,10003.0,3371.0,1206.0,2165.0,449.0,655.0,7878.0,6599.0,6599.0,1370.0,560.0,2663.0,7333.0,321.0,105.3,-6.3
299,L008615,2024JJ00,14949.0,10438.0,3390.0,1211.0,2179.0,477.0,644.0,7829.0,7121.0,7121.0,1430.0,547.0,2362.0,7506.0,313.0,107.1,1.7
300,L008627,1995JJ00,,,,,,,,,,,,,,,780.0,,
301,L008627,1996JJ00,,,,,,,,,,,,,,,772.0,,
302,L008627,1997JJ00,4992.0,2580.0,1968.0,1367.0,601.0,241.0,202.0,2918.0,2074.0,2074.0,406.0,12.0,120.0,1777.0,769.0,37.9,
303,L008627,1998JJ00,4811.0,2306.0,2073.0,1374.0,700.0,243.0,190.0,2721.0,2091.0,2091.0,419.0,7.0,117.0,1782.0,745.0,39.2,3.6
304,L008627,1999JJ00,4611.0,2351.0,1826.0,1189.0,637.0,270.0,164.0,2661.0,1950.0,1950.0,544.0,8.0,75.0,1473.0,723.0,32.5,-17.1
305,L008627,2000JJ00,4933.0,2404.0,2090.0,1358.0,731.0,244.0,196.0,3011.0,1922.0,1922.0,581.0,8.0,91.0,1424.0,676.0,31.5,-3.0
306,L008627,2001JJ00,5780.0,2679.0,2572.0,1741.0,831.0,305.0,224.0,3658.0,2122.0,2122.0,631.0,9.0,124.0,1606.0,643.0,33.2,5.4
307,L008627,2002JJ00,6100.0,2828.0,2711.0,1790.0,921.0,341.0,220.0,4063.0,2037.0,2037.0,687.0,10.0,125.0,1466.0,647.0,26.4,-20.5
308,L008627,2003JJ00,5582.0,2772.0,2302.0,1444.0,858.0,303.0,205.0,3677.0,1904.0,1904.0,682.0,11.0,163.0,1374.0,582.0,27.2,3.1
309,L008627,2004JJ00,6557.0,3804.0,2169.0,1458.0,711.0,383.0,201.0,4165.0,2392.0,2392.0,764.0,13.0,483.0,2098.0,554.0,41.2,51.6
310,L008627,2005JJ00,6116.0,3316.0,2233.0,1486.0,747.0,407.0,161.0,3901.0,2215.0,2215.0,798.0,14.0,673.0,2077.0,522.0,41.6,0.8
311,L008627,2006JJ00,6011.0,3333.0,2151.0,1417.0,734.0,360.0,167.0,3823.0,2189.0,2189.0,798.0,14.0,713.0,2090.0,504.0,44.5,7.1
