ID,MotievenEBusiness,BelangVanMotief,BedrijfstakkenBranchesSBI93,Perioden,AantalBedrijven250WerkzamePersonen_1,PercentageBedrijven250WerkzPers_2
829,  8,  4,       4,2007JJ00  ,6,4
830,  8,  4,       4,2008JJ00  ,7,5
831,  8,  4,       5,2006JJ00  ,0,0
832,  8,  4,       5,2007JJ00  ,6,8
833,  8,  4,       5,2008JJ00  ,2,3
834,  8,  4,       6,2006JJ00  ,0,0
835,  8,  4,       6,2007JJ00  ,17,4
836,  8,  4,       6,2008JJ00  ,24,6
837,  8,  4,       7,2006JJ00  ,0,0
838,  8,  4,       7,2007JJ00  ,42,5
839,  8,  4,       7,2008JJ00  ,50,6
840,  9,  0,       1,2006JJ00  ,2282,100
841,  9,  0,       1,2007JJ00  ,2273,100
842,  9,  0,       1,2008JJ00  ,2256,100
843,  9,  0,       2,2006JJ00  ,495,100
844,  9,  0,       2,2007JJ00  ,496,100
845,  9,  0,       2,2008JJ00  ,492,100
846,  9,  0,       3,2006JJ00  ,293,100
847,  9,  0,       3,2007JJ00  ,298,100
848,  9,  0,       3,2008JJ00  ,299,100
849,  9,  0,       4,2006JJ00  ,152,100
850,  9,  0,       4,2007JJ00  ,153,100
851,  9,  0,       4,2008JJ00  ,146,100
852,  9,  0,       5,2006JJ00  ,74,100
853,  9,  0,       5,2007JJ00  ,73,100
854,  9,  0,       5,2008JJ00  ,63,100
855,  9,  0,       6,2006JJ00  ,430,100
856,  9,  0,       6,2007JJ00  ,423,100
857,  9,  0,       6,2008JJ00  ,430,100
858,  9,  0,       7,2006JJ00  ,838,100
859,  9,  0,       7,2007JJ00  ,830,100
860,  9,  0,       7,2008JJ00  ,827,100
861,  9,  1,       1,2006JJ00  ,439,19
862,  9,  1,       1,2007JJ00  ,413,18
863,  9,  1,       1,2008JJ00  ,429,19
864,  9,  1,       2,2006JJ00  ,83,17
865,  9,  1,       2,2007JJ00  ,82,17
866,  9,  1,       2,2008JJ00  ,78,16
867,  9,  1,       3,2006JJ00  ,68,23
868,  9,  1,       3,2007JJ00  ,73,24
869,  9,  1,       3,2008JJ00  ,79,26
870,  9,  1,       4,2006JJ00  ,72,47
871,  9,  1,       4,2007JJ00  ,56,37
872,  9,  1,       4,2008JJ00  ,55,38
873,  9,  1,       5,2006JJ00  ,30,41
874,  9,  1,       5,2007JJ00  ,41,56
875,  9,  1,       5,2008JJ00  ,30,48
876,  9,  1,       6,2006JJ00  ,88,20
877,  9,  1,       6,2007JJ00  ,72,17
878,  9,  1,       6,2008JJ00  ,70,16
879,  9,  1,       7,2006JJ00  ,98,12
880,  9,  1,       7,2007JJ00  ,89,11
881,  9,  1,       7,2008JJ00  ,116,14
882,  9,  2,       1,2006JJ00  ,673,29
883,  9,  2,       1,2007JJ00  ,628,28
884,  9,  2,       1,2008JJ00  ,641,28
885,  9,  2,       2,2006JJ00  ,177,36
886,  9,  2,       2,2007JJ00  ,139,28
887,  9,  2,       2,2008JJ00  ,169,34
888,  9,  2,       3,2006JJ00  ,66,23
889,  9,  2,       3,2007JJ00  ,94,32
890,  9,  2,       3,2008JJ00  ,82,27
891,  9,  2,       4,2006JJ00  ,38,25
892,  9,  2,       4,2007JJ00  ,31,20
893,  9,  2,       4,2008JJ00  ,31,21
894,  9,  2,       5,2006JJ00  ,24,32
895,  9,  2,       5,2007JJ00  ,15,21
896,  9,  2,       5,2008JJ00  ,18,29
897,  9,  2,       6,2006JJ00  ,109,25
898,  9,  2,       6,2007JJ00  ,114,27
899,  9,  2,       6,2008JJ00  ,106,25
900,  9,  2,       7,2006JJ00  ,257,31
901,  9,  2,       7,2007JJ00  ,235,28
902,  9,  2,       7,2008JJ00  ,234,28
903,  9,  3,       1,2006JJ00  ,1171,51
904,  9,  3,       1,2007JJ00  ,1132,50
905,  9,  3,       1,2008JJ00  ,1070,47
906,  9,  3,       2,2006JJ00  ,235,47
907,  9,  3,       2,2007JJ00  ,256,52
908,  9,  3,       2,2008JJ00  ,227,46
909,  9,  3,       3,2006JJ00  ,159,54
910,  9,  3,       3,2007JJ00  ,121,41
911,  9,  3,       3,2008JJ00  ,120,40
912,  9,  3,       4,2006JJ00  ,41,27
913,  9,  3,       4,2007JJ00  ,60,39
914,  9,  3,       4,2008JJ00  ,52,36
915,  9,  3,       5,2006JJ00  ,20,27
916,  9,  3,       5,2007JJ00  ,11,15
917,  9,  3,       5,2008JJ00  ,14,22
918,  9,  3,       6,2006JJ00  ,233,54
919,  9,  3,       6,2007JJ00  ,219,52
920,  9,  3,       6,2008JJ00  ,225,52
921,  9,  3,       7,2006JJ00  ,483,58
922,  9,  3,       7,2007JJ00  ,465,56
923,  9,  3,       7,2008JJ00  ,431,52
924,  9,  4,       1,2006JJ00  ,0,0
925,  9,  4,       1,2007JJ00  ,101,4
926,  9,  4,       1,2008JJ00  ,116,5
927,  9,  4,       2,2006JJ00  ,0,0
928,  9,  4,       2,2007JJ00  ,19,4
929,  9,  4,       2,2008JJ00  ,18,4
930,  9,  4,       3,2006JJ00  ,0,0
931,  9,  4,       3,2007JJ00  ,11,4
932,  9,  4,       3,2008JJ00  ,17,6
933,  9,  4,       4,2006JJ00  ,0,0
934,  9,  4,       4,2007JJ00  ,6,4
935,  9,  4,       4,2008JJ00  ,7,5
936,  9,  4,       5,2006JJ00  ,0,0
937,  9,  4,       5,2007JJ00  ,6,8
938,  9,  4,       5,2008JJ00  ,0,0
939,  9,  4,       6,2006JJ00  ,0,0
940,  9,  4,       6,2007JJ00  ,18,4
941,  9,  4,       6,2008JJ00  ,28,7
942,  9,  4,       7,2006JJ00  ,0,0
943,  9,  4,       7,2007JJ00  ,41,5
944,  9,  4,       7,2008JJ00  ,45,5
