ID,ConsumptieveBestedingen,Perioden,Indexcijfer_1,Volumemutaties_2,VolumemutatiesKoopdaggecorrigeerd_3,Indexcijfers_4,Waardemutaties_5,Prijsmutaties_6
4607,A047832,2002MM02,121.7,1.2,,77.2,1.3,0.1
4608,A047832,2002MM03,127.0,-2.2,,82.5,-0.4,1.9
4609,A047832,2002KW01,129.5,0.6,,83.1,1.6,1.0
4610,A047832,2002MM04,113.4,-2.3,,76.5,0.6,2.9
4611,A047832,2002MM05,100.8,0.8,,69.9,0.6,-0.2
4612,A047832,2002MM06,93.2,2.6,,63.4,3.6,1.0
4613,A047832,2002KW02,102.5,0.2,,69.9,1.5,1.3
4614,A047832,2002MM07,89.8,-0.9,,62.3,1.6,2.5
4615,A047832,2002MM08,85.1,-1.2,,59.9,1.8,3.0
4616,A047832,2002MM09,92.3,-2.0,,64.8,0.7,2.7
4617,A047832,2002KW03,89.0,-1.3,,62.3,1.4,2.7
4618,A047832,2002MM10,110.7,1.8,,72.5,6.8,4.9
4619,A047832,2002MM11,130.1,-2.9,,80.3,1.6,4.6
4620,A047832,2002MM12,159.2,-3.0,,95.9,3.1,6.3
4621,A047832,2002KW04,133.4,-1.7,,82.9,3.7,5.4
4622,A047832,2003MM01,145.3,3.9,,98.1,9.6,5.6
4623,A047832,2003MM02,133.3,9.5,,90.5,17.2,7.0
4624,A047832,2003MM03,127.0,0.0,,87.4,5.8,5.8
4625,A047832,2003KW01,135.2,4.4,,92.0,10.7,6.1
4626,A047832,2003MM04,114.1,0.6,,78.4,2.4,1.8
4627,A047832,2003MM05,102.9,2.0,,72.0,3.0,0.9
4628,A047832,2003MM06,92.4,-0.8,,63.9,0.7,1.5
4629,A047832,2003KW02,103.1,0.6,,71.4,2.1,1.4
4630,A047832,2003MM07,89.1,-0.8,,62.7,0.7,1.5
4631,A047832,2003MM08,86.0,1.2,,61.4,2.7,1.5
4632,A047832,2003MM09,96.7,4.8,,68.1,5.2,0.3
4633,A047832,2003KW03,90.6,1.8,,64.1,2.9,1.1
4634,A047832,2003MM10,117.2,5.8,,77.6,7.0,1.1
4635,A047832,2003MM11,129.0,-0.9,,82.4,2.7,3.6
4636,A047832,2003MM12,157.4,-1.2,,97.6,1.8,3.0
4637,A047832,2003KW04,134.5,0.9,,85.8,3.6,2.7
4638,A047832,2004MM01,140.7,-3.1,,96.6,-1.5,1.6
4639,A047832,2004MM02,130.5,-2.1,,88.9,-1.8,0.3
4640,A047832,2004MM03,133.8,5.4,,93.3,6.8,1.4
4641,A047832,2004KW01,135.0,-0.1,,92.9,1.0,1.2
4642,A047832,2004MM04,114.5,0.4,,82.7,5.5,5.0
4643,A047832,2004MM05,102.1,-0.7,,77.9,8.3,9.1
4644,A047832,2004MM06,95.6,3.4,,71.7,12.3,8.6
4645,A047832,2004KW02,104.1,0.9,,77.4,8.5,7.5
4646,A047832,2004MM07,91.5,2.8,,70.4,12.3,9.3
4647,A047832,2004MM08,88.4,2.7,,68.4,11.4,8.4
4648,A047832,2004MM09,97.1,0.4,,74.9,10.0,9.6
4649,A047832,2004KW03,92.3,1.9,,71.3,11.2,9.1
4650,A047832,2004MM10,110.7,-5.5,,82.2,6.1,12.2
4651,A047832,2004MM11,132.8,2.9,,92.4,12.1,9.0
4652,A047832,2004MM12,157.3,-0.1,,104.2,6.8,6.9
4653,A047832,2004KW04,133.6,-0.7,,93.0,8.3,9.0
4654,A047832,2005MM01,135.5,-3.7,,103.5,7.2,11.3
4655,A047832,2005MM02,132.5,1.5,,101.5,14.2,12.5
4656,A047832,2005MM03,131.7,-1.6,,102.4,9.7,11.5
4657,A047832,2005KW01,133.2,-1.3,,102.5,10.3,11.8
4658,A047832,2005MM04,113.4,-1.0,,90.9,10.0,11.2
4659,A047832,2005MM05,104.0,1.8,,85.3,9.5,7.5
4660,A047832,2005MM06,95.6,0.0,,79.9,11.4,11.5
4661,A047832,2005KW02,104.3,0.2,,85.4,10.3,10.0
4662,A047832,2005MM07,88.6,-3.2,,75.3,6.9,10.5
4663,A047832,2005MM08,87.3,-1.2,,75.5,10.3,11.6
4664,A047832,2005MM09,92.1,-5.2,,81.1,8.2,14.1
4665,A047832,2005KW03,89.3,-3.3,,77.3,8.4,12.1
4666,A047832,2005MM10,104.5,-5.6,,87.4,6.2,12.6
4667,A047832,2005MM11,127.0,-4.4,,99.4,7.6,12.5
4668,A047832,2005MM12,149.7,-4.8,,114.0,9.4,15.0
4669,A047832,2005KW04,127.1,-4.9,,100.3,7.9,13.4
4670,A047832,2006MM01,145.6,7.5,,127.4,23.1,14.5
4671,A047832,2006MM02,130.7,-1.4,,112.9,11.2,12.8
4672,A047832,2006MM03,139.1,5.6,,121.5,18.6,12.3
4673,A047832,2006KW01,138.5,3.9,,120.6,17.7,13.2
4674,A047832,2006MM04,116.1,2.4,,101.5,11.6,9.0
4675,A047832,2006MM05,100.1,-3.8,,90.3,5.8,10.0
4676,A047832,2006MM06,93.4,-2.3,,84.0,5.1,7.6
4677,A047832,2006KW02,103.2,-1.1,,91.9,7.7,8.8
4678,A047832,2006MM07,86.8,-2.0,,79.9,6.2,8.4
4679,A047832,2006MM08,87.3,0.0,,79.3,5.1,5.1
4680,A047832,2006MM09,94.9,3.1,,82.1,1.3,-1.8
4681,A047832,2006KW03,89.7,0.4,,80.5,4.1,3.7
4682,A047832,2006MM10,105.3,0.8,,88.3,1.0,0.2
4683,A047832,2006MM11,122.4,-3.6,,99.7,0.3,4.0
4684,A047832,2006MM12,139.2,-7.0,,111.7,-2.1,5.3
4685,A047832,2006KW04,122.3,-3.7,,99.9,-0.4,3.5
4686,A047832,2007MM01,132.1,-9.3,,116.6,-8.4,0.9
4687,A047832,2007MM02,121.8,-6.8,,107.5,-4.8,2.2
4688,A047832,2007MM03,125.3,-9.9,,112.5,-7.4,2.8
4689,A047832,2007KW01,126.4,-8.7,,112.2,-6.9,1.9
4690,A047832,2007MM04,100.4,-13.5,,88.3,-13.0,0.5
4691,A047832,2007MM05,94.1,-6.0,,86.3,-4.4,1.7
4692,A047832,2007MM06,89.3,-4.4,,81.2,-3.3,1.1
4693,A047832,2007KW02,94.6,-8.3,,85.2,-7.3,1.2
4694,A047832,2007MM07,86.7,-0.1,,78.6,-1.7,-1.6
4695,A047832,2007MM08,86.2,-1.3,,77.5,-2.3,-1.0
4696,A047832,2007MM09,95.3,0.4,,85.4,4.0,3.6
4697,A047832,2007KW03,89.4,-0.3,,80.5,0.0,0.3
4698,A047832,2007MM10,112.6,6.9,,99.3,12.5,5.2
4699,A047832,2007MM11,126.8,3.6,,111.1,11.5,7.6
4700,A047832,2007MM12,146.5,5.2,,124.5,11.5,5.9
4701,A047832,2007KW04,128.6,5.2,,111.6,11.8,6.3
4702,A047832,2008MM01,127.8,-3.2,,125.0,7.2,10.8
4703,A047832,2008MM02,122.2,0.3,,119.7,11.3,10.9
4704,A047832,2008MM03,125.3,-0.1,,123.5,9.8,9.8
4705,A047832,2008KW01,125.1,-1.0,,122.7,9.3,10.5
4706,A047832,2008MM04,106.5,6.0,,103.5,17.3,10.7
4707,A047832,2008MM05,90.7,-3.6,,91.1,5.6,9.6
4708,A047832,2008MM06,85.7,-4.1,,88.1,8.6,13.1
4709,A047832,2008KW02,94.3,-0.3,,94.3,10.6,11.0
4710,A047832,2008MM07,81.7,-5.7,,86.3,9.9,16.6
4711,A047832,2008MM08,81.3,-5.7,,83.5,7.7,14.3
4712,A047832,2008MM09,91.8,-3.7,,93.3,9.3,13.5
4713,A047832,2008KW03,84.9,-5.0,,87.7,9.0,14.7
4714,A047832,2008MM10,110.6,-1.8,,106.1,6.9,8.9
4715,A047832,2008MM11,120.5,-4.9,,109.7,-1.3,3.8
4716,A047832,2008MM12,145.0,-1.0,,128.9,3.5,4.6
4717,A047832,2008KW04,125.4,-2.5,,114.9,2.9,5.6
4718,A047832,2009MM01,147.1,15.1,,147.8,18.3,2.8
4719,A047832,2009MM02,128.9,5.4,,128.5,7.4,1.8
4720,A047832,2009MM03,126.6,1.1,,123.1,-0.3,-1.4
4721,A047832,2009KW01,134.2,7.3,,133.1,8.5,1.1
4722,A047832,2009MM04,96.4,-9.5,,87.9,-15.1,-6.2
4723,A047832,2009MM05,91.7,1.2,,84.4,-7.4,-8.5
4724,A047832,2009MM06,86.6,1.1,,81.2,-7.9,-8.9
4725,A047832,2009KW02,91.6,-2.8,,84.5,-10.4,-7.7
4726,A047832,2009MM07,85.8,5.0,,75.5,-12.6,-16.7
4727,A047832,2009MM08,81.2,0.0,,72.9,-12.7,-12.6
4728,A047832,2009MM09,88.5,-3.6,,77.8,-16.7,-13.6
4729,A047832,2009KW03,85.2,0.3,,75.4,-14.1,-14.3
4730,A047832,2009MM10,109.9,-0.6,,94.4,-11.1,-10.5
4731,A047832,2009MM11,114.7,-4.8,,98.8,-9.9,-5.4
4732,A047832,2009MM12,144.8,-0.1,,121.2,-6.0,-5.9
4733,A047832,2009KW04,123.1,-1.8,,104.8,-8.8,-7.2
4734,A047832,2010MM01,145.1,-1.3,,136.0,-8.0,-6.8
4735,A047832,2010MM02,128.1,-0.6,,120.5,-6.2,-5.7
4736,A047832,2010MM03,122.8,-3.0,,117.7,-4.4,-1.4
4737,A047832,2010KW01,132.0,-1.6,,124.7,-6.3,-4.8
4738,A047832,2010MM04,101.6,5.4,,96.2,9.4,3.8
4739,A047832,2010MM05,96.6,5.3,,91.2,8.1,2.6
4740,A047832,2010MM06,85.4,-1.4,,81.1,-0.1,1.3
4741,A047832,2010KW02,94.5,3.2,,89.5,5.9,2.6
4742,A047832,2010MM07,82.7,-3.6,,79.1,4.8,8.7
4743,A047832,2010MM08,81.0,-0.3,,77.3,6.1,6.4
4744,A047832,2010MM09,92.0,3.9,,87.9,13.1,8.8
4745,A047832,2010KW03,85.2,0.0,,81.5,8.0,8.0
4746,A047832,2010MM10,109.8,-0.1,,101.4,7.4,7.5
4747,A047832,2010MM11,123.8,8.0,,113.6,15.0,6.5
4748,A047832,2010MM12,153.9,6.2,,141.1,16.5,9.6
4749,A047832,2010KW04,129.2,4.9,,118.7,13.3,8.0
4750,A047832,2011MM01,134.7,-7.2,,133.8,-1.6,6.0
4751,A047832,2011MM02,121.5,-5.2,,121.5,0.9,6.4
4752,A047832,2011MM03,121.8,-0.8,,124.0,5.4,6.2
4753,A047832,2011KW01,126.0,-4.5,,126.4,1.4,6.2
4754,A047832,2011MM04,94.5,-7.0,,97.3,1.2,8.8
4755,A047832,2011MM05,88.8,-8.1,,91.6,0.5,9.4
4756,A047832,2011MM06,85.3,-0.1,,87.2,7.6,7.8
4757,A047832,2011KW02,89.5,-5.3,,92.1,2.9,8.7
4758,A047832,2011MM07,84.0,1.5,,88.1,11.3,9.7
4759,A047832,2011MM08,80.7,-0.3,,83.9,8.5,8.9
4760,A047832,2011MM09,86.7,-5.7,,91.3,3.9,10.2
4761,A047832,2011KW03,83.8,-1.7,,87.8,7.8,9.6
4762,A047832,2011MM10,104.8,-4.5,,106.8,5.4,10.3
4763,A047832,2011MM11,116.2,-6.2,,117.2,3.2,10.0
4764,A047832,2011MM12,130.2,-15.4,,130.6,-7.5,9.3
4765,A047832,2011KW04,117.1,-9.4,,118.2,-0.4,9.9
4766,A047832,2012MM01,131.7,-2.3,,138.5,3.6,6.0
4767,A047832,2012MM02,136.7,12.5,,145.0,19.3,6.0
4768,A047832,2012MM03,114.5,-6.0,,124.2,0.1,6.5
4769,A047832,2012KW01,127.6,1.3,,135.9,7.5,6.1
4770,A047832,2012MM04,105.5,11.7,,116.3,19.5,6.9
4771,A047832,2012MM05,91.5,3.1,,99.6,8.7,5.4
4772,A047832,2012MM06,87.1,2.1,,93.2,6.8,4.6
4773,A047832,2012KW02,94.7,5.8,,103.0,11.9,5.8
4774,A047832,2012MM07,81.1,-3.4,,88.1,0.1,3.6
4775,A047832,2012MM08,79.2,-1.9,,87.5,4.3,6.3
4776,A047832,2012MM09,85.9,-1.0,,96.0,5.1,6.1
4777,A047832,2012KW03,82.0,-2.1,,90.5,3.2,5.4
4778,A047832,2012MM10,105.5,0.6,,114.6,7.2,6.6
4779,A047832,2012MM11,115.9,-0.2,,123.3,5.2,5.5
4780,A047832,2012MM12,127.9,-1.8,,134.1,2.7,4.6
4781,A047832,2012KW04,116.4,-0.6,,124.0,4.9,5.5
4782,A047832,2013MM01,137.3,4.3,,151.7,9.5,5.0
4783,A047832,2013MM02,126.6,-7.4,,141.1,-2.7,5.1
4784,A047832,2013MM03,134.9,17.8,,149.8,20.7,2.4
4785,A047832,2013KW01,133.0,4.2,,147.5,8.6,4.2
4786,A047832,2013MM04,104.9,-0.6,,115.6,-0.6,0.0
4787,A047832,2013MM05,93.7,2.4,,102.2,2.6,0.2
4788,A047832,2013MM06,83.0,-4.6,,90.5,-2.9,1.8
4789,A047832,2013KW02,93.9,-0.9,,102.8,-0.3,0.6
4790,A047832,2013MM07,78.7,-2.9,,85.7,-2.7,0.1
4791,A047832,2013MM08,75.7,-4.4,,82.5,-5.8,-1.4
4792,A047832,2013MM09,83.0,-3.4,,90.3,-6.0,-2.7
4793,A047832,2013KW03,79.1,-3.5,,86.2,-4.8,-1.4
4794,A047832,2013MM10,101.0,-4.3,,104.2,-9.0,-5.0
4795,A047832,2013MM11,115.0,-0.8,,117.0,-5.1,-4.4
4796,A047832,2013MM12,123.7,-3.2,,126.1,-6.0,-2.9
4797,A047832,2013KW04,113.2,-2.7,,115.8,-6.6,-4.0
4798,A047832,2014MM01,125.5,-8.6,,136.4,-10.1,-1.6
4799,A047832,2014MM02,112.0,-11.5,,122.0,-13.5,-2.3
4800,A047832,2014MM03,109.5,-18.8,,119.1,-20.5,-2.1
4801,A047832,2014KW01,115.7,-13.0,,125.8,-14.7,-2.0
4802,A047832,2014MM04,90.4,-13.7,,98.8,-14.6,-1.0
4803,A047832,2014MM05,87.7,-6.3,,95.9,-6.2,0.2
4804,A047832,2014MM06,79.5,-4.2,,87.6,-3.2,1.1
4805,A047832,2014KW02,85.9,-8.5,,94.1,-8.4,0.0
4806,A047832,2014MM07,77.2,-2.0,,83.4,-2.7,-0.6
4807,A047832,2014MM08,75.0,-1.0,,79.9,-3.1,-2.2
4808,A047832,2014MM09,80.3,-3.3,,86.0,-4.8,-1.6
4809,A047832,2014KW03,77.5,-2.1,,83.1,-3.6,-1.5
4810,A047832,2014MM10,95.9,-5.0,,99.5,-4.5,0.5
4811,A047832,2014MM11,106.5,-7.4,,108.0,-7.7,-0.4
4812,A047832,2014MM12,127.9,3.4,,125.8,-0.2,-3.5
4813,A047832,2014KW04,110.1,-2.8,,111.1,-4.0,-1.3
4814,A047832,2015MM01,130.6,4.0,,131.3,-3.7,-7.5
4815,A047832,2015MM02,119.4,6.6,,121.6,-0.4,-6.5
4816,A047832,2015MM03,120.2,9.8,,123.9,4.1,-5.2
4817,A047832,2015KW01,123.4,6.7,,125.6,-0.2,-6.4
4818,A047832,2015MM04,97.2,7.5,,101.2,2.5,-4.7
4819,A047832,2015MM05,85.4,-2.7,,89.6,-6.5,-3.9
4820,A047832,2015MM06,82.3,3.5,,86.6,-1.2,-4.5
4821,A047832,2015KW02,88.3,2.8,,92.5,-1.7,-4.4
4822,A047832,2015MM07,78.4,1.6,,80.9,-3.0,-4.6
4823,A047832,2015MM08,75.3,0.5,,75.3,-5.8,-6.2
4824,A047832,2015MM09,85.2,6.1,,83.1,-3.3,-8.9
4825,A047832,2015KW03,79.6,2.8,,79.8,-4.0,-6.6
4826,A047832,2015MM10,105.4,9.9,,99.5,0.0,-9.0
4827,A047832,2015MM11,106.8,0.3,,101.4,-6.1,-6.4
4828,A047832,2015MM12,113.7,-11.1,,105.6,-16.1,-5.6
4829,A047832,2015KW04,108.6,-1.3,,102.2,-8.0,-6.8
4830,A047832,2016MM01,128.9,-1.3,,121.4,-7.5,-6.3
4831,A047832,2016MM02,124.0,3.8,,115.2,-5.2,-8.7
4832,A047832,2016MM03,126.5,5.2,,117.7,-5.1,-9.8
4833,A047832,2016KW01,126.5,2.5,,118.1,-6.0,-8.3
4834,A047832,2016MM04,101.2,4.1,,95.4,-5.8,-9.5
4835,A047832,2016MM05,87.0,1.9,,81.5,-9.0,-10.7
4836,A047832,2016MM06,84.2,2.3,,79.3,-8.5,-10.6
4837,A047832,2016KW02,90.8,2.8,,85.4,-7.7,-10.2
4838,A047832,2016MM07,79.9,1.9,,74.2,-8.3,-10.0
4839,A047832,2016MM08,79.1,5.0,,73.2,-2.7,-7.3
4840,A047832,2016MM09,80.3,-5.7,,75.4,-9.3,-3.8
4841,A047832,2016KW03,79.8,0.2,,74.3,-6.9,-7.1
4842,A047832,2016MM10,98.7,-6.4,,95.1,-4.4,2.1
4843,A047832,2016MM11,116.4,9.0,,112.1,10.6,1.5
4844,A047832,2016MM12,122.3,7.5,,120.3,13.9,6.0
4845,A047832,2016KW04,112.4,3.5,,109.2,6.9,3.3
4846,A047832,2017MM01,139.7,8.4,,137.5,13.2,4.5
4847,A047832,2017MM02,119.2,-3.9,,117.8,2.2,6.4
4848,A047832,2017MM03,116.3,-8.0,,114.4,-2.7,5.8
4849,A047832,2017KW01,125.1,-1.1,,123.2,4.4,5.5
4850,A047832,2017MM04,99.4,-1.8,,97.7,2.4,4.4
4851,A047832,2017MM05,89.4,2.8,,85.3,4.7,1.8
4852,A047832,2017MM06,84.4,0.3,,79.3,0.1,-0.2
4853,A047832,2017KW02,91.1,0.3,,87.4,2.4,2.1
4854,A047832,2017MM07,79.8,-0.1,,75.3,1.5,1.6
4855,A047832,2017MM08,78.8,-0.4,,75.1,2.5,2.9
4856,A047832,2017MM09,86.2,7.3,,83.6,10.9,3.4
4857,A047832,2017KW03,81.6,2.3,,78.0,5.0,2.7
4858,A047832,2017MM10,96.2,-2.5,,94.8,-0.4,2.2
4859,A047832,2017MM11,111.9,-3.9,,113.6,1.3,5.4
4860,A047832,2017MM12,122.8,0.4,,124.4,3.4,3.0
4861,A047832,2017KW04,110.3,-1.9,,110.9,1.6,3.6
4862,A047832,2018MM01,130.2,-6.8,,133.3,-3.0,4.1
4863,A047832,2018MM02,130.8,9.8,,133.6,13.4,3.3
4864,A047832,2018MM03,132.7,14.1,,135.1,18.1,3.5
4865,A047832,2018KW01,131.2,4.9,,134.0,8.8,3.7
4866,A047832,2018MM04,93.5,-5.9,,95.2,-2.6,3.5
4867,A047832,2018MM05,86.0,-3.8,,89.4,4.7,8.9
4868,A047832,2018MM06,84.3,-0.2,,87.5,10.3,10.5
4869,A047832,2018KW02,87.9,-3.4,,90.7,3.7,7.4
4870,A047832,2018MM07,81.6,2.2,,83.9,11.5,9.1
4871,A047832,2018MM08,79.3,0.6,,82.2,9.5,8.9
4872,A047832,2018MM09,84.4,-2.1,,88.1,5.4,7.6
4873,A047832,2018KW03,81.7,0.2,,84.7,8.7,8.5
4874,A047832,2018MM10,98.1,2.0,,106.3,12.2,10.0
4875,A047832,2018MM11,114.8,2.6,,123.6,8.8,6.0
4876,A047832,2018MM12,119.2,-2.9,,125.8,1.1,4.1
4877,A047832,2018KW04,110.7,0.4,,118.6,6.9,6.5
4878,A047832,2019MM01,134.6,3.3,,151.2,13.4,9.7
4879,A047832,2019MM02,111.5,-14.8,,125.7,-5.9,10.4
4880,A047832,2019MM03,115.6,-12.9,,131.0,-3.0,11.3
4881,A047832,2019KW01,120.5,-8.1,,136.0,1.4,10.4
4882,A047832,2019MM04,96.6,3.3,,107.7,13.1,9.5
4883,A047832,2019MM05,94.8,10.2,,106.4,19.1,8.0
4884,A047832,2019MM06,81.2,-3.7,,88.0,0.6,4.4
4885,A047832,2019KW02,90.9,3.3,,100.7,11.1,7.5
4886,A047832,2019MM07,81.5,-0.1,,86.9,3.6,3.7
4887,A047832,2019MM08,79.3,0.1,,83.8,2.0,1.9
4888,A047832,2019MM09,83.6,-0.9,,89.0,1.0,2.0
4889,A047832,2019KW03,81.5,-0.3,,86.6,2.2,2.5
4890,A047832,2019MM10,97.1,-1.0,,107.6,1.2,2.2
4891,A047832,2019MM11,113.0,-1.5,,126.8,2.6,4.2
4892,A047832,2019MM12,118.5,-0.6,,133.4,6.0,6.6
4893,A047832,2019KW04,109.6,-1.0,,122.6,3.4,4.5
4894,A047832,2020MM01,124.1,-7.8,,140.1,-7.3,0.5
4895,A047832,2020MM02,110.0,-1.3,,122.0,-3.0,-1.7
4896,A047832,2020MM03,109.8,-5.0,,118.7,-9.4,-4.7
4897,A047832,2020KW01,114.6,-4.9,,126.9,-6.6,-1.8
4898,A047832,2020MM04,82.6,-14.5,,81.1,-24.7,-11.9
4899,A047832,2020MM05,83.6,-11.9,,80.3,-24.5,-14.4
4900,A047832,2020MM06,81.2,0.0,,76.4,-13.2,-13.2
4901,A047832,2020KW02,82.5,-9.3,,79.3,-21.3,-13.2
4902,A047832,2020MM07,81.8,0.4,,75.7,-12.9,-13.2
4903,A047832,2020MM08,79.5,0.2,,73.7,-12.1,-12.3
4904,A047832,2020MM09,82.0,-2.0,,76.1,-14.5,-12.8
4905,A047832,2020KW03,81.1,-0.5,,75.2,-13.2,-12.8
4906,A047832,2020MM10,91.5,-5.8,,90.1,-16.3,-11.2
4907,A047832,2020MM11,103.2,-8.7,,104.2,-17.8,-10.1
4908,A047832,2020MM12,115.8,-2.3,,119.4,-10.4,-8.3
4909,A047832,2020KW04,103.5,-5.5,,104.6,-14.7,-9.7
4910,A047832,2020JJ00,95.4,-5.2,,96.5,-13.4,-8.7
4911,A047832,2021MM01,131.8,6.2,,138.9,-0.9,-6.7
4912,A047832,2021MM02,114.3,3.9,,123.0,0.8,-2.9
4913,A047832,2021MM03,117.7,7.2,,130.7,10.1,2.8
4914,A047832,2021KW01,121.3,5.8,,130.9,3.1,-2.5
4915,A047832,2021MM04,108.8,31.8,,114.7,41.4,7.3
4916,A047832,2021MM05,95.5,14.3,,100.7,25.3,9.7
4917,A047832,2021MM06,80.1,-1.4,,84.4,10.4,12.0
4918,A047832,2021KW02,94.8,14.9,,99.9,26.0,9.6
4919,A047832,2021MM07,75.2,-8.1,,79.9,5.5,14.8
4920,A047832,2021MM08,76.7,-3.6,,81.2,10.2,14.3
4921,A047832,2021MM09,77.6,-5.3,,85.1,11.8,18.1
4922,A047832,2021KW03,76.5,-5.7,,82.1,9.2,15.7
4923,A047832,2021MM10,89.9,-1.8,,99.8,10.8,12.8
4924,A047832,2021MM11,103.6,0.3,,125.8,20.8,20.4
4925,A047832,2021MM12,113.4,-2.1,,144.6,21.1,23.7
4926,A047832,2021KW04,102.3,-1.2,,123.4,18.1,19.5
4927,A047832,2021JJ00,98.7,3.4,,109.1,13.0,9.3
4928,A047832,2022MM01,116.0,-12.0,,134.0,-3.5,9.6
4929,A047832,2022MM02,98.5,-13.8,,118.3,-3.8,11.6
4930,A047832,2022MM03,111.2,-5.5,,147.5,12.9,19.4
4931,A047832,2022KW01,108.6,-10.4,,133.3,1.8,13.7
4932,A047832,2022MM04,95.9,-11.9,,122.5,6.8,21.2
4933,A047832,2022MM05,83.6,-12.5,,106.4,5.6,20.8
4934,A047832,2022MM06,71.9,-10.2,,92.1,9.1,21.5
4935,A047832,2022KW02,83.8,-11.6,,107.0,7.1,21.1
4936,A047832,2022MM07,71.9,-4.4,,90.2,12.9,18.1
4937,A047832,2022MM08,74.0,-3.5,,91.0,12.1,16.1
4938,A047832,2022MM09,78.7,1.5,,101.0,18.7,17.0
4939,A047832,2022KW03,74.9,-2.1,,94.1,14.6,17.1
4940,A047832,2022MM10,82.3,-8.5,,108.6,8.8,18.8
4941,A047832,2022MM11,96.0,-7.3,,166.7,32.5,43.0
4942,A047832,2022MM12,115.7,2.0,,230.3,59.2,56.0
4943,A047832,2022KW04,98.0,-4.2,,168.5,36.5,42.5
4944,A047832,2022JJ00,91.3,-7.5,,125.7,15.3,24.6
4945,A047832,2023MM01,106.9,-7.9,,162.8,21.5,31.9
4946,A047832,2023MM02,94.1,-4.5,,139.3,17.7,23.3
4947,A047832,2023MM03,117.0,5.2,,179.0,21.4,15.4
4948,A047832,2023KW01,106.0,-2.4,,160.4,20.3,23.3
4949,A047832,2023MM04,90.9,-5.2,,127.6,4.2,9.8
4950,A047832,2023MM05,86.4,3.4,,111.7,5.0,1.6
4951,A047832,2023MM06,79.6,10.7,,96.1,4.4,-5.7
4952,A047832,2023KW02,85.6,2.2,,111.8,4.5,2.3
4953,A047832,2023MM07,69.6,-3.2,,92.2,2.2,5.5
4954,A047832,2023MM08,76.3,3.0,,104.6,15.0,11.6
4955,A047832,2023MM09,69.7,-11.4,,102.4,1.4,14.4
4956,A047832,2023KW03,71.9,-4.0,,99.7,6.0,10.5
4957,A047832,2023MM10,84.1,2.2,,113.6,4.6,2.4
4958,A047832,2023MM11,103.8,8.2,,158.4,-5.0,-12.2
4959,A047832,2023MM12,107.7,-6.9,,176.5,-23.3,-17.6
4960,A047832,2023KW04,98.5,0.5,,149.5,-11.3,-11.8
4961,A047832,2023JJ00,90.5,-0.9,,130.4,3.7,4.6
4962,A047832,2024MM01,118.0,10.4,,172.8,6.2,-3.8
4963,A047832,2024MM02,89.2,-5.3,,131.7,-5.5,-0.2
4964,A047832,2024MM03,100.0,-14.5,,153.7,-14.2,0.4
4965,A047832,2024KW01,102.4,-3.4,,152.7,-4.8,-1.4
4966,A047832,2024MM04,83.9,-7.7,,120.1,-5.9,1.9
4967,A047832,2024MM05,77.7,-10.0,,104.8,-6.2,4.3
4968,A048213,2000JJ00,107.9,1.5,,85.9,3.7,2.2
4969,A048213,2001JJ00,107.4,-0.5,,90.0,4.8,5.3
4970,A048213,2002JJ00,109.3,1.8,,94.7,5.2,3.3
4971,A048213,2003JJ00,107.5,-1.6,,94.3,-0.3,1.3
4972,A048213,2004JJ00,107.8,0.3,,93.8,-0.5,-0.8
4973,A048213,2005JJ00,109.0,1.1,,94.6,0.8,-0.2
4974,A048213,2006JJ00,103.0,-5.5,,91.1,-3.7,1.9
4975,A048213,2007JJ00,104.5,1.4,,93.8,3.0,1.6
4976,A048213,2008JJ00,104.2,-0.3,,95.6,1.9,2.1
4977,A048213,2009JJ00,100.5,-3.6,,93.2,-2.5,1.1
4978,A048213,2010JJ00,100.8,0.3,,94.9,1.8,1.5
4979,A048213,2011JJ00,101.8,1.0,,96.8,2.0,1.0
4980,A048213,2012JJ00,100.0,-1.8,,97.2,0.4,2.3
4981,A048213,2013JJ00,98.0,-2.0,,98.0,0.8,2.8
4982,A048213,2014JJ00,99.2,1.2,,98.7,0.8,-0.5
4983,A048213,2015JJ00,100.0,0.8,,100.0,1.3,0.5
4984,A048213,2016JJ00,100.4,0.4,,101.9,1.9,1.5
4985,A048213,2017JJ00,102.6,2.2,,104.5,2.5,0.4
4986,A048213,2018JJ00,102.9,0.3,,107.3,2.6,2.3
4987,A048213,2019JJ00,103.7,0.8,,111.1,3.6,2.8
4988,A048213,2000MM01,99.8,0.7,,79.5,3.8,3.1
4989,A048213,2000MM02,96.8,8.0,,77.9,10.2,2.0
4990,A048213,2000MM03,106.4,4.4,,84.2,5.9,1.4
4991,A048213,2000KW01,101.0,4.3,,80.5,6.5,2.2
4992,A048213,2000MM04,112.4,1.7,,88.3,4.9,3.2
4993,A048213,2000MM05,116.9,2.5,,92.9,5.2,2.6
4994,A048213,2000MM06,113.0,-1.0,,89.6,1.5,2.6
4995,A048213,2000KW02,114.1,1.0,,90.3,3.9,2.8
4996,A048213,2000MM07,108.8,-2.6,,83.8,-0.7,2.0
4997,A048213,2000MM08,124.2,4.9,,93.5,7.8,2.7
4998,A048213,2000MM09,116.0,3.4,,89.4,5.0,1.6
4999,A048213,2000KW03,116.4,2.0,,88.9,4.1,2.1
5000,A048213,2000MM10,100.5,-3.7,,82.5,-2.1,1.6
