ID,Bedrijfstakken,Perioden,Wegingscoefficient_1,Prijsindexcijfer_2,Wegingscoefficient_3,Prijsindexcijfer_4,Wegingscoefficient_5,Prijsindexcijfer_6,Wegingscoefficient_7,Prijsindexcijfer_8,Wegingscoefficient_9,Prijsindexcijfer_10,Wegingscoefficient_11,Prijsindexcijfer_12,Wegingscoefficient_13,Prijsindexcijfer_14,Wegingscoefficient_15,Prijsindexcijfer_16,Wegingscoefficient_17,Prijsindexcijfer_18,Wegingscoefficient_19,Prijsindexcijfer_20,Wegingscoefficient_21,Prijsindexcijfer_22,Wegingscoefficient_23,Prijsindexcijfer_24,Wegingscoefficient_25,Prijsindexcijfer_26
1136,1540,1996MM05,1561.0,128.0,687.0,129,,,,,,,874.0,128.0,,,,,,,,,,,,,,
1137,1540,1996MM06,1561.0,126.0,687.0,126,,,,,,,874.0,126.0,,,,,,,,,,,,,,
1138,1540,1996MM07,1561.0,125.0,687.0,125,,,,,,,874.0,124.0,,,,,,,,,,,,,,
1139,1540,1996MM08,1561.0,127.0,687.0,127,,,,,,,874.0,126.0,,,,,,,,,,,,,,
1140,1540,1996MM09,1561.0,129.0,687.0,129,,,,,,,874.0,129.0,,,,,,,,,,,,,,
1141,1540,1996MM10,1561.0,129.0,687.0,129,,,,,,,874.0,129.0,,,,,,,,,,,,,,
1142,1540,1996MM11,1561.0,130.0,687.0,130,,,,,,,874.0,130.0,,,,,,,,,,,,,,
1143,1540,1996MM12,1561.0,132.0,687.0,131,,,,,,,874.0,132.0,,,,,,,,,,,,,,
1144,1540,1997JJ00,1561.0,143.0,687.0,139,,,,,,,874.0,146.0,,,,,,,,,,,,,,
1145,1540,1997MM01,1561.0,135.0,687.0,134,,,,,,,874.0,135.0,,,,,,,,,,,,,,
1146,1540,1997MM02,1561.0,137.0,687.0,136,,,,,,,874.0,138.0,,,,,,,,,,,,,,
1147,1540,1997MM03,1561.0,141.0,687.0,138,,,,,,,874.0,143.0,,,,,,,,,,,,,,
1148,1540,1997MM04,1561.0,143.0,687.0,138,,,,,,,874.0,147.0,,,,,,,,,,,,,,
1149,1540,1997MM05,1561.0,141.0,687.0,137,,,,,,,874.0,144.0,,,,,,,,,,,,,,
1150,1540,1997MM06,1561.0,141.0,687.0,137,,,,,,,874.0,145.0,,,,,,,,,,,,,,
1151,1540,1997MM07,1561.0,140.0,687.0,136,,,,,,,874.0,143.0,,,,,,,,,,,,,,
1152,1540,1997MM08,1561.0,143.0,687.0,139,,,,,,,874.0,147.0,,,,,,,,,,,,,,
1153,1540,1997MM09,1561.0,147.0,687.0,142,,,,,,,874.0,151.0,,,,,,,,,,,,,,
1154,1540,1997MM10,1561.0,148.0,687.0,142,,,,,,,874.0,152.0,,,,,,,,,,,,,,
1155,1540,1997MM11,1561.0,148.0,687.0,144,,,,,,,874.0,151.0,,,,,,,,,,,,,,
1156,1540,1997MM12,1561.0,151.0,687.0,147,,,,,,,874.0,154.0,,,,,,,,,,,,,,
1157,1540,1998JJ00,1561.0,141.0,687.0,142,,,,,,,874.0,141.0,,,,,,,,,,,,,,
1158,1540,1998MM01,1561.0,149.0,687.0,145,,,,,,,874.0,152.0,,,,,,,,,,,,,,
1159,1540,1998MM02,1561.0,149.0,687.0,144,,,,,,,874.0,152.0,,,,,,,,,,,,,,
1160,1540,1998MM03,1561.0,148.0,687.0,145,,,,,,,874.0,151.0,,,,,,,,,,,,,,
1161,1540,1998MM04,1561.0,147.0,687.0,144,,,,,,,874.0,149.0,,,,,,,,,,,,,,
1162,1540,1998MM05,1561.0,145.0,687.0,144,,,,,,,874.0,145.0,,,,,,,,,,,,,,
1163,1540,1998MM06,1561.0,143.0,687.0,143,,,,,,,874.0,142.0,,,,,,,,,,,,,,
1164,1540,1998MM07,1561.0,141.0,687.0,142,,,,,,,874.0,140.0,,,,,,,,,,,,,,
1165,1540,1998MM08,1561.0,139.0,687.0,140,,,,,,,874.0,138.0,,,,,,,,,,,,,,
1166,1540,1998MM09,1561.0,136.0,687.0,139,,,,,,,874.0,134.0,,,,,,,,,,,,,,
1167,1540,1998MM10,1561.0,134.0,687.0,138,,,,,,,874.0,131.0,,,,,,,,,,,,,,
1168,1540,1998MM11,1561.0,135.0,687.0,139,,,,,,,874.0,132.0,,,,,,,,,,,,,,
1169,1540,1998MM12,1561.0,131.0,687.0,136,,,,,,,874.0,127.0,,,,,,,,,,,,,,
1170,1550,1990JJ00,4545.0,100.0,2245.0,100,,,,,,,2300.0,100.0,,,,,,,,,,,,,,
1171,1550,1990MM01,4545.0,103.0,2245.0,103,,,,,,,2300.0,104.0,,,,,,,,,,,,,,
1172,1550,1990MM02,4545.0,103.0,2245.0,103,,,,,,,2300.0,103.0,,,,,,,,,,,,,,
1173,1550,1990MM03,4545.0,102.0,2245.0,101,,,,,,,2300.0,102.0,,,,,,,,,,,,,,
1174,1550,1990MM04,4545.0,101.0,2245.0,100,,,,,,,2300.0,101.0,,,,,,,,,,,,,,
1175,1550,1990MM05,4545.0,100.0,2245.0,100,,,,,,,2300.0,100.0,,,,,,,,,,,,,,
1176,1550,1990MM06,4545.0,99.0,2245.0,99,,,,,,,2300.0,100.0,,,,,,,,,,,,,,
1177,1550,1990MM07,4545.0,99.0,2245.0,99,,,,,,,2300.0,99.0,,,,,,,,,,,,,,
1178,1550,1990MM08,4545.0,99.0,2245.0,99,,,,,,,2300.0,99.0,,,,,,,,,,,,,,
1179,1550,1990MM09,4545.0,99.0,2245.0,99,,,,,,,2300.0,98.0,,,,,,,,,,,,,,
1180,1550,1990MM10,4545.0,98.0,2245.0,99,,,,,,,2300.0,98.0,,,,,,,,,,,,,,
1181,1550,1990MM11,4545.0,98.0,2245.0,99,,,,,,,2300.0,98.0,,,,,,,,,,,,,,
1182,1550,1990MM12,4545.0,99.0,2245.0,99,,,,,,,2300.0,98.0,,,,,,,,,,,,,,
1183,1550,1991JJ00,4545.0,101.0,2245.0,102,,,,,,,2300.0,99.0,,,,,,,,,,,,,,
1184,1550,1991MM01,4545.0,99.0,2245.0,100,,,,,,,2300.0,97.0,,,,,,,,,,,,,,
1185,1550,1991MM02,4545.0,99.0,2245.0,100,,,,,,,2300.0,98.0,,,,,,,,,,,,,,
1186,1550,1991MM03,4545.0,99.0,2245.0,100,,,,,,,2300.0,98.0,,,,,,,,,,,,,,
1187,1550,1991MM04,4545.0,99.0,2245.0,100,,,,,,,2300.0,98.0,,,,,,,,,,,,,,
1188,1550,1991MM05,4545.0,100.0,2245.0,101,,,,,,,2300.0,99.0,,,,,,,,,,,,,,
1189,1550,1991MM06,4545.0,100.0,2245.0,101,,,,,,,2300.0,99.0,,,,,,,,,,,,,,
1190,1550,1991MM07,4545.0,101.0,2245.0,102,,,,,,,2300.0,100.0,,,,,,,,,,,,,,
1191,1550,1991MM08,4545.0,101.0,2245.0,102,,,,,,,2300.0,100.0,,,,,,,,,,,,,,
1192,1550,1991MM09,4545.0,102.0,2245.0,104,,,,,,,2300.0,100.0,,,,,,,,,,,,,,
1193,1550,1991MM10,4545.0,103.0,2245.0,105,,,,,,,2300.0,101.0,,,,,,,,,,,,,,
1194,1550,1991MM11,4545.0,103.0,2245.0,105,,,,,,,2300.0,100.0,,,,,,,,,,,,,,
1195,1550,1991MM12,4545.0,103.0,2245.0,106,,,,,,,2300.0,101.0,,,,,,,,,,,,,,
1196,1550,1992JJ00,4545.0,103.0,2245.0,106,,,,,,,2300.0,101.0,,,,,,,,,,,,,,
1197,1550,1992MM01,4545.0,103.0,2245.0,106,,,,,,,2300.0,100.0,,,,,,,,,,,,,,
1198,1550,1992MM02,4545.0,103.0,2245.0,105,,,,,,,2300.0,100.0,,,,,,,,,,,,,,
1199,1550,1992MM03,4545.0,102.0,2245.0,105,,,,,,,2300.0,100.0,,,,,,,,,,,,,,
1200,1550,1992MM04,4545.0,103.0,2245.0,105,,,,,,,2300.0,101.0,,,,,,,,,,,,,,
1201,1550,1992MM05,4545.0,103.0,2245.0,105,,,,,,,2300.0,101.0,,,,,,,,,,,,,,
1202,1550,1992MM06,4545.0,103.0,2245.0,105,,,,,,,2300.0,101.0,,,,,,,,,,,,,,
1203,1550,1992MM07,4545.0,104.0,2245.0,107,,,,,,,2300.0,101.0,,,,,,,,,,,,,,
1204,1550,1992MM08,4545.0,104.0,2245.0,107,,,,,,,2300.0,102.0,,,,,,,,,,,,,,
1205,1550,1992MM09,4545.0,104.0,2245.0,107,,,,,,,2300.0,102.0,,,,,,,,,,,,,,
1206,1550,1992MM10,4545.0,104.0,2245.0,106,,,,,,,2300.0,102.0,,,,,,,,,,,,,,
1207,1550,1992MM11,4545.0,104.0,2245.0,106,,,,,,,2300.0,102.0,,,,,,,,,,,,,,
1208,1550,1992MM12,4545.0,103.0,2245.0,106,,,,,,,2300.0,101.0,,,,,,,,,,,,,,
1209,1550,1993JJ00,4545.0,103.0,2245.0,105,,,,,,,2300.0,100.0,,,,,,,,,,,,,,
1210,1550,1993MM01,4545.0,103.0,2245.0,106,,,,,,,2300.0,100.0,,,,,,,,,,,,,,
1211,1550,1993MM02,4545.0,103.0,2245.0,105,,,,,,,2300.0,100.0,,,,,,,,,,,,,,
1212,1550,1993MM03,4545.0,104.0,2245.0,106,,,,,,,2300.0,101.0,,,,,,,,,,,,,,
1213,1550,1993MM04,4545.0,103.0,2245.0,106,,,,,,,2300.0,100.0,,,,,,,,,,,,,,
1214,1550,1993MM05,4545.0,103.0,2245.0,105,,,,,,,2300.0,100.0,,,,,,,,,,,,,,
1215,1550,1993MM06,4545.0,103.0,2245.0,105,,,,,,,2300.0,101.0,,,,,,,,,,,,,,
1216,1550,1993MM07,4545.0,103.0,2245.0,105,,,,,,,2300.0,100.0,,,,,,,,,,,,,,
1217,1550,1993MM08,4545.0,102.0,2245.0,104,,,,,,,2300.0,101.0,,,,,,,,,,,,,,
1218,1550,1993MM09,4545.0,102.0,2245.0,104,,,,,,,2300.0,100.0,,,,,,,,,,,,,,
1219,1550,1993MM10,4545.0,102.0,2245.0,104,,,,,,,2300.0,100.0,,,,,,,,,,,,,,
1220,1550,1993MM11,4545.0,102.0,2245.0,104,,,,,,,2300.0,100.0,,,,,,,,,,,,,,
1221,1550,1993MM12,4545.0,101.0,2245.0,103,,,,,,,2300.0,99.0,,,,,,,,,,,,,,
1222,1550,1994JJ00,4545.0,101.0,2245.0,104,,,,,,,2300.0,99.0,,,,,,,,,,,,,,
1223,1550,1994MM01,4545.0,102.0,2245.0,104,,,,,,,2300.0,99.0,,,,,,,,,,,,,,
1224,1550,1994MM02,4545.0,102.0,2245.0,104,,,,,,,2300.0,100.0,,,,,,,,,,,,,,
1225,1550,1994MM03,4545.0,101.0,2245.0,104,,,,,,,2300.0,99.0,,,,,,,,,,,,,,
1226,1550,1994MM04,4545.0,101.0,2245.0,103,,,,,,,2300.0,99.0,,,,,,,,,,,,,,
1227,1550,1994MM05,4545.0,101.0,2245.0,103,,,,,,,2300.0,99.0,,,,,,,,,,,,,,
1228,1550,1994MM06,4545.0,101.0,2245.0,103,,,,,,,2300.0,98.0,,,,,,,,,,,,,,
1229,1550,1994MM07,4545.0,100.0,2245.0,103,,,,,,,2300.0,98.0,,,,,,,,,,,,,,
1230,1550,1994MM08,4545.0,100.0,2245.0,103,,,,,,,2300.0,97.0,,,,,,,,,,,,,,
1231,1550,1994MM09,4545.0,101.0,2245.0,104,,,,,,,2300.0,99.0,,,,,,,,,,,,,,
1232,1550,1994MM10,4545.0,102.0,2245.0,104,,,,,,,2300.0,99.0,,,,,,,,,,,,,,
1233,1550,1994MM11,4545.0,102.0,2245.0,104,,,,,,,2300.0,100.0,,,,,,,,,,,,,,
1234,1550,1994MM12,4545.0,102.0,2245.0,104,,,,,,,2300.0,100.0,,,,,,,,,,,,,,
1235,1550,1995JJ00,4545.0,103.0,2245.0,105,,,,,,,2300.0,100.0,,,,,,,,,,,,,,
1236,1550,1995MM01,4545.0,103.0,2245.0,105,,,,,,,2300.0,100.0,,,,,,,,,,,,,,
1237,1550,1995MM02,4545.0,103.0,2245.0,105,,,,,,,2300.0,100.0,,,,,,,,,,,,,,
1238,1550,1995MM03,4545.0,103.0,2245.0,106,,,,,,,2300.0,99.0,,,,,,,,,,,,,,
1239,1550,1995MM04,4545.0,102.0,2245.0,105,,,,,,,2300.0,100.0,,,,,,,,,,,,,,
1240,1550,1995MM05,4545.0,101.0,2245.0,105,,,,,,,2300.0,98.0,,,,,,,,,,,,,,
1241,1550,1995MM06,4545.0,102.0,2245.0,105,,,,,,,2300.0,99.0,,,,,,,,,,,,,,
1242,1550,1995MM07,4545.0,101.0,2245.0,105,,,,,,,2300.0,98.0,,,,,,,,,,,,,,
1243,1550,1995MM08,4545.0,102.0,2245.0,105,,,,,,,2300.0,99.0,,,,,,,,,,,,,,
1244,1550,1995MM09,4545.0,102.0,2245.0,105,,,,,,,2300.0,99.0,,,,,,,,,,,,,,
1245,1550,1995MM10,4545.0,104.0,2245.0,106,,,,,,,2300.0,101.0,,,,,,,,,,,,,,
1246,1550,1995MM11,4545.0,105.0,2245.0,107,,,,,,,2300.0,102.0,,,,,,,,,,,,,,
1247,1550,1995MM12,4545.0,105.0,2245.0,107,,,,,,,2300.0,103.0,,,,,,,,,,,,,,
1248,1550,1996JJ00,4545.0,104.0,2245.0,106,,,,,,,2300.0,101.0,,,,,,,,,,,,,,
1249,1550,1996MM01,4545.0,105.0,2245.0,108,,,,,,,2300.0,103.0,,,,,,,,,,,,,,
1250,1550,1996MM02,4545.0,105.0,2245.0,107,,,,,,,2300.0,103.0,,,,,,,,,,,,,,
1251,1550,1996MM03,4545.0,105.0,2245.0,107,,,,,,,2300.0,103.0,,,,,,,,,,,,,,
1252,1550,1996MM04,4545.0,104.0,2245.0,107,,,,,,,2300.0,102.0,,,,,,,,,,,,,,
1253,1550,1996MM05,4545.0,103.0,2245.0,106,,,,,,,2300.0,101.0,,,,,,,,,,,,,,
1254,1550,1996MM06,4545.0,103.0,2245.0,106,,,,,,,2300.0,101.0,,,,,,,,,,,,,,
1255,1550,1996MM07,4545.0,103.0,2245.0,105,,,,,,,2300.0,101.0,,,,,,,,,,,,,,
1256,1550,1996MM08,4545.0,103.0,2245.0,106,,,,,,,2300.0,101.0,,,,,,,,,,,,,,
1257,1550,1996MM09,4545.0,103.0,2245.0,105,,,,,,,2300.0,101.0,,,,,,,,,,,,,,
1258,1550,1996MM10,4545.0,103.0,2245.0,106,,,,,,,2300.0,101.0,,,,,,,,,,,,,,
1259,1550,1996MM11,4545.0,103.0,2245.0,106,,,,,,,2300.0,101.0,,,,,,,,,,,,,,
1260,1550,1996MM12,4545.0,103.0,2245.0,106,,,,,,,2300.0,101.0,,,,,,,,,,,,,,
1261,1550,1997JJ00,4545.0,106.0,2245.0,109,,,,,,,2300.0,104.0,,,,,,,,,,,,,,
1262,1550,1997MM01,4545.0,104.0,2245.0,107,,,,,,,2300.0,101.0,,,,,,,,,,,,,,
1263,1550,1997MM02,4545.0,105.0,2245.0,107,,,,,,,2300.0,102.0,,,,,,,,,,,,,,
1264,1550,1997MM03,4545.0,105.0,2245.0,108,,,,,,,2300.0,103.0,,,,,,,,,,,,,,
1265,1550,1997MM04,4545.0,105.0,2245.0,108,,,,,,,2300.0,103.0,,,,,,,,,,,,,,
1266,1550,1997MM05,4545.0,105.0,2245.0,107,,,,,,,2300.0,102.0,,,,,,,,,,,,,,
1267,1550,1997MM06,4545.0,105.0,2245.0,107,,,,,,,2300.0,102.0,,,,,,,,,,,,,,
1268,1550,1997MM07,4545.0,105.0,2245.0,108,,,,,,,2300.0,102.0,,,,,,,,,,,,,,
1269,1550,1997MM08,4545.0,106.0,2245.0,109,,,,,,,2300.0,104.0,,,,,,,,,,,,,,
1270,1550,1997MM09,4545.0,107.0,2245.0,110,,,,,,,2300.0,104.0,,,,,,,,,,,,,,
1271,1550,1997MM10,4545.0,108.0,2245.0,111,,,,,,,2300.0,106.0,,,,,,,,,,,,,,
1272,1550,1997MM11,4545.0,109.0,2245.0,112,,,,,,,2300.0,107.0,,,,,,,,,,,,,,
1273,1550,1997MM12,4545.0,110.0,2245.0,112,,,,,,,2300.0,107.0,,,,,,,,,,,,,,
1274,1550,1998JJ00,4545.0,110.0,2245.0,113,,,,,,,2300.0,107.0,,,,,,,,,,,,,,
1275,1550,1998MM01,4545.0,110.0,2245.0,113,,,,,,,2300.0,107.0,,,,,,,,,,,,,,
1276,1550,1998MM02,4545.0,110.0,2245.0,113,,,,,,,2300.0,107.0,,,,,,,,,,,,,,
1277,1550,1998MM03,4545.0,110.0,2245.0,113,,,,,,,2300.0,107.0,,,,,,,,,,,,,,
1278,1550,1998MM04,4545.0,110.0,2245.0,113,,,,,,,2300.0,107.0,,,,,,,,,,,,,,
1279,1550,1998MM05,4545.0,110.0,2245.0,113,,,,,,,2300.0,107.0,,,,,,,,,,,,,,
1280,1550,1998MM06,4545.0,110.0,2245.0,113,,,,,,,2300.0,107.0,,,,,,,,,,,,,,
1281,1550,1998MM07,4545.0,110.0,2245.0,113,,,,,,,2300.0,107.0,,,,,,,,,,,,,,
1282,1550,1998MM08,4545.0,110.0,2245.0,113,,,,,,,2300.0,107.0,,,,,,,,,,,,,,
1283,1550,1998MM09,4545.0,110.0,2245.0,113,,,,,,,2300.0,107.0,,,,,,,,,,,,,,
1284,1550,1998MM10,4545.0,111.0,2245.0,113,,,,,,,2300.0,108.0,,,,,,,,,,,,,,
1285,1550,1998MM11,4545.0,110.0,2245.0,113,,,,,,,2300.0,107.0,,,,,,,,,,,,,,
1286,1550,1998MM12,4545.0,110.0,2245.0,113,,,,,,,2300.0,107.0,,,,,,,,,,,,,,
1287,1560,1990JJ00,1198.0,100.0,580.0,100,,,,,,,618.0,100.0,,,,,,,,,,,,,,
1288,1560,1990MM01,1198.0,103.0,580.0,102,,,,,,,618.0,104.0,,,,,,,,,,,,,,
1289,1560,1990MM02,1198.0,102.0,580.0,101,,,,,,,618.0,104.0,,,,,,,,,,,,,,
1290,1560,1990MM03,1198.0,101.0,580.0,100,,,,,,,618.0,102.0,,,,,,,,,,,,,,
1291,1560,1990MM04,1198.0,100.0,580.0,100,,,,,,,618.0,100.0,,,,,,,,,,,,,,
1292,1560,1990MM05,1198.0,100.0,580.0,100,,,,,,,618.0,100.0,,,,,,,,,,,,,,
1293,1560,1990MM06,1198.0,99.0,580.0,100,,,,,,,618.0,98.0,,,,,,,,,,,,,,
1294,1560,1990MM07,1198.0,99.0,580.0,100,,,,,,,618.0,97.0,,,,,,,,,,,,,,
1295,1560,1990MM08,1198.0,99.0,580.0,100,,,,,,,618.0,97.0,,,,,,,,,,,,,,
1296,1560,1990MM09,1198.0,98.0,580.0,99,,,,,,,618.0,98.0,,,,,,,,,,,,,,
1297,1560,1990MM10,1198.0,100.0,580.0,99,,,,,,,618.0,101.0,,,,,,,,,,,,,,
1298,1560,1990MM11,1198.0,99.0,580.0,99,,,,,,,618.0,100.0,,,,,,,,,,,,,,
1299,1560,1990MM12,1198.0,99.0,580.0,99,,,,,,,618.0,100.0,,,,,,,,,,,,,,
1300,1560,1991JJ00,1198.0,102.0,580.0,102,,,,,,,618.0,102.0,,,,,,,,,,,,,,
1301,1560,1991MM01,1198.0,101.0,580.0,100,,,,,,,618.0,101.0,,,,,,,,,,,,,,
1302,1560,1991MM02,1198.0,101.0,580.0,101,,,,,,,618.0,102.0,,,,,,,,,,,,,,
1303,1560,1991MM03,1198.0,102.0,580.0,102,,,,,,,618.0,102.0,,,,,,,,,,,,,,
1304,1560,1991MM04,1198.0,102.0,580.0,102,,,,,,,618.0,102.0,,,,,,,,,,,,,,
1305,1560,1991MM05,1198.0,102.0,580.0,102,,,,,,,618.0,101.0,,,,,,,,,,,,,,
1306,1560,1991MM06,1198.0,102.0,580.0,102,,,,,,,618.0,102.0,,,,,,,,,,,,,,
1307,1560,1991MM07,1198.0,103.0,580.0,103,,,,,,,618.0,103.0,,,,,,,,,,,,,,
1308,1560,1991MM08,1198.0,103.0,580.0,103,,,,,,,618.0,104.0,,,,,,,,,,,,,,
1309,1560,1991MM09,1198.0,103.0,580.0,101,,,,,,,618.0,104.0,,,,,,,,,,,,,,
1310,1560,1991MM10,1198.0,102.0,580.0,101,,,,,,,618.0,103.0,,,,,,,,,,,,,,
1311,1560,1991MM11,1198.0,102.0,580.0,101,,,,,,,618.0,103.0,,,,,,,,,,,,,,
1312,1560,1991MM12,1198.0,102.0,580.0,102,,,,,,,618.0,103.0,,,,,,,,,,,,,,
1313,1560,1992JJ00,1198.0,100.0,580.0,101,,,,,,,618.0,99.0,,,,,,,,,,,,,,
1314,1560,1992MM01,1198.0,103.0,580.0,102,,,,,,,618.0,103.0,,,,,,,,,,,,,,
1315,1560,1992MM02,1198.0,102.0,580.0,101,,,,,,,618.0,102.0,,,,,,,,,,,,,,
1316,1560,1992MM03,1198.0,102.0,580.0,101,,,,,,,618.0,102.0,,,,,,,,,,,,,,
1317,1560,1992MM04,1198.0,102.0,580.0,102,,,,,,,618.0,101.0,,,,,,,,,,,,,,
1318,1560,1992MM05,1198.0,101.0,580.0,102,,,,,,,618.0,101.0,,,,,,,,,,,,,,
1319,1560,1992MM06,1198.0,101.0,580.0,102,,,,,,,618.0,100.0,,,,,,,,,,,,,,
1320,1560,1992MM07,1198.0,100.0,580.0,102,,,,,,,618.0,99.0,,,,,,,,,,,,,,
1321,1560,1992MM08,1198.0,99.0,580.0,102,,,,,,,618.0,96.0,,,,,,,,,,,,,,
1322,1560,1992MM09,1198.0,98.0,580.0,99,,,,,,,618.0,97.0,,,,,,,,,,,,,,
1323,1560,1992MM10,1198.0,98.0,580.0,99,,,,,,,618.0,96.0,,,,,,,,,,,,,,
1324,1560,1992MM11,1198.0,98.0,580.0,99,,,,,,,618.0,97.0,,,,,,,,,,,,,,
1325,1560,1992MM12,1198.0,96.0,580.0,99,,,,,,,618.0,94.0,,,,,,,,,,,,,,
1326,1560,1993JJ00,1198.0,96.0,580.0,98,,,,,,,618.0,95.0,,,,,,,,,,,,,,
1327,1560,1993MM01,1198.0,97.0,580.0,99,,,,,,,618.0,95.0,,,,,,,,,,,,,,
1328,1560,1993MM02,1198.0,97.0,580.0,99,,,,,,,618.0,95.0,,,,,,,,,,,,,,
1329,1560,1993MM03,1198.0,97.0,580.0,99,,,,,,,618.0,95.0,,,,,,,,,,,,,,
1330,1560,1993MM04,1198.0,97.0,580.0,99,,,,,,,618.0,96.0,,,,,,,,,,,,,,
1331,1560,1993MM05,1198.0,98.0,580.0,100,,,,,,,618.0,96.0,,,,,,,,,,,,,,
1332,1560,1993MM06,1198.0,98.0,580.0,100,,,,,,,618.0,97.0,,,,,,,,,,,,,,
1333,1560,1993MM07,1198.0,98.0,580.0,101,,,,,,,618.0,96.0,,,,,,,,,,,,,,
1334,1560,1993MM08,1198.0,97.0,580.0,99,,,,,,,618.0,94.0,,,,,,,,,,,,,,
1335,1560,1993MM09,1198.0,96.0,580.0,96,,,,,,,618.0,96.0,,,,,,,,,,,,,,
1336,1560,1993MM10,1198.0,95.0,580.0,95,,,,,,,618.0,94.0,,,,,,,,,,,,,,
1337,1560,1993MM11,1198.0,93.0,580.0,94,,,,,,,618.0,92.0,,,,,,,,,,,,,,
1338,1560,1993MM12,1198.0,94.0,580.0,95,,,,,,,618.0,93.0,,,,,,,,,,,,,,
1339,1560,1994JJ00,1198.0,96.0,580.0,98,,,,,,,618.0,93.0,,,,,,,,,,,,,,
1340,1560,1994MM01,1198.0,96.0,580.0,97,,,,,,,618.0,95.0,,,,,,,,,,,,,,
1341,1560,1994MM02,1198.0,96.0,580.0,98,,,,,,,618.0,94.0,,,,,,,,,,,,,,
1342,1560,1994MM03,1198.0,97.0,580.0,100,,,,,,,618.0,94.0,,,,,,,,,,,,,,
1343,1560,1994MM04,1198.0,98.0,580.0,99,,,,,,,618.0,96.0,,,,,,,,,,,,,,
1344,1560,1994MM05,1198.0,97.0,580.0,100,,,,,,,618.0,95.0,,,,,,,,,,,,,,
1345,1560,1994MM06,1198.0,97.0,580.0,100,,,,,,,618.0,94.0,,,,,,,,,,,,,,
1346,1560,1994MM07,1198.0,96.0,580.0,99,,,,,,,618.0,92.0,,,,,,,,,,,,,,
1347,1560,1994MM08,1198.0,96.0,580.0,100,,,,,,,618.0,93.0,,,,,,,,,,,,,,
1348,1560,1994MM09,1198.0,95.0,580.0,97,,,,,,,618.0,93.0,,,,,,,,,,,,,,
1349,1560,1994MM10,1198.0,94.0,580.0,97,,,,,,,618.0,92.0,,,,,,,,,,,,,,
1350,1560,1994MM11,1198.0,94.0,580.0,97,,,,,,,618.0,91.0,,,,,,,,,,,,,,
1351,1560,1994MM12,1198.0,94.0,580.0,98,,,,,,,618.0,90.0,,,,,,,,,,,,,,
1352,1560,1995JJ00,1198.0,94.0,580.0,99,,,,,,,618.0,89.0,,,,,,,,,,,,,,
1353,1560,1995MM01,1198.0,94.0,580.0,98,,,,,,,618.0,90.0,,,,,,,,,,,,,,
1354,1560,1995MM02,1198.0,94.0,580.0,98,,,,,,,618.0,89.0,,,,,,,,,,,,,,
1355,1560,1995MM03,1198.0,93.0,580.0,98,,,,,,,618.0,88.0,,,,,,,,,,,,,,
1356,1560,1995MM04,1198.0,92.0,580.0,99,,,,,,,618.0,86.0,,,,,,,,,,,,,,
1357,1560,1995MM05,1198.0,94.0,580.0,99,,,,,,,618.0,89.0,,,,,,,,,,,,,,
1358,1560,1995MM06,1198.0,95.0,580.0,101,,,,,,,618.0,89.0,,,,,,,,,,,,,,
1359,1560,1995MM07,1198.0,96.0,580.0,103,,,,,,,618.0,89.0,,,,,,,,,,,,,,
1360,1560,1995MM08,1198.0,95.0,580.0,100,,,,,,,618.0,90.0,,,,,,,,,,,,,,
1361,1560,1995MM09,1198.0,94.0,580.0,98,,,,,,,618.0,90.0,,,,,,,,,,,,,,
1362,1560,1995MM10,1198.0,94.0,580.0,99,,,,,,,618.0,89.0,,,,,,,,,,,,,,
1363,1560,1995MM11,1198.0,95.0,580.0,99,,,,,,,618.0,91.0,,,,,,,,,,,,,,
1364,1560,1995MM12,1198.0,94.0,580.0,99,,,,,,,618.0,90.0,,,,,,,,,,,,,,
1365,1560,1996JJ00,1198.0,97.0,580.0,100,,,,,,,618.0,94.0,,,,,,,,,,,,,,
1366,1560,1996MM01,1198.0,96.0,580.0,99,,,,,,,618.0,93.0,,,,,,,,,,,,,,
1367,1560,1996MM02,1198.0,97.0,580.0,100,,,,,,,618.0,94.0,,,,,,,,,,,,,,
1368,1560,1996MM03,1198.0,97.0,580.0,100,,,,,,,618.0,94.0,,,,,,,,,,,,,,
1369,1560,1996MM04,1198.0,98.0,580.0,100,,,,,,,618.0,96.0,,,,,,,,,,,,,,
1370,1560,1996MM05,1198.0,98.0,580.0,101,,,,,,,618.0,96.0,,,,,,,,,,,,,,
1371,1560,1996MM06,1198.0,98.0,580.0,102,,,,,,,618.0,95.0,,,,,,,,,,,,,,
1372,1560,1996MM07,1198.0,98.0,580.0,102,,,,,,,618.0,95.0,,,,,,,,,,,,,,
1373,1560,1996MM08,1198.0,98.0,580.0,102,,,,,,,618.0,94.0,,,,,,,,,,,,,,
1374,1560,1996MM09,1198.0,97.0,580.0,100,,,,,,,618.0,94.0,,,,,,,,,,,,,,
1375,1560,1996MM10,1198.0,97.0,580.0,100,,,,,,,618.0,94.0,,,,,,,,,,,,,,
1376,1560,1996MM11,1198.0,96.0,580.0,100,,,,,,,618.0,92.0,,,,,,,,,,,,,,
1377,1560,1996MM12,1198.0,96.0,580.0,100,,,,,,,618.0,92.0,,,,,,,,,,,,,,
1378,1560,1997JJ00,1198.0,95.0,580.0,99,,,,,,,618.0,92.0,,,,,,,,,,,,,,
