ID,Leeftijd,Perioden,Kinderen_1,k_1eKinderen_2,k_2eKinderen_3,k_3eKinderen_4,k_4OfVolgendeKinderen_5
740,29      ,2022JJ00,0.12659,0.06453,0.04688,0.0119,0.00328
741,29      ,2023JJ00,0.12657,0.06445,0.04693,0.0119,0.00329
742,29      ,2024JJ00,0.12655,0.06438,0.04698,0.0119,0.00329
743,29      ,2025JJ00,0.12653,0.06431,0.04703,0.0119,0.00329
744,29      ,2026JJ00,0.12651,0.06425,0.04707,0.01189,0.0033
745,29      ,2027JJ00,0.1265,0.06419,0.04712,0.01189,0.0033
746,29      ,2028JJ00,0.12648,0.06414,0.04716,0.01188,0.0033
747,29      ,2029JJ00,0.12648,0.06409,0.0472,0.01188,0.00331
748,29      ,2030JJ00,0.12647,0.06405,0.04724,0.01187,0.00331
749,29      ,2031JJ00,0.12646,0.06401,0.04728,0.01186,0.00331
750,29      ,2032JJ00,0.12646,0.06398,0.04732,0.01185,0.00331
751,29      ,2033JJ00,0.12646,0.06394,0.04736,0.01184,0.00332
752,29      ,2034JJ00,0.12645,0.06391,0.04739,0.01183,0.00332
753,29      ,2035JJ00,0.12645,0.06389,0.04743,0.01181,0.00332
754,29      ,2036JJ00,0.12645,0.06386,0.04746,0.0118,0.00333
755,29      ,2037JJ00,0.12646,0.06384,0.0475,0.01179,0.00333
756,29      ,2038JJ00,0.12645,0.06382,0.04753,0.01177,0.00333
757,29      ,2039JJ00,0.12647,0.0638,0.04757,0.01176,0.00334
758,29      ,2040JJ00,0.12647,0.06379,0.0476,0.01174,0.00334
759,29      ,2041JJ00,0.12648,0.06377,0.04763,0.01173,0.00335
760,29      ,2042JJ00,0.12649,0.06376,0.04767,0.01171,0.00335
761,29      ,2043JJ00,0.12649,0.06375,0.0477,0.01169,0.00335
762,29      ,2044JJ00,0.12651,0.06374,0.04773,0.01168,0.00336
763,29      ,2045JJ00,0.12652,0.06373,0.04777,0.01166,0.00336
764,29      ,2046JJ00,0.12652,0.06372,0.0478,0.01164,0.00336
765,29      ,2047JJ00,0.12653,0.06371,0.04783,0.01162,0.00337
766,29      ,2048JJ00,0.12654,0.0637,0.04786,0.01161,0.00337
767,29      ,2049JJ00,0.12654,0.06369,0.04789,0.01159,0.00337
768,30      ,2002JJ00,0.14208,0.07124,0.05291,0.01375,0.00418
769,30      ,2003JJ00,0.14068,0.06892,0.05396,0.01355,0.00425
770,30      ,2004JJ00,0.14066,0.06834,0.0541,0.0139,0.00431
771,30      ,2005JJ00,0.14002,0.06787,0.05434,0.01344,0.00438
772,30      ,2006JJ00,0.13971,0.06747,0.05453,0.01327,0.00444
773,30      ,2007JJ00,0.13944,0.06715,0.0547,0.01308,0.0045
774,30      ,2008JJ00,0.13932,0.0669,0.05485,0.01301,0.00457
775,30      ,2009JJ00,0.13925,0.06671,0.05498,0.01293,0.00463
776,30      ,2010JJ00,0.13974,0.06701,0.05513,0.01284,0.00476
777,30      ,2011JJ00,0.13918,0.0665,0.05516,0.01276,0.00476
778,30      ,2012JJ00,0.13869,0.06604,0.05519,0.0127,0.00476
779,30      ,2013JJ00,0.13825,0.06562,0.05521,0.01265,0.00477
780,30      ,2014JJ00,0.13783,0.06523,0.05523,0.0126,0.00477
781,30      ,2015JJ00,0.13746,0.06489,0.05524,0.01256,0.00477
782,30      ,2016JJ00,0.13711,0.06457,0.05525,0.01252,0.00477
783,30      ,2017JJ00,0.13681,0.06428,0.05527,0.01249,0.00477
784,30      ,2018JJ00,0.13652,0.06402,0.05527,0.01246,0.00477
785,30      ,2019JJ00,0.13626,0.06378,0.05528,0.01243,0.00477
786,30      ,2020JJ00,0.13604,0.06357,0.05529,0.01241,0.00477
787,30      ,2021JJ00,0.13582,0.06337,0.05529,0.01239,0.00477
788,30      ,2022JJ00,0.13564,0.06319,0.0553,0.01238,0.00477
789,30      ,2023JJ00,0.13547,0.06303,0.0553,0.01237,0.00477
790,30      ,2024JJ00,0.13531,0.06288,0.0553,0.01236,0.00477
791,30      ,2025JJ00,0.13518,0.06275,0.05531,0.01235,0.00477
792,30      ,2026JJ00,0.13505,0.06262,0.05531,0.01235,0.00477
793,30      ,2027JJ00,0.13493,0.06251,0.05531,0.01234,0.00477
794,30      ,2028JJ00,0.13484,0.06241,0.05531,0.01235,0.00477
795,30      ,2029JJ00,0.13475,0.06232,0.05531,0.01235,0.00477
796,30      ,2030JJ00,0.13467,0.06224,0.05531,0.01235,0.00477
797,30      ,2031JJ00,0.1346,0.06216,0.05531,0.01236,0.00477
798,30      ,2032JJ00,0.13455,0.06209,0.05532,0.01237,0.00477
799,30      ,2033JJ00,0.13449,0.06203,0.05532,0.01238,0.00476
800,30      ,2034JJ00,0.13444,0.06197,0.05532,0.01239,0.00476
801,30      ,2035JJ00,0.13441,0.06192,0.05532,0.01241,0.00476
802,30      ,2036JJ00,0.13437,0.06187,0.05532,0.01242,0.00476
803,30      ,2037JJ00,0.13435,0.06183,0.05532,0.01244,0.00476
804,30      ,2038JJ00,0.13433,0.06179,0.05532,0.01246,0.00476
805,30      ,2039JJ00,0.13431,0.06176,0.05532,0.01248,0.00475
806,30      ,2040JJ00,0.1343,0.06173,0.05532,0.0125,0.00475
807,30      ,2041JJ00,0.13429,0.0617,0.05532,0.01252,0.00475
808,30      ,2042JJ00,0.13428,0.06167,0.05532,0.01254,0.00475
809,30      ,2043JJ00,0.13428,0.06165,0.05532,0.01256,0.00475
810,30      ,2044JJ00,0.13427,0.06162,0.05532,0.01259,0.00474
811,30      ,2045JJ00,0.13428,0.0616,0.05532,0.01262,0.00474
812,30      ,2046JJ00,0.13429,0.06159,0.05532,0.01264,0.00474
813,30      ,2047JJ00,0.1343,0.06157,0.05532,0.01267,0.00474
814,30      ,2048JJ00,0.1343,0.06155,0.05532,0.0127,0.00473
815,30      ,2049JJ00,0.13432,0.06154,0.05532,0.01273,0.00473
816,31      ,2002JJ00,0.14266,0.06537,0.05771,0.01527,0.00432
817,31      ,2003JJ00,0.14296,0.06308,0.05898,0.01587,0.00503
818,31      ,2004JJ00,0.1429,0.06326,0.05923,0.01536,0.00504
819,31      ,2005JJ00,0.1441,0.06372,0.05957,0.01574,0.00507
820,31      ,2006JJ00,0.14319,0.06304,0.05984,0.0152,0.00511
821,31      ,2007JJ00,0.14272,0.06257,0.06007,0.01498,0.0051
822,31      ,2008JJ00,0.14261,0.06249,0.06026,0.01476,0.0051
823,31      ,2009JJ00,0.14224,0.06204,0.06043,0.01466,0.0051
824,31      ,2010JJ00,0.14271,0.06246,0.06061,0.01453,0.00511
825,31      ,2011JJ00,0.14277,0.06256,0.06066,0.01444,0.00511
826,31      ,2012JJ00,0.14229,0.06214,0.0607,0.01433,0.00512
827,31      ,2013JJ00,0.14189,0.06178,0.06074,0.01425,0.00512
828,31      ,2014JJ00,0.14152,0.06146,0.06076,0.01418,0.00512
829,31      ,2015JJ00,0.14119,0.06117,0.06078,0.01411,0.00513
830,31      ,2016JJ00,0.1409,0.06092,0.0608,0.01405,0.00513
831,31      ,2017JJ00,0.14062,0.06069,0.06081,0.01399,0.00513
832,31      ,2018JJ00,0.14037,0.06048,0.06082,0.01394,0.00513
833,31      ,2019JJ00,0.14015,0.06029,0.06083,0.01389,0.00514
834,31      ,2020JJ00,0.13995,0.06012,0.06084,0.01385,0.00514
835,31      ,2021JJ00,0.13977,0.05997,0.06085,0.01381,0.00514
836,31      ,2022JJ00,0.13959,0.05982,0.06085,0.01378,0.00514
837,31      ,2023JJ00,0.13942,0.05969,0.06085,0.01374,0.00514
838,31      ,2024JJ00,0.13928,0.05957,0.06086,0.01371,0.00514
839,31      ,2025JJ00,0.13915,0.05946,0.06086,0.01369,0.00514
840,31      ,2026JJ00,0.13902,0.05935,0.06086,0.01367,0.00514
841,31      ,2027JJ00,0.1389,0.05925,0.06086,0.01365,0.00514
842,31      ,2028JJ00,0.13879,0.05915,0.06087,0.01363,0.00514
843,31      ,2029JJ00,0.13869,0.05906,0.06087,0.01362,0.00514
844,31      ,2030JJ00,0.13858,0.05897,0.06087,0.0136,0.00514
845,31      ,2031JJ00,0.13848,0.05888,0.06087,0.01359,0.00514
846,31      ,2032JJ00,0.1384,0.0588,0.06087,0.01359,0.00514
847,31      ,2033JJ00,0.13831,0.05872,0.06087,0.01358,0.00514
848,31      ,2034JJ00,0.13824,0.05865,0.06087,0.01358,0.00514
849,31      ,2035JJ00,0.13815,0.05857,0.06087,0.01357,0.00514
850,31      ,2036JJ00,0.13808,0.0585,0.06087,0.01357,0.00514
851,31      ,2037JJ00,0.138,0.05842,0.06087,0.01357,0.00514
852,31      ,2038JJ00,0.13794,0.05835,0.06087,0.01358,0.00514
853,31      ,2039JJ00,0.13787,0.05828,0.06087,0.01358,0.00514
854,31      ,2040JJ00,0.13781,0.05821,0.06087,0.01359,0.00514
855,31      ,2041JJ00,0.13774,0.05814,0.06087,0.01359,0.00514
856,31      ,2042JJ00,0.13767,0.05807,0.06087,0.0136,0.00513
857,31      ,2043JJ00,0.13761,0.058,0.06087,0.01361,0.00513
858,31      ,2044JJ00,0.13755,0.05793,0.06087,0.01362,0.00513
859,31      ,2045JJ00,0.13749,0.05786,0.06087,0.01363,0.00513
860,31      ,2046JJ00,0.13744,0.0578,0.06087,0.01364,0.00513
861,31      ,2047JJ00,0.13739,0.05773,0.06087,0.01366,0.00513
862,31      ,2048JJ00,0.13733,0.05766,0.06087,0.01367,0.00513
863,31      ,2049JJ00,0.13727,0.05759,0.06087,0.01369,0.00512
864,32      ,2002JJ00,0.14025,0.05584,0.06087,0.0181,0.00543
865,32      ,2003JJ00,0.14096,0.0541,0.06212,0.01837,0.00637
866,32      ,2004JJ00,0.14089,0.0535,0.06232,0.01871,0.00636
867,32      ,2005JJ00,0.14081,0.05374,0.0626,0.01808,0.00639
868,32      ,2006JJ00,0.14193,0.0542,0.06282,0.01849,0.00641
869,32      ,2007JJ00,0.141,0.05372,0.06302,0.0178,0.00646
870,32      ,2008JJ00,0.14054,0.05338,0.06319,0.01752,0.00645
871,32      ,2009JJ00,0.14039,0.05339,0.06333,0.01721,0.00646
872,32      ,2010JJ00,0.14039,0.05342,0.06349,0.01702,0.00646
873,32      ,2011JJ00,0.14002,0.05316,0.06352,0.01687,0.00647
874,32      ,2012JJ00,0.14008,0.05332,0.06354,0.01674,0.00648
875,32      ,2013JJ00,0.13965,0.05303,0.06356,0.01658,0.00648
876,32      ,2014JJ00,0.1393,0.05279,0.06357,0.01645,0.00649
877,32      ,2015JJ00,0.13898,0.05258,0.06358,0.01633,0.00649
878,32      ,2016JJ00,0.13871,0.0524,0.06359,0.01622,0.0065
879,32      ,2017JJ00,0.13847,0.05225,0.0636,0.01611,0.00651
880,32      ,2018JJ00,0.13825,0.05213,0.0636,0.01601,0.00651
881,32      ,2019JJ00,0.13805,0.05202,0.0636,0.01592,0.00651
882,32      ,2020JJ00,0.13789,0.05193,0.06361,0.01583,0.00652
883,32      ,2021JJ00,0.13772,0.05185,0.06361,0.01574,0.00652
884,32      ,2022JJ00,0.13759,0.05179,0.06361,0.01566,0.00653
885,32      ,2023JJ00,0.13746,0.05173,0.06361,0.01559,0.00653
886,32      ,2024JJ00,0.13734,0.05169,0.06361,0.01551,0.00653
887,32      ,2025JJ00,0.13725,0.05165,0.06362,0.01545,0.00653
888,32      ,2026JJ00,0.13717,0.05163,0.06362,0.01538,0.00654
889,32      ,2027JJ00,0.13708,0.0516,0.06362,0.01532,0.00654
890,32      ,2028JJ00,0.13701,0.05159,0.06362,0.01526,0.00654
891,32      ,2029JJ00,0.13695,0.05158,0.06362,0.01521,0.00654
892,32      ,2030JJ00,0.13688,0.05157,0.06362,0.01515,0.00654
893,32      ,2031JJ00,0.13683,0.05156,0.06362,0.0151,0.00655
894,32      ,2032JJ00,0.13679,0.05156,0.06362,0.01506,0.00655
895,32      ,2033JJ00,0.13675,0.05157,0.06362,0.01501,0.00655
896,32      ,2034JJ00,0.13671,0.05157,0.06362,0.01497,0.00655
897,32      ,2035JJ00,0.13668,0.05158,0.06362,0.01493,0.00655
898,32      ,2036JJ00,0.13665,0.05159,0.06362,0.01489,0.00655
899,32      ,2037JJ00,0.13662,0.0516,0.06362,0.01485,0.00655
900,32      ,2038JJ00,0.13659,0.05161,0.06362,0.01481,0.00655
901,32      ,2039JJ00,0.13657,0.05162,0.06362,0.01478,0.00655
902,32      ,2040JJ00,0.13655,0.05164,0.06362,0.01474,0.00655
903,32      ,2041JJ00,0.13653,0.05165,0.06362,0.01471,0.00655
904,32      ,2042JJ00,0.13652,0.05167,0.06362,0.01468,0.00655
905,32      ,2043JJ00,0.13651,0.05169,0.06362,0.01465,0.00655
906,32      ,2044JJ00,0.13649,0.0517,0.06362,0.01462,0.00655
907,32      ,2045JJ00,0.13648,0.05172,0.06362,0.01459,0.00655
908,32      ,2046JJ00,0.13647,0.05174,0.06362,0.01456,0.00655
909,32      ,2047JJ00,0.13646,0.05176,0.06362,0.01453,0.00655
910,32      ,2048JJ00,0.13646,0.05178,0.06362,0.01451,0.00655
911,32      ,2049JJ00,0.13645,0.0518,0.06362,0.01448,0.00655
912,33      ,2002JJ00,0.12901,0.0456,0.05818,0.019,0.00623
913,33      ,2003JJ00,0.13144,0.045,0.05984,0.01928,0.00732
914,33      ,2004JJ00,0.13163,0.04468,0.06037,0.01922,0.00736
915,33      ,2005JJ00,0.13208,0.04425,0.0609,0.01958,0.00735
916,33      ,2006JJ00,0.13212,0.04451,0.06132,0.01892,0.00738
917,33      ,2007JJ00,0.13333,0.04495,0.06165,0.01932,0.0074
918,33      ,2008JJ00,0.13259,0.0446,0.06192,0.0186,0.00747
919,33      ,2009JJ00,0.13226,0.04438,0.06214,0.01829,0.00746
920,33      ,2010JJ00,0.13247,0.04472,0.06235,0.01794,0.00746
921,33      ,2011JJ00,0.13189,0.04422,0.06242,0.01777,0.00748
922,33      ,2012JJ00,0.13164,0.04406,0.06248,0.01761,0.00749
923,33      ,2013JJ00,0.13172,0.04424,0.06252,0.01746,0.0075
924,33      ,2014JJ00,0.1314,0.04405,0.06255,0.01729,0.00751
925,33      ,2015JJ00,0.13114,0.0439,0.06257,0.01715,0.00752
926,33      ,2016JJ00,0.13092,0.04378,0.06259,0.01702,0.00753
927,33      ,2017JJ00,0.13073,0.04368,0.06261,0.0169,0.00754
928,33      ,2018JJ00,0.13056,0.04361,0.06262,0.01678,0.00755
929,33      ,2019JJ00,0.1304,0.04355,0.06262,0.01667,0.00756
930,33      ,2020JJ00,0.13028,0.04351,0.06263,0.01657,0.00757
931,33      ,2021JJ00,0.13015,0.04348,0.06263,0.01647,0.00757
932,33      ,2022JJ00,0.13007,0.04347,0.06264,0.01638,0.00758
933,33      ,2023JJ00,0.12999,0.04347,0.06264,0.01629,0.00759
934,33      ,2024JJ00,0.1299,0.04347,0.06264,0.0162,0.00759
935,33      ,2025JJ00,0.12985,0.04349,0.06264,0.01612,0.0076
936,33      ,2026JJ00,0.1298,0.04351,0.06264,0.01605,0.0076
937,33      ,2027JJ00,0.12978,0.04354,0.06265,0.01598,0.00761
938,33      ,2028JJ00,0.12974,0.04357,0.06265,0.01591,0.00761
939,33      ,2029JJ00,0.12972,0.04361,0.06265,0.01584,0.00762
940,33      ,2030JJ00,0.1297,0.04365,0.06265,0.01578,0.00762
941,33      ,2031JJ00,0.1297,0.0437,0.06265,0.01572,0.00763
942,33      ,2032JJ00,0.12968,0.04374,0.06265,0.01566,0.00763
943,33      ,2033JJ00,0.1297,0.0438,0.06265,0.01561,0.00764
944,33      ,2034JJ00,0.12969,0.04385,0.06265,0.01555,0.00764
945,33      ,2035JJ00,0.1297,0.04391,0.06265,0.0155,0.00764
946,33      ,2036JJ00,0.12972,0.04397,0.06265,0.01545,0.00765
947,33      ,2037JJ00,0.12974,0.04403,0.06265,0.01541,0.00765
948,33      ,2038JJ00,0.12975,0.04409,0.06265,0.01536,0.00765
949,33      ,2039JJ00,0.12979,0.04416,0.06265,0.01532,0.00766
950,33      ,2040JJ00,0.12981,0.04422,0.06265,0.01528,0.00766
951,33      ,2041JJ00,0.12984,0.04429,0.06265,0.01524,0.00766
952,33      ,2042JJ00,0.12987,0.04435,0.06265,0.0152,0.00767
953,33      ,2043JJ00,0.1299,0.04442,0.06265,0.01516,0.00767
954,33      ,2044JJ00,0.12993,0.04449,0.06265,0.01512,0.00767
955,33      ,2045JJ00,0.12996,0.04456,0.06265,0.01508,0.00767
956,33      ,2046JJ00,0.13001,0.04464,0.06265,0.01505,0.00767
957,33      ,2047JJ00,0.13005,0.04471,0.06265,0.01501,0.00768
958,33      ,2048JJ00,0.13009,0.04478,0.06265,0.01498,0.00768
959,33      ,2049JJ00,0.13013,0.04485,0.06265,0.01495,0.00768
960,34      ,2002JJ00,0.11577,0.03659,0.05196,0.0201,0.00711
961,34      ,2003JJ00,0.11793,0.03601,0.05376,0.01982,0.00834
962,34      ,2004JJ00,0.11903,0.03641,0.05447,0.01975,0.00839
963,34      ,2005JJ00,0.11943,0.03619,0.05509,0.0197,0.00844
964,34      ,2006JJ00,0.11994,0.03588,0.05558,0.02006,0.00843
965,34      ,2007JJ00,0.11988,0.03612,0.05595,0.01936,0.00846
966,34      ,2008JJ00,0.12102,0.0365,0.05625,0.01976,0.00851
967,34      ,2009JJ00,0.12031,0.03624,0.05647,0.01902,0.00858
968,34      ,2010JJ00,0.12023,0.03633,0.05669,0.01866,0.00855
969,34      ,2011JJ00,0.11984,0.03617,0.05677,0.01833,0.00857
970,34      ,2012JJ00,0.11937,0.0358,0.05682,0.01816,0.00859
971,34      ,2013JJ00,0.11916,0.0357,0.05687,0.01798,0.00861
972,34      ,2014JJ00,0.11923,0.03587,0.0569,0.01783,0.00863
973,34      ,2015JJ00,0.11895,0.03574,0.05692,0.01765,0.00864
974,34      ,2016JJ00,0.11873,0.03564,0.05694,0.0175,0.00865
975,34      ,2017JJ00,0.11855,0.03557,0.05695,0.01736,0.00867
976,34      ,2018JJ00,0.11839,0.03552,0.05696,0.01723,0.00868
977,34      ,2019JJ00,0.11825,0.03548,0.05697,0.01711,0.00869
978,34      ,2020JJ00,0.11812,0.03546,0.05697,0.01699,0.0087
979,34      ,2021JJ00,0.11803,0.03546,0.05697,0.01688,0.00872
980,34      ,2022JJ00,0.11794,0.03546,0.05698,0.01677,0.00873
981,34      ,2023JJ00,0.11787,0.03548,0.05698,0.01667,0.00874
982,34      ,2024JJ00,0.11781,0.0355,0.05698,0.01658,0.00875
983,34      ,2025JJ00,0.11776,0.03553,0.05698,0.01649,0.00876
984,34      ,2026JJ00,0.11772,0.03557,0.05698,0.0164,0.00877
985,34      ,2027JJ00,0.11769,0.03562,0.05698,0.01632,0.00877
986,34      ,2028JJ00,0.11767,0.03567,0.05698,0.01624,0.00878
987,34      ,2029JJ00,0.11765,0.03572,0.05698,0.01616,0.00879
988,34      ,2030JJ00,0.11765,0.03578,0.05698,0.01609,0.0088
989,34      ,2031JJ00,0.11765,0.03584,0.05698,0.01602,0.00881
990,34      ,2032JJ00,0.11764,0.0359,0.05698,0.01595,0.00881
991,34      ,2033JJ00,0.11766,0.03597,0.05698,0.01589,0.00882
992,34      ,2034JJ00,0.11768,0.03604,0.05698,0.01583,0.00883
993,34      ,2035JJ00,0.1177,0.03611,0.05698,0.01577,0.00884
994,34      ,2036JJ00,0.11772,0.03619,0.05698,0.01571,0.00884
995,34      ,2037JJ00,0.11775,0.03627,0.05698,0.01565,0.00885
996,34      ,2038JJ00,0.11778,0.03634,0.05698,0.0156,0.00886
997,34      ,2039JJ00,0.11781,0.03642,0.05698,0.01555,0.00886
998,34      ,2040JJ00,0.11785,0.0365,0.05698,0.0155,0.00887
999,34      ,2041JJ00,0.11789,0.03659,0.05698,0.01545,0.00887
1000,34      ,2042JJ00,0.11793,0.03667,0.05698,0.0154,0.00888
1001,34      ,2043JJ00,0.11796,0.03675,0.05698,0.01535,0.00888
1002,34      ,2044JJ00,0.11802,0.03684,0.05698,0.01531,0.00889
1003,34      ,2045JJ00,0.11805,0.03692,0.05698,0.01526,0.00889
1004,34      ,2046JJ00,0.11811,0.03701,0.05698,0.01522,0.0089
1005,34      ,2047JJ00,0.11817,0.0371,0.05698,0.01518,0.00891
1006,34      ,2048JJ00,0.11822,0.03719,0.05698,0.01514,0.00891
1007,34      ,2049JJ00,0.11828,0.03728,0.05698,0.0151,0.00892
1008,35      ,2002JJ00,0.09639,0.02701,0.04214,0.01999,0.00724
1009,35      ,2003JJ00,0.09899,0.02697,0.04351,0.02007,0.00845
1010,35      ,2004JJ00,0.09965,0.02728,0.044,0.0198,0.00856
1011,35      ,2005JJ00,0.10022,0.02761,0.04444,0.01955,0.00862
1012,35      ,2006JJ00,0.10073,0.02797,0.04477,0.01931,0.00868
1013,35      ,2007JJ00,0.10112,0.02838,0.04503,0.01907,0.00864
1014,35      ,2008JJ00,0.10133,0.02856,0.04522,0.01884,0.0087
1015,35      ,2009JJ00,0.10146,0.0287,0.04538,0.01862,0.00876
1016,35      ,2010JJ00,0.10207,0.02928,0.04553,0.01837,0.00889
1017,35      ,2011JJ00,0.10205,0.02946,0.04557,0.01817,0.00885
1018,35      ,2012JJ00,0.10201,0.02954,0.04561,0.01798,0.00888
1019,35      ,2013JJ00,0.10203,0.0297,0.04563,0.01779,0.00891
1020,35      ,2014JJ00,0.10195,0.02977,0.04564,0.01762,0.00892
1021,35      ,2015JJ00,0.10178,0.02972,0.04566,0.01746,0.00894
1022,35      ,2016JJ00,0.10172,0.0298,0.04566,0.0173,0.00896
1023,35      ,2017JJ00,0.10164,0.02985,0.04567,0.01715,0.00897
1024,35      ,2018JJ00,0.10157,0.0299,0.04567,0.01701,0.00899
1025,35      ,2019JJ00,0.1015,0.02995,0.04568,0.01687,0.009
1026,35      ,2020JJ00,0.10141,0.02998,0.04568,0.01674,0.00901
1027,35      ,2021JJ00,0.10134,0.03001,0.04568,0.01662,0.00903
1028,35      ,2022JJ00,0.10126,0.03004,0.04568,0.0165,0.00904
1029,35      ,2023JJ00,0.10118,0.03006,0.04568,0.01639,0.00905
1030,35      ,2024JJ00,0.1011,0.03007,0.04568,0.01629,0.00906
1031,35      ,2025JJ00,0.10102,0.03009,0.04568,0.01619,0.00906
1032,35      ,2026JJ00,0.10094,0.0301,0.04568,0.01609,0.00907
1033,35      ,2027JJ00,0.10086,0.0301,0.04568,0.016,0.00908
1034,35      ,2028JJ00,0.10078,0.03011,0.04568,0.01591,0.00908
1035,35      ,2029JJ00,0.10071,0.03011,0.04568,0.01583,0.00909
1036,35      ,2030JJ00,0.10065,0.03012,0.04568,0.01575,0.0091
1037,35      ,2031JJ00,0.10057,0.03012,0.04568,0.01567,0.0091
1038,35      ,2032JJ00,0.1005,0.03012,0.04568,0.0156,0.0091
1039,35      ,2033JJ00,0.10044,0.03012,0.04568,0.01553,0.00911
1040,35      ,2034JJ00,0.10038,0.03012,0.04568,0.01547,0.00911
1041,35      ,2035JJ00,0.10031,0.03011,0.04568,0.01541,0.00911
1042,35      ,2036JJ00,0.10026,0.03011,0.04568,0.01535,0.00912
1043,35      ,2037JJ00,0.1002,0.03011,0.04568,0.01529,0.00912
1044,35      ,2038JJ00,0.10014,0.0301,0.04568,0.01524,0.00912
1045,35      ,2039JJ00,0.10009,0.0301,0.04568,0.01519,0.00912
1046,35      ,2040JJ00,0.10003,0.03009,0.04568,0.01514,0.00912
1047,35      ,2041JJ00,0.09999,0.03009,0.04568,0.01509,0.00913
1048,35      ,2042JJ00,0.09994,0.03008,0.04568,0.01505,0.00913
1049,35      ,2043JJ00,0.09989,0.03008,0.04568,0.015,0.00913
1050,35      ,2044JJ00,0.09984,0.03007,0.04568,0.01496,0.00913
1051,35      ,2045JJ00,0.09981,0.03007,0.04568,0.01493,0.00913
1052,35      ,2046JJ00,0.09976,0.03006,0.04568,0.01489,0.00913
1053,35      ,2047JJ00,0.09972,0.03005,0.04568,0.01486,0.00913
1054,35      ,2048JJ00,0.09968,0.03005,0.04568,0.01482,0.00913
1055,35      ,2049JJ00,0.09964,0.03004,0.04568,0.01479,0.00913
1056,36      ,2002JJ00,0.07319,0.02013,0.03059,0.01532,0.00715
1057,36      ,2003JJ00,0.07556,0.02033,0.03131,0.01547,0.00845
1058,36      ,2004JJ00,0.07607,0.02079,0.0315,0.01536,0.00842
1059,36      ,2005JJ00,0.07652,0.02104,0.0317,0.01527,0.00852
1060,36      ,2006JJ00,0.07689,0.0213,0.03183,0.01518,0.00858
1061,36      ,2007JJ00,0.07729,0.02159,0.03197,0.01508,0.00864
1062,36      ,2008JJ00,0.07761,0.0219,0.03209,0.015,0.00862
1063,36      ,2009JJ00,0.07777,0.02205,0.03215,0.01492,0.00866
1064,36      ,2010JJ00,0.07813,0.02231,0.03228,0.01481,0.00873
1065,36      ,2011JJ00,0.07841,0.02247,0.03233,0.01475,0.00886
1066,36      ,2012JJ00,0.07856,0.02261,0.03244,0.01468,0.00883
1067,36      ,2013JJ00,0.0787,0.02268,0.03253,0.01463,0.00886
1068,36      ,2014JJ00,0.07888,0.02281,0.0326,0.01458,0.00889
1069,36      ,2015JJ00,0.07895,0.02286,0.03266,0.01453,0.0089
1070,36      ,2016JJ00,0.07896,0.02283,0.03272,0.01448,0.00893
1071,36      ,2017JJ00,0.07906,0.02288,0.03279,0.01444,0.00895
1072,36      ,2018JJ00,0.07912,0.02293,0.03282,0.01441,0.00896
1073,36      ,2019JJ00,0.07917,0.02297,0.03285,0.01437,0.00898
1074,36      ,2020JJ00,0.07922,0.02301,0.03287,0.01434,0.009
1075,36      ,2021JJ00,0.07926,0.02304,0.0329,0.01431,0.00901
1076,36      ,2022JJ00,0.07929,0.02307,0.03292,0.01428,0.00902
1077,36      ,2023JJ00,0.07933,0.02309,0.03294,0.01426,0.00904
1078,36      ,2024JJ00,0.07935,0.02311,0.03295,0.01424,0.00905
1079,36      ,2025JJ00,0.07937,0.02312,0.03297,0.01422,0.00906
1080,36      ,2026JJ00,0.07938,0.02313,0.03298,0.0142,0.00907
1081,36      ,2027JJ00,0.07941,0.02315,0.033,0.01418,0.00908
1082,36      ,2028JJ00,0.07941,0.02315,0.03301,0.01416,0.00909
1083,36      ,2029JJ00,0.07942,0.02316,0.03302,0.01415,0.00909
1084,36      ,2030JJ00,0.07944,0.02317,0.03303,0.01414,0.0091
1085,36      ,2031JJ00,0.07945,0.02317,0.03305,0.01412,0.00911
1086,36      ,2032JJ00,0.07946,0.02318,0.03306,0.01411,0.00911
1087,36      ,2033JJ00,0.07947,0.02318,0.03307,0.0141,0.00912
1088,36      ,2034JJ00,0.07946,0.02318,0.03307,0.01409,0.00912
1089,36      ,2035JJ00,0.07947,0.02318,0.03308,0.01408,0.00913
1090,36      ,2036JJ00,0.07947,0.02318,0.03309,0.01407,0.00913
1091,36      ,2037JJ00,0.07949,0.02318,0.0331,0.01407,0.00914
1092,36      ,2038JJ00,0.07949,0.02318,0.03311,0.01406,0.00914
1093,36      ,2039JJ00,0.0795,0.02318,0.03312,0.01405,0.00915
1094,36      ,2040JJ00,0.0795,0.02318,0.03312,0.01405,0.00915
1095,36      ,2041JJ00,0.0795,0.02318,0.03313,0.01404,0.00915
1096,36      ,2042JJ00,0.07951,0.02318,0.03314,0.01404,0.00915
1097,36      ,2043JJ00,0.07951,0.02318,0.03314,0.01403,0.00916
1098,36      ,2044JJ00,0.07952,0.02318,0.03315,0.01403,0.00916
1099,36      ,2045JJ00,0.07952,0.02318,0.03316,0.01402,0.00916
1100,36      ,2046JJ00,0.07952,0.02317,0.03317,0.01402,0.00916
1101,36      ,2047JJ00,0.07952,0.02317,0.03317,0.01402,0.00916
1102,36      ,2048JJ00,0.07953,0.02317,0.03318,0.01401,0.00917
1103,36      ,2049JJ00,0.07953,0.02317,0.03318,0.01401,0.00917
