ID,Geslacht,Leeftijd,Inkomensklasse,Marges,Perioden,VoorwaardelijkeSterftekans_1,Levensverwachting_2,InAlsGoedErvarenGezondheid_3,ZonderLichamelijkeBeperkingen_4,ZonderChronischeZiektes_5,LevensverwInGoedeGeestelijkeGezondh_6
1279,4000,16000,1014756,B000150,2014G500,0.0,0.0,0.5,0.5,0.4,0.3
1280,4000,16500,1014752,MW00000,2004G500,0.06863,18.6,8.7,9.1,3.4,14.6
1281,4000,16500,1014752,MW00000,2007G500,0.07704,18.3,8.4,9.0,3.4,14.6
1282,4000,16500,1014752,MW00000,2011G500,0.07252,18.1,8.2,9.2,3.0,15.0
1283,4000,16500,1014752,MW00000,2014G500,0.01454,19.2,10.0,9.7,2.8,15.2
1284,4000,16500,1014752,B000150,2004G500,0.0,0.0,0.4,0.4,0.3,0.4
1285,4000,16500,1014752,B000150,2007G500,0.0,0.0,0.3,0.4,0.3,0.4
1286,4000,16500,1014752,B000150,2011G500,0.0,0.0,0.4,0.5,0.4,0.4
1287,4000,16500,1014752,B000150,2014G500,0.0,0.0,0.5,0.5,0.4,0.4
1288,4000,16500,1014753,MW00000,2004G500,0.04878,22.4,10.4,10.7,3.5,18.8
1289,4000,16500,1014753,MW00000,2007G500,0.05803,22.6,11.1,12.2,3.4,18.4
1290,4000,16500,1014753,MW00000,2011G500,0.05427,22.6,10.7,12.1,3.4,18.4
1291,4000,16500,1014753,MW00000,2014G500,0.00853,21.9,11.2,11.0,3.0,17.8
1292,4000,16500,1014753,B000150,2004G500,0.0,0.0,0.4,0.4,0.3,0.4
1293,4000,16500,1014753,B000150,2007G500,0.0,0.0,0.4,0.4,0.3,0.4
1294,4000,16500,1014753,B000150,2011G500,0.0,0.0,0.3,0.4,0.3,0.3
1295,4000,16500,1014753,B000150,2014G500,0.0,0.0,0.3,0.3,0.2,0.2
1296,4000,16500,1014754,MW00000,2004G500,0.04304,22.6,11.2,12.7,3.8,18.9
1297,4000,16500,1014754,MW00000,2007G500,0.04525,23.0,12.7,13.0,3.2,19.5
1298,4000,16500,1014754,MW00000,2011G500,0.04194,23.2,12.0,14.1,3.5,20.4
1299,4000,16500,1014754,MW00000,2014G500,0.00642,22.4,13.2,13.6,3.5,19.9
1300,4000,16500,1014754,B000150,2004G500,0.0,0.0,0.5,0.6,0.4,0.5
1301,4000,16500,1014754,B000150,2007G500,0.0,0.0,0.5,0.6,0.4,0.5
1302,4000,16500,1014754,B000150,2011G500,0.0,0.0,0.4,0.5,0.3,0.3
1303,4000,16500,1014754,B000150,2014G500,0.0,0.0,0.4,0.4,0.3,0.3
1304,4000,16500,1014755,MW00000,2004G500,0.03846,22.1,14.2,13.8,4.3,18.1
1305,4000,16500,1014755,MW00000,2007G500,0.03693,23.0,13.4,15.0,4.8,19.9
1306,4000,16500,1014755,MW00000,2011G500,0.03403,23.4,14.1,15.1,4.5,20.3
1307,4000,16500,1014755,MW00000,2014G500,0.0055,22.7,14.3,15.5,4.3,20.7
1308,4000,16500,1014755,B000150,2004G500,0.0,0.0,0.6,0.6,0.7,0.5
1309,4000,16500,1014755,B000150,2007G500,0.0,0.0,0.6,0.6,0.5,0.5
1310,4000,16500,1014755,B000150,2011G500,0.0,0.0,0.5,0.6,0.5,0.5
1311,4000,16500,1014755,B000150,2014G500,0.0,0.0,0.5,0.5,0.4,0.3
1312,4000,16500,1014756,MW00000,2004G500,0.03315,22.6,14.0,14.7,4.7,20.7
1313,4000,16500,1014756,MW00000,2007G500,0.0322,22.7,15.0,15.4,4.8,20.0
1314,4000,16500,1014756,MW00000,2011G500,0.02841,22.7,14.9,15.8,4.8,20.4
1315,4000,16500,1014756,MW00000,2014G500,0.00554,22.6,16.1,16.1,4.6,21.0
1316,4000,16500,1014756,B000150,2004G500,0.0,0.0,0.9,0.6,1.0,0.4
1317,4000,16500,1014756,B000150,2007G500,0.0,0.0,0.6,0.6,0.5,0.5
1318,4000,16500,1014756,B000150,2011G500,0.0,0.0,0.5,0.6,0.5,0.4
1319,4000,16500,1014756,B000150,2014G500,0.0,0.0,0.5,0.5,0.4,0.3
1320,4000,17000,1014752,MW00000,2004G500,0.10575,14.8,6.7,6.5,2.3,11.4
1321,4000,17000,1014752,MW00000,2007G500,0.10181,14.6,6.3,6.1,2.1,11.6
1322,4000,17000,1014752,MW00000,2011G500,0.10701,14.4,6.2,6.6,2.3,12.1
1323,4000,17000,1014752,MW00000,2014G500,0.0198,15.6,8.2,7.3,2.2,12.6
1324,4000,17000,1014752,B000150,2004G500,0.0,0.0,0.3,0.4,0.3,0.4
1325,4000,17000,1014752,B000150,2007G500,0.0,0.0,0.3,0.3,0.2,0.3
1326,4000,17000,1014752,B000150,2011G500,0.0,0.0,0.4,0.5,0.4,0.4
1327,4000,17000,1014752,B000150,2014G500,0.0,0.0,0.5,0.5,0.4,0.4
1328,4000,17000,1014753,MW00000,2004G500,0.07501,18.5,7.8,7.6,2.5,15.5
1329,4000,17000,1014753,MW00000,2007G500,0.07611,18.8,8.6,8.9,2.4,14.9
1330,4000,17000,1014753,MW00000,2011G500,0.07623,18.8,8.4,9.0,2.4,15.0
1331,4000,17000,1014753,MW00000,2014G500,0.0138,17.9,8.9,7.9,2.2,14.5
1332,4000,17000,1014753,B000150,2004G500,0.0,0.0,0.4,0.4,0.3,0.4
1333,4000,17000,1014753,B000150,2007G500,0.0,0.0,0.4,0.4,0.3,0.4
1334,4000,17000,1014753,B000150,2011G500,0.0,0.0,0.3,0.4,0.3,0.3
1335,4000,17000,1014753,B000150,2014G500,0.0,0.0,0.3,0.3,0.2,0.2
1336,4000,17000,1014754,MW00000,2004G500,0.06715,18.5,8.4,9.3,2.4,15.2
1337,4000,17000,1014754,MW00000,2007G500,0.06066,19.0,10.0,9.7,2.3,15.9
1338,4000,17000,1014754,MW00000,2011G500,0.06113,19.1,9.3,10.6,2.4,16.7
1339,4000,17000,1014754,MW00000,2014G500,0.00939,18.2,10.2,10.1,2.2,16.1
1340,4000,17000,1014754,B000150,2004G500,0.0,0.0,0.5,0.6,0.4,0.5
1341,4000,17000,1014754,B000150,2007G500,0.0,0.0,0.5,0.6,0.4,0.5
1342,4000,17000,1014754,B000150,2011G500,0.0,0.0,0.4,0.5,0.3,0.3
1343,4000,17000,1014754,B000150,2014G500,0.0,0.0,0.4,0.4,0.2,0.2
1344,4000,17000,1014755,MW00000,2004G500,0.06569,17.9,11.1,10.4,3.4,14.8
1345,4000,17000,1014755,MW00000,2007G500,0.05934,18.8,10.1,11.3,3.5,16.0
1346,4000,17000,1014755,MW00000,2011G500,0.05358,19.2,11.2,11.4,3.4,16.3
1347,4000,17000,1014755,MW00000,2014G500,0.00945,18.4,11.3,11.7,3.3,16.7
1348,4000,17000,1014755,B000150,2004G500,0.0,0.0,0.7,0.6,0.7,0.5
1349,4000,17000,1014755,B000150,2007G500,0.0,0.0,0.6,0.6,0.5,0.5
1350,4000,17000,1014755,B000150,2011G500,0.0,0.0,0.5,0.6,0.5,0.5
1351,4000,17000,1014755,B000150,2014G500,0.0,0.0,0.5,0.5,0.4,0.3
1352,4000,17000,1014756,MW00000,2004G500,0.05089,18.3,10.6,10.8,3.0,16.6
1353,4000,17000,1014756,MW00000,2007G500,0.04892,18.3,11.7,11.5,3.5,15.8
1354,4000,17000,1014756,MW00000,2011G500,0.0523,18.3,11.3,11.8,3.5,16.3
1355,4000,17000,1014756,MW00000,2014G500,0.00818,18.3,12.7,12.1,3.4,16.9
1356,4000,17000,1014756,B000150,2004G500,0.0,0.0,0.9,0.6,1.0,0.4
1357,4000,17000,1014756,B000150,2007G500,0.0,0.0,0.5,0.6,0.5,0.5
1358,4000,17000,1014756,B000150,2011G500,0.0,0.0,0.5,0.6,0.5,0.4
1359,4000,17000,1014756,B000150,2014G500,0.0,0.0,0.5,0.5,0.4,0.3
1360,4000,17500,1014752,MW00000,2004G500,0.17132,11.3,5.1,4.3,1.5,8.7
1361,4000,17500,1014752,MW00000,2007G500,0.16049,11.0,4.7,4.0,1.4,8.6
1362,4000,17500,1014752,MW00000,2011G500,0.16437,10.8,4.4,4.9,1.5,9.0
1363,4000,17500,1014752,MW00000,2014G500,0.02899,12.1,6.2,5.1,1.2,9.5
1364,4000,17500,1014752,B000150,2004G500,0.0,0.0,0.3,0.4,0.2,0.3
1365,4000,17500,1014752,B000150,2007G500,0.0,0.0,0.3,0.3,0.2,0.3
1366,4000,17500,1014752,B000150,2011G500,0.0,0.0,0.3,0.5,0.3,0.4
1367,4000,17500,1014752,B000150,2014G500,0.0,0.0,0.4,0.4,0.3,0.4
1368,4000,17500,1014753,MW00000,2004G500,0.1251,14.7,6.0,4.9,1.9,12.3
1369,4000,17500,1014753,MW00000,2007G500,0.12176,15.2,6.7,6.1,1.5,11.9
1370,4000,17500,1014753,MW00000,2011G500,0.11638,15.1,6.2,6.1,1.8,11.7
1371,4000,17500,1014753,MW00000,2014G500,0.01983,14.1,6.6,5.2,1.5,11.2
1372,4000,17500,1014753,B000150,2004G500,0.0,0.0,0.4,0.4,0.3,0.4
1373,4000,17500,1014753,B000150,2007G500,0.0,0.0,0.4,0.4,0.3,0.4
1374,4000,17500,1014753,B000150,2011G500,0.0,0.0,0.3,0.4,0.2,0.3
1375,4000,17500,1014753,B000150,2014G500,0.0,0.0,0.3,0.3,0.2,0.2
1376,4000,17500,1014754,MW00000,2004G500,0.11872,14.6,6.2,6.3,1.8,11.9
1377,4000,17500,1014754,MW00000,2007G500,0.11041,15.1,7.3,6.5,1.5,12.4
1378,4000,17500,1014754,MW00000,2011G500,0.10273,15.1,6.8,7.3,1.7,13.3
1379,4000,17500,1014754,MW00000,2014G500,0.01747,14.2,7.8,7.0,1.5,12.4
1380,4000,17500,1014754,B000150,2004G500,0.0,0.0,0.5,0.6,0.4,0.5
1381,4000,17500,1014754,B000150,2007G500,0.0,0.0,0.5,0.6,0.3,0.5
1382,4000,17500,1014754,B000150,2011G500,0.0,0.0,0.4,0.5,0.3,0.3
1383,4000,17500,1014754,B000150,2014G500,0.0,0.0,0.4,0.4,0.2,0.2
1384,4000,17500,1014755,MW00000,2004G500,0.12368,14.0,8.4,7.2,2.5,11.5
1385,4000,17500,1014755,MW00000,2007G500,0.10139,14.8,7.5,7.8,2.5,12.6
1386,4000,17500,1014755,MW00000,2011G500,0.08953,15.1,8.4,8.1,2.4,12.7
1387,4000,17500,1014755,MW00000,2014G500,0.01508,14.4,8.4,8.5,2.1,13.0
1388,4000,17500,1014755,B000150,2004G500,0.0,0.0,0.7,0.6,0.8,0.5
1389,4000,17500,1014755,B000150,2007G500,0.0,0.0,0.5,0.6,0.5,0.5
1390,4000,17500,1014755,B000150,2011G500,0.0,0.0,0.5,0.6,0.4,0.5
1391,4000,17500,1014755,B000150,2014G500,0.0,0.0,0.5,0.5,0.3,0.3
1392,4000,17500,1014756,MW00000,2004G500,0.10698,14.1,7.4,7.2,1.9,13.1
1393,4000,17500,1014756,MW00000,2007G500,0.09516,14.1,8.6,7.7,2.6,12.1
1394,4000,17500,1014756,MW00000,2011G500,0.09658,14.2,8.1,8.3,2.4,12.4
1395,4000,17500,1014756,MW00000,2014G500,0.01357,14.0,9.4,8.5,2.1,12.8
1396,4000,17500,1014756,B000150,2004G500,0.0,0.0,1.0,0.6,1.1,0.3
1397,4000,17500,1014756,B000150,2007G500,0.0,0.0,0.5,0.6,0.5,0.5
1398,4000,17500,1014756,B000150,2011G500,0.0,0.0,0.5,0.6,0.5,0.4
1399,4000,17500,1014756,B000150,2014G500,0.0,0.0,0.5,0.5,0.4,0.3
1400,4000,18000,1014752,MW00000,2004G500,1.0,8.1,3.1,2.4,0.9,6.1
1401,4000,18000,1014752,MW00000,2007G500,1.0,7.6,3.1,2.3,1.0,6.0
1402,4000,18000,1014752,MW00000,2011G500,1.0,7.4,3.0,3.0,1.1,6.1
1403,4000,18000,1014752,MW00000,2014G500,0.04998,9.0,4.6,2.8,0.9,6.5
1404,4000,18000,1014752,B000150,2004G500,0.0,0.0,0.3,0.3,0.2,0.3
1405,4000,18000,1014752,B000150,2007G500,0.0,0.0,0.2,0.3,0.2,0.3
1406,4000,18000,1014752,B000150,2011G500,0.0,0.0,0.3,0.5,0.3,0.4
1407,4000,18000,1014752,B000150,2014G500,0.0,0.0,0.4,0.4,0.3,0.4
1408,4000,18000,1014753,MW00000,2004G500,1.0,11.5,4.7,3.1,1.3,9.7
1409,4000,18000,1014753,MW00000,2007G500,1.0,11.9,5.2,4.2,1.2,9.1
1410,4000,18000,1014753,MW00000,2011G500,1.0,11.8,4.7,4.0,1.3,9.0
1411,4000,18000,1014753,MW00000,2014G500,0.03165,10.6,4.5,2.8,1.0,8.2
1412,4000,18000,1014753,B000150,2004G500,0.0,0.0,0.4,0.4,0.3,0.4
1413,4000,18000,1014753,B000150,2007G500,0.0,0.0,0.4,0.5,0.3,0.5
1414,4000,18000,1014753,B000150,2011G500,0.0,0.0,0.3,0.4,0.2,0.3
1415,4000,18000,1014753,B000150,2014G500,0.0,0.0,0.3,0.2,0.2,0.2
1416,4000,18000,1014754,MW00000,2004G500,1.0,11.2,4.7,4.2,1.3,9.2
1417,4000,18000,1014754,MW00000,2007G500,1.0,11.7,5.6,4.6,1.0,9.9
1418,4000,18000,1014754,MW00000,2011G500,1.0,11.6,4.9,4.8,1.0,10.3
1419,4000,18000,1014754,MW00000,2014G500,0.03102,10.5,5.4,4.4,1.0,9.0
1420,4000,18000,1014754,B000150,2004G500,0.0,0.0,0.5,0.6,0.4,0.5
1421,4000,18000,1014754,B000150,2007G500,0.0,0.0,0.5,0.6,0.3,0.5
1422,4000,18000,1014754,B000150,2011G500,0.0,0.0,0.4,0.5,0.3,0.3
1423,4000,18000,1014754,B000150,2014G500,0.0,0.0,0.4,0.4,0.2,0.2
1424,4000,18000,1014755,MW00000,2004G500,1.0,10.6,6.1,5.2,1.6,8.9
1425,4000,18000,1014755,MW00000,2007G500,1.0,11.2,5.5,5.3,2.2,9.3
1426,4000,18000,1014755,MW00000,2011G500,1.0,11.4,5.7,5.1,2.0,9.3
1427,4000,18000,1014755,MW00000,2014G500,0.03325,10.5,5.8,5.6,1.6,9.4
1428,4000,18000,1014755,B000150,2004G500,0.0,0.0,1.0,0.7,1.0,0.5
1429,4000,18000,1014755,B000150,2007G500,0.0,0.0,0.6,0.7,0.5,0.5
1430,4000,18000,1014755,B000150,2011G500,0.0,0.0,0.5,0.6,0.5,0.5
1431,4000,18000,1014755,B000150,2014G500,0.0,0.0,0.5,0.5,0.3,0.3
1432,4000,18000,1014756,MW00000,2004G500,1.0,10.5,5.3,4.4,1.2,10.0
1433,4000,18000,1014756,MW00000,2007G500,1.0,10.4,6.2,5.1,1.7,8.9
1434,4000,18000,1014756,MW00000,2011G500,1.0,10.4,5.6,5.0,1.8,9.1
1435,4000,18000,1014756,MW00000,2014G500,0.03323,10.2,6.9,5.3,1.4,9.4
1436,4000,18000,1014756,B000150,2004G500,0.0,0.0,1.3,0.7,1.3,0.3
1437,4000,18000,1014756,B000150,2007G500,0.0,0.0,0.5,0.6,0.5,0.5
1438,4000,18000,1014756,B000150,2011G500,0.0,0.0,0.5,0.6,0.5,0.4
1439,4000,18000,1014756,B000150,2014G500,0.0,0.0,0.5,0.5,0.4,0.3
