ID,Geslacht,Leeftijd,Inkomensklasse,Marges,Perioden,VoorwaardelijkeSterftekans_1,Levensverwachting_2,InAlsGoedErvarenGezondheid_3,ZonderLichamelijkeBeperkingen_4,ZonderChronischeZiektes_5,LevensverwInGoedeGeestelijkeGezondh_6
984,4000,12500,1014755,MW00000,2004G500,0.00103,59.8,44.6,48.1,24.1,51.9
985,4000,12500,1014755,MW00000,2007G500,0.00122,60.9,44.9,49.6,24.8,54.6
986,4000,12500,1014755,MW00000,2011G500,0.00108,61.6,45.5,49.8,24.3,54.4
987,4000,12500,1014755,MW00000,2014G500,5e-05,60.9,44.9,50.5,22.7,54.4
988,4000,12500,1014755,B000150,2004G500,0.0,0.0,0.4,0.6,0.5,0.6
989,4000,12500,1014755,B000150,2007G500,0.0,0.0,0.6,0.6,0.6,0.5
990,4000,12500,1014755,B000150,2011G500,0.0,0.0,0.5,0.6,0.6,0.5
991,4000,12500,1014755,B000150,2014G500,0.0,0.0,0.5,0.5,0.5,0.4
992,4000,12500,1014756,MW00000,2004G500,0.00051,60.8,46.6,50.5,25.6,55.9
993,4000,12500,1014756,MW00000,2007G500,0.00078,61.0,48.3,51.4,25.7,55.8
994,4000,12500,1014756,MW00000,2011G500,0.00142,61.1,48.4,51.5,25.5,56.0
995,4000,12500,1014756,MW00000,2014G500,0.00024,61.2,49.5,52.8,26.1,56.4
996,4000,12500,1014756,B000150,2004G500,0.0,0.0,0.8,0.6,0.8,0.4
997,4000,12500,1014756,B000150,2007G500,0.0,0.0,0.6,0.6,0.6,0.5
998,4000,12500,1014756,B000150,2011G500,0.0,0.0,0.5,0.6,0.6,0.5
999,4000,12500,1014756,B000150,2014G500,0.0,0.0,0.5,0.5,0.5,0.4
1000,4000,13000,1014752,MW00000,2004G500,0.00295,49.8,27.8,33.1,16.0,37.8
1001,4000,13000,1014752,MW00000,2007G500,0.00305,49.6,27.4,34.1,16.0,38.7
1002,4000,13000,1014752,MW00000,2011G500,0.00323,49.7,27.4,33.5,15.2,37.8
1003,4000,13000,1014752,MW00000,2014G500,0.00064,50.2,27.1,33.2,14.4,37.2
1004,4000,13000,1014752,B000150,2004G500,0.0,0.0,0.6,0.6,0.6,0.6
1005,4000,13000,1014752,B000150,2007G500,0.0,0.0,0.5,0.6,0.6,0.6
1006,4000,13000,1014752,B000150,2011G500,0.0,0.0,0.5,0.7,0.6,0.6
1007,4000,13000,1014752,B000150,2014G500,0.0,0.0,0.7,0.7,0.6,0.6
1008,4000,13000,1014753,MW00000,2004G500,0.00168,54.6,34.3,38.0,17.9,46.3
1009,4000,13000,1014753,MW00000,2007G500,0.00172,54.6,34.1,39.4,17.0,45.5
1010,4000,13000,1014753,MW00000,2011G500,0.00108,54.9,33.1,38.6,16.5,45.3
1011,4000,13000,1014753,MW00000,2014G500,0.00026,54.2,32.5,37.7,15.5,44.7
1012,4000,13000,1014753,B000150,2004G500,0.0,0.0,0.5,0.5,0.5,0.5
1013,4000,13000,1014753,B000150,2007G500,0.0,0.0,0.5,0.5,0.5,0.5
1014,4000,13000,1014753,B000150,2011G500,0.0,0.0,0.5,0.5,0.5,0.5
1015,4000,13000,1014753,B000150,2014G500,0.0,0.0,0.5,0.5,0.5,0.4
1016,4000,13000,1014754,MW00000,2004G500,0.0016,55.0,36.7,40.9,19.4,47.9
1017,4000,13000,1014754,MW00000,2007G500,0.00134,55.5,37.9,41.6,18.6,48.3
1018,4000,13000,1014754,MW00000,2011G500,0.00145,55.8,37.0,42.2,17.8,49.1
1019,4000,13000,1014754,MW00000,2014G500,9e-05,55.3,38.1,43.2,18.5,49.0
1020,4000,13000,1014754,B000150,2004G500,0.0,0.0,0.6,0.6,0.5,0.5
1021,4000,13000,1014754,B000150,2007G500,0.0,0.0,0.6,0.6,0.6,0.5
1022,4000,13000,1014754,B000150,2011G500,0.0,0.0,0.5,0.5,0.5,0.4
1023,4000,13000,1014754,B000150,2014G500,0.0,0.0,0.5,0.4,0.5,0.3
1024,4000,13000,1014755,MW00000,2004G500,0.00167,54.8,40.3,43.4,20.7,47.5
1025,4000,13000,1014755,MW00000,2007G500,0.00124,56.0,40.6,44.7,21.3,50.1
1026,4000,13000,1014755,MW00000,2011G500,0.00097,56.6,41.1,45.1,21.1,50.0
1027,4000,13000,1014755,MW00000,2014G500,0.00034,55.9,40.5,45.8,19.8,50.1
1028,4000,13000,1014755,B000150,2004G500,0.0,0.0,0.4,0.6,0.5,0.6
1029,4000,13000,1014755,B000150,2007G500,0.0,0.0,0.6,0.6,0.6,0.5
1030,4000,13000,1014755,B000150,2011G500,0.0,0.0,0.5,0.6,0.6,0.5
1031,4000,13000,1014755,B000150,2014G500,0.0,0.0,0.5,0.5,0.5,0.4
1032,4000,13000,1014756,MW00000,2004G500,0.00106,55.8,42.1,45.6,22.0,51.2
1033,4000,13000,1014756,MW00000,2007G500,0.00123,56.0,43.9,46.5,22.2,51.1
1034,4000,13000,1014756,MW00000,2011G500,0.00124,56.2,43.7,46.7,22.2,51.5
1035,4000,13000,1014756,MW00000,2014G500,0.00015,56.3,45.1,47.9,23.0,51.8
1036,4000,13000,1014756,B000150,2004G500,0.0,0.0,0.8,0.6,0.9,0.4
1037,4000,13000,1014756,B000150,2007G500,0.0,0.0,0.6,0.6,0.6,0.5
1038,4000,13000,1014756,B000150,2011G500,0.0,0.0,0.5,0.6,0.6,0.4
1039,4000,13000,1014756,B000150,2014G500,0.0,0.0,0.5,0.5,0.5,0.3
1040,4000,13500,1014752,MW00000,2004G500,0.00479,44.9,24.1,28.6,13.7,34.3
1041,4000,13500,1014752,MW00000,2007G500,0.00487,44.7,23.9,29.4,13.2,34.6
1042,4000,13500,1014752,MW00000,2011G500,0.00372,44.8,23.7,29.2,12.6,33.9
1043,4000,13500,1014752,MW00000,2014G500,0.00048,45.4,23.8,28.9,12.0,33.7
1044,4000,13500,1014752,B000150,2004G500,0.0,0.0,0.5,0.6,0.5,0.6
1045,4000,13500,1014752,B000150,2007G500,0.0,0.0,0.5,0.6,0.6,0.6
1046,4000,13500,1014752,B000150,2011G500,0.0,0.0,0.5,0.7,0.6,0.6
1047,4000,13500,1014752,B000150,2014G500,0.0,0.0,0.7,0.6,0.6,0.6
1048,4000,13500,1014753,MW00000,2004G500,0.00233,49.7,29.9,33.4,15.0,41.8
1049,4000,13500,1014753,MW00000,2007G500,0.00269,49.7,30.1,34.7,14.4,41.0
1050,4000,13500,1014753,MW00000,2011G500,0.00239,49.9,29.0,34.1,14.0,41.0
1051,4000,13500,1014753,MW00000,2014G500,0.00042,49.3,28.5,33.3,12.8,40.6
1052,4000,13500,1014753,B000150,2004G500,0.0,0.0,0.5,0.5,0.5,0.5
1053,4000,13500,1014753,B000150,2007G500,0.0,0.0,0.5,0.5,0.5,0.5
1054,4000,13500,1014753,B000150,2011G500,0.0,0.0,0.4,0.5,0.5,0.5
1055,4000,13500,1014753,B000150,2014G500,0.0,0.0,0.5,0.5,0.5,0.4
1056,4000,13500,1014754,MW00000,2004G500,0.00168,50.1,32.5,36.2,16.4,43.4
1057,4000,13500,1014754,MW00000,2007G500,0.00196,50.6,33.8,36.8,15.5,43.8
1058,4000,13500,1014754,MW00000,2011G500,0.00182,50.9,32.7,37.6,15.0,44.6
1059,4000,13500,1014754,MW00000,2014G500,0.00023,50.4,34.0,38.4,15.4,44.6
1060,4000,13500,1014754,B000150,2004G500,0.0,0.0,0.6,0.6,0.5,0.5
1061,4000,13500,1014754,B000150,2007G500,0.0,0.0,0.5,0.6,0.5,0.5
1062,4000,13500,1014754,B000150,2011G500,0.0,0.0,0.5,0.5,0.5,0.4
1063,4000,13500,1014754,B000150,2014G500,0.0,0.0,0.5,0.4,0.4,0.3
1064,4000,13500,1014755,MW00000,2004G500,0.00248,49.9,36.1,38.5,17.4,43.1
1065,4000,13500,1014755,MW00000,2007G500,0.00219,51.0,36.2,40.0,18.1,45.4
1066,4000,13500,1014755,MW00000,2011G500,0.0015,51.7,36.7,40.3,17.9,45.3
1067,4000,13500,1014755,MW00000,2014G500,0.00035,51.0,36.2,41.1,16.8,45.7
1068,4000,13500,1014755,B000150,2004G500,0.0,0.0,0.5,0.6,0.5,0.5
1069,4000,13500,1014755,B000150,2007G500,0.0,0.0,0.6,0.6,0.6,0.5
1070,4000,13500,1014755,B000150,2011G500,0.0,0.0,0.5,0.6,0.5,0.5
1071,4000,13500,1014755,B000150,2014G500,0.0,0.0,0.5,0.5,0.5,0.3
1072,4000,13500,1014756,MW00000,2004G500,0.00179,50.9,37.5,40.7,18.7,46.5
1073,4000,13500,1014756,MW00000,2007G500,0.00164,51.1,39.3,41.6,19.0,46.5
1074,4000,13500,1014756,MW00000,2011G500,0.00154,51.2,39.1,41.8,18.8,46.8
1075,4000,13500,1014756,MW00000,2014G500,0.00023,51.3,40.6,43.1,19.6,47.3
1076,4000,13500,1014756,B000150,2004G500,0.0,0.0,0.8,0.6,0.9,0.4
1077,4000,13500,1014756,B000150,2007G500,0.0,0.0,0.6,0.6,0.6,0.5
1078,4000,13500,1014756,B000150,2011G500,0.0,0.0,0.5,0.6,0.6,0.4
1079,4000,13500,1014756,B000150,2014G500,0.0,0.0,0.5,0.5,0.5,0.3
1080,4000,14000,1014752,MW00000,2004G500,0.00842,40.1,20.7,24.4,11.2,30.3
1081,4000,14000,1014752,MW00000,2007G500,0.00728,39.9,20.3,25.1,11.0,30.6
1082,4000,14000,1014752,MW00000,2011G500,0.00628,40.0,20.3,24.8,10.1,30.4
1083,4000,14000,1014752,MW00000,2014G500,0.00083,40.5,20.5,24.9,9.7,29.9
1084,4000,14000,1014752,B000150,2004G500,0.0,0.0,0.5,0.6,0.5,0.5
1085,4000,14000,1014752,B000150,2007G500,0.0,0.0,0.5,0.6,0.5,0.5
1086,4000,14000,1014752,B000150,2011G500,0.0,0.0,0.5,0.6,0.6,0.6
1087,4000,14000,1014752,B000150,2014G500,0.0,0.0,0.6,0.6,0.5,0.5
1088,4000,14000,1014753,MW00000,2004G500,0.00424,44.8,25.9,28.9,12.5,37.7
1089,4000,14000,1014753,MW00000,2007G500,0.00545,44.8,26.0,30.2,12.1,37.0
1090,4000,14000,1014753,MW00000,2011G500,0.00417,45.0,25.0,29.5,11.6,36.9
1091,4000,14000,1014753,MW00000,2014G500,0.00064,44.4,24.6,28.8,10.1,36.4
1092,4000,14000,1014753,B000150,2004G500,0.0,0.0,0.5,0.5,0.5,0.5
1093,4000,14000,1014753,B000150,2007G500,0.0,0.0,0.5,0.5,0.5,0.5
1094,4000,14000,1014753,B000150,2011G500,0.0,0.0,0.4,0.5,0.5,0.4
1095,4000,14000,1014753,B000150,2014G500,0.0,0.0,0.5,0.4,0.4,0.4
1096,4000,14000,1014754,MW00000,2004G500,0.00417,45.2,28.2,31.5,13.4,39.1
1097,4000,14000,1014754,MW00000,2007G500,0.00457,45.7,29.5,32.2,12.9,39.4
1098,4000,14000,1014754,MW00000,2011G500,0.00354,46.0,28.4,33.0,12.3,40.1
1099,4000,14000,1014754,MW00000,2014G500,0.00066,45.5,29.9,33.9,12.6,40.1
1100,4000,14000,1014754,B000150,2004G500,0.0,0.0,0.6,0.6,0.5,0.5
1101,4000,14000,1014754,B000150,2007G500,0.0,0.0,0.5,0.6,0.5,0.5
1102,4000,14000,1014754,B000150,2011G500,0.0,0.0,0.4,0.5,0.4,0.4
1103,4000,14000,1014754,B000150,2014G500,0.0,0.0,0.5,0.4,0.4,0.3
1104,4000,14000,1014755,MW00000,2004G500,0.00416,45.0,31.9,33.9,14.8,38.7
1105,4000,14000,1014755,MW00000,2007G500,0.003,46.1,31.9,35.3,15.3,40.9
1106,4000,14000,1014755,MW00000,2011G500,0.00256,46.8,32.4,35.5,14.9,40.9
1107,4000,14000,1014755,MW00000,2014G500,0.00025,46.1,32.2,36.4,13.9,41.4
1108,4000,14000,1014755,B000150,2004G500,0.0,0.0,0.5,0.6,0.5,0.5
1109,4000,14000,1014755,B000150,2007G500,0.0,0.0,0.6,0.6,0.6,0.5
1110,4000,14000,1014755,B000150,2011G500,0.0,0.0,0.5,0.6,0.5,0.5
1111,4000,14000,1014755,B000150,2014G500,0.0,0.0,0.5,0.5,0.4,0.3
1112,4000,14000,1014756,MW00000,2004G500,0.00249,46.0,33.1,36.2,15.6,42.1
1113,4000,14000,1014756,MW00000,2007G500,0.0025,46.2,34.7,36.9,15.8,41.9
1114,4000,14000,1014756,MW00000,2011G500,0.00284,46.3,34.6,37.1,15.7,42.1
1115,4000,14000,1014756,MW00000,2014G500,0.00026,46.4,36.1,38.2,16.1,42.7
1116,4000,14000,1014756,B000150,2004G500,0.0,0.0,0.8,0.6,0.9,0.4
1117,4000,14000,1014756,B000150,2007G500,0.0,0.0,0.6,0.6,0.6,0.5
1118,4000,14000,1014756,B000150,2011G500,0.0,0.0,0.5,0.6,0.5,0.4
1119,4000,14000,1014756,B000150,2014G500,0.0,0.0,0.5,0.5,0.5,0.3
1120,4000,14500,1014752,MW00000,2004G500,0.01695,35.4,17.6,20.4,9.3,26.6
1121,4000,14500,1014752,MW00000,2007G500,0.01537,35.2,17.1,20.9,8.6,26.9
1122,4000,14500,1014752,MW00000,2011G500,0.01371,35.2,17.4,20.9,7.6,26.8
1123,4000,14500,1014752,MW00000,2014G500,0.00199,35.9,18.0,21.1,7.9,26.4
1124,4000,14500,1014752,B000150,2004G500,0.0,0.0,0.5,0.5,0.5,0.5
1125,4000,14500,1014752,B000150,2007G500,0.0,0.0,0.5,0.5,0.5,0.5
1126,4000,14500,1014752,B000150,2011G500,0.0,0.0,0.5,0.6,0.5,0.6
1127,4000,14500,1014752,B000150,2014G500,0.0,0.0,0.6,0.6,0.5,0.5
1128,4000,14500,1014753,MW00000,2004G500,0.0111,40.0,22.0,24.4,9.9,33.4
1129,4000,14500,1014753,MW00000,2007G500,0.01006,40.0,22.3,25.8,9.5,33.0
1130,4000,14500,1014753,MW00000,2011G500,0.00725,40.2,21.3,25.2,9.0,32.9
1131,4000,14500,1014753,MW00000,2014G500,0.00126,39.6,20.9,24.5,8.0,32.2
1132,4000,14500,1014753,B000150,2004G500,0.0,0.0,0.5,0.5,0.5,0.5
1133,4000,14500,1014753,B000150,2007G500,0.0,0.0,0.5,0.5,0.5,0.5
1134,4000,14500,1014753,B000150,2011G500,0.0,0.0,0.4,0.5,0.4,0.4
1135,4000,14500,1014753,B000150,2014G500,0.0,0.0,0.5,0.4,0.4,0.4
1136,4000,14500,1014754,MW00000,2004G500,0.00798,40.3,24.1,26.9,10.5,34.7
1137,4000,14500,1014754,MW00000,2007G500,0.00642,40.9,25.5,27.7,10.5,35.2
1138,4000,14500,1014754,MW00000,2011G500,0.00623,41.1,24.5,28.6,10.0,35.9
1139,4000,14500,1014754,MW00000,2014G500,0.00087,40.6,25.9,29.4,10.0,35.8
1140,4000,14500,1014754,B000150,2004G500,0.0,0.0,0.6,0.6,0.5,0.5
1141,4000,14500,1014754,B000150,2007G500,0.0,0.0,0.5,0.6,0.5,0.5
1142,4000,14500,1014754,B000150,2011G500,0.0,0.0,0.4,0.5,0.4,0.4
1143,4000,14500,1014754,B000150,2014G500,0.0,0.0,0.5,0.4,0.4,0.3
1144,4000,14500,1014755,MW00000,2004G500,0.00622,40.2,27.7,29.4,11.9,34.2
1145,4000,14500,1014755,MW00000,2007G500,0.00635,41.3,27.5,30.8,12.5,36.4
1146,4000,14500,1014755,MW00000,2011G500,0.00524,41.9,28.2,30.8,12.1,36.5
1147,4000,14500,1014755,MW00000,2014G500,0.00077,41.2,28.1,31.8,11.3,36.9
1148,4000,14500,1014755,B000150,2004G500,0.0,0.0,0.5,0.6,0.6,0.5
1149,4000,14500,1014755,B000150,2007G500,0.0,0.0,0.6,0.6,0.6,0.5
1150,4000,14500,1014755,B000150,2011G500,0.0,0.0,0.5,0.6,0.5,0.5
1151,4000,14500,1014755,B000150,2014G500,0.0,0.0,0.5,0.5,0.4,0.3
1152,4000,14500,1014756,MW00000,2004G500,0.00628,41.1,28.9,31.5,12.8,37.5
1153,4000,14500,1014756,MW00000,2007G500,0.00577,41.3,30.4,32.2,13.1,37.5
1154,4000,14500,1014756,MW00000,2011G500,0.00468,41.4,30.3,32.4,13.0,37.7
1155,4000,14500,1014756,MW00000,2014G500,0.00068,41.5,31.7,33.5,13.5,38.2
1156,4000,14500,1014756,B000150,2004G500,0.0,0.0,0.8,0.6,0.9,0.4
1157,4000,14500,1014756,B000150,2007G500,0.0,0.0,0.6,0.6,0.5,0.5
1158,4000,14500,1014756,B000150,2011G500,0.0,0.0,0.5,0.6,0.5,0.4
1159,4000,14500,1014756,B000150,2014G500,0.0,0.0,0.5,0.5,0.5,0.3
1160,4000,15000,1014752,MW00000,2004G500,0.0265,31.0,14.9,17.5,7.2,23.4
1161,4000,15000,1014752,MW00000,2007G500,0.0286,30.7,14.6,17.7,6.9,23.8
1162,4000,15000,1014752,MW00000,2011G500,0.02183,30.7,14.6,17.7,6.2,23.5
1163,4000,15000,1014752,MW00000,2014G500,0.00411,31.4,15.3,17.9,6.4,23.1
1164,4000,15000,1014752,B000150,2004G500,0.0,0.0,0.5,0.5,0.4,0.5
1165,4000,15000,1014752,B000150,2007G500,0.0,0.0,0.4,0.5,0.4,0.5
1166,4000,15000,1014752,B000150,2011G500,0.0,0.0,0.5,0.6,0.5,0.5
1167,4000,15000,1014752,B000150,2014G500,0.0,0.0,0.6,0.6,0.5,0.5
1168,4000,15000,1014753,MW00000,2004G500,0.01588,35.4,18.7,20.5,7.5,29.6
1169,4000,15000,1014753,MW00000,2007G500,0.01684,35.4,19.2,22.0,7.6,29.3
1170,4000,15000,1014753,MW00000,2011G500,0.01445,35.5,18.1,21.7,7.2,29.1
1171,4000,15000,1014753,MW00000,2014G500,0.0025,34.9,17.8,20.6,6.2,28.5
1172,4000,15000,1014753,B000150,2004G500,0.0,0.0,0.5,0.5,0.4,0.4
1173,4000,15000,1014753,B000150,2007G500,0.0,0.0,0.4,0.5,0.4,0.5
1174,4000,15000,1014753,B000150,2011G500,0.0,0.0,0.4,0.5,0.4,0.4
1175,4000,15000,1014753,B000150,2014G500,0.0,0.0,0.4,0.4,0.3,0.3
1176,4000,15000,1014754,MW00000,2004G500,0.01533,35.6,20.4,23.0,8.3,30.6
1177,4000,15000,1014754,MW00000,2007G500,0.01407,36.2,21.8,23.6,8.1,31.0
1178,4000,15000,1014754,MW00000,2011G500,0.01331,36.4,21.0,24.6,7.9,32.0
1179,4000,15000,1014754,MW00000,2014G500,0.00176,35.9,22.3,24.9,8.0,31.6
1180,4000,15000,1014754,B000150,2004G500,0.0,0.0,0.5,0.6,0.5,0.5
1181,4000,15000,1014754,B000150,2007G500,0.0,0.0,0.5,0.6,0.5,0.5
1182,4000,15000,1014754,B000150,2011G500,0.0,0.0,0.4,0.5,0.4,0.4
1183,4000,15000,1014754,B000150,2014G500,0.0,0.0,0.4,0.4,0.3,0.3
1184,4000,15000,1014755,MW00000,2004G500,0.01159,35.4,23.9,25.0,9.6,30.0
1185,4000,15000,1014755,MW00000,2007G500,0.00982,36.5,23.5,26.5,10.2,32.2
1186,4000,15000,1014755,MW00000,2011G500,0.00881,37.1,24.1,26.7,9.8,32.4
1187,4000,15000,1014755,MW00000,2014G500,0.00138,36.4,24.3,27.5,9.0,32.7
1188,4000,15000,1014755,B000150,2004G500,0.0,0.0,0.5,0.6,0.6,0.5
1189,4000,15000,1014755,B000150,2007G500,0.0,0.0,0.6,0.6,0.6,0.5
1190,4000,15000,1014755,B000150,2011G500,0.0,0.0,0.5,0.6,0.5,0.5
1191,4000,15000,1014755,B000150,2014G500,0.0,0.0,0.5,0.5,0.4,0.3
1192,4000,15000,1014756,MW00000,2004G500,0.00982,36.3,25.0,27.1,10.4,33.2
1193,4000,15000,1014756,MW00000,2007G500,0.0086,36.5,26.4,27.8,10.6,32.9
1194,4000,15000,1014756,MW00000,2011G500,0.00755,36.6,26.1,28.1,10.6,33.2
1195,4000,15000,1014756,MW00000,2014G500,0.00083,36.6,27.5,28.9,10.9,33.8
1196,4000,15000,1014756,B000150,2004G500,0.0,0.0,0.8,0.6,0.9,0.4
1197,4000,15000,1014756,B000150,2007G500,0.0,0.0,0.6,0.6,0.5,0.5
1198,4000,15000,1014756,B000150,2011G500,0.0,0.0,0.5,0.6,0.5,0.4
1199,4000,15000,1014756,B000150,2014G500,0.0,0.0,0.5,0.5,0.4,0.3
1200,4000,15500,1014752,MW00000,2004G500,0.03332,26.8,13.1,14.7,5.9,20.8
1201,4000,15500,1014752,MW00000,2007G500,0.03545,26.5,12.5,14.8,5.6,21.1
1202,4000,15500,1014752,MW00000,2011G500,0.03557,26.3,12.6,15.0,5.2,20.9
1203,4000,15500,1014752,MW00000,2014G500,0.0071,27.1,13.5,15.1,5.1,20.5
1204,4000,15500,1014752,B000150,2004G500,0.0,0.0,0.4,0.5,0.4,0.4
1205,4000,15500,1014752,B000150,2007G500,0.0,0.0,0.4,0.4,0.4,0.4
1206,4000,15500,1014752,B000150,2011G500,0.0,0.0,0.4,0.6,0.4,0.5
1207,4000,15500,1014752,B000150,2014G500,0.0,0.0,0.6,0.6,0.4,0.5
1208,4000,15500,1014753,MW00000,2004G500,0.02307,30.9,15.7,17.0,5.9,26.0
1209,4000,15500,1014753,MW00000,2007G500,0.02601,31.0,16.2,18.8,5.7,25.7
1210,4000,15500,1014753,MW00000,2011G500,0.02604,31.0,15.1,18.4,5.2,25.3
1211,4000,15500,1014753,MW00000,2014G500,0.00373,30.4,15.1,16.8,4.7,24.7
1212,4000,15500,1014753,B000150,2004G500,0.0,0.0,0.4,0.5,0.4,0.4
1213,4000,15500,1014753,B000150,2007G500,0.0,0.0,0.4,0.5,0.4,0.4
1214,4000,15500,1014753,B000150,2011G500,0.0,0.0,0.4,0.4,0.3,0.4
1215,4000,15500,1014753,B000150,2014G500,0.0,0.0,0.4,0.4,0.3,0.3
1216,4000,15500,1014754,MW00000,2004G500,0.02095,31.1,17.1,19.6,6.6,26.7
1217,4000,15500,1014754,MW00000,2007G500,0.02175,31.6,18.8,20.0,6.1,27.0
1218,4000,15500,1014754,MW00000,2011G500,0.02083,31.8,17.9,21.0,6.3,28.2
1219,4000,15500,1014754,MW00000,2014G500,0.00298,31.2,18.9,21.2,6.3,27.5
1220,4000,15500,1014754,B000150,2004G500,0.0,0.0,0.5,0.6,0.4,0.5
1221,4000,15500,1014754,B000150,2007G500,0.0,0.0,0.5,0.6,0.4,0.5
1222,4000,15500,1014754,B000150,2011G500,0.0,0.0,0.4,0.5,0.4,0.4
1223,4000,15500,1014754,B000150,2014G500,0.0,0.0,0.4,0.4,0.3,0.3
1224,4000,15500,1014755,MW00000,2004G500,0.01955,30.8,20.5,21.3,7.6,26.0
1225,4000,15500,1014755,MW00000,2007G500,0.01822,31.8,20.0,22.6,8.0,28.1
1226,4000,15500,1014755,MW00000,2011G500,0.01406,32.4,20.6,22.7,7.6,28.3
1227,4000,15500,1014755,MW00000,2014G500,0.00267,31.7,20.9,23.2,7.2,28.6
1228,4000,15500,1014755,B000150,2004G500,0.0,0.0,0.5,0.6,0.6,0.5
1229,4000,15500,1014755,B000150,2007G500,0.0,0.0,0.6,0.6,0.5,0.5
1230,4000,15500,1014755,B000150,2011G500,0.0,0.0,0.5,0.6,0.5,0.5
1231,4000,15500,1014755,B000150,2014G500,0.0,0.0,0.5,0.5,0.4,0.3
1232,4000,15500,1014756,MW00000,2004G500,0.01297,31.6,21.4,23.0,8.4,29.0
1233,4000,15500,1014756,MW00000,2007G500,0.01245,31.8,22.5,23.7,8.4,28.6
1234,4000,15500,1014756,MW00000,2011G500,0.01205,31.9,22.1,23.9,8.4,28.9
1235,4000,15500,1014756,MW00000,2014G500,0.0021,31.8,23.4,24.5,8.5,29.4
1236,4000,15500,1014756,B000150,2004G500,0.0,0.0,0.8,0.6,0.9,0.4
1237,4000,15500,1014756,B000150,2007G500,0.0,0.0,0.6,0.6,0.5,0.5
1238,4000,15500,1014756,B000150,2011G500,0.0,0.0,0.5,0.6,0.5,0.4
1239,4000,15500,1014756,B000150,2014G500,0.0,0.0,0.5,0.5,0.4,0.3
1240,4000,16000,1014752,MW00000,2004G500,0.04778,22.6,10.8,11.9,4.6,17.8
1241,4000,16000,1014752,MW00000,2007G500,0.04284,22.4,10.7,11.8,4.5,18.0
1242,4000,16000,1014752,MW00000,2011G500,0.04678,22.2,10.5,12.0,4.1,18.2
1243,4000,16000,1014752,MW00000,2014G500,0.00998,23.1,11.7,12.2,4.0,17.9
1244,4000,16000,1014752,B000150,2004G500,0.0,0.0,0.4,0.4,0.4,0.4
1245,4000,16000,1014752,B000150,2007G500,0.0,0.0,0.4,0.4,0.3,0.4
1246,4000,16000,1014752,B000150,2011G500,0.0,0.0,0.4,0.5,0.4,0.5
1247,4000,16000,1014752,B000150,2014G500,0.0,0.0,0.5,0.5,0.4,0.4
1248,4000,16000,1014753,MW00000,2004G500,0.03417,26.6,12.9,13.9,4.5,22.1
1249,4000,16000,1014753,MW00000,2007G500,0.0331,26.8,13.5,15.4,4.3,22.1
1250,4000,16000,1014753,MW00000,2011G500,0.03537,26.7,13.2,15.4,4.5,21.9
1251,4000,16000,1014753,MW00000,2014G500,0.00699,26.0,13.0,13.9,3.7,21.2
1252,4000,16000,1014753,B000150,2004G500,0.0,0.0,0.4,0.4,0.3,0.4
1253,4000,16000,1014753,B000150,2007G500,0.0,0.0,0.4,0.5,0.3,0.4
1254,4000,16000,1014753,B000150,2011G500,0.0,0.0,0.3,0.4,0.3,0.4
1255,4000,16000,1014753,B000150,2014G500,0.0,0.0,0.3,0.3,0.2,0.3
1256,4000,16000,1014754,MW00000,2004G500,0.03153,26.8,14.0,16.1,4.9,22.8
1257,4000,16000,1014754,MW00000,2007G500,0.02981,27.3,15.6,16.4,4.4,23.2
1258,4000,16000,1014754,MW00000,2011G500,0.02797,27.4,14.7,17.5,4.9,24.3
1259,4000,16000,1014754,MW00000,2014G500,0.00475,26.8,16.1,17.4,4.9,23.9
1260,4000,16000,1014754,B000150,2004G500,0.0,0.0,0.5,0.6,0.4,0.5
1261,4000,16000,1014754,B000150,2007G500,0.0,0.0,0.5,0.6,0.4,0.5
1262,4000,16000,1014754,B000150,2011G500,0.0,0.0,0.4,0.5,0.3,0.3
1263,4000,16000,1014754,B000150,2014G500,0.0,0.0,0.4,0.4,0.3,0.3
1264,4000,16000,1014755,MW00000,2004G500,0.02988,26.4,17.4,17.5,5.8,22.1
1265,4000,16000,1014755,MW00000,2007G500,0.02296,27.4,16.6,18.8,6.4,24.0
1266,4000,16000,1014755,MW00000,2011G500,0.0237,27.8,17.2,18.8,6.0,24.3
1267,4000,16000,1014755,MW00000,2014G500,0.0035,27.1,17.5,19.3,5.5,24.7
1268,4000,16000,1014755,B000150,2004G500,0.0,0.0,0.6,0.6,0.6,0.5
1269,4000,16000,1014755,B000150,2007G500,0.0,0.0,0.6,0.6,0.5,0.5
1270,4000,16000,1014755,B000150,2011G500,0.0,0.0,0.5,0.6,0.5,0.4
1271,4000,16000,1014755,B000150,2014G500,0.0,0.0,0.5,0.5,0.4,0.3
1272,4000,16000,1014756,MW00000,2004G500,0.02323,27.0,17.6,18.7,6.4,24.7
1273,4000,16000,1014756,MW00000,2007G500,0.02012,27.2,18.6,19.5,6.4,24.3
1274,4000,16000,1014756,MW00000,2011G500,0.01832,27.2,18.4,19.8,6.4,24.7
1275,4000,16000,1014756,MW00000,2014G500,0.00295,27.2,19.6,20.2,6.3,25.2
1276,4000,16000,1014756,B000150,2004G500,0.0,0.0,0.8,0.6,0.9,0.4
1277,4000,16000,1014756,B000150,2007G500,0.0,0.0,0.6,0.6,0.5,0.5
1278,4000,16000,1014756,B000150,2011G500,0.0,0.0,0.5,0.6,0.5,0.4
