ID,Aardoliegrondstoffen,Perioden,Beginvoorraad_1,Winning_2,RechtstreekseInvoer_3,EntrepotuitslagNaarHetBinnenland_4,RechstreekseUitvoer_5,EntrepotopslagHerkomstNederland_6,Verwerking_7,StatistischVerschil_8,Eindvoorraad_9,Beginvoorraad_10,EntrepotopslagHerkomstBuitenland_11,EntrepotopslagHerkomstNederland_12,Entrepotuitvoer_13,EntrepotuitslagNaarHetBinnenland_14,VerbruikVoorBlending_15,StatistischVerschil_16,Eindvoorraad_17
529,c,2000KW02,203024.0,187777.0,925155.0,293198.0,0.0,0.0,1396311.0,0.0,212843.0,0.0,320629.0,0.0,27431.0,293198.0,0.0,0.0,0.0
530,c,2000HJ01,173718.0,477788.0,2081827.0,725266.0,0.0,0.0,3245756.0,0.0,212843.0,0.0,752697.0,0.0,27431.0,725266.0,0.0,0.0,0.0
531,c,2000MM07,212843.0,60702.0,443009.0,46088.0,0.0,0.0,566277.0,0.0,196365.0,0.0,46088.0,0.0,0.0,46088.0,0.0,0.0,0.0
532,c,2000MM08,196365.0,49284.0,329651.0,156427.0,0.0,0.0,532177.0,0.0,199550.0,0.0,156427.0,0.0,0.0,156427.0,0.0,0.0,0.0
533,c,2000MM09,199550.0,48485.0,357525.0,79854.0,0.0,0.0,522289.0,0.0,163125.0,0.0,79854.0,0.0,0.0,79854.0,0.0,0.0,0.0
534,c,2000KW03,212843.0,158471.0,1130185.0,282369.0,0.0,0.0,1620743.0,0.0,163125.0,0.0,282369.0,0.0,0.0,282369.0,0.0,0.0,0.0
535,c,2000MM10,163125.0,69903.0,333954.0,248701.0,0.0,0.0,572655.0,0.0,243028.0,0.0,248701.0,0.0,0.0,248701.0,0.0,0.0,0.0
536,c,2000MM11,243028.0,96617.0,312772.0,166111.0,0.0,0.0,527027.0,0.0,291501.0,0.0,166111.0,0.0,0.0,166111.0,0.0,0.0,0.0
537,c,2000MM12,291501.0,104536.0,421257.0,183460.0,0.0,0.0,743958.0,0.0,256796.0,0.0,183460.0,0.0,0.0,183460.0,0.0,0.0,0.0
538,c,2000KW04,163125.0,271056.0,1067983.0,598272.0,0.0,0.0,1843640.0,0.0,256796.0,0.0,598272.0,0.0,0.0,598272.0,0.0,0.0,0.0
539,c,2000HJ02,212843.0,429527.0,2198168.0,880641.0,0.0,0.0,3464383.0,0.0,256796.0,0.0,880641.0,0.0,0.0,880641.0,0.0,0.0,0.0
540,c,2000JJ00,173718.0,907315.0,4279995.0,1605907.0,0.0,0.0,6710139.0,0.0,256796.0,0.0,1633338.0,0.0,27431.0,1605907.0,0.0,0.0,0.0
541,c,2001MM01,256796.0,104094.0,295187.0,181921.0,0.0,0.0,593203.0,0.0,244795.0,0.0,181921.0,0.0,0.0,181921.0,0.0,0.0,0.0
542,c,2001MM02,244795.0,87386.0,378572.0,139077.0,0.0,0.0,564732.0,0.0,285098.0,0.0,139077.0,0.0,0.0,139077.0,0.0,0.0,0.0
543,c,2001MM03,285098.0,90000.0,438976.0,48773.0,0.0,0.0,635893.0,0.0,226954.0,0.0,48773.0,0.0,0.0,48773.0,0.0,0.0,0.0
544,c,2001KW01,256796.0,281480.0,1112735.0,369771.0,0.0,0.0,1793828.0,0.0,226954.0,0.0,369771.0,0.0,0.0,369771.0,0.0,0.0,0.0
545,c,2001MM04,226954.0,75000.0,365380.0,184589.0,0.0,0.0,587867.0,0.0,264056.0,0.0,184589.0,0.0,0.0,184589.0,0.0,0.0,0.0
546,c,2001MM05,264056.0,66958.0,354917.0,121288.0,0.0,0.0,589647.0,0.0,217572.0,0.0,121288.0,0.0,0.0,121288.0,0.0,0.0,0.0
547,c,2001MM06,217572.0,67265.0,481332.0,38911.0,0.0,0.0,560467.0,0.0,244613.0,0.0,38911.0,0.0,0.0,38911.0,0.0,0.0,0.0
548,c,2001KW02,226954.0,209223.0,1201629.0,344788.0,0.0,0.0,1737981.0,0.0,244613.0,0.0,344788.0,0.0,0.0,344788.0,0.0,0.0,0.0
549,c,2001HJ01,256796.0,490703.0,2314364.0,714559.0,0.0,0.0,3531809.0,0.0,244613.0,0.0,714559.0,0.0,0.0,714559.0,0.0,0.0,0.0
550,c,2001MM07,244613.0,70000.0,500227.0,170514.0,0.0,0.0,651143.0,0.0,334211.0,0.0,172883.0,0.0,0.0,170514.0,0.0,0.0,2369.0
551,c,2001MM08,334211.0,60000.0,578621.0,236890.0,0.0,0.0,807375.0,0.0,402347.0,2369.0,234521.0,0.0,0.0,236890.0,0.0,0.0,0.0
552,c,2001MM09,402347.0,55000.0,411589.0,136838.0,0.0,0.0,707444.0,0.0,298330.0,0.0,136838.0,0.0,0.0,136838.0,0.0,0.0,0.0
553,c,2001KW03,244613.0,185000.0,1490437.0,544242.0,0.0,0.0,2165962.0,0.0,298330.0,0.0,544242.0,0.0,0.0,544242.0,0.0,0.0,0.0
554,c,2001MM10,298330.0,55000.0,272777.0,174245.0,0.0,0.0,443061.0,0.0,357291.0,0.0,174245.0,0.0,0.0,174245.0,0.0,0.0,0.0
555,c,2001MM11,357291.0,70000.0,274637.0,189743.0,0.0,0.0,558046.0,0.0,333625.0,0.0,189743.0,0.0,0.0,189743.0,0.0,0.0,0.0
556,c,2001MM12,333625.0,92585.0,536835.0,44737.0,0.0,0.0,692648.0,0.0,315134.0,0.0,44737.0,0.0,0.0,44737.0,0.0,0.0,0.0
557,c,2001KW04,298330.0,217585.0,1084249.0,408725.0,0.0,0.0,1693755.0,0.0,315134.0,0.0,408725.0,0.0,0.0,408725.0,0.0,0.0,0.0
558,c,2001HJ02,244613.0,402585.0,2574686.0,952967.0,0.0,0.0,3859717.0,0.0,315134.0,0.0,952967.0,0.0,0.0,952967.0,0.0,0.0,0.0
559,c,2001JJ00,256796.0,893288.0,4889050.0,1667526.0,0.0,0.0,7391526.0,0.0,315134.0,0.0,1667526.0,0.0,0.0,1667526.0,0.0,0.0,0.0
560,c,2002MM01,315134.0,86036.0,492361.0,166414.0,0.0,0.0,764276.0,0.0,295669.0,0.0,166414.0,0.0,0.0,166414.0,0.0,0.0,0.0
561,c,2002MM02,295669.0,79768.0,704979.0,235017.0,0.0,0.0,908151.0,0.0,407282.0,0.0,235017.0,0.0,0.0,235017.0,0.0,0.0,0.0
562,c,2002MM03,407282.0,81881.0,570620.0,135722.0,0.0,0.0,790506.0,0.0,404999.0,0.0,135722.0,0.0,0.0,135722.0,0.0,0.0,0.0
563,c,2002KW01,315134.0,247685.0,1767960.0,537153.0,0.0,0.0,2462933.0,0.0,404999.0,0.0,537153.0,0.0,0.0,537153.0,0.0,0.0,0.0
564,c,2002MM04,404999.0,68053.0,577106.0,79797.0,0.0,0.0,637393.0,0.0,492562.0,0.0,79797.0,0.0,0.0,79797.0,0.0,0.0,0.0
565,c,2002MM05,492562.0,60116.0,543043.0,290685.0,0.0,0.0,893474.0,0.0,492932.0,0.0,330969.0,0.0,0.0,290685.0,0.0,0.0,40284.0
566,c,2002MM06,492932.0,62409.0,503089.0,86501.0,0.0,0.0,723207.0,0.0,421724.0,40284.0,106046.0,0.0,0.0,86501.0,0.0,0.0,59829.0
567,c,2002KW02,404999.0,190578.0,1623238.0,456983.0,0.0,0.0,2254074.0,0.0,421724.0,0.0,516812.0,0.0,0.0,456983.0,0.0,0.0,59829.0
568,c,2002HJ01,315134.0,438263.0,3391198.0,994136.0,0.0,0.0,4717007.0,0.0,421724.0,0.0,1053965.0,0.0,0.0,994136.0,0.0,0.0,59829.0
569,c,2002MM07,421724.0,63000.0,538016.0,164253.0,0.0,0.0,849283.0,0.0,337710.0,59829.0,133041.0,0.0,0.0,164253.0,0.0,0.0,28617.0
570,c,2002MM08,337710.0,51183.0,573398.0,103986.0,0.0,0.0,696044.0,0.0,370233.0,28617.0,77749.0,0.0,0.0,103986.0,0.0,0.0,2380.0
571,c,2002MM09,370233.0,63335.0,425088.0,0.0,0.0,0.0,655714.0,0.0,202942.0,2380.0,0.0,0.0,0.0,0.0,0.0,0.0,2380.0
572,c,2002KW03,421724.0,177518.0,1536502.0,268239.0,0.0,0.0,2201041.0,0.0,202942.0,59829.0,210790.0,0.0,0.0,268239.0,0.0,0.0,2380.0
573,c,2002MM10,202942.0,63000.0,488792.0,167183.0,0.0,0.0,623229.0,0.0,298688.0,2380.0,194421.0,0.0,0.0,167183.0,0.0,0.0,29618.0
574,c,2002MM11,298688.0,84132.0,536272.0,162802.0,0.0,0.0,808083.0,0.0,273811.0,29618.0,162586.0,0.0,0.0,162802.0,0.0,0.0,29402.0
575,c,2002MM12,273811.0,79052.0,625570.0,228132.0,0.0,0.0,860389.0,0.0,346176.0,29402.0,199017.0,0.0,0.0,228132.0,0.0,0.0,287.0
576,c,2002KW04,202942.0,226184.0,1650634.0,558117.0,0.0,0.0,2291701.0,0.0,346176.0,2380.0,556024.0,0.0,0.0,558117.0,0.0,0.0,287.0
577,c,2002HJ02,421724.0,403702.0,3187136.0,826356.0,0.0,0.0,4492742.0,0.0,346176.0,59829.0,766814.0,0.0,0.0,826356.0,0.0,0.0,287.0
578,c,2002JJ00,315134.0,841965.0,6578334.0,1820492.0,0.0,0.0,9209749.0,0.0,346176.0,0.0,1820779.0,0.0,0.0,1820492.0,0.0,0.0,287.0
579,c,2003MM01,346176.0,89525.0,566009.0,157156.0,0.0,0.0,821870.0,0.0,336996.0,287.0,156869.0,0.0,0.0,157156.0,0.0,0.0,0.0
580,c,2003MM02,336996.0,76219.0,582142.0,99599.0,0.0,0.0,703286.0,0.0,391670.0,0.0,99599.0,0.0,0.0,99599.0,0.0,0.0,0.0
581,c,2003MM03,391670.0,75898.0,548757.0,191166.0,0.0,0.0,727514.0,0.0,479977.0,0.0,257752.0,0.0,0.0,191166.0,0.0,0.0,66586.0
582,c,2003KW01,346176.0,241642.0,1696908.0,447921.0,0.0,0.0,2252670.0,0.0,479977.0,287.0,514220.0,0.0,0.0,447921.0,0.0,0.0,66586.0
583,c,2003MM04,479977.0,65385.0,549378.0,159349.0,0.0,0.0,632536.0,0.0,621553.0,66586.0,159449.0,0.0,0.0,159349.0,0.0,0.0,66686.0
584,c,2003MM05,621553.0,37616.0,432015.0,32622.0,0.0,0.0,787136.0,0.0,336670.0,66686.0,35173.0,0.0,0.0,32622.0,0.0,0.0,69237.0
585,c,2003MM06,336670.0,35756.0,502274.0,157639.0,0.0,0.0,763763.0,0.0,268576.0,69237.0,90688.0,0.0,0.0,157639.0,0.0,0.0,2286.0
586,c,2003KW02,479977.0,138757.0,1483667.0,349610.0,0.0,0.0,2183435.0,0.0,268576.0,66586.0,285310.0,0.0,0.0,349610.0,0.0,0.0,2286.0
587,c,2003HJ01,346176.0,380399.0,3180575.0,797531.0,0.0,0.0,4436105.0,0.0,268576.0,287.0,799530.0,0.0,0.0,797531.0,0.0,0.0,2286.0
588,c,2003MM07,268576.0,41949.0,556046.0,241759.0,0.0,0.0,796457.0,0.0,311873.0,2286.0,241761.0,0.0,0.0,241759.0,0.0,0.0,2288.0
589,c,2003MM08,311873.0,43797.0,663390.0,214504.0,981.0,0.0,894357.0,0.0,338226.0,2288.0,214504.0,0.0,0.0,214504.0,0.0,0.0,2288.0
590,c,2003MM09,338226.0,59620.0,529386.0,289358.0,271.0,0.0,785725.0,0.0,430594.0,2288.0,288873.0,0.0,0.0,289358.0,0.0,0.0,1803.0
591,c,2003KW03,268576.0,145366.0,1748822.0,745621.0,1252.0,0.0,2476539.0,0.0,430594.0,2286.0,745138.0,0.0,0.0,745621.0,0.0,0.0,1803.0
592,c,2003MM10,430594.0,60000.0,599118.0,145859.0,251.0,0.0,816350.0,0.0,418970.0,1803.0,145859.0,0.0,0.0,145859.0,0.0,0.0,1803.0
593,c,2003MM11,418970.0,75000.0,580003.0,217106.0,26.0,0.0,804274.0,0.0,486779.0,1803.0,218512.0,0.0,0.0,217106.0,0.0,0.0,3209.0
594,c,2003MM12,486779.0,111462.0,528414.0,243132.0,0.0,0.0,913279.0,0.0,456508.0,3209.0,251557.0,0.0,8425.0,243132.0,0.0,0.0,3209.0
595,c,2003KW04,430594.0,246462.0,1707535.0,606097.0,277.0,0.0,2533903.0,0.0,456508.0,1803.0,615928.0,0.0,8425.0,606097.0,0.0,0.0,3209.0
596,c,2003HJ02,268576.0,391828.0,3456357.0,1351718.0,1529.0,0.0,5010442.0,0.0,456508.0,2286.0,1361066.0,0.0,8425.0,1351718.0,0.0,0.0,3209.0
597,c,2003JJ00,346176.0,772227.0,6636932.0,2149249.0,1529.0,0.0,9446547.0,0.0,456508.0,287.0,2160596.0,0.0,8425.0,2149249.0,0.0,0.0,3209.0
598,c,2004MM01,456508.0,89174.0,520168.0,193531.0,0.0,0.0,813287.0,0.0,446094.0,3209.0,290555.0,0.0,73495.0,193531.0,0.0,0.0,26738.0
599,c,2004MM02,446094.0,82018.0,464975.0,99089.0,0.0,0.0,755054.0,0.0,337122.0,26738.0,98144.0,0.0,3695.0,99089.0,0.0,0.0,22098.0
600,c,2004MM03,337122.0,87000.0,508822.0,184693.0,2383.0,0.0,775706.0,0.0,339548.0,22098.0,210801.0,0.0,0.0,184693.0,0.0,0.0,48206.0
601,c,2004KW01,456508.0,258192.0,1493965.0,477313.0,2383.0,0.0,2344047.0,0.0,339548.0,3209.0,599500.0,0.0,77190.0,477313.0,0.0,0.0,48206.0
602,c,2004MM04,339548.0,70000.0,436736.0,249010.0,4585.0,0.0,703326.0,0.0,387383.0,48206.0,252223.0,0.0,51419.0,249010.0,0.0,0.0,0.0
603,c,2004MM05,387383.0,57000.0,552287.0,185809.0,4391.0,0.0,809518.0,0.0,368570.0,0.0,199898.0,0.0,14089.0,185809.0,0.0,0.0,0.0
604,c,2004MM06,368570.0,54000.0,531697.0,169655.0,4404.0,0.0,748782.0,0.0,370736.0,0.0,256480.0,0.0,86825.0,169655.0,0.0,0.0,0.0
605,c,2004KW02,339548.0,181000.0,1520720.0,604474.0,13380.0,0.0,2261626.0,0.0,370736.0,48206.0,708601.0,0.0,152333.0,604474.0,0.0,0.0,0.0
606,c,2004HJ01,456508.0,439192.0,3014685.0,1081787.0,15763.0,0.0,4605673.0,0.0,370736.0,3209.0,1308101.0,0.0,229523.0,1081787.0,0.0,0.0,0.0
607,c,2004MM07,370736.0,60332.0,555119.0,234959.0,356.0,0.0,838509.0,0.0,382281.0,0.0,234959.0,0.0,0.0,234959.0,0.0,0.0,0.0
608,c,2004MM08,382281.0,61099.0,561024.0,138469.0,2236.0,0.0,859933.0,0.0,280704.0,0.0,216539.0,0.0,78070.0,138469.0,0.0,0.0,0.0
609,c,2004MM09,280704.0,61500.0,521158.0,144700.0,3923.0,0.0,785291.0,0.0,218848.0,0.0,151996.0,0.0,1649.0,144700.0,0.0,0.0,5647.0
610,c,2004KW03,370736.0,182931.0,1637301.0,518128.0,6515.0,0.0,2483733.0,0.0,218848.0,0.0,603494.0,0.0,79719.0,518128.0,0.0,0.0,5647.0
611,c,2004MM10,218848.0,63850.0,454465.0,243037.0,0.0,0.0,734366.0,0.0,245834.0,5647.0,321382.0,0.0,0.0,243037.0,0.0,0.0,83992.0
612,c,2004MM11,245834.0,50000.0,325294.0,174780.0,5890.0,0.0,562371.0,0.0,227647.0,83992.0,174780.0,0.0,64277.0,174780.0,0.0,0.0,19715.0
613,c,2004MM12,227647.0,48869.0,687672.0,170713.0,0.0,0.0,862974.0,0.0,271927.0,19715.0,170713.0,0.0,19715.0,170713.0,0.0,0.0,0.0
614,c,2004KW04,218848.0,162719.0,1467431.0,588530.0,5890.0,0.0,2159711.0,0.0,271927.0,5647.0,666875.0,0.0,83992.0,588530.0,0.0,0.0,0.0
615,c,2004HJ02,370736.0,345650.0,3104732.0,1106658.0,12405.0,0.0,4643444.0,0.0,271927.0,0.0,1270369.0,0.0,163711.0,1106658.0,0.0,0.0,0.0
616,c,2004JJ00,456508.0,784842.0,6119417.0,2188445.0,28168.0,0.0,9249117.0,0.0,271927.0,3209.0,2578470.0,0.0,393234.0,2188445.0,0.0,0.0,0.0
617,c,2005MM01,271927.0,87038.0,562445.0,221356.0,7532.0,0.0,859895.0,0.0,275339.0,0.0,302605.0,0.0,27346.0,221356.0,0.0,0.0,53903.0
618,c,2005MM02,275339.0,77523.0,563543.0,74720.0,6064.0,0.0,791802.0,0.0,193259.0,53903.0,164966.0,0.0,85685.0,74720.0,0.0,0.0,58464.0
619,c,2005MM03,193259.0,77107.0,545565.0,305880.0,8814.0,0.0,751138.0,0.0,361859.0,58464.0,305934.0,0.0,668.0,305880.0,0.0,0.0,57850.0
620,c,2005KW01,271927.0,241668.0,1671553.0,601956.0,22410.0,0.0,2402835.0,0.0,361859.0,0.0,773505.0,0.0,113699.0,601956.0,0.0,0.0,57850.0
621,c,2005MM04,361859.0,68359.0,545941.0,217492.0,4555.0,0.0,780481.0,0.0,408615.0,57850.0,265558.0,0.0,58957.0,217492.0,0.0,0.0,46959.0
622,c,2005MM05,408615.0,65155.0,640755.0,72527.0,4752.0,0.0,908982.0,0.0,273318.0,46959.0,137390.0,0.0,65199.0,72527.0,0.0,0.0,46623.0
623,c,2005MM06,273318.0,42718.0,754065.0,80631.0,5113.0,0.0,748272.0,0.0,397347.0,46623.0,80631.0,0.0,9111.0,80631.0,0.0,0.0,37512.0
624,c,2005KW02,361859.0,176232.0,1940761.0,370650.0,14420.0,0.0,2437735.0,0.0,397347.0,57850.0,483579.0,0.0,133267.0,370650.0,0.0,0.0,37512.0
625,c,2005HJ01,271927.0,417900.0,3612314.0,972606.0,36830.0,0.0,4840570.0,0.0,397347.0,0.0,1257084.0,0.0,246966.0,972606.0,0.0,0.0,37512.0
626,c,2005MM07,397347.0,63957.0,733369.0,55659.0,7613.0,0.0,796361.0,0.0,446358.0,37512.0,56612.0,0.0,10060.0,55659.0,0.0,0.0,28405.0
627,c,2005MM08,446358.0,61457.0,569575.0,98487.0,5536.0,0.0,613232.0,0.0,557109.0,28405.0,130434.0,0.0,28486.0,98487.0,0.0,0.0,31866.0
628,c,2005MM09,557109.0,59924.0,554889.0,83295.0,8426.0,0.0,737430.0,0.0,509361.0,31866.0,84057.0,0.0,32628.0,83295.0,0.0,0.0,0.0
629,c,2005KW03,397347.0,185338.0,1857833.0,237441.0,21575.0,0.0,2147023.0,0.0,509361.0,37512.0,271103.0,0.0,71174.0,237441.0,0.0,0.0,0.0
630,c,2005MM10,509361.0,55924.0,559941.0,127137.0,3886.0,0.0,989329.0,0.0,259148.0,0.0,127137.0,0.0,0.0,127137.0,0.0,0.0,0.0
631,c,2005MM11,259148.0,59240.0,736187.0,247478.0,7943.0,0.0,1002126.0,0.0,291984.0,0.0,339568.0,0.0,59583.0,247478.0,0.0,0.0,32507.0
632,c,2005MM12,291984.0,58491.0,837081.0,234306.0,5264.0,0.0,1100197.0,0.0,316401.0,32507.0,234306.0,0.0,32507.0,234306.0,0.0,0.0,0.0
633,c,2005KW04,509361.0,173655.0,2133209.0,608921.0,17093.0,0.0,3091652.0,0.0,316401.0,0.0,701011.0,0.0,92090.0,608921.0,0.0,0.0,0.0
634,c,2005HJ02,397347.0,358993.0,3991042.0,846362.0,38668.0,0.0,5238675.0,0.0,316401.0,37512.0,972114.0,0.0,163264.0,846362.0,0.0,0.0,0.0
635,c,2005JJ00,271927.0,776893.0,7603356.0,1818968.0,75498.0,0.0,10079245.0,0.0,316401.0,0.0,2229198.0,0.0,410230.0,1818968.0,0.0,0.0,0.0
636,c,2006MM01,316401.0,81521.0,916797.0,303007.0,7672.0,0.0,1055878.0,0.0,554176.0,0.0,406302.0,0.0,32456.0,303007.0,0.0,0.0,70839.0
637,c,2006MM02,554176.0,70000.0,620531.0,181789.0,0.0,0.0,996709.0,0.0,429787.0,70839.0,224777.0,0.0,58937.0,181789.0,0.0,0.0,54890.0
638,c,2006MM03,429787.0,69106.0,813096.0,337133.0,1835.0,0.0,1183382.0,0.0,463905.0,54890.0,376405.0,0.0,64799.0,337133.0,0.0,0.0,29363.0
639,c,2006KW01,316401.0,220627.0,2350424.0,821929.0,9507.0,0.0,3235969.0,0.0,463905.0,0.0,1007484.0,0.0,156192.0,821929.0,0.0,0.0,29363.0
640,c,2006MM04,463905.0,60309.0,640230.0,216238.0,0.0,0.0,1001790.0,0.0,378892.0,29363.0,216238.0,0.0,29363.0,216238.0,0.0,0.0,0.0
641,c,2006MM05,378892.0,55070.0,772786.0,235832.0,0.0,0.0,1009950.0,0.0,432630.0,0.0,315331.0,0.0,0.0,235832.0,0.0,0.0,79499.0
642,c,2006MM06,432630.0,48561.0,541852.0,227072.0,2567.0,0.0,930080.0,0.0,317468.0,79499.0,227072.0,0.0,37286.0,227072.0,0.0,0.0,42213.0
643,c,2006KW02,463905.0,163940.0,1954868.0,679142.0,2567.0,0.0,2941820.0,0.0,317468.0,29363.0,758641.0,0.0,66649.0,679142.0,0.0,0.0,42213.0
644,c,2006HJ01,316401.0,384567.0,4305292.0,1501071.0,12074.0,0.0,6177789.0,0.0,317468.0,0.0,1766125.0,0.0,222841.0,1501071.0,0.0,0.0,42213.0
645,c,2006MM07,317468.0,49070.0,711904.0,311955.0,6986.0,0.0,1038208.0,0.0,345203.0,42213.0,311955.0,0.0,42213.0,311955.0,0.0,0.0,0.0
646,c,2006MM08,345203.0,49290.0,706339.0,228948.0,0.0,0.0,987584.0,0.0,342196.0,0.0,288368.0,0.0,12559.0,228948.0,0.0,0.0,46861.0
647,c,2006MM09,342196.0,43259.0,644732.0,214694.0,0.0,0.0,909639.0,0.0,335242.0,46861.0,214694.0,0.0,37485.0,214694.0,0.0,0.0,9376.0
648,c,2006KW03,317468.0,141619.0,2062975.0,755597.0,6986.0,0.0,2935431.0,0.0,335242.0,42213.0,815017.0,0.0,92257.0,755597.0,0.0,0.0,9376.0
649,c,2006MM10,335242.0,49259.0,722350.0,346413.0,1053.0,0.0,1090252.0,0.0,361959.0,9376.0,346413.0,0.0,9376.0,346413.0,0.0,0.0,0.0
650,c,2006MM11,361959.0,54419.0,695362.0,303886.0,0.0,0.0,1050343.0,0.0,365283.0,0.0,303886.0,0.0,0.0,303886.0,0.0,0.0,0.0
651,c,2006MM12,365283.0,44419.0,644770.0,155930.0,0.0,0.0,989580.0,0.0,220822.0,0.0,155930.0,0.0,0.0,155930.0,0.0,0.0,0.0
652,c,2006KW04,335242.0,148097.0,2062482.0,806229.0,1053.0,0.0,3130175.0,0.0,220822.0,9376.0,806229.0,0.0,9376.0,806229.0,0.0,0.0,0.0
653,c,2006HJ02,317468.0,289716.0,4125457.0,1561826.0,8039.0,0.0,6065606.0,0.0,220822.0,42213.0,1621246.0,0.0,101633.0,1561826.0,0.0,0.0,0.0
654,c,2006JJ00,316401.0,674283.0,8430749.0,3062897.0,20113.0,0.0,12243395.0,0.0,220822.0,0.0,3387371.0,0.0,324474.0,3062897.0,0.0,0.0,0.0
655,c,2007MM01,220822.0,52581.0,875373.0,281715.0,15663.0,0.0,1111732.0,0.0,303096.0,0.0,281715.0,0.0,0.0,281715.0,0.0,0.0,0.0
656,c,2007MM02,303096.0,55945.0,429723.0,279788.0,24938.0,0.0,776790.0,0.0,266824.0,0.0,307020.0,0.0,7117.0,279788.0,0.0,0.0,20115.0
657,c,2007MM03,266824.0,61555.0,580913.0,183637.0,9187.0,0.0,809751.0,0.0,273991.0,20115.0,210869.0,0.0,34436.0,183637.0,0.0,0.0,12911.0
658,c,2007KW01,220822.0,170081.0,1886009.0,745140.0,49788.0,0.0,2698273.0,0.0,273991.0,0.0,799604.0,0.0,41553.0,745140.0,0.0,0.0,12911.0
659,c,2007MM04,273991.0,60285.0,482231.0,263006.0,0.0,0.0,829128.0,0.0,250385.0,12911.0,290543.0,0.0,12048.0,263006.0,0.0,0.0,28400.0
660,c,2007MM05,250385.0,31369.0,439836.0,199829.0,0.0,0.0,633412.0,0.0,288007.0,28400.0,227943.0,0.0,15137.0,199829.0,0.0,0.0,41377.0
661,c,2007MM06,288007.0,34977.0,589295.0,162542.0,0.0,0.0,714965.0,0.0,359856.0,41377.0,162542.0,0.0,10804.0,162542.0,0.0,0.0,30573.0
662,c,2007KW02,273991.0,126631.0,1511362.0,625377.0,0.0,0.0,2177505.0,0.0,359856.0,12911.0,681028.0,0.0,37989.0,625377.0,0.0,0.0,30573.0
663,c,2007HJ01,220822.0,296712.0,3397371.0,1370517.0,49788.0,0.0,4875778.0,0.0,359856.0,0.0,1480632.0,0.0,79542.0,1370517.0,0.0,0.0,30573.0
664,c,2007MM07,359856.0,43369.0,481456.0,255254.0,0.0,0.0,852575.0,0.0,287360.0,30573.0,281791.0,0.0,48278.0,255254.0,0.0,0.0,8832.0
665,c,2007MM08,287360.0,31057.0,659886.0,267558.0,0.0,0.0,954610.0,0.0,291251.0,8832.0,305704.0,0.0,418.0,267558.0,0.0,0.0,46560.0
666,c,2007MM09,291251.0,32218.0,650955.0,258125.0,0.0,0.0,902156.0,0.0,330393.0,46560.0,285840.0,0.0,35816.0,258125.0,0.0,0.0,38459.0
667,c,2007KW03,359856.0,106644.0,1792297.0,780937.0,0.0,0.0,2709341.0,0.0,330393.0,30573.0,873335.0,0.0,84512.0,780937.0,0.0,0.0,38459.0
668,c,2007MM10,330393.0,34520.0,573902.0,265833.0,0.0,0.0,839190.0,0.0,365458.0,38459.0,265833.0,0.0,35715.0,265833.0,0.0,0.0,2744.0
669,c,2007MM11,365458.0,38570.0,497968.0,305474.0,0.0,0.0,834000.0,0.0,373470.0,2744.0,342340.0,0.0,12366.0,305474.0,0.0,0.0,27244.0
670,c,2007MM12,373470.0,31478.0,513479.0,291014.0,0.0,0.0,810305.0,0.0,399136.0,27244.0,291014.0,0.0,16823.0,291014.0,0.0,0.0,10421.0
671,c,2007KW04,330393.0,104568.0,1585349.0,862321.0,0.0,0.0,2483495.0,0.0,399136.0,38459.0,899187.0,0.0,64904.0,862321.0,0.0,0.0,10421.0
672,c,2007HJ02,359856.0,211212.0,3377646.0,1643258.0,0.0,0.0,5192836.0,0.0,399136.0,30573.0,1772522.0,0.0,149416.0,1643258.0,0.0,0.0,10421.0
673,c,2007JJ00,220822.0,507924.0,6775017.0,3013775.0,49788.0,0.0,10068614.0,0.0,399136.0,0.0,3253154.0,0.0,228958.0,3013775.0,0.0,0.0,10421.0
674,c,2008MM01,399136.0,47224.0,617650.0,196774.0,0.0,0.0,1046391.0,0.0,214393.0,10421.0,196774.0,0.0,9985.0,196774.0,0.0,0.0,436.0
675,c,2008MM02,214393.0,45000.0,475524.0,193943.0,0.0,0.0,805842.0,0.0,123018.0,436.0,193943.0,0.0,436.0,193943.0,0.0,0.0,0.0
676,c,2008MM03,123018.0,47717.0,522924.0,246397.0,0.0,0.0,810191.0,0.0,129865.0,0.0,309025.0,0.0,25664.0,246397.0,0.0,0.0,36964.0
677,c,2008KW01,399136.0,139941.0,1616098.0,637114.0,0.0,0.0,2662424.0,0.0,129865.0,10421.0,699742.0,0.0,36085.0,637114.0,0.0,0.0,36964.0
678,c,2008MM04,129865.0,28980.0,627751.0,275199.0,0.0,0.0,922910.0,0.0,138885.0,36964.0,327256.0,0.0,48378.0,275199.0,0.0,0.0,40643.0
679,c,2008MM05,138885.0,34540.0,567140.0,170606.0,0.0,0.0,616436.0,0.0,294735.0,40643.0,220706.0,0.0,40660.0,170606.0,0.0,0.0,50083.0
680,c,2008MM06,294735.0,31647.0,455525.0,62066.0,0.0,0.0,536733.0,0.0,307240.0,50083.0,62066.0,0.0,3634.0,62066.0,0.0,0.0,46449.0
681,c,2008KW02,129865.0,95167.0,1650416.0,507871.0,0.0,0.0,2076079.0,0.0,307240.0,36964.0,610028.0,0.0,92672.0,507871.0,0.0,0.0,46449.0
