ID,Bronnen,Emissies,Perioden,EmissiesNederlandsGrondgebied_1
1325,A048112,A044107,2003JJ00,2.096
1326,A048112,A044107,2004JJ00,2.081
1327,A048112,A044107,2005JJ00,1.98
1328,A048112,A044107,2006JJ00,1.946
1329,A048112,A044107,2007JJ00,1.966
1330,A048112,A044107,2008JJ00,1.937
1331,A048112,A044107,2009JJ00,1.872
1332,A048112,A044107,2010JJ00,1.854
1333,A048112,A044107,2011JJ00,1.826
1334,A048112,A044107,2012JJ00,1.764
1335,A048112,A044107,2013JJ00,1.789
1336,A048112,A044107,2014JJ00,1.794
1337,A048112,A044107,2015JJ00,1.839
1338,A048112,A044107,2016JJ00,1.881
1339,A048112,A044107,2017JJ00,1.933
1340,A048112,A044107,2018JJ00,1.818
1341,A048112,A044107,2019JJ00,1.769
1342,A048112,A044107,2020JJ00,1.516
1343,A048112,A044107,2021JJ00,1.524
1344,A048112,A044118,1990JJ00,134.62
1345,A048112,A044118,1991JJ00,113.35
1346,A048112,A044118,1992JJ00,104.62
1347,A048112,A044118,1993JJ00,92.039
1348,A048112,A044118,1994JJ00,83.406
1349,A048112,A044118,1995JJ00,75.013
1350,A048112,A044118,1996JJ00,68.017
1351,A048112,A044118,1997JJ00,59.978
1352,A048112,A044118,1998JJ00,53.079
1353,A048112,A044118,1999JJ00,47.395
1354,A048112,A044118,2000JJ00,38.243
1355,A048112,A044118,2001JJ00,33.172
1356,A048112,A044118,2002JJ00,29.098
1357,A048112,A044118,2003JJ00,25.901
1358,A048112,A044118,2004JJ00,23.587
1359,A048112,A044118,2005JJ00,20.733
1360,A048112,A044118,2006JJ00,19.012
1361,A048112,A044118,2007JJ00,18.155
1362,A048112,A044118,2008JJ00,17.28
1363,A048112,A044118,2009JJ00,16.324
1364,A048112,A044118,2010JJ00,15.762
1365,A048112,A044118,2011JJ00,15.468
1366,A048112,A044118,2012JJ00,14.659
1367,A048112,A044118,2013JJ00,14.496
1368,A048112,A044118,2014JJ00,14.015
1369,A048112,A044118,2015JJ00,14.151
1370,A048112,A044118,2016JJ00,14.299
1371,A048112,A044118,2017JJ00,14.585
1372,A048112,A044118,2018JJ00,13.349
1373,A048112,A044118,2019JJ00,13.081
1374,A048112,A044118,2020JJ00,11.425
1375,A048112,A044118,2021JJ00,11.721
1376,A048112,A044112,1990JJ00,142.66
1377,A048112,A044112,1991JJ00,130.44
1378,A048112,A044112,1992JJ00,121.93
1379,A048112,A044112,1993JJ00,109.3
1380,A048112,A044112,1994JJ00,100.63
1381,A048112,A044112,1995JJ00,91.193
1382,A048112,A044112,1996JJ00,86.17
1383,A048112,A044112,1997JJ00,79.467
1384,A048112,A044112,1998JJ00,73.764
1385,A048112,A044112,1999JJ00,70.112
1386,A048112,A044112,2000JJ00,62.964
1387,A048112,A044112,2001JJ00,57.528
1388,A048112,A044112,2002JJ00,53.146
1389,A048112,A044112,2003JJ00,49.535
1390,A048112,A044112,2004JJ00,46.853
1391,A048112,A044112,2005JJ00,42.267
1392,A048112,A044112,2006JJ00,39.423
1393,A048112,A044112,2007JJ00,37.224
1394,A048112,A044112,2008JJ00,34.561
1395,A048112,A044112,2009JJ00,32.081
1396,A048112,A044112,2010JJ00,30.742
1397,A048112,A044112,2011JJ00,30.111
1398,A048112,A044112,2012JJ00,29.251
1399,A048112,A044112,2013JJ00,28.114
1400,A048112,A044112,2014JJ00,27.05
1401,A048112,A044112,2015JJ00,27.61
1402,A048112,A044112,2016JJ00,26.377
1403,A048112,A044112,2017JJ00,26.583
1404,A048112,A044112,2018JJ00,26.451
1405,A048112,A044112,2019JJ00,24.648
1406,A048112,A044112,2020JJ00,19.243
1407,A048112,A044112,2021JJ00,18.723
1408,A048112,A044110,1990JJ00,0.245
1409,A048112,A044110,1991JJ00,0.324
1410,A048112,A044110,1992JJ00,0.427
1411,A048112,A044110,1993JJ00,0.492
1412,A048112,A044110,1994JJ00,0.573
1413,A048112,A044110,1995JJ00,0.628
1414,A048112,A044110,1996JJ00,0.649
1415,A048112,A044110,1997JJ00,0.66
1416,A048112,A044110,1998JJ00,0.659
1417,A048112,A044110,1999JJ00,0.664
1418,A048112,A044110,2000JJ00,0.694
1419,A048112,A044110,2001JJ00,0.683
1420,A048112,A044110,2002JJ00,0.673
1421,A048112,A044110,2003JJ00,0.651
1422,A048112,A044110,2004JJ00,0.637
1423,A048112,A044110,2005JJ00,0.613
1424,A048112,A044110,2006JJ00,0.605
1425,A048112,A044110,2007JJ00,0.603
1426,A048112,A044110,2008JJ00,0.595
1427,A048112,A044110,2009JJ00,0.59
1428,A048112,A044110,2010JJ00,0.598
1429,A048112,A044110,2011JJ00,0.618
1430,A048112,A044110,2012JJ00,0.669
1431,A048112,A044110,2013JJ00,0.694
1432,A048112,A044110,2014JJ00,0.654
1433,A048112,A044110,2015JJ00,0.694
1434,A048112,A044110,2016JJ00,0.694
1435,A048112,A044110,2017JJ00,0.79
1436,A048112,A044110,2018JJ00,0.746
1437,A048112,A044110,2019JJ00,0.762
1438,A048112,A044110,2020JJ00,0.673
1439,A048112,A044110,2021JJ00,0.702
1440,A048112,A044114,1990JJ00,4.617
1441,A048112,A044114,1991JJ00,4.458
1442,A048112,A044114,1992JJ00,4.453
1443,A048112,A044114,1993JJ00,4.17
1444,A048112,A044114,1994JJ00,3.99
1445,A048112,A044114,1995JJ00,3.551
1446,A048112,A044114,1996JJ00,2.695
1447,A048112,A044114,1997JJ00,1.493
1448,A048112,A044114,1998JJ00,1.586
1449,A048112,A044114,1999JJ00,1.736
1450,A048112,A044114,2000JJ00,1.263
1451,A048112,A044114,2001JJ00,0.484
1452,A048112,A044114,2002JJ00,0.542
1453,A048112,A044114,2003JJ00,0.286
1454,A048112,A044114,2004JJ00,0.329
1455,A048112,A044114,2005JJ00,0.17
1456,A048112,A044114,2006JJ00,0.203
1457,A048112,A044114,2007JJ00,0.205
1458,A048112,A044114,2008JJ00,0.109
1459,A048112,A044114,2009JJ00,0.109
1460,A048112,A044114,2010JJ00,0.11
1461,A048112,A044114,2011JJ00,0.111
1462,A048112,A044114,2012JJ00,0.11
1463,A048112,A044114,2013JJ00,0.109
1464,A048112,A044114,2014JJ00,0.109
1465,A048112,A044114,2015JJ00,0.111
1466,A048112,A044114,2016JJ00,0.113
1467,A048112,A044114,2017JJ00,0.113
1468,A048112,A044114,2018JJ00,0.115
1469,A048112,A044114,2019JJ00,0.115
1470,A048112,A044114,2020JJ00,0.097
1471,A048112,A044114,2021JJ00,0.1
1472,A048112,A044113,1990JJ00,6.888
1473,A048112,A044113,1991JJ00,6.22
1474,A048112,A044113,1992JJ00,6.026
1475,A048112,A044113,1993JJ00,5.511
1476,A048112,A044113,1994JJ00,5.298
1477,A048112,A044113,1995JJ00,5.015
1478,A048112,A044113,1996JJ00,4.823
1479,A048112,A044113,1997JJ00,4.621
1480,A048112,A044113,1998JJ00,4.521
1481,A048112,A044113,1999JJ00,4.544
1482,A048112,A044113,2000JJ00,4.362
1483,A048112,A044113,2001JJ00,4.169
1484,A048112,A044113,2002JJ00,4.031
1485,A048112,A044113,2003JJ00,3.898
1486,A048112,A044113,2004JJ00,3.84
1487,A048112,A044113,2005JJ00,3.645
1488,A048112,A044113,2006JJ00,3.504
1489,A048112,A044113,2007JJ00,3.399
1490,A048112,A044113,2008JJ00,3.189
1491,A048112,A044113,2009JJ00,3.018
1492,A048112,A044113,2010JJ00,2.914
1493,A048112,A044113,2011JJ00,2.764
1494,A048112,A044113,2012JJ00,2.61
1495,A048112,A044113,2013JJ00,2.484
1496,A048112,A044113,2014JJ00,2.365
1497,A048112,A044113,2015JJ00,2.334
1498,A048112,A044113,2016JJ00,2.287
1499,A048112,A044113,2017JJ00,2.309
1500,A048112,A044113,2018JJ00,2.264
1501,A048112,A044113,2019JJ00,2.219
1502,A048112,A044113,2020JJ00,1.842
1503,A048112,A044113,2021JJ00,1.887
1504,A048112,A051771,1990JJ00,5.727
1505,A048112,A051771,1991JJ00,5.106
1506,A048112,A051771,1992JJ00,4.864
1507,A048112,A051771,1993JJ00,4.373
1508,A048112,A051771,1994JJ00,4.137
1509,A048112,A051771,1995JJ00,3.848
1510,A048112,A051771,1996JJ00,3.647
1511,A048112,A051771,1997JJ00,3.429
1512,A048112,A051771,1998JJ00,3.312
1513,A048112,A051771,1999JJ00,3.299
1514,A048112,A051771,2000JJ00,3.118
1515,A048112,A051771,2001JJ00,2.911
1516,A048112,A051771,2002JJ00,2.746
1517,A048112,A051771,2003JJ00,2.598
1518,A048112,A051771,2004JJ00,2.505
1519,A048112,A051771,2005JJ00,2.29
1520,A048112,A051771,2006JJ00,2.134
1521,A048112,A051771,2007JJ00,2.004
1522,A048112,A051771,2008JJ00,1.806
1523,A048112,A051771,2009JJ00,1.632
1524,A048112,A051771,2010JJ00,1.518
1525,A048112,A051771,2011JJ00,1.36
1526,A048112,A051771,2012JJ00,1.202
1527,A048112,A051771,2013JJ00,1.077
1528,A048112,A051771,2014JJ00,0.953
1529,A048112,A051771,2015JJ00,0.903
1530,A048112,A051771,2016JJ00,0.814
1531,A048112,A051771,2017JJ00,0.813
1532,A048112,A051771,2018JJ00,0.743
1533,A048112,A051771,2019JJ00,0.688
1534,A048112,A051771,2020JJ00,0.556
1535,A048112,A051771,2021JJ00,0.555
1536,A048113,A044109,1990JJ00,7600.0
1537,A048113,A044109,1991JJ00,7900.0
1538,A048113,A044109,1992JJ00,8400.0
1539,A048113,A044109,1993JJ00,8500.0
1540,A048113,A044109,1994JJ00,8500.0
1541,A048113,A044109,1995JJ00,8600.0
1542,A048113,A044109,1996JJ00,8600.0
1543,A048113,A044109,1997JJ00,8800.0
1544,A048113,A044109,1998JJ00,9100.0
1545,A048113,A044109,1999JJ00,9800.0
1546,A048113,A044109,2000JJ00,9700.0
1547,A048113,A044109,2001JJ00,9800.0
1548,A048113,A044109,2002JJ00,9800.0
1549,A048113,A044109,2003JJ00,9900.0
1550,A048113,A044109,2004JJ00,10100.0
1551,A048113,A044109,2005JJ00,10000.0
1552,A048113,A044109,2006JJ00,10000.0
1553,A048113,A044109,2007JJ00,10100.0
1554,A048113,A044109,2008JJ00,10300.0
1555,A048113,A044109,2009JJ00,10100.0
1556,A048113,A044109,2010JJ00,10100.0
1557,A048113,A044109,2011JJ00,9900.0
1558,A048113,A044109,2012JJ00,9700.0
1559,A048113,A044109,2013JJ00,9300.0
1560,A048113,A044109,2014JJ00,9300.0
1561,A048113,A044109,2015JJ00,9600.0
1562,A048113,A044109,2016JJ00,10000.0
1563,A048113,A044109,2017JJ00,10200.0
1564,A048113,A044109,2018JJ00,10400.0
1565,A048113,A044109,2019JJ00,10600.0
1566,A048113,A044109,2020JJ00,10400.0
1567,A048113,A044109,2021JJ00,10800.0
1568,A048113,A044108,1990JJ00,68.591
1569,A048113,A044108,1991JJ00,66.24
1570,A048113,A044108,1992JJ00,65.059
1571,A048113,A044108,1993JJ00,62.298
1572,A048113,A044108,1994JJ00,56.513
1573,A048113,A044108,1995JJ00,50.758
1574,A048113,A044108,1996JJ00,44.718
1575,A048113,A044108,1997JJ00,39.862
1576,A048113,A044108,1998JJ00,35.792
1577,A048113,A044108,1999JJ00,33.213
1578,A048113,A044108,2000JJ00,30.144
1579,A048113,A044108,2001JJ00,27.744
1580,A048113,A044108,2002JJ00,25.489
1581,A048113,A044108,2003JJ00,23.702
1582,A048113,A044108,2004JJ00,23.069
1583,A048113,A044108,2005JJ00,21.163
1584,A048113,A044108,2006JJ00,20.544
1585,A048113,A044108,2007JJ00,20.662
1586,A048113,A044108,2008JJ00,20.839
1587,A048113,A044108,2009JJ00,20.406
1588,A048113,A044108,2010JJ00,19.76
1589,A048113,A044108,2011JJ00,19.026
1590,A048113,A044108,2012JJ00,18.202
1591,A048113,A044108,2013JJ00,16.389
1592,A048113,A044108,2014JJ00,15.122
1593,A048113,A044108,2015JJ00,14.116
1594,A048113,A044108,2016JJ00,12.895
1595,A048113,A044108,2017JJ00,11.884
1596,A048113,A044108,2018JJ00,10.944
1597,A048113,A044108,2019JJ00,9.938
1598,A048113,A044108,2020JJ00,9.037
1599,A048113,A044108,2021JJ00,9.163
1600,A048113,A044116,1990JJ00,20.516
1601,A048113,A044116,1991JJ00,20.379
1602,A048113,A044116,1992JJ00,19.637
1603,A048113,A044116,1993JJ00,17.985
1604,A048113,A044116,1994JJ00,16.055
1605,A048113,A044116,1995JJ00,14.263
1606,A048113,A044116,1996JJ00,12.439
1607,A048113,A044116,1997JJ00,10.988
1608,A048113,A044116,1998JJ00,9.991
1609,A048113,A044116,1999JJ00,9.516
1610,A048113,A044116,2000JJ00,8.804
1611,A048113,A044116,2001JJ00,8.268
1612,A048113,A044116,2002JJ00,7.634
1613,A048113,A044116,2003JJ00,7.045
1614,A048113,A044116,2004JJ00,6.67
1615,A048113,A044116,2005JJ00,6.637
1616,A048113,A044116,2006JJ00,6.569
1617,A048113,A044116,2007JJ00,6.484
1618,A048113,A044116,2008JJ00,6.243
1619,A048113,A044116,2009JJ00,5.591
1620,A048113,A044116,2010JJ00,5.196
1621,A048113,A044116,2011JJ00,4.919
1622,A048113,A044116,2012JJ00,4.493
1623,A048113,A044116,2013JJ00,4.786
1624,A048113,A044116,2014JJ00,5.048
1625,A048113,A044116,2015JJ00,5.501
1626,A048113,A044116,2016JJ00,5.918
1627,A048113,A044116,2017JJ00,6.314
1628,A048113,A044116,2018JJ00,6.678
1629,A048113,A044116,2019JJ00,6.963
1630,A048113,A044116,2020JJ00,6.997
1631,A048113,A044116,2021JJ00,7.107
1632,A048113,A044117,1990JJ00,0.0
1633,A048113,A044117,1991JJ00,0.0
1634,A048113,A044117,1992JJ00,0.0
1635,A048113,A044117,1993JJ00,0.0
1636,A048113,A044117,1994JJ00,0.0
1637,A048113,A044117,1995JJ00,0.0
1638,A048113,A044117,1996JJ00,0.0
1639,A048113,A044117,1997JJ00,0.0
1640,A048113,A044117,1998JJ00,0.0
1641,A048113,A044117,1999JJ00,0.0
1642,A048113,A044117,2000JJ00,0.0
1643,A048113,A044117,2001JJ00,0.0
1644,A048113,A044117,2002JJ00,0.0
1645,A048113,A044117,2003JJ00,0.0
1646,A048113,A044117,2004JJ00,0.0
1647,A048113,A044117,2005JJ00,0.0
1648,A048113,A044117,2006JJ00,0.0
1649,A048113,A044117,2007JJ00,0.0
1650,A048113,A044117,2008JJ00,0.0
1651,A048113,A044117,2009JJ00,0.0
1652,A048113,A044117,2010JJ00,0.0
1653,A048113,A044117,2011JJ00,0.0
1654,A048113,A044117,2012JJ00,0.0
1655,A048113,A044117,2013JJ00,0.0
1656,A048113,A044117,2014JJ00,0.0
1657,A048113,A044117,2015JJ00,0.0
1658,A048113,A044117,2016JJ00,0.0
1659,A048113,A044117,2017JJ00,0.0
1660,A048113,A044117,2018JJ00,0.0
1661,A048113,A044117,2019JJ00,0.0
1662,A048113,A044117,2020JJ00,0.0
1663,A048113,A044117,2021JJ00,0.0
1664,A048113,A044115,1990JJ00,20.516
1665,A048113,A044115,1991JJ00,20.379
1666,A048113,A044115,1992JJ00,19.637
1667,A048113,A044115,1993JJ00,17.985
1668,A048113,A044115,1994JJ00,16.055
1669,A048113,A044115,1995JJ00,14.263
1670,A048113,A044115,1996JJ00,12.439
1671,A048113,A044115,1997JJ00,10.988
1672,A048113,A044115,1998JJ00,9.991
1673,A048113,A044115,1999JJ00,9.516
1674,A048113,A044115,2000JJ00,8.804
1675,A048113,A044115,2001JJ00,8.268
1676,A048113,A044115,2002JJ00,7.634
1677,A048113,A044115,2003JJ00,7.045
1678,A048113,A044115,2004JJ00,6.67
1679,A048113,A044115,2005JJ00,6.637
1680,A048113,A044115,2006JJ00,6.569
1681,A048113,A044115,2007JJ00,6.484
1682,A048113,A044115,2008JJ00,6.243
1683,A048113,A044115,2009JJ00,5.591
1684,A048113,A044115,2010JJ00,5.196
1685,A048113,A044115,2011JJ00,4.919
1686,A048113,A044115,2012JJ00,4.493
1687,A048113,A044115,2013JJ00,4.786
1688,A048113,A044115,2014JJ00,5.048
1689,A048113,A044115,2015JJ00,5.501
1690,A048113,A044115,2016JJ00,5.918
1691,A048113,A044115,2017JJ00,6.314
1692,A048113,A044115,2018JJ00,6.678
1693,A048113,A044115,2019JJ00,6.963
1694,A048113,A044115,2020JJ00,6.997
1695,A048113,A044115,2021JJ00,7.107
1696,A048113,A044107,1990JJ00,0.876
1697,A048113,A044107,1991JJ00,0.866
1698,A048113,A044107,1992JJ00,0.833
1699,A048113,A044107,1993JJ00,0.764
1700,A048113,A044107,1994JJ00,0.679
1701,A048113,A044107,1995JJ00,0.601
1702,A048113,A044107,1996JJ00,0.522
1703,A048113,A044107,1997JJ00,0.46
1704,A048113,A044107,1998JJ00,0.417
1705,A048113,A044107,1999JJ00,0.395
1706,A048113,A044107,2000JJ00,0.373
1707,A048113,A044107,2001JJ00,0.361
1708,A048113,A044107,2002JJ00,0.338
1709,A048113,A044107,2003JJ00,0.318
1710,A048113,A044107,2004JJ00,0.306
1711,A048113,A044107,2005JJ00,0.319
1712,A048113,A044107,2006JJ00,0.326
1713,A048113,A044107,2007JJ00,0.333
1714,A048113,A044107,2008JJ00,0.333
1715,A048113,A044107,2009JJ00,0.296
1716,A048113,A044107,2010JJ00,0.285
1717,A048113,A044107,2011JJ00,0.277
1718,A048113,A044107,2012JJ00,0.258
1719,A048113,A044107,2013JJ00,0.284
1720,A048113,A044107,2014JJ00,0.311
1721,A048113,A044107,2015JJ00,0.346
1722,A048113,A044107,2016JJ00,0.373
1723,A048113,A044107,2017JJ00,0.411
1724,A048113,A044107,2018JJ00,0.458
1725,A048113,A044107,2019JJ00,0.49
1726,A048113,A044107,2020JJ00,0.487
1727,A048113,A044107,2021JJ00,0.492
1728,A048113,A044118,1990JJ00,19.612
1729,A048113,A044118,1991JJ00,19.485
1730,A048113,A044118,1992JJ00,18.775
1731,A048113,A044118,1993JJ00,17.193
1732,A048113,A044118,1994JJ00,15.347
1733,A048113,A044118,1995JJ00,13.632
1734,A048113,A044118,1996JJ00,11.885
1735,A048113,A044118,1997JJ00,10.497
1736,A048113,A044118,1998JJ00,9.541
1737,A048113,A044118,1999JJ00,9.087
1738,A048113,A044118,2000JJ00,8.396
1739,A048113,A044118,2001JJ00,7.872
1740,A048113,A044118,2002JJ00,7.26
1741,A048113,A044118,2003JJ00,6.692
1742,A048113,A044118,2004JJ00,6.329
1743,A048113,A044118,2005JJ00,6.282
1744,A048113,A044118,2006JJ00,6.206
1745,A048113,A044118,2007JJ00,6.113
1746,A048113,A044118,2008JJ00,5.872
1747,A048113,A044118,2009JJ00,5.258
1748,A048113,A044118,2010JJ00,4.875
1749,A048113,A044118,2011JJ00,4.607
1750,A048113,A044118,2012JJ00,4.199
1751,A048113,A044118,2013JJ00,4.466
1752,A048113,A044118,2014JJ00,4.702
1753,A048113,A044118,2015JJ00,5.118
1754,A048113,A044118,2016JJ00,5.507
1755,A048113,A044118,2017JJ00,5.865
1756,A048113,A044118,2018JJ00,6.18
1757,A048113,A044118,2019JJ00,6.431
1758,A048113,A044118,2020JJ00,6.468
1759,A048113,A044118,2021JJ00,6.573
1760,A048113,A044112,1990JJ00,104.71
1761,A048113,A044112,1991JJ00,108.28
1762,A048113,A044112,1992JJ00,110.21
1763,A048113,A044112,1993JJ00,105.25
1764,A048113,A044112,1994JJ00,98.904
1765,A048113,A044112,1995JJ00,95.235
1766,A048113,A044112,1996JJ00,89.405
1767,A048113,A044112,1997JJ00,86.281
1768,A048113,A044112,1998JJ00,84.589
1769,A048113,A044112,1999JJ00,87.794
1770,A048113,A044112,2000JJ00,86.488
1771,A048113,A044112,2001JJ00,85.237
1772,A048113,A044112,2002JJ00,83.66
1773,A048113,A044112,2003JJ00,82.729
1774,A048113,A044112,2004JJ00,83.455
1775,A048113,A044112,2005JJ00,82.359
1776,A048113,A044112,2006JJ00,82.332
1777,A048113,A044112,2007JJ00,83.08
1778,A048113,A044112,2008JJ00,82.235
1779,A048113,A044112,2009JJ00,77.441
1780,A048113,A044112,2010JJ00,73.331
1781,A048113,A044112,2011JJ00,69.642
1782,A048113,A044112,2012JJ00,65.239
1783,A048113,A044112,2013JJ00,59.554
1784,A048113,A044112,2014JJ00,55.841
1785,A048113,A044112,2015JJ00,54.073
1786,A048113,A044112,2016JJ00,52.229
1787,A048113,A044112,2017JJ00,49.249
1788,A048113,A044112,2018JJ00,45.603
1789,A048113,A044112,2019JJ00,42.284
1790,A048113,A044112,2020JJ00,38.305
1791,A048113,A044112,2021JJ00,36.815
1792,A048113,A044110,1990JJ00,0.058
1793,A048113,A044110,1991JJ00,0.074
1794,A048113,A044110,1992JJ00,0.089
1795,A048113,A044110,1993JJ00,0.104
1796,A048113,A044110,1994JJ00,0.114
1797,A048113,A044110,1995JJ00,0.124
1798,A048113,A044110,1996JJ00,0.131
1799,A048113,A044110,1997JJ00,0.14
1800,A048113,A044110,1998JJ00,0.149
1801,A048113,A044110,1999JJ00,0.161
1802,A048113,A044110,2000JJ00,0.165
1803,A048113,A044110,2001JJ00,0.164
1804,A048113,A044110,2002JJ00,0.159
1805,A048113,A044110,2003JJ00,0.159
1806,A048113,A044110,2004JJ00,0.161
1807,A048113,A044110,2005JJ00,0.158
1808,A048113,A044110,2006JJ00,0.156
1809,A048113,A044110,2007JJ00,0.183
1810,A048113,A044110,2008JJ00,0.217
1811,A048113,A044110,2009JJ00,0.245
1812,A048113,A044110,2010JJ00,0.273
1813,A048113,A044110,2011JJ00,0.295
1814,A048113,A044110,2012JJ00,0.314
1815,A048113,A044110,2013JJ00,0.326
1816,A048113,A044110,2014JJ00,0.35
1817,A048113,A044110,2015JJ00,0.379
1818,A048113,A044110,2016JJ00,0.415
1819,A048113,A044110,2017JJ00,0.432
1820,A048113,A044110,2018JJ00,0.449
1821,A048113,A044110,2019JJ00,0.457
1822,A048113,A044110,2020JJ00,0.46
1823,A048113,A044110,2021JJ00,0.476
1824,A048113,A044114,1990JJ00,7.476
1825,A048113,A044114,1991JJ00,7.874
1826,A048113,A044114,1992JJ00,8.363
1827,A048113,A044114,1993JJ00,8.492
1828,A048113,A044114,1994JJ00,8.262
1829,A048113,A044114,1995JJ00,7.734
1830,A048113,A044114,1996JJ00,5.756
1831,A048113,A044114,1997JJ00,2.497
1832,A048113,A044114,1998JJ00,2.591
1833,A048113,A044114,1999JJ00,2.797
1834,A048113,A044114,2000JJ00,1.616
1835,A048113,A044114,2001JJ00,0.245
1836,A048113,A044114,2002JJ00,0.201
1837,A048113,A044114,2003JJ00,0.183
1838,A048113,A044114,2004JJ00,0.204
1839,A048113,A044114,2005JJ00,0.053
1840,A048113,A044114,2006JJ00,0.071
1841,A048113,A044114,2007JJ00,0.072
1842,A048113,A044114,2008JJ00,0.067
1843,A048113,A044114,2009JJ00,0.066
1844,A048113,A044114,2010JJ00,0.065
1845,A048113,A044114,2011JJ00,0.064
1846,A048113,A044114,2012JJ00,0.063
1847,A048113,A044114,2013JJ00,0.061
1848,A048113,A044114,2014JJ00,0.06
1849,A048113,A044114,2015JJ00,0.062
1850,A048113,A044114,2016JJ00,0.065
1851,A048113,A044114,2017JJ00,0.066
1852,A048113,A044114,2018JJ00,0.068
1853,A048113,A044114,2019JJ00,0.068
1854,A048113,A044114,2020JJ00,0.067
1855,A048113,A044114,2021JJ00,0.069
1856,A048113,A044113,1990JJ00,8.787
1857,A048113,A044113,1991JJ00,8.917
1858,A048113,A044113,1992JJ00,8.826
1859,A048113,A044113,1993JJ00,8.27
1860,A048113,A044113,1994JJ00,7.624
1861,A048113,A044113,1995JJ00,7.022
1862,A048113,A044113,1996JJ00,6.362
1863,A048113,A044113,1997JJ00,5.892
1864,A048113,A044113,1998JJ00,5.595
1865,A048113,A044113,1999JJ00,5.577
1866,A048113,A044113,2000JJ00,5.401
1867,A048113,A044113,2001JJ00,5.199
1868,A048113,A044113,2002JJ00,4.825
1869,A048113,A044113,2003JJ00,4.542
1870,A048113,A044113,2004JJ00,4.416
1871,A048113,A044113,2005JJ00,4.123
1872,A048113,A044113,2006JJ00,3.822
1873,A048113,A044113,2007JJ00,3.62
1874,A048113,A044113,2008JJ00,3.351
1875,A048113,A044113,2009JJ00,3.001
1876,A048113,A044113,2010JJ00,2.743
1877,A048113,A044113,2011JJ00,2.511
1878,A048113,A044113,2012JJ00,2.245
1879,A048113,A044113,2013JJ00,1.984
1880,A048113,A044113,2014JJ00,1.822
1881,A048113,A044113,2015JJ00,1.771
1882,A048113,A044113,2016JJ00,1.716
1883,A048113,A044113,2017JJ00,1.656
1884,A048113,A044113,2018JJ00,1.6
1885,A048113,A044113,2019JJ00,1.53
1886,A048113,A044113,2020JJ00,1.443
1887,A048113,A044113,2021JJ00,1.442
1888,A048113,A051771,1990JJ00,8.268
1889,A048113,A051771,1991JJ00,8.374
1890,A048113,A051771,1992JJ00,8.248
1891,A048113,A051771,1993JJ00,7.686
1892,A048113,A051771,1994JJ00,7.043
1893,A048113,A051771,1995JJ00,6.431
1894,A048113,A051771,1996JJ00,5.776
1895,A048113,A051771,1997JJ00,5.294
1896,A048113,A051771,1998JJ00,4.984
1897,A048113,A051771,1999JJ00,4.925
1898,A048113,A051771,2000JJ00,4.743
1899,A048113,A051771,2001JJ00,4.54
1900,A048113,A051771,2002JJ00,4.164
1901,A048113,A051771,2003JJ00,3.876
1902,A048113,A051771,2004JJ00,3.736
1903,A048113,A051771,2005JJ00,3.423
1904,A048113,A051771,2006JJ00,3.123
1905,A048113,A051771,2007JJ00,2.905
1906,A048113,A051771,2008JJ00,2.623
1907,A048113,A051771,2009JJ00,2.285
1908,A048113,A051771,2010JJ00,2.035
1909,A048113,A051771,2011JJ00,1.81
1910,A048113,A051771,2012JJ00,1.559
1911,A048113,A051771,2013JJ00,1.325
1912,A048113,A051771,2014JJ00,1.161
1913,A048113,A051771,2015JJ00,1.084
1914,A048113,A051771,2016JJ00,0.989
1915,A048113,A051771,2017JJ00,0.907
1916,A048113,A051771,2018JJ00,0.837
1917,A048113,A051771,2019JJ00,0.757
1918,A048113,A051771,2020JJ00,0.674
1919,A048113,A051771,2021JJ00,0.645
1920,A049056,A044109,1990JJ00,1100.0
1921,A049056,A044109,1991JJ00,1000.0
1922,A049056,A044109,1992JJ00,1000.0
1923,A049056,A044109,1993JJ00,1000.0
1924,A049056,A044109,1994JJ00,1100.0
1925,A049056,A044109,1995JJ00,1100.0
1926,A049056,A044109,1996JJ00,1100.0
1927,A049056,A044109,1997JJ00,1100.0
1928,A049056,A044109,1998JJ00,1100.0
1929,A049056,A044109,1999JJ00,1100.0
1930,A049056,A044109,2000JJ00,1100.0
1931,A049056,A044109,2001JJ00,1100.0
1932,A049056,A044109,2002JJ00,1100.0
1933,A049056,A044109,2003JJ00,1100.0
1934,A049056,A044109,2004JJ00,1100.0
1935,A049056,A044109,2005JJ00,1100.0
1936,A049056,A044109,2006JJ00,1000.0
1937,A049056,A044109,2007JJ00,1100.0
1938,A049056,A044109,2008JJ00,1100.0
1939,A049056,A044109,2009JJ00,1100.0
1940,A049056,A044109,2010JJ00,1100.0
1941,A049056,A044109,2011JJ00,1100.0
1942,A049056,A044109,2012JJ00,1100.0
1943,A049056,A044109,2013JJ00,1000.0
1944,A049056,A044109,2014JJ00,1000.0
1945,A049056,A044109,2015JJ00,1000.0
1946,A049056,A044109,2016JJ00,1000.0
1947,A049056,A044109,2017JJ00,1000.0
1948,A049056,A044109,2018JJ00,1000.0
1949,A049056,A044109,2019JJ00,1000.0
1950,A049056,A044109,2020JJ00,800.0
1951,A049056,A044109,2021JJ00,800.0
1952,A049056,A044108,1990JJ00,48.344
1953,A049056,A044108,1991JJ00,45.674
1954,A049056,A044108,1992JJ00,49.912
1955,A049056,A044108,1993JJ00,53.569
