ID,Bronnen,Emissies,Perioden,EmissiesNederlandsGrondgebied_1
3557,A048116,A044117,1995JJ00,0.083
3558,A048116,A044117,1996JJ00,0.091
3559,A048116,A044117,1997JJ00,0.088
3560,A048116,A044117,1998JJ00,0.088
3561,A048116,A044117,1999JJ00,0.089
3562,A048116,A044117,2000JJ00,0.09
3563,A048116,A044117,2001JJ00,0.091
3564,A048116,A044117,2002JJ00,0.092
3565,A048116,A044117,2003JJ00,0.093
3566,A048116,A044117,2004JJ00,0.093
3567,A048116,A044117,2005JJ00,0.093
3568,A048116,A044117,2006JJ00,0.093
3569,A048116,A044117,2007JJ00,0.093
3570,A048116,A044117,2008JJ00,0.093
3571,A048116,A044117,2009JJ00,0.093
3572,A048116,A044117,2010JJ00,0.093
3573,A048116,A044117,2011JJ00,0.093
3574,A048116,A044117,2012JJ00,0.093
3575,A048116,A044117,2013JJ00,0.093
3576,A048116,A044117,2014JJ00,0.093
3577,A048116,A044117,2015JJ00,0.093
3578,A048116,A044117,2016JJ00,0.093
3579,A048116,A044117,2017JJ00,0.093
3580,A048116,A044117,2018JJ00,0.093
3581,A048116,A044117,2019JJ00,0.093
3582,A048116,A044117,2020JJ00,0.093
3583,A048116,A044117,2021JJ00,0.093
3584,A048116,A044115,1990JJ00,3.351
3585,A048116,A044115,1991JJ00,3.066
3586,A048116,A044115,1992JJ00,3.066
3587,A048116,A044115,1993JJ00,3.599
3588,A048116,A044115,1994JJ00,3.164
3589,A048116,A044115,1995JJ00,3.749
3590,A048116,A044115,1996JJ00,3.959
3591,A048116,A044115,1997JJ00,3.628
3592,A048116,A044115,1998JJ00,3.73
3593,A048116,A044115,1999JJ00,3.801
3594,A048116,A044115,2000JJ00,3.839
3595,A048116,A044115,2001JJ00,3.847
3596,A048116,A044115,2002JJ00,3.822
3597,A048116,A044115,2003JJ00,3.766
3598,A048116,A044115,2004JJ00,3.678
3599,A048116,A044115,2005JJ00,3.394
3600,A048116,A044115,2006JJ00,3.226
3601,A048116,A044115,2007JJ00,3.052
3602,A048116,A044115,2008JJ00,2.873
3603,A048116,A044115,2009JJ00,2.687
3604,A048116,A044115,2010JJ00,2.494
3605,A048116,A044115,2011JJ00,2.295
3606,A048116,A044115,2012JJ00,2.088
3607,A048116,A044115,2013JJ00,1.873
3608,A048116,A044115,2014JJ00,1.65
3609,A048116,A044115,2015JJ00,1.418
3610,A048116,A044115,2016JJ00,1.418
3611,A048116,A044115,2017JJ00,1.418
3612,A048116,A044115,2018JJ00,1.418
3613,A048116,A044115,2019JJ00,1.418
3614,A048116,A044115,2020JJ00,1.364
3615,A048116,A044115,2021JJ00,1.364
3616,A048116,A044107,1990JJ00,0.01
3617,A048116,A044107,1991JJ00,0.009
3618,A048116,A044107,1992JJ00,0.009
3619,A048116,A044107,1993JJ00,0.01
3620,A048116,A044107,1994JJ00,0.009
3621,A048116,A044107,1995JJ00,0.011
3622,A048116,A044107,1996JJ00,0.012
3623,A048116,A044107,1997JJ00,0.011
3624,A048116,A044107,1998JJ00,0.012
3625,A048116,A044107,1999JJ00,0.012
3626,A048116,A044107,2000JJ00,0.012
3627,A048116,A044107,2001JJ00,0.012
3628,A048116,A044107,2002JJ00,0.012
3629,A048116,A044107,2003JJ00,0.012
3630,A048116,A044107,2004JJ00,0.012
3631,A048116,A044107,2005JJ00,0.012
3632,A048116,A044107,2006JJ00,0.012
3633,A048116,A044107,2007JJ00,0.012
3634,A048116,A044107,2008JJ00,0.012
3635,A048116,A044107,2009JJ00,0.012
3636,A048116,A044107,2010JJ00,0.012
3637,A048116,A044107,2011JJ00,0.012
3638,A048116,A044107,2012JJ00,0.012
3639,A048116,A044107,2013JJ00,0.012
3640,A048116,A044107,2014JJ00,0.012
3641,A048116,A044107,2015JJ00,0.012
3642,A048116,A044107,2016JJ00,0.012
3643,A048116,A044107,2017JJ00,0.012
3644,A048116,A044107,2018JJ00,0.012
3645,A048116,A044107,2019JJ00,0.012
3646,A048116,A044107,2020JJ00,0.011
3647,A048116,A044107,2021JJ00,0.011
3648,A048116,A044118,1990JJ00,3.341
3649,A048116,A044118,1991JJ00,3.057
3650,A048116,A044118,1992JJ00,3.057
3651,A048116,A044118,1993JJ00,3.589
3652,A048116,A044118,1994JJ00,3.155
3653,A048116,A044118,1995JJ00,3.738
3654,A048116,A044118,1996JJ00,3.947
3655,A048116,A044118,1997JJ00,3.617
3656,A048116,A044118,1998JJ00,3.719
3657,A048116,A044118,1999JJ00,3.789
3658,A048116,A044118,2000JJ00,3.827
3659,A048116,A044118,2001JJ00,3.834
3660,A048116,A044118,2002JJ00,3.81
3661,A048116,A044118,2003JJ00,3.754
3662,A048116,A044118,2004JJ00,3.666
3663,A048116,A044118,2005JJ00,3.382
3664,A048116,A044118,2006JJ00,3.214
3665,A048116,A044118,2007JJ00,3.04
3666,A048116,A044118,2008JJ00,2.86
3667,A048116,A044118,2009JJ00,2.674
3668,A048116,A044118,2010JJ00,2.482
3669,A048116,A044118,2011JJ00,2.282
3670,A048116,A044118,2012JJ00,2.076
3671,A048116,A044118,2013JJ00,1.861
3672,A048116,A044118,2014JJ00,1.638
3673,A048116,A044118,2015JJ00,1.406
3674,A048116,A044118,2016JJ00,1.406
3675,A048116,A044118,2017JJ00,1.406
3676,A048116,A044118,2018JJ00,1.406
3677,A048116,A044118,2019JJ00,1.406
3678,A048116,A044118,2020JJ00,1.353
3679,A048116,A044118,2021JJ00,1.353
3680,A048116,A044112,1990JJ00,1.922
3681,A048116,A044112,1991JJ00,1.762
3682,A048116,A044112,1992JJ00,1.762
3683,A048116,A044112,1993JJ00,1.997
3684,A048116,A044112,1994JJ00,1.755
3685,A048116,A044112,1995JJ00,2.08
3686,A048116,A044112,1996JJ00,2.302
3687,A048116,A044112,1997JJ00,2.215
3688,A048116,A044112,1998JJ00,2.209
3689,A048116,A044112,1999JJ00,2.204
3690,A048116,A044112,2000JJ00,2.2
3691,A048116,A044112,2001JJ00,2.197
3692,A048116,A044112,2002JJ00,2.195
3693,A048116,A044112,2003JJ00,2.194
3694,A048116,A044112,2004JJ00,2.194
3695,A048116,A044112,2005JJ00,2.203
3696,A048116,A044112,2006JJ00,2.217
3697,A048116,A044112,2007JJ00,2.232
3698,A048116,A044112,2008JJ00,2.246
3699,A048116,A044112,2009JJ00,2.259
3700,A048116,A044112,2010JJ00,2.273
3701,A048116,A044112,2011JJ00,2.286
3702,A048116,A044112,2012JJ00,2.3
3703,A048116,A044112,2013JJ00,2.313
3704,A048116,A044112,2014JJ00,2.327
3705,A048116,A044112,2015JJ00,2.34
3706,A048116,A044112,2016JJ00,2.34
3707,A048116,A044112,2017JJ00,2.34
3708,A048116,A044112,2018JJ00,2.34
3709,A048116,A044112,2019JJ00,2.34
3710,A048116,A044112,2020JJ00,1.832
3711,A048116,A044112,2021JJ00,1.832
3712,A048116,A044110,1990JJ00,0.001
3713,A048116,A044110,1991JJ00,0.001
3714,A048116,A044110,1992JJ00,0.001
3715,A048116,A044110,1993JJ00,0.001
3716,A048116,A044110,1994JJ00,0.001
3717,A048116,A044110,1995JJ00,0.001
3718,A048116,A044110,1996JJ00,0.001
3719,A048116,A044110,1997JJ00,0.001
3720,A048116,A044110,1998JJ00,0.001
3721,A048116,A044110,1999JJ00,0.001
3722,A048116,A044110,2000JJ00,0.001
3723,A048116,A044110,2001JJ00,0.001
3724,A048116,A044110,2002JJ00,0.001
3725,A048116,A044110,2003JJ00,0.001
3726,A048116,A044110,2004JJ00,0.001
3727,A048116,A044110,2005JJ00,0.001
3728,A048116,A044110,2006JJ00,0.001
3729,A048116,A044110,2007JJ00,0.001
3730,A048116,A044110,2008JJ00,0.001
3731,A048116,A044110,2009JJ00,0.001
3732,A048116,A044110,2010JJ00,0.001
3733,A048116,A044110,2011JJ00,0.001
3734,A048116,A044110,2012JJ00,0.001
3735,A048116,A044110,2013JJ00,0.001
3736,A048116,A044110,2014JJ00,0.001
3737,A048116,A044110,2015JJ00,0.001
3738,A048116,A044110,2016JJ00,0.001
3739,A048116,A044110,2017JJ00,0.001
3740,A048116,A044110,2018JJ00,0.001
3741,A048116,A044110,2019JJ00,0.001
3742,A048116,A044110,2020JJ00,0.001
3743,A048116,A044110,2021JJ00,0.001
3744,A048116,A044114,1990JJ00,0.115
3745,A048116,A044114,1991JJ00,0.105
3746,A048116,A044114,1992JJ00,0.104
3747,A048116,A044114,1993JJ00,0.117
3748,A048116,A044114,1994JJ00,0.102
3749,A048116,A044114,1995JJ00,0.12
3750,A048116,A044114,1996JJ00,0.132
3751,A048116,A044114,1997JJ00,0.126
3752,A048116,A044114,1998JJ00,0.126
3753,A048116,A044114,1999JJ00,0.125
3754,A048116,A044114,2000JJ00,0.124
3755,A048116,A044114,2001JJ00,0.122
3756,A048116,A044114,2002JJ00,0.122
3757,A048116,A044114,2003JJ00,0.12
3758,A048116,A044114,2004JJ00,0.119
3759,A048116,A044114,2005JJ00,0.118
3760,A048116,A044114,2006JJ00,0.119
3761,A048116,A044114,2007JJ00,0.107
3762,A048116,A044114,2008JJ00,0.067
3763,A048116,A044114,2009JJ00,0.034
3764,A048116,A044114,2010JJ00,0.017
3765,A048116,A044114,2011JJ00,0.001
3766,A048116,A044114,2012JJ00,0.001
3767,A048116,A044114,2013JJ00,0.001
3768,A048116,A044114,2014JJ00,0.001
3769,A048116,A044114,2015JJ00,0.001
3770,A048116,A044114,2016JJ00,0.001
3771,A048116,A044114,2017JJ00,0.001
3772,A048116,A044114,2018JJ00,0.001
3773,A048116,A044114,2019JJ00,0.001
3774,A048116,A044114,2020JJ00,0.001
3775,A048116,A044114,2021JJ00,0.001
3776,A048116,A044113,1990JJ00,0.048
3777,A048116,A044113,1991JJ00,0.044
3778,A048116,A044113,1992JJ00,0.044
3779,A048116,A044113,1993JJ00,0.05
3780,A048116,A044113,1994JJ00,0.044
3781,A048116,A044113,1995JJ00,0.052
3782,A048116,A044113,1996JJ00,0.057
3783,A048116,A044113,1997JJ00,0.054
3784,A048116,A044113,1998JJ00,0.054
3785,A048116,A044113,1999JJ00,0.054
3786,A048116,A044113,2000JJ00,0.054
3787,A048116,A044113,2001JJ00,0.054
3788,A048116,A044113,2002JJ00,0.054
3789,A048116,A044113,2003JJ00,0.054
3790,A048116,A044113,2004JJ00,0.053
3791,A048116,A044113,2005JJ00,0.053
3792,A048116,A044113,2006JJ00,0.052
3793,A048116,A044113,2007JJ00,0.052
3794,A048116,A044113,2008JJ00,0.052
3795,A048116,A044113,2009JJ00,0.052
3796,A048116,A044113,2010JJ00,0.051
3797,A048116,A044113,2011JJ00,0.051
3798,A048116,A044113,2012JJ00,0.051
3799,A048116,A044113,2013JJ00,0.05
3800,A048116,A044113,2014JJ00,0.05
3801,A048116,A044113,2015JJ00,0.05
3802,A048116,A044113,2016JJ00,0.05
3803,A048116,A044113,2017JJ00,0.05
3804,A048116,A044113,2018JJ00,0.05
3805,A048116,A044113,2019JJ00,0.05
3806,A048116,A044113,2020JJ00,0.039
3807,A048116,A044113,2021JJ00,0.039
3808,A048116,A051771,1990JJ00,0.046
3809,A048116,A051771,1991JJ00,0.042
3810,A048116,A051771,1992JJ00,0.042
3811,A048116,A051771,1993JJ00,0.048
3812,A048116,A051771,1994JJ00,0.042
3813,A048116,A051771,1995JJ00,0.05
3814,A048116,A051771,1996JJ00,0.055
3815,A048116,A051771,1997JJ00,0.052
3816,A048116,A051771,1998JJ00,0.052
3817,A048116,A051771,1999JJ00,0.052
3818,A048116,A051771,2000JJ00,0.052
3819,A048116,A051771,2001JJ00,0.052
3820,A048116,A051771,2002JJ00,0.052
3821,A048116,A051771,2003JJ00,0.052
3822,A048116,A051771,2004JJ00,0.051
3823,A048116,A051771,2005JJ00,0.05
3824,A048116,A051771,2006JJ00,0.05
3825,A048116,A051771,2007JJ00,0.05
3826,A048116,A051771,2008JJ00,0.05
3827,A048116,A051771,2009JJ00,0.05
3828,A048116,A051771,2010JJ00,0.049
3829,A048116,A051771,2011JJ00,0.049
3830,A048116,A051771,2012JJ00,0.049
3831,A048116,A051771,2013JJ00,0.048
3832,A048116,A051771,2014JJ00,0.048
3833,A048116,A051771,2015JJ00,0.047
3834,A048116,A051771,2016JJ00,0.047
3835,A048116,A051771,2017JJ00,0.047
3836,A048116,A051771,2018JJ00,0.047
3837,A048116,A051771,2019JJ00,0.047
3838,A048116,A051771,2020JJ00,0.037
3839,A048116,A051771,2021JJ00,0.037
3840,A025431,A044109,1990JJ00,400.0
3841,A025431,A044109,1991JJ00,300.0
3842,A025431,A044109,1992JJ00,300.0
3843,A025431,A044109,1993JJ00,300.0
3844,A025431,A044109,1994JJ00,300.0
3845,A025431,A044109,1995JJ00,400.0
3846,A025431,A044109,1996JJ00,400.0
3847,A025431,A044109,1997JJ00,400.0
3848,A025431,A044109,1998JJ00,400.0
3849,A025431,A044109,1999JJ00,400.0
3850,A025431,A044109,2000JJ00,400.0
3851,A025431,A044109,2001JJ00,400.0
3852,A025431,A044109,2002JJ00,300.0
3853,A025431,A044109,2003JJ00,300.0
3854,A025431,A044109,2004JJ00,300.0
3855,A025431,A044109,2005JJ00,300.0
3856,A025431,A044109,2006JJ00,300.0
3857,A025431,A044109,2007JJ00,200.0
3858,A025431,A044109,2008JJ00,200.0
3859,A025431,A044109,2009JJ00,200.0
3860,A025431,A044109,2010JJ00,200.0
3861,A025431,A044109,2011JJ00,200.0
3862,A025431,A044109,2012JJ00,100.0
3863,A025431,A044109,2013JJ00,200.0
3864,A025431,A044109,2014JJ00,200.0
3865,A025431,A044109,2015JJ00,200.0
3866,A025431,A044109,2016JJ00,200.0
3867,A025431,A044109,2017JJ00,100.0
3868,A025431,A044109,2018JJ00,200.0
3869,A025431,A044109,2019JJ00,200.0
3870,A025431,A044109,2020JJ00,200.0
3871,A025431,A044109,2021JJ00,200.0
3872,A025431,A044108,1990JJ00,0.438
3873,A025431,A044108,1991JJ00,0.42
3874,A025431,A044108,1992JJ00,0.399
3875,A025431,A044108,1993JJ00,0.395
3876,A025431,A044108,1994JJ00,0.405
3877,A025431,A044108,1995JJ00,0.453
3878,A025431,A044108,1996JJ00,0.432
3879,A025431,A044108,1997JJ00,0.44
3880,A025431,A044108,1998JJ00,0.438
3881,A025431,A044108,1999JJ00,0.441
3882,A025431,A044108,2000JJ00,0.423
3883,A025431,A044108,2001JJ00,0.411
3884,A025431,A044108,2002JJ00,0.339
3885,A025431,A044108,2003JJ00,0.303
3886,A025431,A044108,2004JJ00,0.281
3887,A025431,A044108,2005JJ00,0.272
3888,A025431,A044108,2006JJ00,0.253
3889,A025431,A044108,2007JJ00,0.218
3890,A025431,A044108,2008JJ00,0.198
3891,A025431,A044108,2009JJ00,0.185
3892,A025431,A044108,2010JJ00,0.178
3893,A025431,A044108,2011JJ00,0.148
3894,A025431,A044108,2012JJ00,0.117
3895,A025431,A044108,2013JJ00,0.134
3896,A025431,A044108,2014JJ00,0.137
3897,A025431,A044108,2015JJ00,0.124
3898,A025431,A044108,2016JJ00,0.132
3899,A025431,A044108,2017JJ00,0.111
3900,A025431,A044108,2018JJ00,0.132
3901,A025431,A044108,2019JJ00,0.22
3902,A025431,A044108,2020JJ00,0.157
3903,A025431,A044108,2021JJ00,0.172
3904,A025431,A044116,1990JJ00,0.427
3905,A025431,A044116,1991JJ00,0.407
3906,A025431,A044116,1992JJ00,0.385
3907,A025431,A044116,1993JJ00,0.379
3908,A025431,A044116,1994JJ00,0.389
3909,A025431,A044116,1995JJ00,0.433
3910,A025431,A044116,1996JJ00,0.411
3911,A025431,A044116,1997JJ00,0.416
3912,A025431,A044116,1998JJ00,0.416
3913,A025431,A044116,1999JJ00,0.417
3914,A025431,A044116,2000JJ00,0.399
3915,A025431,A044116,2001JJ00,0.386
3916,A025431,A044116,2002JJ00,0.318
3917,A025431,A044116,2003JJ00,0.283
3918,A025431,A044116,2004JJ00,0.262
3919,A025431,A044116,2005JJ00,0.251
3920,A025431,A044116,2006JJ00,0.233
3921,A025431,A044116,2007JJ00,0.198
3922,A025431,A044116,2008JJ00,0.174
3923,A025431,A044116,2009JJ00,0.158
3924,A025431,A044116,2010JJ00,0.155
3925,A025431,A044116,2011JJ00,0.131
3926,A025431,A044116,2012JJ00,0.103
3927,A025431,A044116,2013JJ00,0.115
3928,A025431,A044116,2014JJ00,0.111
3929,A025431,A044116,2015JJ00,0.104
3930,A025431,A044116,2016JJ00,0.108
3931,A025431,A044116,2017JJ00,0.091
3932,A025431,A044116,2018JJ00,0.109
3933,A025431,A044116,2019JJ00,0.178
3934,A025431,A044116,2020JJ00,0.127
3935,A025431,A044116,2021JJ00,0.141
3936,A025431,A044117,1990JJ00,0.0
3937,A025431,A044117,1991JJ00,0.0
3938,A025431,A044117,1992JJ00,0.0
3939,A025431,A044117,1993JJ00,0.0
3940,A025431,A044117,1994JJ00,0.0
3941,A025431,A044117,1995JJ00,0.0
3942,A025431,A044117,1996JJ00,0.0
3943,A025431,A044117,1997JJ00,0.0
3944,A025431,A044117,1998JJ00,0.0
3945,A025431,A044117,1999JJ00,0.0
3946,A025431,A044117,2000JJ00,0.0
3947,A025431,A044117,2001JJ00,0.0
3948,A025431,A044117,2002JJ00,0.0
3949,A025431,A044117,2003JJ00,0.0
3950,A025431,A044117,2004JJ00,0.0
3951,A025431,A044117,2005JJ00,0.0
3952,A025431,A044117,2006JJ00,0.0
3953,A025431,A044117,2007JJ00,0.0
3954,A025431,A044117,2008JJ00,0.0
3955,A025431,A044117,2009JJ00,0.0
3956,A025431,A044117,2010JJ00,0.0
3957,A025431,A044117,2011JJ00,0.0
3958,A025431,A044117,2012JJ00,0.0
3959,A025431,A044117,2013JJ00,0.0
3960,A025431,A044117,2014JJ00,0.0
3961,A025431,A044117,2015JJ00,0.0
3962,A025431,A044117,2016JJ00,0.0
3963,A025431,A044117,2017JJ00,0.0
3964,A025431,A044117,2018JJ00,0.0
3965,A025431,A044117,2019JJ00,0.0
3966,A025431,A044117,2020JJ00,0.0
3967,A025431,A044117,2021JJ00,0.0
3968,A025431,A044115,1990JJ00,0.427
3969,A025431,A044115,1991JJ00,0.407
3970,A025431,A044115,1992JJ00,0.385
3971,A025431,A044115,1993JJ00,0.379
3972,A025431,A044115,1994JJ00,0.389
3973,A025431,A044115,1995JJ00,0.433
3974,A025431,A044115,1996JJ00,0.411
3975,A025431,A044115,1997JJ00,0.416
3976,A025431,A044115,1998JJ00,0.416
3977,A025431,A044115,1999JJ00,0.417
3978,A025431,A044115,2000JJ00,0.399
3979,A025431,A044115,2001JJ00,0.386
3980,A025431,A044115,2002JJ00,0.318
3981,A025431,A044115,2003JJ00,0.283
3982,A025431,A044115,2004JJ00,0.262
3983,A025431,A044115,2005JJ00,0.251
3984,A025431,A044115,2006JJ00,0.233
3985,A025431,A044115,2007JJ00,0.198
3986,A025431,A044115,2008JJ00,0.174
3987,A025431,A044115,2009JJ00,0.158
3988,A025431,A044115,2010JJ00,0.155
3989,A025431,A044115,2011JJ00,0.131
3990,A025431,A044115,2012JJ00,0.103
3991,A025431,A044115,2013JJ00,0.115
3992,A025431,A044115,2014JJ00,0.111
3993,A025431,A044115,2015JJ00,0.104
3994,A025431,A044115,2016JJ00,0.108
3995,A025431,A044115,2017JJ00,0.091
3996,A025431,A044115,2018JJ00,0.109
3997,A025431,A044115,2019JJ00,0.178
3998,A025431,A044115,2020JJ00,0.127
3999,A025431,A044115,2021JJ00,0.141
4000,A025431,A044107,1990JJ00,0.017
4001,A025431,A044107,1991JJ00,0.016
4002,A025431,A044107,1992JJ00,0.015
4003,A025431,A044107,1993JJ00,0.015
4004,A025431,A044107,1994JJ00,0.016
4005,A025431,A044107,1995JJ00,0.017
4006,A025431,A044107,1996JJ00,0.016
4007,A025431,A044107,1997JJ00,0.017
4008,A025431,A044107,1998JJ00,0.017
4009,A025431,A044107,1999JJ00,0.017
4010,A025431,A044107,2000JJ00,0.016
4011,A025431,A044107,2001JJ00,0.015
4012,A025431,A044107,2002JJ00,0.013
4013,A025431,A044107,2003JJ00,0.011
4014,A025431,A044107,2004JJ00,0.01
4015,A025431,A044107,2005JJ00,0.01
4016,A025431,A044107,2006JJ00,0.009
4017,A025431,A044107,2007JJ00,0.008
4018,A025431,A044107,2008JJ00,0.007
4019,A025431,A044107,2009JJ00,0.006
4020,A025431,A044107,2010JJ00,0.006
4021,A025431,A044107,2011JJ00,0.005
4022,A025431,A044107,2012JJ00,0.004
4023,A025431,A044107,2013JJ00,0.005
4024,A025431,A044107,2014JJ00,0.004
4025,A025431,A044107,2015JJ00,0.004
4026,A025431,A044107,2016JJ00,0.004
4027,A025431,A044107,2017JJ00,0.004
4028,A025431,A044107,2018JJ00,0.004
4029,A025431,A044107,2019JJ00,0.007
4030,A025431,A044107,2020JJ00,0.005
4031,A025431,A044107,2021JJ00,0.006
4032,A025431,A044118,1990JJ00,0.41
4033,A025431,A044118,1991JJ00,0.391
4034,A025431,A044118,1992JJ00,0.369
4035,A025431,A044118,1993JJ00,0.364
4036,A025431,A044118,1994JJ00,0.373
4037,A025431,A044118,1995JJ00,0.415
4038,A025431,A044118,1996JJ00,0.395
4039,A025431,A044118,1997JJ00,0.399
4040,A025431,A044118,1998JJ00,0.399
4041,A025431,A044118,1999JJ00,0.4
4042,A025431,A044118,2000JJ00,0.383
4043,A025431,A044118,2001JJ00,0.371
4044,A025431,A044118,2002JJ00,0.305
4045,A025431,A044118,2003JJ00,0.272
4046,A025431,A044118,2004JJ00,0.251
4047,A025431,A044118,2005JJ00,0.241
4048,A025431,A044118,2006JJ00,0.224
4049,A025431,A044118,2007JJ00,0.19
4050,A025431,A044118,2008JJ00,0.167
4051,A025431,A044118,2009JJ00,0.152
4052,A025431,A044118,2010JJ00,0.149
4053,A025431,A044118,2011JJ00,0.126
4054,A025431,A044118,2012JJ00,0.099
4055,A025431,A044118,2013JJ00,0.111
4056,A025431,A044118,2014JJ00,0.107
4057,A025431,A044118,2015JJ00,0.1
4058,A025431,A044118,2016JJ00,0.104
4059,A025431,A044118,2017JJ00,0.088
4060,A025431,A044118,2018JJ00,0.104
4061,A025431,A044118,2019JJ00,0.171
4062,A025431,A044118,2020JJ00,0.122
4063,A025431,A044118,2021JJ00,0.135
4064,A025431,A044112,1990JJ00,6.07
4065,A025431,A044112,1991JJ00,5.954
4066,A025431,A044112,1992JJ00,5.79
4067,A025431,A044112,1993JJ00,5.831
4068,A025431,A044112,1994JJ00,5.969
4069,A025431,A044112,1995JJ00,6.791
4070,A025431,A044112,1996JJ00,6.574
4071,A025431,A044112,1997JJ00,6.806
4072,A025431,A044112,1998JJ00,6.71
4073,A025431,A044112,1999JJ00,6.882
4074,A025431,A044112,2000JJ00,6.663
4075,A025431,A044112,2001JJ00,6.501
4076,A025431,A044112,2002JJ00,5.405
4077,A025431,A044112,2003JJ00,4.93
4078,A025431,A044112,2004JJ00,4.661
4079,A025431,A044112,2005JJ00,4.581
4080,A025431,A044112,2006JJ00,4.351
4081,A025431,A044112,2007JJ00,3.775
4082,A025431,A044112,2008JJ00,3.464
4083,A025431,A044112,2009JJ00,3.306
4084,A025431,A044112,2010JJ00,3.228
4085,A025431,A044112,2011JJ00,2.592
4086,A025431,A044112,2012JJ00,2.039
4087,A025431,A044112,2013JJ00,2.382
4088,A025431,A044112,2014JJ00,2.439
4089,A025431,A044112,2015JJ00,2.452
4090,A025431,A044112,2016JJ00,2.614
4091,A025431,A044112,2017JJ00,2.142
4092,A025431,A044112,2018JJ00,2.547
4093,A025431,A044112,2019JJ00,3.996
4094,A025431,A044112,2020JJ00,3.005
4095,A025431,A044112,2021JJ00,3.357
4096,A025431,A044110,1990JJ00,0.009
4097,A025431,A044110,1991JJ00,0.009
4098,A025431,A044110,1992JJ00,0.008
4099,A025431,A044110,1993JJ00,0.008
4100,A025431,A044110,1994JJ00,0.009
4101,A025431,A044110,1995JJ00,0.01
4102,A025431,A044110,1996JJ00,0.01
4103,A025431,A044110,1997JJ00,0.01
4104,A025431,A044110,1998JJ00,0.01
4105,A025431,A044110,1999JJ00,0.01
4106,A025431,A044110,2000JJ00,0.01
4107,A025431,A044110,2001JJ00,0.01
4108,A025431,A044110,2002JJ00,0.008
4109,A025431,A044110,2003JJ00,0.007
4110,A025431,A044110,2004JJ00,0.007
4111,A025431,A044110,2005JJ00,0.007
4112,A025431,A044110,2006JJ00,0.006
4113,A025431,A044110,2007JJ00,0.006
4114,A025431,A044110,2008JJ00,0.005
4115,A025431,A044110,2009JJ00,0.005
4116,A025431,A044110,2010JJ00,0.005
4117,A025431,A044110,2011JJ00,0.004
4118,A025431,A044110,2012JJ00,0.003
4119,A025431,A044110,2013JJ00,0.004
4120,A025431,A044110,2014JJ00,0.004
4121,A025431,A044110,2015JJ00,0.004
4122,A025431,A044110,2016JJ00,0.004
4123,A025431,A044110,2017JJ00,0.004
4124,A025431,A044110,2018JJ00,0.004
4125,A025431,A044110,2019JJ00,0.006
4126,A025431,A044110,2020JJ00,0.005
4127,A025431,A044110,2021JJ00,0.006
4128,A025431,A044114,1990JJ00,1.369
4129,A025431,A044114,1991JJ00,1.4
4130,A025431,A044114,1992JJ00,1.424
4131,A025431,A044114,1993JJ00,1.458
4132,A025431,A044114,1994JJ00,1.41
4133,A025431,A044114,1995JJ00,1.63
4134,A025431,A044114,1996JJ00,1.589
4135,A025431,A044114,1997JJ00,1.674
4136,A025431,A044114,1998JJ00,1.47
4137,A025431,A044114,1999JJ00,1.523
4138,A025431,A044114,2000JJ00,1.44
4139,A025431,A044114,2001JJ00,1.33
4140,A025431,A044114,2002JJ00,1.061
4141,A025431,A044114,2003JJ00,0.996
4142,A025431,A044114,2004JJ00,0.949
4143,A025431,A044114,2005JJ00,0.947
4144,A025431,A044114,2006JJ00,0.91
4145,A025431,A044114,2007JJ00,0.689
4146,A025431,A044114,2008JJ00,0.501
4147,A025431,A044114,2009JJ00,0.531
4148,A025431,A044114,2010JJ00,0.434
4149,A025431,A044114,2011JJ00,0.21
4150,A025431,A044114,2012JJ00,0.157
4151,A025431,A044114,2013JJ00,0.206
4152,A025431,A044114,2014JJ00,0.27
4153,A025431,A044114,2015JJ00,0.134
4154,A025431,A044114,2016JJ00,0.121
4155,A025431,A044114,2017JJ00,0.101
4156,A025431,A044114,2018JJ00,0.116
4157,A025431,A044114,2019JJ00,0.178
4158,A025431,A044114,2020JJ00,0.13
4159,A025431,A044114,2021JJ00,0.145
4160,A025431,A044113,1990JJ00,0.34
4161,A025431,A044113,1991JJ00,0.333
4162,A025431,A044113,1992JJ00,0.324
4163,A025431,A044113,1993JJ00,0.326
4164,A025431,A044113,1994JJ00,0.33
4165,A025431,A044113,1995JJ00,0.374
4166,A025431,A044113,1996JJ00,0.36
4167,A025431,A044113,1997JJ00,0.375
4168,A025431,A044113,1998JJ00,0.358
4169,A025431,A044113,1999JJ00,0.365
4170,A025431,A044113,2000JJ00,0.349
4171,A025431,A044113,2001JJ00,0.332
4172,A025431,A044113,2002JJ00,0.269
4173,A025431,A044113,2003JJ00,0.241
4174,A025431,A044113,2004JJ00,0.218
4175,A025431,A044113,2005JJ00,0.217
4176,A025431,A044113,2006JJ00,0.203
4177,A025431,A044113,2007JJ00,0.178
4178,A025431,A044113,2008JJ00,0.162
4179,A025431,A044113,2009JJ00,0.158
4180,A025431,A044113,2010JJ00,0.145
4181,A025431,A044113,2011JJ00,0.106
4182,A025431,A044113,2012JJ00,0.083
4183,A025431,A044113,2013JJ00,0.097
4184,A025431,A044113,2014JJ00,0.101
4185,A025431,A044113,2015JJ00,0.09
4186,A025431,A044113,2016JJ00,0.094
4187,A025431,A044113,2017JJ00,0.076
4188,A025431,A044113,2018JJ00,0.09
4189,A025431,A044113,2019JJ00,0.123
4190,A025431,A044113,2020JJ00,0.107
